Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Team,Championship,Player_Team
Haret Ortega,MEX,DF,23,3.0,128.0,118.0,9.0,8.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,105.0,1.0,0.0,FC Juárez,Brasileiro,Haret Ortega (FC Juárez)
Diego Valoyes,COL,MF,27,2.4,64.0,58.0,4.0,0.0,0.0,0.0,2,4.0,0.0,0.0,0.0,0.0,48.0,2.0,4.0,FC Juárez,Brasileiro,Diego Valoyes (FC Juárez)
Santiago Ormeño,PER,"FW,MF",29,1.9,29.0,26.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,FC Juárez,Brasileiro,Santiago Ormeño (FC Juárez)
César Sosa,MEX,MF,19,1.2,44.0,42.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,FC Juárez,Brasileiro,César Sosa (FC Juárez)
Mario Osuna,MEX,"MF,FW",35,3.1,171.0,160.0,10.0,7.0,0.0,6.0,0,2.0,0.0,0.0,0.0,0.0,142.0,1.0,0.0,FC Juárez,Brasileiro,Mario Osuna (FC Juárez)
Ángel Zapata,MEX,MF,22,2.9,172.0,160.0,12.0,12.0,3.0,5.0,1,0.0,0.0,0.0,0.0,0.0,159.0,0.0,3.0,FC Juárez,Brasileiro,Ángel Zapata (FC Juárez)
Francisco Nevarez,MEX,"DF,MF",23,0.7,34.0,31.0,3.0,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,FC Juárez,Brasileiro,Francisco Nevarez (FC Juárez)
Ramón Pasquel,MEX,GK,27,0.7,24.0,15.0,9.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,FC Juárez,Brasileiro,Ramón Pasquel (FC Juárez)
Jan Carmona,MEX,"FW,DF",19,0.5,28.0,19.0,9.0,1.0,0.0,0.0,1,8.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,FC Juárez,Brasileiro,Jan Carmona (FC Juárez)
Fernando Beltrán,MEX,MF,25,15.9,739.0,715.0,20.0,10.0,2.0,11.0,18,5.0,2.0,0.0,1.0,0.0,620.0,4.0,6.0,Guadalajara,Brasileiro,Fernando Beltrán (Guadalajara)
Miguel Jiménez Ponce,MEX,GK,33,15.8,424.0,269.0,154.0,28.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,292.0,1.0,0.0,Guadalajara,Brasileiro,Miguel Jiménez Ponce (Guadalajara)
Ricardo Marín,MEX,FW,25,12.7,210.0,193.0,17.0,0.0,1.0,2.0,3,2.0,0.0,0.0,0.0,0.0,135.0,0.0,8.0,Guadalajara,Brasileiro,Ricardo Marín (Guadalajara)
Gilberto Sepúlveda,MEX,DF,24,14.4,639.0,606.0,32.0,19.0,0.0,5.0,1,11.0,0.0,0.0,0.0,0.0,536.0,1.0,6.0,Guadalajara,Brasileiro,Gilberto Sepúlveda (Guadalajara)
Alan Mozo,MEX,DF,26,14.3,755.0,585.0,169.0,12.0,0.0,7.0,69,156.0,1.0,0.0,1.0,0.0,561.0,1.0,13.0,Guadalajara,Brasileiro,Alan Mozo (Guadalajara)
Roberto Alvarado,MEX,"FW,MF",25,12.6,597.0,517.0,76.0,17.0,0.0,7.0,68,14.0,43.0,16.0,20.0,0.0,436.0,4.0,14.0,Guadalajara,Brasileiro,Roberto Alvarado (Guadalajara)
Fernando Rubén González,MEX,MF,29,12.1,531.0,507.0,21.0,18.0,2.0,3.0,1,3.0,0.0,0.0,0.0,0.0,430.0,3.0,6.0,Guadalajara,Brasileiro,Fernando Rubén González (Guadalajara)
Jesús Orozco,MEX,DF,21,11.1,531.0,499.0,31.0,15.0,1.0,14.0,3,16.0,0.0,0.0,0.0,0.0,422.0,1.0,6.0,Guadalajara,Brasileiro,Jesús Orozco (Guadalajara)
Cristian Calderón,MEX,DF,26,11.2,503.0,378.0,125.0,8.0,3.0,5.0,37,113.0,4.0,1.0,2.0,0.0,361.0,0.0,13.0,Guadalajara,Brasileiro,Cristian Calderón (Guadalajara)
Antonio Briseño,MEX,DF,29,9.5,397.0,381.0,16.0,14.0,0.0,4.0,0,1.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,Guadalajara,Brasileiro,Antonio Briseño (Guadalajara)
Víctor Guzmán,MEX,MF,28,8.5,435.0,376.0,54.0,17.0,0.0,11.0,48,8.0,24.0,8.0,12.0,0.0,322.0,5.0,5.0,Guadalajara,Brasileiro,Víctor Guzmán (Guadalajara)
Isaác Brizuela,MEX,"FW,MF",33,7.5,194.0,186.0,7.0,2.0,1.0,3.0,25,3.0,1.0,1.0,0.0,0.0,138.0,1.0,8.0,Guadalajara,Brasileiro,Isaác Brizuela (Guadalajara)
Erick Gutiérrez,MEX,MF,28,7.0,381.0,364.0,14.0,10.0,1.0,6.0,3,4.0,0.0,0.0,0.0,0.0,312.0,3.0,7.0,Guadalajara,Brasileiro,Erick Gutiérrez (Guadalajara)
Jonathan Padilla,MEX,"MF,FW",18,6.3,212.0,200.0,11.0,1.0,0.0,4.0,22,7.0,3.0,0.0,2.0,0.0,143.0,1.0,8.0,Guadalajara,Brasileiro,Jonathan Padilla (Guadalajara)
Alejandro Mayorga,MEX,DF,26,4.4,239.0,183.0,55.0,3.0,1.0,1.0,8,52.0,0.0,0.0,0.0,0.0,168.0,1.0,9.0,Guadalajara,Brasileiro,Alejandro Mayorga (Guadalajara)
Alexis Vega,MEX,FW,26,4.3,168.0,144.0,24.0,7.0,0.0,3.0,20,3.0,10.0,5.0,3.0,0.0,119.0,0.0,4.0,Guadalajara,Brasileiro,Alexis Vega (Guadalajara)
Ronaldo Cisneros,MEX,"FW,MF",26,4.5,46.0,41.0,5.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,Guadalajara,Brasileiro,Ronaldo Cisneros (Guadalajara)
Raúl Martínez,MEX,DF,20,3.0,93.0,90.0,3.0,3.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,2.0,Guadalajara,Brasileiro,Raúl Martínez (Guadalajara)
Jesús Sánchez García,MEX,DF,34,2.6,162.0,123.0,37.0,1.0,0.0,0.0,3,36.0,0.0,0.0,0.0,0.0,119.0,2.0,1.0,Guadalajara,Brasileiro,Jesús Sánchez García (Guadalajara)
Juan Brigido,MEX,"FW,DF",22,3.0,96.0,89.0,7.0,1.0,1.0,0.0,15,6.0,0.0,0.0,0.0,0.0,65.0,0.0,6.0,Guadalajara,Brasileiro,Juan Brigido (Guadalajara)
Pavel Pérez,MEX,"FW,MF",25,2.1,59.0,48.0,10.0,1.0,0.0,1.0,13,0.0,9.0,4.0,3.0,0.0,41.0,1.0,6.0,Guadalajara,Brasileiro,Pavel Pérez (Guadalajara)
José Rangel Aguilar,MEX,GK,23,1.2,37.0,23.0,14.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,Guadalajara,Brasileiro,José Rangel Aguilar (Guadalajara)
Alan Torres,MEX,MF,23,1.8,129.0,127.0,2.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,2.0,Guadalajara,Brasileiro,Alan Torres (Guadalajara)
Daniel Armando Ríos,MEX,"FW,DF",28,0.8,14.0,10.0,4.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,Guadalajara,Brasileiro,Daniel Armando Ríos (Guadalajara)
Zahid Muñoz,MEX,MF,22,0.2,10.0,10.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,Guadalajara,Brasileiro,Zahid Muñoz (Guadalajara)
Hiram Mier,MEX,MF,34,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guadalajara,Brasileiro,Hiram Mier (Guadalajara)
Rodolfo Cota,MEX,GK,36,16.0,420.0,272.0,145.0,24.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,352.0,3.0,0.0,León,Brasileiro,Rodolfo Cota (León)
Adonis Frías,ARG,DF,25,16.0,891.0,862.0,26.0,21.0,2.0,3.0,9,4.0,0.0,0.0,0.0,0.0,751.0,3.0,9.0,León,Brasileiro,Adonis Frías (León)
Ángel Mena,ECU,"FW,MF",35,13.7,812.0,698.0,109.0,30.0,1.0,6.0,83,23.0,56.0,25.0,15.0,0.0,683.0,5.0,11.0,León,Brasileiro,Ángel Mena (León)
Iván Moreno,MEX,"DF,MF",25,12.0,649.0,528.0,119.0,6.0,0.0,2.0,44,110.0,3.0,0.0,1.0,0.0,514.0,2.0,23.0,León,Brasileiro,Iván Moreno (León)
Osvaldo Rodríguez del Portal,MEX,DF,27,11.5,644.0,539.0,104.0,15.0,0.0,9.0,15,89.0,0.0,0.0,0.0,0.0,541.0,1.0,13.0,León,Brasileiro,Osvaldo Rodríguez del Portal (León)
Lucas Romero,ARG,MF,29,10.8,690.0,656.0,31.0,23.0,1.0,4.0,7,2.0,0.0,0.0,0.0,0.0,599.0,3.0,2.0,León,Brasileiro,Lucas Romero (León)
José Iván Rodríguez,MEX,MF,27,11.2,578.0,559.0,17.0,14.0,1.0,3.0,10,1.0,0.0,0.0,0.0,0.0,496.0,2.0,6.0,León,Brasileiro,José Iván Rodríguez (León)
William Tesillo,COL,DF,33,10.8,672.0,608.0,63.0,23.0,1.0,15.0,26,39.0,0.0,0.0,0.0,0.0,491.0,1.0,15.0,León,Brasileiro,William Tesillo (León)
Alfonso Alvarado,MEX,"FW,MF",23,9.9,208.0,202.0,6.0,2.0,2.0,2.0,5,3.0,0.0,0.0,0.0,0.0,157.0,0.0,9.0,León,Brasileiro,Alfonso Alvarado (León)
Federico Viñas,URU,FW,25,8.8,140.0,129.0,9.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,104.0,2.0,7.0,León,Brasileiro,Federico Viñas (León)
Elías Hernández,MEX,"MF,DF",35,7.8,438.0,373.0,63.0,13.0,1.0,3.0,55,11.0,28.0,7.0,7.0,0.0,349.0,2.0,13.0,León,Brasileiro,Elías Hernández (León)
Nicolás López,URU,"FW,MF",30,7.7,330.0,295.0,30.0,7.0,0.0,2.0,50,4.0,17.0,5.0,10.0,0.0,230.0,5.0,12.0,León,Brasileiro,Nicolás López (León)
Fidel Ambríz,MEX,MF,20,7.8,467.0,452.0,14.0,6.0,3.0,2.0,3,4.0,1.0,0.0,0.0,0.0,409.0,1.0,6.0,León,Brasileiro,Fidel Ambríz (León)
Jaine Barreiro,COL,DF,29,7.0,411.0,380.0,29.0,22.0,1.0,16.0,9,7.0,0.0,0.0,0.0,0.0,332.0,2.0,6.0,León,Brasileiro,Jaine Barreiro (León)
Paul Bellón,MEX,DF,26,6.5,344.0,322.0,21.0,9.0,0.0,0.0,0,8.0,0.0,0.0,0.0,0.0,306.0,1.0,0.0,León,Brasileiro,Paul Bellón (León)
José David Ramírez,MEX,"DF,MF",28,6.4,398.0,347.0,50.0,5.0,0.0,4.0,24,43.0,1.0,0.0,0.0,0.0,335.0,1.0,8.0,León,Brasileiro,José David Ramírez (León)
Brian Rubio,MEX,FW,27,4.9,142.0,137.0,3.0,0.0,0.0,1.0,2,1.0,0.0,0.0,0.0,0.0,110.0,2.0,0.0,León,Brasileiro,Brian Rubio (León)
Borja Sánchez Laborde,ESP,"MF,DF",27,3.9,209.0,195.0,12.0,2.0,0.0,9.0,14,7.0,3.0,2.0,0.0,0.0,159.0,2.0,1.0,León,Brasileiro,Borja Sánchez Laborde (León)
Víctor Dávila,CHI,FW,26,2.8,154.0,146.0,6.0,0.0,0.0,0.0,14,1.0,3.0,3.0,0.0,0.0,103.0,2.0,10.0,León,Brasileiro,Víctor Dávila (León)
Omar Fernández Frasica,COL,"MF,FW",30,4.0,284.0,259.0,22.0,7.0,0.0,1.0,13,8.0,6.0,5.0,1.0,0.0,242.0,3.0,5.0,León,Brasileiro,Omar Fernández Frasica (León)
Jesús Angulo,MEX,MF,26,1.8,102.0,98.0,4.0,2.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,86.0,0.0,1.0,León,Brasileiro,Jesús Angulo (León)
Héctor Uribe,MEX,"MF,DF",19,1.5,45.0,44.0,1.0,1.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0,León,Brasileiro,Héctor Uribe (León)
Sebastian Santos,MEX,"FW,MF",20,1.4,51.0,50.0,1.0,0.0,0.0,0.0,3,1.0,0.0,0.0,0.0,0.0,42.0,0.0,2.0,León,Brasileiro,Sebastian Santos (León)
Alfonso Blanco Antúnez,MEX,GK,36,1.0,22.0,16.0,6.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,León,Brasileiro,Alfonso Blanco Antúnez (León)
Luís Cervantes,MEX,DF,22,0.4,32.0,27.0,5.0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,León,Brasileiro,Luís Cervantes (León)
Oscar Villa,MEX,DF,22,0.4,21.0,16.0,5.0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,León,Brasileiro,Oscar Villa (León)
Facundo Almada,ARG,DF,25,17.0,711.0,678.0,33.0,16.0,3.0,8.0,2,11.0,0.0,0.0,0.0,0.0,588.0,0.0,6.0,Mazatlán,Brasileiro,Facundo Almada (Mazatlán)
Jefferson Intriago,ECU,MF,27,17.0,867.0,824.0,42.0,34.0,0.0,4.0,3,5.0,1.0,0.0,0.0,0.0,792.0,1.0,7.0,Mazatlán,Brasileiro,Jefferson Intriago (Mazatlán)
Hugo González Durán,MEX,GK,33,15.3,582.0,397.0,183.0,40.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,408.0,2.0,0.0,Mazatlán,Brasileiro,Hugo González Durán (Mazatlán)
Bryan Colula,MEX,DF,27,11.5,511.0,403.0,107.0,4.0,0.0,1.0,19,103.0,0.0,0.0,0.0,0.0,383.0,1.0,12.0,Mazatlán,Brasileiro,Bryan Colula (Mazatlán)
Josué Colmán,PAR,"MF,FW",25,10.9,401.0,355.0,45.0,13.0,5.0,4.0,36,7.0,22.0,7.0,12.0,0.0,299.0,1.0,11.0,Mazatlán,Brasileiro,Josué Colmán (Mazatlán)
Luis Amarilla,PAR,FW,28,9.5,265.0,252.0,13.0,1.0,3.0,1.0,1,1.0,0.0,0.0,0.0,0.0,210.0,0.0,6.0,Mazatlán,Brasileiro,Luis Amarilla (Mazatlán)
Jair Díaz,MEX,DF,25,9.0,418.0,336.0,80.0,7.0,0.0,2.0,20,73.0,0.0,0.0,0.0,0.0,314.0,2.0,9.0,Mazatlán,Brasileiro,Jair Díaz (Mazatlán)
Édgar Yoel Bárcenas,PAN,"FW,MF",30,8.9,320.0,303.0,15.0,2.0,3.0,3.0,15,10.0,1.0,0.0,0.0,0.0,249.0,2.0,12.0,Mazatlán,Brasileiro,Édgar Yoel Bárcenas (Mazatlán)
Sergio Adrián Flores,MEX,MF,28,10.3,474.0,459.0,13.0,12.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,398.0,2.0,7.0,Mazatlán,Brasileiro,Sergio Adrián Flores (Mazatlán)
Luis Olivas,MEX,DF,23,9.5,470.0,428.0,42.0,20.0,0.0,11.0,4,22.0,0.0,0.0,0.0,0.0,385.0,0.0,1.0,Mazatlán,Brasileiro,Luis Olivas (Mazatlán)
Alan Medina,MEX,"FW,MF",26,7.5,234.0,228.0,4.0,0.0,2.0,1.0,9,4.0,0.0,0.0,0.0,0.0,175.0,2.0,7.0,Mazatlán,Brasileiro,Alan Medina (Mazatlán)
Arnaud Ake,CIV,FW,25,5.9,89.0,76.0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,1.0,Mazatlán,Brasileiro,Arnaud Ake (Mazatlán)
Nicolás Benedetti,COL,"MF,FW",26,5.9,240.0,201.0,38.0,9.0,0.0,0.0,33,4.0,21.0,6.0,10.0,0.0,172.0,1.0,8.0,Mazatlán,Brasileiro,Nicolás Benedetti (Mazatlán)
Andres Montaño,MEX,MF,21,4.7,193.0,189.0,4.0,1.0,1.0,0.0,2,0.0,2.0,1.0,0.0,0.0,165.0,0.0,5.0,Mazatlán,Brasileiro,Andres Montaño (Mazatlán)
Eduard Bello,VEN,"FW,MF",28,7.2,241.0,212.0,28.0,9.0,0.0,0.0,26,12.0,7.0,1.0,6.0,0.0,180.0,1.0,13.0,Mazatlán,Brasileiro,Eduard Bello (Mazatlán)
José Madueña,MEX,DF,33,5.5,217.0,180.0,37.0,4.0,0.0,1.0,5,33.0,0.0,0.0,0.0,0.0,176.0,0.0,7.0,Mazatlán,Brasileiro,José Madueña (Mazatlán)
José Joaquín Esquivel,MEX,MF,25,5.2,151.0,148.0,3.0,3.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,129.0,0.0,2.0,Mazatlán,Brasileiro,José Joaquín Esquivel (Mazatlán)
Ventura Alvarado,USA,DF,31,4.5,206.0,200.0,6.0,5.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,166.0,0.0,4.0,Mazatlán,Brasileiro,Ventura Alvarado (Mazatlán)
Francisco Eduardo Venegas,MEX,DF,25,4.5,240.0,195.0,43.0,7.0,0.0,2.0,11,36.0,0.0,0.0,0.0,0.0,178.0,2.0,3.0,Mazatlán,Brasileiro,Francisco Eduardo Venegas (Mazatlán)
Néstor Vidrio,MEX,DF,34,3.2,119.0,108.0,11.0,9.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,98.0,0.0,2.0,Mazatlán,Brasileiro,Néstor Vidrio (Mazatlán)
Lucas Merolla,ARG,DF,28,3.1,117.0,113.0,4.0,4.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,1.0,Mazatlán,Brasileiro,Lucas Merolla (Mazatlán)
Ramiro Árciga,MEX,"MF,FW",19,2.4,91.0,87.0,4.0,1.0,1.0,0.0,7,3.0,0.0,0.0,0.0,0.0,67.0,0.0,4.0,Mazatlán,Brasileiro,Ramiro Árciga (Mazatlán)
Raúl Camacho,MEX,FW,21,2.0,50.0,46.0,4.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,31.0,0.0,3.0,Mazatlán,Brasileiro,Raúl Camacho (Mazatlán)
Ricardo Gutiérrez,MEX,GK,26,1.7,59.0,43.0,16.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,Mazatlán,Brasileiro,Ricardo Gutiérrez (Mazatlán)
Roberto Meraz,MEX,MF,24,1.1,25.0,24.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Mazatlán,Brasileiro,Roberto Meraz (Mazatlán)
Miguel Sansores,MEX,"FW,MF",32,0.8,22.0,20.0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,Mazatlán,Brasileiro,Miguel Sansores (Mazatlán)
Omar Moreno,MEX,"FW,DF",18,0.6,18.0,18.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,Mazatlán,Brasileiro,Omar Moreno (Mazatlán)
Edson Mata,MEX,DF,20,0.3,7.0,6.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,Mazatlán,Brasileiro,Edson Mata (Mazatlán)
Esteban Andrada,ARG,GK,32,16.0,666.0,545.0,120.0,40.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,543.0,1.0,0.0,Monterrey,Brasileiro,Esteban Andrada (Monterrey)
Maximiliano Meza,ARG,"MF,FW",31,12.3,585.0,526.0,58.0,12.0,2.0,7.0,66,20.0,26.0,11.0,8.0,0.0,442.0,1.0,16.0,Monterrey,Brasileiro,Maximiliano Meza (Monterrey)
Stefan Medina,COL,DF,31,13.0,757.0,662.0,94.0,19.0,1.0,6.0,29,72.0,0.0,0.0,0.0,0.0,643.0,1.0,7.0,Monterrey,Brasileiro,Stefan Medina (Monterrey)
Luis Romo,MEX,MF,28,12.8,845.0,809.0,33.0,29.0,7.0,7.0,12,4.0,0.0,0.0,0.0,0.0,698.0,3.0,11.0,Monterrey,Brasileiro,Luis Romo (Monterrey)
Víctor Guzmán,MEX,DF,21,12.5,579.0,560.0,19.0,18.0,1.0,2.0,0,1.0,0.0,0.0,0.0,0.0,499.0,0.0,1.0,Monterrey,Brasileiro,Víctor Guzmán (Monterrey)
Rogelio Funes Mori,MEX,FW,32,11.4,211.0,188.0,22.0,0.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,171.0,1.0,3.0,Monterrey,Brasileiro,Rogelio Funes Mori (Monterrey)
Sebastián Vegas,CHI,DF,27,13.2,668.0,589.0,79.0,17.0,1.0,6.0,15,31.0,0.0,0.0,0.0,0.0,562.0,0.0,5.0,Monterrey,Brasileiro,Sebastián Vegas (Monterrey)
Jesús Gallardo,MEX,DF,29,12.1,621.0,530.0,87.0,3.0,1.0,1.0,28,83.0,1.0,0.0,1.0,0.0,492.0,4.0,10.0,Monterrey,Brasileiro,Jesús Gallardo (Monterrey)
Jordi Cortizo,MEX,"MF,FW",27,7.6,345.0,333.0,12.0,3.0,2.0,0.0,20,4.0,3.0,1.0,2.0,0.0,281.0,0.0,11.0,Monterrey,Brasileiro,Jordi Cortizo (Monterrey)
Omar Govea,MEX,MF,27,9.9,724.0,694.0,29.0,18.0,1.0,4.0,22,3.0,8.0,4.0,4.0,0.0,649.0,1.0,14.0,Monterrey,Brasileiro,Omar Govea (Monterrey)
Héctor Moreno,MEX,DF,35,7.7,484.0,436.0,46.0,24.0,2.0,2.0,1,4.0,0.0,0.0,0.0,0.0,440.0,2.0,1.0,Monterrey,Brasileiro,Héctor Moreno (Monterrey)
Jesús Corona,MEX,"MF,FW",30,6.6,301.0,285.0,14.0,2.0,1.0,1.0,29,7.0,5.0,2.0,3.0,0.0,226.0,2.0,10.0,Monterrey,Brasileiro,Jesús Corona (Monterrey)
Jonathan González,MEX,MF,24,6.6,333.0,325.0,7.0,7.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,292.0,1.0,3.0,Monterrey,Brasileiro,Jonathan González (Monterrey)
Alfonso González,MEX,"MF,FW",29,5.6,248.0,219.0,29.0,7.0,1.0,0.0,27,2.0,20.0,9.0,9.0,1.0,185.0,0.0,14.0,Monterrey,Brasileiro,Alfonso González (Monterrey)
Germán Berterame,ARG,"FW,MF",25,6.1,165.0,163.0,0.0,0.0,1.0,0.0,5,0.0,0.0,0.0,0.0,0.0,131.0,2.0,6.0,Monterrey,Brasileiro,Germán Berterame (Monterrey)
Érick Aguirre,MEX,DF,26,5.1,241.0,209.0,32.0,3.0,0.0,0.0,18,29.0,0.0,0.0,0.0,0.0,188.0,0.0,5.0,Monterrey,Brasileiro,Érick Aguirre (Monterrey)
Sergio Canales,ESP,"FW,MF",32,4.2,193.0,169.0,22.0,4.0,1.0,2.0,13,2.0,12.0,9.0,1.0,0.0,148.0,2.0,8.0,Monterrey,Brasileiro,Sergio Canales (Monterrey)
Joao Joshimar Rojas,ECU,"MF,FW",26,4.4,182.0,162.0,20.0,4.0,1.0,0.0,34,2.0,14.0,6.0,4.0,0.0,138.0,0.0,4.0,Monterrey,Brasileiro,Joao Joshimar Rojas (Monterrey)
César Bustos,MEX,DF,18,3.1,128.0,105.0,22.0,2.0,0.0,0.0,3,20.0,0.0,0.0,0.0,0.0,100.0,1.0,2.0,Monterrey,Brasileiro,César Bustos (Monterrey)
Ali Ávila,MEX,FW,20,3.0,44.0,39.0,5.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,Monterrey,Brasileiro,Ali Ávila (Monterrey)
Celso Ortiz,PAR,MF,34,2.1,121.0,116.0,5.0,4.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,Monterrey,Brasileiro,Celso Ortiz (Monterrey)
César Garza,MEX,"MF,FW",18,2.8,130.0,130.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1.0,Monterrey,Brasileiro,César Garza (Monterrey)
Daniel Alexis Parra,MEX,DF,24,1.0,55.0,50.0,5.0,0.0,0.0,0.0,4,4.0,1.0,0.0,1.0,0.0,49.0,0.0,0.0,Monterrey,Brasileiro,Daniel Alexis Parra (Monterrey)
Luis Cárdenas,MEX,GK,30,1.0,57.0,49.0,8.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,Monterrey,Brasileiro,Luis Cárdenas (Monterrey)
Victor Lopez,MEX,"MF,FW",20,2.3,111.0,110.0,1.0,1.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,Monterrey,Brasileiro,Victor Lopez (Monterrey)
Rodrigo Aguirre,URU,"FW,MF",29,1.7,43.0,42.0,1.0,0.0,0.0,0.0,3,1.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,Monterrey,Brasileiro,Rodrigo Aguirre (Monterrey)
Ángel Jordán Acosta,MEX,"MF,FW",18,0.5,8.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,Monterrey,Brasileiro,Ángel Jordán Acosta (Monterrey)
Edson Gutiérrez,MEX,DF,27,0.4,18.0,16.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,Monterrey,Brasileiro,Edson Gutiérrez (Monterrey)
Isidro Suárez,MEX,FW,20,0.2,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Monterrey,Brasileiro,Isidro Suárez (Monterrey)
Joaquín Moxica,MEX,FW,17,0.2,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Monterrey,Brasileiro,Joaquín Moxica (Monterrey)
Kevin Ortega,MEX,"MF,FW",21,0.2,25.0,25.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,Monterrey,Brasileiro,Kevin Ortega (Monterrey)
Ricardo Rentería,MEX,FW,21,0.1,2.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Monterrey,Brasileiro,Ricardo Rentería (Monterrey)
Alexis Francisco Peña,MEX,DF,27,17.0,612.0,565.0,45.0,30.0,1.0,8.0,4,13.0,0.0,0.0,0.0,0.0,500.0,2.0,3.0,Necaxa,Brasileiro,Alexis Francisco Peña (Necaxa)
Bryan Garnica,MEX,MF,27,14.9,494.0,393.0,99.0,17.0,1.0,2.0,140,23.0,52.0,14.0,35.0,0.0,317.0,2.0,26.0,Necaxa,Brasileiro,Bryan Garnica (Necaxa)
Alán Montes,MEX,DF,23,14.6,603.0,567.0,32.0,27.0,1.0,16.0,3,4.0,0.0,0.0,0.0,0.0,436.0,4.0,7.0,Necaxa,Brasileiro,Alán Montes (Necaxa)
Facundo Batista,URU,FW,24,12.3,159.0,141.0,18.0,0.0,0.0,1.0,2,5.0,0.0,0.0,0.0,0.0,105.0,0.0,2.0,Necaxa,Brasileiro,Facundo Batista (Necaxa)
