Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Team,Championship,Player_Team
Andrés Iniestra,MEX,MF,27.0,4,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,Atlético,Brasileiro,Andrés Iniestra (Atlético)
Benjamín Galdames,MEX,FW,22.0,2,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.82,0.87,0.05,0.87,Atlético,Brasileiro,Benjamín Galdames (Atlético)
Diego Abitia,MEX,FW,20.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Diego Abitia (Atlético)
Daniel Guillén,MEX,FW,22.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Daniel Guillén (Atlético)
Cesar López,MEX,GK,23.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Cesar López (Atlético)
Juan Martínez,MEX,DF,24.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético,Brasileiro,Juan Martínez (Atlético)
Willer Ditta,COL,DF,26.0,15,15,1347.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,0.1,0.9,16.0,31.0,6.0,0.07,0.0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,Cruz Azul,Brasileiro,Willer Ditta (Cruz Azul)
Carlos Salcedo,MEX,DF,30.0,15,15,1194.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.4,0.7,7.0,45.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Cruz Azul,Brasileiro,Carlos Salcedo (Cruz Azul)
Uriel Antuna,MEX,"MF,FW",26.0,14,14,1221.0,13.6,5.0,4.0,9.0,3.0,2.0,2.0,2.0,0.0,4.9,3.3,1.7,5.0,46.0,33.0,148.0,0.37,0.29,0.66,0.22,0.52,0.36,0.13,0.49,0.24,0.37,Cruz Azul,Brasileiro,Uriel Antuna (Cruz Azul)
Juan Escobar,PAR,DF,28.0,14,14,1221.0,13.6,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.1,1.1,0.3,1.4,6.0,29.0,3.0,0.0,0.07,0.07,0.0,0.07,0.08,0.02,0.1,0.08,0.1,Cruz Azul,Brasileiro,Juan Escobar (Cruz Azul)
Carlos Rotondi,ARG,"DF,MF",26.0,15,14,1212.0,13.5,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,3.1,3.1,2.5,5.6,28.0,31.0,72.0,0.22,0.07,0.3,0.22,0.3,0.23,0.18,0.42,0.23,0.42,Cruz Azul,Brasileiro,Carlos Rotondi (Cruz Azul)
Ignacio Rivero,URU,"DF,MF",31.0,15,13,1227.0,13.6,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,3.1,4.1,29.0,76.0,89.0,0.07,0.15,0.22,0.07,0.22,0.08,0.22,0.3,0.08,0.3,Cruz Azul,Brasileiro,Ignacio Rivero (Cruz Azul)
Andrés Gudiño,MEX,GK,26.0,14,13,1219.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Andrés Gudiño (Cruz Azul)
Erik Lira,MEX,MF,23.0,13,13,1127.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,6.0,65.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Cruz Azul,Brasileiro,Erik Lira (Cruz Azul)
Rodrigo Huescas,MEX,DF,20.0,16,13,1072.0,11.9,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,2.2,2.5,34.0,39.0,65.0,0.0,0.34,0.34,0.0,0.34,0.02,0.19,0.21,0.02,0.21,Cruz Azul,Brasileiro,Rodrigo Huescas (Cruz Azul)
Charly Rodríguez,MEX,MF,26.0,13,13,1041.0,11.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.8,0.8,1.7,2.5,15.0,100.0,37.0,0.0,0.09,0.09,0.0,0.09,0.07,0.14,0.22,0.07,0.22,Cruz Azul,Brasileiro,Charly Rodríguez (Cruz Azul)
Moises,BRA,"MF,FW",27.0,17,9,857.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.9,3.9,42.0,30.0,45.0,0.11,0.11,0.21,0.11,0.21,0.21,0.2,0.41,0.21,0.41,Cruz Azul,Brasileiro,Moises (Cruz Azul)
Diber Cambindo,COL,"FW,MF",27.0,16,9,828.0,9.2,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,3.1,3.1,1.1,4.2,19.0,13.0,43.0,0.43,0.11,0.54,0.43,0.54,0.34,0.11,0.46,0.34,0.46,Cruz Azul,Brasileiro,Diber Cambindo (Cruz Azul)
Kevin Castaño,COL,MF,23.0,13,9,762.0,8.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.3,1.0,10.0,64.0,13.0,0.0,0.12,0.12,0.0,0.12,0.08,0.04,0.12,0.08,0.12,Cruz Azul,Brasileiro,Kevin Castaño (Cruz Azul)
Ángel Sepúlveda,MEX,FW,32.0,10,7,644.0,7.2,6.0,0.0,6.0,5.0,1.0,1.0,2.0,0.0,5.1,4.3,0.7,5.0,3.0,21.0,32.0,0.84,0.0,0.84,0.7,0.7,0.71,0.1,0.81,0.6,0.7,Cruz Azul,Brasileiro,Ángel Sepúlveda (Cruz Azul)
Sebastián Jurado,MEX,GK,26.0,4,4,308.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Sebastián Jurado (Cruz Azul)
Rafael Guerrero,MEX,DF,20.0,10,3,468.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.1,0.1,8.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Cruz Azul,Brasileiro,Rafael Guerrero (Cruz Azul)
Christian Tabó,URU,"FW,MF",30.0,6,3,214.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.7,1.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.15,0.28,0.43,0.15,0.43,Cruz Azul,Brasileiro,Christian Tabó (Cruz Azul)
Alexis Gutiérrez,MEX,"MF,FW",23.0,9,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,5.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Cruz Azul,Brasileiro,Alexis Gutiérrez (Cruz Azul)
Augusto Lotti,ITA,FW,27.0,3,1,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.21,0.1,0.21,Cruz Azul,Brasileiro,Augusto Lotti (Cruz Azul)
Cristian Jiménez,MEX,"DF,MF",21.0,2,1,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Cristian Jiménez (Cruz Azul)
Alan Zubiri,MEX,DF,22.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Alan Zubiri (Cruz Azul)
Luis Iturbide,MEX,DF,21.0,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45,Cruz Azul,Brasileiro,Luis Iturbide (Cruz Azul)
Jesús Dueñas,MEX,"MF,FW",34.0,6,0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Cruz Azul,Brasileiro,Jesús Dueñas (Cruz Azul)
Alonso Escoboza,MEX,DF,30.0,4,0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Cruz Azul,Brasileiro,Alonso Escoboza (Cruz Azul)
Josué Díaz,MEX,"DF,MF",19.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Josué Díaz (Cruz Azul)
Raymundo Rubio,MEX,"DF,FW",22.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Raymundo Rubio (Cruz Azul)
Amaury Morales,MEX,"MF,DF",18.0,2,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Amaury Morales (Cruz Azul)
Carlos Alonso Vargas,MEX,DF,24.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Carlos Alonso Vargas (Cruz Azul)
Alfredo Cabañas,MEX,GK,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Alfredo Cabañas (Cruz Azul)
Bryan Gamboa,MEX,FW,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Bryan Gamboa (Cruz Azul)
Jorge García,MEX,DF,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Jorge García (Cruz Azul)
José Suárez,MEX,DF,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,José Suárez (Cruz Azul)
Karol Velázquez,MEX,MF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Karol Velázquez (Cruz Azul)
Mauro Zaleta,MEX,MF,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Mauro Zaleta (Cruz Azul)
Alfredo Talavera,MEX,GK,41.0,17,17,1469.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Alfredo Talavera (FC Juárez)
Luis Alfonso Rodríguez,MEX,DF,32.0,16,16,1408.0,15.6,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,1.3,1.6,33.0,71.0,59.0,0.0,0.13,0.13,0.0,0.13,0.02,0.08,0.1,0.02,0.1,FC Juárez,Brasileiro,Luis Alfonso Rodríguez (FC Juárez)
Aitor García,ESP,"MF,FW",29.0,15,14,1145.0,12.7,4.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,2.7,2.7,0.3,3.0,38.0,37.0,73.0,0.31,0.0,0.31,0.31,0.31,0.21,0.02,0.23,0.21,0.23,FC Juárez,Brasileiro,Aitor García (FC Juárez)
Javier Salas,MEX,MF,30.0,15,14,1124.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.3,0.7,1.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,FC Juárez,Brasileiro,Javier Salas (FC Juárez)
José García,MEX,DF,27.0,15,13,1236.0,13.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.0,0.6,4.0,33.0,2.0,0.07,0.0,0.07,0.07,0.07,0.04,0.0,0.04,0.04,0.04,FC Juárez,Brasileiro,José García (FC Juárez)
Moises Castillo,COL,DF,22.0,13,13,1170.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.1,0.2,7.0,30.0,3.0,0.0,0.08,0.08,0.0,0.08,0.01,0.01,0.02,0.01,0.02,FC Juárez,Brasileiro,Moises Castillo (FC Juárez)
Avilés Hurtado,COL,"FW,MF",36.0,15,12,1064.0,11.8,6.0,3.0,9.0,2.0,4.0,4.0,3.0,1.0,4.9,1.8,2.4,4.2,47.0,55.0,88.0,0.51,0.25,0.76,0.17,0.42,0.42,0.2,0.62,0.15,0.35,FC Juárez,Brasileiro,Avilés Hurtado (FC Juárez)
Diego Chávez Collins,MEX,"FW,MF",28.0,16,12,903.0,10.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,1.1,2.0,14.0,23.0,55.0,0.1,0.1,0.2,0.1,0.2,0.09,0.11,0.2,0.09,0.2,FC Juárez,Brasileiro,Diego Chávez Collins (FC Juárez)
Denzell García,MEX,MF,20.0,14,11,889.0,9.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.7,1.3,10.0,38.0,9.0,0.1,0.0,0.1,0.1,0.1,0.07,0.07,0.13,0.07,0.13,FC Juárez,Brasileiro,Denzell García (FC Juárez)
Aldo Cruz,MEX,DF,26.0,11,9,764.0,8.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,6.0,19.0,21.0,0.0,0.12,0.12,0.0,0.12,0.0,0.03,0.04,0.0,0.04,FC Juárez,Brasileiro,Aldo Cruz (FC Juárez)
Sebastián Saucedo,USA,"FW,MF",26.0,13,9,653.0,7.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.8,0.8,0.3,1.1,11.0,17.0,33.0,0.14,0.0,0.14,0.14,0.14,0.11,0.04,0.15,0.11,0.15,FC Juárez,Brasileiro,Sebastián Saucedo (FC Juárez)
Andrija Vukčević,MNE,DF,27.0,8,7,630.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,19.0,12.0,34.0,0.14,0.0,0.14,0.14,0.14,0.06,0.02,0.07,0.06,0.07,FC Juárez,Brasileiro,Andrija Vukčević (FC Juárez)
Christian Oliva,URU,MF,27.0,10,5,503.0,5.6,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.1,1.3,5.0,31.0,7.0,0.0,0.36,0.36,0.0,0.36,0.04,0.19,0.22,0.04,0.22,FC Juárez,Brasileiro,Christian Oliva (FC Juárez)
Michael Santos,URU,FW,30.0,8,5,473.0,5.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.7,2.7,0.1,2.8,7.0,9.0,22.0,0.19,0.0,0.19,0.19,0.19,0.52,0.01,0.53,0.52,0.53,FC Juárez,Brasileiro,Michael Santos (FC Juárez)
Gonzalo Pelúa,URU,DF,20.0,6,5,407.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,FC Juárez,Brasileiro,Gonzalo Pelúa (FC Juárez)
Diego Campillo,MEX,DF,22.0,5,4,330.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.4,7.0,18.0,3.0,0.27,0.0,0.27,0.27,0.27,0.11,0.01,0.12,0.11,0.12,FC Juárez,Brasileiro,Diego Campillo (FC Juárez)
Amaury Escoto,MEX,"FW,MF",31.0,10,3,410.0,4.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,0.2,1.5,3.0,8.0,15.0,0.44,0.0,0.44,0.44,0.44,0.29,0.04,0.33,0.29,0.33,FC Juárez,Brasileiro,Amaury Escoto (FC Juárez)
Sebastián Pérez Bouquet,MEX,"MF,FW",20.0,8,3,410.0,4.6,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,10.0,21.0,24.0,0.0,0.44,0.44,0.0,0.44,0.05,0.06,0.11,0.05,0.11,FC Juárez,Brasileiro,Sebastián Pérez Bouquet (FC Juárez)
Agustín Urzi,ARG,"MF,FW",23.0,11,3,343.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,9.0,12.0,41.0,0.26,0.0,0.26,0.26,0.26,0.13,0.12,0.25,0.13,0.25,FC Juárez,Brasileiro,Agustín Urzi (FC Juárez)
Haret Ortega,MEX,DF,23.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,FC Juárez,Brasileiro,Haret Ortega (FC Juárez)
Diego Valoyes,COL,MF,27.0,4,3,219.0,2.4,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,11.0,8.0,23.0,0.41,0.82,1.23,0.41,1.23,0.11,0.14,0.24,0.11,0.24,FC Juárez,Brasileiro,Diego Valoyes (FC Juárez)
Santiago Ormeño,PER,"FW,MF",29.0,7,2,174.0,1.9,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9,0.1,0.0,0.2,1.0,2.0,4.0,0.52,0.0,0.52,0.0,0.0,0.48,0.01,0.49,0.07,0.08,FC Juárez,Brasileiro,Santiago Ormeño (FC Juárez)
César Sosa,MEX,MF,19.0,2,2,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,César Sosa (FC Juárez)
Mario Osuna,MEX,"MF,FW",35.0,12,1,275.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,2.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,FC Juárez,Brasileiro,Mario Osuna (FC Juárez)
Ángel Zapata,MEX,MF,22.0,12,1,262.0,2.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,1.4,1.6,4.0,26.0,4.0,0.34,0.34,0.69,0.34,0.69,0.04,0.49,0.53,0.04,0.53,FC Juárez,Brasileiro,Ángel Zapata (FC Juárez)
Francisco Nevarez,MEX,"DF,MF",23.0,2,0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,FC Juárez,Brasileiro,Francisco Nevarez (FC Juárez)
Ramón Pasquel,MEX,GK,27.0,1,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Ramón Pasquel (FC Juárez)
Jan Carmona,MEX,"FW,DF",19.0,2,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,FC Juárez,Brasileiro,Jan Carmona (FC Juárez)
Carlos Higuera,MEX,GK,23.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Carlos Higuera (FC Juárez)
Francisco Reyes,MEX,DF,25.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Francisco Reyes (FC Juárez)
Bryan Romero,MEX,DF,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Bryan Romero (FC Juárez)
Fernando Beltrán,MEX,MF,25.0,17,17,1433.0,15.9,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.9,1.9,1.3,3.3,33.0,101.0,66.0,0.19,0.0,0.19,0.19,0.19,0.12,0.08,0.2,0.12,0.2,Guadalajara,Brasileiro,Fernando Beltrán (Guadalajara)
Miguel Jiménez Ponce,MEX,GK,33.0,16,15,1425.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Guadalajara,Brasileiro,Miguel Jiménez Ponce (Guadalajara)
Ricardo Marín,MEX,FW,25.0,16,15,1139.0,12.7,4.0,1.0,5.0,4.0,0.0,0.0,2.0,1.0,3.3,3.2,1.1,4.3,10.0,20.0,44.0,0.32,0.08,0.4,0.32,0.4,0.26,0.09,0.34,0.25,0.34,Guadalajara,Brasileiro,Ricardo Marín (Guadalajara)
Gilberto Sepúlveda,MEX,DF,24.0,15,14,1297.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.0,0.2,6.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Guadalajara,Brasileiro,Gilberto Sepúlveda (Guadalajara)
Alan Mozo,MEX,DF,26.0,15,14,1286.0,14.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,1.1,1.4,32.0,54.0,81.0,0.0,0.07,0.07,0.0,0.07,0.02,0.08,0.1,0.02,0.1,Guadalajara,Brasileiro,Alan Mozo (Guadalajara)
Roberto Alvarado,MEX,"FW,MF",25.0,13,13,1137.0,12.6,6.0,1.0,7.0,2.0,4.0,4.0,4.0,0.0,4.7,1.5,2.4,4.0,51.0,81.0,98.0,0.47,0.08,0.55,0.16,0.24,0.37,0.19,0.56,0.12,0.31,Guadalajara,Brasileiro,Roberto Alvarado (Guadalajara)
Fernando Rubén González,MEX,MF,29.0,16,13,1091.0,12.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,11.0,57.0,9.0,0.0,0.08,0.08,0.0,0.08,0.01,0.02,0.02,0.01,0.02,Guadalajara,Brasileiro,Fernando Rubén González (Guadalajara)
Jesús Orozco,MEX,DF,21.0,12,12,999.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.5,9.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Guadalajara,Brasileiro,Jesús Orozco (Guadalajara)
Cristian Calderón,MEX,DF,26.0,13,11,1005.0,11.2,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,1.4,1.8,19.0,27.0,32.0,0.0,0.27,0.27,0.0,0.27,0.03,0.13,0.16,0.03,0.16,Guadalajara,Brasileiro,Cristian Calderón (Guadalajara)
Antonio Briseño,MEX,DF,29.0,11,10,856.0,9.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,0.2,0.6,2.0,29.0,1.0,0.11,0.0,0.11,0.11,0.11,0.05,0.02,0.06,0.05,0.06,Guadalajara,Brasileiro,Antonio Briseño (Guadalajara)
Víctor Guzmán,MEX,MF,28.0,14,9,769.0,8.5,0.0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,1.7,0.9,1.5,2.3,11.0,58.0,53.0,0.0,0.35,0.35,0.0,0.35,0.2,0.17,0.37,0.1,0.27,Guadalajara,Brasileiro,Víctor Guzmán (Guadalajara)
