Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Team,Championship,Player_Team
Antonio Briseño,MEX,DF,29,9.5,5,0,0,13,7,1,0,13,4,0.0,1.0,0,52.0,42.0,29.0,59.2,Guadalajara,Brasileiro,Antonio Briseño (Guadalajara)
Víctor Guzmán,MEX,MF,28,8.5,3,0,0,13,11,2,48,1,10,0.0,0.0,0,45.0,14.0,23.0,37.8,Guadalajara,Brasileiro,Víctor Guzmán (Guadalajara)
Isaác Brizuela,MEX,"FW,MF",33,7.5,0,0,0,5,13,4,25,4,3,0.0,0.0,0,33.0,6.0,5.0,54.5,Guadalajara,Brasileiro,Isaác Brizuela (Guadalajara)
Erick Gutiérrez,MEX,MF,28,7.0,2,0,0,15,15,1,3,3,20,0.0,0.0,0,48.0,12.0,10.0,54.5,Guadalajara,Brasileiro,Erick Gutiérrez (Guadalajara)
Jonathan Padilla,MEX,"MF,FW",18,6.3,1,0,0,11,8,2,22,3,10,0.0,0.0,0,45.0,2.0,11.0,15.4,Guadalajara,Brasileiro,Jonathan Padilla (Guadalajara)
Alejandro Mayorga,MEX,DF,26,4.4,1,0,0,6,0,0,8,4,6,0.0,0.0,0,35.0,3.0,2.0,60.0,Guadalajara,Brasileiro,Alejandro Mayorga (Guadalajara)
Alexis Vega,MEX,FW,26,4.3,2,1,1,8,9,1,20,1,1,0.0,0.0,0,17.0,5.0,4.0,55.6,Guadalajara,Brasileiro,Alexis Vega (Guadalajara)
Ronaldo Cisneros,MEX,"FW,MF",26,4.5,0,0,0,5,3,1,2,0,1,0.0,0.0,0,8.0,4.0,11.0,26.7,Guadalajara,Brasileiro,Ronaldo Cisneros (Guadalajara)
Raúl Martínez,MEX,DF,20,3.0,0,0,0,5,5,0,0,3,2,0.0,1.0,0,13.0,6.0,8.0,42.9,Guadalajara,Brasileiro,Raúl Martínez (Guadalajara)
Jesús Sánchez García,MEX,DF,34,2.6,1,0,0,2,1,0,3,2,9,0.0,0.0,0,23.0,3.0,3.0,50.0,Guadalajara,Brasileiro,Jesús Sánchez García (Guadalajara)
Juan Brigido,MEX,"FW,DF",22,3.0,0,0,0,3,2,0,15,0,2,0.0,0.0,0,9.0,1.0,5.0,16.7,Guadalajara,Brasileiro,Juan Brigido (Guadalajara)
Pavel Pérez,MEX,"FW,MF",25,2.1,0,0,0,2,6,0,13,0,3,0.0,0.0,0,16.0,1.0,5.0,16.7,Guadalajara,Brasileiro,Pavel Pérez (Guadalajara)
José Rangel Aguilar,MEX,GK,23,1.2,1,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,Guadalajara,Brasileiro,José Rangel Aguilar (Guadalajara)
Alan Torres,MEX,MF,23,1.8,1,0,0,1,0,0,0,3,1,0.0,0.0,0,17.0,2.0,3.0,40.0,Guadalajara,Brasileiro,Alan Torres (Guadalajara)
Daniel Armando Ríos,MEX,"FW,DF",28,0.8,2,0,0,3,1,0,0,1,0,1.0,0.0,0,2.0,2.0,10.0,16.7,Guadalajara,Brasileiro,Daniel Armando Ríos (Guadalajara)
Zahid Muñoz,MEX,MF,22,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,Guadalajara,Brasileiro,Zahid Muñoz (Guadalajara)
Hiram Mier,MEX,MF,34,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,2.0,0.0,Guadalajara,Brasileiro,Hiram Mier (Guadalajara)
Rodolfo Cota,MEX,GK,36,16.0,1,0,0,0,4,0,0,0,0,0.0,0.0,0,27.0,2.0,0.0,100.0,León,Brasileiro,Rodolfo Cota (León)
Adonis Frías,ARG,DF,25,16.0,4,0,0,11,8,1,9,18,19,0.0,0.0,0,82.0,37.0,17.0,68.5,León,Brasileiro,Adonis Frías (León)
Ángel Mena,ECU,"FW,MF",35,13.7,4,0,0,18,30,8,83,8,13,0.0,0.0,0,58.0,7.0,13.0,35.0,León,Brasileiro,Ángel Mena (León)
Iván Moreno,MEX,"DF,MF",25,12.0,1,0,0,0,10,2,44,11,9,0.0,0.0,0,52.0,4.0,8.0,33.3,León,Brasileiro,Iván Moreno (León)
Osvaldo Rodríguez del Portal,MEX,DF,27,11.5,2,0,0,14,9,2,15,18,14,0.0,0.0,1,60.0,14.0,14.0,50.0,León,Brasileiro,Osvaldo Rodríguez del Portal (León)
Lucas Romero,ARG,MF,29,10.8,4,1,0,17,11,0,7,7,18,0.0,0.0,0,61.0,11.0,6.0,64.7,León,Brasileiro,Lucas Romero (León)
José Iván Rodríguez,MEX,MF,27,11.2,0,0,0,13,7,2,10,16,25,0.0,0.0,0,58.0,10.0,11.0,47.6,León,Brasileiro,José Iván Rodríguez (León)
William Tesillo,COL,DF,33,10.8,3,0,0,12,5,0,26,12,11,0.0,1.0,0,70.0,26.0,21.0,55.3,León,Brasileiro,William Tesillo (León)
Alfonso Alvarado,MEX,"FW,MF",23,9.9,0,0,0,8,13,5,5,7,6,0.0,0.0,0,24.0,21.0,32.0,39.6,León,Brasileiro,Alfonso Alvarado (León)
Federico Viñas,URU,FW,25,8.8,2,0,0,9,20,7,0,0,11,0.0,0.0,0,23.0,22.0,25.0,46.8,León,Brasileiro,Federico Viñas (León)
Elías Hernández,MEX,"MF,DF",35,7.8,1,0,0,2,5,2,55,4,11,0.0,0.0,0,58.0,2.0,3.0,40.0,León,Brasileiro,Elías Hernández (León)
Nicolás López,URU,"FW,MF",30,7.7,1,0,0,5,10,6,50,4,6,0.0,0.0,0,40.0,0.0,3.0,0.0,León,Brasileiro,Nicolás López (León)
Fidel Ambríz,MEX,MF,20,7.8,0,0,0,7,4,0,3,2,10,0.0,0.0,0,40.0,16.0,12.0,57.1,León,Brasileiro,Fidel Ambríz (León)
Jaine Barreiro,COL,DF,29,7.0,4,0,0,16,8,1,9,8,12,0.0,1.0,0,50.0,14.0,4.0,77.8,León,Brasileiro,Jaine Barreiro (León)
Paul Bellón,MEX,DF,26,6.5,2,0,0,8,6,1,0,14,10,0.0,0.0,0,21.0,15.0,16.0,48.4,León,Brasileiro,Paul Bellón (León)
José David Ramírez,MEX,"DF,MF",28,6.4,0,0,0,3,7,2,24,2,5,0.0,1.0,0,29.0,6.0,7.0,46.2,León,Brasileiro,José David Ramírez (León)
Brian Rubio,MEX,FW,27,4.9,1,1,0,14,13,1,2,1,0,0.0,0.0,0,23.0,11.0,20.0,35.5,León,Brasileiro,Brian Rubio (León)
Borja Sánchez Laborde,ESP,"MF,DF",27,3.9,2,0,0,4,7,0,14,0,5,0.0,0.0,0,20.0,5.0,3.0,62.5,León,Brasileiro,Borja Sánchez Laborde (León)
Víctor Dávila,CHI,FW,26,2.8,0,0,0,4,5,1,14,0,1,0.0,0.0,0,12.0,9.0,5.0,64.3,León,Brasileiro,Víctor Dávila (León)
Omar Fernández Frasica,COL,"MF,FW",30,4.0,1,0,0,1,5,1,13,3,2,0.0,0.0,0,29.0,2.0,3.0,40.0,León,Brasileiro,Omar Fernández Frasica (León)
Jesús Angulo,MEX,MF,26,1.8,0,0,0,0,3,0,1,0,4,0.0,0.0,0,12.0,1.0,2.0,33.3,León,Brasileiro,Jesús Angulo (León)
Héctor Uribe,MEX,"MF,DF",19,1.5,0,1,0,3,9,0,6,0,0,0.0,0.0,0,8.0,0.0,2.0,0.0,León,Brasileiro,Héctor Uribe (León)
Sebastian Santos,MEX,"FW,MF",20,1.4,0,0,0,3,1,0,3,0,2,0.0,0.0,0,7.0,0.0,0.0,0.0,León,Brasileiro,Sebastian Santos (León)
Alfonso Blanco Antúnez,MEX,GK,36,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,León,Brasileiro,Alfonso Blanco Antúnez (León)
Luís Cervantes,MEX,DF,22,0.4,0,0,0,1,0,0,0,0,1,0.0,0.0,0,3.0,2.0,1.0,66.7,León,Brasileiro,Luís Cervantes (León)
Oscar Villa,MEX,DF,22,0.4,0,0,0,1,0,0,0,1,1,0.0,0.0,0,2.0,1.0,0.0,100.0,León,Brasileiro,Oscar Villa (León)
Facundo Almada,ARG,DF,25,17.0,3,0,0,9,5,1,2,16,14,0.0,1.0,0,99.0,32.0,17.0,65.3,Mazatlán,Brasileiro,Facundo Almada (Mazatlán)
Jefferson Intriago,ECU,MF,27,17.0,3,0,0,14,25,0,3,9,18,0.0,0.0,0,103.0,12.0,8.0,60.0,Mazatlán,Brasileiro,Jefferson Intriago (Mazatlán)
Hugo González Durán,MEX,GK,33,15.3,4,0,0,0,2,0,0,0,0,0.0,0.0,0,27.0,3.0,0.0,100.0,Mazatlán,Brasileiro,Hugo González Durán (Mazatlán)
Bryan Colula,MEX,DF,27,11.5,4,1,0,9,8,0,19,5,21,0.0,0.0,0,66.0,12.0,15.0,44.4,Mazatlán,Brasileiro,Bryan Colula (Mazatlán)
Josué Colmán,PAR,"MF,FW",25,10.9,1,0,0,7,9,2,36,6,4,0.0,0.0,0,44.0,6.0,4.0,60.0,Mazatlán,Brasileiro,Josué Colmán (Mazatlán)
Luis Amarilla,PAR,FW,28,9.5,2,2,0,15,10,4,1,1,8,1.0,1.0,0,33.0,22.0,43.0,33.8,Mazatlán,Brasileiro,Luis Amarilla (Mazatlán)
Jair Díaz,MEX,DF,25,9.0,8,2,2,22,15,1,20,8,16,0.0,0.0,0,35.0,8.0,8.0,50.0,Mazatlán,Brasileiro,Jair Díaz (Mazatlán)
Édgar Yoel Bárcenas,PAN,"FW,MF",30,8.9,3,0,0,9,10,2,15,6,8,0.0,0.0,0,48.0,10.0,5.0,66.7,Mazatlán,Brasileiro,Édgar Yoel Bárcenas (Mazatlán)
Sergio Adrián Flores,MEX,MF,28,10.3,2,0,0,18,1,0,0,9,17,0.0,0.0,0,80.0,9.0,13.0,40.9,Mazatlán,Brasileiro,Sergio Adrián Flores (Mazatlán)
Luis Olivas,MEX,DF,23,9.5,1,0,0,12,5,0,4,9,9,1.0,0.0,0,52.0,14.0,10.0,58.3,Mazatlán,Brasileiro,Luis Olivas (Mazatlán)
Alan Medina,MEX,"FW,MF",26,7.5,0,0,0,5,9,0,9,3,6,0.0,0.0,0,52.0,3.0,12.0,20.0,Mazatlán,Brasileiro,Alan Medina (Mazatlán)
Arnaud Ake,CIV,FW,25,5.9,2,0,0,7,4,1,0,0,1,1.0,0.0,0,9.0,10.0,15.0,40.0,Mazatlán,Brasileiro,Arnaud Ake (Mazatlán)
Nicolás Benedetti,COL,"MF,FW",26,5.9,2,0,0,10,10,1,33,1,5,0.0,0.0,0,19.0,2.0,7.0,22.2,Mazatlán,Brasileiro,Nicolás Benedetti (Mazatlán)
Andres Montaño,MEX,MF,21,4.7,0,1,0,6,7,0,2,3,3,0.0,0.0,0,19.0,4.0,3.0,57.1,Mazatlán,Brasileiro,Andres Montaño (Mazatlán)
Eduard Bello,VEN,"FW,MF",28,7.2,0,0,0,4,12,2,26,6,6,0.0,0.0,0,40.0,7.0,10.0,41.2,Mazatlán,Brasileiro,Eduard Bello (Mazatlán)
José Madueña,MEX,DF,33,5.5,1,0,0,7,13,0,5,4,8,0.0,0.0,0,28.0,4.0,10.0,28.6,Mazatlán,Brasileiro,José Madueña (Mazatlán)
José Joaquín Esquivel,MEX,MF,25,5.2,3,0,0,5,4,0,2,8,3,0.0,1.0,0,7.0,6.0,9.0,40.0,Mazatlán,Brasileiro,José Joaquín Esquivel (Mazatlán)
Ventura Alvarado,USA,DF,31,4.5,1,0,0,2,3,0,0,6,3,0.0,0.0,0,21.0,14.0,15.0,48.3,Mazatlán,Brasileiro,Ventura Alvarado (Mazatlán)
Francisco Eduardo Venegas,MEX,DF,25,4.5,1,0,0,4,4,0,11,6,8,0.0,0.0,0,28.0,8.0,5.0,61.5,Mazatlán,Brasileiro,Francisco Eduardo Venegas (Mazatlán)
Néstor Vidrio,MEX,DF,34,3.2,0,0,0,1,2,0,1,3,3,0.0,0.0,0,14.0,7.0,4.0,63.6,Mazatlán,Brasileiro,Néstor Vidrio (Mazatlán)
Lucas Merolla,ARG,DF,28,3.1,3,0,0,6,6,0,0,5,2,0.0,0.0,0,16.0,14.0,6.0,70.0,Mazatlán,Brasileiro,Lucas Merolla (Mazatlán)
Ramiro Árciga,MEX,"MF,FW",19,2.4,0,0,0,2,4,1,7,3,6,0.0,0.0,0,11.0,0.0,3.0,0.0,Mazatlán,Brasileiro,Ramiro Árciga (Mazatlán)
Raúl Camacho,MEX,FW,21,2.0,1,0,0,1,9,0,2,0,0,0.0,0.0,0,7.0,6.0,14.0,30.0,Mazatlán,Brasileiro,Raúl Camacho (Mazatlán)
Ricardo Gutiérrez,MEX,GK,26,1.7,1,0,0,0,2,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,Mazatlán,Brasileiro,Ricardo Gutiérrez (Mazatlán)
Roberto Meraz,MEX,MF,24,1.1,0,0,0,1,0,0,0,1,3,0.0,0.0,0,2.0,1.0,1.0,50.0,Mazatlán,Brasileiro,Roberto Meraz (Mazatlán)
Miguel Sansores,MEX,"FW,MF",32,0.8,0,0,0,2,3,2,1,0,0,0.0,0.0,0,2.0,6.0,6.0,50.0,Mazatlán,Brasileiro,Miguel Sansores (Mazatlán)
Omar Moreno,MEX,"FW,DF",18,0.6,0,0,0,1,1,0,2,0,0,0.0,0.0,0,1.0,2.0,2.0,50.0,Mazatlán,Brasileiro,Omar Moreno (Mazatlán)
Edson Mata,MEX,DF,20,0.3,0,0,0,0,0,0,0,0,1,0.0,0.0,0,3.0,0.0,0.0,0.0,Mazatlán,Brasileiro,Edson Mata (Mazatlán)
Esteban Andrada,ARG,GK,32,16.0,4,0,0,0,7,0,0,0,1,0.0,0.0,0,15.0,12.0,1.0,92.3,Monterrey,Brasileiro,Esteban Andrada (Monterrey)
Maximiliano Meza,ARG,"MF,FW",31,12.3,4,1,0,12,14,3,66,9,18,0.0,0.0,0,56.0,14.0,14.0,50.0,Monterrey,Brasileiro,Maximiliano Meza (Monterrey)
Stefan Medina,COL,DF,31,13.0,2,0,0,16,13,1,29,15,22,1.0,0.0,0,60.0,27.0,16.0,62.8,Monterrey,Brasileiro,Stefan Medina (Monterrey)
Luis Romo,MEX,MF,28,12.8,1,0,0,11,8,1,12,7,14,0.0,0.0,0,101.0,27.0,16.0,62.8,Monterrey,Brasileiro,Luis Romo (Monterrey)
Víctor Guzmán,MEX,DF,21,12.5,0,0,0,12,5,0,0,16,12,0.0,0.0,0,62.0,28.0,21.0,57.1,Monterrey,Brasileiro,Víctor Guzmán (Monterrey)
Rogelio Funes Mori,MEX,FW,32,11.4,2,0,0,4,9,9,4,1,1,0.0,0.0,0,14.0,15.0,12.0,55.6,Monterrey,Brasileiro,Rogelio Funes Mori (Monterrey)
Sebastián Vegas,CHI,DF,27,13.2,7,0,0,15,4,2,15,14,14,0.0,0.0,0,51.0,28.0,27.0,50.9,Monterrey,Brasileiro,Sebastián Vegas (Monterrey)
Jesús Gallardo,MEX,DF,29,12.1,3,0,0,10,8,0,28,10,14,0.0,0.0,0,71.0,18.0,10.0,64.3,Monterrey,Brasileiro,Jesús Gallardo (Monterrey)
Jordi Cortizo,MEX,"MF,FW",27,7.6,5,0,0,11,26,0,20,6,11,0.0,0.0,0,44.0,2.0,4.0,33.3,Monterrey,Brasileiro,Jordi Cortizo (Monterrey)
Omar Govea,MEX,MF,27,9.9,5,0,0,20,10,0,22,11,10,0.0,1.0,0,76.0,9.0,9.0,50.0,Monterrey,Brasileiro,Omar Govea (Monterrey)
Héctor Moreno,MEX,DF,35,7.7,3,0,0,3,4,0,1,10,1,0.0,0.0,0,37.0,8.0,9.0,47.1,Monterrey,Brasileiro,Héctor Moreno (Monterrey)
Jesús Corona,MEX,"MF,FW",30,6.6,1,0,0,10,16,0,29,3,5,1.0,0.0,0,31.0,0.0,1.0,0.0,Monterrey,Brasileiro,Jesús Corona (Monterrey)
Jonathan González,MEX,MF,24,6.6,1,0,0,3,4,0,1,13,6,0.0,0.0,0,36.0,4.0,3.0,57.1,Monterrey,Brasileiro,Jonathan González (Monterrey)
Alfonso González,MEX,"MF,FW",29,5.6,0,0,0,5,7,0,27,4,7,0.0,0.0,0,35.0,3.0,6.0,33.3,Monterrey,Brasileiro,Alfonso González (Monterrey)
Germán Berterame,ARG,"FW,MF",25,6.1,0,0,0,2,10,1,5,3,1,0.0,0.0,0,21.0,11.0,9.0,55.0,Monterrey,Brasileiro,Germán Berterame (Monterrey)
Érick Aguirre,MEX,DF,26,5.1,0,0,0,4,2,0,18,4,11,0.0,1.0,0,30.0,4.0,7.0,36.4,Monterrey,Brasileiro,Érick Aguirre (Monterrey)
Sergio Canales,ESP,"FW,MF",32,4.2,0,0,0,2,8,0,13,0,2,0.0,0.0,0,18.0,2.0,5.0,28.6,Monterrey,Brasileiro,Sergio Canales (Monterrey)
Joao Joshimar Rojas,ECU,"MF,FW",26,4.4,1,0,0,4,4,0,34,2,3,0.0,1.0,0,17.0,0.0,3.0,0.0,Monterrey,Brasileiro,Joao Joshimar Rojas (Monterrey)
César Bustos,MEX,DF,18,3.1,0,0,0,1,1,1,3,2,6,0.0,0.0,0,13.0,9.0,6.0,60.0,Monterrey,Brasileiro,César Bustos (Monterrey)
Ali Ávila,MEX,FW,20,3.0,0,1,0,6,4,2,0,0,0,0.0,0.0,0,4.0,6.0,4.0,60.0,Monterrey,Brasileiro,Ali Ávila (Monterrey)
Celso Ortiz,PAR,MF,34,2.1,1,0,0,6,1,0,0,8,0,0.0,1.0,0,11.0,4.0,3.0,57.1,Monterrey,Brasileiro,Celso Ortiz (Monterrey)
César Garza,MEX,"MF,FW",18,2.8,0,0,0,6,6,0,2,2,2,0.0,0.0,0,18.0,0.0,4.0,0.0,Monterrey,Brasileiro,César Garza (Monterrey)
Daniel Alexis Parra,MEX,DF,24,1.0,0,0,0,2,0,0,4,2,0,0.0,0.0,0,4.0,1.0,2.0,33.3,Monterrey,Brasileiro,Daniel Alexis Parra (Monterrey)
Luis Cárdenas,MEX,GK,30,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,2.0,0.0,100.0,Monterrey,Brasileiro,Luis Cárdenas (Monterrey)
Victor Lopez,MEX,"MF,FW",20,2.3,1,0,0,3,2,0,2,2,3,0.0,0.0,0,17.0,3.0,4.0,42.9,Monterrey,Brasileiro,Victor Lopez (Monterrey)
Rodrigo Aguirre,URU,"FW,MF",29,1.7,0,0,0,3,4,1,3,1,1,0.0,0.0,0,7.0,5.0,6.0,45.5,Monterrey,Brasileiro,Rodrigo Aguirre (Monterrey)
Ángel Jordán Acosta,MEX,"MF,FW",18,0.5,0,0,0,1,0,1,0,1,1,0.0,0.0,0,4.0,1.0,1.0,50.0,Monterrey,Brasileiro,Ángel Jordán Acosta (Monterrey)
Edson Gutiérrez,MEX,DF,27,0.4,0,0,0,0,0,0,0,1,0,0.0,0.0,0,2.0,0.0,0.0,0.0,Monterrey,Brasileiro,Edson Gutiérrez (Monterrey)
Isidro Suárez,MEX,FW,20,0.2,0,0,0,1,0,0,0,0,1,0.0,0.0,0,1.0,0.0,0.0,0.0,Monterrey,Brasileiro,Isidro Suárez (Monterrey)
Joaquín Moxica,MEX,FW,17,0.2,0,0,0,0,2,0,0,0,0,0.0,0.0,0,0.0,1.0,3.0,25.0,Monterrey,Brasileiro,Joaquín Moxica (Monterrey)
Kevin Ortega,MEX,"MF,FW",21,0.2,0,0,0,1,2,0,0,0,1,0.0,0.0,0,4.0,0.0,0.0,0.0,Monterrey,Brasileiro,Kevin Ortega (Monterrey)
Ricardo Rentería,MEX,FW,21,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,2.0,0.0,100.0,Monterrey,Brasileiro,Ricardo Rentería (Monterrey)
Alexis Francisco Peña,MEX,DF,27,17.0,1,0,0,12,5,0,4,20,12,0.0,1.0,1,95.0,29.0,24.0,54.7,Necaxa,Brasileiro,Alexis Francisco Peña (Necaxa)
Bryan Garnica,MEX,MF,27,14.9,3,0,0,7,25,5,140,8,7,0.0,0.0,0,81.0,10.0,18.0,35.7,Necaxa,Brasileiro,Bryan Garnica (Necaxa)
Alán Montes,MEX,DF,23,14.6,2,0,0,15,13,1,3,25,19,0.0,0.0,0,119.0,47.0,22.0,68.1,Necaxa,Brasileiro,Alán Montes (Necaxa)
Facundo Batista,URU,FW,24,12.3,3,0,0,20,8,3,2,0,1,0.0,0.0,0,24.0,33.0,67.0,33.0,Necaxa,Brasileiro,Facundo Batista (Necaxa)
Fernando Arce Jr.,USA,MF,27,10.9,5,0,0,14,9,0,4,22,21,0.0,0.0,0,68.0,11.0,5.0,68.8,Necaxa,Brasileiro,Fernando Arce Jr. (Necaxa)
Raúl Gudiño,MEX,GK,27,9.5,1,0,0,0,1,0,0,0,0,0.0,0.0,0,11.0,2.0,0.0,100.0,Necaxa,Brasileiro,Raúl Gudiño (Necaxa)
Jorge Rodríguez,MEX,DF,22,9.5,5,0,0,13,11,0,16,10,14,0.0,0.0,0,37.0,14.0,16.0,46.7,Necaxa,Brasileiro,Jorge Rodríguez (Necaxa)
Édgar Méndez,ESP,"FW,MF",33,8.5,2,0,0,15,15,5,18,4,7,0.0,0.0,0,28.0,31.0,35.0,47.0,Necaxa,Brasileiro,Édgar Méndez (Necaxa)
Heriberto Jurado,MEX,MF,18,6.6,3,0,0,10,6,2,36,3,11,0.0,0.0,0,27.0,3.0,20.0,13.0,Necaxa,Brasileiro,Heriberto Jurado (Necaxa)
Jair Cortés,MEX,"DF,MF",23,8.3,2,0,0,13,7,0,25,11,20,0.0,0.0,0,44.0,9.0,9.0,50.0,Necaxa,Brasileiro,Jair Cortés (Necaxa)
Emilio Martínez González,MEX,DF,20,7.5,2,0,0,3,9,0,18,9,9,0.0,0.0,0,38.0,6.0,7.0,46.2,Necaxa,Brasileiro,Emilio Martínez González (Necaxa)
Ezequiel Unsain,ARG,GK,28,7.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0,6.0,2.0,0.0,100.0,Necaxa,Brasileiro,Ezequiel Unsain (Necaxa)
Ricardo Monreal,MEX,FW,22,6.3,1,1,0,13,5,4,9,1,4,0.0,0.0,0,29.0,17.0,29.0,37.0,Necaxa,Brasileiro,Ricardo Monreal (Necaxa)
Agustín Oliveros,URU,DF,25,6.0,0,0,0,6,6,0,12,3,2,0.0,0.0,0,26.0,8.0,8.0,50.0,Necaxa,Brasileiro,Agustín Oliveros (Necaxa)
Vicente Poggi,URU,MF,21,5.8,5,0,0,17,4,0,2,11,15,0.0,0.0,0,50.0,7.0,5.0,58.3,Necaxa,Brasileiro,Vicente Poggi (Necaxa)
Andrés Colorado,COL,MF,25,5.7,1,0,0,14,5,0,0,8,6,0.0,0.0,0,31.0,4.0,9.0,30.8,Necaxa,Brasileiro,Andrés Colorado (Necaxa)
Alejandro Andrade,MEX,MF,22,4.3,1,0,0,9,9,0,3,2,4,0.0,1.0,0,28.0,11.0,4.0,73.3,Necaxa,Brasileiro,Alejandro Andrade (Necaxa)
Cristian González Bautista,MEX,"DF,MF",25,4.4,3,0,0,6,1,0,22,1,3,0.0,0.0,0,22.0,1.0,8.0,11.1,Necaxa,Brasileiro,Cristian González Bautista (Necaxa)
Jhon Chancellor,VEN,DF,31,4.3,0,0,0,3,0,0,0,6,6,0.0,0.0,1,24.0,9.0,3.0,75.0,Necaxa,Brasileiro,Jhon Chancellor (Necaxa)
Diego Gómez,MEX,"MF,FW",20,3.4,1,0,0,6,5,0,1,2,4,0.0,0.0,0,25.0,2.0,5.0,28.6,Necaxa,Brasileiro,Diego Gómez (Necaxa)
José Joaquín Esquivel,MEX,MF,25,3.0,1,0,0,1,3,1,0,4,3,0.0,0.0,0,18.0,2.0,6.0,25.0,Necaxa,Brasileiro,José Joaquín Esquivel (Necaxa)
Fabricio Formiliano,URU,DF,30,2.8,1,0,0,2,2,0,0,7,0,0.0,0.0,0,10.0,7.0,5.0,58.3,Necaxa,Brasileiro,Fabricio Formiliano (Necaxa)
Braian Samudio,PAR,"MF,FW",28,3.8,0,1,0,9,1,0,10,1,3,0.0,0.0,0,26.0,22.0,19.0,53.7,Necaxa,Brasileiro,Braian Samudio (Necaxa)
Daniel Mantilla,COL,"MF,FW",27,3.0,1,0,0,6,1,1,8,1,0,0.0,0.0,0,14.0,1.0,4.0,20.0,Necaxa,Brasileiro,Daniel Mantilla (Necaxa)
Rogelio Cortéz Pineda,MEX,MF,19,2.1,2,0,0,3,3,0,4,0,3,0.0,0.0,0,11.0,1.0,1.0,50.0,Necaxa,Brasileiro,Rogelio Cortéz Pineda (Necaxa)
Maximiliano Silvera,URU,FW,26,1.2,0,0,0,1,3,0,0,2,1,0.0,0.0,0,4.0,2.0,3.0,40.0,Necaxa,Brasileiro,Maximiliano Silvera (Necaxa)
Alfredo Gutierrez,MEX,DF,20,0.9,0,0,0,0,1,0,0,3,3,0.0,0.0,0,6.0,0.0,1.0,0.0,Necaxa,Brasileiro,Alfredo Gutierrez (Necaxa)
Misael Domínguez,MEX,"MF,DF",24,1.2,0,0,0,1,5,0,8,0,0,0.0,0.0,0,8.0,1.0,0.0,100.0,Necaxa,Brasileiro,Misael Domínguez (Necaxa)
Waldo Madrid,MEX,"DF,FW",20,0.5,0,0,0,2,2,0,0,1,3,0.0,0.0,1,6.0,0.0,2.0,0.0,Necaxa,Brasileiro,Waldo Madrid (Necaxa)
Arath Moreno,MEX,MF,18,0.4,0,0,0,0,0,0,2,0,1,0.0,0.0,1,3.0,0.0,0.0,0.0,Necaxa,Brasileiro,Arath Moreno (Necaxa)
César López,MEX,FW,21,0.1,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0,Necaxa,Brasileiro,César López (Necaxa)
Alek Álvarez,MEX,DF,20,0.1,0,0,0,1,0,0,1,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,Necaxa,Brasileiro,Alek Álvarez (Necaxa)
Miguel Rodríguez,MEX,DF,20,16.7,5,0,0,25,16,0,55,21,30,0.0,0.0,0,133.0,25.0,19.0,56.8,Pachuca,Brasileiro,Miguel Rodríguez (Pachuca)
Gustavo Cabral,ARG,DF,38,16.0,7,0,0,11,8,0,1,21,11,0.0,0.0,0,125.0,56.0,36.0,60.9,Pachuca,Brasileiro,Gustavo Cabral (Pachuca)
Sergio Barreto,ARG,DF,24,15.3,5,0,0,15,7,0,1,27,18,0.0,2.0,0,103.0,64.0,26.0,71.1,Pachuca,Brasileiro,Sergio Barreto (Pachuca)
Carlos Moreno,MEX,GK,25,14.0,3,0,0,1,3,0,0,1,1,0.0,1.0,0,20.0,2.0,0.0,100.0,Pachuca,Brasileiro,Carlos Moreno (Pachuca)
Erick Sánchez,MEX,"MF,FW",24,12.8,4,0,0,19,32,0,8,15,16,0.0,0.0,0,110.0,9.0,14.0,39.1,Pachuca,Brasileiro,Erick Sánchez (Pachuca)
Lucas Di Yorio,ARG,FW,27,11.3,1,0,0,20,22,5,12,3,9,0.0,0.0,0,17.0,49.0,42.0,53.8,Pachuca,Brasileiro,Lucas Di Yorio (Pachuca)
Elias Montiel,MEX,MF,18,10.0,1,0,0,6,10,0,7,8,12,0.0,0.0,0,82.0,11.0,16.0,40.7,Pachuca,Brasileiro,Elias Montiel (Pachuca)
Roberto de la Rosa,MEX,"FW,MF",23,8.7,0,0,0,5,4,3,10,1,1,0.0,0.0,0,34.0,11.0,26.0,29.7,Pachuca,Brasileiro,Roberto de la Rosa (Pachuca)
