Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Team,Championship,Player_Team
Alexis Gutiérrez,MEX,"MF,FW",23,2.0,104.0,120.0,86.7,1720.0,363.0,57.0,61.0,93.4,35.0,37.0,94.6,11.0,17.0,64.7,0,0.1,0.2,-0.1,3.0,11.0,2.0,0.0,12.0,Cruz Azul,Brasileiro,Alexis Gutiérrez (Cruz Azul)
Augusto Lotti,ITA,FW,27,1.5,19.0,25.0,76.0,261.0,24.0,10.0,14.0,71.4,7.0,8.0,87.5,0.0,0.0,0.0,0,0.2,0.0,-0.2,3.0,2.0,1.0,0.0,1.0,Cruz Azul,Brasileiro,Augusto Lotti (Cruz Azul)
Cristian Jiménez,MEX,"DF,MF",21,1.0,42.0,47.0,89.4,790.0,281.0,16.0,17.0,94.1,20.0,21.0,95.2,6.0,8.0,75.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Cruz Azul,Brasileiro,Cristian Jiménez (Cruz Azul)
Alan Zubiri,MEX,DF,22,1.0,42.0,45.0,93.3,724.0,200.0,21.0,22.0,95.5,17.0,18.0,94.4,3.0,4.0,75.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Cruz Azul,Brasileiro,Alan Zubiri (Cruz Azul)
Luis Iturbide,MEX,DF,21,0.5,12.0,18.0,66.7,175.0,31.0,8.0,10.0,80.0,4.0,6.0,66.7,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Luis Iturbide (Cruz Azul)
Jesús Dueñas,MEX,"MF,FW",34,0.9,83.0,93.0,89.2,1635.0,402.0,32.0,32.0,100.0,39.0,42.0,92.9,12.0,16.0,75.0,0,0.0,0.1,0.0,2.0,11.0,0.0,0.0,11.0,Cruz Azul,Brasileiro,Jesús Dueñas (Cruz Azul)
Alonso Escoboza,MEX,DF,30,0.9,28.0,45.0,62.2,449.0,144.0,12.0,16.0,75.0,15.0,20.0,75.0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,Cruz Azul,Brasileiro,Alonso Escoboza (Cruz Azul)
Josué Díaz,MEX,"DF,MF",19,0.5,15.0,20.0,75.0,215.0,80.0,9.0,9.0,100.0,6.0,7.0,85.7,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Josué Díaz (Cruz Azul)
Raymundo Rubio,MEX,"DF,FW",22,0.1,7.0,9.0,77.8,104.0,53.0,4.0,5.0,80.0,3.0,4.0,75.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Raymundo Rubio (Cruz Azul)
Amaury Morales,MEX,"MF,DF",18,0.1,9.0,9.0,100.0,126.0,20.0,5.0,5.0,100.0,4.0,4.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruz Azul,Brasileiro,Amaury Morales (Cruz Azul)
Alfredo Talavera,MEX,GK,41,16.3,383.0,549.0,69.8,10658.0,7935.0,88.0,88.0,100.0,161.0,164.0,98.2,131.0,292.0,44.9,0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,FC Juárez,Brasileiro,Alfredo Talavera (FC Juárez)
Luis Alfonso Rodríguez,MEX,DF,32,15.6,648.0,829.0,78.2,11657.0,4867.0,281.0,319.0,88.1,279.0,327.0,85.3,73.0,135.0,54.1,2,1.3,1.7,0.7,17.0,56.0,12.0,8.0,71.0,FC Juárez,Brasileiro,Luis Alfonso Rodríguez (FC Juárez)
Aitor García,ESP,"MF,FW",29,12.7,256.0,354.0,72.3,4521.0,864.0,115.0,139.0,82.7,105.0,132.0,79.5,28.0,51.0,54.9,0,0.3,0.4,-0.3,6.0,23.0,6.0,2.0,37.0,FC Juárez,Brasileiro,Aitor García (FC Juárez)
Javier Salas,MEX,MF,30,12.5,474.0,536.0,88.4,8367.0,2567.0,203.0,219.0,92.7,238.0,258.0,92.2,28.0,46.0,60.9,0,0.3,0.3,-0.3,7.0,33.0,3.0,1.0,27.0,FC Juárez,Brasileiro,Javier Salas (FC Juárez)
José García,MEX,DF,27,13.7,599.0,720.0,83.2,13274.0,5553.0,158.0,173.0,91.3,335.0,372.0,90.1,101.0,166.0,60.8,0,0.0,0.1,0.0,2.0,43.0,1.0,0.0,33.0,FC Juárez,Brasileiro,José García (FC Juárez)
Moises Castillo,COL,DF,22,13.0,538.0,626.0,85.9,11018.0,3644.0,165.0,177.0,93.2,296.0,325.0,91.1,74.0,111.0,66.7,1,0.1,0.1,0.9,2.0,18.0,0.0,0.0,30.0,FC Juárez,Brasileiro,Moises Castillo (FC Juárez)
Avilés Hurtado,COL,"FW,MF",36,11.8,354.0,466.0,76.0,6146.0,1683.0,169.0,194.0,87.1,130.0,167.0,77.8,42.0,72.0,58.3,3,2.4,2.0,0.6,28.0,46.0,9.0,2.0,55.0,FC Juárez,Brasileiro,Avilés Hurtado (FC Juárez)
Diego Chávez Collins,MEX,"FW,MF",28,10.0,168.0,262.0,64.1,2652.0,828.0,81.0,100.0,81.0,65.0,98.0,66.3,12.0,33.0,36.4,1,1.1,0.7,-0.1,12.0,8.0,6.0,1.0,23.0,FC Juárez,Brasileiro,Diego Chávez Collins (FC Juárez)
Denzell García,MEX,MF,20,9.9,415.0,483.0,85.9,7890.0,1794.0,162.0,178.0,91.0,184.0,202.0,91.1,55.0,79.0,69.6,0,0.7,0.7,-0.7,12.0,41.0,4.0,0.0,38.0,FC Juárez,Brasileiro,Denzell García (FC Juárez)
Aldo Cruz,MEX,DF,26,8.5,290.0,394.0,73.6,5058.0,1872.0,122.0,142.0,85.9,141.0,170.0,82.9,21.0,53.0,39.6,1,0.3,0.4,0.7,7.0,24.0,6.0,5.0,19.0,FC Juárez,Brasileiro,Aldo Cruz (FC Juárez)
Sebastián Saucedo,USA,"FW,MF",26,7.3,201.0,249.0,80.7,3509.0,847.0,92.0,104.0,88.5,72.0,88.0,81.8,27.0,40.0,67.5,0,0.3,0.4,-0.3,7.0,16.0,3.0,1.0,17.0,FC Juárez,Brasileiro,Sebastián Saucedo (FC Juárez)
Andrija Vukčević,MNE,DF,27,7.0,177.0,230.0,77.0,3028.0,965.0,87.0,99.0,87.9,68.0,81.0,84.0,19.0,35.0,54.3,0,0.1,0.3,-0.1,3.0,8.0,7.0,4.0,12.0,FC Juárez,Brasileiro,Andrija Vukčević (FC Juárez)
Christian Oliva,URU,MF,27,5.6,226.0,283.0,79.9,4554.0,1715.0,83.0,90.0,92.2,96.0,116.0,82.8,42.0,66.0,63.6,2,1.1,1.1,0.9,18.0,21.0,10.0,1.0,31.0,FC Juárez,Brasileiro,Christian Oliva (FC Juárez)
Michael Santos,URU,FW,30,5.3,45.0,63.0,71.4,783.0,181.0,19.0,21.0,90.5,22.0,29.0,75.9,3.0,7.0,42.9,0,0.1,0.2,-0.1,2.0,9.0,2.0,0.0,9.0,FC Juárez,Brasileiro,Michael Santos (FC Juárez)
Gonzalo Pelúa,URU,DF,20,4.5,195.0,241.0,80.9,3596.0,1726.0,79.0,84.0,94.0,93.0,104.0,89.4,16.0,39.0,41.0,0,0.0,0.2,0.0,1.0,19.0,3.0,0.0,24.0,FC Juárez,Brasileiro,Gonzalo Pelúa (FC Juárez)
Diego Campillo,MEX,DF,22,3.7,131.0,171.0,76.6,2295.0,872.0,67.0,72.0,93.1,48.0,60.0,80.0,14.0,32.0,43.8,0,0.0,0.1,0.0,1.0,13.0,1.0,0.0,18.0,FC Juárez,Brasileiro,Diego Campillo (FC Juárez)
Amaury Escoto,MEX,"FW,MF",31,4.6,51.0,77.0,66.2,847.0,167.0,25.0,35.0,71.4,20.0,27.0,74.1,4.0,7.0,57.1,0,0.2,0.2,-0.2,2.0,3.0,1.0,0.0,8.0,FC Juárez,Brasileiro,Amaury Escoto (FC Juárez)
Sebastián Pérez Bouquet,MEX,"MF,FW",20,4.6,144.0,175.0,82.3,2186.0,581.0,86.0,97.0,88.7,47.0,54.0,87.0,9.0,14.0,64.3,2,0.3,0.5,1.7,6.0,19.0,5.0,0.0,21.0,FC Juárez,Brasileiro,Sebastián Pérez Bouquet (FC Juárez)
Agustín Urzi,ARG,"MF,FW",23,3.8,87.0,140.0,62.1,1552.0,446.0,42.0,52.0,80.8,34.0,48.0,70.8,9.0,22.0,40.9,0,0.5,0.5,-0.5,7.0,8.0,6.0,3.0,12.0,FC Juárez,Brasileiro,Agustín Urzi (FC Juárez)
Haret Ortega,MEX,DF,23,3.0,105.0,128.0,82.0,2000.0,630.0,32.0,37.0,86.5,60.0,68.0,88.2,10.0,18.0,55.6,0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,5.0,FC Juárez,Brasileiro,Haret Ortega (FC Juárez)
Diego Valoyes,COL,MF,27,2.4,48.0,64.0,75.0,664.0,229.0,28.0,33.0,84.8,15.0,18.0,83.3,1.0,1.0,100.0,2,0.3,0.4,1.7,6.0,4.0,4.0,0.0,8.0,FC Juárez,Brasileiro,Diego Valoyes (FC Juárez)
Santiago Ormeño,PER,"FW,MF",29,1.9,19.0,29.0,65.5,279.0,24.0,11.0,17.0,64.7,7.0,7.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,FC Juárez,Brasileiro,Santiago Ormeño (FC Juárez)
César Sosa,MEX,MF,19,1.2,39.0,44.0,88.6,672.0,175.0,16.0,19.0,84.2,21.0,23.0,91.3,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,FC Juárez,Brasileiro,César Sosa (FC Juárez)
Mario Osuna,MEX,"MF,FW",35,3.1,142.0,171.0,83.0,2718.0,604.0,68.0,74.0,91.9,52.0,62.0,83.9,20.0,31.0,64.5,0,0.0,0.1,0.0,2.0,5.0,1.0,0.0,11.0,FC Juárez,Brasileiro,Mario Osuna (FC Juárez)
Ángel Zapata,MEX,MF,22,2.9,159.0,172.0,92.4,3277.0,897.0,57.0,63.0,90.5,75.0,75.0,100.0,26.0,29.0,89.7,1,1.4,0.5,-0.4,9.0,19.0,4.0,0.0,26.0,FC Juárez,Brasileiro,Ángel Zapata (FC Juárez)
Francisco Nevarez,MEX,"DF,MF",23,0.7,27.0,34.0,79.4,448.0,120.0,12.0,13.0,92.3,13.0,17.0,76.5,2.0,3.0,66.7,0,0.1,0.0,-0.1,2.0,2.0,1.0,1.0,2.0,FC Juárez,Brasileiro,Francisco Nevarez (FC Juárez)
Ramón Pasquel,MEX,GK,27,0.7,19.0,24.0,79.2,446.0,329.0,6.0,6.0,100.0,10.0,10.0,100.0,3.0,8.0,37.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Ramón Pasquel (FC Juárez)
Jan Carmona,MEX,"FW,DF",19,0.5,18.0,28.0,64.3,224.0,72.0,13.0,15.0,86.7,5.0,8.0,62.5,0.0,2.0,0.0,0,0.1,0.0,-0.1,2.0,1.0,0.0,0.0,1.0,FC Juárez,Brasileiro,Jan Carmona (FC Juárez)
Fernando Beltrán,MEX,MF,25,15.9,620.0,739.0,83.9,10246.0,2588.0,318.0,361.0,88.1,211.0,240.0,87.9,66.0,98.0,67.3,0,1.3,1.6,-1.3,13.0,73.0,18.0,7.0,101.0,Guadalajara,Brasileiro,Fernando Beltrán (Guadalajara)
Miguel Jiménez Ponce,MEX,GK,33,15.8,292.0,424.0,68.9,8454.0,6249.0,47.0,47.0,100.0,144.0,145.0,99.3,92.0,222.0,41.4,0,0.1,0.0,-0.1,1.0,10.0,0.0,0.0,0.0,Guadalajara,Brasileiro,Miguel Jiménez Ponce (Guadalajara)
Ricardo Marín,MEX,FW,25,12.7,135.0,210.0,64.3,1876.0,395.0,79.0,104.0,76.0,40.0,65.0,61.5,5.0,9.0,55.6,1,1.1,0.8,-0.1,13.0,10.0,9.0,0.0,20.0,Guadalajara,Brasileiro,Ricardo Marín (Guadalajara)
Gilberto Sepúlveda,MEX,DF,24,14.4,536.0,639.0,83.9,11071.0,3795.0,154.0,176.0,87.5,300.0,329.0,91.2,80.0,122.0,65.6,0,0.0,0.1,0.0,2.0,38.0,0.0,0.0,34.0,Guadalajara,Brasileiro,Gilberto Sepúlveda (Guadalajara)
Alan Mozo,MEX,DF,26,14.3,561.0,755.0,74.3,9577.0,4067.0,290.0,326.0,89.0,205.0,268.0,76.5,58.0,133.0,43.6,1,1.1,1.2,-0.1,18.0,49.0,17.0,10.0,54.0,Guadalajara,Brasileiro,Alan Mozo (Guadalajara)
Roberto Alvarado,MEX,"FW,MF",25,12.6,436.0,597.0,73.0,7436.0,2295.0,227.0,261.0,87.0,132.0,175.0,75.4,57.0,117.0,48.7,1,2.4,1.8,-1.4,31.0,53.0,19.0,4.0,81.0,Guadalajara,Brasileiro,Roberto Alvarado (Guadalajara)
Fernando Rubén González,MEX,MF,29,12.1,430.0,531.0,81.0,7459.0,2590.0,201.0,234.0,85.9,173.0,205.0,84.4,43.0,66.0,65.2,1,0.2,0.5,0.8,6.0,51.0,7.0,0.0,57.0,Guadalajara,Brasileiro,Fernando Rubén González (Guadalajara)
Jesús Orozco,MEX,DF,21,11.1,422.0,531.0,79.5,8989.0,3585.0,138.0,159.0,86.8,212.0,243.0,87.2,70.0,116.0,60.3,0,0.1,0.4,-0.1,4.0,38.0,2.0,1.0,44.0,Guadalajara,Brasileiro,Jesús Orozco (Guadalajara)
Cristian Calderón,MEX,DF,26,11.2,361.0,503.0,71.8,6483.0,2891.0,166.0,185.0,89.7,139.0,184.0,75.5,46.0,108.0,42.6,3,1.4,1.3,1.6,12.0,28.0,16.0,8.0,27.0,Guadalajara,Brasileiro,Cristian Calderón (Guadalajara)
Antonio Briseño,MEX,DF,29,9.5,316.0,397.0,79.6,6815.0,3070.0,74.0,88.0,84.1,201.0,235.0,85.5,40.0,71.0,56.3,0,0.2,0.2,-0.2,1.0,19.0,0.0,0.0,29.0,Guadalajara,Brasileiro,Antonio Briseño (Guadalajara)
Víctor Guzmán,MEX,MF,28,8.5,322.0,435.0,74.0,5671.0,1486.0,162.0,191.0,84.8,114.0,147.0,77.6,36.0,73.0,49.3,3,1.5,1.4,1.5,17.0,37.0,19.0,7.0,58.0,Guadalajara,Brasileiro,Víctor Guzmán (Guadalajara)
Isaác Brizuela,MEX,"FW,MF",33,7.5,138.0,194.0,71.1,2156.0,475.0,77.0,91.0,84.6,50.0,67.0,74.6,8.0,19.0,42.1,2,1.1,1.1,0.9,10.0,5.0,5.0,4.0,15.0,Guadalajara,Brasileiro,Isaác Brizuela (Guadalajara)
Erick Gutiérrez,MEX,MF,28,7.0,312.0,381.0,81.9,5672.0,2095.0,127.0,143.0,88.8,139.0,154.0,90.3,36.0,59.0,61.0,0,0.3,0.4,-0.3,5.0,40.0,3.0,0.0,44.0,Guadalajara,Brasileiro,Erick Gutiérrez (Guadalajara)
Jonathan Padilla,MEX,"MF,FW",18,6.3,143.0,212.0,67.5,2256.0,619.0,71.0,95.0,74.7,59.0,81.0,72.8,8.0,21.0,38.1,0,0.0,0.4,0.0,1.0,9.0,5.0,2.0,21.0,Guadalajara,Brasileiro,Jonathan Padilla (Guadalajara)
Alejandro Mayorga,MEX,DF,26,4.4,168.0,239.0,70.3,2984.0,1498.0,74.0,84.0,88.1,64.0,92.0,69.6,23.0,47.0,48.9,0,0.0,0.2,0.0,1.0,16.0,5.0,2.0,16.0,Guadalajara,Brasileiro,Alejandro Mayorga (Guadalajara)
Alexis Vega,MEX,FW,26,4.3,119.0,168.0,70.8,2024.0,624.0,61.0,72.0,84.7,35.0,54.0,64.8,18.0,29.0,62.1,0,0.4,0.6,-0.4,8.0,11.0,4.0,2.0,12.0,Guadalajara,Brasileiro,Alexis Vega (Guadalajara)
Ronaldo Cisneros,MEX,"FW,MF",26,4.5,32.0,46.0,69.6,436.0,24.0,18.0,25.0,72.0,9.0,14.0,64.3,2.0,4.0,50.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Guadalajara,Brasileiro,Ronaldo Cisneros (Guadalajara)
Raúl Martínez,MEX,DF,20,3.0,71.0,93.0,76.3,1500.0,688.0,30.0,37.0,81.1,30.0,36.0,83.3,11.0,19.0,57.9,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,Guadalajara,Brasileiro,Raúl Martínez (Guadalajara)
Jesús Sánchez García,MEX,DF,34,2.6,119.0,162.0,73.5,1925.0,986.0,62.0,68.0,91.2,42.0,58.0,72.4,12.0,29.0,41.4,0,0.0,0.1,0.0,1.0,14.0,1.0,1.0,13.0,Guadalajara,Brasileiro,Jesús Sánchez García (Guadalajara)
Juan Brigido,MEX,"FW,DF",22,3.0,65.0,96.0,67.7,1140.0,150.0,31.0,38.0,81.6,25.0,32.0,78.1,8.0,16.0,50.0,0,0.4,0.3,-0.4,4.0,5.0,2.0,0.0,6.0,Guadalajara,Brasileiro,Juan Brigido (Guadalajara)
Pavel Pérez,MEX,"FW,MF",25,2.1,41.0,59.0,69.5,723.0,258.0,21.0,23.0,91.3,15.0,18.0,83.3,4.0,9.0,44.4,1,0.5,0.5,0.5,5.0,1.0,1.0,0.0,5.0,Guadalajara,Brasileiro,Pavel Pérez (Guadalajara)
José Rangel Aguilar,MEX,GK,23,1.2,23.0,37.0,62.2,724.0,560.0,3.0,3.0,100.0,11.0,12.0,91.7,9.0,22.0,40.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guadalajara,Brasileiro,José Rangel Aguilar (Guadalajara)
Alan Torres,MEX,MF,23,1.8,118.0,129.0,91.5,2294.0,899.0,39.0,42.0,92.9,67.0,69.0,97.1,11.0,15.0,73.3,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,13.0,Guadalajara,Brasileiro,Alan Torres (Guadalajara)
Daniel Armando Ríos,MEX,"FW,DF",28,0.8,9.0,14.0,64.3,112.0,23.0,6.0,8.0,75.0,3.0,4.0,75.0,0.0,0.0,0.0,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,0.0,Guadalajara,Brasileiro,Daniel Armando Ríos (Guadalajara)
Zahid Muñoz,MEX,MF,22,0.2,8.0,10.0,80.0,144.0,18.0,4.0,4.0,100.0,3.0,4.0,75.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guadalajara,Brasileiro,Zahid Muñoz (Guadalajara)
Hiram Mier,MEX,MF,34,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guadalajara,Brasileiro,Hiram Mier (Guadalajara)
Rodolfo Cota,MEX,GK,36,16.0,352.0,420.0,83.8,8881.0,6013.0,59.0,60.0,98.3,191.0,197.0,97.0,99.0,157.0,63.1,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,León,Brasileiro,Rodolfo Cota (León)
Adonis Frías,ARG,DF,25,16.0,751.0,891.0,84.3,15209.0,6170.0,226.0,258.0,87.6,436.0,466.0,93.6,87.0,148.0,58.8,0,0.2,0.4,-0.2,7.0,91.0,10.0,2.0,87.0,León,Brasileiro,Adonis Frías (León)
Ángel Mena,ECU,"FW,MF",35,13.7,683.0,812.0,84.1,11273.0,2936.0,358.0,383.0,93.5,224.0,253.0,88.5,77.0,128.0,60.2,3,5.5,5.8,-2.5,45.0,51.0,30.0,8.0,87.0,León,Brasileiro,Ángel Mena (León)
Iván Moreno,MEX,"DF,MF",25,12.0,514.0,649.0,79.2,7494.0,2364.0,306.0,340.0,90.0,174.0,224.0,77.7,23.0,45.0,51.1,3,1.0,1.5,2.0,13.0,31.0,17.0,9.0,44.0,León,Brasileiro,Iván Moreno (León)
Osvaldo Rodríguez del Portal,MEX,DF,27,11.5,541.0,644.0,84.0,9675.0,3884.0,243.0,271.0,89.7,231.0,264.0,87.5,61.0,91.0,67.0,0,0.6,0.5,-0.6,6.0,30.0,6.0,1.0,37.0,León,Brasileiro,Osvaldo Rodríguez del Portal (León)
Lucas Romero,ARG,MF,29,10.8,599.0,690.0,86.8,10623.0,3371.0,254.0,280.0,90.7,257.0,281.0,91.5,70.0,96.0,72.9,1,1.0,1.3,0.0,19.0,72.0,11.0,2.0,67.0,León,Brasileiro,Lucas Romero (León)
José Iván Rodríguez,MEX,MF,27,11.2,496.0,578.0,85.8,8912.0,2614.0,206.0,236.0,87.3,227.0,257.0,88.3,55.0,69.0,79.7,0,0.1,0.5,-0.1,3.0,65.0,5.0,3.0,51.0,León,Brasileiro,José Iván Rodríguez (León)
William Tesillo,COL,DF,33,10.8,491.0,672.0,73.1,10565.0,4987.0,147.0,172.0,85.5,250.0,296.0,84.5,86.0,175.0,49.1,0,1.2,1.2,-1.2,10.0,42.0,9.0,3.0,34.0,León,Brasileiro,William Tesillo (León)
Alfonso Alvarado,MEX,"FW,MF",23,9.9,157.0,208.0,75.5,2468.0,572.0,85.0,101.0,84.2,55.0,72.0,76.4,13.0,19.0,68.4,1,0.2,0.8,0.8,4.0,18.0,5.0,0.0,25.0,León,Brasileiro,Alfonso Alvarado (León)
Federico Viñas,URU,FW,25,8.8,104.0,140.0,74.3,1512.0,335.0,55.0,66.0,83.3,40.0,49.0,81.6,2.0,5.0,40.0,1,0.7,0.8,0.3,11.0,13.0,2.0,0.0,16.0,León,Brasileiro,Federico Viñas (León)
Elías Hernández,MEX,"MF,DF",35,7.8,349.0,438.0,79.7,6245.0,1997.0,159.0,176.0,90.3,140.0,165.0,84.8,39.0,66.0,59.1,3,1.7,2.1,1.3,18.0,25.0,15.0,10.0,44.0,León,Brasileiro,Elías Hernández (León)
Nicolás López,URU,"FW,MF",30,7.7,230.0,330.0,69.7,3863.0,1026.0,118.0,138.0,85.5,78.0,106.0,73.6,26.0,58.0,44.8,1,2.1,1.7,-1.1,25.0,19.0,15.0,6.0,28.0,León,Brasileiro,Nicolás López (León)
Fidel Ambríz,MEX,MF,20,7.8,409.0,467.0,87.6,7412.0,1873.0,174.0,194.0,89.7,181.0,199.0,91.0,44.0,51.0,86.3,0,1.2,0.9,-1.2,12.0,42.0,5.0,0.0,37.0,León,Brasileiro,Fidel Ambríz (León)
Jaine Barreiro,COL,DF,29,7.0,332.0,411.0,80.8,6662.0,3062.0,141.0,147.0,95.9,143.0,167.0,85.6,44.0,79.0,55.7,1,0.4,0.6,0.6,6.0,50.0,7.0,0.0,48.0,León,Brasileiro,Jaine Barreiro (León)
Paul Bellón,MEX,DF,26,6.5,306.0,344.0,89.0,6051.0,2680.0,92.0,103.0,89.3,180.0,191.0,94.2,33.0,47.0,70.2,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,León,Brasileiro,Paul Bellón (León)
José David Ramírez,MEX,"DF,MF",28,6.4,335.0,398.0,84.2,5372.0,1492.0,170.0,187.0,90.9,136.0,158.0,86.1,24.0,38.0,63.2,0,0.6,0.9,-0.6,13.0,21.0,19.0,4.0,33.0,León,Brasileiro,José David Ramírez (León)
Brian Rubio,MEX,FW,27,4.9,110.0,142.0,77.5,1769.0,228.0,57.0,72.0,79.2,41.0,50.0,82.0,9.0,14.0,64.3,1,0.2,0.5,0.8,5.0,8.0,1.0,0.0,10.0,León,Brasileiro,Brian Rubio (León)
Borja Sánchez Laborde,ESP,"MF,DF",27,3.9,159.0,209.0,76.1,3311.0,741.0,62.0,72.0,86.1,61.0,76.0,80.3,33.0,54.0,61.1,0,0.2,0.5,-0.2,6.0,22.0,3.0,1.0,23.0,León,Brasileiro,Borja Sánchez Laborde (León)
Víctor Dávila,CHI,FW,26,2.8,103.0,154.0,66.9,1727.0,477.0,54.0,67.0,80.6,36.0,46.0,78.3,11.0,22.0,50.0,1,0.4,0.6,0.6,7.0,15.0,5.0,0.0,20.0,León,Brasileiro,Víctor Dávila (León)
Omar Fernández Frasica,COL,"MF,FW",30,4.0,242.0,284.0,85.2,3858.0,909.0,126.0,136.0,92.6,91.0,103.0,88.3,20.0,30.0,66.7,1,1.0,1.1,0.0,10.0,22.0,12.0,2.0,28.0,León,Brasileiro,Omar Fernández Frasica (León)
Jesús Angulo,MEX,MF,26,1.8,86.0,102.0,84.3,1268.0,360.0,53.0,59.0,89.8,21.0,25.0,84.0,8.0,10.0,80.0,1,0.9,0.2,0.1,2.0,8.0,3.0,0.0,10.0,León,Brasileiro,Jesús Angulo (León)
Héctor Uribe,MEX,"MF,DF",19,1.5,33.0,45.0,73.3,442.0,85.0,22.0,25.0,88.0,10.0,14.0,71.4,1.0,4.0,25.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,León,Brasileiro,Héctor Uribe (León)
Sebastian Santos,MEX,"FW,MF",20,1.4,42.0,51.0,82.4,568.0,156.0,25.0,26.0,96.2,13.0,16.0,81.3,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,León,Brasileiro,Sebastian Santos (León)
Alfonso Blanco Antúnez,MEX,GK,36,1.0,21.0,22.0,95.5,518.0,392.0,4.0,4.0,100.0,11.0,11.0,100.0,6.0,7.0,85.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,León,Brasileiro,Alfonso Blanco Antúnez (León)
Luís Cervantes,MEX,DF,22,0.4,26.0,32.0,81.3,308.0,141.0,18.0,18.0,100.0,5.0,10.0,50.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,León,Brasileiro,Luís Cervantes (León)
Oscar Villa,MEX,DF,22,0.4,17.0,21.0,81.0,295.0,122.0,5.0,6.0,83.3,11.0,13.0,84.6,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,León,Brasileiro,Oscar Villa (León)
Facundo Almada,ARG,DF,25,17.0,588.0,711.0,82.7,11607.0,4389.0,187.0,211.0,88.6,331.0,372.0,89.0,66.0,114.0,57.9,0,0.3,0.4,-0.3,6.0,35.0,1.0,0.0,50.0,Mazatlán,Brasileiro,Facundo Almada (Mazatlán)
Jefferson Intriago,ECU,MF,27,17.0,792.0,867.0,91.3,14608.0,3917.0,317.0,337.0,94.1,382.0,403.0,94.8,83.0,103.0,80.6,0,0.3,0.4,-0.3,8.0,75.0,3.0,0.0,81.0,Mazatlán,Brasileiro,Jefferson Intriago (Mazatlán)
Hugo González Durán,MEX,GK,33,15.3,408.0,582.0,70.1,12824.0,10126.0,54.0,55.0,98.2,184.0,186.0,98.9,170.0,339.0,50.1,0,0.1,0.0,-0.1,2.0,12.0,0.0,0.0,0.0,Mazatlán,Brasileiro,Hugo González Durán (Mazatlán)
Bryan Colula,MEX,DF,27,11.5,383.0,511.0,75.0,6258.0,2941.0,186.0,216.0,86.1,165.0,214.0,77.1,26.0,58.0,44.8,1,1.1,0.8,-0.1,13.0,32.0,10.0,5.0,37.0,Mazatlán,Brasileiro,Bryan Colula (Mazatlán)
Josué Colmán,PAR,"MF,FW",25,10.9,299.0,401.0,74.6,5009.0,1384.0,147.0,174.0,84.5,110.0,141.0,78.0,32.0,58.0,55.2,7,3.9,2.6,3.1,27.0,35.0,16.0,2.0,49.0,Mazatlán,Brasileiro,Josué Colmán (Mazatlán)
