Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Team,Championship,Player_Team
Sebastián Pérez Bouquet,MEX,"MF,FW",20,4.6,11.0,9,7.0,2.0,2.0,4.0,15.0,26.7,11.0,6.0,0.0,6.0,3,14.0,1.0,0.0,FC Juárez,Brasileiro,Sebastián Pérez Bouquet (FC Juárez)
Agustín Urzi,ARG,"MF,FW",23,3.8,12.0,5,6.0,3.0,3.0,6.0,12.0,50.0,6.0,5.0,0.0,5.0,8,20.0,0.0,0.0,FC Juárez,Brasileiro,Agustín Urzi (FC Juárez)
Haret Ortega,MEX,DF,23,3.0,4.0,4,4.0,0.0,0.0,3.0,3.0,100.0,0.0,2.0,1.0,1.0,8,12.0,24.0,1.0,FC Juárez,Brasileiro,Haret Ortega (FC Juárez)
Diego Valoyes,COL,MF,27,2.4,5.0,2,2.0,3.0,0.0,2.0,6.0,33.3,4.0,5.0,0.0,5.0,1,6.0,1.0,0.0,FC Juárez,Brasileiro,Diego Valoyes (FC Juárez)
Santiago Ormeño,PER,"FW,MF",29,1.9,2.0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,3.0,0.0,0.0,FC Juárez,Brasileiro,Santiago Ormeño (FC Juárez)
César Sosa,MEX,MF,19,1.2,2.0,1,0.0,2.0,0.0,2.0,4.0,50.0,2.0,2.0,1.0,1.0,0,2.0,2.0,0.0,FC Juárez,Brasileiro,César Sosa (FC Juárez)
Mario Osuna,MEX,"MF,FW",35,3.1,5.0,4,1.0,4.0,0.0,1.0,8.0,12.5,7.0,3.0,0.0,3.0,5,10.0,8.0,0.0,FC Juárez,Brasileiro,Mario Osuna (FC Juárez)
Ángel Zapata,MEX,MF,22,2.9,6.0,2,2.0,3.0,1.0,3.0,4.0,75.0,1.0,3.0,0.0,3.0,1,7.0,4.0,0.0,FC Juárez,Brasileiro,Ángel Zapata (FC Juárez)
Francisco Nevarez,MEX,"DF,MF",23,0.7,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,0,0.0,3.0,0.0,FC Juárez,Brasileiro,Francisco Nevarez (FC Juárez)
Ramón Pasquel,MEX,GK,27,0.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,FC Juárez,Brasileiro,Ramón Pasquel (FC Juárez)
Jan Carmona,MEX,"FW,DF",19,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,FC Juárez,Brasileiro,Jan Carmona (FC Juárez)
Fernando Beltrán,MEX,MF,25,15.9,35.0,21,10.0,22.0,3.0,19.0,36.0,52.8,17.0,10.0,1.0,9.0,15,50.0,2.0,0.0,Guadalajara,Brasileiro,Fernando Beltrán (Guadalajara)
Miguel Jiménez Ponce,MEX,GK,33,15.8,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,5.0,0.0,Guadalajara,Brasileiro,Miguel Jiménez Ponce (Guadalajara)
Ricardo Marín,MEX,FW,25,12.7,9.0,4,0.0,5.0,4.0,3.0,12.0,25.0,9.0,8.0,0.0,8.0,5,14.0,3.0,0.0,Guadalajara,Brasileiro,Ricardo Marín (Guadalajara)
Gilberto Sepúlveda,MEX,DF,24,14.4,13.0,12,11.0,2.0,0.0,5.0,9.0,55.6,4.0,19.0,15.0,4.0,26,39.0,39.0,0.0,Guadalajara,Brasileiro,Gilberto Sepúlveda (Guadalajara)
Alan Mozo,MEX,DF,26,14.3,56.0,28,30.0,19.0,7.0,37.0,51.0,72.5,14.0,12.0,4.0,8.0,14,70.0,22.0,0.0,Guadalajara,Brasileiro,Alan Mozo (Guadalajara)
Roberto Alvarado,MEX,"FW,MF",25,12.6,13.0,7,6.0,5.0,2.0,4.0,14.0,28.6,10.0,9.0,3.0,6.0,8,21.0,7.0,0.0,Guadalajara,Brasileiro,Roberto Alvarado (Guadalajara)
Fernando Rubén González,MEX,MF,29,12.1,37.0,23,20.0,14.0,3.0,11.0,25.0,44.0,14.0,11.0,2.0,9.0,20,57.0,24.0,0.0,Guadalajara,Brasileiro,Fernando Rubén González (Guadalajara)
Jesús Orozco,MEX,DF,21,11.1,19.0,11,12.0,5.0,2.0,5.0,10.0,50.0,5.0,20.0,10.0,10.0,11,30.0,26.0,0.0,Guadalajara,Brasileiro,Jesús Orozco (Guadalajara)
Cristian Calderón,MEX,DF,26,11.2,26.0,18,16.0,8.0,2.0,21.0,30.0,70.0,9.0,8.0,3.0,5.0,7,33.0,18.0,0.0,Guadalajara,Brasileiro,Cristian Calderón (Guadalajara)
Antonio Briseño,MEX,DF,29,9.5,5.0,4,4.0,1.0,0.0,3.0,5.0,60.0,2.0,9.0,7.0,2.0,13,18.0,48.0,1.0,Guadalajara,Brasileiro,Antonio Briseño (Guadalajara)
Víctor Guzmán,MEX,MF,28,8.5,20.0,10,8.0,10.0,2.0,10.0,22.0,45.5,12.0,6.0,0.0,6.0,1,21.0,7.0,0.0,Guadalajara,Brasileiro,Víctor Guzmán (Guadalajara)
Isaác Brizuela,MEX,"FW,MF",33,7.5,7.0,3,3.0,2.0,2.0,2.0,6.0,33.3,4.0,7.0,1.0,6.0,4,11.0,4.0,0.0,Guadalajara,Brasileiro,Isaác Brizuela (Guadalajara)
Erick Gutiérrez,MEX,MF,28,7.0,31.0,20,10.0,19.0,2.0,14.0,20.0,70.0,6.0,7.0,1.0,6.0,3,34.0,8.0,0.0,Guadalajara,Brasileiro,Erick Gutiérrez (Guadalajara)
Jonathan Padilla,MEX,"MF,FW",18,6.3,21.0,10,8.0,11.0,2.0,12.0,27.0,44.4,15.0,16.0,2.0,14.0,3,24.0,2.0,0.0,Guadalajara,Brasileiro,Jonathan Padilla (Guadalajara)
Alejandro Mayorga,MEX,DF,26,4.4,7.0,6,5.0,2.0,0.0,6.0,12.0,50.0,6.0,4.0,3.0,1.0,4,11.0,11.0,0.0,Guadalajara,Brasileiro,Alejandro Mayorga (Guadalajara)
Alexis Vega,MEX,FW,26,4.3,2.0,1,2.0,0.0,0.0,2.0,2.0,100.0,0.0,3.0,0.0,3.0,1,3.0,0.0,0.0,Guadalajara,Brasileiro,Alexis Vega (Guadalajara)
Ronaldo Cisneros,MEX,"FW,MF",26,4.5,1.0,1,0.0,1.0,0.0,0.0,5.0,0.0,5.0,1.0,0.0,1.0,0,1.0,1.0,0.0,Guadalajara,Brasileiro,Ronaldo Cisneros (Guadalajara)
Raúl Martínez,MEX,DF,20,3.0,4.0,2,2.0,2.0,0.0,1.0,2.0,50.0,1.0,5.0,3.0,2.0,3,7.0,15.0,0.0,Guadalajara,Brasileiro,Raúl Martínez (Guadalajara)
Jesús Sánchez García,MEX,DF,34,2.6,17.0,9,6.0,9.0,2.0,8.0,18.0,44.4,10.0,3.0,0.0,3.0,2,19.0,5.0,0.0,Guadalajara,Brasileiro,Jesús Sánchez García (Guadalajara)
Juan Brigido,MEX,"FW,DF",22,3.0,5.0,2,2.0,1.0,2.0,2.0,3.0,66.7,1.0,5.0,0.0,5.0,0,5.0,0.0,0.0,Guadalajara,Brasileiro,Juan Brigido (Guadalajara)
Pavel Pérez,MEX,"FW,MF",25,2.1,6.0,3,1.0,4.0,1.0,1.0,6.0,16.7,5.0,3.0,1.0,2.0,0,6.0,1.0,0.0,Guadalajara,Brasileiro,Pavel Pérez (Guadalajara)
José Rangel Aguilar,MEX,GK,23,1.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Guadalajara,Brasileiro,José Rangel Aguilar (Guadalajara)
Alan Torres,MEX,MF,23,1.8,2.0,1,1.0,1.0,0.0,1.0,3.0,33.3,2.0,6.0,3.0,3.0,3,5.0,2.0,0.0,Guadalajara,Brasileiro,Alan Torres (Guadalajara)
Daniel Armando Ríos,MEX,"FW,DF",28,0.8,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,Guadalajara,Brasileiro,Daniel Armando Ríos (Guadalajara)
Zahid Muñoz,MEX,MF,22,0.2,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,0.0,Guadalajara,Brasileiro,Zahid Muñoz (Guadalajara)
Hiram Mier,MEX,MF,34,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,Guadalajara,Brasileiro,Hiram Mier (Guadalajara)
Rodolfo Cota,MEX,GK,36,16.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0.0,8.0,2.0,León,Brasileiro,Rodolfo Cota (León)
Adonis Frías,ARG,DF,25,16.0,27.0,19,17.0,9.0,1.0,14.0,25.0,56.0,11.0,18.0,12.0,6.0,18,45.0,44.0,1.0,León,Brasileiro,Adonis Frías (León)
Ángel Mena,ECU,"FW,MF",35,13.7,23.0,13,9.0,8.0,6.0,9.0,18.0,50.0,9.0,4.0,1.0,3.0,8,31.0,10.0,0.0,León,Brasileiro,Ángel Mena (León)
Iván Moreno,MEX,"DF,MF",25,12.0,15.0,9,7.0,8.0,0.0,9.0,25.0,36.0,16.0,6.0,3.0,3.0,11,26.0,12.0,0.0,León,Brasileiro,Iván Moreno (León)
Osvaldo Rodríguez del Portal,MEX,DF,27,11.5,26.0,14,16.0,8.0,2.0,15.0,21.0,71.4,6.0,14.0,6.0,8.0,18,44.0,23.0,1.0,León,Brasileiro,Osvaldo Rodríguez del Portal (León)
Lucas Romero,ARG,MF,29,10.8,23.0,18,4.0,16.0,3.0,10.0,26.0,38.5,16.0,10.0,2.0,8.0,7,30.0,9.0,0.0,León,Brasileiro,Lucas Romero (León)
José Iván Rodríguez,MEX,MF,27,11.2,36.0,25,14.0,22.0,0.0,20.0,35.0,57.1,15.0,18.0,7.0,11.0,16,52.0,14.0,1.0,León,Brasileiro,José Iván Rodríguez (León)
William Tesillo,COL,DF,33,10.8,20.0,11,13.0,5.0,2.0,9.0,19.0,47.4,10.0,8.0,3.0,5.0,12,32.0,28.0,0.0,León,Brasileiro,William Tesillo (León)
Alfonso Alvarado,MEX,"FW,MF",23,9.9,8.0,6,2.0,6.0,0.0,3.0,8.0,37.5,5.0,4.0,0.0,4.0,7,15.0,11.0,0.0,León,Brasileiro,Alfonso Alvarado (León)
Federico Viñas,URU,FW,25,8.8,14.0,11,1.0,8.0,5.0,4.0,5.0,80.0,1.0,7.0,0.0,7.0,0,14.0,10.0,0.0,León,Brasileiro,Federico Viñas (León)
Elías Hernández,MEX,"MF,DF",35,7.8,15.0,11,6.0,5.0,4.0,10.0,16.0,62.5,6.0,2.0,1.0,1.0,4,19.0,3.0,0.0,León,Brasileiro,Elías Hernández (León)
Nicolás López,URU,"FW,MF",30,7.7,9.0,6,3.0,4.0,2.0,3.0,5.0,60.0,2.0,5.0,0.0,5.0,4,13.0,3.0,0.0,León,Brasileiro,Nicolás López (León)
Fidel Ambríz,MEX,MF,20,7.8,17.0,10,6.0,8.0,3.0,7.0,18.0,38.9,11.0,6.0,1.0,5.0,2,19.0,4.0,0.0,León,Brasileiro,Fidel Ambríz (León)
Jaine Barreiro,COL,DF,29,7.0,16.0,12,11.0,5.0,0.0,8.0,10.0,80.0,2.0,9.0,7.0,2.0,8,24.0,24.0,0.0,León,Brasileiro,Jaine Barreiro (León)
Paul Bellón,MEX,DF,26,6.5,14.0,10,12.0,1.0,1.0,8.0,18.0,44.4,10.0,6.0,3.0,3.0,14,28.0,22.0,1.0,León,Brasileiro,Paul Bellón (León)
José David Ramírez,MEX,"DF,MF",28,6.4,7.0,5,3.0,3.0,1.0,5.0,12.0,41.7,7.0,3.0,1.0,2.0,2,9.0,7.0,0.0,León,Brasileiro,José David Ramírez (León)
Brian Rubio,MEX,FW,27,4.9,4.0,0,0.0,1.0,3.0,1.0,4.0,25.0,3.0,1.0,0.0,1.0,1,5.0,9.0,0.0,León,Brasileiro,Brian Rubio (León)
Borja Sánchez Laborde,ESP,"MF,DF",27,3.9,8.0,5,6.0,1.0,1.0,3.0,10.0,30.0,7.0,3.0,0.0,3.0,0,8.0,3.0,0.0,León,Brasileiro,Borja Sánchez Laborde (León)
Víctor Dávila,CHI,FW,26,2.8,1.0,1,0.0,1.0,0.0,1.0,3.0,33.3,2.0,4.0,0.0,4.0,0,1.0,1.0,0.0,León,Brasileiro,Víctor Dávila (León)
Omar Fernández Frasica,COL,"MF,FW",30,4.0,3.0,2,2.0,1.0,0.0,1.0,8.0,12.5,7.0,8.0,0.0,8.0,3,6.0,2.0,0.0,León,Brasileiro,Omar Fernández Frasica (León)
Jesús Angulo,MEX,MF,26,1.8,4.0,4,1.0,3.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,0,4.0,1.0,0.0,León,Brasileiro,Jesús Angulo (León)
Héctor Uribe,MEX,"MF,DF",19,1.5,1.0,0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,León,Brasileiro,Héctor Uribe (León)
Sebastian Santos,MEX,"FW,MF",20,1.4,5.0,2,1.0,3.0,1.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,0,5.0,0.0,0.0,León,Brasileiro,Sebastian Santos (León)
Alfonso Blanco Antúnez,MEX,GK,36,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,León,Brasileiro,Alfonso Blanco Antúnez (León)
Luís Cervantes,MEX,DF,22,0.4,3.0,1,2.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0,3.0,1.0,0.0,León,Brasileiro,Luís Cervantes (León)
Oscar Villa,MEX,DF,22,0.4,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,2.0,1.0,0.0,León,Brasileiro,Oscar Villa (León)
Facundo Almada,ARG,DF,25,17.0,18.0,14,13.0,5.0,0.0,8.0,13.0,61.5,5.0,20.0,15.0,5.0,16,34.0,61.0,0.0,Mazatlán,Brasileiro,Facundo Almada (Mazatlán)
Jefferson Intriago,ECU,MF,27,17.0,30.0,18,10.0,15.0,5.0,19.0,32.0,59.4,13.0,13.0,3.0,10.0,9,39.0,14.0,1.0,Mazatlán,Brasileiro,Jefferson Intriago (Mazatlán)
Hugo González Durán,MEX,GK,33,15.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,5.0,0.0,Mazatlán,Brasileiro,Hugo González Durán (Mazatlán)
Bryan Colula,MEX,DF,27,11.5,31.0,21,19.0,7.0,5.0,24.0,37.0,64.9,13.0,7.0,5.0,2.0,5,36.0,35.0,0.0,Mazatlán,Brasileiro,Bryan Colula (Mazatlán)
Josué Colmán,PAR,"MF,FW",25,10.9,12.0,4,5.0,7.0,0.0,6.0,17.0,35.3,11.0,3.0,0.0,3.0,6,18.0,8.0,1.0,Mazatlán,Brasileiro,Josué Colmán (Mazatlán)
Luis Amarilla,PAR,FW,28,9.5,13.0,8,9.0,3.0,1.0,5.0,14.0,35.7,9.0,8.0,0.0,8.0,1,14.0,15.0,0.0,Mazatlán,Brasileiro,Luis Amarilla (Mazatlán)
Jair Díaz,MEX,DF,25,9.0,26.0,16,16.0,9.0,1.0,16.0,31.0,51.6,15.0,5.0,4.0,1.0,8,34.0,21.0,0.0,Mazatlán,Brasileiro,Jair Díaz (Mazatlán)
Édgar Yoel Bárcenas,PAN,"FW,MF",30,8.9,11.0,8,4.0,5.0,2.0,4.0,16.0,25.0,12.0,2.0,1.0,1.0,6,17.0,3.0,0.0,Mazatlán,Brasileiro,Édgar Yoel Bárcenas (Mazatlán)
Sergio Adrián Flores,MEX,MF,28,10.3,31.0,17,17.0,12.0,2.0,18.0,31.0,58.1,13.0,15.0,4.0,11.0,9,40.0,22.0,1.0,Mazatlán,Brasileiro,Sergio Adrián Flores (Mazatlán)
Luis Olivas,MEX,DF,23,9.5,14.0,9,11.0,2.0,1.0,9.0,15.0,60.0,6.0,10.0,6.0,4.0,9,23.0,31.0,1.0,Mazatlán,Brasileiro,Luis Olivas (Mazatlán)
Alan Medina,MEX,"FW,MF",26,7.5,9.0,6,1.0,6.0,2.0,2.0,9.0,22.2,7.0,2.0,0.0,2.0,3,12.0,0.0,0.0,Mazatlán,Brasileiro,Alan Medina (Mazatlán)
Arnaud Ake,CIV,FW,25,5.9,4.0,1,0.0,2.0,2.0,2.0,5.0,40.0,3.0,3.0,0.0,3.0,0,4.0,6.0,0.0,Mazatlán,Brasileiro,Arnaud Ake (Mazatlán)
Nicolás Benedetti,COL,"MF,FW",26,5.9,8.0,5,4.0,3.0,1.0,4.0,10.0,40.0,6.0,3.0,0.0,3.0,1,9.0,0.0,0.0,Mazatlán,Brasileiro,Nicolás Benedetti (Mazatlán)
Andres Montaño,MEX,MF,21,4.7,5.0,3,2.0,3.0,0.0,2.0,4.0,50.0,2.0,6.0,2.0,4.0,3,8.0,5.0,0.0,Mazatlán,Brasileiro,Andres Montaño (Mazatlán)
Eduard Bello,VEN,"FW,MF",28,7.2,15.0,6,6.0,8.0,1.0,7.0,12.0,58.3,5.0,9.0,3.0,6.0,6,21.0,16.0,0.0,Mazatlán,Brasileiro,Eduard Bello (Mazatlán)
José Madueña,MEX,DF,33,5.5,9.0,8,4.0,2.0,3.0,3.0,6.0,50.0,3.0,2.0,0.0,2.0,4,13.0,10.0,0.0,Mazatlán,Brasileiro,José Madueña (Mazatlán)
José Joaquín Esquivel,MEX,MF,25,5.2,8.0,3,4.0,4.0,0.0,2.0,7.0,28.6,5.0,7.0,2.0,5.0,8,16.0,11.0,0.0,Mazatlán,Brasileiro,José Joaquín Esquivel (Mazatlán)
Ventura Alvarado,USA,DF,31,4.5,6.0,3,6.0,0.0,0.0,4.0,7.0,57.1,3.0,6.0,3.0,3.0,6,12.0,17.0,0.0,Mazatlán,Brasileiro,Ventura Alvarado (Mazatlán)
Francisco Eduardo Venegas,MEX,DF,25,4.5,15.0,8,7.0,5.0,3.0,7.0,9.0,77.8,2.0,3.0,0.0,3.0,6,21.0,8.0,0.0,Mazatlán,Brasileiro,Francisco Eduardo Venegas (Mazatlán)
Néstor Vidrio,MEX,DF,34,3.2,5.0,3,5.0,0.0,0.0,4.0,6.0,66.7,2.0,6.0,3.0,3.0,3,8.0,23.0,0.0,Mazatlán,Brasileiro,Néstor Vidrio (Mazatlán)
Lucas Merolla,ARG,DF,28,3.1,5.0,2,4.0,1.0,0.0,2.0,4.0,50.0,2.0,6.0,4.0,2.0,5,10.0,22.0,0.0,Mazatlán,Brasileiro,Lucas Merolla (Mazatlán)
Ramiro Árciga,MEX,"MF,FW",19,2.4,12.0,6,9.0,2.0,1.0,5.0,7.0,71.4,2.0,3.0,0.0,3.0,3,15.0,1.0,0.0,Mazatlán,Brasileiro,Ramiro Árciga (Mazatlán)
Raúl Camacho,MEX,FW,21,2.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,4.0,0,0.0,6.0,0.0,Mazatlán,Brasileiro,Raúl Camacho (Mazatlán)
Ricardo Gutiérrez,MEX,GK,26,1.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mazatlán,Brasileiro,Ricardo Gutiérrez (Mazatlán)
Roberto Meraz,MEX,MF,24,1.1,4.0,3,1.0,2.0,1.0,3.0,3.0,100.0,0.0,3.0,1.0,2.0,1,5.0,0.0,0.0,Mazatlán,Brasileiro,Roberto Meraz (Mazatlán)
Miguel Sansores,MEX,"FW,MF",32,0.8,2.0,0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0,2.0,2.0,0.0,Mazatlán,Brasileiro,Miguel Sansores (Mazatlán)
Omar Moreno,MEX,"FW,DF",18,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mazatlán,Brasileiro,Omar Moreno (Mazatlán)
Edson Mata,MEX,DF,20,0.3,2.0,1,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,Mazatlán,Brasileiro,Edson Mata (Mazatlán)
Esteban Andrada,ARG,GK,32,16.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,4.0,1.0,Monterrey,Brasileiro,Esteban Andrada (Monterrey)
Maximiliano Meza,ARG,"MF,FW",31,12.3,27.0,18,14.0,7.0,6.0,13.0,32.0,40.6,19.0,9.0,0.0,9.0,9,36.0,9.0,0.0,Monterrey,Brasileiro,Maximiliano Meza (Monterrey)
Stefan Medina,COL,DF,31,13.0,34.0,22,20.0,12.0,2.0,19.0,30.0,63.3,11.0,13.0,9.0,4.0,15,49.0,38.0,0.0,Monterrey,Brasileiro,Stefan Medina (Monterrey)
Luis Romo,MEX,MF,28,12.8,27.0,14,5.0,15.0,7.0,11.0,22.0,50.0,11.0,12.0,4.0,8.0,7,34.0,10.0,1.0,Monterrey,Brasileiro,Luis Romo (Monterrey)
Víctor Guzmán,MEX,DF,21,12.5,22.0,12,16.0,6.0,0.0,9.0,9.0,100.0,0.0,15.0,7.0,8.0,16,38.0,37.0,1.0,Monterrey,Brasileiro,Víctor Guzmán (Monterrey)
Rogelio Funes Mori,MEX,FW,32,11.4,4.0,1,0.0,2.0,2.0,1.0,5.0,20.0,4.0,4.0,0.0,4.0,1,5.0,8.0,0.0,Monterrey,Brasileiro,Rogelio Funes Mori (Monterrey)
Sebastián Vegas,CHI,DF,27,13.2,19.0,14,10.0,9.0,0.0,9.0,26.0,34.6,17.0,17.0,10.0,7.0,14,33.0,46.0,0.0,Monterrey,Brasileiro,Sebastián Vegas (Monterrey)
Jesús Gallardo,MEX,DF,29,12.1,29.0,14,12.0,13.0,4.0,13.0,24.0,54.2,11.0,15.0,3.0,12.0,10,39.0,23.0,0.0,Monterrey,Brasileiro,Jesús Gallardo (Monterrey)
Jordi Cortizo,MEX,"MF,FW",27,7.6,20.0,11,9.0,6.0,5.0,7.0,22.0,31.8,15.0,9.0,0.0,9.0,6,26.0,0.0,0.0,Monterrey,Brasileiro,Jordi Cortizo (Monterrey)
Omar Govea,MEX,MF,27,9.9,13.0,10,4.0,8.0,1.0,5.0,10.0,50.0,5.0,12.0,3.0,9.0,11,24.0,9.0,0.0,Monterrey,Brasileiro,Omar Govea (Monterrey)
Héctor Moreno,MEX,DF,35,7.7,4.0,1,3.0,0.0,1.0,3.0,6.0,50.0,3.0,8.0,4.0,4.0,10,14.0,19.0,0.0,Monterrey,Brasileiro,Héctor Moreno (Monterrey)
Jesús Corona,MEX,"MF,FW",30,6.6,8.0,5,2.0,3.0,3.0,3.0,8.0,37.5,5.0,8.0,0.0,8.0,3,11.0,3.0,0.0,Monterrey,Brasileiro,Jesús Corona (Monterrey)
Jonathan González,MEX,MF,24,6.6,10.0,6,5.0,5.0,0.0,5.0,10.0,50.0,5.0,5.0,2.0,3.0,13,23.0,10.0,0.0,Monterrey,Brasileiro,Jonathan González (Monterrey)
Alfonso González,MEX,"MF,FW",29,5.6,11.0,7,1.0,6.0,4.0,4.0,8.0,50.0,4.0,6.0,1.0,5.0,4,15.0,2.0,0.0,Monterrey,Brasileiro,Alfonso González (Monterrey)
Germán Berterame,ARG,"FW,MF",25,6.1,4.0,1,1.0,3.0,0.0,0.0,4.0,0.0,4.0,5.0,0.0,5.0,3,7.0,5.0,0.0,Monterrey,Brasileiro,Germán Berterame (Monterrey)
Érick Aguirre,MEX,DF,26,5.1,19.0,11,14.0,4.0,1.0,13.0,16.0,81.3,3.0,6.0,0.0,6.0,4,23.0,14.0,0.0,Monterrey,Brasileiro,Érick Aguirre (Monterrey)
Sergio Canales,ESP,"FW,MF",32,4.2,4.0,2,1.0,3.0,0.0,3.0,8.0,37.5,5.0,1.0,0.0,1.0,0,4.0,1.0,0.0,Monterrey,Brasileiro,Sergio Canales (Monterrey)
Joao Joshimar Rojas,ECU,"MF,FW",26,4.4,4.0,3,0.0,3.0,1.0,2.0,6.0,33.3,4.0,2.0,0.0,2.0,2,6.0,1.0,0.0,Monterrey,Brasileiro,Joao Joshimar Rojas (Monterrey)
César Bustos,MEX,DF,18,3.1,10.0,6,6.0,4.0,0.0,5.0,7.0,71.4,2.0,4.0,0.0,4.0,2,12.0,3.0,0.0,Monterrey,Brasileiro,César Bustos (Monterrey)
Ali Ávila,MEX,FW,20,3.0,3.0,0,1.0,0.0,2.0,3.0,4.0,75.0,1.0,1.0,0.0,1.0,0,3.0,2.0,0.0,Monterrey,Brasileiro,Ali Ávila (Monterrey)
Celso Ortiz,PAR,MF,34,2.1,3.0,0,2.0,1.0,0.0,2.0,5.0,40.0,3.0,1.0,1.0,0.0,8,11.0,1.0,0.0,Monterrey,Brasileiro,Celso Ortiz (Monterrey)
César Garza,MEX,"MF,FW",18,2.8,5.0,2,0.0,5.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,2,7.0,4.0,0.0,Monterrey,Brasileiro,César Garza (Monterrey)
Daniel Alexis Parra,MEX,DF,24,1.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2,2.0,2.0,0.0,Monterrey,Brasileiro,Daniel Alexis Parra (Monterrey)
Luis Cárdenas,MEX,GK,30,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,3.0,0.0,Monterrey,Brasileiro,Luis Cárdenas (Monterrey)
Victor Lopez,MEX,"MF,FW",20,2.3,6.0,3,2.0,2.0,2.0,2.0,5.0,40.0,3.0,5.0,0.0,5.0,2,8.0,0.0,0.0,Monterrey,Brasileiro,Victor Lopez (Monterrey)
Rodrigo Aguirre,URU,"FW,MF",29,1.7,2.0,1,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1,3.0,0.0,0.0,Monterrey,Brasileiro,Rodrigo Aguirre (Monterrey)
Ángel Jordán Acosta,MEX,"MF,FW",18,0.5,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,Monterrey,Brasileiro,Ángel Jordán Acosta (Monterrey)
Edson Gutiérrez,MEX,DF,27,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,3.0,0.0,Monterrey,Brasileiro,Edson Gutiérrez (Monterrey)
Isidro Suárez,MEX,FW,20,0.2,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Monterrey,Brasileiro,Isidro Suárez (Monterrey)
Joaquín Moxica,MEX,FW,17,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Monterrey,Brasileiro,Joaquín Moxica (Monterrey)
Kevin Ortega,MEX,"MF,FW",21,0.2,2.0,1,1.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,2.0,0.0,0.0,Monterrey,Brasileiro,Kevin Ortega (Monterrey)
