Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Team,Championship,Player_Team
Cristian Jiménez,MEX,"DF,MF",21,1.0,61.0,4.0,30.0,28.0,4.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,33.0,150.0,59.0,1.0,1.0,0.0,4.0,2.0,38.0,0.0,Cruz Azul,Brasileiro,Cristian Jiménez (Cruz Azul)
Alan Zubiri,MEX,DF,22,1.0,57.0,7.0,36.0,21.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,42.0,228.0,105.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,Cruz Azul,Brasileiro,Alan Zubiri (Cruz Azul)
Luis Iturbide,MEX,DF,21,0.5,27.0,2.0,7.0,13.0,7.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,11.0,24.0,5.0,0.0,1.0,0.0,1.0,1.0,11.0,2.0,Cruz Azul,Brasileiro,Luis Iturbide (Cruz Azul)
Jesús Dueñas,MEX,"MF,FW",34,0.9,100.0,1.0,17.0,68.0,16.0,0.0,100.0,1.0,0.0,0.0,1.0,100.0,68.0,350.0,194.0,3.0,2.0,0.0,0.0,1.0,77.0,7.0,Cruz Azul,Brasileiro,Jesús Dueñas (Cruz Azul)
Alonso Escoboza,MEX,DF,30,0.9,56.0,4.0,15.0,25.0,17.0,1.0,56.0,3.0,2.0,66.7,1.0,33.3,27.0,194.0,89.0,2.0,2.0,0.0,1.0,0.0,28.0,4.0,Cruz Azul,Brasileiro,Alonso Escoboza (Cruz Azul)
Josué Díaz,MEX,"DF,MF",19,0.5,23.0,0.0,7.0,11.0,6.0,1.0,23.0,2.0,2.0,100.0,0.0,0.0,14.0,61.0,22.0,0.0,0.0,0.0,1.0,0.0,14.0,2.0,Cruz Azul,Brasileiro,Josué Díaz (Cruz Azul)
Raymundo Rubio,MEX,"DF,FW",22,0.1,10.0,0.0,3.0,6.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,45.0,28.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,Cruz Azul,Brasileiro,Raymundo Rubio (Cruz Azul)
Amaury Morales,MEX,"MF,DF",18,0.1,11.0,0.0,0.0,2.0,9.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,34.0,6.0,0.0,0.0,0.0,1.0,2.0,9.0,3.0,Cruz Azul,Brasileiro,Amaury Morales (Cruz Azul)
Alfredo Talavera,MEX,GK,41,16.3,582.0,520.0,580.0,3.0,0.0,0.0,582.0,1.0,1.0,100.0,0.0,0.0,294.0,1532.0,867.0,0.0,0.0,0.0,1.0,0.0,237.0,0.0,FC Juárez,Brasileiro,Alfredo Talavera (FC Juárez)
Luis Alfonso Rodríguez,MEX,DF,32,15.6,986.0,47.0,311.0,503.0,181.0,9.0,986.0,25.0,13.0,52.0,12.0,48.0,526.0,2705.0,1398.0,33.0,19.0,2.0,15.0,6.0,552.0,59.0,FC Juárez,Brasileiro,Luis Alfonso Rodríguez (FC Juárez)
Aitor García,ESP,"MF,FW",29,12.7,500.0,5.0,60.0,230.0,227.0,30.0,500.0,43.0,21.0,48.8,16.0,37.2,300.0,1913.0,1060.0,38.0,26.0,11.0,35.0,6.0,353.0,73.0,FC Juárez,Brasileiro,Aitor García (FC Juárez)
Javier Salas,MEX,MF,30,12.5,631.0,41.0,231.0,372.0,36.0,6.0,631.0,6.0,3.0,50.0,3.0,50.0,397.0,1622.0,722.0,1.0,2.0,0.0,4.0,4.0,447.0,7.0,FC Juárez,Brasileiro,Javier Salas (FC Juárez)
José García,MEX,DF,27,13.7,868.0,127.0,498.0,352.0,20.0,13.0,868.0,1.0,0.0,0.0,1.0,100.0,526.0,2287.0,1415.0,4.0,3.0,1.0,5.0,0.0,591.0,2.0,FC Juárez,Brasileiro,José García (FC Juárez)
Moises Castillo,COL,DF,22,13.0,793.0,93.0,461.0,317.0,20.0,9.0,793.0,16.0,8.0,50.0,8.0,50.0,475.0,2234.0,1096.0,7.0,4.0,2.0,10.0,6.0,501.0,3.0,FC Juárez,Brasileiro,Moises Castillo (FC Juárez)
Avilés Hurtado,COL,"FW,MF",36,11.8,612.0,9.0,41.0,317.0,270.0,47.0,608.0,33.0,12.0,36.4,16.0,48.5,405.0,2572.0,1202.0,47.0,27.0,15.0,49.0,17.0,438.0,88.0,FC Juárez,Brasileiro,Avilés Hurtado (FC Juárez)
Diego Chávez Collins,MEX,"FW,MF",28,10.0,390.0,20.0,72.0,165.0,156.0,36.0,390.0,18.0,10.0,55.6,8.0,44.4,194.0,880.0,390.0,14.0,9.0,5.0,19.0,10.0,220.0,55.0,FC Juárez,Brasileiro,Diego Chávez Collins (FC Juárez)
Denzell García,MEX,MF,20,9.9,578.0,20.0,118.0,402.0,73.0,1.0,578.0,17.0,13.0,76.5,3.0,17.6,352.0,1931.0,829.0,10.0,17.0,0.0,17.0,5.0,407.0,9.0,FC Juárez,Brasileiro,Denzell García (FC Juárez)
Aldo Cruz,MEX,DF,26,8.5,470.0,20.0,147.0,250.0,77.0,1.0,470.0,9.0,6.0,66.7,3.0,33.3,224.0,1055.0,489.0,6.0,6.0,0.0,13.0,4.0,253.0,21.0,FC Juárez,Brasileiro,Aldo Cruz (FC Juárez)
Sebastián Saucedo,USA,"FW,MF",26,7.3,323.0,5.0,37.0,164.0,124.0,8.0,323.0,17.0,8.0,47.1,5.0,29.4,208.0,1258.0,474.0,11.0,7.0,3.0,14.0,8.0,228.0,33.0,FC Juárez,Brasileiro,Sebastián Saucedo (FC Juárez)
Andrija Vukčević,MNE,DF,27,7.0,288.0,14.0,90.0,119.0,86.0,8.0,288.0,12.0,4.0,33.3,6.0,50.0,162.0,969.0,454.0,19.0,12.0,5.0,4.0,7.0,161.0,34.0,FC Juárez,Brasileiro,Andrija Vukčević (FC Juárez)
Christian Oliva,URU,MF,27,5.6,333.0,7.0,74.0,195.0,74.0,5.0,333.0,6.0,4.0,66.7,2.0,33.3,185.0,793.0,368.0,5.0,3.0,0.0,8.0,1.0,196.0,7.0,FC Juárez,Brasileiro,Christian Oliva (FC Juárez)
Michael Santos,URU,FW,30,5.3,113.0,5.0,9.0,50.0,55.0,21.0,113.0,5.0,2.0,40.0,3.0,60.0,59.0,337.0,187.0,7.0,8.0,3.0,17.0,3.0,64.0,22.0,FC Juárez,Brasileiro,Michael Santos (FC Juárez)
Gonzalo Pelúa,URU,DF,20,4.5,302.0,47.0,150.0,152.0,8.0,1.0,302.0,10.0,5.0,50.0,5.0,50.0,174.0,1139.0,695.0,7.0,2.0,0.0,4.0,0.0,172.0,0.0,FC Juárez,Brasileiro,Gonzalo Pelúa (FC Juárez)
Diego Campillo,MEX,DF,22,3.7,231.0,25.0,103.0,111.0,20.0,4.0,231.0,3.0,0.0,0.0,3.0,100.0,111.0,594.0,414.0,7.0,6.0,0.0,2.0,1.0,117.0,3.0,FC Juárez,Brasileiro,Diego Campillo (FC Juárez)
Amaury Escoto,MEX,"FW,MF",31,4.6,119.0,4.0,9.0,49.0,62.0,20.0,119.0,4.0,0.0,0.0,4.0,100.0,63.0,347.0,113.0,3.0,2.0,0.0,13.0,2.0,84.0,15.0,FC Juárez,Brasileiro,Amaury Escoto (FC Juárez)
Sebastián Pérez Bouquet,MEX,"MF,FW",20,4.6,233.0,2.0,31.0,117.0,86.0,4.0,233.0,16.0,6.0,37.5,10.0,62.5,149.0,872.0,421.0,10.0,11.0,2.0,13.0,5.0,158.0,24.0,FC Juárez,Brasileiro,Sebastián Pérez Bouquet (FC Juárez)
Agustín Urzi,ARG,"MF,FW",23,3.8,218.0,2.0,23.0,84.0,113.0,15.0,218.0,20.0,7.0,35.0,13.0,65.0,129.0,768.0,276.0,9.0,12.0,1.0,14.0,10.0,150.0,41.0,FC Juárez,Brasileiro,Agustín Urzi (FC Juárez)
Haret Ortega,MEX,DF,23,3.0,167.0,31.0,82.0,84.0,1.0,1.0,167.0,0.0,0.0,0.0,0.0,0.0,73.0,302.0,182.0,0.0,1.0,0.0,1.0,0.0,92.0,0.0,FC Juárez,Brasileiro,Haret Ortega (FC Juárez)
Diego Valoyes,COL,MF,27,2.4,110.0,1.0,9.0,55.0,50.0,11.0,110.0,18.0,8.0,44.4,10.0,55.6,75.0,534.0,259.0,11.0,5.0,6.0,7.0,2.0,76.0,23.0,FC Juárez,Brasileiro,Diego Valoyes (FC Juárez)
Santiago Ormeño,PER,"FW,MF",29,1.9,47.0,0.0,2.0,22.0,24.0,6.0,46.0,1.0,1.0,100.0,0.0,0.0,18.0,108.0,31.0,1.0,4.0,0.0,6.0,2.0,24.0,4.0,FC Juárez,Brasileiro,Santiago Ormeño (FC Juárez)
César Sosa,MEX,MF,19,1.2,55.0,5.0,13.0,42.0,0.0,0.0,55.0,2.0,0.0,0.0,1.0,50.0,35.0,204.0,106.0,1.0,0.0,0.0,2.0,0.0,33.0,1.0,FC Juárez,Brasileiro,César Sosa (FC Juárez)
Mario Osuna,MEX,"MF,FW",35,3.1,198.0,11.0,48.0,122.0,29.0,2.0,198.0,1.0,0.0,0.0,1.0,100.0,117.0,519.0,215.0,2.0,3.0,0.0,3.0,2.0,125.0,5.0,FC Juárez,Brasileiro,Mario Osuna (FC Juárez)
Ángel Zapata,MEX,MF,22,2.9,200.0,4.0,34.0,127.0,39.0,5.0,200.0,6.0,2.0,33.3,3.0,50.0,133.0,730.0,396.0,4.0,8.0,0.0,2.0,6.0,151.0,4.0,FC Juárez,Brasileiro,Ángel Zapata (FC Juárez)
Francisco Nevarez,MEX,"DF,MF",23,0.7,40.0,3.0,14.0,22.0,5.0,0.0,40.0,1.0,1.0,100.0,0.0,0.0,21.0,185.0,50.0,0.0,2.0,0.0,0.0,2.0,30.0,2.0,FC Juárez,Brasileiro,Francisco Nevarez (FC Juárez)
Ramón Pasquel,MEX,GK,27,0.7,26.0,22.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,FC Juárez,Brasileiro,Ramón Pasquel (FC Juárez)
Jan Carmona,MEX,"FW,DF",19,0.5,31.0,0.0,3.0,13.0,15.0,1.0,31.0,3.0,1.0,33.3,2.0,66.7,17.0,73.0,39.0,1.0,1.0,0.0,0.0,1.0,15.0,3.0,FC Juárez,Brasileiro,Jan Carmona (FC Juárez)
Fernando Beltrán,MEX,MF,25,15.9,892.0,9.0,102.0,535.0,271.0,21.0,892.0,29.0,16.0,55.2,13.0,44.8,561.0,3153.0,1363.0,33.0,39.0,6.0,32.0,7.0,666.0,66.0,Guadalajara,Brasileiro,Fernando Beltrán (Guadalajara)
Miguel Jiménez Ponce,MEX,GK,33,15.8,465.0,394.0,464.0,2.0,0.0,0.0,465.0,0.0,0.0,0.0,0.0,0.0,220.0,1162.0,642.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,Guadalajara,Brasileiro,Miguel Jiménez Ponce (Guadalajara)
Ricardo Marín,MEX,FW,25,12.7,324.0,3.0,19.0,143.0,167.0,57.0,324.0,12.0,3.0,25.0,7.0,58.3,153.0,626.0,204.0,10.0,5.0,7.0,29.0,17.0,225.0,44.0,Guadalajara,Brasileiro,Ricardo Marín (Guadalajara)
Gilberto Sepúlveda,MEX,DF,24,14.4,751.0,76.0,397.0,335.0,25.0,7.0,751.0,2.0,1.0,50.0,1.0,50.0,387.0,2119.0,1134.0,6.0,7.0,1.0,5.0,4.0,444.0,3.0,Guadalajara,Brasileiro,Gilberto Sepúlveda (Guadalajara)
Alan Mozo,MEX,DF,26,14.3,947.0,38.0,246.0,427.0,284.0,11.0,947.0,51.0,24.0,47.1,23.0,45.1,450.0,2462.0,1255.0,32.0,25.0,4.0,28.0,13.0,514.0,81.0,Guadalajara,Brasileiro,Alan Mozo (Guadalajara)
Roberto Alvarado,MEX,"FW,MF",25,12.6,769.0,11.0,79.0,346.0,360.0,39.0,765.0,65.0,32.0,49.2,31.0,47.7,468.0,3211.0,1534.0,51.0,42.0,15.0,44.0,22.0,549.0,98.0,Guadalajara,Brasileiro,Roberto Alvarado (Guadalajara)
Fernando Rubén González,MEX,MF,29,12.1,674.0,32.0,168.0,443.0,73.0,7.0,674.0,7.0,3.0,42.9,4.0,57.1,274.0,1356.0,648.0,11.0,11.0,1.0,11.0,3.0,336.0,9.0,Guadalajara,Brasileiro,Fernando Rubén González (Guadalajara)
Jesús Orozco,MEX,DF,21,11.1,627.0,63.0,306.0,288.0,43.0,8.0,627.0,4.0,2.0,50.0,2.0,50.0,355.0,1999.0,1273.0,9.0,11.0,0.0,1.0,4.0,373.0,6.0,Guadalajara,Brasileiro,Jesús Orozco (Guadalajara)
Cristian Calderón,MEX,DF,26,11.2,602.0,31.0,192.0,266.0,148.0,12.0,602.0,12.0,6.0,50.0,5.0,41.7,260.0,1436.0,663.0,19.0,9.0,1.0,12.0,7.0,290.0,32.0,Guadalajara,Brasileiro,Cristian Calderón (Guadalajara)
Antonio Briseño,MEX,DF,29,9.5,500.0,68.0,256.0,224.0,21.0,18.0,500.0,0.0,0.0,0.0,0.0,0.0,204.0,927.0,480.0,2.0,2.0,0.0,6.0,2.0,257.0,1.0,Guadalajara,Brasileiro,Antonio Briseño (Guadalajara)
Víctor Guzmán,MEX,MF,28,8.5,525.0,11.0,63.0,268.0,200.0,13.0,524.0,5.0,3.0,60.0,2.0,40.0,264.0,1069.0,568.0,11.0,17.0,1.0,17.0,12.0,362.0,53.0,Guadalajara,Brasileiro,Víctor Guzmán (Guadalajara)
Isaác Brizuela,MEX,"FW,MF",33,7.5,271.0,3.0,39.0,90.0,148.0,26.0,271.0,15.0,9.0,60.0,5.0,33.3,163.0,1149.0,712.0,28.0,12.0,8.0,17.0,9.0,195.0,60.0,Guadalajara,Brasileiro,Isaác Brizuela (Guadalajara)
Erick Gutiérrez,MEX,MF,28,7.0,470.0,24.0,93.0,313.0,67.0,10.0,470.0,7.0,2.0,28.6,4.0,57.1,280.0,1424.0,762.0,15.0,7.0,0.0,10.0,5.0,328.0,16.0,Guadalajara,Brasileiro,Erick Gutiérrez (Guadalajara)
Jonathan Padilla,MEX,"MF,FW",18,6.3,324.0,6.0,42.0,131.0,161.0,27.0,324.0,34.0,18.0,52.9,12.0,35.3,192.0,1283.0,531.0,22.0,13.0,8.0,22.0,13.0,207.0,56.0,Guadalajara,Brasileiro,Jonathan Padilla (Guadalajara)
Alejandro Mayorga,MEX,DF,26,4.4,296.0,13.0,100.0,135.0,65.0,5.0,296.0,7.0,4.0,57.1,3.0,42.9,133.0,617.0,342.0,8.0,6.0,3.0,11.0,1.0,146.0,20.0,Guadalajara,Brasileiro,Alejandro Mayorga (Guadalajara)
Alexis Vega,MEX,FW,26,4.3,218.0,0.0,15.0,96.0,111.0,13.0,217.0,17.0,8.0,47.1,8.0,47.1,133.0,868.0,288.0,10.0,8.0,3.0,16.0,11.0,158.0,43.0,Guadalajara,Brasileiro,Alexis Vega (Guadalajara)
Ronaldo Cisneros,MEX,"FW,MF",26,4.5,83.0,1.0,6.0,29.0,50.0,14.0,83.0,4.0,0.0,0.0,4.0,100.0,56.0,160.0,63.0,2.0,1.0,0.0,10.0,4.0,66.0,16.0,Guadalajara,Brasileiro,Ronaldo Cisneros (Guadalajara)
Raúl Martínez,MEX,DF,20,3.0,129.0,20.0,75.0,54.0,3.0,1.0,129.0,2.0,1.0,50.0,1.0,50.0,60.0,356.0,160.0,1.0,1.0,0.0,3.0,0.0,61.0,0.0,Guadalajara,Brasileiro,Raúl Martínez (Guadalajara)
Jesús Sánchez García,MEX,DF,34,2.6,189.0,8.0,44.0,119.0,29.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,65.0,238.0,100.0,2.0,0.0,0.0,1.0,0.0,81.0,4.0,Guadalajara,Brasileiro,Jesús Sánchez García (Guadalajara)
Juan Brigido,MEX,"FW,DF",22,3.0,126.0,1.0,19.0,46.0,61.0,5.0,126.0,10.0,8.0,80.0,2.0,20.0,76.0,655.0,352.0,13.0,13.0,1.0,5.0,6.0,91.0,20.0,Guadalajara,Brasileiro,Juan Brigido (Guadalajara)
Pavel Pérez,MEX,"FW,MF",25,2.1,106.0,1.0,15.0,31.0,64.0,9.0,106.0,17.0,6.0,35.3,10.0,58.8,62.0,540.0,263.0,11.0,7.0,3.0,11.0,6.0,64.0,16.0,Guadalajara,Brasileiro,Pavel Pérez (Guadalajara)
José Rangel Aguilar,MEX,GK,23,1.2,41.0,38.0,41.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,20.0,78.0,48.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,Guadalajara,Brasileiro,José Rangel Aguilar (Guadalajara)
Alan Torres,MEX,MF,23,1.8,147.0,8.0,51.0,94.0,4.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,84.0,430.0,207.0,2.0,2.0,0.0,1.0,3.0,99.0,0.0,Guadalajara,Brasileiro,Alan Torres (Guadalajara)
Daniel Armando Ríos,MEX,"FW,DF",28,0.8,25.0,0.0,0.0,11.0,15.0,8.0,25.0,2.0,1.0,50.0,0.0,0.0,15.0,80.0,35.0,3.0,1.0,1.0,4.0,1.0,16.0,4.0,Guadalajara,Brasileiro,Daniel Armando Ríos (Guadalajara)
Zahid Muñoz,MEX,MF,22,0.2,12.0,1.0,2.0,6.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,Guadalajara,Brasileiro,Zahid Muñoz (Guadalajara)
Hiram Mier,MEX,MF,34,0.1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guadalajara,Brasileiro,Hiram Mier (Guadalajara)
Rodolfo Cota,MEX,GK,36,16.0,450.0,390.0,447.0,3.0,0.0,0.0,450.0,1.0,1.0,100.0,0.0,0.0,235.0,1356.0,825.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,León,Brasileiro,Rodolfo Cota (León)
Adonis Frías,ARG,DF,25,16.0,1033.0,70.0,406.0,553.0,84.0,17.0,1033.0,7.0,5.0,71.4,2.0,28.6,640.0,3308.0,1964.0,20.0,23.0,1.0,8.0,3.0,703.0,5.0,León,Brasileiro,Adonis Frías (León)
Ángel Mena,ECU,"FW,MF",35,13.7,949.0,18.0,79.0,393.0,486.0,62.0,949.0,43.0,28.0,65.1,13.0,30.2,627.0,4161.0,2135.0,74.0,51.0,19.0,31.0,16.0,733.0,127.0,León,Brasileiro,Ángel Mena (León)
Iván Moreno,MEX,"DF,MF",25,12.0,771.0,20.0,135.0,315.0,326.0,26.0,771.0,29.0,11.0,37.9,17.0,58.6,431.0,2540.0,1337.0,40.0,34.0,8.0,28.0,12.0,500.0,100.0,León,Brasileiro,Iván Moreno (León)
Osvaldo Rodríguez del Portal,MEX,DF,27,11.5,755.0,33.0,270.0,355.0,140.0,18.0,755.0,11.0,6.0,54.5,5.0,45.5,388.0,1680.0,761.0,7.0,10.0,0.0,16.0,2.0,462.0,31.0,León,Brasileiro,Osvaldo Rodríguez del Portal (León)
Lucas Romero,ARG,MF,29,10.8,777.0,16.0,141.0,496.0,147.0,8.0,777.0,12.0,7.0,58.3,4.0,33.3,487.0,2025.0,958.0,10.0,22.0,2.0,15.0,9.0,575.0,13.0,León,Brasileiro,Lucas Romero (León)
José Iván Rodríguez,MEX,MF,27,11.2,684.0,22.0,145.0,469.0,77.0,2.0,684.0,12.0,9.0,75.0,3.0,25.0,364.0,1811.0,830.0,14.0,12.0,0.0,10.0,7.0,455.0,12.0,León,Brasileiro,José Iván Rodríguez (León)
William Tesillo,COL,DF,33,10.8,778.0,62.0,352.0,329.0,105.0,18.0,778.0,15.0,7.0,46.7,8.0,53.3,419.0,1980.0,1029.0,12.0,4.0,1.0,11.0,2.0,482.0,24.0,León,Brasileiro,William Tesillo (León)
Alfonso Alvarado,MEX,"FW,MF",23,9.9,312.0,12.0,39.0,151.0,125.0,38.0,312.0,15.0,8.0,53.3,7.0,46.7,187.0,1058.0,350.0,7.0,11.0,3.0,27.0,7.0,226.0,36.0,León,Brasileiro,Alfonso Alvarado (León)
Federico Viñas,URU,FW,25,8.8,257.0,9.0,14.0,105.0,142.0,44.0,257.0,18.0,10.0,55.6,7.0,38.9,158.0,874.0,311.0,8.0,8.0,4.0,28.0,13.0,191.0,48.0,León,Brasileiro,Federico Viñas (León)
Elías Hernández,MEX,"MF,DF",35,7.8,506.0,7.0,72.0,216.0,227.0,19.0,506.0,20.0,9.0,45.0,10.0,50.0,280.0,1573.0,739.0,18.0,12.0,4.0,9.0,6.0,332.0,49.0,León,Brasileiro,Elías Hernández (León)
Nicolás López,URU,"FW,MF",30,7.7,444.0,3.0,28.0,142.0,279.0,41.0,444.0,27.0,17.0,63.0,9.0,33.3,286.0,1523.0,650.0,25.0,22.0,5.0,22.0,19.0,335.0,63.0,León,Brasileiro,Nicolás López (León)
Fidel Ambríz,MEX,MF,20,7.8,534.0,9.0,97.0,322.0,119.0,23.0,534.0,10.0,6.0,60.0,4.0,40.0,307.0,1628.0,753.0,14.0,14.0,1.0,6.0,9.0,397.0,9.0,León,Brasileiro,Fidel Ambríz (León)
Jaine Barreiro,COL,DF,29,7.0,488.0,38.0,179.0,244.0,73.0,15.0,488.0,8.0,3.0,37.5,3.0,37.5,298.0,1632.0,1038.0,15.0,14.0,0.0,8.0,4.0,323.0,12.0,León,Brasileiro,Jaine Barreiro (León)
Paul Bellón,MEX,DF,26,6.5,406.0,68.0,245.0,149.0,15.0,6.0,406.0,2.0,2.0,100.0,0.0,0.0,235.0,1098.0,514.0,1.0,1.0,0.0,2.0,2.0,267.0,2.0,León,Brasileiro,Paul Bellón (León)
José David Ramírez,MEX,"DF,MF",28,6.4,438.0,5.0,66.0,225.0,154.0,11.0,438.0,9.0,5.0,55.6,3.0,33.3,264.0,1595.0,756.0,20.0,10.0,6.0,9.0,6.0,318.0,60.0,León,Brasileiro,José David Ramírez (León)
Brian Rubio,MEX,FW,27,4.9,209.0,9.0,18.0,100.0,94.0,24.0,209.0,6.0,5.0,83.3,1.0,16.7,128.0,778.0,198.0,8.0,5.0,2.0,25.0,8.0,160.0,27.0,León,Brasileiro,Brian Rubio (León)
Borja Sánchez Laborde,ESP,"MF,DF",27,3.9,255.0,3.0,34.0,122.0,101.0,13.0,255.0,21.0,13.0,61.9,7.0,33.3,170.0,1035.0,398.0,11.0,9.0,2.0,10.0,11.0,194.0,33.0,León,Brasileiro,Borja Sánchez Laborde (León)
Víctor Dávila,CHI,FW,26,2.8,190.0,1.0,7.0,80.0,103.0,18.0,190.0,6.0,3.0,50.0,3.0,50.0,118.0,538.0,228.0,7.0,7.0,1.0,9.0,6.0,152.0,29.0,León,Brasileiro,Víctor Dávila (León)
Omar Fernández Frasica,COL,"MF,FW",30,4.0,310.0,5.0,50.0,168.0,94.0,5.0,310.0,10.0,5.0,50.0,5.0,50.0,201.0,1363.0,688.0,13.0,13.0,1.0,3.0,7.0,232.0,25.0,León,Brasileiro,Omar Fernández Frasica (León)
Jesús Angulo,MEX,MF,26,1.8,126.0,0.0,14.0,72.0,42.0,4.0,126.0,8.0,4.0,50.0,3.0,37.5,73.0,374.0,98.0,3.0,2.0,1.0,6.0,4.0,96.0,12.0,León,Brasileiro,Jesús Angulo (León)
Héctor Uribe,MEX,"MF,DF",19,1.5,68.0,2.0,14.0,29.0,25.0,4.0,68.0,5.0,1.0,20.0,3.0,60.0,55.0,427.0,258.0,5.0,3.0,1.0,7.0,2.0,53.0,11.0,León,Brasileiro,Héctor Uribe (León)
Sebastian Santos,MEX,"FW,MF",20,1.4,71.0,0.0,7.0,34.0,32.0,10.0,71.0,3.0,1.0,33.3,1.0,33.3,45.0,451.0,197.0,7.0,2.0,3.0,7.0,3.0,55.0,9.0,León,Brasileiro,Sebastian Santos (León)
Alfonso Blanco Antúnez,MEX,GK,36,1.0,24.0,22.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,13.0,56.0,44.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,León,Brasileiro,Alfonso Blanco Antúnez (León)
Luís Cervantes,MEX,DF,22,0.4,41.0,0.0,8.0,18.0,15.0,0.0,41.0,1.0,1.0,100.0,0.0,0.0,16.0,82.0,54.0,1.0,2.0,0.0,2.0,2.0,21.0,5.0,León,Brasileiro,Luís Cervantes (León)
Oscar Villa,MEX,DF,22,0.4,26.0,1.0,9.0,12.0,6.0,0.0,26.0,1.0,1.0,100.0,0.0,0.0,10.0,88.0,43.0,0.0,1.0,0.0,0.0,1.0,9.0,3.0,León,Brasileiro,Oscar Villa (León)
Facundo Almada,ARG,DF,25,17.0,859.0,109.0,430.0,412.0,26.0,14.0,859.0,4.0,4.0,100.0,0.0,0.0,477.0,2568.0,1653.0,13.0,6.0,0.0,8.0,3.0,522.0,6.0,Mazatlán,Brasileiro,Facundo Almada (Mazatlán)
Jefferson Intriago,ECU,MF,27,17.0,1007.0,26.0,223.0,690.0,105.0,4.0,1007.0,37.0,20.0,54.1,13.0,35.1,696.0,3870.0,1728.0,21.0,20.0,3.0,20.0,22.0,755.0,15.0,Mazatlán,Brasileiro,Jefferson Intriago (Mazatlán)
Hugo González Durán,MEX,GK,33,15.3,621.0,513.0,620.0,1.0,0.0,0.0,621.0,1.0,1.0,100.0,0.0,0.0,322.0,1919.0,1180.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,Mazatlán,Brasileiro,Hugo González Durán (Mazatlán)
Bryan Colula,MEX,DF,27,11.5,615.0,44.0,198.0,252.0,170.0,12.0,615.0,7.0,2.0,28.6,5.0,71.4,290.0,1445.0,819.0,22.0,16.0,3.0,11.0,3.0,303.0,54.0,Mazatlán,Brasileiro,Bryan Colula (Mazatlán)
Josué Colmán,PAR,"MF,FW",25,10.9,545.0,7.0,67.0,266.0,217.0,29.0,544.0,54.0,36.0,66.7,18.0,33.3,310.0,1834.0,906.0,29.0,16.0,12.0,40.0,15.0,375.0,54.0,Mazatlán,Brasileiro,Josué Colmán (Mazatlán)
Luis Amarilla,PAR,FW,28,9.5,390.0,20.0,47.0,180.0,167.0,31.0,390.0,25.0,9.0,36.0,13.0,52.0,239.0,1223.0,472.0,14.0,17.0,3.0,36.0,9.0,282.0,48.0,Mazatlán,Brasileiro,Luis Amarilla (Mazatlán)
Jair Díaz,MEX,DF,25,9.0,510.0,33.0,215.0,217.0,82.0,8.0,510.0,12.0,9.0,75.0,3.0,25.0,261.0,1198.0,674.0,8.0,8.0,1.0,12.0,7.0,304.0,21.0,Mazatlán,Brasileiro,Jair Díaz (Mazatlán)
Édgar Yoel Bárcenas,PAN,"FW,MF",30,8.9,440.0,6.0,55.0,206.0,194.0,37.0,440.0,36.0,15.0,41.7,20.0,55.6,284.0,1794.0,816.0,20.0,19.0,13.0,34.0,15.0,330.0,67.0,Mazatlán,Brasileiro,Édgar Yoel Bárcenas (Mazatlán)
Sergio Adrián Flores,MEX,MF,28,10.3,579.0,38.0,210.0,336.0,41.0,2.0,579.0,5.0,2.0,40.0,2.0,40.0,263.0,863.0,359.0,2.0,2.0,0.0,6.0,2.0,323.0,4.0,Mazatlán,Brasileiro,Sergio Adrián Flores (Mazatlán)
