Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Team,Championship,Player_Team
Agustín Urzi,ARG,"MF,FW",23,3.8,1,10,6,60.0,2.62,1.57,0.1,0.17,17.1,0.0,0,0,0.5,0.5,0.05,0.5,0.5,FC Juárez,Brasileiro,Agustín Urzi (FC Juárez)
Haret Ortega,MEX,DF,23,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Haret Ortega (FC Juárez)
Diego Valoyes,COL,MF,27,2.4,1,6,1,16.7,2.47,0.41,0.17,1.0,18.9,0.0,0,0,0.3,0.3,0.04,0.7,0.7,FC Juárez,Brasileiro,Diego Valoyes (FC Juárez)
Santiago Ormeño,PER,"FW,MF",29,1.9,1,3,0,0.0,1.55,0.0,0.0,0.0,20.4,0.0,1,1,0.9,0.1,0.05,0.1,-0.1,FC Juárez,Brasileiro,Santiago Ormeño (FC Juárez)
César Sosa,MEX,MF,19,1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,César Sosa (FC Juárez)
Mario Osuna,MEX,"MF,FW",35,3.1,0,2,0,0.0,0.65,0.0,0.0,0.0,31.6,0.0,0,0,0.0,0.0,0.02,0.0,0.0,FC Juárez,Brasileiro,Mario Osuna (FC Juárez)
Ángel Zapata,MEX,MF,22,2.9,1,5,1,20.0,1.72,0.34,0.2,1.0,29.1,0.0,0,0,0.1,0.1,0.02,0.9,0.9,FC Juárez,Brasileiro,Ángel Zapata (FC Juárez)
Francisco Nevarez,MEX,"DF,MF",23,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Francisco Nevarez (FC Juárez)
Ramón Pasquel,MEX,GK,27,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Ramón Pasquel (FC Juárez)
Jan Carmona,MEX,"FW,DF",19,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,FC Juárez,Brasileiro,Jan Carmona (FC Juárez)
Fernando Beltrán,MEX,MF,25,15.9,3,19,7,36.8,1.19,0.44,0.16,0.43,19.6,0.0,0,0,1.9,1.9,0.1,1.1,1.1,Guadalajara,Brasileiro,Fernando Beltrán (Guadalajara)
Miguel Jiménez Ponce,MEX,GK,33,15.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Guadalajara,Brasileiro,Miguel Jiménez Ponce (Guadalajara)
Ricardo Marín,MEX,FW,25,12.7,4,25,6,24.0,1.98,0.47,0.16,0.67,14.0,0.0,0,0,3.3,3.2,0.13,0.7,0.8,Guadalajara,Brasileiro,Ricardo Marín (Guadalajara)
Gilberto Sepúlveda,MEX,DF,24,14.4,0,3,0,0.0,0.21,0.0,0.0,0.0,11.1,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Guadalajara,Brasileiro,Gilberto Sepúlveda (Guadalajara)
Alan Mozo,MEX,DF,26,14.3,0,9,1,11.1,0.63,0.07,0.0,0.0,25.0,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Guadalajara,Brasileiro,Alan Mozo (Guadalajara)
Roberto Alvarado,MEX,"FW,MF",25,12.6,6,20,9,45.0,1.58,0.71,0.1,0.22,22.8,2.0,4,4,4.7,1.5,0.08,1.3,0.5,Guadalajara,Brasileiro,Roberto Alvarado (Guadalajara)
Fernando Rubén González,MEX,MF,29,12.1,0,3,1,33.3,0.25,0.08,0.0,0.0,25.4,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Guadalajara,Brasileiro,Fernando Rubén González (Guadalajara)
Jesús Orozco,MEX,DF,21,11.1,0,6,0,0.0,0.54,0.0,0.0,0.0,15.7,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Guadalajara,Brasileiro,Jesús Orozco (Guadalajara)
Cristian Calderón,MEX,DF,26,11.2,0,7,0,0.0,0.63,0.0,0.0,0.0,16.7,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Guadalajara,Brasileiro,Cristian Calderón (Guadalajara)
Antonio Briseño,MEX,DF,29,9.5,1,7,3,42.9,0.74,0.32,0.14,0.33,12.5,0.0,0,0,0.5,0.5,0.07,0.5,0.5,Guadalajara,Brasileiro,Antonio Briseño (Guadalajara)
Víctor Guzmán,MEX,MF,28,8.5,0,16,5,31.3,1.87,0.59,0.0,0.0,24.2,0.0,0,1,1.7,0.9,0.05,-1.7,-0.9,Guadalajara,Brasileiro,Víctor Guzmán (Guadalajara)
Isaác Brizuela,MEX,"FW,MF",33,7.5,0,11,2,18.2,1.47,0.27,0.0,0.0,17.0,0.0,0,0,0.7,0.7,0.06,-0.7,-0.7,Guadalajara,Brasileiro,Isaác Brizuela (Guadalajara)
Erick Gutiérrez,MEX,MF,28,7.0,1,15,4,26.7,2.14,0.57,0.07,0.25,21.2,0.0,0,0,1.7,1.7,0.11,-0.7,-0.7,Guadalajara,Brasileiro,Erick Gutiérrez (Guadalajara)
Jonathan Padilla,MEX,"MF,FW",18,6.3,3,16,8,50.0,2.52,1.26,0.19,0.38,21.4,0.0,0,0,1.1,1.1,0.07,1.9,1.9,Guadalajara,Brasileiro,Jonathan Padilla (Guadalajara)
Alejandro Mayorga,MEX,DF,26,4.4,0,6,1,16.7,1.37,0.23,0.0,0.0,20.8,0.0,0,0,0.6,0.6,0.09,-0.6,-0.6,Guadalajara,Brasileiro,Alejandro Mayorga (Guadalajara)
Alexis Vega,MEX,FW,26,4.3,1,11,6,54.5,2.58,1.41,0.09,0.17,23.5,3.0,0,1,1.7,1.0,0.09,-0.7,0.0,Guadalajara,Brasileiro,Alexis Vega (Guadalajara)
Ronaldo Cisneros,MEX,"FW,MF",26,4.5,2,13,4,30.8,2.86,0.88,0.15,0.5,16.2,0.0,0,0,1.0,1.0,0.08,1.0,1.0,Guadalajara,Brasileiro,Ronaldo Cisneros (Guadalajara)
Raúl Martínez,MEX,DF,20,3.0,0,1,0,0.0,0.33,0.0,0.0,0.0,11.0,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Guadalajara,Brasileiro,Raúl Martínez (Guadalajara)
Jesús Sánchez García,MEX,DF,34,2.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Guadalajara,Brasileiro,Jesús Sánchez García (Guadalajara)
Juan Brigido,MEX,"FW,DF",22,3.0,1,3,3,100.0,1.02,1.02,0.33,0.33,16.6,0.0,0,0,0.5,0.5,0.15,0.5,0.5,Guadalajara,Brasileiro,Juan Brigido (Guadalajara)
Pavel Pérez,MEX,"FW,MF",25,2.1,0,5,1,20.0,2.43,0.49,0.0,0.0,18.6,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4,Guadalajara,Brasileiro,Pavel Pérez (Guadalajara)
José Rangel Aguilar,MEX,GK,23,1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Guadalajara,Brasileiro,José Rangel Aguilar (Guadalajara)
Alan Torres,MEX,MF,23,1.8,0,1,1,100.0,0.56,0.56,0.0,0.0,34.1,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Guadalajara,Brasileiro,Alan Torres (Guadalajara)
Daniel Armando Ríos,MEX,"FW,DF",28,0.8,0,2,1,50.0,2.61,1.3,0.0,0.0,19.0,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Guadalajara,Brasileiro,Daniel Armando Ríos (Guadalajara)
Zahid Muñoz,MEX,MF,22,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Guadalajara,Brasileiro,Zahid Muñoz (Guadalajara)
Hiram Mier,MEX,MF,34,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Guadalajara,Brasileiro,Hiram Mier (Guadalajara)
Rodolfo Cota,MEX,GK,36,16.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,León,Brasileiro,Rodolfo Cota (León)
Adonis Frías,ARG,DF,25,16.0,0,20,3,15.0,1.25,0.19,0.0,0.0,14.9,1.0,0,0,1.6,1.6,0.08,-1.6,-1.6,León,Brasileiro,Adonis Frías (León)
Ángel Mena,ECU,"FW,MF",35,13.7,2,24,8,33.3,1.75,0.58,0.08,0.25,19.5,4.0,0,0,1.6,1.6,0.07,0.4,0.4,León,Brasileiro,Ángel Mena (León)
Iván Moreno,MEX,"DF,MF",25,12.0,1,13,6,46.2,1.08,0.5,0.08,0.17,18.0,0.0,0,0,0.9,0.9,0.07,0.1,0.1,León,Brasileiro,Iván Moreno (León)
Osvaldo Rodríguez del Portal,MEX,DF,27,11.5,1,10,3,30.0,0.87,0.26,0.1,0.33,14.7,0.0,0,0,1.0,1.0,0.1,0.0,0.0,León,Brasileiro,Osvaldo Rodríguez del Portal (León)
Lucas Romero,ARG,MF,29,10.8,0,10,2,20.0,0.92,0.18,0.0,0.0,23.4,0.0,0,0,0.9,0.9,0.09,-0.9,-0.9,León,Brasileiro,Lucas Romero (León)
José Iván Rodríguez,MEX,MF,27,11.2,0,5,0,0.0,0.45,0.0,0.0,0.0,29.2,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,León,Brasileiro,José Iván Rodríguez (León)
William Tesillo,COL,DF,33,10.8,0,9,0,0.0,0.84,0.0,0.0,0.0,20.0,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,León,Brasileiro,William Tesillo (León)
Alfonso Alvarado,MEX,"FW,MF",23,9.9,2,24,13,54.2,2.42,1.31,0.08,0.15,17.5,0.0,0,0,1.9,1.9,0.08,0.1,0.1,León,Brasileiro,Alfonso Alvarado (León)
Federico Viñas,URU,FW,25,8.8,6,35,16,45.7,3.98,1.82,0.17,0.38,13.4,0.0,0,0,4.1,4.1,0.12,1.9,1.9,León,Brasileiro,Federico Viñas (León)
Elías Hernández,MEX,"MF,DF",35,7.8,0,13,4,30.8,1.67,0.51,0.0,0.0,24.0,0.0,0,0,0.6,0.6,0.05,-0.6,-0.6,León,Brasileiro,Elías Hernández (León)
Nicolás López,URU,"FW,MF",30,7.7,3,41,13,31.7,5.36,1.7,0.07,0.23,21.9,1.0,0,0,2.8,2.8,0.07,0.2,0.2,León,Brasileiro,Nicolás López (León)
Fidel Ambríz,MEX,MF,20,7.8,1,22,6,27.3,2.82,0.77,0.05,0.17,19.6,0.0,0,0,1.2,1.2,0.06,-0.2,-0.2,León,Brasileiro,Fidel Ambríz (León)
Jaine Barreiro,COL,DF,29,7.0,1,10,5,50.0,1.43,0.72,0.1,0.2,10.6,0.0,0,0,1.8,1.8,0.18,-0.8,-0.8,León,Brasileiro,Jaine Barreiro (León)
Paul Bellón,MEX,DF,26,6.5,1,4,2,50.0,0.62,0.31,0.25,0.5,10.7,0.0,0,0,0.2,0.2,0.06,0.8,0.8,León,Brasileiro,Paul Bellón (León)
José David Ramírez,MEX,"DF,MF",28,6.4,0,3,2,66.7,0.47,0.31,0.0,0.0,24.5,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,León,Brasileiro,José David Ramírez (León)
Brian Rubio,MEX,FW,27,4.9,1,12,3,25.0,2.43,0.61,0.08,0.33,13.1,0.0,0,0,1.9,1.9,0.16,-0.9,-0.9,León,Brasileiro,Brian Rubio (León)
Borja Sánchez Laborde,ESP,"MF,DF",27,3.9,1,6,2,33.3,1.53,0.51,0.17,0.5,18.2,0.0,0,0,0.5,0.5,0.09,0.5,0.5,León,Brasileiro,Borja Sánchez Laborde (León)
Víctor Dávila,CHI,FW,26,2.8,0,12,4,33.3,4.22,1.41,0.0,0.0,19.6,1.0,0,0,0.7,0.7,0.06,-0.7,-0.7,León,Brasileiro,Víctor Dávila (León)
Omar Fernández Frasica,COL,"MF,FW",30,4.0,1,3,3,100.0,0.76,0.76,0.33,0.33,12.8,0.0,0,0,1.4,1.4,0.47,-0.4,-0.4,León,Brasileiro,Omar Fernández Frasica (León)
Jesús Angulo,MEX,MF,26,1.8,1,3,2,66.7,1.69,1.13,0.33,0.5,19.1,0.0,0,0,0.3,0.3,0.08,0.7,0.7,León,Brasileiro,Jesús Angulo (León)
Héctor Uribe,MEX,"MF,DF",19,1.5,0,2,1,50.0,1.33,0.67,0.0,0.0,15.3,0.0,0,0,0.3,0.3,0.15,-0.3,-0.3,León,Brasileiro,Héctor Uribe (León)
Sebastian Santos,MEX,"FW,MF",20,1.4,0,5,2,40.0,3.6,1.44,0.0,0.0,19.0,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,León,Brasileiro,Sebastian Santos (León)
Alfonso Blanco Antúnez,MEX,GK,36,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,León,Brasileiro,Alfonso Blanco Antúnez (León)
Luís Cervantes,MEX,DF,22,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,León,Brasileiro,Luís Cervantes (León)
Oscar Villa,MEX,DF,22,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,León,Brasileiro,Oscar Villa (León)
Facundo Almada,ARG,DF,25,17.0,2,11,3,27.3,0.65,0.18,0.18,0.67,15.2,0.0,0,0,0.6,0.6,0.05,1.4,1.4,Mazatlán,Brasileiro,Facundo Almada (Mazatlán)
Jefferson Intriago,ECU,MF,27,17.0,1,10,2,20.0,0.59,0.12,0.1,0.5,27.1,0.0,0,0,0.4,0.4,0.04,0.6,0.6,Mazatlán,Brasileiro,Jefferson Intriago (Mazatlán)
Hugo González Durán,MEX,GK,33,15.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Mazatlán,Brasileiro,Hugo González Durán (Mazatlán)
Bryan Colula,MEX,DF,27,11.5,1,6,3,50.0,0.52,0.26,0.17,0.33,19.1,0.0,0,0,0.7,0.7,0.12,0.3,0.3,Mazatlán,Brasileiro,Bryan Colula (Mazatlán)
Josué Colmán,PAR,"MF,FW",25,10.9,3,31,10,32.3,2.85,0.92,0.1,0.3,23.2,2.0,0,1,4.0,3.2,0.1,-1.0,-0.2,Mazatlán,Brasileiro,Josué Colmán (Mazatlán)
Luis Amarilla,PAR,FW,28,9.5,4,18,11,61.1,1.89,1.16,0.22,0.36,18.0,0.0,0,0,2.4,2.4,0.13,1.6,1.6,Mazatlán,Brasileiro,Luis Amarilla (Mazatlán)
Jair Díaz,MEX,DF,25,9.0,0,2,0,0.0,0.22,0.0,0.0,0.0,14.4,0.0,0,0,0.4,0.4,0.18,-0.4,-0.4,Mazatlán,Brasileiro,Jair Díaz (Mazatlán)
Édgar Yoel Bárcenas,PAN,"FW,MF",30,8.9,1,26,7,26.9,2.93,0.79,0.04,0.14,18.7,1.0,0,0,2.8,2.8,0.11,-1.8,-1.8,Mazatlán,Brasileiro,Édgar Yoel Bárcenas (Mazatlán)
Sergio Adrián Flores,MEX,MF,28,10.3,0,2,0,0.0,0.19,0.0,0.0,0.0,17.8,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Mazatlán,Brasileiro,Sergio Adrián Flores (Mazatlán)
Luis Olivas,MEX,DF,23,9.5,0,8,3,37.5,0.84,0.32,0.0,0.0,27.0,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Mazatlán,Brasileiro,Luis Olivas (Mazatlán)
Alan Medina,MEX,"FW,MF",26,7.5,0,5,1,20.0,0.67,0.13,0.0,0.0,22.0,0.0,0,0,0.6,0.6,0.12,-0.6,-0.6,Mazatlán,Brasileiro,Alan Medina (Mazatlán)
Arnaud Ake,CIV,FW,25,5.9,6,13,8,61.5,2.2,1.35,0.46,0.75,12.0,0.0,0,0,4.0,4.0,0.31,2.0,2.0,Mazatlán,Brasileiro,Arnaud Ake (Mazatlán)
Nicolás Benedetti,COL,"MF,FW",26,5.9,2,15,4,26.7,2.54,0.68,0.07,0.25,21.7,0.0,1,1,1.6,0.8,0.05,0.4,0.2,Mazatlán,Brasileiro,Nicolás Benedetti (Mazatlán)
Andres Montaño,MEX,MF,21,4.7,0,8,1,12.5,1.71,0.21,0.0,0.0,27.1,1.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Mazatlán,Brasileiro,Andres Montaño (Mazatlán)
Eduard Bello,VEN,"FW,MF",28,7.2,2,7,3,42.9,0.97,0.42,0.29,0.67,24.0,1.0,0,1,2.0,1.2,0.17,0.0,0.8,Mazatlán,Brasileiro,Eduard Bello (Mazatlán)
José Madueña,MEX,DF,33,5.5,1,2,2,100.0,0.36,0.36,0.5,0.5,16.0,0.0,0,0,0.5,0.5,0.25,0.5,0.5,Mazatlán,Brasileiro,José Madueña (Mazatlán)
José Joaquín Esquivel,MEX,MF,25,5.2,0,4,1,25.0,0.77,0.19,0.0,0.0,11.8,0.0,0,0,0.9,0.9,0.22,-0.9,-0.9,Mazatlán,Brasileiro,José Joaquín Esquivel (Mazatlán)
Ventura Alvarado,USA,DF,31,4.5,0,1,0,0.0,0.22,0.0,0.0,0.0,9.8,0.0,0,0,0.1,0.1,0.12,-0.1,-0.1,Mazatlán,Brasileiro,Ventura Alvarado (Mazatlán)
Francisco Eduardo Venegas,MEX,DF,25,4.5,2,8,4,50.0,1.8,0.9,0.25,0.5,21.6,1.0,0,0,0.6,0.6,0.07,1.4,1.4,Mazatlán,Brasileiro,Francisco Eduardo Venegas (Mazatlán)
Néstor Vidrio,MEX,DF,34,3.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Mazatlán,Brasileiro,Néstor Vidrio (Mazatlán)
Lucas Merolla,ARG,DF,28,3.1,0,2,0,0.0,0.65,0.0,0.0,0.0,9.8,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Mazatlán,Brasileiro,Lucas Merolla (Mazatlán)
Ramiro Árciga,MEX,"MF,FW",19,2.4,0,3,3,100.0,1.24,1.24,0.0,0.0,16.1,0.0,0,0,0.5,0.5,0.16,-0.5,-0.5,Mazatlán,Brasileiro,Ramiro Árciga (Mazatlán)
Raúl Camacho,MEX,FW,21,2.0,0,3,1,33.3,1.49,0.5,0.0,0.0,12.3,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Mazatlán,Brasileiro,Raúl Camacho (Mazatlán)
Ricardo Gutiérrez,MEX,GK,26,1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Mazatlán,Brasileiro,Ricardo Gutiérrez (Mazatlán)
Roberto Meraz,MEX,MF,24,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Mazatlán,Brasileiro,Roberto Meraz (Mazatlán)
Miguel Sansores,MEX,"FW,MF",32,0.8,0,2,1,50.0,2.65,1.32,0.0,0.0,10.4,0.0,0,0,0.2,0.2,0.1,-0.2,-0.2,Mazatlán,Brasileiro,Miguel Sansores (Mazatlán)
Omar Moreno,MEX,"FW,DF",18,0.6,0,1,1,100.0,1.58,1.58,0.0,0.0,21.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Mazatlán,Brasileiro,Omar Moreno (Mazatlán)
Edson Mata,MEX,DF,20,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Mazatlán,Brasileiro,Edson Mata (Mazatlán)
Esteban Andrada,ARG,GK,32,16.0,0,1,0,0.0,0.06,0.0,0.0,0.0,78.0,1.0,0,0,0.0,0.0,0.02,0.0,0.0,Monterrey,Brasileiro,Esteban Andrada (Monterrey)
Maximiliano Meza,ARG,"MF,FW",31,12.3,3,26,9,34.6,2.11,0.73,0.08,0.22,20.1,2.0,1,1,2.9,2.1,0.08,0.1,-0.1,Monterrey,Brasileiro,Maximiliano Meza (Monterrey)
Stefan Medina,COL,DF,31,13.0,1,9,1,11.1,0.69,0.08,0.11,1.0,15.5,0.0,0,0,1.2,1.2,0.13,-0.2,-0.2,Monterrey,Brasileiro,Stefan Medina (Monterrey)
Luis Romo,MEX,MF,28,12.8,0,21,3,14.3,1.64,0.23,0.0,0.0,19.7,0.0,0,0,1.1,1.1,0.05,-1.1,-1.1,Monterrey,Brasileiro,Luis Romo (Monterrey)
Víctor Guzmán,MEX,DF,21,12.5,0,4,0,0.0,0.32,0.0,0.0,0.0,10.9,0.0,0,0,0.4,0.4,0.1,-0.4,-0.4,Monterrey,Brasileiro,Víctor Guzmán (Monterrey)
Rogelio Funes Mori,MEX,FW,32,11.4,6,23,11,47.8,2.02,0.97,0.26,0.55,13.7,0.0,0,1,5.1,4.3,0.19,0.9,1.7,Monterrey,Brasileiro,Rogelio Funes Mori (Monterrey)
Sebastián Vegas,CHI,DF,27,13.2,1,10,3,30.0,0.76,0.23,0.1,0.33,12.1,0.0,0,0,0.5,0.5,0.05,0.5,0.5,Monterrey,Brasileiro,Sebastián Vegas (Monterrey)
Jesús Gallardo,MEX,DF,29,12.1,1,11,3,27.3,0.91,0.25,0.09,0.33,18.6,0.0,0,0,0.5,0.5,0.05,0.5,0.5,Monterrey,Brasileiro,Jesús Gallardo (Monterrey)
Jordi Cortizo,MEX,"MF,FW",27,7.6,1,16,5,31.3,2.1,0.66,0.06,0.2,21.7,1.0,0,0,0.7,0.7,0.04,0.3,0.3,Monterrey,Brasileiro,Jordi Cortizo (Monterrey)
Omar Govea,MEX,MF,27,9.9,0,7,2,28.6,0.71,0.2,0.0,0.0,26.1,1.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Monterrey,Brasileiro,Omar Govea (Monterrey)
Héctor Moreno,MEX,DF,35,7.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Monterrey,Brasileiro,Héctor Moreno (Monterrey)
Jesús Corona,MEX,"MF,FW",30,6.6,0,9,2,22.2,1.37,0.3,0.0,0.0,15.0,0.0,0,0,0.7,0.7,0.08,-0.7,-0.7,Monterrey,Brasileiro,Jesús Corona (Monterrey)
Jonathan González,MEX,MF,24,6.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Monterrey,Brasileiro,Jonathan González (Monterrey)
Alfonso González,MEX,"MF,FW",29,5.6,1,12,5,41.7,2.16,0.9,0.08,0.2,24.2,0.0,0,0,0.5,0.5,0.04,0.5,0.5,Monterrey,Brasileiro,Alfonso González (Monterrey)
Germán Berterame,ARG,"FW,MF",25,6.1,4,14,6,42.9,2.3,0.99,0.29,0.67,14.1,0.0,0,0,2.1,2.0,0.14,1.9,2.0,Monterrey,Brasileiro,Germán Berterame (Monterrey)
Érick Aguirre,MEX,DF,26,5.1,0,2,0,0.0,0.39,0.0,0.0,0.0,19.0,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Monterrey,Brasileiro,Érick Aguirre (Monterrey)
Sergio Canales,ESP,"FW,MF",32,4.2,3,7,2,28.6,1.65,0.47,0.14,0.5,28.6,2.0,2,2,1.9,0.3,0.05,1.1,0.7,Monterrey,Brasileiro,Sergio Canales (Monterrey)
Joao Joshimar Rojas,ECU,"MF,FW",26,4.4,2,15,5,33.3,3.44,1.15,0.13,0.4,24.0,2.0,0,0,1.1,1.1,0.08,0.9,0.9,Monterrey,Brasileiro,Joao Joshimar Rojas (Monterrey)
César Bustos,MEX,DF,18,3.1,0,2,1,50.0,0.64,0.32,0.0,0.0,10.6,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Monterrey,Brasileiro,César Bustos (Monterrey)
Ali Ávila,MEX,FW,20,3.0,0,3,1,33.3,1.01,0.34,0.0,0.0,9.8,0.0,0,0,0.5,0.5,0.17,-0.5,-0.5,Monterrey,Brasileiro,Ali Ávila (Monterrey)
Celso Ortiz,PAR,MF,34,2.1,0,1,0,0.0,0.49,0.0,0.0,0.0,29.8,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Monterrey,Brasileiro,Celso Ortiz (Monterrey)
César Garza,MEX,"MF,FW",18,2.8,1,6,2,33.3,2.13,0.71,0.17,0.5,17.4,0.0,0,0,1.7,1.7,0.28,-0.7,-0.7,Monterrey,Brasileiro,César Garza (Monterrey)
Daniel Alexis Parra,MEX,DF,24,1.0,0,4,1,25.0,4.0,1.0,0.0,0.0,21.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Monterrey,Brasileiro,Daniel Alexis Parra (Monterrey)
Luis Cárdenas,MEX,GK,30,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Monterrey,Brasileiro,Luis Cárdenas (Monterrey)
Victor Lopez,MEX,"MF,FW",20,2.3,2,9,4,44.4,3.84,1.71,0.22,0.5,23.1,0.0,0,0,0.7,0.7,0.08,1.3,1.3,Monterrey,Brasileiro,Victor Lopez (Monterrey)
Rodrigo Aguirre,URU,"FW,MF",29,1.7,0,9,3,33.3,5.16,1.72,0.0,0.0,19.8,1.0,0,0,1.0,1.0,0.11,-1.0,-1.0,Monterrey,Brasileiro,Rodrigo Aguirre (Monterrey)
Ángel Jordán Acosta,MEX,"MF,FW",18,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Monterrey,Brasileiro,Ángel Jordán Acosta (Monterrey)
Edson Gutiérrez,MEX,DF,27,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Monterrey,Brasileiro,Edson Gutiérrez (Monterrey)
Isidro Suárez,MEX,FW,20,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Monterrey,Brasileiro,Isidro Suárez (Monterrey)
Joaquín Moxica,MEX,FW,17,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Monterrey,Brasileiro,Joaquín Moxica (Monterrey)
Kevin Ortega,MEX,"MF,FW",21,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Monterrey,Brasileiro,Kevin Ortega (Monterrey)
Ricardo Rentería,MEX,FW,21,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Monterrey,Brasileiro,Ricardo Rentería (Monterrey)
Alexis Francisco Peña,MEX,DF,27,17.0,2,9,3,33.3,0.53,0.18,0.22,0.67,13.0,0.0,0,0,0.5,0.5,0.06,1.5,1.5,Necaxa,Brasileiro,Alexis Francisco Peña (Necaxa)
Bryan Garnica,MEX,MF,27,14.9,0,14,4,28.6,0.94,0.27,0.0,0.0,18.2,0.0,0,0,1.7,1.7,0.12,-1.7,-1.7,Necaxa,Brasileiro,Bryan Garnica (Necaxa)
