Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Team,Championship,Player_Team
Rodrigo Insúa,ARG,DF,25.0,15.6,424.0,685.0,61.9,7814.0,3915.0,176.0,218.0,80.7,184.0,278.0,66.2,54.0,139.0,38.8,2,1.4,1.5,0.6,15.0,44.0,16.0,8.0,67.0,Barracas Central,Brasileiro,Rodrigo Insúa (Barracas Central)
Rodrigo Herrera,ARG,MF,22.0,12.8,434.0,538.0,80.7,8005.0,2332.0,169.0,198.0,85.4,209.0,246.0,85.0,45.0,68.0,66.2,1,0.4,0.4,0.6,10.0,39.0,6.0,2.0,42.0,Barracas Central,Brasileiro,Rodrigo Herrera (Barracas Central)
Lucas Colitto,ARG,MF,28.0,9.0,228.0,330.0,69.1,3381.0,1076.0,136.0,170.0,80.0,66.0,93.0,71.0,19.0,38.0,50.0,0,1.1,1.3,-1.1,12.0,23.0,14.0,7.0,33.0,Barracas Central,Brasileiro,Lucas Colitto (Barracas Central)
Alexis Dominguez,ARG,FW,26.0,8.4,106.0,187.0,56.7,1334.0,249.0,62.0,94.0,66.0,27.0,51.0,52.9,4.0,11.0,36.4,0,0.2,0.6,-0.2,3.0,6.0,4.0,1.0,11.0,Barracas Central,Brasileiro,Alexis Dominguez (Barracas Central)
Ricardo Centurión,ARG,"FW,MF",30.0,6.2,160.0,227.0,70.5,2377.0,655.0,98.0,122.0,80.3,46.0,64.0,71.9,9.0,19.0,47.4,1,0.5,0.9,0.5,3.0,24.0,4.0,3.0,22.0,Barracas Central,Brasileiro,Ricardo Centurión (Barracas Central)
Fernando Prado,URU,DF,21.0,4.6,124.0,176.0,70.5,2592.0,1069.0,43.0,48.0,89.6,56.0,73.0,76.7,23.0,49.0,46.9,0,0.0,0.1,0.0,0.0,12.0,2.0,1.0,11.0,Barracas Central,Brasileiro,Fernando Prado (Barracas Central)
Marcos Benítez,ARG,"MF,FW",21.0,6.6,160.0,221.0,72.4,2181.0,618.0,104.0,123.0,84.6,42.0,58.0,72.4,7.0,20.0,35.0,0,0.1,0.1,-0.1,6.0,15.0,4.0,0.0,19.0,Barracas Central,Brasileiro,Marcos Benítez (Barracas Central)
Agustín Dáttola,ARG,DF,23.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Agustín Dáttola (Barracas Central)
Maximiliano Rodríguez,ARG,"DF,MF",34.0,5.4,169.0,236.0,71.6,2715.0,1361.0,91.0,105.0,86.7,59.0,81.0,72.8,14.0,27.0,51.9,0,0.3,0.9,-0.3,3.0,13.0,2.0,1.0,24.0,Barracas Central,Brasileiro,Maximiliano Rodríguez (Barracas Central)
Maximiliano Puig,ARG,MF,22.0,3.5,91.0,123.0,74.0,1191.0,308.0,56.0,67.0,83.6,26.0,34.0,76.5,4.0,7.0,57.1,0,0.2,0.1,-0.2,4.0,5.0,2.0,0.0,12.0,Barracas Central,Brasileiro,Maximiliano Puig (Barracas Central)
Guido Villar,ARG,GK,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Guido Villar (Barracas Central)
Alan Cantero,ARG,"FW,MF",24.0,5.6,67.0,113.0,59.3,975.0,269.0,37.0,54.0,68.5,22.0,31.0,71.0,4.0,10.0,40.0,0,0.1,0.2,-0.1,2.0,4.0,5.0,0.0,10.0,Barracas Central,Brasileiro,Alan Cantero (Barracas Central)
Nicolás Tolosa,ARG,"MF,DF",21.0,1.8,57.0,80.0,71.3,900.0,346.0,31.0,40.0,77.5,21.0,27.0,77.8,4.0,4.0,100.0,0,0.1,0.2,-0.1,2.0,2.0,1.0,1.0,2.0,Barracas Central,Brasileiro,Nicolás Tolosa (Barracas Central)
Franco Farías,ARG,MF,20.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Franco Farías (Barracas Central)
Lucas López,ARG,MF,25.0,0.9,14.0,21.0,66.7,173.0,72.0,7.0,12.0,58.3,2.0,4.0,50.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Barracas Central,Brasileiro,Lucas López (Barracas Central)
Julián Viollaz,ARG,"FW,MF",20.0,0.5,5.0,12.0,41.7,55.0,10.0,3.0,6.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Julián Viollaz (Barracas Central)
Kevin Quejada,COL,FW,20.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Kevin Quejada (Barracas Central)
Manuel Brondo,,FW,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Manuel Brondo (Barracas Central)
Alex Juárez,ARG,MF,18.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Alex Juárez (Barracas Central)
Bruno Mastronicola,ARG,DF,22.0,0.0,6.0,10.0,60.0,118.0,38.0,1.0,1.0,100.0,4.0,5.0,80.0,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Barracas Central,Brasileiro,Bruno Mastronicola (Barracas Central)
Sergio Romero,ARG,GK,35.0,23.0,465.0,622.0,74.8,12771.0,9701.0,73.0,73.0,100.0,228.0,234.0,97.4,150.0,299.0,50.2,0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Sergio Romero (Boca Juniors)
Jorge Figal,ARG,DF,28.0,22.1,1013.0,1235.0,82.0,19450.0,7329.0,361.0,398.0,90.7,529.0,579.0,91.4,113.0,223.0,50.7,0,0.1,0.3,-0.1,2.0,54.0,7.0,0.0,53.0,Boca Juniors,Brasileiro,Jorge Figal (Boca Juniors)
Guillermo Matías Fernández,ARG,MF,31.0,19.5,948.0,1129.0,84.0,16925.0,4285.0,419.0,471.0,89.0,392.0,448.0,87.5,114.0,145.0,78.6,2,2.6,2.5,-0.6,24.0,81.0,12.0,3.0,105.0,Boca Juniors,Brasileiro,Guillermo Matías Fernández (Boca Juniors)
Alan Varela,ARG,MF,21.0,19.0,1022.0,1155.0,88.5,17769.0,4990.0,440.0,481.0,91.5,482.0,515.0,93.6,79.0,113.0,69.9,1,0.6,0.8,0.4,13.0,68.0,6.0,1.0,68.0,Boca Juniors,Brasileiro,Alan Varela (Boca Juniors)
Luis Advíncula,PER,"DF,FW",32.0,16.0,669.0,819.0,81.7,11176.0,3671.0,343.0,381.0,90.0,252.0,298.0,84.6,61.0,98.0,62.2,3,2.7,2.4,0.3,22.0,53.0,17.0,8.0,73.0,Boca Juniors,Brasileiro,Luis Advíncula (Boca Juniors)
Bruno Valdez,PAR,DF,30.0,14.8,797.0,924.0,86.3,14649.0,5169.0,297.0,322.0,92.2,429.0,470.0,91.3,64.0,106.0,60.4,0,0.2,0.1,-0.2,2.0,23.0,0.0,0.0,46.0,Boca Juniors,Brasileiro,Bruno Valdez (Boca Juniors)
Frank Fabra,COL,DF,31.0,15.5,812.0,990.0,82.0,13219.0,4923.0,415.0,458.0,90.6,313.0,374.0,83.7,66.0,117.0,56.4,1,2.2,2.3,-1.2,17.0,61.0,20.0,12.0,97.0,Boca Juniors,Brasileiro,Frank Fabra (Boca Juniors)
Sebastián Villa,COL,"FW,MF",26.0,14.9,418.0,620.0,67.4,7682.0,1910.0,204.0,250.0,81.6,153.0,205.0,74.6,54.0,119.0,45.4,2,3.7,3.1,-1.7,30.0,37.0,27.0,8.0,61.0,Boca Juniors,Brasileiro,Sebastián Villa (Boca Juniors)
Marcelo Weigandt,ARG,DF,23.0,13.5,579.0,757.0,76.5,8873.0,3061.0,342.0,384.0,89.1,194.0,259.0,74.9,35.0,63.0,55.6,3,1.0,1.0,2.0,9.0,38.0,11.0,5.0,51.0,Boca Juniors,Brasileiro,Marcelo Weigandt (Boca Juniors)
Cristian Medina,ARG,"MF,FW",20.0,14.7,644.0,739.0,87.1,9686.0,2134.0,356.0,386.0,92.2,234.0,268.0,87.3,33.0,40.0,82.5,1,1.0,1.3,0.0,10.0,48.0,7.0,0.0,73.0,Boca Juniors,Brasileiro,Cristian Medina (Boca Juniors)
Miguel Merentiel,URU,FW,26.0,13.7,200.0,265.0,75.5,2503.0,514.0,133.0,168.0,79.2,54.0,68.0,79.4,2.0,8.0,25.0,2,0.8,1.1,1.2,7.0,15.0,5.0,0.0,19.0,Boca Juniors,Brasileiro,Miguel Merentiel (Boca Juniors)
Óscar Romero,PAR,"MF,FW",30.0,11.9,636.0,816.0,77.9,11715.0,3139.0,300.0,344.0,87.2,227.0,265.0,85.7,94.0,159.0,59.1,3,2.1,2.6,0.9,26.0,97.0,22.0,2.0,110.0,Boca Juniors,Brasileiro,Óscar Romero (Boca Juniors)
Darío Benedetto,ARG,FW,32.0,9.9,116.0,176.0,65.9,1902.0,322.0,61.0,80.0,76.3,35.0,56.0,62.5,15.0,27.0,55.6,1,0.9,0.5,0.1,7.0,11.0,6.0,1.0,16.0,Boca Juniors,Brasileiro,Darío Benedetto (Boca Juniors)
Nicolás Valentini,ARG,DF,21.0,11.2,557.0,689.0,80.8,10594.0,4519.0,195.0,216.0,90.3,307.0,346.0,88.7,49.0,107.0,45.8,0,0.0,0.1,0.0,0.0,29.0,0.0,0.0,61.0,Boca Juniors,Brasileiro,Nicolás Valentini (Boca Juniors)
Valentín Barco,ARG,"DF,FW",18.0,9.2,348.0,463.0,75.2,5211.0,1738.0,216.0,249.0,86.7,98.0,138.0,71.0,24.0,48.0,50.0,1,0.9,0.7,0.1,6.0,37.0,11.0,2.0,49.0,Boca Juniors,Brasileiro,Valentín Barco (Boca Juniors)
Ignacio Fernández,ARG,MF,20.0,10.8,694.0,802.0,86.5,12030.0,3312.0,321.0,356.0,90.2,279.0,313.0,89.1,75.0,93.0,80.6,0,1.2,1.3,-1.2,10.0,58.0,5.0,0.0,73.0,Boca Juniors,Brasileiro,Ignacio Fernández (Boca Juniors)
Facundo Roncaglia,ARG,DF,35.0,10.8,455.0,560.0,81.3,8587.0,3284.0,158.0,180.0,87.8,245.0,275.0,89.1,45.0,81.0,55.6,0,0.1,0.1,-0.1,2.0,24.0,1.0,0.0,35.0,Boca Juniors,Brasileiro,Facundo Roncaglia (Boca Juniors)
Luca Langoni,ARG,"FW,MF",20.0,7.9,131.0,173.0,75.7,2030.0,246.0,77.0,90.0,85.6,40.0,49.0,81.6,12.0,19.0,63.2,1,0.7,0.6,0.3,7.0,5.0,5.0,3.0,9.0,Boca Juniors,Brasileiro,Luca Langoni (Boca Juniors)
Juan Ramírez,ARG,"MF,FW",29.0,6.2,244.0,289.0,84.4,3353.0,732.0,149.0,169.0,88.2,71.0,82.0,86.6,11.0,18.0,61.1,0,0.4,0.3,-0.4,6.0,24.0,5.0,2.0,26.0,Boca Juniors,Brasileiro,Juan Ramírez (Boca Juniors)
Martín Payero,ARG,MF,24.0,5.6,174.0,234.0,74.4,2733.0,638.0,89.0,106.0,84.0,67.0,83.0,80.7,12.0,29.0,41.4,0,0.3,0.3,-0.3,9.0,23.0,1.0,1.0,19.0,Boca Juniors,Brasileiro,Martín Payero (Boca Juniors)
Felicia Karlsson,ARG,DF,29.0,5.1,234.0,301.0,77.7,3611.0,1379.0,135.0,148.0,91.2,84.0,105.0,80.0,10.0,28.0,35.7,0,0.2,0.2,-0.2,1.0,14.0,2.0,2.0,24.0,Boca Juniors,Brasileiro,Felicia Karlsson (Boca Juniors)
Luis Vázquez,ARG,FW,22.0,4.8,71.0,108.0,65.7,833.0,120.0,47.0,59.0,79.7,18.0,28.0,64.3,0.0,0.0,0.0,2,1.3,0.3,0.7,3.0,1.0,2.0,1.0,3.0,Boca Juniors,Brasileiro,Luis Vázquez (Boca Juniors)
Javier Hernán García,ARG,GK,36.0,4.0,78.0,111.0,70.3,2020.0,1432.0,13.0,13.0,100.0,46.0,48.0,95.8,19.0,50.0,38.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Javier Hernán García (Boca Juniors)
Nicolás Orsini,ARG,FW,28.0,2.3,33.0,45.0,73.3,486.0,39.0,22.0,27.0,81.5,8.0,9.0,88.9,2.0,3.0,66.7,0,0.0,0.1,0.0,1.0,3.0,0.0,0.0,1.0,Boca Juniors,Brasileiro,Nicolás Orsini (Boca Juniors)
Norberto Briasco,ARM,"FW,MF",26.0,3.8,97.0,127.0,76.4,1346.0,299.0,63.0,72.0,87.5,27.0,33.0,81.8,5.0,13.0,38.5,1,0.2,0.8,0.8,4.0,7.0,5.0,1.0,12.0,Boca Juniors,Brasileiro,Norberto Briasco (Boca Juniors)
Esteban Rolón,ARG,MF,27.0,1.6,99.0,112.0,88.4,1410.0,364.0,57.0,62.0,91.9,33.0,37.0,89.2,4.0,5.0,80.0,0,0.1,0.1,-0.1,2.0,9.0,1.0,0.0,8.0,Boca Juniors,Brasileiro,Esteban Rolón (Boca Juniors)
Nahuel Génez,ARG,DF,19.0,1.0,49.0,61.0,80.3,711.0,150.0,34.0,37.0,91.9,13.0,17.0,76.5,2.0,5.0,40.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Boca Juniors,Brasileiro,Nahuel Génez (Boca Juniors)
Exequiel Zeballos,ARG,"MF,FW",20.0,1.2,20.0,29.0,69.0,362.0,137.0,10.0,10.0,100.0,5.0,7.0,71.4,4.0,9.0,44.4,1,0.2,0.3,0.8,3.0,2.0,1.0,1.0,2.0,Boca Juniors,Brasileiro,Exequiel Zeballos (Boca Juniors)
Aaron Anselmino,ARG,DF,17.0,0.5,39.0,40.0,97.5,655.0,213.0,17.0,17.0,100.0,17.0,17.0,100.0,3.0,4.0,75.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Aaron Anselmino (Boca Juniors)
Diego González,ARG,MF,34.0,0.4,32.0,39.0,82.1,489.0,192.0,17.0,18.0,94.4,11.0,12.0,91.7,2.0,6.0,33.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Boca Juniors,Brasileiro,Diego González (Boca Juniors)
Brandon Cortés,CHI,FW,21.0,0.2,15.0,21.0,71.4,278.0,52.0,8.0,10.0,80.0,5.0,6.0,83.3,2.0,3.0,66.7,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Boca Juniors,Brasileiro,Brandon Cortés (Boca Juniors)
Javier Morales,ARG,FW,19.0,0.1,1.0,1.0,100.0,14.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Javier Morales (Boca Juniors)
Lucas Chávez,ARG,GK,27.0,25.0,600.0,868.0,69.1,19054.0,14861.0,75.0,76.0,98.7,279.0,283.0,98.6,245.0,505.0,48.5,0,0.0,0.1,0.0,2.0,30.0,1.0,0.0,1.0,CA Huracán,Brasileiro,Lucas Chávez (CA Huracán)
Santiago Hezze,ARG,MF,21.0,23.6,893.0,1184.0,75.4,17346.0,5296.0,326.0,412.0,79.1,423.0,504.0,83.9,123.0,205.0,60.0,0,0.9,0.9,-0.9,16.0,107.0,12.0,1.0,161.0,CA Huracán,Brasileiro,Santiago Hezze (CA Huracán)
Guillermo Benítez,ARG,DF,29.0,21.9,603.0,899.0,67.1,9802.0,4829.0,321.0,392.0,81.9,214.0,331.0,64.7,52.0,117.0,44.4,1,1.5,2.3,-0.5,14.0,51.0,16.0,9.0,73.0,CA Huracán,Brasileiro,Guillermo Benítez (CA Huracán)
Matías Cóccaro,URU,FW,25.0,18.2,219.0,351.0,62.4,3219.0,652.0,119.0,168.0,70.8,71.0,114.0,62.3,15.0,27.0,55.6,1,1.6,1.3,-0.6,17.0,16.0,13.0,4.0,36.0,CA Huracán,Brasileiro,Matías Cóccaro (CA Huracán)
Fernando Tobio,ARG,DF,33.0,18.6,575.0,781.0,73.6,12440.0,4777.0,175.0,215.0,81.4,283.0,327.0,86.5,111.0,206.0,53.9,0,0.4,0.7,-0.4,5.0,47.0,1.0,0.0,40.0,CA Huracán,Brasileiro,Fernando Tobio (CA Huracán)
Guillermo Soto,CHI,DF,29.0,18.4,581.0,850.0,68.4,9615.0,4435.0,286.0,328.0,87.2,246.0,353.0,69.7,38.0,112.0,33.9,0,1.2,1.5,-1.2,18.0,47.0,23.0,18.0,57.0,CA Huracán,Brasileiro,Guillermo Soto (CA Huracán)
Federico Fattori,ARG,MF,30.0,18.3,999.0,1148.0,87.0,20229.0,6015.0,327.0,364.0,89.8,484.0,535.0,90.5,173.0,212.0,81.6,1,0.5,0.6,0.5,11.0,115.0,12.0,2.0,154.0,CA Huracán,Brasileiro,Federico Fattori (CA Huracán)
Juan Gauto,ARG,"MF,FW",18.0,18.4,422.0,642.0,65.7,7022.0,2029.0,226.0,275.0,82.2,134.0,207.0,64.7,51.0,102.0,50.0,4,2.4,3.0,1.6,31.0,29.0,30.0,13.0,63.0,CA Huracán,Brasileiro,Juan Gauto (CA Huracán)
Joaquín Ariel Novillo,ARG,DF,24.0,16.7,595.0,764.0,77.9,11822.0,4504.0,216.0,247.0,87.4,298.0,347.0,85.9,77.0,150.0,51.3,0,0.0,0.1,0.0,1.0,34.0,1.0,0.0,44.0,CA Huracán,Brasileiro,Joaquín Ariel Novillo (CA Huracán)
Nicolás Cordero,ARG,FW,23.0,13.2,150.0,252.0,59.5,2206.0,534.0,87.0,134.0,64.9,51.0,83.0,61.4,7.0,11.0,63.6,0,0.7,0.8,-0.7,8.0,15.0,6.0,0.0,23.0,CA Huracán,Brasileiro,Nicolás Cordero (CA Huracán)
Walter Mazzantti,ARG,"FW,MF",26.0,11.4,186.0,267.0,69.7,2289.0,432.0,126.0,149.0,84.6,44.0,69.0,63.8,5.0,12.0,41.7,0,1.1,0.8,-1.1,12.0,11.0,10.0,4.0,27.0,CA Huracán,Brasileiro,Walter Mazzantti (CA Huracán)
Jonás Acevedo,ARG,"MF,FW",25.0,9.4,317.0,448.0,70.8,5072.0,1689.0,177.0,200.0,88.5,99.0,137.0,72.3,30.0,76.0,39.5,1,1.3,1.5,-0.3,19.0,33.0,8.0,4.0,44.0,CA Huracán,Brasileiro,Jonás Acevedo (CA Huracán)
Gabriel Gudiño,ARG,"MF,FW",30.0,8.7,117.0,184.0,63.6,1779.0,696.0,62.0,85.0,72.9,40.0,55.0,72.7,8.0,22.0,36.4,0,0.6,0.5,-0.6,9.0,15.0,7.0,3.0,23.0,CA Huracán,Brasileiro,Gabriel Gudiño (CA Huracán)
Gastón Sauro,ARG,DF,32.0,8.5,230.0,287.0,80.1,4301.0,1538.0,88.0,99.0,88.9,116.0,135.0,85.9,26.0,51.0,51.0,0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,14.0,CA Huracán,Brasileiro,Gastón Sauro (CA Huracán)
Fernando Torrent,ARG,DF,31.0,7.5,218.0,323.0,67.5,4007.0,1504.0,89.0,109.0,81.7,99.0,145.0,68.3,27.0,53.0,50.9,1,0.2,0.3,0.8,6.0,27.0,9.0,5.0,32.0,CA Huracán,Brasileiro,Fernando Torrent (CA Huracán)
Fernando Godoy,ARG,MF,32.0,7.0,276.0,353.0,78.2,5327.0,1597.0,94.0,115.0,81.7,145.0,165.0,87.9,33.0,57.0,57.9,0,0.1,0.2,-0.1,2.0,19.0,3.0,2.0,27.0,CA Huracán,Brasileiro,Fernando Godoy (CA Huracán)
Matías Gómez,ARG,"MF,FW",19.0,5.4,129.0,188.0,68.6,2031.0,533.0,67.0,81.0,82.7,42.0,59.0,71.2,11.0,28.0,39.3,0,0.5,0.4,-0.5,4.0,14.0,0.0,0.0,13.0,CA Huracán,Brasileiro,Matías Gómez (CA Huracán)
Lucas Castro,ARG,"MF,FW",33.0,6.7,233.0,335.0,69.6,3883.0,1251.0,113.0,141.0,80.1,90.0,121.0,74.4,22.0,45.0,48.9,0,0.9,1.0,-0.9,15.0,37.0,8.0,2.0,48.0,CA Huracán,Brasileiro,Lucas Castro (CA Huracán)
Lucas Carrizo,ARG,DF,25.0,6.4,210.0,331.0,63.4,4799.0,1980.0,61.0,72.0,84.7,98.0,135.0,72.6,50.0,108.0,46.3,0,0.0,0.2,0.0,2.0,26.0,4.0,3.0,20.0,CA Huracán,Brasileiro,Lucas Carrizo (CA Huracán)
Patricio Pizarro,ARG,DF,22.0,6.4,237.0,319.0,74.3,4499.0,1857.0,97.0,115.0,84.3,111.0,142.0,78.2,26.0,55.0,47.3,0,0.3,0.2,-0.3,5.0,11.0,3.0,2.0,14.0,CA Huracán,Brasileiro,Patricio Pizarro (CA Huracán)
Juan Manuel García,ARG,"FW,MF",30.0,5.9,65.0,123.0,52.8,876.0,249.0,42.0,68.0,61.8,16.0,27.0,59.3,3.0,7.0,42.9,1,1.3,0.4,-0.3,10.0,9.0,1.0,0.0,13.0,CA Huracán,Brasileiro,Juan Manuel García (CA Huracán)
César Ibáñez,ARG,DF,23.0,3.8,138.0,225.0,61.3,2375.0,1034.0,72.0,86.0,83.7,48.0,72.0,66.7,17.0,61.0,27.9,0,0.2,0.3,-0.2,2.0,18.0,5.0,3.0,20.0,CA Huracán,Brasileiro,César Ibáñez (CA Huracán)
Agostino Spina,ARG,MF,21.0,3.4,92.0,132.0,69.7,1701.0,374.0,34.0,45.0,75.6,49.0,63.0,77.8,8.0,18.0,44.4,0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,18.0,CA Huracán,Brasileiro,Agostino Spina (CA Huracán)
Valentín Burgoa,ARG,"FW,MF",23.0,3.7,62.0,103.0,60.2,1096.0,285.0,33.0,42.0,78.6,17.0,29.0,58.6,9.0,21.0,42.9,0,0.1,0.3,-0.1,3.0,7.0,3.0,2.0,9.0,CA Huracán,Brasileiro,Valentín Burgoa (CA Huracán)
Santiago Luján,ARG,"MF,FW",21.0,2.6,48.0,93.0,51.6,828.0,238.0,24.0,31.0,77.4,14.0,26.0,53.8,8.0,28.0,28.6,0,0.1,0.2,-0.1,2.0,5.0,0.0,0.0,8.0,CA Huracán,Brasileiro,Santiago Luján (CA Huracán)
Dante Campisi,ARG,GK,26.0,2.0,47.0,68.0,69.1,1654.0,1394.0,8.0,8.0,100.0,14.0,15.0,93.3,25.0,45.0,55.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Dante Campisi (CA Huracán)
Juan Fernando Garro,ARG,"MF,FW",30.0,3.0,64.0,79.0,81.0,1007.0,199.0,36.0,41.0,87.8,19.0,22.0,86.4,6.0,8.0,75.0,0,0.1,0.3,-0.1,2.0,6.0,3.0,0.0,7.0,CA Huracán,Brasileiro,Juan Fernando Garro (CA Huracán)
Lucas Merolla,ARG,DF,27.0,1.0,13.0,22.0,59.1,243.0,112.0,3.0,4.0,75.0,10.0,15.0,66.7,0.0,3.0,0.0,1,0.3,0.0,0.7,1.0,1.0,0.0,0.0,1.0,CA Huracán,Brasileiro,Lucas Merolla (CA Huracán)
Valentin Sanchez,ARG,MF,20.0,0.6,17.0,25.0,68.0,241.0,49.0,9.0,12.0,75.0,6.0,8.0,75.0,1.0,1.0,100.0,0,0.1,0.4,-0.1,2.0,1.0,0.0,0.0,1.0,CA Huracán,Brasileiro,Valentin Sanchez (CA Huracán)
Enzo Luna,ARG,"MF,FW",20.0,0.4,7.0,10.0,70.0,95.0,20.0,5.0,5.0,100.0,2.0,5.0,40.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,CA Huracán,Brasileiro,Enzo Luna (CA Huracán)
Claudio Corvalán,ARG,DF,33.0,24.7,842.0,1125.0,74.8,16269.0,8483.0,327.0,368.0,88.9,410.0,483.0,84.9,102.0,237.0,43.0,1,1.0,0.9,0.0,9.0,69.0,6.0,2.0,77.0,CA Unión,Brasileiro,Claudio Corvalán (CA Unión)
Federico Vera,ARG,DF,24.0,21.0,508.0,822.0,61.8,8562.0,3938.0,257.0,318.0,80.8,201.0,301.0,66.8,45.0,134.0,33.6,2,1.0,1.0,1.0,9.0,41.0,12.0,6.0,53.0,CA Unión,Brasileiro,Federico Vera (CA Unión)
Franco Calderón,ARG,DF,24.0,21.9,583.0,736.0,79.2,11704.0,4297.0,165.0,193.0,85.5,354.0,406.0,87.2,59.0,107.0,55.1,0,0.0,0.1,0.0,1.0,19.0,0.0,0.0,31.0,CA Unión,Brasileiro,Franco Calderón (CA Unión)
Imanol Machuca,ARG,"FW,MF",23.0,20.7,372.0,545.0,68.3,5833.0,1612.0,204.0,243.0,84.0,118.0,170.0,69.4,30.0,65.0,46.2,1,2.6,3.4,-1.6,31.0,21.0,25.0,6.0,58.0,CA Unión,Brasileiro,Imanol Machuca (CA Unión)
Mauro Luna Diale,ARG,"MF,FW",23.0,20.3,417.0,580.0,71.9,6322.0,1699.0,237.0,297.0,79.8,148.0,192.0,77.1,21.0,37.0,56.8,3,1.9,1.6,1.1,23.0,37.0,21.0,3.0,73.0,CA Unión,Brasileiro,Mauro Luna Diale (CA Unión)
Yeison Gordillo,COL,MF,30.0,19.9,616.0,748.0,82.4,9471.0,2803.0,336.0,383.0,87.7,216.0,251.0,86.1,40.0,58.0,69.0,0,0.1,0.3,-0.1,6.0,41.0,5.0,1.0,42.0,CA Unión,Brasileiro,Yeison Gordillo (CA Unión)
Kevin Zenon,ARG,"DF,MF",21.0,16.7,471.0,747.0,63.1,8284.0,4034.0,220.0,260.0,84.6,175.0,265.0,66.0,62.0,151.0,41.1,0,1.0,1.8,-1.0,24.0,54.0,21.0,9.0,88.0,CA Unión,Brasileiro,Kevin Zenon (CA Unión)
Enzo Martín Roldán,ARG,MF,22.0,16.5,502.0,701.0,71.6,9901.0,2899.0,197.0,239.0,82.4,211.0,265.0,79.6,81.0,144.0,56.3,1,1.0,1.3,0.0,20.0,50.0,11.0,5.0,70.0,CA Unión,Brasileiro,Enzo Martín Roldán (CA Unión)
Santiago Mele,URU,GK,25.0,16.0,264.0,400.0,66.0,7655.0,5665.0,51.0,51.0,100.0,106.0,106.0,100.0,100.0,236.0,42.4,0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,CA Unión,Brasileiro,Santiago Mele (CA Unión)
Jerónimo Domina,ARG,FW,17.0,12.8,159.0,249.0,63.9,2363.0,652.0,84.0,111.0,75.7,46.0,65.0,70.8,14.0,21.0,66.7,1,0.8,0.7,0.2,12.0,19.0,10.0,4.0,25.0,CA Unión,Brasileiro,Jerónimo Domina (CA Unión)
