Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Team,Championship,Player_Team
Facundo Mater,ARG,"MF,DF",24.0,24,1880.0,78.0,77.4,20.9,23,81.0,11,1,28.0,2,1.29,20.0,26.0,-6.0,-0.29,-0.45,16.0,21.9,-5.9,-0.28,-0.27,Barracas Central,Brasileiro,Facundo Mater (Barracas Central)
Mauro Peinipil,ARG,"DF,MF",23.0,22,1790.0,81.0,73.7,19.9,22,81.0,15,0,0.0,5,1.41,20.0,19.0,1.0,0.05,0.89,17.7,19.3,-1.5,-0.08,0.55,Barracas Central,Brasileiro,Mauro Peinipil (Barracas Central)
Juan Ignacio Díaz,ARG,DF,24.0,23,1748.0,76.0,71.9,19.4,20,85.0,16,3,18.0,4,1.26,15.0,25.0,-10.0,-0.51,-1.17,14.3,21.8,-7.5,-0.38,-0.58,Barracas Central,Brasileiro,Juan Ignacio Díaz (Barracas Central)
Carlos Arce,ARG,MF,32.0,21,1485.0,71.0,61.1,16.5,19,78.0,9,2,1.0,5,1.38,15.0,19.0,-4.0,-0.24,-0.15,13.8,16.6,-2.8,-0.17,0.14,Barracas Central,Brasileiro,Carlos Arce (Barracas Central)
Brian Calderara,ARG,"DF,MF",24.0,23,1428.0,62.0,58.8,15.9,18,73.0,3,5,24.0,2,1.35,20.0,17.0,3.0,0.19,0.91,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Brian Calderara (Barracas Central)
Nicolás Capraro,ARG,DF,24.0,17,1508.0,89.0,62.1,16.8,17,89.0,15,0,0.0,8,1.47,19.0,18.0,1.0,0.06,0.65,15.2,16.4,-1.2,-0.07,0.4,Barracas Central,Brasileiro,Nicolás Capraro (Barracas Central)
Rodrigo Insúa,ARG,DF,25.0,16,1404.0,88.0,57.8,15.6,16,88.0,14,0,0.0,5,1.44,15.0,14.0,1.0,0.06,0.59,14.1,13.1,1.0,0.07,0.68,Barracas Central,Brasileiro,Rodrigo Insúa (Barracas Central)
Rodrigo Herrera,ARG,MF,22.0,20,1155.0,58.0,47.5,12.8,11,86.0,10,9,23.0,6,1.4,12.0,15.0,-3.0,-0.23,-0.09,10.2,14.4,-4.2,-0.33,-0.21,Barracas Central,Brasileiro,Rodrigo Herrera (Barracas Central)
Lucas Colitto,ARG,MF,28.0,15,814.0,54.0,33.5,9.0,9,77.0,3,6,20.0,10,1.0,7.0,13.0,-6.0,-0.66,-0.72,8.0,11.2,-3.2,-0.35,-0.19,Barracas Central,Brasileiro,Lucas Colitto (Barracas Central)
Alexis Dominguez,ARG,FW,26.0,17,752.0,44.0,30.9,8.4,8,66.0,0,9,25.0,8,1.59,3.0,2.0,1.0,0.12,0.44,4.3,6.7,-2.4,-0.29,-0.09,Barracas Central,Brasileiro,Alexis Dominguez (Barracas Central)
Ricardo Centurión,ARG,"FW,MF",30.0,10,557.0,56.0,22.9,6.2,7,72.0,1,3,19.0,1,1.2,4.0,10.0,-6.0,-0.97,-1.02,4.4,8.1,-3.7,-0.59,-0.48,Barracas Central,Brasileiro,Ricardo Centurión (Barracas Central)
Fernando Prado,URU,DF,21.0,7,417.0,60.0,17.2,4.6,6,67.0,1,1,16.0,6,1.43,5.0,7.0,-2.0,-0.43,-0.3,4.4,5.4,-1.0,-0.21,0.01,Barracas Central,Brasileiro,Fernando Prado (Barracas Central)
Marcos Benítez,ARG,"MF,FW",21.0,13,598.0,46.0,24.6,6.6,5,78.0,2,8,26.0,14,0.85,6.0,7.0,-1.0,-0.15,0.05,5.5,9.0,-3.5,-0.53,-0.41,Barracas Central,Brasileiro,Marcos Benítez (Barracas Central)
Agustín Dáttola,ARG,DF,23.0,5,343.0,69.0,14.1,3.8,4,86.0,3,1,1.0,11,0.8,2.0,5.0,-3.0,-0.79,-0.7,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Agustín Dáttola (Barracas Central)
Maximiliano Rodríguez,ARG,"DF,MF",34.0,15,490.0,33.0,20.2,5.4,3,87.0,2,12,19.0,12,1.13,3.0,6.0,-3.0,-0.55,-0.46,4.1,5.3,-1.2,-0.23,-0.01,Barracas Central,Brasileiro,Maximiliano Rodríguez (Barracas Central)
Maximiliano Puig,ARG,MF,22.0,11,311.0,28.0,12.8,3.5,3,69.0,0,8,13.0,13,1.64,2.0,3.0,-1.0,-0.29,-0.12,3.9,3.3,0.6,0.18,0.46,Barracas Central,Brasileiro,Maximiliano Puig (Barracas Central)
Guido Villar,ARG,GK,27.0,3,270.0,90.0,11.1,3.0,3,90.0,3,0,0.0,11,1.33,4.0,6.0,-2.0,-0.67,-0.54,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Guido Villar (Barracas Central)
Alan Cantero,ARG,"FW,MF",24.0,16,504.0,32.0,20.7,5.6,2,56.0,0,14,28.0,7,1.25,8.0,5.0,3.0,0.54,0.91,5.0,6.7,-1.8,-0.32,-0.12,Barracas Central,Brasileiro,Alan Cantero (Barracas Central)
Nicolás Tolosa,ARG,"MF,DF",21.0,7,163.0,23.0,6.7,1.8,1,73.0,0,6,15.0,7,1.57,1.0,3.0,-2.0,-1.1,-0.99,1.1,2.7,-1.6,-0.87,-0.69,Barracas Central,Brasileiro,Nicolás Tolosa (Barracas Central)
Franco Farías,ARG,MF,20.0,5,118.0,24.0,4.9,1.3,0,0.0,0,5,24.0,9,0.6,3.0,1.0,2.0,1.53,1.8,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Franco Farías (Barracas Central)
Lucas López,ARG,MF,25.0,2,80.0,40.0,3.3,0.9,0,0.0,0,2,40.0,2,0.5,0.0,0.0,0.0,0.0,0.19,0.3,1.1,-0.8,-0.87,-0.67,Barracas Central,Brasileiro,Lucas López (Barracas Central)
Julián Viollaz,ARG,"FW,MF",20.0,3,44.0,15.0,1.8,0.5,0,0.0,0,3,15.0,10,1.33,0.0,0.0,0.0,0.0,0.19,0.2,0.5,-0.3,-0.71,-0.5,Barracas Central,Brasileiro,Julián Viollaz (Barracas Central)
Kevin Quejada,COL,FW,20.0,3,39.0,13.0,1.6,0.4,0,0.0,0,3,13.0,4,1.67,1.0,0.0,1.0,2.31,2.53,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Kevin Quejada (Barracas Central)
Manuel Brondo,,FW,,2,10.0,5.0,0.4,0.1,0,0.0,0,2,5.0,10,2.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Manuel Brondo (Barracas Central)
Alex Juárez,ARG,MF,18.0,1,5.0,5.0,0.2,0.1,0,0.0,0,1,5.0,9,0.0,0.0,0.0,0.0,0.0,0.19,0.1,0.1,0.0,-0.48,-0.25,Barracas Central,Brasileiro,Alex Juárez (Barracas Central)
Bruno Mastronicola,ARG,DF,22.0,1,4.0,4.0,0.2,0.0,0,0.0,0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.19,0.1,0.0,0.1,1.69,1.91,Barracas Central,Brasileiro,Bruno Mastronicola (Barracas Central)
Cristian Arce,ARG,GK,29.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Cristian Arce (Barracas Central)
Federico Florentin,,MF,,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Federico Florentin (Barracas Central)
Franco Herrera,ARG,GK,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Franco Herrera (Barracas Central)
Juan Serrizuela,ARG,MF,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Juan Serrizuela (Barracas Central)
Sergio Romero,ARG,GK,35.0,23,2070.0,90.0,85.2,23.0,23,90.0,23,0,0.0,4,1.61,28.0,20.0,8.0,0.35,0.1,24.6,27.8,-3.2,-0.14,-1.28,Boca Juniors,Brasileiro,Sergio Romero (Boca Juniors)
Jorge Figal,ARG,DF,28.0,24,1988.0,83.0,81.8,22.1,23,86.0,21,1,10.0,0,1.67,30.0,21.0,9.0,0.41,0.41,25.1,27.1,-1.9,-0.09,-0.75,Boca Juniors,Brasileiro,Jorge Figal (Boca Juniors)
Guillermo Matías Fernández,ARG,MF,31.0,22,1755.0,80.0,72.2,19.5,21,80.0,9,1,66.0,1,1.59,23.0,19.0,4.0,0.21,-0.46,20.0,22.6,-2.5,-0.13,-0.65,Boca Juniors,Brasileiro,Guillermo Matías Fernández (Boca Juniors)
Alan Varela,ARG,MF,21.0,24,1708.0,71.0,70.3,19.0,20,81.0,10,4,24.0,1,1.58,21.0,14.0,7.0,0.37,0.12,21.1,22.4,-1.4,-0.07,-0.4,Boca Juniors,Brasileiro,Alan Varela (Boca Juniors)
Luis Advíncula,PER,"DF,FW",32.0,18,1438.0,80.0,59.2,16.0,16,88.0,13,2,18.0,1,1.5,19.0,15.0,4.0,0.25,-0.2,17.5,18.8,-1.2,-0.08,-0.31,Boca Juniors,Brasileiro,Luis Advíncula (Boca Juniors)
Bruno Valdez,PAR,DF,30.0,18,1332.0,74.0,54.8,14.8,16,82.0,13,2,13.0,2,1.56,17.0,14.0,3.0,0.2,-0.29,20.0,16.3,3.7,0.25,0.44,Boca Juniors,Brasileiro,Bruno Valdez (Boca Juniors)
Frank Fabra,COL,DF,31.0,18,1391.0,77.0,57.2,15.5,15,86.0,12,3,35.0,1,1.83,22.0,9.0,13.0,0.84,1.19,21.2,15.9,5.3,0.34,0.69,Boca Juniors,Brasileiro,Frank Fabra (Boca Juniors)
Sebastián Villa,COL,"FW,MF",26.0,18,1341.0,75.0,55.2,14.9,15,83.0,7,3,34.0,0,1.33,15.0,15.0,0.0,0.0,-0.74,16.9,16.8,0.2,0.01,-0.09,Boca Juniors,Brasileiro,Sebastián Villa (Boca Juniors)
Marcelo Weigandt,ARG,DF,23.0,15,1212.0,81.0,49.9,13.5,14,86.0,11,1,9.0,8,2.07,19.0,11.0,8.0,0.59,0.52,15.4,13.8,1.7,0.12,0.15,Boca Juniors,Brasileiro,Marcelo Weigandt (Boca Juniors)
Cristian Medina,ARG,"MF,FW",20.0,23,1327.0,58.0,54.6,14.7,13,86.0,6,10,21.0,4,1.87,18.0,9.0,9.0,0.61,0.61,17.4,13.1,4.2,0.29,0.52,Boca Juniors,Brasileiro,Cristian Medina (Boca Juniors)
Miguel Merentiel,URU,FW,26.0,23,1231.0,54.0,50.7,13.7,13,71.0,2,10,30.0,0,1.61,15.0,8.0,7.0,0.51,0.36,14.6,12.0,2.5,0.19,0.28,Boca Juniors,Brasileiro,Miguel Merentiel (Boca Juniors)
Óscar Romero,PAR,"MF,FW",30.0,16,1068.0,67.0,44.0,11.9,13,75.0,3,3,29.0,7,1.38,11.0,13.0,-2.0,-0.17,-0.9,13.4,15.9,-2.6,-0.22,-0.47,Boca Juniors,Brasileiro,Óscar Romero (Boca Juniors)
Darío Benedetto,ARG,FW,32.0,15,892.0,59.0,36.7,9.9,12,70.0,3,3,16.0,2,1.53,11.0,12.0,-1.0,-0.1,-0.69,11.7,12.2,-0.6,-0.06,-0.17,Boca Juniors,Brasileiro,Darío Benedetto (Boca Juniors)
Nicolás Valentini,ARG,DF,21.0,15,1005.0,67.0,41.4,11.2,11,84.0,7,4,19.0,9,1.6,11.0,8.0,3.0,0.27,-0.11,10.2,8.7,1.5,0.14,0.15,Boca Juniors,Brasileiro,Nicolás Valentini (Boca Juniors)
Valentín Barco,ARG,"DF,FW",18.0,11,825.0,75.0,34.0,9.2,11,75.0,3,0,0.0,1,1.64,9.0,6.0,3.0,0.33,-0.01,7.2,8.1,-0.9,-0.1,-0.23,Boca Juniors,Brasileiro,Valentín Barco (Boca Juniors)
Ignacio Fernández,ARG,MF,20.0,19,976.0,51.0,40.2,10.8,10,74.0,3,9,27.0,2,1.68,13.0,11.0,2.0,0.18,-0.25,12.7,8.9,3.8,0.35,0.5,Boca Juniors,Brasileiro,Ignacio Fernández (Boca Juniors)
Facundo Roncaglia,ARG,DF,35.0,15,971.0,65.0,40.0,10.8,9,90.0,9,6,27.0,11,1.8,14.0,11.0,3.0,0.28,-0.09,11.4,10.5,0.9,0.08,0.06,Boca Juniors,Brasileiro,Facundo Roncaglia (Boca Juniors)
Luca Langoni,ARG,"FW,MF",20.0,12,708.0,59.0,29.1,7.9,8,74.0,3,4,30.0,1,1.33,10.0,10.0,0.0,0.0,-0.47,9.9,9.5,0.4,0.05,0.01,Boca Juniors,Brasileiro,Luca Langoni (Boca Juniors)
Juan Ramírez,ARG,"MF,FW",29.0,15,559.0,37.0,23.0,6.2,8,57.0,0,7,14.0,9,1.47,8.0,3.0,5.0,0.81,0.61,7.4,7.1,0.3,0.05,0.0,Boca Juniors,Brasileiro,Juan Ramírez (Boca Juniors)
Martín Payero,ARG,MF,24.0,10,504.0,50.0,20.7,5.6,6,69.0,1,4,23.0,4,1.6,9.0,6.0,3.0,0.54,0.26,5.6,5.6,-0.1,-0.01,-0.07,Boca Juniors,Brasileiro,Martín Payero (Boca Juniors)
Felicia Karlsson,ARG,DF,29.0,10,463.0,46.0,19.1,5.1,5,67.0,2,5,26.0,13,1.7,8.0,6.0,2.0,0.39,0.07,5.7,5.7,-0.1,-0.01,-0.07,Boca Juniors,Brasileiro,Felicia Karlsson (Boca Juniors)
Luis Vázquez,ARG,FW,22.0,13,435.0,33.0,17.9,4.8,4,71.0,0,9,17.0,7,1.69,8.0,4.0,4.0,0.83,0.6,5.8,4.3,1.5,0.3,0.31,Boca Juniors,Brasileiro,Luis Vázquez (Boca Juniors)
Javier Hernán García,ARG,GK,36.0,4,360.0,90.0,14.8,4.0,4,90.0,4,0,0.0,23,1.75,5.0,4.0,1.0,0.25,-0.1,5.9,1.4,4.5,1.14,1.28,Boca Juniors,Brasileiro,Javier Hernán García (Boca Juniors)
Nicolás Orsini,ARG,FW,28.0,4,204.0,51.0,8.4,2.3,3,63.0,2,1,16.0,9,1.0,2.0,1.0,1.0,0.44,0.12,2.1,3.2,-1.2,-0.52,-0.62,Boca Juniors,Brasileiro,Nicolás Orsini (Boca Juniors)
Norberto Briasco,ARM,"FW,MF",26.0,14,340.0,24.0,14.0,3.8,2,55.0,0,12,19.0,7,1.86,7.0,4.0,3.0,0.79,0.54,5.2,3.5,1.7,0.45,0.47,Boca Juniors,Brasileiro,Norberto Briasco (Boca Juniors)
Esteban Rolón,ARG,MF,27.0,7,144.0,21.0,5.9,1.6,1,45.0,0,6,17.0,8,2.29,2.0,2.0,0.0,0.0,-0.35,1.8,2.2,-0.4,-0.23,-0.3,Boca Juniors,Brasileiro,Esteban Rolón (Boca Juniors)
Nahuel Génez,ARG,DF,19.0,1,90.0,90.0,3.7,1.0,1,90.0,1,0,0.0,6,0.0,0.0,4.0,-4.0,-4.0,-4.5,0.3,2.9,-2.6,-2.63,-2.78,Boca Juniors,Brasileiro,Nahuel Génez (Boca Juniors)
Exequiel Zeballos,ARG,"MF,FW",20.0,6,106.0,18.0,4.4,1.2,0,0.0,0,6,18.0,1,1.67,3.0,2.0,1.0,0.85,0.54,1.5,1.6,-0.1,-0.08,-0.14,Boca Juniors,Brasileiro,Exequiel Zeballos (Boca Juniors)
Aaron Anselmino,ARG,DF,17.0,2,46.0,23.0,1.9,0.5,0,0.0,0,2,23.0,5,2.0,1.0,0.0,1.0,1.96,1.65,1.0,0.1,0.9,1.83,1.81,Boca Juniors,Brasileiro,Aaron Anselmino (Boca Juniors)
Diego González,ARG,MF,34.0,4,32.0,8.0,1.3,0.4,0,0.0,0,4,8.0,16,3.0,0.0,1.0,-1.0,-2.81,-3.19,0.2,1.0,-0.8,-2.22,-2.3,Boca Juniors,Brasileiro,Diego González (Boca Juniors)
Brandon Cortés,CHI,FW,21.0,1,22.0,22.0,0.9,0.2,0,0.0,0,1,22.0,8,1.0,1.0,0.0,1.0,4.09,3.79,0.8,0.1,0.8,3.21,3.19,Boca Juniors,Brasileiro,Brandon Cortés (Boca Juniors)
Javier Morales,ARG,FW,19.0,1,9.0,9.0,0.4,0.1,0,0.0,0,1,9.0,4,3.0,0.0,0.0,0.0,0.0,-0.33,0.1,0.0,0.1,0.61,0.57,Boca Juniors,Brasileiro,Javier Morales (Boca Juniors)
Federico Aguirre,ARG,FW,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Federico Aguirre (Boca Juniors)
Gabriel Aranda,ARG,DF,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Gabriel Aranda (Boca Juniors)
Leandro Brey,ARG,GK,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Leandro Brey (Boca Juniors)
Julian Carrasco,ARG,MF,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Julian Carrasco (Boca Juniors)
Lautaro Di Lollo,ARG,DF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Lautaro Di Lollo (Boca Juniors)
Rodrigo Montes,ARG,MF,23.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Rodrigo Montes (Boca Juniors)
Román Rodríguez,ARG,MF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Román Rodríguez (Boca Juniors)
Marcos Rojo,ARG,DF,32.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Marcos Rojo (Boca Juniors)
Lucas Chávez,ARG,GK,27.0,25,2250.0,90.0,92.6,25.0,25,90.0,25,0,0.0,0,0.96,17.0,26.0,-9.0,-0.36,0.64,23.8,23.2,0.5,0.02,0.03,CA Huracán,Brasileiro,Lucas Chávez (CA Huracán)
Santiago Hezze,ARG,MF,21.0,26,2124.0,82.0,87.4,23.6,23,88.0,20,3,31.0,0,0.96,17.0,25.0,-8.0,-0.34,0.54,21.1,21.9,-0.8,-0.03,-0.42,CA Huracán,Brasileiro,Santiago Hezze (CA Huracán)
Guillermo Benítez,ARG,DF,29.0,23,1975.0,86.0,81.3,21.9,22,88.0,18,1,33.0,4,1.04,16.0,21.0,-5.0,-0.23,0.96,20.0,18.9,1.1,0.05,0.16,CA Huracán,Brasileiro,Guillermo Benítez (CA Huracán)
Matías Cóccaro,URU,FW,25.0,24,1640.0,68.0,67.5,18.2,20,77.0,5,4,24.0,1,1.0,14.0,19.0,-5.0,-0.27,0.41,17.7,13.7,3.9,0.22,0.61,CA Huracán,Brasileiro,Matías Cóccaro (CA Huracán)
Fernando Tobio,ARG,DF,33.0,20,1677.0,84.0,69.0,18.6,19,86.0,17,1,45.0,1,1.15,15.0,19.0,-4.0,-0.21,0.62,17.2,16.0,1.2,0.06,0.15,CA Huracán,Brasileiro,Fernando Tobio (CA Huracán)
Guillermo Soto,CHI,DF,29.0,20,1659.0,83.0,68.3,18.4,19,87.0,16,1,7.0,1,0.9,13.0,21.0,-8.0,-0.43,-0.08,16.5,16.3,0.2,0.01,-0.03,CA Huracán,Brasileiro,Guillermo Soto (CA Huracán)
Federico Fattori,ARG,MF,30.0,20,1650.0,83.0,67.9,18.3,19,86.0,15,1,18.0,2,0.9,14.0,23.0,-9.0,-0.49,-0.26,15.2,17.0,-1.8,-0.1,-0.37,CA Huracán,Brasileiro,Federico Fattori (CA Huracán)
Juan Gauto,ARG,"MF,FW",18.0,23,1654.0,72.0,68.1,18.4,18,86.0,9,5,22.0,1,1.0,9.0,22.0,-13.0,-0.71,-0.94,15.1,17.0,-1.9,-0.1,-0.39,CA Huracán,Brasileiro,Juan Gauto (CA Huracán)
Joaquín Ariel Novillo,ARG,DF,24.0,17,1502.0,88.0,61.8,16.7,17,88.0,15,0,0.0,9,0.47,5.0,17.0,-12.0,-0.72,-0.82,14.6,15.2,-0.7,-0.04,-0.16,CA Huracán,Brasileiro,Joaquín Ariel Novillo (CA Huracán)
Nicolás Cordero,ARG,FW,23.0,24,1187.0,49.0,48.8,13.2,13,76.0,3,11,18.0,3,1.0,11.0,11.0,0.0,0.0,0.8,13.0,10.8,2.2,0.17,0.29,CA Huracán,Brasileiro,Nicolás Cordero (CA Huracán)
Walter Mazzantti,ARG,"FW,MF",26.0,15,1025.0,68.0,42.2,11.4,12,80.0,4,3,22.0,2,0.87,4.0,10.0,-6.0,-0.53,-0.21,11.5,8.9,2.6,0.23,0.36,CA Huracán,Brasileiro,Walter Mazzantti (CA Huracán)
Jonás Acevedo,ARG,"MF,FW",25.0,16,849.0,53.0,34.9,9.4,10,75.0,0,6,17.0,7,1.25,11.0,10.0,1.0,0.11,0.79,10.3,6.8,3.5,0.38,0.55,CA Huracán,Brasileiro,Jonás Acevedo (CA Huracán)
Gabriel Gudiño,ARG,"MF,FW",30.0,14,780.0,56.0,32.1,8.7,9,74.0,0,5,23.0,4,1.07,10.0,11.0,-1.0,-0.12,0.43,7.7,9.1,-1.4,-0.16,-0.26,CA Huracán,Brasileiro,Gabriel Gudiño (CA Huracán)
Gastón Sauro,ARG,DF,32.0,11,762.0,69.0,31.4,8.5,8,83.0,6,3,32.0,6,0.82,5.0,11.0,-6.0,-0.71,-0.44,6.4,9.2,-2.9,-0.34,-0.52,CA Huracán,Brasileiro,Gastón Sauro (CA Huracán)
Fernando Torrent,ARG,DF,31.0,9,677.0,75.0,27.9,7.5,8,83.0,3,1,12.0,12,0.89,6.0,8.0,-2.0,-0.27,0.2,8.8,8.4,0.4,0.06,0.05,CA Huracán,Brasileiro,Fernando Torrent (CA Huracán)
Fernando Godoy,ARG,MF,32.0,9,627.0,70.0,25.8,7.0,8,76.0,3,1,16.0,16,0.56,3.0,7.0,-4.0,-0.57,-0.22,7.4,6.3,1.1,0.15,0.18,CA Huracán,Brasileiro,Fernando Godoy (CA Huracán)
Matías Gómez,ARG,"MF,FW",19.0,11,490.0,45.0,20.2,5.4,7,60.0,0,4,17.0,7,0.82,1.0,5.0,-4.0,-0.73,-0.41,4.7,4.8,-0.1,-0.02,-0.04,CA Huracán,Brasileiro,Matías Gómez (CA Huracán)
Lucas Castro,ARG,"MF,FW",33.0,11,599.0,54.0,24.7,6.7,6,76.0,2,5,29.0,6,0.55,3.0,8.0,-5.0,-0.75,-0.46,6.5,9.6,-3.0,-0.45,-0.63,CA Huracán,Brasileiro,Lucas Castro (CA Huracán)
Lucas Carrizo,ARG,DF,25.0,9,576.0,64.0,23.7,6.4,6,90.0,5,3,12.0,16,1.33,5.0,6.0,-1.0,-0.16,0.33,8.3,5.5,2.9,0.45,0.56,CA Huracán,Brasileiro,Lucas Carrizo (CA Huracán)
Patricio Pizarro,ARG,DF,22.0,13,573.0,44.0,23.6,6.4,6,74.0,3,7,18.0,7,1.36,5.0,7.0,-2.0,-0.31,0.12,7.2,6.7,0.4,0.07,0.06,CA Huracán,Brasileiro,Patricio Pizarro (CA Huracán)
Juan Manuel García,ARG,"FW,MF",30.0,20,530.0,27.0,21.8,5.9,5,72.0,1,15,11.0,6,0.9,3.0,8.0,-5.0,-0.85,-0.56,7.3,6.8,0.5,0.08,0.07,CA Huracán,Brasileiro,Juan Manuel García (CA Huracán)
César Ibáñez,ARG,DF,23.0,6,340.0,57.0,14.0,3.8,4,77.0,2,2,17.0,6,0.5,0.0,6.0,-6.0,-1.59,-1.37,2.7,3.3,-0.7,-0.17,-0.23,CA Huracán,Brasileiro,César Ibáñez (CA Huracán)
Agostino Spina,ARG,MF,21.0,5,307.0,61.0,12.6,3.4,4,71.0,1,1,23.0,6,1.4,2.0,2.0,0.0,0.0,0.47,3.1,2.4,0.6,0.18,0.19,CA Huracán,Brasileiro,Agostino Spina (CA Huracán)
Valentín Burgoa,ARG,"FW,MF",23.0,11,335.0,30.0,13.8,3.7,3,67.0,0,8,17.0,9,0.91,2.0,3.0,-1.0,-0.27,0.16,3.0,3.6,-0.5,-0.14,-0.18,CA Huracán,Brasileiro,Valentín Burgoa (CA Huracán)
Santiago Luján,ARG,"MF,FW",21.0,10,233.0,23.0,9.6,2.6,2,64.0,0,8,13.0,13,0.8,2.0,3.0,-1.0,-0.39,0.02,3.2,4.5,-1.2,-0.48,-0.55,CA Huracán,Brasileiro,Santiago Luján (CA Huracán)
Dante Campisi,ARG,GK,26.0,2,180.0,90.0,7.4,2.0,2,90.0,2,0,0.0,18,0.5,1.0,3.0,-2.0,-1.0,-0.64,1.8,1.8,0.0,-0.01,-0.03,CA Huracán,Brasileiro,Dante Campisi (CA Huracán)
Juan Fernando Garro,ARG,"MF,FW",30.0,9,267.0,30.0,11.0,3.0,1,77.0,0,8,24.0,9,0.67,1.0,3.0,-2.0,-0.67,-0.3,3.5,3.2,0.3,0.09,0.08,CA Huracán,Brasileiro,Juan Fernando Garro (CA Huracán)
Lucas Merolla,ARG,DF,27.0,1,90.0,90.0,3.7,1.0,1,90.0,1,0,0.0,0,3.0,4.0,2.0,2.0,2.0,2.5,1.6,0.8,0.8,0.84,0.85,CA Huracán,Brasileiro,Lucas Merolla (CA Huracán)
Valentin Sanchez,ARG,MF,20.0,4,56.0,14.0,2.3,0.6,0,0.0,0,4,14.0,1,0.25,0.0,0.0,0.0,0.0,0.42,1.7,0.1,1.6,2.53,2.57,CA Huracán,Brasileiro,Valentin Sanchez (CA Huracán)
Enzo Luna,ARG,"MF,FW",20.0,5,35.0,7.0,1.4,0.4,0,0.0,0,5,7.0,8,1.2,0.0,1.0,-1.0,-2.57,-2.2,0.4,1.8,-1.4,-3.49,-3.56,CA Huracán,Brasileiro,Enzo Luna (CA Huracán)
Nazareno Durán,ARG,,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Nazareno Durán (CA Huracán)
Leandro Figueredo,ARG,DF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Leandro Figueredo (CA Huracán)
