Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Team,Championship,Player_Team
Guillermo Matías Fernández,ARG,MF,31.0,19.5,54.0,2.77,42.0,8.0,3.0,0.0,1.0,0.0,4.0,0.21,3.0,1.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Guillermo Matías Fernández (Boca Juniors)
Alan Varela,ARG,MF,21.0,19.0,34.0,1.79,26.0,2.0,2.0,3.0,0.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Alan Varela (Boca Juniors)
Luis Advíncula,PER,"DF,FW",32.0,16.0,39.0,2.44,30.0,3.0,3.0,0.0,2.0,1.0,8.0,0.5,6.0,0.0,1.0,0.0,1.0,0.0,Boca Juniors,Brasileiro,Luis Advíncula (Boca Juniors)
Bruno Valdez,PAR,DF,30.0,14.8,5.0,0.34,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Bruno Valdez (Boca Juniors)
Frank Fabra,COL,DF,31.0,15.5,42.0,2.72,34.0,2.0,4.0,1.0,0.0,1.0,2.0,0.13,1.0,0.0,1.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Frank Fabra (Boca Juniors)
Sebastián Villa,COL,"FW,MF",26.0,14.9,64.0,4.3,35.0,16.0,4.0,1.0,7.0,1.0,8.0,0.54,5.0,2.0,1.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Sebastián Villa (Boca Juniors)
Marcelo Weigandt,ARG,DF,23.0,13.5,16.0,1.19,15.0,0.0,0.0,1.0,0.0,0.0,5.0,0.37,5.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Marcelo Weigandt (Boca Juniors)
Cristian Medina,ARG,"MF,FW",20.0,14.7,27.0,1.83,23.0,0.0,4.0,0.0,0.0,0.0,2.0,0.14,1.0,0.0,1.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Cristian Medina (Boca Juniors)
Miguel Merentiel,URU,FW,26.0,13.7,22.0,1.61,13.0,0.0,3.0,3.0,3.0,0.0,4.0,0.29,2.0,0.0,2.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Miguel Merentiel (Boca Juniors)
Óscar Romero,PAR,"MF,FW",30.0,11.9,63.0,5.31,40.0,14.0,3.0,3.0,3.0,0.0,5.0,0.42,4.0,1.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Óscar Romero (Boca Juniors)
Darío Benedetto,ARG,FW,32.0,9.9,15.0,1.51,13.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Darío Benedetto (Boca Juniors)
Nicolás Valentini,ARG,DF,21.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Nicolás Valentini (Boca Juniors)
Valentín Barco,ARG,"DF,FW",18.0,9.2,16.0,1.75,9.0,1.0,3.0,0.0,3.0,0.0,2.0,0.22,1.0,0.0,1.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Valentín Barco (Boca Juniors)
Ignacio Fernández,ARG,MF,20.0,10.8,30.0,2.77,24.0,0.0,1.0,1.0,3.0,1.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Ignacio Fernández (Boca Juniors)
Facundo Roncaglia,ARG,DF,35.0,10.8,12.0,1.11,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Facundo Roncaglia (Boca Juniors)
Luca Langoni,ARG,"FW,MF",20.0,7.9,21.0,2.67,12.0,0.0,3.0,1.0,4.0,1.0,2.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,Boca Juniors,Brasileiro,Luca Langoni (Boca Juniors)
Juan Ramírez,ARG,"MF,FW",29.0,6.2,17.0,2.74,13.0,0.0,0.0,0.0,4.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Juan Ramírez (Boca Juniors)
Martín Payero,ARG,MF,24.0,5.6,23.0,4.11,12.0,2.0,2.0,1.0,5.0,1.0,4.0,0.71,2.0,0.0,1.0,0.0,1.0,0.0,Boca Juniors,Brasileiro,Martín Payero (Boca Juniors)
Felicia Karlsson,ARG,DF,29.0,5.1,3.0,0.58,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Felicia Karlsson (Boca Juniors)
Luis Vázquez,ARG,FW,22.0,4.8,7.0,1.44,5.0,0.0,0.0,1.0,1.0,0.0,2.0,0.41,1.0,0.0,0.0,1.0,0.0,0.0,Boca Juniors,Brasileiro,Luis Vázquez (Boca Juniors)
Javier Hernán García,ARG,GK,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Javier Hernán García (Boca Juniors)
Nicolás Orsini,ARG,FW,28.0,2.3,5.0,2.21,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.44,1.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Nicolás Orsini (Boca Juniors)
Norberto Briasco,ARM,"FW,MF",26.0,3.8,18.0,4.75,12.0,1.0,2.0,0.0,2.0,1.0,4.0,1.06,3.0,0.0,1.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Norberto Briasco (Boca Juniors)
Esteban Rolón,ARG,MF,27.0,1.6,4.0,2.48,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Esteban Rolón (Boca Juniors)
Nahuel Génez,ARG,DF,19.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Nahuel Génez (Boca Juniors)
Exequiel Zeballos,ARG,"MF,FW",20.0,1.2,6.0,5.05,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.84,0.0,1.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Exequiel Zeballos (Boca Juniors)
Aaron Anselmino,ARG,DF,17.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Aaron Anselmino (Boca Juniors)
Diego González,ARG,MF,34.0,0.4,1.0,2.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Diego González (Boca Juniors)
Brandon Cortés,CHI,FW,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Brandon Cortés (Boca Juniors)
Javier Morales,ARG,FW,19.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Javier Morales (Boca Juniors)
Lucas Chávez,ARG,GK,27.0,25.0,10.0,0.4,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Lucas Chávez (CA Huracán)
Santiago Hezze,ARG,MF,21.0,23.6,34.0,1.44,29.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Santiago Hezze (CA Huracán)
Guillermo Benítez,ARG,DF,29.0,21.9,35.0,1.59,25.0,7.0,1.0,0.0,0.0,2.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Guillermo Benítez (CA Huracán)
Matías Cóccaro,URU,FW,25.0,18.2,50.0,2.74,24.0,0.0,4.0,5.0,15.0,2.0,4.0,0.22,1.0,0.0,0.0,1.0,2.0,0.0,CA Huracán,Brasileiro,Matías Cóccaro (CA Huracán)
Fernando Tobio,ARG,DF,33.0,18.6,8.0,0.43,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Fernando Tobio (CA Huracán)
Guillermo Soto,CHI,DF,29.0,18.4,40.0,2.17,26.0,8.0,2.0,1.0,2.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Guillermo Soto (CA Huracán)
Federico Fattori,ARG,MF,30.0,18.3,29.0,1.58,28.0,0.0,0.0,0.0,1.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Federico Fattori (CA Huracán)
Juan Gauto,ARG,"MF,FW",18.0,18.4,68.0,3.7,33.0,16.0,10.0,4.0,3.0,2.0,8.0,0.44,3.0,1.0,2.0,0.0,0.0,2.0,CA Huracán,Brasileiro,Juan Gauto (CA Huracán)
Joaquín Ariel Novillo,ARG,DF,24.0,16.7,7.0,0.42,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Joaquín Ariel Novillo (CA Huracán)
Nicolás Cordero,ARG,FW,23.0,13.2,19.0,1.44,12.0,1.0,0.0,4.0,2.0,0.0,2.0,0.15,1.0,0.0,0.0,1.0,0.0,0.0,CA Huracán,Brasileiro,Nicolás Cordero (CA Huracán)
Walter Mazzantti,ARG,"FW,MF",26.0,11.4,30.0,2.63,20.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Walter Mazzantti (CA Huracán)
Jonás Acevedo,ARG,"MF,FW",25.0,9.4,41.0,4.36,19.0,18.0,1.0,1.0,2.0,0.0,3.0,0.32,2.0,0.0,0.0,0.0,1.0,0.0,CA Huracán,Brasileiro,Jonás Acevedo (CA Huracán)
Gabriel Gudiño,ARG,"MF,FW",30.0,8.7,17.0,1.96,14.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Gabriel Gudiño (CA Huracán)
Gastón Sauro,ARG,DF,32.0,8.5,4.0,0.47,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Gastón Sauro (CA Huracán)
Fernando Torrent,ARG,DF,31.0,7.5,11.0,1.46,7.0,1.0,2.0,0.0,1.0,0.0,2.0,0.27,0.0,1.0,0.0,0.0,1.0,0.0,CA Huracán,Brasileiro,Fernando Torrent (CA Huracán)
Fernando Godoy,ARG,MF,32.0,7.0,7.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Fernando Godoy (CA Huracán)
Matías Gómez,ARG,"MF,FW",19.0,5.4,14.0,2.57,7.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Matías Gómez (CA Huracán)
Lucas Castro,ARG,"MF,FW",33.0,6.7,30.0,4.49,27.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Lucas Castro (CA Huracán)
Lucas Carrizo,ARG,DF,25.0,6.4,9.0,1.41,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Lucas Carrizo (CA Huracán)
Patricio Pizarro,ARG,DF,22.0,6.4,8.0,1.26,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Patricio Pizarro (CA Huracán)
Juan Manuel García,ARG,"FW,MF",30.0,5.9,16.0,2.71,10.0,0.0,0.0,2.0,2.0,2.0,1.0,0.17,0.0,0.0,0.0,1.0,0.0,0.0,CA Huracán,Brasileiro,Juan Manuel García (CA Huracán)
César Ibáñez,ARG,DF,23.0,3.8,6.0,1.59,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,César Ibáñez (CA Huracán)
Agostino Spina,ARG,MF,21.0,3.4,2.0,0.59,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Agostino Spina (CA Huracán)
Valentín Burgoa,ARG,"FW,MF",23.0,3.7,8.0,2.14,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Valentín Burgoa (CA Huracán)
Santiago Luján,ARG,"MF,FW",21.0,2.6,4.0,1.53,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Santiago Luján (CA Huracán)
Dante Campisi,ARG,GK,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Dante Campisi (CA Huracán)
Juan Fernando Garro,ARG,"MF,FW",30.0,3.0,5.0,1.69,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Juan Fernando Garro (CA Huracán)
Lucas Merolla,ARG,DF,27.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,CA Huracán,Brasileiro,Lucas Merolla (CA Huracán)
Valentin Sanchez,ARG,MF,20.0,0.6,2.0,3.21,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Valentin Sanchez (CA Huracán)
Enzo Luna,ARG,"MF,FW",20.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Enzo Luna (CA Huracán)
Claudio Corvalán,ARG,DF,33.0,24.7,27.0,1.09,21.0,4.0,0.0,1.0,0.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Claudio Corvalán (CA Unión)
Federico Vera,ARG,DF,24.0,21.0,37.0,1.77,19.0,7.0,4.0,1.0,5.0,1.0,3.0,0.14,2.0,0.0,1.0,0.0,0.0,0.0,CA Unión,Brasileiro,Federico Vera (CA Unión)
Franco Calderón,ARG,DF,24.0,21.9,10.0,0.46,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Franco Calderón (CA Unión)
Imanol Machuca,ARG,"FW,MF",23.0,20.7,75.0,3.63,41.0,10.0,15.0,3.0,6.0,0.0,5.0,0.24,2.0,0.0,2.0,0.0,1.0,0.0,CA Unión,Brasileiro,Imanol Machuca (CA Unión)
Mauro Luna Diale,ARG,"MF,FW",23.0,20.3,52.0,2.57,34.0,0.0,5.0,5.0,8.0,0.0,4.0,0.2,3.0,0.0,0.0,0.0,1.0,0.0,CA Unión,Brasileiro,Mauro Luna Diale (CA Unión)
Yeison Gordillo,COL,MF,30.0,19.9,17.0,0.85,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,CA Unión,Brasileiro,Yeison Gordillo (CA Unión)
Kevin Zenon,ARG,"DF,MF",21.0,16.7,50.0,3.0,30.0,14.0,2.0,1.0,2.0,1.0,1.0,0.06,0.0,0.0,0.0,0.0,1.0,0.0,CA Unión,Brasileiro,Kevin Zenon (CA Unión)
Enzo Martín Roldán,ARG,MF,22.0,16.5,55.0,3.33,30.0,11.0,4.0,5.0,2.0,3.0,2.0,0.12,1.0,1.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Enzo Martín Roldán (CA Unión)
Santiago Mele,URU,GK,25.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Santiago Mele (CA Unión)
Jerónimo Domina,ARG,FW,17.0,12.8,26.0,2.03,17.0,0.0,2.0,5.0,1.0,1.0,2.0,0.16,1.0,0.0,0.0,0.0,0.0,1.0,CA Unión,Brasileiro,Jerónimo Domina (CA Unión)
Oscar Piris,ARG,DF,33.0,12.0,15.0,1.25,11.0,0.0,0.0,2.0,0.0,2.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Oscar Piris (CA Unión)
Luciano Aued,ARG,MF,35.0,11.3,21.0,1.86,13.0,1.0,0.0,5.0,1.0,1.0,2.0,0.18,0.0,0.0,0.0,1.0,0.0,1.0,CA Unión,Brasileiro,Luciano Aued (CA Unión)
Lucas Esquivel,ARG,DF,21.0,11.5,27.0,2.35,16.0,6.0,4.0,0.0,0.0,1.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Lucas Esquivel (CA Unión)
Sebastián Moyano,ARG,GK,32.0,11.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Sebastián Moyano (CA Unión)
Nicolás Paz,ARG,DF,20.0,9.9,5.0,0.5,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Nicolás Paz (CA Unión)
Daniel Juárez,ARG,"MF,FW",21.0,7.2,19.0,2.62,12.0,0.0,2.0,4.0,1.0,0.0,3.0,0.41,2.0,0.0,1.0,0.0,0.0,0.0,CA Unión,Brasileiro,Daniel Juárez (CA Unión)
Ezequiel Cañete,ARG,"FW,MF",23.0,6.6,13.0,1.97,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Ezequiel Cañete (CA Unión)
Junior Marabel,PAR,FW,24.0,6.5,11.0,1.69,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Junior Marabel (CA Unión)
Thiago Vecino,URU,FW,23.0,4.9,3.0,0.61,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,CA Unión,Brasileiro,Thiago Vecino (CA Unión)
Francisco Gerometta,ARG,"DF,MF",23.0,5.7,11.0,1.91,6.0,3.0,1.0,1.0,0.0,0.0,1.0,0.17,0.0,1.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Francisco Gerometta (CA Unión)
Joaquín Mosqueira,,MF,,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Joaquín Mosqueira (CA Unión)
Mateo Del Blanco,ARG,"DF,MF",19.0,3.7,10.0,2.72,5.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Mateo Del Blanco (CA Unión)
Tomás González,ARG,"MF,FW",19.0,2.8,15.0,5.34,7.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Tomás González (CA Unión)
Juan Ludueña,ARG,DF,19.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Juan Ludueña (CA Unión)
Mariano Meynier,ARG,FW,19.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Mariano Meynier (CA Unión)
Gastón Comas,ARG,MF,24.0,0.7,5.0,6.72,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.34,0.0,0.0,0.0,1.0,0.0,0.0,CA Unión,Brasileiro,Gastón Comas (CA Unión)
Bryan Castrillón,COL,"FW,MF",23.0,2.6,14.0,5.29,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.38,1.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Bryan Castrillón (CA Unión)
Lisandro Morales,ARG,DF,19.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Lisandro Morales (CA Unión)
Valentino Venetucci,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Valentino Venetucci (CA Unión)
Fabio Pereyra,ARG,DF,33.0,26.0,11.0,0.42,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Fabio Pereyra (CC Córdoba)
Brian Blasi,ARG,DF,26.0,22.4,21.0,0.94,11.0,8.0,1.0,0.0,0.0,1.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Brian Blasi (CC Córdoba)
Mauro Pittón,ARG,MF,28.0,23.3,53.0,2.27,29.0,16.0,3.0,1.0,3.0,1.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,CC Córdoba,Brasileiro,Mauro Pittón (CC Córdoba)
Gustavo Canto,ARG,DF,28.0,23.2,31.0,1.34,24.0,3.0,2.0,2.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Gustavo Canto (CC Córdoba)
Brian Farioli,ARG,"MF,FW",24.0,20.0,71.0,3.54,38.0,25.0,1.0,2.0,5.0,0.0,4.0,0.2,3.0,1.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Brian Farioli (CC Córdoba)
Ciro Rius,ARG,"MF,FW",34.0,19.0,26.0,1.37,20.0,2.0,1.0,2.0,1.0,0.0,3.0,0.16,2.0,0.0,0.0,1.0,0.0,0.0,CC Córdoba,Brasileiro,Ciro Rius (CC Córdoba)
Leandro Maciel,ARG,MF,27.0,18.2,40.0,2.2,36.0,0.0,0.0,1.0,1.0,2.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Leandro Maciel (CC Córdoba)
Lucas Gamba,ARG,FW,35.0,20.3,58.0,2.85,48.0,0.0,3.0,1.0,4.0,2.0,7.0,0.34,6.0,0.0,0.0,0.0,1.0,0.0,CC Córdoba,Brasileiro,Lucas Gamba (CC Córdoba)
Lucas Besozzi,ARG,"MF,FW",20.0,17.7,77.0,4.34,45.0,7.0,16.0,2.0,7.0,0.0,4.0,0.23,3.0,0.0,1.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Lucas Besozzi (CC Córdoba)
Marcos Ignacio Ledesma,ARG,GK,26.0,18.0,3.0,0.17,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Marcos Ignacio Ledesma (CC Córdoba)
Gonzalo Goñi,ARG,DF,24.0,13.8,4.0,0.29,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.14,1.0,0.0,0.0,1.0,0.0,0.0,CC Córdoba,Brasileiro,Gonzalo Goñi (CC Córdoba)
Marcelo Benitez,ARG,DF,32.0,14.8,31.0,2.1,16.0,11.0,1.0,3.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Marcelo Benitez (CC Córdoba)
Facundo Castelli,ARG,FW,27.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Facundo Castelli (CC Córdoba)
Matías Mansilla,ARG,GK,26.0,9.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Matías Mansilla (CC Córdoba)
Enzo Kalinski,ARG,MF,35.0,7.3,12.0,1.64,9.0,0.0,0.0,1.0,1.0,1.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Enzo Kalinski (CC Córdoba)
Cristian Torres,ARG,"FW,MF",23.0,8.1,21.0,2.58,14.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Cristian Torres (CC Córdoba)
Jesús Soraire,ARG,MF,34.0,7.0,12.0,1.71,11.0,0.0,0.0,1.0,0.0,0.0,3.0,0.43,2.0,0.0,0.0,1.0,0.0,0.0,CC Córdoba,Brasileiro,Jesús Soraire (CC Córdoba)
Julián Navas,ARG,DF,29.0,4.3,11.0,2.55,6.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Julián Navas (CC Córdoba)
José Gómez,ARG,DF,22.0,3.5,6.0,1.74,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,José Gómez (CC Córdoba)
Federico Jourdan,ARG,"MF,DF",32.0,4.1,8.0,1.94,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Federico Jourdan (CC Córdoba)
Luis Miguel Rodríguez,ARG,"MF,FW",38.0,2.5,6.0,2.4,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Luis Miguel Rodríguez (CC Córdoba)
Ramón Cansinos,,MF,,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Ramón Cansinos (CC Córdoba)
Sebastián Valdez,ARG,DF,27.0,0.7,1.0,1.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Sebastián Valdez (CC Córdoba)
Leandro Ciccoloni,ARG,MF,27.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Leandro Ciccoloni (CC Córdoba)
Diego Vásquez,ARG,"MF,FW",22.0,1.2,6.0,4.74,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Diego Vásquez (CC Córdoba)
