Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Team,Championship,Player_Team
Norberto Briasco,ARM,"FW,MF",26.0,3.8,0,0,0,11,12,2,14,0,5,0.0,0.0,0,16.0,3.0,14.0,17.6,Boca Juniors,Brasileiro,Norberto Briasco (Boca Juniors)
Esteban Rolón,ARG,MF,27.0,1.6,0,1,0,6,1,0,0,0,3,0.0,0.0,0,15.0,5.0,2.0,71.4,Boca Juniors,Brasileiro,Esteban Rolón (Boca Juniors)
Nahuel Génez,ARG,DF,19.0,1.0,0,0,0,0,0,0,5,0,1,0.0,0.0,0,1.0,0.0,3.0,0.0,Boca Juniors,Brasileiro,Nahuel Génez (Boca Juniors)
Exequiel Zeballos,ARG,"MF,FW",20.0,1.2,0,0,0,1,5,0,10,0,1,0.0,0.0,0,5.0,0.0,2.0,0.0,Boca Juniors,Brasileiro,Exequiel Zeballos (Boca Juniors)
Aaron Anselmino,ARG,DF,17.0,0.5,0,0,0,0,0,0,0,1,1,0.0,0.0,0,7.0,1.0,2.0,33.3,Boca Juniors,Brasileiro,Aaron Anselmino (Boca Juniors)
Diego González,ARG,MF,34.0,0.4,0,0,0,1,0,0,0,2,0,0.0,0.0,0,9.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Diego González (Boca Juniors)
Brandon Cortés,CHI,FW,21.0,0.2,0,0,0,0,0,0,1,1,0,0.0,0.0,0,2.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Brandon Cortés (Boca Juniors)
Javier Morales,ARG,FW,19.0,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,2.0,0.0,Boca Juniors,Brasileiro,Javier Morales (Boca Juniors)
Lucas Chávez,ARG,GK,27.0,25.0,4,0,0,0,5,0,0,2,1,0.0,0.0,0,36.0,5.0,0.0,100.0,CA Huracán,Brasileiro,Lucas Chávez (CA Huracán)
Santiago Hezze,ARG,MF,21.0,23.6,5,0,0,18,20,4,22,57,43,0.0,0.0,0,215.0,51.0,29.0,63.8,CA Huracán,Brasileiro,Santiago Hezze (CA Huracán)
Guillermo Benítez,ARG,DF,29.0,21.9,4,0,0,28,27,3,70,26,36,0.0,0.0,0,115.0,39.0,36.0,52.0,CA Huracán,Brasileiro,Guillermo Benítez (CA Huracán)
Matías Cóccaro,URU,FW,25.0,18.2,4,1,0,40,56,6,17,4,10,2.0,0.0,0,67.0,79.0,88.0,47.3,CA Huracán,Brasileiro,Matías Cóccaro (CA Huracán)
Fernando Tobio,ARG,DF,33.0,18.6,3,1,0,12,2,0,1,24,11,0.0,1.0,0,118.0,55.0,36.0,60.4,CA Huracán,Brasileiro,Fernando Tobio (CA Huracán)
Guillermo Soto,CHI,DF,29.0,18.4,2,0,0,22,16,1,75,24,38,0.0,0.0,1,92.0,33.0,22.0,60.0,CA Huracán,Brasileiro,Guillermo Soto (CA Huracán)
Federico Fattori,ARG,MF,30.0,18.3,3,0,0,15,10,0,8,30,20,0.0,0.0,0,185.0,19.0,15.0,55.9,CA Huracán,Brasileiro,Federico Fattori (CA Huracán)
Juan Gauto,ARG,"MF,FW",18.0,18.4,1,0,0,13,22,3,122,8,18,0.0,0.0,0,98.0,6.0,14.0,30.0,CA Huracán,Brasileiro,Juan Gauto (CA Huracán)
Joaquín Ariel Novillo,ARG,DF,24.0,16.7,4,0,0,10,4,3,2,21,7,0.0,0.0,0,102.0,55.0,25.0,68.8,CA Huracán,Brasileiro,Joaquín Ariel Novillo (CA Huracán)
Nicolás Cordero,ARG,FW,23.0,13.2,4,0,0,32,13,2,1,0,9,0.0,0.0,0,36.0,92.0,79.0,53.8,CA Huracán,Brasileiro,Nicolás Cordero (CA Huracán)
Walter Mazzantti,ARG,"FW,MF",26.0,11.4,2,0,0,31,31,4,26,6,11,0.0,0.0,0,54.0,13.0,38.0,25.5,CA Huracán,Brasileiro,Walter Mazzantti (CA Huracán)
Jonás Acevedo,ARG,"MF,FW",25.0,9.4,3,0,0,15,15,1,80,5,8,0.0,0.0,0,47.0,6.0,14.0,30.0,CA Huracán,Brasileiro,Jonás Acevedo (CA Huracán)
Gabriel Gudiño,ARG,"MF,FW",30.0,8.7,3,0,0,18,6,5,13,12,14,0.0,0.0,0,48.0,2.0,9.0,18.2,CA Huracán,Brasileiro,Gabriel Gudiño (CA Huracán)
Gastón Sauro,ARG,DF,32.0,8.5,5,1,1,10,2,0,0,15,6,0.0,0.0,0,39.0,25.0,13.0,65.8,CA Huracán,Brasileiro,Gastón Sauro (CA Huracán)
Fernando Torrent,ARG,DF,31.0,7.5,2,0,0,8,4,0,38,3,6,0.0,0.0,0,34.0,6.0,9.0,40.0,CA Huracán,Brasileiro,Fernando Torrent (CA Huracán)
Fernando Godoy,ARG,MF,32.0,7.0,1,1,0,17,3,0,4,10,4,0.0,0.0,0,62.0,11.0,12.0,47.8,CA Huracán,Brasileiro,Fernando Godoy (CA Huracán)
Matías Gómez,ARG,"MF,FW",19.0,5.4,1,0,0,8,6,0,15,5,11,0.0,0.0,0,31.0,6.0,7.0,46.2,CA Huracán,Brasileiro,Matías Gómez (CA Huracán)
Lucas Castro,ARG,"MF,FW",33.0,6.7,0,0,0,5,14,0,22,5,9,0.0,0.0,0,49.0,7.0,10.0,41.2,CA Huracán,Brasileiro,Lucas Castro (CA Huracán)
Lucas Carrizo,ARG,DF,25.0,6.4,1,0,0,7,3,0,18,7,17,0.0,0.0,0,47.0,8.0,4.0,66.7,CA Huracán,Brasileiro,Lucas Carrizo (CA Huracán)
Patricio Pizarro,ARG,DF,22.0,6.4,6,2,1,13,5,0,9,9,6,0.0,2.0,0,34.0,24.0,12.0,66.7,CA Huracán,Brasileiro,Patricio Pizarro (CA Huracán)
Juan Manuel García,ARG,"FW,MF",30.0,5.9,2,0,0,18,11,2,1,0,8,0.0,0.0,0,11.0,33.0,55.0,37.5,CA Huracán,Brasileiro,Juan Manuel García (CA Huracán)
César Ibáñez,ARG,DF,23.0,3.8,0,0,0,7,7,0,17,4,14,0.0,0.0,0,20.0,7.0,9.0,43.8,CA Huracán,Brasileiro,César Ibáñez (CA Huracán)
Agostino Spina,ARG,MF,21.0,3.4,1,0,0,7,3,0,0,10,4,0.0,0.0,0,31.0,2.0,4.0,33.3,CA Huracán,Brasileiro,Agostino Spina (CA Huracán)
Valentín Burgoa,ARG,"FW,MF",23.0,3.7,1,0,0,6,7,0,19,8,6,0.0,0.0,0,27.0,6.0,5.0,54.5,CA Huracán,Brasileiro,Valentín Burgoa (CA Huracán)
Santiago Luján,ARG,"MF,FW",21.0,2.6,1,1,0,4,2,1,26,1,6,0.0,0.0,0,18.0,2.0,3.0,40.0,CA Huracán,Brasileiro,Santiago Luján (CA Huracán)
Dante Campisi,ARG,GK,26.0,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Dante Campisi (CA Huracán)
Juan Fernando Garro,ARG,"MF,FW",30.0,3.0,0,0,0,3,5,1,0,1,1,0.0,0.0,0,16.0,3.0,10.0,23.1,CA Huracán,Brasileiro,Juan Fernando Garro (CA Huracán)
Lucas Merolla,ARG,DF,27.0,1.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0,4.0,3.0,1.0,75.0,CA Huracán,Brasileiro,Lucas Merolla (CA Huracán)
Valentin Sanchez,ARG,MF,20.0,0.6,0,0,0,0,1,0,0,2,2,0.0,0.0,0,4.0,0.0,1.0,0.0,CA Huracán,Brasileiro,Valentin Sanchez (CA Huracán)
Enzo Luna,ARG,"MF,FW",20.0,0.4,0,0,0,0,2,0,1,0,0,0.0,0.0,0,1.0,1.0,1.0,50.0,CA Huracán,Brasileiro,Enzo Luna (CA Huracán)
Claudio Corvalán,ARG,DF,33.0,24.7,8,0,0,27,15,3,12,50,34,0.0,1.0,0,146.0,30.0,32.0,48.4,CA Unión,Brasileiro,Claudio Corvalán (CA Unión)
Federico Vera,ARG,DF,24.0,21.0,8,0,0,46,37,1,64,23,36,0.0,1.0,0,142.0,21.0,16.0,56.8,CA Unión,Brasileiro,Federico Vera (CA Unión)
Franco Calderón,ARG,DF,24.0,21.9,5,1,0,20,15,1,1,23,13,0.0,0.0,0,99.0,51.0,49.0,51.0,CA Unión,Brasileiro,Franco Calderón (CA Unión)
Imanol Machuca,ARG,"FW,MF",23.0,20.7,4,1,0,22,42,6,80,2,20,0.0,0.0,0,109.0,10.0,25.0,28.6,CA Unión,Brasileiro,Imanol Machuca (CA Unión)
Mauro Luna Diale,ARG,"MF,FW",23.0,20.3,4,1,0,19,48,1,21,2,26,1.0,0.0,0,101.0,32.0,49.0,39.5,CA Unión,Brasileiro,Mauro Luna Diale (CA Unión)
Yeison Gordillo,COL,MF,30.0,19.9,8,1,0,60,13,0,3,29,48,0.0,1.0,0,165.0,15.0,24.0,38.5,CA Unión,Brasileiro,Yeison Gordillo (CA Unión)
Kevin Zenon,ARG,"DF,MF",21.0,16.7,1,0,0,14,18,1,123,15,18,0.0,0.0,0,117.0,11.0,20.0,35.5,CA Unión,Brasileiro,Kevin Zenon (CA Unión)
Enzo Martín Roldán,ARG,MF,22.0,16.5,4,0,0,19,23,0,44,25,17,0.0,0.0,0,149.0,19.0,16.0,54.3,CA Unión,Brasileiro,Enzo Martín Roldán (CA Unión)
Santiago Mele,URU,GK,25.0,16.0,0,0,0,0,2,0,0,0,0,0.0,0.0,0,7.0,6.0,0.0,100.0,CA Unión,Brasileiro,Santiago Mele (CA Unión)
Jerónimo Domina,ARG,FW,17.0,12.8,3,0,0,22,17,7,17,3,4,0.0,0.0,0,37.0,25.0,40.0,38.5,CA Unión,Brasileiro,Jerónimo Domina (CA Unión)
Oscar Piris,ARG,DF,33.0,12.0,2,0,0,14,7,1,2,18,15,0.0,0.0,0,82.0,48.0,24.0,66.7,CA Unión,Brasileiro,Oscar Piris (CA Unión)
Luciano Aued,ARG,MF,35.0,11.3,3,0,0,12,9,0,11,12,18,0.0,0.0,0,80.0,24.0,14.0,63.2,CA Unión,Brasileiro,Luciano Aued (CA Unión)
Lucas Esquivel,ARG,DF,21.0,11.5,1,0,0,5,8,1,55,14,19,0.0,1.0,0,94.0,18.0,15.0,54.5,CA Unión,Brasileiro,Lucas Esquivel (CA Unión)
Sebastián Moyano,ARG,GK,32.0,11.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0,10.0,2.0,0.0,100.0,CA Unión,Brasileiro,Sebastián Moyano (CA Unión)
Nicolás Paz,ARG,DF,20.0,9.9,4,0,0,10,1,0,2,10,20,0.0,0.0,0,41.0,10.0,12.0,45.5,CA Unión,Brasileiro,Nicolás Paz (CA Unión)
Daniel Juárez,ARG,"MF,FW",21.0,7.2,0,0,0,12,5,1,9,3,9,0.0,0.0,0,44.0,13.0,18.0,41.9,CA Unión,Brasileiro,Daniel Juárez (CA Unión)
Ezequiel Cañete,ARG,"FW,MF",23.0,6.6,1,0,0,12,14,0,11,4,10,0.0,0.0,0,47.0,15.0,22.0,40.5,CA Unión,Brasileiro,Ezequiel Cañete (CA Unión)
Junior Marabel,PAR,FW,24.0,6.5,0,0,0,4,9,1,6,0,2,0.0,0.0,0,15.0,24.0,35.0,40.7,CA Unión,Brasileiro,Junior Marabel (CA Unión)
Thiago Vecino,URU,FW,23.0,4.9,1,0,0,12,3,4,3,2,3,0.0,0.0,0,12.0,16.0,32.0,33.3,CA Unión,Brasileiro,Thiago Vecino (CA Unión)
Francisco Gerometta,ARG,"DF,MF",23.0,5.7,1,0,0,6,4,0,31,5,14,0.0,0.0,0,49.0,8.0,9.0,47.1,CA Unión,Brasileiro,Francisco Gerometta (CA Unión)
Joaquín Mosqueira,,MF,,4.4,1,0,0,3,2,0,3,1,5,0.0,0.0,0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Joaquín Mosqueira (CA Unión)
Mateo Del Blanco,ARG,"DF,MF",19.0,3.7,2,0,0,6,11,0,29,3,5,0.0,0.0,0,34.0,5.0,5.0,50.0,CA Unión,Brasileiro,Mateo Del Blanco (CA Unión)
Tomás González,ARG,"MF,FW",19.0,2.8,0,1,0,5,8,0,13,3,5,0.0,0.0,0,7.0,11.0,7.0,61.1,CA Unión,Brasileiro,Tomás González (CA Unión)
Juan Ludueña,ARG,DF,19.0,2.7,0,0,0,3,1,0,1,7,4,0.0,0.0,0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Juan Ludueña (CA Unión)
Mariano Meynier,ARG,FW,19.0,0.9,0,0,0,2,0,0,0,0,2,0.0,0.0,0,2.0,1.0,4.0,20.0,CA Unión,Brasileiro,Mariano Meynier (CA Unión)
Gastón Comas,ARG,MF,24.0,0.7,0,0,0,1,1,0,0,0,1,0.0,0.0,0,10.0,0.0,1.0,0.0,CA Unión,Brasileiro,Gastón Comas (CA Unión)
Bryan Castrillón,COL,"FW,MF",23.0,2.6,1,0,0,3,4,3,14,1,3,0.0,0.0,0,18.0,1.0,1.0,50.0,CA Unión,Brasileiro,Bryan Castrillón (CA Unión)
Lisandro Morales,ARG,DF,19.0,0.3,0,0,0,1,1,0,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Lisandro Morales (CA Unión)
Valentino Venetucci,,,,0.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Valentino Venetucci (CA Unión)
Fabio Pereyra,ARG,DF,33.0,26.0,6,0,0,11,12,2,1,24,22,0.0,1.0,1,147.0,120.0,61.0,66.3,CC Córdoba,Brasileiro,Fabio Pereyra (CC Córdoba)
Brian Blasi,ARG,DF,26.0,22.4,5,0,0,27,4,1,35,29,22,0.0,0.0,0,137.0,31.0,30.0,50.8,CC Córdoba,Brasileiro,Brian Blasi (CC Córdoba)
Mauro Pittón,ARG,MF,28.0,23.3,4,0,0,19,23,1,23,45,46,0.0,0.0,0,180.0,43.0,29.0,59.7,CC Córdoba,Brasileiro,Mauro Pittón (CC Córdoba)
Gustavo Canto,ARG,DF,28.0,23.2,7,0,0,23,19,4,25,47,35,0.0,0.0,0,129.0,74.0,41.0,64.3,CC Córdoba,Brasileiro,Gustavo Canto (CC Córdoba)
Brian Farioli,ARG,"MF,FW",24.0,20.0,2,0,0,20,36,4,109,5,14,0.0,0.0,0,111.0,8.0,37.0,17.8,CC Córdoba,Brasileiro,Brian Farioli (CC Córdoba)
Ciro Rius,ARG,"MF,FW",34.0,19.0,5,1,1,12,9,6,56,19,30,0.0,0.0,0,100.0,7.0,17.0,29.2,CC Córdoba,Brasileiro,Ciro Rius (CC Córdoba)
Leandro Maciel,ARG,MF,27.0,18.2,1,0,0,25,9,1,11,19,21,0.0,0.0,0,135.0,19.0,31.0,38.0,CC Córdoba,Brasileiro,Leandro Maciel (CC Córdoba)
Lucas Gamba,ARG,FW,35.0,20.3,1,0,0,18,15,12,46,1,10,0.0,0.0,0,59.0,25.0,62.0,28.7,CC Córdoba,Brasileiro,Lucas Gamba (CC Córdoba)
Lucas Besozzi,ARG,"MF,FW",20.0,17.7,1,0,0,10,36,3,110,9,15,0.0,0.0,0,111.0,10.0,28.0,26.3,CC Córdoba,Brasileiro,Lucas Besozzi (CC Córdoba)
Marcos Ignacio Ledesma,ARG,GK,26.0,18.0,0,0,0,0,3,0,0,1,0,0.0,0.0,0,8.0,2.0,1.0,66.7,CC Córdoba,Brasileiro,Marcos Ignacio Ledesma (CC Córdoba)
Gonzalo Goñi,ARG,DF,24.0,13.8,0,0,0,9,1,0,0,7,15,0.0,1.0,0,81.0,29.0,37.0,43.9,CC Córdoba,Brasileiro,Gonzalo Goñi (CC Córdoba)
Marcelo Benitez,ARG,DF,32.0,14.8,4,0,0,11,6,1,58,26,13,0.0,0.0,0,86.0,21.0,22.0,48.8,CC Córdoba,Brasileiro,Marcelo Benitez (CC Córdoba)
Facundo Castelli,ARG,FW,27.0,9.6,3,0,0,17,22,9,6,1,10,0.0,0.0,0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Facundo Castelli (CC Córdoba)
Matías Mansilla,ARG,GK,26.0,9.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,3.0,2.0,0.0,100.0,CC Córdoba,Brasileiro,Matías Mansilla (CC Córdoba)
Enzo Kalinski,ARG,MF,35.0,7.3,3,0,0,13,4,2,0,13,13,0.0,1.0,0,79.0,16.0,12.0,57.1,CC Córdoba,Brasileiro,Enzo Kalinski (CC Córdoba)
Cristian Torres,ARG,"FW,MF",23.0,8.1,1,0,0,9,4,4,12,1,9,0.0,0.0,0,33.0,20.0,37.0,35.1,CC Córdoba,Brasileiro,Cristian Torres (CC Córdoba)
Jesús Soraire,ARG,MF,34.0,7.0,2,0,0,13,7,2,7,5,11,0.0,0.0,0,50.0,16.0,9.0,64.0,CC Córdoba,Brasileiro,Jesús Soraire (CC Córdoba)
Julián Navas,ARG,DF,29.0,4.3,3,0,0,10,3,0,8,7,5,0.0,0.0,0,19.0,8.0,3.0,72.7,CC Córdoba,Brasileiro,Julián Navas (CC Córdoba)
José Gómez,ARG,DF,22.0,3.5,0,0,0,2,5,1,3,3,8,0.0,0.0,0,25.0,2.0,3.0,40.0,CC Córdoba,Brasileiro,José Gómez (CC Córdoba)
Federico Jourdan,ARG,"MF,DF",32.0,4.1,2,0,0,2,6,5,21,1,5,0.0,0.0,0,37.0,6.0,6.0,50.0,CC Córdoba,Brasileiro,Federico Jourdan (CC Córdoba)
Luis Miguel Rodríguez,ARG,"MF,FW",38.0,2.5,0,0,0,1,3,0,16,1,0,0.0,0.0,0,12.0,4.0,3.0,57.1,CC Córdoba,Brasileiro,Luis Miguel Rodríguez (CC Córdoba)
Ramón Cansinos,,MF,,1.3,1,0,0,6,4,0,5,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Ramón Cansinos (CC Córdoba)
Sebastián Valdez,ARG,DF,27.0,0.7,0,0,0,1,1,0,0,0,1,0.0,0.0,0,6.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Sebastián Valdez (CC Córdoba)
Leandro Ciccoloni,ARG,MF,27.0,0.7,0,0,0,1,5,0,7,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Leandro Ciccoloni (CC Córdoba)
Diego Vásquez,ARG,"MF,FW",22.0,1.2,0,0,0,2,2,0,4,1,5,0.0,0.0,0,7.0,3.0,3.0,50.0,CC Córdoba,Brasileiro,Diego Vásquez (CC Córdoba)
Nicolás Leguizamón,ARG,FW,28.0,0.6,0,0,0,2,3,1,1,0,0,0.0,0.0,0,5.0,1.0,6.0,14.3,CC Córdoba,Brasileiro,Nicolás Leguizamón (CC Córdoba)
Santiago Longo,ARG,MF,24.0,26.8,0,0,0,24,20,1,12,28,59,0.0,1.0,0,228.0,21.0,26.0,44.7,Club Atlético Belgrano,Brasileiro,Santiago Longo (Club Atlético Belgrano)
Pablo Vegetti,ARG,FW,34.0,26.5,4,0,0,35,53,19,29,1,5,1.0,0.0,0,46.0,112.0,115.0,49.3,Club Atlético Belgrano,Brasileiro,Pablo Vegetti (Club Atlético Belgrano)
Nahuel Losada,ARG,GK,29.0,25.5,1,1,0,1,4,0,0,0,1,0.0,0.0,0,34.0,9.0,0.0,100.0,Club Atlético Belgrano,Brasileiro,Nahuel Losada (Club Atlético Belgrano)
Ulises Sánchez,ARG,MF,24.0,23.8,5,0,0,16,39,1,106,13,19,0.0,0.0,0,156.0,9.0,20.0,31.0,Club Atlético Belgrano,Brasileiro,Ulises Sánchez (Club Atlético Belgrano)
Alejandro Rébola,ARG,DF,34.0,23.0,5,3,1,21,11,0,0,41,9,0.0,0.0,1,117.0,61.0,56.0,52.1,Club Atlético Belgrano,Brasileiro,Alejandro Rébola (Club Atlético Belgrano)
Bruno Zapelli,ARG,"MF,FW",20.0,20.2,1,0,0,18,28,0,36,11,26,0.0,0.0,0,141.0,16.0,19.0,45.7,Club Atlético Belgrano,Brasileiro,Bruno Zapelli (Club Atlético Belgrano)
Nicolás Meriano,ARG,DF,22.0,17.4,4,0,0,13,5,0,4,27,16,0.0,0.0,0,82.0,38.0,24.0,61.3,Club Atlético Belgrano,Brasileiro,Nicolás Meriano (Club Atlético Belgrano)
Juan Barinaga,ARG,DF,22.0,13.7,1,0,0,12,12,0,52,19,28,0.0,0.0,0,94.0,7.0,18.0,28.0,Club Atlético Belgrano,Brasileiro,Juan Barinaga (Club Atlético Belgrano)
Erik Godoy,ARG,DF,29.0,14.4,2,1,0,17,2,1,1,18,9,0.0,0.0,0,70.0,42.0,24.0,63.6,Club Atlético Belgrano,Brasileiro,Erik Godoy (Club Atlético Belgrano)
Matias Ibacache,CHI,DF,24.0,12.0,2,0,0,10,11,0,34,3,8,0.0,1.0,0,74.0,14.0,10.0,58.3,Club Atlético Belgrano,Brasileiro,Matias Ibacache (Club Atlético Belgrano)
Ariel Rojas,ARG,MF,37.0,11.7,3,0,0,7,12,0,28,19,21,0.0,0.0,0,89.0,7.0,15.0,31.8,Club Atlético Belgrano,Brasileiro,Ariel Rojas (Club Atlético Belgrano)
Franco Jara,ARG,FW,34.0,9.9,3,1,1,22,18,2,19,1,7,0.0,0.0,0,26.0,14.0,21.0,40.0,Club Atlético Belgrano,Brasileiro,Franco Jara (Club Atlético Belgrano)
Lucas Diarte,ARG,DF,29.0,10.8,5,0,0,14,11,0,40,10,15,0.0,1.0,0,57.0,7.0,10.0,41.2,Club Atlético Belgrano,Brasileiro,Lucas Diarte (Club Atlético Belgrano)
Gabriel Compagnucci,ARG,"DF,MF",31.0,10.8,1,0,0,8,10,1,62,8,9,0.0,0.0,0,51.0,7.0,10.0,41.2,Club Atlético Belgrano,Brasileiro,Gabriel Compagnucci (Club Atlético Belgrano)
Matías García,ARG,MF,31.0,8.2,3,0,0,14,16,0,53,5,13,0.0,0.0,0,68.0,11.0,15.0,42.3,Club Atlético Belgrano,Brasileiro,Matías García (Club Atlético Belgrano)
Tomas Castro,ARG,MF,20.0,4.6,1,0,0,6,5,0,5,2,6,0.0,0.0,0,29.0,4.0,10.0,28.6,Club Atlético Belgrano,Brasileiro,Tomas Castro (Club Atlético Belgrano)
Iván Ortigoza,ARG,"FW,MF",27.0,4.5,2,0,0,4,8,0,22,2,4,1.0,0.0,0,26.0,1.0,6.0,14.3,Club Atlético Belgrano,Brasileiro,Iván Ortigoza (Club Atlético Belgrano)
Guillermo Pereira,ARG,"DF,MF",29.0,5.8,3,0,0,14,7,1,27,9,16,0.0,0.0,0,30.0,8.0,5.0,61.5,Club Atlético Belgrano,Brasileiro,Guillermo Pereira (Club Atlético Belgrano)
Matias Moreno,ARG,DF,19.0,3.1,0,0,0,4,7,0,2,5,0,0.0,0.0,0,14.0,4.0,10.0,28.6,Club Atlético Belgrano,Brasileiro,Matias Moreno (Club Atlético Belgrano)
Ibrahim Hesar,SYR,"MF,FW",29.0,5.9,2,0,0,13,5,8,27,5,9,0.0,0.0,0,30.0,11.0,13.0,45.8,Club Atlético Belgrano,Brasileiro,Ibrahim Hesar (Club Atlético Belgrano)
Diego Novaretti,ARG,DF,37.0,2.6,0,0,0,1,1,1,0,7,4,0.0,0.0,0,10.0,10.0,4.0,71.4,Club Atlético Belgrano,Brasileiro,Diego Novaretti (Club Atlético Belgrano)
Fabián Bordagaray,ARG,"FW,MF",35.0,2.6,1,0,0,3,2,0,3,2,3,0.0,0.0,0,6.0,5.0,5.0,50.0,Club Atlético Belgrano,Brasileiro,Fabián Bordagaray (Club Atlético Belgrano)
Daniel Barrea,ARG,FW,21.0,2.1,0,0,0,4,2,0,10,1,0,0.0,0.0,0,7.0,4.0,2.0,66.7,Club Atlético Belgrano,Brasileiro,Daniel Barrea (Club Atlético Belgrano)
Mariano Miño,ARG,MF,28.0,1.8,0,0,0,1,5,2,6,1,1,0.0,0.0,0,20.0,0.0,1.0,0.0,Club Atlético Belgrano,Brasileiro,Mariano Miño (Club Atlético Belgrano)
Manuel Vicentini,ARG,GK,32.0,1.5,0,0,0,0,0,0,0,1,0,0.0,0.0,0,2.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Manuel Vicentini (Club Atlético Belgrano)
Francisco Oliver,ARG,DF,27.0,1.1,0,0,0,2,0,0,0,2,2,0.0,1.0,0,7.0,0.0,1.0,0.0,Club Atlético Belgrano,Brasileiro,Francisco Oliver (Club Atlético Belgrano)
Joaquín Susvielles,ARG,"FW,DF",31.0,2.0,0,0,0,4,2,1,2,0,0,0.0,0.0,0,3.0,14.0,8.0,63.6,Club Atlético Belgrano,Brasileiro,Joaquín Susvielles (Club Atlético Belgrano)
Iván Ramírez,ARG,MF,32.0,1.6,1,0,0,4,0,0,1,2,3,0.0,0.0,0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Iván Ramírez (Club Atlético Belgrano)
Gerónimo Tomasetti,ARG,MF,22.0,0.6,0,0,0,2,1,0,0,0,1,0.0,0.0,0,5.0,1.0,1.0,50.0,Club Atlético Belgrano,Brasileiro,Gerónimo Tomasetti (Club Atlético Belgrano)
Andrés Felipe Amaya,COL,"FW,MF",21.0,0.3,0,0,0,0,3,0,2,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Andrés Felipe Amaya (Club Atlético Belgrano)
Francisco Facello,ARG,DF,20.0,0.2,0,0,0,0,0,0,3,1,1,0.0,0.0,0,1.0,0.0,1.0,0.0,Club Atlético Belgrano,Brasileiro,Francisco Facello (Club Atlético Belgrano)
Facundo Lencioni,ARG,MF,21.0,0.2,0,0,0,0,0,0,0,2,1,0.0,0.0,0,2.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Facundo Lencioni (Club Atlético Belgrano)
Ignacio Chicco,ARG,GK,26.0,27.0,1,0,0,1,3,0,0,0,1,0.0,1.0,0,19.0,9.0,2.0,81.8,Colón,Brasileiro,Ignacio Chicco (Colón)
Facundo Garcés,ARG,DF,23.0,26.0,6,0,0,30,9,2,5,31,36,0.0,0.0,0,179.0,47.0,55.0,46.1,Colón,Brasileiro,Facundo Garcés (Colón)
Santiago Pierotti,ARG,"FW,MF",21.0,23.5,6,0,0,63,27,5,39,8,32,0.0,0.0,0,101.0,57.0,50.0,53.3,Colón,Brasileiro,Santiago Pierotti (Colón)
Paolo Goltz,ARG,DF,37.0,22.2,3,0,0,15,9,1,0,26,17,0.0,1.0,1,138.0,65.0,57.0,53.3,Colón,Brasileiro,Paolo Goltz (Colón)
Eric Meza,ARG,"DF,FW",23.0,20.8,2,0,0,18,15,2,128,33,30,0.0,0.0,0,160.0,7.0,14.0,33.3,Colón,Brasileiro,Eric Meza (Colón)
Baldomero Perlaza,COL,MF,30.0,21.1,5,0,0,27,20,1,2,22,28,0.0,0.0,0,147.0,51.0,34.0,60.0,Colón,Brasileiro,Baldomero Perlaza (Colón)
Rafael Marcelo Delgado,ARG,DF,33.0,20.0,5,1,1,19,21,1,82,22,26,1.0,0.0,0,163.0,35.0,28.0,55.6,Colón,Brasileiro,Rafael Marcelo Delgado (Colón)
Ramón Ábila,ARG,FW,33.0,17.5,4,0,0,6,22,26,3,5,4,1.0,0.0,0,28.0,12.0,19.0,38.7,Colón,Brasileiro,Ramón Ábila (Colón)
Juan Álvarez,ARG,"MF,FW",26.0,15.2,0,0,0,7,12,4,48,19,11,0.0,0.0,0,107.0,7.0,14.0,33.3,Colón,Brasileiro,Juan Álvarez (Colón)
