Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Team,Championship,Player_Team
Rodrigo Herrera,ARG,MF,22.0,12.8,706.0,29.0,186.0,460.0,68.0,6.0,706.0,16.0,7.0,43.8,6.0,37.5,304.0,1341.0,592.0,9.0,7.0,0.0,22.0,13.0,364.0,5.0,Barracas Central,Brasileiro,Rodrigo Herrera (Barracas Central)
Lucas Colitto,ARG,MF,28.0,9.0,443.0,6.0,55.0,201.0,194.0,28.0,443.0,31.0,13.0,41.9,14.0,45.2,288.0,1589.0,715.0,22.0,10.0,6.0,26.0,12.0,310.0,92.0,Barracas Central,Brasileiro,Lucas Colitto (Barracas Central)
Alexis Dominguez,ARG,FW,26.0,8.4,295.0,13.0,22.0,139.0,141.0,26.0,295.0,21.0,9.0,42.9,10.0,47.6,162.0,554.0,184.0,5.0,3.0,2.0,38.0,16.0,223.0,43.0,Barracas Central,Brasileiro,Alexis Dominguez (Barracas Central)
Ricardo Centurión,ARG,"FW,MF",30.0,6.2,308.0,0.0,22.0,178.0,111.0,18.0,308.0,25.0,12.0,48.0,10.0,40.0,212.0,1212.0,547.0,21.0,8.0,4.0,21.0,16.0,253.0,25.0,Barracas Central,Brasileiro,Ricardo Centurión (Barracas Central)
Fernando Prado,URU,DF,21.0,4.6,223.0,24.0,110.0,105.0,10.0,0.0,223.0,1.0,1.0,100.0,0.0,0.0,97.0,822.0,625.0,8.0,1.0,0.0,4.0,0.0,115.0,3.0,Barracas Central,Brasileiro,Fernando Prado (Barracas Central)
Marcos Benítez,ARG,"MF,FW",21.0,6.6,303.0,4.0,34.0,180.0,95.0,11.0,303.0,15.0,5.0,33.3,9.0,60.0,175.0,858.0,348.0,8.0,11.0,3.0,19.0,12.0,213.0,35.0,Barracas Central,Brasileiro,Marcos Benítez (Barracas Central)
Agustín Dáttola,ARG,DF,23.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Agustín Dáttola (Barracas Central)
Maximiliano Rodríguez,ARG,"DF,MF",34.0,5.4,298.0,22.0,91.0,141.0,70.0,11.0,298.0,12.0,5.0,41.7,7.0,58.3,135.0,586.0,344.0,7.0,9.0,3.0,4.0,2.0,136.0,17.0,Barracas Central,Brasileiro,Maximiliano Rodríguez (Barracas Central)
Maximiliano Puig,ARG,MF,22.0,3.5,179.0,4.0,28.0,93.0,62.0,9.0,179.0,13.0,5.0,38.5,5.0,38.5,110.0,444.0,176.0,4.0,6.0,1.0,17.0,7.0,121.0,17.0,Barracas Central,Brasileiro,Maximiliano Puig (Barracas Central)
Guido Villar,ARG,GK,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Guido Villar (Barracas Central)
Alan Cantero,ARG,"FW,MF",24.0,5.6,205.0,2.0,21.0,92.0,96.0,21.0,205.0,42.0,19.0,45.2,19.0,45.2,123.0,923.0,425.0,18.0,11.0,10.0,22.0,15.0,146.0,43.0,Barracas Central,Brasileiro,Alan Cantero (Barracas Central)
Nicolás Tolosa,ARG,"MF,DF",21.0,1.8,101.0,7.0,26.0,41.0,35.0,3.0,101.0,0.0,0.0,0.0,0.0,0.0,45.0,223.0,113.0,1.0,4.0,0.0,3.0,1.0,57.0,12.0,Barracas Central,Brasileiro,Nicolás Tolosa (Barracas Central)
Franco Farías,ARG,MF,20.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Franco Farías (Barracas Central)
Lucas López,ARG,MF,25.0,0.9,34.0,1.0,7.0,15.0,14.0,1.0,34.0,3.0,2.0,66.7,1.0,33.3,16.0,118.0,63.0,1.0,0.0,1.0,3.0,0.0,22.0,5.0,Barracas Central,Brasileiro,Lucas López (Barracas Central)
Julián Viollaz,ARG,"FW,MF",20.0,0.5,16.0,0.0,1.0,4.0,11.0,1.0,16.0,3.0,1.0,33.3,2.0,66.7,10.0,47.0,16.0,0.0,0.0,0.0,1.0,2.0,13.0,4.0,Barracas Central,Brasileiro,Julián Viollaz (Barracas Central)
Kevin Quejada,COL,FW,20.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Kevin Quejada (Barracas Central)
Manuel Brondo,,FW,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Manuel Brondo (Barracas Central)
Alex Juárez,ARG,MF,18.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barracas Central,Brasileiro,Alex Juárez (Barracas Central)
Bruno Mastronicola,ARG,DF,22.0,0.0,14.0,0.0,5.0,8.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,46.0,42.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,Barracas Central,Brasileiro,Bruno Mastronicola (Barracas Central)
Sergio Romero,ARG,GK,35.0,23.0,675.0,570.0,669.0,6.0,0.0,0.0,675.0,0.0,0.0,0.0,0.0,0.0,304.0,1553.0,1072.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,Boca Juniors,Brasileiro,Sergio Romero (Boca Juniors)
Jorge Figal,ARG,DF,28.0,22.1,1444.0,140.0,731.0,667.0,63.0,17.0,1444.0,30.0,19.0,63.3,8.0,26.7,860.0,5778.0,3349.0,22.0,10.0,0.0,16.0,8.0,923.0,6.0,Boca Juniors,Brasileiro,Jorge Figal (Boca Juniors)
Guillermo Matías Fernández,ARG,MF,31.0,19.5,1310.0,40.0,273.0,831.0,217.0,27.0,1310.0,28.0,15.0,53.6,10.0,35.7,693.0,3154.0,1455.0,20.0,23.0,1.0,21.0,13.0,883.0,56.0,Boca Juniors,Brasileiro,Guillermo Matías Fernández (Boca Juniors)
Alan Varela,ARG,MF,21.0,19.0,1342.0,56.0,356.0,899.0,98.0,1.0,1342.0,22.0,16.0,72.7,5.0,22.7,719.0,3215.0,1523.0,9.0,9.0,0.0,18.0,16.0,895.0,9.0,Boca Juniors,Brasileiro,Alan Varela (Boca Juniors)
Luis Advíncula,PER,"DF,FW",32.0,16.0,980.0,32.0,225.0,509.0,255.0,21.0,980.0,34.0,15.0,44.1,15.0,44.1,559.0,2885.0,1450.0,33.0,24.0,4.0,24.0,17.0,632.0,81.0,Boca Juniors,Brasileiro,Luis Advíncula (Boca Juniors)
Bruno Valdez,PAR,DF,30.0,14.8,1076.0,104.0,503.0,549.0,29.0,20.0,1076.0,8.0,5.0,62.5,3.0,37.5,611.0,2884.0,1777.0,6.0,3.0,1.0,11.0,1.0,675.0,2.0,Boca Juniors,Brasileiro,Bruno Valdez (Boca Juniors)
Frank Fabra,COL,DF,31.0,15.5,1125.0,44.0,291.0,571.0,280.0,23.0,1125.0,40.0,24.0,60.0,14.0,35.0,597.0,2840.0,1731.0,38.0,29.0,2.0,15.0,17.0,699.0,79.0,Boca Juniors,Brasileiro,Frank Fabra (Boca Juniors)
Sebastián Villa,COL,"FW,MF",26.0,14.9,843.0,0.0,57.0,361.0,452.0,54.0,843.0,108.0,50.0,46.3,44.0,40.7,598.0,4815.0,2358.0,92.0,60.0,28.0,45.0,18.0,614.0,170.0,Boca Juniors,Brasileiro,Sebastián Villa (Boca Juniors)
Marcelo Weigandt,ARG,DF,23.0,13.5,911.0,41.0,261.0,438.0,217.0,31.0,911.0,32.0,11.0,34.4,16.0,50.0,498.0,2332.0,997.0,24.0,17.0,4.0,26.0,11.0,562.0,74.0,Boca Juniors,Brasileiro,Marcelo Weigandt (Boca Juniors)
Cristian Medina,ARG,"MF,FW",20.0,14.7,899.0,17.0,129.0,539.0,244.0,32.0,899.0,55.0,36.0,65.5,15.0,27.3,615.0,3126.0,1599.0,42.0,45.0,10.0,35.0,37.0,705.0,53.0,Boca Juniors,Brasileiro,Cristian Medina (Boca Juniors)
Miguel Merentiel,URU,FW,26.0,13.7,368.0,5.0,17.0,173.0,186.0,46.0,368.0,27.0,17.0,63.0,9.0,33.3,208.0,1070.0,435.0,13.0,14.0,8.0,24.0,17.0,282.0,71.0,Boca Juniors,Brasileiro,Miguel Merentiel (Boca Juniors)
Óscar Romero,PAR,"MF,FW",30.0,11.9,963.0,4.0,47.0,620.0,307.0,13.0,963.0,56.0,32.0,57.1,16.0,28.6,627.0,2861.0,1166.0,26.0,27.0,0.0,27.0,20.0,736.0,73.0,Boca Juniors,Brasileiro,Óscar Romero (Boca Juniors)
Darío Benedetto,ARG,FW,32.0,9.9,274.0,6.0,13.0,143.0,121.0,33.0,274.0,18.0,7.0,38.9,11.0,61.1,156.0,625.0,135.0,4.0,5.0,2.0,35.0,10.0,205.0,47.0,Boca Juniors,Brasileiro,Darío Benedetto (Boca Juniors)
Nicolás Valentini,ARG,DF,21.0,11.2,796.0,70.0,368.0,408.0,23.0,8.0,796.0,7.0,3.0,42.9,3.0,42.9,462.0,2462.0,1763.0,6.0,5.0,0.0,3.0,1.0,528.0,2.0,Boca Juniors,Brasileiro,Nicolás Valentini (Boca Juniors)
Valentín Barco,ARG,"DF,FW",18.0,9.2,595.0,7.0,130.0,288.0,188.0,14.0,595.0,58.0,25.0,43.1,24.0,41.4,379.0,2223.0,1092.0,29.0,24.0,8.0,19.0,26.0,411.0,60.0,Boca Juniors,Brasileiro,Valentín Barco (Boca Juniors)
Ignacio Fernández,ARG,MF,20.0,10.8,955.0,14.0,157.0,682.0,123.0,7.0,955.0,41.0,19.0,46.3,17.0,41.5,631.0,3136.0,1590.0,20.0,13.0,1.0,25.0,15.0,714.0,19.0,Boca Juniors,Brasileiro,Ignacio Fernández (Boca Juniors)
Facundo Roncaglia,ARG,DF,35.0,10.8,670.0,73.0,350.0,295.0,29.0,5.0,670.0,7.0,7.0,100.0,0.0,0.0,375.0,1772.0,886.0,3.0,1.0,1.0,4.0,4.0,371.0,8.0,Boca Juniors,Brasileiro,Facundo Roncaglia (Boca Juniors)
Luca Langoni,ARG,"FW,MF",20.0,7.9,265.0,2.0,13.0,108.0,148.0,28.0,265.0,31.0,10.0,32.3,18.0,58.1,179.0,1180.0,481.0,18.0,9.0,4.0,26.0,7.0,202.0,81.0,Boca Juniors,Brasileiro,Luca Langoni (Boca Juniors)
Juan Ramírez,ARG,"MF,FW",29.0,6.2,363.0,1.0,39.0,230.0,101.0,10.0,363.0,19.0,5.0,26.3,12.0,63.2,229.0,1257.0,663.0,18.0,18.0,2.0,15.0,11.0,277.0,34.0,Boca Juniors,Brasileiro,Juan Ramírez (Boca Juniors)
Martín Payero,ARG,MF,24.0,5.6,311.0,4.0,36.0,183.0,99.0,12.0,311.0,28.0,14.0,50.0,13.0,46.4,197.0,969.0,419.0,7.0,9.0,2.0,15.0,6.0,220.0,19.0,Boca Juniors,Brasileiro,Martín Payero (Boca Juniors)
Felicia Karlsson,ARG,DF,29.0,5.1,352.0,10.0,91.0,165.0,99.0,6.0,352.0,14.0,7.0,50.0,6.0,42.9,160.0,907.0,429.0,13.0,11.0,2.0,5.0,10.0,207.0,29.0,Boca Juniors,Brasileiro,Felicia Karlsson (Boca Juniors)
Luis Vázquez,ARG,FW,22.0,4.8,169.0,4.0,9.0,86.0,75.0,19.0,169.0,14.0,6.0,42.9,7.0,50.0,92.0,433.0,212.0,7.0,9.0,4.0,20.0,10.0,115.0,23.0,Boca Juniors,Brasileiro,Luis Vázquez (Boca Juniors)
Javier Hernán García,ARG,GK,36.0,4.0,115.0,97.0,114.0,1.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,64.0,282.0,153.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,Boca Juniors,Brasileiro,Javier Hernán García (Boca Juniors)
Nicolás Orsini,ARG,FW,28.0,2.3,71.0,2.0,2.0,25.0,45.0,12.0,71.0,5.0,3.0,60.0,2.0,40.0,33.0,145.0,21.0,1.0,1.0,0.0,6.0,1.0,50.0,15.0,Boca Juniors,Brasileiro,Nicolás Orsini (Boca Juniors)
Norberto Briasco,ARM,"FW,MF",26.0,3.8,195.0,1.0,13.0,84.0,102.0,12.0,195.0,27.0,13.0,48.1,13.0,48.1,132.0,941.0,449.0,17.0,7.0,4.0,19.0,9.0,143.0,55.0,Boca Juniors,Brasileiro,Norberto Briasco (Boca Juniors)
Esteban Rolón,ARG,MF,27.0,1.6,143.0,2.0,31.0,87.0,26.0,2.0,143.0,5.0,2.0,40.0,2.0,40.0,74.0,248.0,121.0,1.0,1.0,1.0,5.0,6.0,93.0,1.0,Boca Juniors,Brasileiro,Esteban Rolón (Boca Juniors)
Nahuel Génez,ARG,DF,19.0,1.0,70.0,1.0,16.0,37.0,17.0,0.0,70.0,5.0,2.0,40.0,3.0,60.0,50.0,289.0,130.0,3.0,2.0,0.0,0.0,0.0,52.0,8.0,Boca Juniors,Brasileiro,Nahuel Génez (Boca Juniors)
Exequiel Zeballos,ARG,"MF,FW",20.0,1.2,63.0,0.0,2.0,28.0,33.0,5.0,63.0,17.0,7.0,41.2,7.0,41.2,42.0,308.0,158.0,6.0,5.0,2.0,5.0,4.0,42.0,13.0,Boca Juniors,Brasileiro,Exequiel Zeballos (Boca Juniors)
Aaron Anselmino,ARG,DF,17.0,0.5,46.0,6.0,26.0,19.0,1.0,0.0,46.0,2.0,2.0,100.0,0.0,0.0,33.0,102.0,50.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,Boca Juniors,Brasileiro,Aaron Anselmino (Boca Juniors)
Diego González,ARG,MF,34.0,0.4,46.0,1.0,15.0,27.0,4.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,25.0,84.0,32.0,0.0,2.0,0.0,1.0,1.0,30.0,0.0,Boca Juniors,Brasileiro,Diego González (Boca Juniors)
Brandon Cortés,CHI,FW,21.0,0.2,23.0,1.0,2.0,15.0,6.0,1.0,23.0,1.0,1.0,100.0,0.0,0.0,18.0,93.0,20.0,0.0,0.0,0.0,0.0,1.0,17.0,4.0,Boca Juniors,Brasileiro,Brandon Cortés (Boca Juniors)
Javier Morales,ARG,FW,19.0,0.1,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Boca Juniors,Brasileiro,Javier Morales (Boca Juniors)
Lucas Chávez,ARG,GK,27.0,25.0,912.0,622.0,880.0,35.0,0.0,0.0,912.0,2.0,1.0,50.0,1.0,50.0,547.0,3376.0,2437.0,0.0,0.0,0.0,1.0,0.0,438.0,0.0,CA Huracán,Brasileiro,Lucas Chávez (CA Huracán)
Santiago Hezze,ARG,MF,21.0,23.6,1470.0,45.0,325.0,911.0,245.0,34.0,1469.0,22.0,14.0,63.6,7.0,31.8,692.0,3622.0,1731.0,30.0,20.0,1.0,37.0,14.0,798.0,32.0,CA Huracán,Brasileiro,Santiago Hezze (CA Huracán)
Guillermo Benítez,ARG,DF,29.0,21.9,1153.0,47.0,297.0,523.0,344.0,25.0,1153.0,42.0,24.0,57.1,11.0,26.2,423.0,2536.0,1566.0,45.0,34.0,4.0,33.0,10.0,477.0,76.0,CA Huracán,Brasileiro,Guillermo Benítez (CA Huracán)
Matías Cóccaro,URU,FW,25.0,18.2,571.0,13.0,27.0,229.0,320.0,87.0,568.0,40.0,12.0,30.0,25.0,62.5,302.0,1362.0,555.0,23.0,13.0,10.0,61.0,23.0,420.0,97.0,CA Huracán,Brasileiro,Matías Cóccaro (CA Huracán)
Fernando Tobio,ARG,DF,33.0,18.6,947.0,80.0,515.0,398.0,38.0,26.0,947.0,5.0,5.0,100.0,0.0,0.0,432.0,2524.0,1450.0,5.0,1.0,0.0,8.0,0.0,480.0,1.0,CA Huracán,Brasileiro,Fernando Tobio (CA Huracán)
Guillermo Soto,CHI,DF,29.0,18.4,1048.0,47.0,260.0,468.0,338.0,11.0,1048.0,44.0,22.0,50.0,15.0,34.1,430.0,2990.0,1476.0,47.0,46.0,4.0,16.0,7.0,468.0,79.0,CA Huracán,Brasileiro,Guillermo Soto (CA Huracán)
Federico Fattori,ARG,MF,30.0,18.3,1326.0,47.0,282.0,935.0,126.0,4.0,1326.0,17.0,14.0,82.4,1.0,5.9,791.0,3742.0,1956.0,18.0,18.0,0.0,26.0,14.0,836.0,13.0,CA Huracán,Brasileiro,Federico Fattori (CA Huracán)
Juan Gauto,ARG,"MF,FW",18.0,18.4,868.0,4.0,63.0,357.0,464.0,35.0,868.0,96.0,44.0,45.8,43.0,44.8,517.0,3856.0,1777.0,71.0,37.0,17.0,60.0,26.0,544.0,157.0,CA Huracán,Brasileiro,Juan Gauto (CA Huracán)
Joaquín Ariel Novillo,ARG,DF,24.0,16.7,897.0,102.0,466.0,413.0,23.0,11.0,897.0,8.0,5.0,62.5,3.0,37.5,464.0,2350.0,1435.0,6.0,2.0,0.0,4.0,3.0,519.0,2.0,CA Huracán,Brasileiro,Joaquín Ariel Novillo (CA Huracán)
Nicolás Cordero,ARG,FW,23.0,13.2,396.0,17.0,31.0,176.0,192.0,59.0,396.0,13.0,4.0,30.8,7.0,53.8,171.0,623.0,196.0,5.0,3.0,1.0,33.0,16.0,285.0,63.0,CA Huracán,Brasileiro,Nicolás Cordero (CA Huracán)
Walter Mazzantti,ARG,"FW,MF",26.0,11.4,447.0,5.0,40.0,153.0,264.0,51.0,447.0,52.0,29.0,55.8,14.0,26.9,291.0,2034.0,849.0,30.0,18.0,5.0,43.0,25.0,309.0,113.0,CA Huracán,Brasileiro,Walter Mazzantti (CA Huracán)
Jonás Acevedo,ARG,"MF,FW",25.0,9.4,571.0,1.0,38.0,273.0,272.0,20.0,571.0,42.0,15.0,35.7,23.0,54.8,312.0,1987.0,751.0,22.0,20.0,2.0,26.0,17.0,342.0,48.0,CA Huracán,Brasileiro,Jonás Acevedo (CA Huracán)
Gabriel Gudiño,ARG,"MF,FW",30.0,8.7,326.0,6.0,72.0,109.0,151.0,30.0,326.0,33.0,12.0,36.4,20.0,60.6,172.0,1092.0,486.0,19.0,16.0,4.0,16.0,12.0,166.0,53.0,CA Huracán,Brasileiro,Gabriel Gudiño (CA Huracán)
Gastón Sauro,ARG,DF,32.0,8.5,372.0,54.0,214.0,146.0,13.0,9.0,372.0,0.0,0.0,0.0,0.0,0.0,172.0,877.0,566.0,11.0,3.0,0.0,1.0,0.0,197.0,0.0,CA Huracán,Brasileiro,Gastón Sauro (CA Huracán)
Fernando Torrent,ARG,DF,31.0,7.5,392.0,16.0,113.0,175.0,110.0,9.0,392.0,22.0,17.0,77.3,5.0,22.7,208.0,1118.0,705.0,18.0,10.0,0.0,13.0,6.0,209.0,42.0,CA Huracán,Brasileiro,Fernando Torrent (CA Huracán)
Fernando Godoy,ARG,MF,32.0,7.0,422.0,19.0,117.0,280.0,28.0,1.0,422.0,2.0,2.0,100.0,0.0,0.0,202.0,764.0,267.0,2.0,3.0,0.0,9.0,3.0,230.0,3.0,CA Huracán,Brasileiro,Fernando Godoy (CA Huracán)
Matías Gómez,ARG,"MF,FW",19.0,5.4,293.0,3.0,43.0,145.0,110.0,10.0,293.0,33.0,16.0,48.5,12.0,36.4,154.0,842.0,386.0,5.0,14.0,0.0,18.0,16.0,183.0,29.0,CA Huracán,Brasileiro,Matías Gómez (CA Huracán)
Lucas Castro,ARG,"MF,FW",33.0,6.7,426.0,5.0,37.0,237.0,158.0,18.0,426.0,30.0,19.0,63.3,7.0,23.3,276.0,1500.0,811.0,20.0,19.0,4.0,27.0,9.0,301.0,48.0,CA Huracán,Brasileiro,Lucas Castro (CA Huracán)
Lucas Carrizo,ARG,DF,25.0,6.4,403.0,32.0,180.0,178.0,52.0,4.0,403.0,6.0,4.0,66.7,1.0,16.7,166.0,881.0,505.0,6.0,6.0,0.0,4.0,2.0,188.0,11.0,CA Huracán,Brasileiro,Lucas Carrizo (CA Huracán)
Patricio Pizarro,ARG,DF,22.0,6.4,393.0,29.0,170.0,180.0,43.0,9.0,393.0,10.0,6.0,60.0,4.0,40.0,195.0,897.0,440.0,2.0,3.0,0.0,7.0,2.0,213.0,17.0,CA Huracán,Brasileiro,Patricio Pizarro (CA Huracán)
Juan Manuel García,ARG,"FW,MF",30.0,5.9,213.0,6.0,14.0,104.0,96.0,31.0,213.0,4.0,1.0,25.0,2.0,50.0,89.0,285.0,140.0,6.0,1.0,2.0,22.0,1.0,142.0,21.0,CA Huracán,Brasileiro,Juan Manuel García (CA Huracán)
César Ibáñez,ARG,DF,23.0,3.8,273.0,6.0,68.0,137.0,72.0,2.0,273.0,8.0,3.0,37.5,3.0,37.5,120.0,623.0,388.0,11.0,12.0,1.0,4.0,0.0,131.0,16.0,CA Huracán,Brasileiro,César Ibáñez (CA Huracán)
Agostino Spina,ARG,MF,21.0,3.4,165.0,7.0,43.0,105.0,20.0,1.0,165.0,5.0,3.0,60.0,1.0,20.0,61.0,290.0,106.0,1.0,1.0,0.0,1.0,1.0,71.0,0.0,CA Huracán,Brasileiro,Agostino Spina (CA Huracán)
Valentín Burgoa,ARG,"FW,MF",23.0,3.7,169.0,0.0,23.0,78.0,72.0,5.0,169.0,16.0,10.0,62.5,6.0,37.5,100.0,530.0,232.0,8.0,8.0,2.0,12.0,8.0,94.0,23.0,CA Huracán,Brasileiro,Valentín Burgoa (CA Huracán)
Santiago Luján,ARG,"MF,FW",21.0,2.6,120.0,3.0,20.0,43.0,59.0,3.0,120.0,5.0,1.0,20.0,3.0,60.0,54.0,254.0,159.0,3.0,0.0,1.0,6.0,1.0,62.0,14.0,CA Huracán,Brasileiro,Santiago Luján (CA Huracán)
Dante Campisi,ARG,GK,26.0,2.0,74.0,55.0,73.0,1.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,41.0,181.0,128.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,CA Huracán,Brasileiro,Dante Campisi (CA Huracán)
Juan Fernando Garro,ARG,"MF,FW",30.0,3.0,122.0,1.0,15.0,68.0,39.0,12.0,122.0,6.0,0.0,0.0,6.0,100.0,72.0,418.0,132.0,3.0,1.0,1.0,13.0,2.0,82.0,16.0,CA Huracán,Brasileiro,Juan Fernando Garro (CA Huracán)
Lucas Merolla,ARG,DF,27.0,1.0,36.0,8.0,20.0,12.0,4.0,2.0,36.0,1.0,0.0,0.0,1.0,100.0,13.0,94.0,61.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,CA Huracán,Brasileiro,Lucas Merolla (CA Huracán)
Valentin Sanchez,ARG,MF,20.0,0.6,33.0,0.0,4.0,13.0,18.0,3.0,33.0,1.0,0.0,0.0,1.0,100.0,17.0,88.0,50.0,3.0,3.0,1.0,1.0,2.0,20.0,3.0,CA Huracán,Brasileiro,Valentin Sanchez (CA Huracán)
Enzo Luna,ARG,"MF,FW",20.0,0.4,26.0,1.0,1.0,7.0,18.0,3.0,26.0,3.0,1.0,33.3,2.0,66.7,16.0,107.0,50.0,2.0,3.0,0.0,4.0,3.0,17.0,5.0,CA Huracán,Brasileiro,Enzo Luna (CA Huracán)
Claudio Corvalán,ARG,DF,33.0,24.7,1398.0,153.0,749.0,553.0,109.0,21.0,1398.0,10.0,5.0,50.0,5.0,50.0,632.0,2774.0,1554.0,6.0,13.0,1.0,9.0,2.0,763.0,25.0,CA Unión,Brasileiro,Claudio Corvalán (CA Unión)
Federico Vera,ARG,DF,24.0,21.0,1082.0,52.0,336.0,472.0,289.0,26.0,1082.0,70.0,33.0,47.1,28.0,40.0,488.0,3216.0,1697.0,51.0,32.0,7.0,35.0,20.0,505.0,91.0,CA Unión,Brasileiro,Federico Vera (CA Unión)
Franco Calderón,ARG,DF,24.0,21.9,952.0,177.0,563.0,363.0,32.0,21.0,952.0,3.0,3.0,100.0,0.0,0.0,406.0,1627.0,703.0,3.0,2.0,0.0,5.0,2.0,478.0,3.0,CA Unión,Brasileiro,Franco Calderón (CA Unión)
Imanol Machuca,ARG,"FW,MF",23.0,20.7,813.0,7.0,86.0,340.0,430.0,54.0,813.0,193.0,116.0,60.1,56.0,29.0,538.0,5842.0,2893.0,105.0,77.0,25.0,65.0,54.0,535.0,129.0,CA Unión,Brasileiro,Imanol Machuca (CA Unión)
Mauro Luna Diale,ARG,"MF,FW",23.0,20.3,855.0,28.0,125.0,418.0,328.0,66.0,854.0,66.0,35.0,53.0,22.0,33.3,496.0,3092.0,1316.0,42.0,32.0,4.0,64.0,45.0,559.0,110.0,CA Unión,Brasileiro,Mauro Luna Diale (CA Unión)
Yeison Gordillo,COL,MF,30.0,19.9,994.0,55.0,325.0,584.0,100.0,11.0,994.0,15.0,9.0,60.0,5.0,33.3,382.0,1668.0,647.0,7.0,12.0,0.0,22.0,11.0,438.0,7.0,CA Unión,Brasileiro,Yeison Gordillo (CA Unión)
Kevin Zenon,ARG,"DF,MF",21.0,16.7,946.0,20.0,195.0,379.0,391.0,23.0,946.0,50.0,23.0,46.0,23.0,46.0,461.0,2949.0,1466.0,41.0,25.0,6.0,46.0,16.0,500.0,94.0,CA Unión,Brasileiro,Kevin Zenon (CA Unión)
Enzo Martín Roldán,ARG,MF,22.0,16.5,867.0,23.0,204.0,503.0,185.0,14.0,867.0,40.0,21.0,52.5,14.0,35.0,415.0,2869.0,1213.0,30.0,20.0,3.0,23.0,13.0,477.0,29.0,CA Unión,Brasileiro,Enzo Martín Roldán (CA Unión)
Santiago Mele,URU,GK,25.0,16.0,436.0,366.0,436.0,0.0,0.0,0.0,436.0,0.0,0.0,0.0,0.0,0.0,176.0,990.0,683.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,CA Unión,Brasileiro,Santiago Mele (CA Unión)
Jerónimo Domina,ARG,FW,17.0,12.8,392.0,5.0,26.0,186.0,187.0,41.0,392.0,50.0,17.0,34.0,30.0,60.0,241.0,1330.0,478.0,17.0,17.0,5.0,46.0,23.0,279.0,74.0,CA Unión,Brasileiro,Jerónimo Domina (CA Unión)
Oscar Piris,ARG,DF,33.0,12.0,625.0,72.0,356.0,250.0,29.0,17.0,625.0,5.0,2.0,40.0,3.0,60.0,265.0,1480.0,991.0,4.0,4.0,0.0,11.0,2.0,303.0,3.0,CA Unión,Brasileiro,Oscar Piris (CA Unión)
Luciano Aued,ARG,MF,35.0,11.3,585.0,20.0,137.0,352.0,103.0,17.0,585.0,3.0,1.0,33.3,2.0,66.7,260.0,1101.0,563.0,6.0,8.0,0.0,11.0,10.0,312.0,19.0,CA Unión,Brasileiro,Luciano Aued (CA Unión)
Lucas Esquivel,ARG,DF,21.0,11.5,764.0,30.0,252.0,308.0,214.0,8.0,764.0,27.0,18.0,66.7,9.0,33.3,344.0,2095.0,1198.0,32.0,30.0,5.0,10.0,17.0,348.0,38.0,CA Unión,Brasileiro,Lucas Esquivel (CA Unión)
