Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Team,Championship,Player_Team
Marcelo Weigandt,ARG,DF,23.0,13.5,757.0,648.0,105.0,2.0,1.0,3.0,32,103.0,0.0,0.0,0.0,0.0,579.0,4.0,20.0,Boca Juniors,Brasileiro,Marcelo Weigandt (Boca Juniors)
Cristian Medina,ARG,"MF,FW",20.0,14.7,739.0,718.0,20.0,13.0,1.0,3.0,14,4.0,3.0,1.0,1.0,0.0,644.0,1.0,16.0,Boca Juniors,Brasileiro,Cristian Medina (Boca Juniors)
Miguel Merentiel,URU,FW,26.0,13.7,265.0,250.0,15.0,1.0,3.0,0.0,5,1.0,0.0,0.0,0.0,0.0,200.0,0.0,6.0,Boca Juniors,Brasileiro,Miguel Merentiel (Boca Juniors)
Óscar Romero,PAR,"MF,FW",30.0,11.9,816.0,735.0,78.0,33.0,4.0,16.0,68,8.0,36.0,15.0,17.0,0.0,636.0,3.0,27.0,Boca Juniors,Brasileiro,Óscar Romero (Boca Juniors)
Darío Benedetto,ARG,FW,32.0,9.9,176.0,154.0,21.0,0.0,1.0,3.0,11,0.0,0.0,0.0,0.0,0.0,116.0,1.0,5.0,Boca Juniors,Brasileiro,Darío Benedetto (Boca Juniors)
Nicolás Valentini,ARG,DF,21.0,11.2,689.0,649.0,38.0,28.0,0.0,10.0,4,10.0,0.0,0.0,0.0,0.0,557.0,2.0,11.0,Boca Juniors,Brasileiro,Nicolás Valentini (Boca Juniors)
Valentín Barco,ARG,"DF,FW",18.0,9.2,463.0,393.0,68.0,11.0,2.0,4.0,48,51.0,6.0,0.0,6.0,0.0,348.0,2.0,14.0,Boca Juniors,Brasileiro,Valentín Barco (Boca Juniors)
Ignacio Fernández,ARG,MF,20.0,10.8,802.0,771.0,30.0,23.0,7.0,6.0,1,6.0,1.0,0.0,0.0,0.0,694.0,1.0,13.0,Boca Juniors,Brasileiro,Ignacio Fernández (Boca Juniors)
Facundo Roncaglia,ARG,DF,35.0,10.8,560.0,528.0,30.0,13.0,0.0,5.0,4,17.0,0.0,0.0,0.0,0.0,455.0,2.0,4.0,Boca Juniors,Brasileiro,Facundo Roncaglia (Boca Juniors)
Luca Langoni,ARG,"FW,MF",20.0,7.9,173.0,160.0,12.0,2.0,0.0,2.0,18,4.0,5.0,0.0,3.0,0.0,131.0,1.0,7.0,Boca Juniors,Brasileiro,Luca Langoni (Boca Juniors)
Juan Ramírez,ARG,"MF,FW",29.0,6.2,289.0,274.0,15.0,8.0,0.0,0.0,10,6.0,1.0,0.0,1.0,0.0,244.0,0.0,5.0,Boca Juniors,Brasileiro,Juan Ramírez (Boca Juniors)
Martín Payero,ARG,MF,24.0,5.6,234.0,220.0,14.0,5.0,0.0,3.0,13,2.0,6.0,1.0,4.0,0.0,174.0,0.0,7.0,Boca Juniors,Brasileiro,Martín Payero (Boca Juniors)
Felicia Karlsson,ARG,DF,29.0,5.1,301.0,237.0,64.0,1.0,1.0,0.0,23,63.0,0.0,0.0,0.0,0.0,234.0,0.0,12.0,Boca Juniors,Brasileiro,Felicia Karlsson (Boca Juniors)
Luis Vázquez,ARG,FW,22.0,4.8,108.0,98.0,9.0,0.0,0.0,0.0,4,1.0,0.0,0.0,0.0,0.0,71.0,1.0,8.0,Boca Juniors,Brasileiro,Luis Vázquez (Boca Juniors)
Javier Hernán García,ARG,GK,36.0,4.0,111.0,77.0,34.0,11.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,Boca Juniors,Brasileiro,Javier Hernán García (Boca Juniors)
Nicolás Orsini,ARG,FW,28.0,2.3,45.0,41.0,3.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,33.0,1.0,1.0,Boca Juniors,Brasileiro,Nicolás Orsini (Boca Juniors)
Norberto Briasco,ARM,"FW,MF",26.0,3.8,127.0,121.0,6.0,1.0,0.0,0.0,14,3.0,2.0,0.0,1.0,0.0,97.0,0.0,4.0,Boca Juniors,Brasileiro,Norberto Briasco (Boca Juniors)
Esteban Rolón,ARG,MF,27.0,1.6,112.0,108.0,4.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,1.0,Boca Juniors,Brasileiro,Esteban Rolón (Boca Juniors)
Nahuel Génez,ARG,DF,19.0,1.0,61.0,55.0,6.0,0.0,0.0,0.0,5,6.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,Boca Juniors,Brasileiro,Nahuel Génez (Boca Juniors)
Exequiel Zeballos,ARG,"MF,FW",20.0,1.2,29.0,23.0,6.0,2.0,0.0,1.0,10,0.0,4.0,1.0,2.0,0.0,20.0,0.0,1.0,Boca Juniors,Brasileiro,Exequiel Zeballos (Boca Juniors)
Aaron Anselmino,ARG,DF,17.0,0.5,40.0,39.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,Boca Juniors,Brasileiro,Aaron Anselmino (Boca Juniors)
Diego González,ARG,MF,34.0,0.4,39.0,39.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,Boca Juniors,Brasileiro,Diego González (Boca Juniors)
Brandon Cortés,CHI,FW,21.0,0.2,21.0,21.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,Boca Juniors,Brasileiro,Brandon Cortés (Boca Juniors)
Javier Morales,ARG,FW,19.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Boca Juniors,Brasileiro,Javier Morales (Boca Juniors)
Lucas Chávez,ARG,GK,27.0,25.0,868.0,662.0,204.0,58.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,600.0,2.0,1.0,CA Huracán,Brasileiro,Lucas Chávez (CA Huracán)
Santiago Hezze,ARG,MF,21.0,23.6,1184.0,1127.0,56.0,41.0,4.0,13.0,22,12.0,0.0,0.0,0.0,0.0,893.0,1.0,26.0,CA Huracán,Brasileiro,Santiago Hezze (CA Huracán)
Guillermo Benítez,ARG,DF,29.0,21.9,899.0,674.0,222.0,16.0,1.0,1.0,70,198.0,7.0,1.0,5.0,0.0,603.0,3.0,31.0,CA Huracán,Brasileiro,Guillermo Benítez (CA Huracán)
Matías Cóccaro,URU,FW,25.0,18.2,351.0,327.0,22.0,0.0,0.0,1.0,17,3.0,0.0,0.0,0.0,0.0,219.0,2.0,10.0,CA Huracán,Brasileiro,Matías Cóccaro (CA Huracán)
Fernando Tobio,ARG,DF,33.0,18.6,781.0,757.0,21.0,20.0,0.0,8.0,1,1.0,0.0,0.0,0.0,0.0,575.0,3.0,11.0,CA Huracán,Brasileiro,Fernando Tobio (CA Huracán)
Guillermo Soto,CHI,DF,29.0,18.4,850.0,613.0,236.0,6.0,0.0,3.0,75,230.0,0.0,0.0,0.0,0.0,581.0,1.0,31.0,CA Huracán,Brasileiro,Guillermo Soto (CA Huracán)
Federico Fattori,ARG,MF,30.0,18.3,1148.0,1106.0,38.0,35.0,1.0,22.0,8,3.0,0.0,0.0,0.0,0.0,999.0,4.0,10.0,CA Huracán,Brasileiro,Federico Fattori (CA Huracán)
Juan Gauto,ARG,"MF,FW",18.0,18.4,642.0,557.0,80.0,28.0,3.0,5.0,122,8.0,35.0,4.0,30.0,0.0,422.0,5.0,32.0,CA Huracán,Brasileiro,Juan Gauto (CA Huracán)
Joaquín Ariel Novillo,ARG,DF,24.0,16.7,764.0,730.0,34.0,19.0,1.0,6.0,2,2.0,0.0,0.0,0.0,0.0,595.0,0.0,4.0,CA Huracán,Brasileiro,Joaquín Ariel Novillo (CA Huracán)
Nicolás Cordero,ARG,FW,23.0,13.2,252.0,230.0,19.0,0.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,150.0,3.0,3.0,CA Huracán,Brasileiro,Nicolás Cordero (CA Huracán)
Walter Mazzantti,ARG,"FW,MF",26.0,11.4,267.0,265.0,1.0,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,186.0,1.0,16.0,CA Huracán,Brasileiro,Walter Mazzantti (CA Huracán)
Jonás Acevedo,ARG,"MF,FW",25.0,9.4,448.0,363.0,81.0,28.0,0.0,1.0,80,4.0,48.0,25.0,21.0,0.0,317.0,4.0,16.0,CA Huracán,Brasileiro,Jonás Acevedo (CA Huracán)
Gabriel Gudiño,ARG,"MF,FW",30.0,8.7,184.0,174.0,10.0,2.0,0.0,0.0,13,7.0,1.0,0.0,1.0,0.0,117.0,0.0,11.0,CA Huracán,Brasileiro,Gabriel Gudiño (CA Huracán)
Gastón Sauro,ARG,DF,32.0,8.5,287.0,275.0,12.0,4.0,2.0,1.0,0,2.0,0.0,0.0,0.0,0.0,230.0,0.0,1.0,CA Huracán,Brasileiro,Gastón Sauro (CA Huracán)
Fernando Torrent,ARG,DF,31.0,7.5,323.0,261.0,62.0,4.0,0.0,2.0,38,58.0,0.0,0.0,0.0,0.0,218.0,0.0,9.0,CA Huracán,Brasileiro,Fernando Torrent (CA Huracán)
Fernando Godoy,ARG,MF,32.0,7.0,353.0,339.0,13.0,12.0,1.0,3.0,4,1.0,0.0,0.0,0.0,0.0,276.0,1.0,5.0,CA Huracán,Brasileiro,Fernando Godoy (CA Huracán)
Matías Gómez,ARG,"MF,FW",19.0,5.4,188.0,176.0,11.0,6.0,2.0,0.0,15,1.0,4.0,1.0,3.0,0.0,129.0,1.0,11.0,CA Huracán,Brasileiro,Matías Gómez (CA Huracán)
Lucas Castro,ARG,"MF,FW",33.0,6.7,335.0,319.0,15.0,7.0,1.0,0.0,22,4.0,2.0,1.0,1.0,0.0,233.0,1.0,13.0,CA Huracán,Brasileiro,Lucas Castro (CA Huracán)
Lucas Carrizo,ARG,DF,25.0,6.4,331.0,268.0,62.0,13.0,1.0,9.0,18,34.0,6.0,2.0,4.0,0.0,210.0,1.0,11.0,CA Huracán,Brasileiro,Lucas Carrizo (CA Huracán)
Patricio Pizarro,ARG,DF,22.0,6.4,319.0,281.0,37.0,15.0,0.0,4.0,9,22.0,0.0,0.0,0.0,0.0,237.0,1.0,2.0,CA Huracán,Brasileiro,Patricio Pizarro (CA Huracán)
Juan Manuel García,ARG,"FW,MF",30.0,5.9,123.0,118.0,4.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,65.0,1.0,6.0,CA Huracán,Brasileiro,Juan Manuel García (CA Huracán)
César Ibáñez,ARG,DF,23.0,3.8,225.0,167.0,57.0,5.0,1.0,1.0,17,51.0,1.0,0.0,1.0,0.0,138.0,1.0,4.0,CA Huracán,Brasileiro,César Ibáñez (CA Huracán)
Agostino Spina,ARG,MF,21.0,3.4,132.0,129.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,92.0,0.0,2.0,CA Huracán,Brasileiro,Agostino Spina (CA Huracán)
Valentín Burgoa,ARG,"FW,MF",23.0,3.7,103.0,87.0,16.0,6.0,0.0,2.0,19,1.0,9.0,5.0,3.0,0.0,62.0,0.0,5.0,CA Huracán,Brasileiro,Valentín Burgoa (CA Huracán)
Santiago Luján,ARG,"MF,FW",21.0,2.6,93.0,76.0,17.0,5.0,0.0,0.0,26,1.0,10.0,4.0,6.0,0.0,48.0,0.0,5.0,CA Huracán,Brasileiro,Santiago Luján (CA Huracán)
Dante Campisi,ARG,GK,26.0,2.0,68.0,43.0,25.0,7.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,CA Huracán,Brasileiro,Dante Campisi (CA Huracán)
Juan Fernando Garro,ARG,"MF,FW",30.0,3.0,79.0,76.0,3.0,0.0,1.0,2.0,0,3.0,0.0,0.0,0.0,0.0,64.0,0.0,4.0,CA Huracán,Brasileiro,Juan Fernando Garro (CA Huracán)
Lucas Merolla,ARG,DF,27.0,1.0,22.0,21.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,CA Huracán,Brasileiro,Lucas Merolla (CA Huracán)
Valentin Sanchez,ARG,MF,20.0,0.6,25.0,25.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,CA Huracán,Brasileiro,Valentin Sanchez (CA Huracán)
Enzo Luna,ARG,"MF,FW",20.0,0.4,10.0,9.0,1.0,0.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,CA Huracán,Brasileiro,Enzo Luna (CA Huracán)
Claudio Corvalán,ARG,DF,33.0,24.7,1125.0,1025.0,98.0,31.0,0.0,4.0,12,66.0,0.0,0.0,0.0,0.0,842.0,2.0,29.0,CA Unión,Brasileiro,Claudio Corvalán (CA Unión)
Federico Vera,ARG,DF,24.0,21.0,822.0,627.0,192.0,5.0,1.0,4.0,64,186.0,1.0,0.0,1.0,0.0,508.0,3.0,55.0,CA Unión,Brasileiro,Federico Vera (CA Unión)
Franco Calderón,ARG,DF,24.0,21.9,736.0,695.0,40.0,34.0,0.0,6.0,1,6.0,0.0,0.0,0.0,0.0,583.0,1.0,11.0,CA Unión,Brasileiro,Franco Calderón (CA Unión)
Imanol Machuca,ARG,"FW,MF",23.0,20.7,545.0,469.0,69.0,20.0,5.0,1.0,80,3.0,36.0,6.0,14.0,0.0,372.0,7.0,29.0,CA Unión,Brasileiro,Imanol Machuca (CA Unión)
Mauro Luna Diale,ARG,"MF,FW",23.0,20.3,580.0,565.0,14.0,4.0,3.0,5.0,21,4.0,0.0,0.0,0.0,0.0,417.0,1.0,27.0,CA Unión,Brasileiro,Mauro Luna Diale (CA Unión)
Yeison Gordillo,COL,MF,30.0,19.9,748.0,716.0,31.0,28.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,616.0,1.0,22.0,CA Unión,Brasileiro,Yeison Gordillo (CA Unión)
Kevin Zenon,ARG,"DF,MF",21.0,16.7,747.0,550.0,192.0,31.0,4.0,4.0,123,112.0,49.0,12.0,26.0,0.0,471.0,5.0,36.0,CA Unión,Brasileiro,Kevin Zenon (CA Unión)
Enzo Martín Roldán,ARG,MF,22.0,16.5,701.0,655.0,43.0,20.0,0.0,7.0,44,2.0,21.0,7.0,13.0,0.0,502.0,3.0,24.0,CA Unión,Brasileiro,Enzo Martín Roldán (CA Unión)
Santiago Mele,URU,GK,25.0,16.0,400.0,210.0,190.0,46.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,CA Unión,Brasileiro,Santiago Mele (CA Unión)
Jerónimo Domina,ARG,FW,17.0,12.8,249.0,238.0,10.0,0.0,2.0,1.0,17,0.0,0.0,0.0,0.0,0.0,159.0,1.0,18.0,CA Unión,Brasileiro,Jerónimo Domina (CA Unión)
Oscar Piris,ARG,DF,33.0,12.0,487.0,461.0,26.0,18.0,1.0,4.0,2,8.0,0.0,0.0,0.0,0.0,358.0,0.0,6.0,CA Unión,Brasileiro,Oscar Piris (CA Unión)
Luciano Aued,ARG,MF,35.0,11.3,487.0,441.0,45.0,39.0,0.0,6.0,11,6.0,0.0,0.0,0.0,0.0,361.0,1.0,9.0,CA Unión,Brasileiro,Luciano Aued (CA Unión)
Lucas Esquivel,ARG,DF,21.0,11.5,624.0,453.0,169.0,25.0,0.0,4.0,55,136.0,8.0,5.0,3.0,0.0,407.0,2.0,21.0,CA Unión,Brasileiro,Lucas Esquivel (CA Unión)
Sebastián Moyano,ARG,GK,32.0,11.0,287.0,174.0,113.0,28.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,CA Unión,Brasileiro,Sebastián Moyano (CA Unión)
Nicolás Paz,ARG,DF,20.0,9.9,421.0,343.0,77.0,23.0,0.0,7.0,2,53.0,0.0,0.0,0.0,0.0,295.0,1.0,6.0,CA Unión,Brasileiro,Nicolás Paz (CA Unión)
Daniel Juárez,ARG,"MF,FW",21.0,7.2,184.0,177.0,7.0,1.0,1.0,0.0,9,2.0,2.0,1.0,0.0,0.0,115.0,0.0,7.0,CA Unión,Brasileiro,Daniel Juárez (CA Unión)
Ezequiel Cañete,ARG,"FW,MF",23.0,6.6,291.0,272.0,18.0,6.0,0.0,7.0,11,6.0,5.0,1.0,3.0,0.0,212.0,1.0,6.0,CA Unión,Brasileiro,Ezequiel Cañete (CA Unión)
Junior Marabel,PAR,FW,24.0,6.5,162.0,147.0,15.0,1.0,0.0,1.0,6,0.0,0.0,0.0,0.0,0.0,93.0,0.0,12.0,CA Unión,Brasileiro,Junior Marabel (CA Unión)
Thiago Vecino,URU,FW,23.0,4.9,93.0,82.0,10.0,0.0,1.0,2.0,3,2.0,0.0,0.0,0.0,0.0,54.0,1.0,5.0,CA Unión,Brasileiro,Thiago Vecino (CA Unión)
Francisco Gerometta,ARG,"DF,MF",23.0,5.7,280.0,218.0,61.0,5.0,0.0,0.0,31,56.0,0.0,0.0,0.0,0.0,175.0,1.0,9.0,CA Unión,Brasileiro,Francisco Gerometta (CA Unión)
Joaquín Mosqueira,,MF,,4.4,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Joaquín Mosqueira (CA Unión)
Mateo Del Blanco,ARG,"DF,MF",19.0,3.7,161.0,133.0,28.0,2.0,0.0,0.0,29,19.0,7.0,2.0,5.0,0.0,108.0,0.0,6.0,CA Unión,Brasileiro,Mateo Del Blanco (CA Unión)
Tomás González,ARG,"MF,FW",19.0,2.8,81.0,77.0,4.0,0.0,0.0,1.0,13,1.0,3.0,0.0,3.0,0.0,38.0,0.0,7.0,CA Unión,Brasileiro,Tomás González (CA Unión)
Juan Ludueña,ARG,DF,19.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Juan Ludueña (CA Unión)
Mariano Meynier,ARG,FW,19.0,0.9,15.0,15.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,CA Unión,Brasileiro,Mariano Meynier (CA Unión)
Gastón Comas,ARG,MF,24.0,0.7,38.0,38.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,1.0,CA Unión,Brasileiro,Gastón Comas (CA Unión)
Bryan Castrillón,COL,"FW,MF",23.0,2.6,82.0,75.0,7.0,1.0,0.0,0.0,14,1.0,5.0,1.0,4.0,0.0,58.0,0.0,2.0,CA Unión,Brasileiro,Bryan Castrillón (CA Unión)
Lisandro Morales,ARG,DF,19.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Lisandro Morales (CA Unión)
Valentino Venetucci,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Valentino Venetucci (CA Unión)
Fabio Pereyra,ARG,DF,33.0,26.0,956.0,888.0,63.0,60.0,0.0,15.0,1,3.0,0.0,0.0,0.0,0.0,662.0,5.0,6.0,CC Córdoba,Brasileiro,Fabio Pereyra (CC Córdoba)
Brian Blasi,ARG,DF,26.0,22.4,823.0,632.0,187.0,8.0,0.0,20.0,35,179.0,0.0,0.0,0.0,0.0,488.0,4.0,36.0,CC Córdoba,Brasileiro,Brian Blasi (CC Córdoba)
Mauro Pittón,ARG,MF,28.0,23.3,958.0,917.0,34.0,19.0,2.0,2.0,23,1.0,13.0,1.0,11.0,0.0,729.0,7.0,18.0,CC Córdoba,Brasileiro,Mauro Pittón (CC Córdoba)
Gustavo Canto,ARG,DF,28.0,23.2,977.0,821.0,150.0,18.0,0.0,2.0,25,132.0,0.0,0.0,0.0,0.0,647.0,6.0,35.0,CC Córdoba,Brasileiro,Gustavo Canto (CC Córdoba)
Brian Farioli,ARG,"MF,FW",24.0,20.0,828.0,706.0,117.0,28.0,1.0,21.0,109,20.0,61.0,24.0,28.0,0.0,578.0,5.0,33.0,CC Córdoba,Brasileiro,Brian Farioli (CC Córdoba)
Ciro Rius,ARG,"MF,FW",34.0,19.0,535.0,479.0,55.0,0.0,0.0,0.0,56,54.0,1.0,0.0,1.0,0.0,368.0,1.0,27.0,CC Córdoba,Brasileiro,Ciro Rius (CC Córdoba)
Leandro Maciel,ARG,MF,27.0,18.2,617.0,606.0,7.0,5.0,1.0,6.0,11,1.0,0.0,0.0,0.0,0.0,457.0,4.0,14.0,CC Córdoba,Brasileiro,Leandro Maciel (CC Córdoba)
Lucas Gamba,ARG,FW,35.0,20.3,574.0,530.0,37.0,0.0,1.0,4.0,46,7.0,1.0,0.0,1.0,0.0,380.0,7.0,35.0,CC Córdoba,Brasileiro,Lucas Gamba (CC Córdoba)
Lucas Besozzi,ARG,"MF,FW",20.0,17.7,610.0,557.0,50.0,7.0,1.0,3.0,110,21.0,15.0,3.0,9.0,0.0,393.0,3.0,41.0,CC Córdoba,Brasileiro,Lucas Besozzi (CC Córdoba)
Marcos Ignacio Ledesma,ARG,GK,26.0,18.0,501.0,250.0,251.0,56.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,1.0,CC Córdoba,Brasileiro,Marcos Ignacio Ledesma (CC Córdoba)
Gonzalo Goñi,ARG,DF,24.0,13.8,369.0,358.0,11.0,8.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,261.0,0.0,10.0,CC Córdoba,Brasileiro,Gonzalo Goñi (CC Córdoba)
Marcelo Benitez,ARG,DF,32.0,14.8,825.0,621.0,201.0,31.0,0.0,9.0,58,153.0,17.0,3.0,14.0,0.0,599.0,3.0,13.0,CC Córdoba,Brasileiro,Marcelo Benitez (CC Córdoba)
Facundo Castelli,ARG,FW,27.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Facundo Castelli (CC Córdoba)
Matías Mansilla,ARG,GK,26.0,9.0,260.0,133.0,125.0,18.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,120.0,2.0,0.0,CC Córdoba,Brasileiro,Matías Mansilla (CC Córdoba)
Enzo Kalinski,ARG,MF,35.0,7.3,297.0,286.0,7.0,5.0,0.0,1.0,0,2.0,0.0,0.0,0.0,0.0,219.0,4.0,6.0,CC Córdoba,Brasileiro,Enzo Kalinski (CC Córdoba)
Cristian Torres,ARG,"FW,MF",23.0,8.1,175.0,168.0,6.0,0.0,0.0,3.0,12,1.0,1.0,0.0,1.0,0.0,117.0,1.0,6.0,CC Córdoba,Brasileiro,Cristian Torres (CC Córdoba)
Jesús Soraire,ARG,MF,34.0,7.0,303.0,299.0,3.0,0.0,0.0,7.0,7,1.0,2.0,0.0,0.0,0.0,223.0,1.0,13.0,CC Córdoba,Brasileiro,Jesús Soraire (CC Córdoba)
Julián Navas,ARG,DF,29.0,4.3,183.0,147.0,33.0,2.0,1.0,1.0,8,31.0,0.0,0.0,0.0,0.0,133.0,3.0,7.0,CC Córdoba,Brasileiro,Julián Navas (CC Córdoba)
José Gómez,ARG,DF,22.0,3.5,134.0,99.0,35.0,3.0,0.0,1.0,3,32.0,0.0,0.0,0.0,0.0,96.0,0.0,5.0,CC Córdoba,Brasileiro,José Gómez (CC Córdoba)
Federico Jourdan,ARG,"MF,DF",32.0,4.1,126.0,115.0,11.0,1.0,0.0,0.0,21,10.0,0.0,0.0,0.0,0.0,74.0,0.0,13.0,CC Córdoba,Brasileiro,Federico Jourdan (CC Córdoba)
Luis Miguel Rodríguez,ARG,"MF,FW",38.0,2.5,101.0,81.0,20.0,5.0,0.0,1.0,16,1.0,12.0,1.0,10.0,1.0,62.0,0.0,4.0,CC Córdoba,Brasileiro,Luis Miguel Rodríguez (CC Córdoba)
Ramón Cansinos,,MF,,1.3,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Ramón Cansinos (CC Córdoba)
Sebastián Valdez,ARG,DF,27.0,0.7,43.0,41.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,CC Córdoba,Brasileiro,Sebastián Valdez (CC Córdoba)
Leandro Ciccoloni,ARG,MF,27.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Leandro Ciccoloni (CC Córdoba)
Diego Vásquez,ARG,"MF,FW",22.0,1.2,73.0,72.0,1.0,1.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,57.0,0.0,1.0,CC Córdoba,Brasileiro,Diego Vásquez (CC Córdoba)
Nicolás Leguizamón,ARG,FW,28.0,0.6,11.0,10.0,1.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,CC Córdoba,Brasileiro,Nicolás Leguizamón (CC Córdoba)
Santiago Longo,ARG,MF,24.0,26.8,1189.0,1131.0,55.0,54.0,2.0,10.0,12,1.0,0.0,0.0,0.0,0.0,972.0,3.0,17.0,Club Atlético Belgrano,Brasileiro,Santiago Longo (Club Atlético Belgrano)
Pablo Vegetti,ARG,FW,34.0,26.5,503.0,467.0,36.0,0.0,1.0,6.0,29,1.0,0.0,0.0,0.0,0.0,296.0,0.0,31.0,Club Atlético Belgrano,Brasileiro,Pablo Vegetti (Club Atlético Belgrano)
Nahuel Losada,ARG,GK,29.0,25.5,813.0,529.0,282.0,62.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,616.0,2.0,0.0,Club Atlético Belgrano,Brasileiro,Nahuel Losada (Club Atlético Belgrano)
Ulises Sánchez,ARG,MF,24.0,23.8,798.0,679.0,113.0,45.0,3.0,16.0,106,32.0,36.0,13.0,11.0,4.0,518.0,6.0,25.0,Club Atlético Belgrano,Brasileiro,Ulises Sánchez (Club Atlético Belgrano)
Alejandro Rébola,ARG,DF,34.0,23.0,972.0,909.0,61.0,54.0,2.0,13.0,0,6.0,0.0,0.0,0.0,0.0,765.0,2.0,13.0,Club Atlético Belgrano,Brasileiro,Alejandro Rébola (Club Atlético Belgrano)
Bruno Zapelli,ARG,"MF,FW",20.0,20.2,860.0,836.0,23.0,4.0,7.0,13.0,36,7.0,11.0,3.0,7.0,0.0,638.0,1.0,24.0,Club Atlético Belgrano,Brasileiro,Bruno Zapelli (Club Atlético Belgrano)
Nicolás Meriano,ARG,DF,22.0,17.4,753.0,697.0,54.0,32.0,0.0,11.0,4,14.0,0.0,0.0,0.0,0.0,575.0,2.0,3.0,Club Atlético Belgrano,Brasileiro,Nicolás Meriano (Club Atlético Belgrano)
Juan Barinaga,ARG,DF,22.0,13.7,599.0,431.0,167.0,3.0,0.0,4.0,52,163.0,1.0,0.0,0.0,0.0,405.0,1.0,21.0,Club Atlético Belgrano,Brasileiro,Juan Barinaga (Club Atlético Belgrano)
Erik Godoy,ARG,DF,29.0,14.4,551.0,529.0,21.0,18.0,0.0,5.0,1,3.0,0.0,0.0,0.0,0.0,439.0,1.0,1.0,Club Atlético Belgrano,Brasileiro,Erik Godoy (Club Atlético Belgrano)
Matias Ibacache,CHI,DF,24.0,12.0,595.0,442.0,151.0,8.0,0.0,7.0,34,142.0,1.0,0.0,1.0,0.0,436.0,2.0,16.0,Club Atlético Belgrano,Brasileiro,Matias Ibacache (Club Atlético Belgrano)
