Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Team,Championship,Player_Team
Sebastián Villa,COL,"FW,MF",26.0,14.9,0,37,11,29.7,2.48,0.74,0.0,0.0,23.8,8.0,0,0,2.3,2.3,0.06,-2.3,-2.3,Boca Juniors,Brasileiro,Sebastián Villa (Boca Juniors)
Marcelo Weigandt,ARG,DF,23.0,13.5,0,9,3,33.3,0.67,0.22,0.0,0.0,17.0,0.0,0,0,0.5,0.5,0.06,-0.5,-0.5,Boca Juniors,Brasileiro,Marcelo Weigandt (Boca Juniors)
Cristian Medina,ARG,"MF,FW",20.0,14.7,3,17,8,47.1,1.15,0.54,0.18,0.38,19.7,0.0,0,0,2.4,2.4,0.14,0.6,0.6,Boca Juniors,Brasileiro,Cristian Medina (Boca Juniors)
Miguel Merentiel,URU,FW,26.0,13.7,7,31,12,38.7,2.27,0.88,0.23,0.58,14.2,2.0,0,0,6.4,6.4,0.21,0.6,0.6,Boca Juniors,Brasileiro,Miguel Merentiel (Boca Juniors)
Óscar Romero,PAR,"MF,FW",30.0,11.9,2,39,12,30.8,3.29,1.01,0.05,0.17,27.1,12.0,0,0,1.8,1.8,0.05,0.2,0.2,Boca Juniors,Brasileiro,Óscar Romero (Boca Juniors)
Darío Benedetto,ARG,FW,32.0,9.9,3,21,5,23.8,2.12,0.5,0.14,0.6,11.7,0.0,0,0,3.7,3.7,0.17,-0.7,-0.7,Boca Juniors,Brasileiro,Darío Benedetto (Boca Juniors)
Nicolás Valentini,ARG,DF,21.0,11.2,1,7,4,57.1,0.63,0.36,0.14,0.25,13.4,0.0,0,0,0.4,0.4,0.06,0.6,0.6,Boca Juniors,Brasileiro,Nicolás Valentini (Boca Juniors)
Valentín Barco,ARG,"DF,FW",18.0,9.2,1,7,2,28.6,0.76,0.22,0.14,0.5,22.5,0.0,0,0,0.4,0.4,0.05,0.6,0.6,Boca Juniors,Brasileiro,Valentín Barco (Boca Juniors)
Ignacio Fernández,ARG,MF,20.0,10.8,0,9,1,11.1,0.83,0.09,0.0,0.0,26.1,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Boca Juniors,Brasileiro,Ignacio Fernández (Boca Juniors)
Facundo Roncaglia,ARG,DF,35.0,10.8,0,3,1,33.3,0.28,0.09,0.0,0.0,11.0,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Boca Juniors,Brasileiro,Facundo Roncaglia (Boca Juniors)
Luca Langoni,ARG,"FW,MF",20.0,7.9,3,19,5,26.3,2.42,0.64,0.16,0.6,15.0,0.0,0,0,2.4,2.4,0.13,0.6,0.6,Boca Juniors,Brasileiro,Luca Langoni (Boca Juniors)
Juan Ramírez,ARG,"MF,FW",29.0,6.2,0,4,0,0.0,0.64,0.0,0.0,0.0,22.5,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Boca Juniors,Brasileiro,Juan Ramírez (Boca Juniors)
Martín Payero,ARG,MF,24.0,5.6,4,15,5,33.3,2.68,0.89,0.27,0.8,19.8,2.0,0,0,1.2,1.2,0.08,2.8,2.8,Boca Juniors,Brasileiro,Martín Payero (Boca Juniors)
Felicia Karlsson,ARG,DF,29.0,5.1,0,3,1,33.3,0.58,0.19,0.0,0.0,20.4,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Boca Juniors,Brasileiro,Felicia Karlsson (Boca Juniors)
Luis Vázquez,ARG,FW,22.0,4.8,1,9,5,55.6,1.86,1.03,0.11,0.2,13.4,0.0,0,0,1.3,1.3,0.14,-0.3,-0.3,Boca Juniors,Brasileiro,Luis Vázquez (Boca Juniors)
Javier Hernán García,ARG,GK,36.0,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Javier Hernán García (Boca Juniors)
Nicolás Orsini,ARG,FW,28.0,2.3,0,7,1,14.3,3.09,0.44,0.0,0.0,12.0,0.0,0,0,0.7,0.7,0.1,-0.7,-0.7,Boca Juniors,Brasileiro,Nicolás Orsini (Boca Juniors)
Norberto Briasco,ARM,"FW,MF",26.0,3.8,1,7,4,57.1,1.85,1.06,0.14,0.25,22.1,0.0,0,0,0.5,0.5,0.07,0.5,0.5,Boca Juniors,Brasileiro,Norberto Briasco (Boca Juniors)
Esteban Rolón,ARG,MF,27.0,1.6,0,1,0,0.0,0.62,0.0,0.0,0.0,31.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Boca Juniors,Brasileiro,Esteban Rolón (Boca Juniors)
Nahuel Génez,ARG,DF,19.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Nahuel Génez (Boca Juniors)
Exequiel Zeballos,ARG,"MF,FW",20.0,1.2,1,6,2,33.3,5.09,1.7,0.17,0.5,20.4,1.0,0,0,0.9,0.9,0.14,0.1,0.1,Boca Juniors,Brasileiro,Exequiel Zeballos (Boca Juniors)
Aaron Anselmino,ARG,DF,17.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Aaron Anselmino (Boca Juniors)
Diego González,ARG,MF,34.0,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Diego González (Boca Juniors)
Brandon Cortés,CHI,FW,21.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Boca Juniors,Brasileiro,Brandon Cortés (Boca Juniors)
Javier Morales,ARG,FW,19.0,0.1,0,1,0,0.0,10.0,0.0,0.0,0.0,24.8,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Boca Juniors,Brasileiro,Javier Morales (Boca Juniors)
Lucas Chávez,ARG,GK,27.0,25.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Lucas Chávez (CA Huracán)
Santiago Hezze,ARG,MF,21.0,23.6,2,24,2,8.3,1.02,0.08,0.08,1.0,19.8,0.0,0,1,2.4,1.7,0.07,-0.4,0.3,CA Huracán,Brasileiro,Santiago Hezze (CA Huracán)
Guillermo Benítez,ARG,DF,29.0,21.9,0,11,0,0.0,0.5,0.0,0.0,0.0,19.6,0.0,0,0,0.6,0.6,0.05,-0.6,-0.6,CA Huracán,Brasileiro,Guillermo Benítez (CA Huracán)
Matías Cóccaro,URU,FW,25.0,18.2,4,34,16,47.1,1.87,0.88,0.03,0.06,15.7,1.0,3,3,5.9,3.5,0.1,-1.9,-2.5,CA Huracán,Brasileiro,Matías Cóccaro (CA Huracán)
Fernando Tobio,ARG,DF,33.0,18.6,1,9,3,33.3,0.48,0.16,0.11,0.33,7.5,0.0,0,0,0.9,0.8,0.09,0.1,0.2,CA Huracán,Brasileiro,Fernando Tobio (CA Huracán)
Guillermo Soto,CHI,DF,29.0,18.4,0,6,1,16.7,0.33,0.05,0.0,0.0,21.8,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,CA Huracán,Brasileiro,Guillermo Soto (CA Huracán)
Federico Fattori,ARG,MF,30.0,18.3,0,6,3,50.0,0.33,0.16,0.0,0.0,23.7,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,CA Huracán,Brasileiro,Federico Fattori (CA Huracán)
Juan Gauto,ARG,"MF,FW",18.0,18.4,1,30,8,26.7,1.63,0.44,0.03,0.13,22.3,6.0,0,0,1.3,1.3,0.04,-0.3,-0.3,CA Huracán,Brasileiro,Juan Gauto (CA Huracán)
Joaquín Ariel Novillo,ARG,DF,24.0,16.7,0,7,2,28.6,0.42,0.12,0.0,0.0,12.8,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,CA Huracán,Brasileiro,Joaquín Ariel Novillo (CA Huracán)
Nicolás Cordero,ARG,FW,23.0,13.2,4,36,17,47.2,2.73,1.29,0.11,0.24,13.7,1.0,0,0,3.6,3.6,0.1,0.4,0.4,CA Huracán,Brasileiro,Nicolás Cordero (CA Huracán)
Walter Mazzantti,ARG,"FW,MF",26.0,11.4,1,14,3,21.4,1.23,0.26,0.07,0.33,13.6,0.0,0,0,1.7,1.7,0.13,-0.7,-0.7,CA Huracán,Brasileiro,Walter Mazzantti (CA Huracán)
Jonás Acevedo,ARG,"MF,FW",25.0,9.4,0,14,7,50.0,1.48,0.74,0.0,0.0,20.0,1.0,0,0,0.7,0.7,0.05,-0.7,-0.7,CA Huracán,Brasileiro,Jonás Acevedo (CA Huracán)
Gabriel Gudiño,ARG,"MF,FW",30.0,8.7,3,19,5,26.3,2.19,0.58,0.16,0.6,16.7,0.0,0,0,1.5,1.5,0.08,1.5,1.5,CA Huracán,Brasileiro,Gabriel Gudiño (CA Huracán)
Gastón Sauro,ARG,DF,32.0,8.5,0,6,2,33.3,0.71,0.24,0.0,0.0,11.5,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,CA Huracán,Brasileiro,Gastón Sauro (CA Huracán)
Fernando Torrent,ARG,DF,31.0,7.5,0,5,1,20.0,0.66,0.13,0.0,0.0,20.4,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,CA Huracán,Brasileiro,Fernando Torrent (CA Huracán)
Fernando Godoy,ARG,MF,32.0,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Fernando Godoy (CA Huracán)
Matías Gómez,ARG,"MF,FW",19.0,5.4,0,13,3,23.1,2.39,0.55,0.0,0.0,22.8,1.0,0,0,0.7,0.7,0.05,-0.7,-0.7,CA Huracán,Brasileiro,Matías Gómez (CA Huracán)
Lucas Castro,ARG,"MF,FW",33.0,6.7,0,13,1,7.7,1.95,0.15,0.0,0.0,19.5,1.0,0,0,1.0,1.0,0.07,-1.0,-1.0,CA Huracán,Brasileiro,Lucas Castro (CA Huracán)
Lucas Carrizo,ARG,DF,25.0,6.4,0,3,1,33.3,0.47,0.16,0.0,0.0,21.9,2.0,0,0,0.1,0.1,0.04,-0.1,-0.1,CA Huracán,Brasileiro,Lucas Carrizo (CA Huracán)
Patricio Pizarro,ARG,DF,22.0,6.4,0,4,0,0.0,0.63,0.0,0.0,0.0,22.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,CA Huracán,Brasileiro,Patricio Pizarro (CA Huracán)
Juan Manuel García,ARG,"FW,MF",30.0,5.9,1,13,3,23.1,2.21,0.51,0.08,0.33,14.1,0.0,0,0,1.3,1.3,0.1,-0.3,-0.3,CA Huracán,Brasileiro,Juan Manuel García (CA Huracán)
César Ibáñez,ARG,DF,23.0,3.8,0,4,0,0.0,1.06,0.0,0.0,0.0,31.1,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,CA Huracán,Brasileiro,César Ibáñez (CA Huracán)
Agostino Spina,ARG,MF,21.0,3.4,0,3,1,33.3,0.88,0.29,0.0,0.0,26.1,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,CA Huracán,Brasileiro,Agostino Spina (CA Huracán)
Valentín Burgoa,ARG,"FW,MF",23.0,3.7,0,10,3,30.0,2.69,0.81,0.0,0.0,25.1,2.0,0,0,0.6,0.6,0.06,-0.6,-0.6,CA Huracán,Brasileiro,Valentín Burgoa (CA Huracán)
Santiago Luján,ARG,"MF,FW",21.0,2.6,0,3,0,0.0,1.16,0.0,0.0,0.0,23.9,1.0,0,0,0.2,0.2,0.06,-0.2,-0.2,CA Huracán,Brasileiro,Santiago Luján (CA Huracán)
Dante Campisi,ARG,GK,26.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Dante Campisi (CA Huracán)
Juan Fernando Garro,ARG,"MF,FW",30.0,3.0,1,7,3,42.9,2.36,1.01,0.14,0.33,14.6,0.0,0,0,1.5,1.5,0.22,-0.5,-0.5,CA Huracán,Brasileiro,Juan Fernando Garro (CA Huracán)
Lucas Merolla,ARG,DF,27.0,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,12.1,0.0,0,0,0.0,0.0,0.05,0.0,0.0,CA Huracán,Brasileiro,Lucas Merolla (CA Huracán)
Valentin Sanchez,ARG,MF,20.0,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,CA Huracán,Brasileiro,Valentin Sanchez (CA Huracán)
Enzo Luna,ARG,"MF,FW",20.0,0.4,0,4,1,25.0,10.29,2.57,0.0,0.0,21.1,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,CA Huracán,Brasileiro,Enzo Luna (CA Huracán)
Claudio Corvalán,ARG,DF,33.0,24.7,0,15,4,26.7,0.61,0.16,0.0,0.0,16.5,0.0,0,0,0.8,0.8,0.05,-0.8,-0.8,CA Unión,Brasileiro,Claudio Corvalán (CA Unión)
Federico Vera,ARG,DF,24.0,21.0,0,13,2,15.4,0.62,0.1,0.0,0.0,19.2,0.0,0,0,0.6,0.6,0.05,-0.6,-0.6,CA Unión,Brasileiro,Federico Vera (CA Unión)
Franco Calderón,ARG,DF,24.0,21.9,0,10,2,20.0,0.46,0.09,0.0,0.0,11.7,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6,CA Unión,Brasileiro,Franco Calderón (CA Unión)
Imanol Machuca,ARG,"FW,MF",23.0,20.7,4,34,13,38.2,1.65,0.63,0.12,0.31,19.6,5.0,0,0,2.8,2.8,0.08,1.2,1.2,CA Unión,Brasileiro,Imanol Machuca (CA Unión)
Mauro Luna Diale,ARG,"MF,FW",23.0,20.3,3,29,10,34.5,1.43,0.49,0.07,0.2,18.0,0.0,1,1,3.4,2.7,0.09,-0.4,-0.7,CA Unión,Brasileiro,Mauro Luna Diale (CA Unión)
Yeison Gordillo,COL,MF,30.0,19.9,1,18,5,27.8,0.9,0.25,0.06,0.2,23.9,0.0,0,0,0.6,0.6,0.03,0.4,0.4,CA Unión,Brasileiro,Yeison Gordillo (CA Unión)
Kevin Zenon,ARG,"DF,MF",21.0,16.7,2,21,6,28.6,1.26,0.36,0.1,0.33,23.8,4.0,0,0,1.2,1.2,0.06,0.8,0.8,CA Unión,Brasileiro,Kevin Zenon (CA Unión)
Enzo Martín Roldán,ARG,MF,22.0,16.5,1,31,10,32.3,1.88,0.61,0.03,0.1,24.7,1.0,0,0,1.1,1.1,0.03,-0.1,-0.1,CA Unión,Brasileiro,Enzo Martín Roldán (CA Unión)
Santiago Mele,URU,GK,25.0,16.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Santiago Mele (CA Unión)
Jerónimo Domina,ARG,FW,17.0,12.8,3,22,9,40.9,1.72,0.7,0.14,0.33,17.0,0.0,0,0,2.1,2.1,0.1,0.9,0.9,CA Unión,Brasileiro,Jerónimo Domina (CA Unión)
Oscar Piris,ARG,DF,33.0,12.0,1,8,1,12.5,0.67,0.08,0.13,1.0,12.4,0.0,0,0,1.2,1.2,0.15,-0.2,-0.2,CA Unión,Brasileiro,Oscar Piris (CA Unión)
Luciano Aued,ARG,MF,35.0,11.3,1,13,4,30.8,1.15,0.36,0.08,0.25,17.3,1.0,0,0,1.0,1.0,0.08,0.0,0.0,CA Unión,Brasileiro,Luciano Aued (CA Unión)
Lucas Esquivel,ARG,DF,21.0,11.5,0,14,4,28.6,1.22,0.35,0.0,0.0,26.9,1.0,0,0,0.4,0.4,0.03,-0.4,-0.4,CA Unión,Brasileiro,Lucas Esquivel (CA Unión)
Sebastián Moyano,ARG,GK,32.0,11.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Sebastián Moyano (CA Unión)
Nicolás Paz,ARG,DF,20.0,9.9,0,3,1,33.3,0.3,0.1,0.0,0.0,16.8,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,CA Unión,Brasileiro,Nicolás Paz (CA Unión)
Daniel Juárez,ARG,"MF,FW",21.0,7.2,0,15,3,20.0,2.07,0.41,0.0,0.0,22.5,0.0,0,0,0.7,0.7,0.05,-0.7,-0.7,CA Unión,Brasileiro,Daniel Juárez (CA Unión)
Ezequiel Cañete,ARG,"FW,MF",23.0,6.6,0,9,3,33.3,1.37,0.46,0.0,0.0,20.3,0.0,0,0,0.5,0.5,0.06,-0.5,-0.5,CA Unión,Brasileiro,Ezequiel Cañete (CA Unión)
Junior Marabel,PAR,FW,24.0,6.5,0,12,4,33.3,1.85,0.62,0.0,0.0,15.3,0.0,0,0,1.3,1.3,0.11,-1.3,-1.3,CA Unión,Brasileiro,Junior Marabel (CA Unión)
Thiago Vecino,URU,FW,23.0,4.9,0,14,2,14.3,2.86,0.41,0.0,0.0,19.0,0.0,0,0,1.0,1.0,0.07,-1.0,-1.0,CA Unión,Brasileiro,Thiago Vecino (CA Unión)
Francisco Gerometta,ARG,"DF,MF",23.0,5.7,0,4,1,25.0,0.7,0.17,0.0,0.0,20.5,0.0,0,0,0.3,0.3,0.09,-0.3,-0.3,CA Unión,Brasileiro,Francisco Gerometta (CA Unión)
Joaquín Mosqueira,,MF,,4.4,0,4,0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Joaquín Mosqueira (CA Unión)
Mateo Del Blanco,ARG,"DF,MF",19.0,3.7,0,4,2,50.0,1.09,0.54,0.0,0.0,23.5,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,CA Unión,Brasileiro,Mateo Del Blanco (CA Unión)
Tomás González,ARG,"MF,FW",19.0,2.8,1,15,5,33.3,5.36,1.79,0.07,0.2,22.2,0.0,0,0,1.1,1.1,0.07,-0.1,-0.1,CA Unión,Brasileiro,Tomás González (CA Unión)
Juan Ludueña,ARG,DF,19.0,2.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Juan Ludueña (CA Unión)
Mariano Meynier,ARG,FW,19.0,0.9,0,1,0,0.0,1.06,0.0,0.0,0.0,11.8,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,CA Unión,Brasileiro,Mariano Meynier (CA Unión)
Gastón Comas,ARG,MF,24.0,0.7,0,1,0,0.0,1.34,0.0,0.0,0.0,24.4,0.0,0,0,0.0,0.0,0.04,0.0,0.0,CA Unión,Brasileiro,Gastón Comas (CA Unión)
Bryan Castrillón,COL,"FW,MF",23.0,2.6,2,6,3,50.0,2.29,1.14,0.33,0.67,13.9,0.0,0,0,1.5,1.5,0.25,0.5,0.5,CA Unión,Brasileiro,Bryan Castrillón (CA Unión)
Lisandro Morales,ARG,DF,19.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Lisandro Morales (CA Unión)
Valentino Venetucci,,,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,CA Unión,Brasileiro,Valentino Venetucci (CA Unión)
Fabio Pereyra,ARG,DF,33.0,26.0,0,30,10,33.3,1.15,0.38,0.0,0.0,12.7,0.0,0,0,1.1,1.1,0.04,-1.1,-1.1,CC Córdoba,Brasileiro,Fabio Pereyra (CC Córdoba)
Brian Blasi,ARG,DF,26.0,22.4,0,9,1,11.1,0.4,0.04,0.0,0.0,21.8,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,CC Córdoba,Brasileiro,Brian Blasi (CC Córdoba)
Mauro Pittón,ARG,MF,28.0,23.3,0,18,6,33.3,0.77,0.26,0.0,0.0,24.6,1.0,0,0,0.8,0.8,0.05,-0.8,-0.8,CC Córdoba,Brasileiro,Mauro Pittón (CC Córdoba)
Gustavo Canto,ARG,DF,28.0,23.2,0,19,3,15.8,0.82,0.13,0.0,0.0,14.5,1.0,0,0,1.1,1.1,0.06,-1.1,-1.1,CC Córdoba,Brasileiro,Gustavo Canto (CC Córdoba)
Brian Farioli,ARG,"MF,FW",24.0,20.0,1,23,6,26.1,1.15,0.3,0.04,0.17,19.8,3.0,0,0,2.1,2.1,0.09,-1.1,-1.1,CC Córdoba,Brasileiro,Brian Farioli (CC Córdoba)
Ciro Rius,ARG,"MF,FW",34.0,19.0,1,17,5,29.4,0.9,0.26,0.06,0.2,20.4,0.0,0,0,1.2,1.2,0.07,-0.2,-0.2,CC Córdoba,Brasileiro,Ciro Rius (CC Córdoba)
Leandro Maciel,ARG,MF,27.0,18.2,4,41,13,31.7,2.25,0.71,0.1,0.31,22.6,0.0,0,0,3.0,3.0,0.07,1.0,1.0,CC Córdoba,Brasileiro,Leandro Maciel (CC Córdoba)
Lucas Gamba,ARG,FW,35.0,20.3,5,30,7,23.3,1.48,0.34,0.13,0.57,21.6,0.0,1,1,3.1,2.3,0.08,1.9,1.7,CC Córdoba,Brasileiro,Lucas Gamba (CC Córdoba)
Lucas Besozzi,ARG,"MF,FW",20.0,17.7,3,30,8,26.7,1.69,0.45,0.1,0.38,20.8,1.0,0,0,2.9,2.9,0.1,0.1,0.1,CC Córdoba,Brasileiro,Lucas Besozzi (CC Córdoba)
Marcos Ignacio Ledesma,ARG,GK,26.0,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Marcos Ignacio Ledesma (CC Córdoba)
Gonzalo Goñi,ARG,DF,24.0,13.8,1,4,1,25.0,0.29,0.07,0.25,1.0,12.5,0.0,0,0,0.1,0.1,0.03,0.9,0.9,CC Córdoba,Brasileiro,Gonzalo Goñi (CC Córdoba)
Marcelo Benitez,ARG,DF,32.0,14.8,1,29,9,31.0,1.96,0.61,0.03,0.11,28.9,3.0,0,0,0.8,0.8,0.03,0.2,0.2,CC Córdoba,Brasileiro,Marcelo Benitez (CC Córdoba)
Facundo Castelli,ARG,FW,27.0,9.6,1,18,7,38.9,1.87,0.73,0.06,0.14,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Facundo Castelli (CC Córdoba)
Matías Mansilla,ARG,GK,26.0,9.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Matías Mansilla (CC Córdoba)
Enzo Kalinski,ARG,MF,35.0,7.3,1,7,4,57.1,0.96,0.55,0.14,0.25,14.2,0.0,0,0,0.7,0.7,0.11,0.3,0.3,CC Córdoba,Brasileiro,Enzo Kalinski (CC Córdoba)
Cristian Torres,ARG,"FW,MF",23.0,8.1,1,6,3,50.0,0.74,0.37,0.17,0.33,11.0,0.0,0,0,1.4,1.4,0.23,-0.4,-0.4,CC Córdoba,Brasileiro,Cristian Torres (CC Córdoba)
Jesús Soraire,ARG,MF,34.0,7.0,1,5,3,60.0,0.71,0.43,0.2,0.33,16.7,0.0,0,0,1.0,1.0,0.21,0.0,0.0,CC Córdoba,Brasileiro,Jesús Soraire (CC Córdoba)
Julián Navas,ARG,DF,29.0,4.3,0,4,0,0.0,0.93,0.0,0.0,0.0,21.2,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,CC Córdoba,Brasileiro,Julián Navas (CC Córdoba)
José Gómez,ARG,DF,22.0,3.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,José Gómez (CC Córdoba)
Federico Jourdan,ARG,"MF,DF",32.0,4.1,0,4,0,0.0,0.97,0.0,0.0,0.0,15.6,0.0,0,0,0.5,0.5,0.13,-0.5,-0.5,CC Córdoba,Brasileiro,Federico Jourdan (CC Córdoba)
Luis Miguel Rodríguez,ARG,"MF,FW",38.0,2.5,0,9,3,33.3,3.62,1.21,0.0,0.0,23.0,1.0,0,0,0.4,0.4,0.05,-0.4,-0.4,CC Córdoba,Brasileiro,Luis Miguel Rodríguez (CC Córdoba)
Ramón Cansinos,,MF,,1.3,0,4,2,50.0,3.08,1.54,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Ramón Cansinos (CC Córdoba)
Sebastián Valdez,ARG,DF,27.0,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Sebastián Valdez (CC Córdoba)
Leandro Ciccoloni,ARG,MF,27.0,0.7,0,2,0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Leandro Ciccoloni (CC Córdoba)
Diego Vásquez,ARG,"MF,FW",22.0,1.2,0,6,0,0.0,4.82,0.0,0.0,0.0,22.2,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,CC Córdoba,Brasileiro,Diego Vásquez (CC Córdoba)
Nicolás Leguizamón,ARG,FW,28.0,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,CC Córdoba,Brasileiro,Nicolás Leguizamón (CC Córdoba)
Santiago Longo,ARG,MF,24.0,26.8,0,14,2,14.3,0.52,0.07,0.0,0.0,26.6,0.0,0,0,0.5,0.5,0.03,-0.5,-0.5,Club Atlético Belgrano,Brasileiro,Santiago Longo (Club Atlético Belgrano)
Pablo Vegetti,ARG,FW,34.0,26.5,13,87,29,33.3,3.29,1.1,0.13,0.38,14.6,1.0,2,2,12.1,10.6,0.12,0.9,0.4,Club Atlético Belgrano,Brasileiro,Pablo Vegetti (Club Atlético Belgrano)
Nahuel Losada,ARG,GK,29.0,25.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Club Atlético Belgrano,Brasileiro,Nahuel Losada (Club Atlético Belgrano)
Ulises Sánchez,ARG,MF,24.0,23.8,2,39,10,25.6,1.64,0.42,0.05,0.2,23.2,3.0,0,0,2.8,2.8,0.07,-0.8,-0.8,Club Atlético Belgrano,Brasileiro,Ulises Sánchez (Club Atlético Belgrano)
Alejandro Rébola,ARG,DF,34.0,23.0,0,9,2,22.2,0.39,0.09,0.0,0.0,11.8,0.0,0,0,0.7,0.7,0.07,-0.7,-0.7,Club Atlético Belgrano,Brasileiro,Alejandro Rébola (Club Atlético Belgrano)
Bruno Zapelli,ARG,"MF,FW",20.0,20.2,1,25,11,44.0,1.24,0.54,0.04,0.09,22.2,2.0,0,0,2.2,2.2,0.09,-1.2,-1.2,Club Atlético Belgrano,Brasileiro,Bruno Zapelli (Club Atlético Belgrano)
Nicolás Meriano,ARG,DF,22.0,17.4,0,8,2,25.0,0.46,0.11,0.0,0.0,18.0,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5,Club Atlético Belgrano,Brasileiro,Nicolás Meriano (Club Atlético Belgrano)
Juan Barinaga,ARG,DF,22.0,13.7,0,5,2,40.0,0.36,0.15,0.0,0.0,21.9,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Club Atlético Belgrano,Brasileiro,Juan Barinaga (Club Atlético Belgrano)
