Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Team,Championship,Player_Team
Lukáš Horníček,CZE,GK,21,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Braga,Brasileiro,Lukáš Horníček (Braga)
Tiago Sá,POR,GK,28,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Braga,Brasileiro,Tiago Sá (Braga)
Ricardo Batista,POR,GK,37,14,1260.0,90.0,100.0,14.0,14,90.0,14,0,0.0,0,1.14,13.0,17.0,-4.0,-0.29,0.0,11.5,16.9,-5.4,-0.38,0.0,Casa Pia,Brasileiro,Ricardo Batista (Casa Pia)
Nermin Zolotić,BIH,DF,30,14,1240.0,89.0,98.4,13.8,14,89.0,12,0,0.0,0,1.14,13.0,16.0,-3.0,-0.22,4.28,11.4,16.0,-4.6,-0.33,3.27,Casa Pia,Brasileiro,Nermin Zolotić (Casa Pia)
Leonardo Lelo,POR,"MF,DF",23,14,1233.0,88.0,97.9,13.7,14,88.0,12,0,0.0,0,1.14,13.0,16.0,-3.0,-0.22,3.11,11.4,16.3,-4.9,-0.36,1.14,Casa Pia,Brasileiro,Leonardo Lelo (Casa Pia)
Fernando Varela,CPV,DF,36,13,1160.0,89.0,92.1,12.9,13,89.0,12,0,0.0,0,1.0,9.0,16.0,-7.0,-0.54,-3.24,9.5,15.8,-6.3,-0.49,-1.33,Casa Pia,Brasileiro,Fernando Varela (Casa Pia)
Yuki Soma,JPN,"FW,MF",26,13,916.0,70.0,72.7,10.2,12,70.0,1,1,72.0,0,1.23,9.0,13.0,-4.0,-0.39,-0.39,7.5,10.1,-2.6,-0.26,0.47,Casa Pia,Brasileiro,Yuki Soma (Casa Pia)
Larra,ESP,"MF,DF",26,12,877.0,73.0,69.6,9.7,12,73.0,3,0,0.0,2,1.33,10.0,7.0,3.0,0.31,1.95,8.4,8.5,-0.1,-0.01,1.22,Casa Pia,Brasileiro,Larra (Casa Pia)
Clayton,BRA,FW,24,14,870.0,62.0,69.0,9.7,11,74.0,2,3,19.0,0,1.14,9.0,14.0,-5.0,-0.52,-0.75,6.5,11.8,-5.3,-0.55,-0.54,Casa Pia,Brasileiro,Clayton (Casa Pia)
Vasco Fernandes,POR,DF,37,10,900.0,90.0,71.4,10.0,10,90.0,10,0,0.0,0,1.2,9.0,10.0,-1.0,-0.1,0.65,7.8,11.5,-3.7,-0.37,0.04,Casa Pia,Brasileiro,Vasco Fernandes (Casa Pia)
Neto,BRA,MF,32,13,802.0,62.0,63.7,8.9,10,75.0,4,3,19.0,0,1.0,6.0,8.0,-2.0,-0.22,0.17,7.2,9.3,-2.1,-0.24,0.41,Casa Pia,Brasileiro,Neto (Casa Pia)
Pablo Roberto,BRA,MF,24,12,801.0,67.0,63.6,8.9,10,74.0,2,2,33.0,1,1.08,8.0,10.0,-2.0,-0.22,0.17,8.4,9.0,-0.6,-0.07,0.87,Casa Pia,Brasileiro,Pablo Roberto (Casa Pia)
Beni,ANG,MF,21,12,647.0,54.0,51.3,7.2,5,85.0,1,7,32.0,1,1.25,10.0,11.0,-1.0,-0.14,0.3,5.3,10.5,-5.2,-0.72,-0.7,Casa Pia,Brasileiro,Beni (Casa Pia)
Felippe Cardoso,BRA,FW,25,14,511.0,37.0,40.6,5.7,4,77.0,1,10,21.0,0,1.14,6.0,6.0,0.0,0.0,0.48,5.7,7.5,-1.8,-0.32,0.1,Casa Pia,Brasileiro,Felippe Cardoso (Casa Pia)
João Nunes,POR,DF,28,5,370.0,74.0,29.4,4.1,4,90.0,4,1,10.0,9,1.4,5.0,7.0,-2.0,-0.49,-0.28,4.7,5.4,-0.8,-0.19,0.28,Casa Pia,Brasileiro,João Nunes (Casa Pia)
Saviour Godwin,NGA,"FW,MF",27,4,344.0,86.0,27.3,3.8,4,86.0,2,0,0.0,0,1.25,6.0,4.0,2.0,0.52,1.11,3.5,3.6,-0.1,-0.03,0.49,Casa Pia,Brasileiro,Saviour Godwin (Casa Pia)
Samuel Justo,POR,MF,19,10,344.0,34.0,27.3,3.8,4,75.0,2,6,7.0,2,1.1,2.0,5.0,-3.0,-0.78,-0.69,1.8,5.4,-3.5,-0.92,-0.74,Casa Pia,Brasileiro,Samuel Justo (Casa Pia)
Tiago Dias,POR,"MF,FW",25,9,339.0,38.0,26.9,3.8,4,70.0,0,5,12.0,5,0.89,3.0,5.0,-2.0,-0.53,-0.34,2.1,5.5,-3.4,-0.91,-0.72,Casa Pia,Brasileiro,Tiago Dias (Casa Pia)
Fernando,BRA,FW,30,12,367.0,31.0,29.1,4.1,3,53.0,0,9,23.0,1,1.0,2.0,4.0,-2.0,-0.49,-0.29,3.1,7.1,-4.0,-0.97,-0.83,Casa Pia,Brasileiro,Fernando (Casa Pia)
Jajá,BRA,FW,22,8,349.0,44.0,27.7,3.9,3,87.0,2,5,17.0,2,1.13,4.0,7.0,-3.0,-0.77,-0.67,4.7,5.5,-0.8,-0.21,0.25,Casa Pia,Brasileiro,Jajá (Casa Pia)
André Geraldes,POR,"MF,DF",32,11,356.0,32.0,28.3,4.0,2,77.0,1,9,23.0,1,0.91,3.0,8.0,-5.0,-1.26,-1.36,3.1,7.5,-4.4,-1.13,-1.03,Casa Pia,Brasileiro,André Geraldes (Casa Pia)
Artur Serobyan,ARM,MF,20,2,65.0,33.0,5.2,0.7,1,57.0,0,1,8.0,6,0.5,0.0,0.0,0.0,0.0,0.3,0.4,0.2,0.2,0.24,0.66,Casa Pia,Brasileiro,Artur Serobyan (Casa Pia)
Telasco Segovia,VEN,MF,20,2,30.0,15.0,2.4,0.3,0,0.0,0,2,15.0,1,1.5,1.0,1.0,0.0,0.0,0.29,0.7,0.9,-0.3,-0.86,-0.49,Casa Pia,Brasileiro,Telasco Segovia (Casa Pia)
Rafael Martins,BRA,MF,34,2,26.0,13.0,2.1,0.3,0,0.0,0,2,13.0,0,1.5,1.0,0.0,1.0,3.46,3.83,1.0,0.2,0.8,2.86,3.31,Casa Pia,Brasileiro,Rafael Martins (Casa Pia)
Duplexe Tchamba,CMR,"DF,FW",25,2,10.0,5.0,0.8,0.1,0,0.0,0,2,5.0,5,3.0,0.0,0.0,0.0,0.0,0.29,0.0,0.3,-0.2,-2.18,-1.81,Casa Pia,Brasileiro,Duplexe Tchamba (Casa Pia)
Diogo Pinto,POR,MF,24,1,9.0,9.0,0.7,0.1,0,0.0,0,1,9.0,0,3.0,1.0,0.0,1.0,10.0,10.36,0.9,0.1,0.9,7.8,8.25,Casa Pia,Brasileiro,Diogo Pinto (Casa Pia)
Rafael Brito,POR,DF,21,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Rafael Brito (Casa Pia)
Samuel Ceita,POR,FW,17,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Samuel Ceita (Casa Pia)
Derick,BRA,FW,30,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Derick (Casa Pia)
Afonso Monteiro,POR,GK,18,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Afonso Monteiro (Casa Pia)
Isaac Monteiro,POR,DF,19,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Isaac Monteiro (Casa Pia)
Lucas Paes,BRA,GK,26,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Lucas Paes (Casa Pia)
Héctor,ESP,FW,28,15,1289.0,86.0,95.5,14.3,15,86.0,12,0,0.0,0,0.67,16.0,38.0,-22.0,-1.54,-0.06,15.6,25.4,-9.7,-0.68,-0.27,Chaves,Brasileiro,Héctor (Chaves)
Kelechi Nwakali,NGA,MF,25,15,1068.0,71.0,79.1,11.9,12,81.0,6,3,33.0,0,0.67,12.0,27.0,-15.0,-1.26,1.29,11.9,19.4,-7.5,-0.63,0.17,Chaves,Brasileiro,Kelechi Nwakali (Chaves)
Bruno Langa,MOZ,"DF,MF",26,14,1043.0,75.0,77.3,11.6,12,79.0,9,2,45.0,0,0.71,11.0,26.0,-15.0,-1.29,1.05,11.9,17.2,-5.4,-0.46,0.9,Chaves,Brasileiro,Bruno Langa (Chaves)
Bruno Rodrigues,POR,DF,22,12,1011.0,84.0,74.9,11.2,12,84.0,10,0,0.0,3,0.5,10.0,30.0,-20.0,-1.78,-0.98,9.9,20.9,-11.0,-0.98,-1.24,Chaves,Brasileiro,Bruno Rodrigues (Chaves)
Hugo Souza,BRA,GK,24,11,990.0,90.0,73.3,11.0,11,90.0,11,0,0.0,4,0.64,13.0,30.0,-17.0,-1.55,-0.05,12.1,20.3,-8.1,-0.74,-0.27,Chaves,Brasileiro,Hugo Souza (Chaves)
João Pedro Araújo Correia,CPV,"DF,MF",27,13,908.0,70.0,67.3,10.1,11,78.0,5,2,26.0,0,0.77,12.0,28.0,-16.0,-1.59,-0.16,10.0,16.1,-6.1,-0.61,0.18,Chaves,Brasileiro,João Pedro Araújo Correia (Chaves)
Sandro Cruz,POR,"DF,MF",22,12,774.0,65.0,57.3,8.6,10,72.0,6,2,25.0,2,0.5,8.0,25.0,-17.0,-1.98,-1.04,8.1,17.8,-9.7,-1.13,-1.09,Chaves,Brasileiro,Sandro Cruz (Chaves)
Ygor Nogueira,BRA,DF,28,10,783.0,78.0,58.0,8.7,9,82.0,6,1,45.0,0,0.7,11.0,18.0,-7.0,-0.8,1.74,10.6,11.6,-0.9,-0.11,1.34,Chaves,Brasileiro,Ygor Nogueira (Chaves)
Steven Vitória,CAN,DF,36,10,740.0,74.0,54.8,8.2,9,77.0,7,1,45.0,5,1.0,10.0,27.0,-17.0,-2.07,-1.18,9.1,17.7,-8.6,-1.05,-0.85,Chaves,Brasileiro,Steven Vitória (Chaves)
Leandro Sanca,GNB,"FW,MF",23,14,863.0,62.0,63.9,9.6,8,73.0,2,6,47.0,0,0.71,11.0,18.0,-7.0,-0.73,2.23,11.7,14.2,-2.5,-0.26,1.12,Chaves,Brasileiro,Leandro Sanca (Chaves)
Ricardo Guimarães,MOZ,MF,28,12,591.0,49.0,43.8,6.6,7,67.0,2,5,25.0,1,0.83,6.0,21.0,-15.0,-2.28,-1.34,6.3,12.6,-6.3,-0.96,-0.53,Chaves,Brasileiro,Ricardo Guimarães (Chaves)
Paulo Victor,BRA,FW,22,12,624.0,52.0,46.2,6.9,6,77.0,2,6,27.0,2,0.58,5.0,25.0,-20.0,-2.88,-2.51,6.6,15.7,-9.1,-1.32,-1.2,Chaves,Brasileiro,Paulo Victor (Chaves)
Rúben Tiago Rodrigues Ribeiro,POR,"MF,FW",36,8,542.0,68.0,40.1,6.0,6,80.0,2,2,32.0,1,0.88,3.0,15.0,-12.0,-1.99,-0.77,5.0,10.4,-5.3,-0.89,-0.36,Chaves,Brasileiro,Rúben Tiago Rodrigues Ribeiro (Chaves)
Benny,POR,"MF,FW",23,13,511.0,39.0,37.9,5.7,5,58.0,1,8,28.0,0,0.77,11.0,14.0,-3.0,-0.53,1.62,8.3,8.1,0.1,0.02,1.11,Chaves,Brasileiro,Benny (Chaves)
Jo,BRA,"FW,MF",28,9,398.0,44.0,29.5,4.4,4,75.0,1,5,20.0,1,0.78,7.0,7.0,0.0,0.0,2.17,6.7,5.2,1.5,0.33,1.42,Chaves,Brasileiro,Jo (Chaves)
João Pedro,POR,MF,30,11,373.0,34.0,27.6,4.1,4,46.0,0,7,27.0,3,0.55,5.0,11.0,-6.0,-1.45,0.12,5.0,7.4,-2.3,-0.56,0.14,Chaves,Brasileiro,João Pedro (Chaves)
Rodrigo Nascimento,BRA,GK,27,4,360.0,90.0,26.7,4.0,4,90.0,4,0,0.0,11,0.75,3.0,9.0,-6.0,-1.5,0.05,4.0,5.8,-1.9,-0.47,0.27,Chaves,Brasileiro,Rodrigo Nascimento (Chaves)
Thibang Phete,RSA,"DF,MF",29,5,330.0,66.0,24.4,3.7,4,77.0,1,1,21.0,1,0.0,1.0,9.0,-8.0,-2.18,-0.86,3.4,6.4,-3.0,-0.82,-0.2,Chaves,Brasileiro,Thibang Phete (Chaves)
Rúben Lameiras,POR,"FW,MF",29,5,206.0,41.0,15.3,2.3,4,48.0,0,1,14.0,3,0.0,0.0,6.0,-6.0,-2.62,-1.28,0.9,3.2,-2.3,-1.02,-0.42,Chaves,Brasileiro,Rúben Lameiras (Chaves)
Issah Abbas,GHA,"MF,FW",25,6,282.0,47.0,20.9,3.1,3,72.0,1,3,22.0,1,0.5,4.0,10.0,-6.0,-1.91,-0.48,4.8,6.1,-1.3,-0.42,0.32,Chaves,Brasileiro,Issah Abbas (Chaves)
Carraça,POR,"MF,DF",30,7,264.0,38.0,19.6,2.9,3,60.0,1,4,21.0,0,0.43,3.0,6.0,-3.0,-1.02,0.63,3.5,4.4,-0.9,-0.32,0.43,Chaves,Brasileiro,Carraça (Chaves)
João Queirós,POR,DF,25,5,235.0,47.0,17.4,2.6,2,74.0,1,3,29.0,6,1.4,5.0,7.0,-2.0,-0.77,0.93,3.8,5.6,-1.8,-0.67,-0.01,Chaves,Brasileiro,João Queirós (Chaves)
Habib sylla,CIV,DF,24,4,202.0,51.0,15.0,2.2,2,76.0,0,2,25.0,3,0.0,0.0,7.0,-7.0,-3.12,-1.86,1.8,5.8,-4.0,-1.8,-1.33,Chaves,Brasileiro,Habib sylla (Chaves)
Hélder Morim,POR,MF,22,4,168.0,42.0,12.4,1.9,1,69.0,0,3,33.0,4,0.75,1.0,5.0,-4.0,-2.14,-0.7,0.7,2.3,-1.6,-0.86,-0.22,Chaves,Brasileiro,Hélder Morim (Chaves)
Pedro Pinho,POR,MF,23,5,155.0,31.0,11.5,1.7,1,56.0,0,4,25.0,1,1.4,7.0,2.0,5.0,2.9,5.01,4.5,1.9,2.5,1.46,2.4,Chaves,Brasileiro,Pedro Pinho (Chaves)
Rodrigo Melro,POR,DF,19,1,1.0,1.0,0.1,0.0,0,0.0,0,1,1.0,1,0.0,0.0,1.0,-1.0,-90.0,-88.53,0.1,0.6,-0.5,-49.4,-48.77,Chaves,Brasileiro,Rodrigo Melro (Chaves)
Eduardo Borges,POR,DF,23,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Eduardo Borges (Chaves)
Catatau,BRA,MF,22,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Catatau (Chaves)
Gonçalo Filipe,POR,GK,23,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Gonçalo Filipe (Chaves)
Guilherme Oliveira,BRA,DF,24,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Guilherme Oliveira (Chaves)
Picas,ANG,FW,22,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Picas (Chaves)
Rafik Guitane,FRA,"FW,MF",24,14,1225.0,88.0,97.2,13.6,14,88.0,7,0,0.0,0,1.0,23.0,21.0,2.0,0.15,2.72,17.0,19.8,-2.8,-0.2,2.71,Estoril,Brasileiro,Rafik Guitane (Estoril)
Tiago Araújo,POR,"DF,MF",22,14,1213.0,87.0,96.3,13.5,14,87.0,8,0,0.0,0,1.0,24.0,22.0,2.0,0.15,2.06,17.3,19.9,-2.6,-0.19,2.25,Estoril,Brasileiro,Tiago Araújo (Estoril)
Bernardo Vital,POR,DF,23,12,1035.0,86.0,82.1,11.5,12,86.0,11,0,0.0,2,1.17,19.0,17.0,2.0,0.17,0.57,12.1,18.5,-6.5,-0.56,-1.59,Estoril,Brasileiro,Bernardo Vital (Estoril)
Jordan Holsgrove,SCO,MF,24,12,984.0,82.0,78.1,10.9,12,82.0,9,0,0.0,0,1.08,21.0,19.0,2.0,0.18,0.51,15.0,15.2,-0.1,-0.01,1.22,Estoril,Brasileiro,Jordan Holsgrove (Estoril)
Pedro Álvaro,POR,DF,23,11,990.0,90.0,78.6,11.0,11,90.0,11,0,0.0,0,1.0,19.0,18.0,1.0,0.09,0.09,14.3,19.5,-5.2,-0.47,-0.89,Estoril,Brasileiro,Pedro Álvaro (Estoril)
João Marques,POR,"MF,FW",21,14,957.0,68.0,76.0,10.6,10,82.0,5,4,34.0,0,1.0,20.0,18.0,2.0,0.19,0.49,14.8,16.0,-1.2,-0.11,0.7,Estoril,Brasileiro,João Marques (Estoril)
Volnei Feltes,BRA,DF,23,11,876.0,80.0,69.5,9.7,10,87.0,8,1,6.0,3,0.91,17.0,19.0,-2.0,-0.21,-0.91,13.0,18.2,-5.2,-0.53,-0.83,Estoril,Brasileiro,Volnei Feltes (Estoril)
Rodrigo Gomes,POR,"DF,MF",20,13,956.0,74.0,75.9,10.6,9,89.0,6,4,40.0,0,1.08,21.0,15.0,6.0,0.56,2.05,15.8,15.4,0.4,0.04,1.32,Estoril,Brasileiro,Rodrigo Gomes (Estoril)
Marcelo Carné,BRA,GK,33,9,810.0,90.0,64.3,9.0,9,90.0,9,0,0.0,5,1.22,15.0,11.0,4.0,0.44,1.04,10.1,16.3,-6.1,-0.68,-1.13,Estoril,Brasileiro,Marcelo Carné (Estoril)
Cassiano,BRA,FW,34,14,694.0,50.0,55.1,7.7,9,65.0,1,5,22.0,0,1.0,15.0,12.0,3.0,0.39,0.71,11.6,8.9,2.7,0.34,1.39,Estoril,Brasileiro,Cassiano (Estoril)
Mateus Fernandes,POR,MF,19,11,764.0,69.0,60.6,8.5,8,82.0,4,3,37.0,0,1.0,18.0,8.0,10.0,1.18,2.81,12.2,11.4,0.7,0.09,0.93,Estoril,Brasileiro,Mateus Fernandes (Estoril)
Heriberto Tavares,POR,"FW,MF",26,14,506.0,36.0,40.2,5.6,7,53.0,0,7,20.0,0,1.0,7.0,9.0,-2.0,-0.36,-0.71,4.5,8.6,-4.1,-0.72,-0.74,Estoril,Brasileiro,Heriberto Tavares (Estoril)
Alejandro Marqués,VEN,FW,23,13,566.0,44.0,44.9,6.3,5,72.0,1,8,26.0,1,1.08,11.0,10.0,1.0,0.16,0.16,7.2,11.4,-4.2,-0.66,-0.7,Estoril,Brasileiro,Alejandro Marqués (Estoril)
Daniel Leite,POR,GK,25,5,450.0,90.0,35.7,5.0,5,90.0,5,0,0.0,9,0.6,10.0,13.0,-3.0,-0.6,-1.04,8.1,5.9,2.2,0.45,1.13,Estoril,Brasileiro,Daniel Leite (Estoril)
Koba Koindredi,FRA,MF,22,7,315.0,45.0,25.0,3.5,4,70.0,2,3,11.0,7,1.0,4.0,7.0,-3.0,-0.86,-1.24,4.1,6.9,-2.8,-0.8,-0.69,Estoril,Brasileiro,Koba Koindredi (Estoril)
Erick Cabaco,URU,DF,28,6,335.0,56.0,26.6,3.7,3,84.0,2,3,27.0,0,0.67,9.0,10.0,-1.0,-0.27,-0.46,7.7,4.3,3.4,0.9,1.61,Estoril,Brasileiro,Erick Cabaco (Estoril)
Eliaquim Mangala,FRA,DF,32,5,275.0,55.0,21.8,3.1,3,77.0,1,2,22.0,1,1.4,6.0,4.0,2.0,0.65,0.75,3.3,2.2,1.1,0.37,0.83,Estoril,Brasileiro,Eliaquim Mangala (Estoril)
Raúl Parra,ESP,DF,24,5,218.0,44.0,17.3,2.4,3,65.0,0,2,11.0,9,0.8,5.0,5.0,0.0,0.0,-0.09,3.9,2.8,1.1,0.43,0.86,Estoril,Brasileiro,Raúl Parra (Estoril)
Ivan Pavlic,BEL,MF,22,5,180.0,36.0,14.3,2.0,3,56.0,0,2,6.0,1,0.6,3.0,6.0,-3.0,-1.5,-1.83,1.2,3.3,-2.0,-1.02,-0.87,Estoril,Brasileiro,Ivan Pavlic (Estoril)
Alexandre Miguel Barros Soares,POR,MF,32,6,249.0,42.0,19.8,2.8,2,52.0,0,4,37.0,5,0.5,4.0,10.0,-6.0,-2.17,-2.79,3.9,6.1,-2.2,-0.79,-0.64,Estoril,Brasileiro,Alexandre Miguel Barros Soares (Estoril)
Wagner Pina,POR,"DF,MF",21,6,131.0,22.0,10.4,1.5,1,90.0,1,5,8.0,0,1.67,3.0,3.0,0.0,0.0,-0.08,1.5,4.6,-3.2,-2.18,-2.12,Estoril,Brasileiro,Wagner Pina (Estoril)
João Carlos,BRA,"FW,DF",28,6,56.0,9.0,4.4,0.6,0,0.0,0,6,9.0,8,0.5,0.0,3.0,-3.0,-4.82,-5.12,0.7,3.7,-2.9,-4.77,-4.7,Estoril,Brasileiro,João Carlos (Estoril)
Mor Ndiaye,SEN,"FW,MF",23,2,17.0,9.0,1.3,0.2,0,0.0,0,2,9.0,6,3.0,1.0,0.0,1.0,5.29,5.29,0.9,1.0,-0.1,-0.33,-0.05,Estoril,Brasileiro,Mor Ndiaye (Estoril)
Rodrigo Martins,POR,"DF,FW",25,2,6.0,3.0,0.5,0.1,0,0.0,0,2,3.0,3,0.0,0.0,1.0,-1.0,-15.0,-15.14,0.3,1.1,-0.8,-11.37,-11.15,Estoril,Brasileiro,Rodrigo Martins (Estoril)
Michel Costa,BRA,MF,22,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Michel Costa (Estoril)
Bamidele Isa Yusuf,NGA,FW,22,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Bamidele Isa Yusuf (Estoril)
Harouna Sy,FRA,DF,27,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Harouna Sy (Estoril)
Ronald,BRA,"MF,FW",22,15,1223.0,82.0,90.6,13.6,15,82.0,7,0,0.0,0,1.07,13.0,17.0,-4.0,-0.29,1.12,13.4,17.5,-4.2,-0.31,0.64,Estrela,Brasileiro,Ronald (Estrela)
Gaspar,ANG,DF,26,14,1215.0,87.0,90.0,13.5,14,87.0,13,0,0.0,0,1.07,15.0,22.0,-7.0,-0.52,-1.19,14.1,20.7,-6.6,-0.49,-1.24,Estrela,Brasileiro,Gaspar (Estrela)
Léo Jabá,BRA,"MF,FW",25,14,904.0,65.0,67.0,10.0,13,68.0,1,1,20.0,0,1.07,8.0,10.0,-2.0,-0.2,0.61,10.1,11.0,-0.9,-0.09,0.85,Estrela,Brasileiro,Léo Jabá (Estrela)
Leo Cordeiro,BRA,MF,28,14,1110.0,79.0,82.2,12.3,12,85.0,8,2,45.0,0,0.93,15.0,15.0,0.0,0.0,2.25,14.0,17.7,-3.7,-0.3,0.37,Estrela,Brasileiro,Leo Cordeiro (Estrela)
João Reis,POR,"DF,MF",31,13,1046.0,80.0,77.5,11.6,12,83.0,8,1,45.0,0,0.92,11.0,15.0,-4.0,-0.34,0.25,12.6,14.8,-2.2,-0.19,0.79,Estrela,Brasileiro,João Reis (Estrela)
Hevertton Santos,BRA,"DF,MF",22,13,948.0,73.0,70.2,10.5,11,81.0,7,2,26.0,1,1.23,8.0,13.0,-5.0,-0.47,-0.25,10.6,13.2,-2.6,-0.24,0.42,Estrela,Brasileiro,Hevertton Santos (Estrela)
Aloísio Souza Genézio,BRA,MF,27,10,706.0,71.0,52.3,7.8,10,71.0,3,0,0.0,1,1.1,6.0,9.0,-3.0,-0.38,0.04,8.3,7.2,1.0,0.13,1.05,Estrela,Brasileiro,Aloísio Souza Genézio (Estrela)
Johnstone Omurwa,KEN,DF,25,10,771.0,77.0,57.1,8.6,9,85.0,8,1,6.0,1,1.1,9.0,15.0,-6.0,-0.7,-0.7,10.4,13.5,-3.1,-0.36,0.01,Estrela,Brasileiro,Johnstone Omurwa (Estrela)
Miguel Lopes,POR,DF,37,9,675.0,75.0,50.0,7.5,9,75.0,4,0,0.0,0,0.89,8.0,7.0,1.0,0.13,1.07,9.5,8.2,1.3,0.17,1.08,Estrela,Brasileiro,Miguel Lopes (Estrela)
Jean Felipe,BRA,"MF,DF",29,13,734.0,56.0,54.4,8.2,7,82.0,4,6,26.0,2,1.15,12.0,13.0,-1.0,-0.12,0.61,9.1,13.4,-4.3,-0.52,-0.34,Estrela,Brasileiro,Jean Felipe (Estrela)
Bruno Brigido,BRA,GK,32,7,630.0,90.0,46.7,7.0,7,90.0,7,0,0.0,0,0.71,7.0,12.0,-5.0,-0.71,-0.59,8.3,11.3,-3.0,-0.43,-0.11,Estrela,Brasileiro,Bruno Brigido (Estrela)
Ronaldo Tavares,POR,FW,26,12,555.0,46.0,41.1,6.2,7,68.0,0,5,16.0,0,1.0,6.0,8.0,-2.0,-0.32,0.13,6.8,8.7,-2.0,-0.32,0.08,Estrela,Brasileiro,Ronaldo Tavares (Estrela)
Vitó Ferreira,POR,MF,26,8,522.0,65.0,38.7,5.8,7,72.0,1,1,17.0,3,1.0,3.0,4.0,-1.0,-0.17,0.37,4.2,6.5,-2.3,-0.4,-0.05,Estrela,Brasileiro,Vitó Ferreira (Estrela)
Mansur,BRA,DF,30,7,539.0,77.0,39.9,6.0,6,82.0,4,1,45.0,0,1.0,4.0,6.0,-2.0,-0.33,0.11,6.5,6.8,-0.3,-0.05,0.52,Estrela,Brasileiro,Mansur (Estrela)
Kikas,POR,"FW,MF",25,13,619.0,48.0,45.9,6.9,5,74.0,0,8,31.0,2,1.15,9.0,8.0,1.0,0.15,1.01,7.4,11.1,-3.6,-0.53,-0.3,Estrela,Brasileiro,Kikas (Estrela)
Wagner Santos,BRA,GK,25,5,427.0,85.0,31.6,4.7,5,85.0,4,0,0.0,3,1.0,5.0,4.0,1.0,0.21,0.89,3.6,4.7,-1.1,-0.22,0.21,Estrela,Brasileiro,Wagner Santos (Estrela)
Almeida,BRA,DF,23,6,396.0,66.0,29.3,4.4,4,90.0,4,2,18.0,7,1.33,6.0,8.0,-2.0,-0.45,-0.08,3.6,8.1,-4.5,-1.02,-0.92,Estrela,Brasileiro,Almeida (Estrela)
