Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Team,Championship,Player_Team
João Pedro Araújo Correia,CPV,"DF,MF",27,10.1,1,7,3,42.9,0.69,0.3,0.14,0.33,18.5,0.0,0,0,0.3,0.3,0.04,0.7,0.7,Chaves,Brasileiro,João Pedro Araújo Correia (Chaves)
Sandro Cruz,POR,"DF,MF",22,8.6,1,5,1,20.0,0.58,0.12,0.2,1.0,22.6,0.0,0,0,0.2,0.2,0.05,0.8,0.8,Chaves,Brasileiro,Sandro Cruz (Chaves)
Ygor Nogueira,BRA,DF,28,8.7,0,6,1,16.7,0.69,0.11,0.0,0.0,9.7,0.0,0,0,0.6,0.6,0.1,-0.6,-0.6,Chaves,Brasileiro,Ygor Nogueira (Chaves)
Steven Vitória,CAN,DF,36,8.2,0,6,3,50.0,0.73,0.36,0.0,0.0,13.3,1.0,0,0,0.4,0.4,0.07,-0.4,-0.4,Chaves,Brasileiro,Steven Vitória (Chaves)
Leandro Sanca,GNB,"FW,MF",23,9.6,0,26,10,38.5,2.71,1.04,0.0,0.0,22.5,0.0,0,0,1.1,1.1,0.04,-1.1,-1.1,Chaves,Brasileiro,Leandro Sanca (Chaves)
Ricardo Guimarães,MOZ,MF,28,6.6,0,6,0,0.0,0.91,0.0,0.0,0.0,26.1,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Chaves,Brasileiro,Ricardo Guimarães (Chaves)
Paulo Victor,BRA,FW,22,6.9,1,11,6,54.5,1.59,0.87,0.09,0.17,14.1,0.0,0,0,1.1,1.1,0.1,-0.1,-0.1,Chaves,Brasileiro,Paulo Victor (Chaves)
Rúben Tiago Rodrigues Ribeiro,POR,"MF,FW",36,6.0,0,6,3,50.0,1.0,0.5,0.0,0.0,30.5,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Chaves,Brasileiro,Rúben Tiago Rodrigues Ribeiro (Chaves)
Benny,POR,"MF,FW",23,5.7,1,10,3,30.0,1.76,0.53,0.1,0.33,22.0,2.0,0,0,0.9,0.9,0.09,0.1,0.1,Chaves,Brasileiro,Benny (Chaves)
Jo,BRA,"FW,MF",28,4.4,2,18,5,27.8,4.07,1.13,0.11,0.4,16.1,0.0,0,0,1.9,1.9,0.11,0.1,0.1,Chaves,Brasileiro,Jo (Chaves)
João Pedro,POR,MF,30,4.1,0,5,1,20.0,1.21,0.24,0.0,0.0,18.2,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Chaves,Brasileiro,João Pedro (Chaves)
Rodrigo Nascimento,BRA,GK,27,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Rodrigo Nascimento (Chaves)
Thibang Phete,RSA,"DF,MF",29,3.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Thibang Phete (Chaves)
Rúben Lameiras,POR,"FW,MF",29,2.3,0,2,1,50.0,0.87,0.44,0.0,0.0,20.0,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Chaves,Brasileiro,Rúben Lameiras (Chaves)
Issah Abbas,GHA,"MF,FW",25,3.1,0,6,3,50.0,1.91,0.96,0.0,0.0,17.1,0.0,0,0,0.8,0.8,0.13,-0.8,-0.8,Chaves,Brasileiro,Issah Abbas (Chaves)
Carraça,POR,"MF,DF",30,2.9,0,6,1,16.7,2.05,0.34,0.0,0.0,22.6,1.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Chaves,Brasileiro,Carraça (Chaves)
João Queirós,POR,DF,25,2.6,0,3,2,66.7,1.15,0.77,0.0,0.0,8.8,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Chaves,Brasileiro,João Queirós (Chaves)
Habib sylla,CIV,DF,24,2.2,0,1,0,0.0,0.45,0.0,0.0,0.0,28.6,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Chaves,Brasileiro,Habib sylla (Chaves)
Hélder Morim,POR,MF,22,1.9,0,3,2,66.7,1.61,1.07,0.0,0.0,21.9,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Chaves,Brasileiro,Hélder Morim (Chaves)
Pedro Pinho,POR,MF,23,1.7,1,3,1,33.3,1.74,0.58,0.33,1.0,20.3,0.0,0,0,0.2,0.2,0.05,0.8,0.8,Chaves,Brasileiro,Pedro Pinho (Chaves)
Rodrigo Melro,POR,DF,19,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Rodrigo Melro (Chaves)
Rafik Guitane,FRA,"FW,MF",24,13.6,3,14,5,35.7,1.03,0.37,0.21,0.6,19.8,0.0,0,0,1.2,1.2,0.09,1.8,1.8,Estoril,Brasileiro,Rafik Guitane (Estoril)
Tiago Araújo,POR,"DF,MF",22,13.5,1,18,5,27.8,1.34,0.37,0.06,0.2,21.7,1.0,0,0,0.9,0.9,0.05,0.1,0.1,Estoril,Brasileiro,Tiago Araújo (Estoril)
Bernardo Vital,POR,DF,23,11.5,1,6,1,16.7,0.52,0.09,0.17,1.0,12.8,0.0,0,0,0.4,0.4,0.07,0.6,0.6,Estoril,Brasileiro,Bernardo Vital (Estoril)
Jordan Holsgrove,SCO,MF,24,10.9,2,15,5,33.3,1.37,0.46,0.13,0.4,28.1,5.0,0,0,0.5,0.5,0.03,1.5,1.5,Estoril,Brasileiro,Jordan Holsgrove (Estoril)
Pedro Álvaro,POR,DF,23,11.0,0,6,2,33.3,0.55,0.18,0.0,0.0,12.5,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Estoril,Brasileiro,Pedro Álvaro (Estoril)
João Marques,POR,"MF,FW",21,10.6,3,19,10,52.6,1.79,0.94,0.16,0.3,18.9,0.0,0,0,2.4,2.4,0.13,0.6,0.6,Estoril,Brasileiro,João Marques (Estoril)
Volnei Feltes,BRA,DF,23,9.7,0,8,3,37.5,0.82,0.31,0.0,0.0,21.4,3.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Estoril,Brasileiro,Volnei Feltes (Estoril)
Rodrigo Gomes,POR,"DF,MF",20,10.6,4,23,7,30.4,2.17,0.66,0.17,0.57,15.3,1.0,0,0,3.6,3.6,0.16,0.4,0.4,Estoril,Brasileiro,Rodrigo Gomes (Estoril)
Marcelo Carné,BRA,GK,33,9.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Marcelo Carné (Estoril)
Cassiano,BRA,FW,34,7.7,4,15,6,40.0,1.95,0.78,0.2,0.5,14.5,0.0,1,1,3.7,3.0,0.2,0.3,0.0,Estoril,Brasileiro,Cassiano (Estoril)
Mateus Fernandes,POR,MF,19,8.5,0,7,2,28.6,0.82,0.24,0.0,0.0,22.9,1.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Estoril,Brasileiro,Mateus Fernandes (Estoril)
Heriberto Tavares,POR,"FW,MF",26,5.6,1,11,4,36.4,1.96,0.71,0.09,0.25,18.2,0.0,0,0,0.9,0.9,0.08,0.1,0.1,Estoril,Brasileiro,Heriberto Tavares (Estoril)
Alejandro Marqués,VEN,FW,23,6.3,5,18,7,38.9,2.86,1.11,0.28,0.71,15.0,0.0,0,0,2.4,2.4,0.13,2.6,2.6,Estoril,Brasileiro,Alejandro Marqués (Estoril)
Daniel Leite,POR,GK,25,5.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Daniel Leite (Estoril)
Koba Koindredi,FRA,MF,22,3.5,0,4,1,25.0,1.14,0.29,0.0,0.0,21.3,1.0,0,0,0.2,0.2,0.06,-0.2,-0.2,Estoril,Brasileiro,Koba Koindredi (Estoril)
Erick Cabaco,URU,DF,28,3.7,0,4,0,0.0,1.07,0.0,0.0,0.0,10.3,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,Estoril,Brasileiro,Erick Cabaco (Estoril)
Eliaquim Mangala,FRA,DF,32,3.1,1,1,1,100.0,0.33,0.33,1.0,1.0,4.1,0.0,0,0,0.8,0.8,0.82,0.2,0.2,Estoril,Brasileiro,Eliaquim Mangala (Estoril)
Raúl Parra,ESP,DF,24,2.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Raúl Parra (Estoril)
Ivan Pavlic,BEL,MF,22,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Ivan Pavlic (Estoril)
Alexandre Miguel Barros Soares,POR,MF,32,2.8,0,2,0,0.0,0.72,0.0,0.0,0.0,25.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Estoril,Brasileiro,Alexandre Miguel Barros Soares (Estoril)
Wagner Pina,POR,"DF,MF",21,1.5,0,1,1,100.0,0.69,0.69,0.0,0.0,7.8,0.0,0,0,0.1,0.1,0.11,-0.1,-0.1,Estoril,Brasileiro,Wagner Pina (Estoril)
João Carlos,BRA,"FW,DF",28,0.6,0,3,1,33.3,4.82,1.61,0.0,0.0,24.6,1.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Estoril,Brasileiro,João Carlos (Estoril)
Mor Ndiaye,SEN,"FW,MF",23,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Mor Ndiaye (Estoril)
Rodrigo Martins,POR,"DF,FW",25,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Rodrigo Martins (Estoril)
Ronald,BRA,"MF,FW",22,13.6,1,19,6,31.6,1.4,0.44,0.05,0.17,19.5,0.0,0,0,1.9,1.9,0.1,-0.9,-0.9,Estrela,Brasileiro,Ronald (Estrela)
Gaspar,ANG,DF,26,13.5,1,5,2,40.0,0.37,0.15,0.2,0.5,8.0,0.0,0,0,0.5,0.5,0.1,0.5,0.5,Estrela,Brasileiro,Gaspar (Estrela)
Léo Jabá,BRA,"MF,FW",25,10.0,3,13,5,38.5,1.29,0.5,0.15,0.4,21.3,0.0,1,1,2.0,1.2,0.09,1.0,0.8,Estrela,Brasileiro,Léo Jabá (Estrela)
Leo Cordeiro,BRA,MF,28,12.3,2,14,3,21.4,1.14,0.24,0.14,0.67,19.7,2.0,0,0,1.3,1.3,0.09,0.7,0.7,Estrela,Brasileiro,Leo Cordeiro (Estrela)
João Reis,POR,"DF,MF",31,11.6,0,2,0,0.0,0.17,0.0,0.0,0.0,27.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Estrela,Brasileiro,João Reis (Estrela)
Hevertton Santos,BRA,"DF,MF",22,10.5,0,5,1,20.0,0.47,0.09,0.0,0.0,12.3,1.0,0,0,0.8,0.8,0.16,-0.8,-0.8,Estrela,Brasileiro,Hevertton Santos (Estrela)
Aloísio Souza Genézio,BRA,MF,27,7.8,0,8,2,25.0,1.02,0.25,0.0,0.0,21.1,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,Estrela,Brasileiro,Aloísio Souza Genézio (Estrela)
Johnstone Omurwa,KEN,DF,25,8.6,0,3,2,66.7,0.35,0.23,0.0,0.0,8.2,0.0,0,0,0.3,0.3,0.11,-0.3,-0.3,Estrela,Brasileiro,Johnstone Omurwa (Estrela)
Miguel Lopes,POR,DF,37,7.5,0,2,0,0.0,0.27,0.0,0.0,0.0,21.7,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Estrela,Brasileiro,Miguel Lopes (Estrela)
Jean Felipe,BRA,"MF,DF",29,8.2,1,4,1,25.0,0.49,0.12,0.25,1.0,21.2,2.0,0,0,0.3,0.3,0.07,0.7,0.7,Estrela,Brasileiro,Jean Felipe (Estrela)
Bruno Brigido,BRA,GK,32,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Bruno Brigido (Estrela)
Ronaldo Tavares,POR,FW,26,6.2,2,15,2,13.3,2.43,0.32,0.13,1.0,12.3,0.0,0,0,3.3,3.3,0.22,-1.3,-1.3,Estrela,Brasileiro,Ronaldo Tavares (Estrela)
Vitó Ferreira,POR,MF,26,5.8,0,4,0,0.0,0.69,0.0,0.0,0.0,26.6,2.0,0,0,0.2,0.2,0.06,-0.2,-0.2,Estrela,Brasileiro,Vitó Ferreira (Estrela)
Mansur,BRA,DF,30,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Mansur (Estrela)
Kikas,POR,"FW,MF",25,6.9,3,16,6,37.5,2.33,0.87,0.19,0.5,16.5,0.0,0,0,1.7,1.7,0.1,1.3,1.3,Estrela,Brasileiro,Kikas (Estrela)
Wagner Santos,BRA,GK,25,4.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Wagner Santos (Estrela)
Almeida,BRA,DF,23,4.4,0,1,0,0.0,0.23,0.0,0.0,0.0,26.4,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Estrela,Brasileiro,Almeida (Estrela)
Nkanyiso Shinga,RSA,"DF,MF",23,3.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Nkanyiso Shinga (Estrela)
André Inácio,BRA,"FW,MF",21,3.8,1,10,3,30.0,2.63,0.79,0.1,0.33,12.9,0.0,0,0,2.0,2.0,0.2,-1.0,-1.0,Estrela,Brasileiro,André Inácio (Estrela)
António Filipe de Carvalho,POR,GK,38,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,António Filipe de Carvalho (Estrela)
Pedro Sá,POR,MF,30,3.0,0,1,0,0.0,0.34,0.0,0.0,0.0,28.1,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Estrela,Brasileiro,Pedro Sá (Estrela)
Regis Ndo,MLI,"FW,MF",22,2.2,0,4,0,0.0,1.85,0.0,0.0,0.0,18.2,1.0,0,0,0.4,0.4,0.1,-0.4,-0.4,Estrela,Brasileiro,Regis Ndo (Estrela)
Alioune Ndour,SEN,"FW,MF",22,1.9,0,10,2,20.0,5.33,1.07,0.0,0.0,15.8,0.0,0,0,1.1,1.1,0.11,-1.1,-1.1,Estrela,Brasileiro,Alioune Ndour (Estrela)
Keliano,ANG,MF,20,1.3,0,3,0,0.0,2.25,0.0,0.0,0.0,18.9,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Estrela,Brasileiro,Keliano (Estrela)
Gustavo Henrique,BRA,FW,24,0.2,0,2,0,0.0,9.47,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Gustavo Henrique (Estrela)
Cambila,ANG,GK,21,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Cambila (Estrela)
Luiz Lúcio Reis Júnior,BRA,GK,22,15.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Luiz Lúcio Reis Júnior (Famalicão)
Moura,POR,DF,24,15.0,1,5,1,20.0,0.33,0.07,0.2,1.0,19.1,0.0,0,0,0.2,0.2,0.03,0.8,0.8,Famalicão,Brasileiro,Moura (Famalicão)
Zaydou Youssouf,FRA,MF,24,13.1,0,15,3,20.0,1.15,0.23,0.0,0.0,28.4,1.0,0,1,1.2,0.4,0.03,-1.2,-0.4,Famalicão,Brasileiro,Zaydou Youssouf (Famalicão)
Otavio Ataide,BRA,DF,21,12.2,2,11,4,36.4,0.9,0.33,0.18,0.5,18.6,0.0,0,0,0.7,0.7,0.07,1.3,1.3,Famalicão,Brasileiro,Otavio Ataide (Famalicão)
Jhonder Cádiz,VEN,FW,28,9.4,4,27,8,29.6,2.89,0.86,0.11,0.38,14.5,0.0,1,1,3.5,2.7,0.1,0.5,0.3,Famalicão,Brasileiro,Jhonder Cádiz (Famalicão)
Riccieli,BRA,DF,25,9.0,0,3,1,33.3,0.33,0.11,0.0,0.0,7.3,0.0,0,0,0.3,0.3,0.11,-0.3,-0.3,Famalicão,Brasileiro,Riccieli (Famalicão)
Mirko Topić,SRB,MF,22,9.3,0,11,0,0.0,1.18,0.0,0.0,0.0,23.7,1.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Famalicão,Brasileiro,Mirko Topić (Famalicão)
Nathan,BRA,DF,22,8.0,0,4,2,50.0,0.5,0.25,0.0,0.0,22.6,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Famalicão,Brasileiro,Nathan (Famalicão)
José Luis Rodríguez,PAN,FW,25,7.6,0,12,4,33.3,1.58,0.53,0.0,0.0,28.2,1.0,0,0,0.3,0.3,0.02,-0.3,-0.3,Famalicão,Brasileiro,José Luis Rodríguez (Famalicão)
Gustavo sá,POR,MF,19,6.8,1,13,2,15.4,1.92,0.3,0.08,0.5,19.7,0.0,0,0,0.9,0.9,0.07,0.1,0.1,Famalicão,Brasileiro,Gustavo sá (Famalicão)
Chiquinho,POR,"FW,MF",23,6.7,1,14,3,21.4,2.09,0.45,0.07,0.33,17.1,0.0,0,0,1.2,1.2,0.09,-0.2,-0.2,Famalicão,Brasileiro,Chiquinho (Famalicão)
Martin Agirregabiria,ESP,DF,27,7.3,0,2,1,50.0,0.27,0.14,0.0,0.0,31.6,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Famalicão,Brasileiro,Martin Agirregabiria (Famalicão)
Henrique Araújo,POR,FW,21,6.0,0,7,1,14.3,1.16,0.17,0.0,0.0,9.4,0.0,0,0,0.7,0.7,0.09,-0.7,-0.7,Famalicão,Brasileiro,Henrique Araújo (Famalicão)
Óscar Aranda,ESP,"FW,MF",21,6.0,1,20,5,25.0,3.34,0.83,0.05,0.2,24.6,5.0,0,0,0.6,0.6,0.03,0.4,0.4,Famalicão,Brasileiro,Óscar Aranda (Famalicão)
Justin de Haas,NED,DF,23,6.1,1,7,2,28.6,1.14,0.33,0.14,0.5,16.3,2.0,0,0,0.4,0.4,0.06,0.6,0.6,Famalicão,Brasileiro,Justin de Haas (Famalicão)
Otso Liimatta,FIN,MF,19,4.1,0,2,0,0.0,0.49,0.0,0.0,0.0,14.9,0.0,0,0,0.2,0.2,0.12,-0.2,-0.2,Famalicão,Brasileiro,Otso Liimatta (Famalicão)
Gustavo Assuncao,POR,MF,23,5.0,0,3,1,33.3,0.61,0.2,0.0,0.0,29.2,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Famalicão,Brasileiro,Gustavo Assuncao (Famalicão)
Tom Lacoux,FRA,MF,21,3.1,0,6,0,0.0,1.96,0.0,0.0,0.0,25.1,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Famalicão,Brasileiro,Tom Lacoux (Famalicão)
Théo Fonseca,FRA,FW,23,3.0,1,6,3,50.0,1.97,0.99,0.17,0.33,13.2,0.0,0,0,1.0,1.0,0.17,0.0,0.0,Famalicão,Brasileiro,Théo Fonseca (Famalicão)
Enea Mihaj,ALB,DF,25,2.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Enea Mihaj (Famalicão)
Mihai Dobre,ROU,"FW,MF",25,3.0,0,8,4,50.0,2.69,1.34,0.0,0.0,17.0,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Famalicão,Brasileiro,Mihai Dobre (Famalicão)
Pablo,BRA,"FW,MF",19,2.2,0,2,0,0.0,0.91,0.0,0.0,0.0,10.5,0.0,0,0,0.2,0.2,0.11,-0.2,-0.2,Famalicão,Brasileiro,Pablo (Famalicão)
Afonso Rodrigues,POR,"FW,MF",21,2.6,1,9,2,22.2,3.43,0.76,0.11,0.5,14.2,0.0,0,0,0.6,0.6,0.06,0.4,0.4,Famalicão,Brasileiro,Afonso Rodrigues (Famalicão)
Ricardo Velho,POR,GK,25,14.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Farense,Brasileiro,Ricardo Velho (Farense)
Talocha,POR,DF,34,13.8,0,10,2,20.0,0.72,0.14,0.0,0.0,25.4,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Farense,Brasileiro,Talocha (Farense)
Claudio Falcão,BRA,MF,29,13.6,3,14,5,35.7,1.03,0.37,0.21,0.6,15.4,0.0,0,0,1.3,1.3,0.1,1.7,1.7,Farense,Brasileiro,Claudio Falcão (Farense)
Mattheus Oliveira,BRA,MF,29,11.7,4,20,8,40.0,1.71,0.68,0.15,0.38,23.5,3.0,1,1,2.0,1.2,0.06,2.0,1.8,Farense,Brasileiro,Mattheus Oliveira (Farense)
Gonçalo Silva,POR,DF,32,12.2,0,1,1,100.0,0.08,0.08,0.0,0.0,10.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Farense,Brasileiro,Gonçalo Silva (Farense)
Bachir Belloumi,ALG,"FW,MF",21,10.6,3,23,10,43.5,2.17,0.94,0.13,0.3,19.6,0.0,0,0,2.4,2.4,0.11,0.6,0.6,Farense,Brasileiro,Bachir Belloumi (Farense)
David Pastor,BRA,DF,23,11.9,0,3,1,33.3,0.25,0.08,0.0,0.0,29.1,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Farense,Brasileiro,David Pastor (Farense)
Marco Matias,POR,"FW,MF",34,9.9,0,15,7,46.7,1.52,0.71,0.0,0.0,17.0,0.0,0,0,1.6,1.6,0.11,-1.6,-1.6,Farense,Brasileiro,Marco Matias (Farense)
Bruno Duarte,BRA,FW,27,10.0,4,16,5,31.3,1.59,0.5,0.13,0.4,16.6,0.0,2,2,3.3,1.7,0.12,0.7,0.3,Farense,Brasileiro,Bruno Duarte (Farense)
Zach Muscat,MLT,DF,30,8.8,1,5,1,20.0,0.57,0.11,0.2,1.0,10.3,0.0,0,0,0.9,0.9,0.18,0.1,0.1,Farense,Brasileiro,Zach Muscat (Farense)
Fabrício Isidoro,BRA,MF,31,8.6,2,9,5,55.6,1.04,0.58,0.22,0.4,23.0,0.0,0,0,0.9,0.9,0.1,1.1,1.1,Farense,Brasileiro,Fabrício Isidoro (Farense)
Rui Costa,POR,"FW,MF",27,6.0,3,17,7,41.2,2.84,1.17,0.18,0.43,23.3,1.0,0,1,2.4,1.6,0.09,0.6,1.4,Farense,Brasileiro,Rui Costa (Farense)
Artur Jorge Marques Amorim,POR,DF,29,5.4,0,3,1,33.3,0.56,0.19,0.0,0.0,9.6,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Farense,Brasileiro,Artur Jorge Marques Amorim (Farense)
Vítor Gonçalves,POR,MF,31,4.3,0,2,0,0.0,0.46,0.0,0.0,0.0,22.9,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Farense,Brasileiro,Vítor Gonçalves (Farense)
Elves Baldé,POR,"FW,MF",24,2.3,1,6,1,16.7,2.58,0.43,0.17,1.0,18.8,0.0,0,0,1.3,1.3,0.22,-0.3,-0.3,Farense,Brasileiro,Elves Baldé (Farense)
Fran Delgado,ESP,DF,22,2.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Farense,Brasileiro,Fran Delgado (Farense)
Igor Rossi Branco,BRA,DF,34,1.4,0,1,0,0.0,0.72,0.0,0.0,0.0,22.0,0.0,0,0,0.0,0.0,0.05,0.0,0.0,Farense,Brasileiro,Igor Rossi Branco (Farense)
Rafael Barbosa,POR,"FW,MF",27,2.3,1,4,2,50.0,1.72,0.86,0.25,0.5,19.2,0.0,0,0,0.5,0.5,0.12,0.5,0.5,Farense,Brasileiro,Rafael Barbosa (Farense)
Zé Luís,CPV,"FW,MF",32,1.5,0,3,0,0.0,2.01,0.0,0.0,0.0,10.9,0.0,0,0,0.3,0.3,0.1,-0.3,-0.3,Farense,Brasileiro,Zé Luís (Farense)
Facundo Cáseres,ARG,"MF,DF",22,1.1,0,1,1,100.0,0.91,0.91,0.0,0.0,10.2,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,Farense,Brasileiro,Facundo Cáseres (Farense)
Cristian Ponde,POR,MF,28,0.5,0,1,0,0.0,1.96,0.0,0.0,0.0,24.6,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Farense,Brasileiro,Cristian Ponde (Farense)
André Seruca,POR,MF,23,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Farense,Brasileiro,André Seruca (Farense)
Talys Oliveira,BRA,DF,24,0.1,0,2,1,50.0,20.0,10.0,0.0,0.0,27.9,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Farense,Brasileiro,Talys Oliveira (Farense)
Rúben Fernandes,POR,DF,37,14.0,1,6,2,33.3,0.43,0.14,0.17,0.5,10.0,0.0,0,0,0.5,0.5,0.08,0.5,0.5,Gil Vicente FC,Brasileiro,Rúben Fernandes (Gil Vicente FC)
José Carlos,POR,DF,25,12.7,1,5,2,40.0,0.39,0.16,0.2,0.5,24.2,0.0,0,0,0.2,0.2,0.05,0.8,0.8,Gil Vicente FC,Brasileiro,José Carlos (Gil Vicente FC)
Maxime Dominguez,SUI,"MF,FW",27,12.0,5,15,7,46.7,1.25,0.58,0.27,0.57,19.6,1.0,1,1,2.4,1.6,0.11,2.6,2.4,Gil Vicente FC,Brasileiro,Maxime Dominguez (Gil Vicente FC)
Pedro Tiba,POR,MF,35,11.6,3,12,3,25.0,1.03,0.26,0.17,0.67,30.7,1.0,1,2,1.9,0.3,0.03,1.1,1.7,Gil Vicente FC,Brasileiro,Pedro Tiba (Gil Vicente FC)
Leonardo Buta,POR,DF,21,12.0,0,1,1,100.0,0.08,0.08,0.0,0.0,26.6,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Gil Vicente FC,Brasileiro,Leonardo Buta (Gil Vicente FC)
Andrew,BRA,GK,22,12.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Gil Vicente FC,Brasileiro,Andrew (Gil Vicente FC)
Gabriel Pereira,BRA,DF,23,11.9,1,10,3,30.0,0.84,0.25,0.1,0.33,12.1,0.0,0,0,1.0,1.0,0.1,0.0,0.0,Gil Vicente FC,Brasileiro,Gabriel Pereira (Gil Vicente FC)
Kanya Fujimoto,JPN,MF,24,9.2,2,11,3,27.3,1.2,0.33,0.09,0.33,20.6,0.0,1,1,1.8,1.0,0.09,0.2,0.0,Gil Vicente FC,Brasileiro,Kanya Fujimoto (Gil Vicente FC)
Martim Carvalho,POR,MF,20,8.4,0,4,1,25.0,0.48,0.12,0.0,0.0,23.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Gil Vicente FC,Brasileiro,Martim Carvalho (Gil Vicente FC)
