Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Team,Championship,Player_Team
Ricardo Batista,POR,GK,37,14.0,318.0,466.0,68.2,9076.0,6479.0,56.0,56.0,100.0,162.0,164.0,98.8,100.0,246.0,40.7,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Ricardo Batista (Casa Pia)
Nermin Zolotić,BIH,DF,30,13.8,628.0,725.0,86.6,11740.0,4924.0,241.0,262.0,92.0,330.0,360.0,91.7,54.0,88.0,61.4,0,0.0,0.1,0.0,0.0,45.0,1.0,1.0,47.0,Casa Pia,Brasileiro,Nermin Zolotić (Casa Pia)
Leonardo Lelo,POR,"MF,DF",23,13.7,475.0,657.0,72.3,7644.0,2822.0,256.0,292.0,87.7,176.0,231.0,76.2,38.0,100.0,38.0,1,0.9,1.0,0.1,21.0,32.0,11.0,2.0,45.0,Casa Pia,Brasileiro,Leonardo Lelo (Casa Pia)
Fernando Varela,CPV,DF,36,12.9,393.0,486.0,80.9,7496.0,2865.0,153.0,171.0,89.5,196.0,220.0,89.1,41.0,87.0,47.1,1,0.3,0.6,0.7,4.0,26.0,2.0,0.0,25.0,Casa Pia,Brasileiro,Fernando Varela (Casa Pia)
Yuki Soma,JPN,"FW,MF",26,10.2,136.0,222.0,61.3,2370.0,764.0,68.0,88.0,77.3,45.0,76.0,59.2,17.0,34.0,50.0,2,1.3,1.3,0.7,10.0,6.0,6.0,4.0,13.0,Casa Pia,Brasileiro,Yuki Soma (Casa Pia)
Larra,ESP,"MF,DF",26,9.7,333.0,442.0,75.3,5205.0,2087.0,183.0,207.0,88.4,128.0,169.0,75.7,16.0,48.0,33.3,1,1.0,0.6,0.0,12.0,17.0,5.0,2.0,27.0,Casa Pia,Brasileiro,Larra (Casa Pia)
Clayton,BRA,FW,24,9.7,118.0,176.0,67.0,1873.0,301.0,58.0,79.0,73.4,47.0,62.0,75.8,8.0,15.0,53.3,0,0.3,0.7,-0.3,8.0,12.0,5.0,1.0,15.0,Casa Pia,Brasileiro,Clayton (Casa Pia)
Vasco Fernandes,POR,DF,37,10.0,359.0,441.0,81.4,6837.0,2823.0,139.0,157.0,88.5,176.0,195.0,90.3,41.0,76.0,53.9,0,0.1,0.1,-0.1,3.0,18.0,1.0,0.0,18.0,Casa Pia,Brasileiro,Vasco Fernandes (Casa Pia)
Neto,BRA,MF,32,8.9,301.0,382.0,78.8,4974.0,1650.0,154.0,182.0,84.6,109.0,130.0,83.8,26.0,45.0,57.8,0,0.6,0.4,-0.6,9.0,46.0,5.0,1.0,49.0,Casa Pia,Brasileiro,Neto (Casa Pia)
Pablo Roberto,BRA,MF,24,8.9,234.0,312.0,75.0,4357.0,1466.0,103.0,133.0,77.4,93.0,112.0,83.0,31.0,46.0,67.4,2,0.8,0.8,1.2,14.0,32.0,9.0,2.0,48.0,Casa Pia,Brasileiro,Pablo Roberto (Casa Pia)
Beni,ANG,MF,21,7.2,267.0,298.0,89.6,4437.0,1293.0,124.0,135.0,91.9,124.0,132.0,93.9,16.0,22.0,72.7,1,0.1,0.2,0.9,4.0,23.0,3.0,1.0,29.0,Casa Pia,Brasileiro,Beni (Casa Pia)
Felippe Cardoso,BRA,FW,25,5.7,56.0,78.0,71.8,851.0,131.0,32.0,40.0,80.0,15.0,18.0,83.3,6.0,7.0,85.7,0,0.2,0.1,-0.2,3.0,8.0,2.0,0.0,8.0,Casa Pia,Brasileiro,Felippe Cardoso (Casa Pia)
João Nunes,POR,DF,28,4.1,159.0,194.0,82.0,2905.0,1116.0,67.0,71.0,94.4,76.0,91.0,83.5,16.0,30.0,53.3,0,0.1,0.1,-0.1,2.0,12.0,1.0,1.0,10.0,Casa Pia,Brasileiro,João Nunes (Casa Pia)
Saviour Godwin,NGA,"FW,MF",27,3.8,44.0,80.0,55.0,656.0,239.0,27.0,36.0,75.0,15.0,29.0,51.7,2.0,9.0,22.2,0,0.1,0.1,-0.1,1.0,4.0,3.0,1.0,8.0,Casa Pia,Brasileiro,Saviour Godwin (Casa Pia)
Samuel Justo,POR,MF,19,3.8,139.0,180.0,77.2,2114.0,604.0,74.0,84.0,88.1,51.0,65.0,78.5,8.0,18.0,44.4,0,0.1,0.1,-0.1,5.0,8.0,1.0,1.0,14.0,Casa Pia,Brasileiro,Samuel Justo (Casa Pia)
Tiago Dias,POR,"MF,FW",25,3.8,96.0,141.0,68.1,1539.0,462.0,48.0,54.0,88.9,43.0,58.0,74.1,3.0,20.0,15.0,0,0.3,0.9,-0.3,5.0,6.0,8.0,6.0,14.0,Casa Pia,Brasileiro,Tiago Dias (Casa Pia)
Fernando,BRA,FW,30,4.1,63.0,91.0,69.2,878.0,133.0,39.0,48.0,81.3,22.0,26.0,84.6,1.0,5.0,20.0,0,0.1,0.1,-0.1,3.0,5.0,1.0,0.0,7.0,Casa Pia,Brasileiro,Fernando (Casa Pia)
Jajá,BRA,FW,22,3.9,48.0,84.0,57.1,724.0,306.0,24.0,34.0,70.6,20.0,33.0,60.6,2.0,6.0,33.3,0,0.4,0.3,-0.4,2.0,6.0,1.0,0.0,10.0,Casa Pia,Brasileiro,Jajá (Casa Pia)
André Geraldes,POR,"MF,DF",32,4.0,133.0,186.0,71.5,2295.0,975.0,60.0,77.0,77.9,63.0,80.0,78.8,7.0,21.0,33.3,0,0.0,0.1,0.0,1.0,8.0,0.0,0.0,12.0,Casa Pia,Brasileiro,André Geraldes (Casa Pia)
Artur Serobyan,ARM,MF,20,0.7,8.0,14.0,57.1,117.0,2.0,5.0,8.0,62.5,3.0,4.0,75.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Casa Pia,Brasileiro,Artur Serobyan (Casa Pia)
Telasco Segovia,VEN,MF,20,0.3,10.0,13.0,76.9,91.0,6.0,8.0,10.0,80.0,1.0,2.0,50.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Casa Pia,Brasileiro,Telasco Segovia (Casa Pia)
Rafael Martins,BRA,MF,34,0.3,10.0,12.0,83.3,155.0,17.0,5.0,5.0,100.0,4.0,4.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Rafael Martins (Casa Pia)
Duplexe Tchamba,CMR,"DF,FW",25,0.1,2.0,2.0,100.0,40.0,13.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Duplexe Tchamba (Casa Pia)
Diogo Pinto,POR,MF,24,0.1,3.0,5.0,60.0,32.0,16.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Casa Pia,Brasileiro,Diogo Pinto (Casa Pia)
Héctor,ESP,FW,28,14.3,217.0,283.0,76.7,3002.0,560.0,136.0,172.0,79.1,57.0,63.0,90.5,12.0,13.0,92.3,1,0.6,0.3,0.4,7.0,19.0,4.0,0.0,30.0,Chaves,Brasileiro,Héctor (Chaves)
Kelechi Nwakali,NGA,MF,25,11.9,527.0,640.0,82.3,11565.0,3353.0,176.0,192.0,91.7,240.0,265.0,90.6,108.0,171.0,63.2,3,2.4,2.1,0.6,28.0,74.0,3.0,0.0,91.0,Chaves,Brasileiro,Kelechi Nwakali (Chaves)
Bruno Langa,MOZ,"DF,MF",26,11.6,397.0,576.0,68.9,7288.0,3629.0,182.0,216.0,84.3,167.0,229.0,72.9,42.0,96.0,43.8,0,0.8,1.0,-0.8,10.0,44.0,15.0,8.0,64.0,Chaves,Brasileiro,Bruno Langa (Chaves)
Bruno Rodrigues,POR,DF,22,11.2,403.0,492.0,81.9,8227.0,2852.0,132.0,142.0,93.0,216.0,243.0,88.9,50.0,85.0,58.8,0,0.0,0.1,0.0,0.0,22.0,0.0,0.0,31.0,Chaves,Brasileiro,Bruno Rodrigues (Chaves)
Hugo Souza,BRA,GK,24,11.0,231.0,357.0,64.7,7527.0,5767.0,20.0,20.0,100.0,105.0,111.0,94.6,106.0,226.0,46.9,0,0.1,0.0,-0.1,1.0,2.0,0.0,0.0,0.0,Chaves,Brasileiro,Hugo Souza (Chaves)
João Pedro Araújo Correia,CPV,"DF,MF",27,10.1,291.0,451.0,64.5,5181.0,1910.0,129.0,157.0,82.2,124.0,173.0,71.7,32.0,90.0,35.6,0,0.4,0.4,-0.4,6.0,21.0,8.0,4.0,24.0,Chaves,Brasileiro,João Pedro Araújo Correia (Chaves)
Sandro Cruz,POR,"DF,MF",22,8.6,242.0,338.0,71.6,4584.0,2042.0,113.0,136.0,83.1,98.0,119.0,82.4,29.0,66.0,43.9,1,0.7,0.7,0.3,6.0,21.0,4.0,1.0,16.0,Chaves,Brasileiro,Sandro Cruz (Chaves)
Ygor Nogueira,BRA,DF,28,8.7,324.0,398.0,81.4,6025.0,2430.0,120.0,137.0,87.6,159.0,185.0,85.9,35.0,63.0,55.6,0,0.5,0.0,-0.5,1.0,21.0,0.0,0.0,21.0,Chaves,Brasileiro,Ygor Nogueira (Chaves)
Steven Vitória,CAN,DF,36,8.2,220.0,270.0,81.5,4377.0,1672.0,58.0,68.0,85.3,139.0,152.0,91.4,22.0,45.0,48.9,0,0.2,0.4,-0.2,2.0,0.0,0.0,0.0,7.0,Chaves,Brasileiro,Steven Vitória (Chaves)
Leandro Sanca,GNB,"FW,MF",23,9.6,166.0,243.0,68.3,2666.0,564.0,85.0,107.0,79.4,66.0,97.0,68.0,12.0,18.0,66.7,3,1.4,1.4,1.6,18.0,13.0,9.0,5.0,22.0,Chaves,Brasileiro,Leandro Sanca (Chaves)
Ricardo Guimarães,MOZ,MF,28,6.6,243.0,294.0,82.7,4244.0,903.0,106.0,122.0,86.9,107.0,120.0,89.2,22.0,40.0,55.0,0,0.3,0.3,-0.3,7.0,20.0,2.0,0.0,18.0,Chaves,Brasileiro,Ricardo Guimarães (Chaves)
Paulo Victor,BRA,FW,22,6.9,101.0,147.0,68.7,1278.0,216.0,68.0,85.0,80.0,25.0,35.0,71.4,3.0,7.0,42.9,1,0.3,0.2,0.7,9.0,4.0,2.0,0.0,10.0,Chaves,Brasileiro,Paulo Victor (Chaves)
Rúben Tiago Rodrigues Ribeiro,POR,"MF,FW",36,6.0,245.0,290.0,84.5,4232.0,1151.0,117.0,127.0,92.1,94.0,105.0,89.5,27.0,41.0,65.9,0,0.9,0.9,-0.9,10.0,18.0,4.0,1.0,25.0,Chaves,Brasileiro,Rúben Tiago Rodrigues Ribeiro (Chaves)
Benny,POR,"MF,FW",23,5.7,123.0,189.0,65.1,2161.0,880.0,52.0,69.0,75.4,48.0,70.0,68.6,15.0,37.0,40.5,0,1.6,1.3,-1.6,17.0,9.0,10.0,6.0,24.0,Chaves,Brasileiro,Benny (Chaves)
Jo,BRA,"FW,MF",28,4.4,37.0,73.0,50.7,441.0,23.0,22.0,37.0,59.5,9.0,15.0,60.0,1.0,4.0,25.0,0,0.3,0.1,-0.3,4.0,1.0,0.0,0.0,1.0,Chaves,Brasileiro,Jo (Chaves)
João Pedro,POR,MF,30,4.1,122.0,169.0,72.2,2086.0,670.0,60.0,73.0,82.2,48.0,62.0,77.4,11.0,23.0,47.8,0,0.1,0.1,-0.1,2.0,16.0,0.0,0.0,16.0,Chaves,Brasileiro,João Pedro (Chaves)
Rodrigo Nascimento,BRA,GK,27,4.0,79.0,122.0,64.8,2595.0,2177.0,10.0,10.0,100.0,32.0,32.0,100.0,37.0,80.0,46.3,0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,Chaves,Brasileiro,Rodrigo Nascimento (Chaves)
Thibang Phete,RSA,"DF,MF",29,3.7,123.0,134.0,91.8,2422.0,554.0,36.0,38.0,94.7,67.0,71.0,94.4,17.0,21.0,81.0,0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,7.0,Chaves,Brasileiro,Thibang Phete (Chaves)
Rúben Lameiras,POR,"FW,MF",29,2.3,42.0,59.0,71.2,637.0,185.0,22.0,27.0,81.5,12.0,15.0,80.0,4.0,12.0,33.3,0,0.2,0.1,-0.2,3.0,5.0,1.0,0.0,7.0,Chaves,Brasileiro,Rúben Lameiras (Chaves)
Issah Abbas,GHA,"MF,FW",25,3.1,48.0,67.0,71.6,866.0,240.0,16.0,17.0,94.1,24.0,33.0,72.7,5.0,11.0,45.5,2,0.7,0.7,1.3,4.0,3.0,6.0,4.0,6.0,Chaves,Brasileiro,Issah Abbas (Chaves)
Carraça,POR,"MF,DF",30,2.9,117.0,163.0,71.8,2090.0,783.0,56.0,63.0,88.9,47.0,63.0,74.6,14.0,30.0,46.7,0,0.2,0.3,-0.2,5.0,7.0,4.0,4.0,6.0,Chaves,Brasileiro,Carraça (Chaves)
João Queirós,POR,DF,25,2.6,74.0,102.0,72.5,1651.0,827.0,17.0,21.0,81.0,41.0,49.0,83.7,15.0,27.0,55.6,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,Chaves,Brasileiro,João Queirós (Chaves)
Habib sylla,CIV,DF,24,2.2,63.0,102.0,61.8,1219.0,522.0,31.0,40.0,77.5,17.0,29.0,58.6,14.0,26.0,53.8,0,0.0,0.1,0.0,2.0,6.0,3.0,3.0,4.0,Chaves,Brasileiro,Habib sylla (Chaves)
Hélder Morim,POR,MF,22,1.9,33.0,43.0,76.7,589.0,158.0,15.0,21.0,71.4,14.0,15.0,93.3,4.0,6.0,66.7,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,Chaves,Brasileiro,Hélder Morim (Chaves)
Pedro Pinho,POR,MF,23,1.7,44.0,64.0,68.8,813.0,247.0,19.0,26.0,73.1,18.0,26.0,69.2,7.0,10.0,70.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,Chaves,Brasileiro,Pedro Pinho (Chaves)
Rodrigo Melro,POR,DF,19,0.0,1.0,2.0,50.0,10.0,3.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Chaves,Brasileiro,Rodrigo Melro (Chaves)
Rafik Guitane,FRA,"FW,MF",24,13.6,266.0,366.0,72.7,4157.0,1125.0,150.0,184.0,81.5,89.0,119.0,74.8,18.0,29.0,62.1,2,2.2,2.0,-0.2,20.0,26.0,26.0,1.0,52.0,Estoril,Brasileiro,Rafik Guitane (Estoril)
Tiago Araújo,POR,"DF,MF",22,13.5,432.0,626.0,69.0,8173.0,3044.0,199.0,240.0,82.9,163.0,220.0,74.1,57.0,129.0,44.2,1,1.3,0.9,-0.3,9.0,33.0,14.0,10.0,45.0,Estoril,Brasileiro,Tiago Araújo (Estoril)
Bernardo Vital,POR,DF,23,11.5,506.0,562.0,90.0,9547.0,4062.0,179.0,187.0,95.7,265.0,278.0,95.3,55.0,83.0,66.3,0,0.0,0.1,0.0,2.0,22.0,1.0,0.0,32.0,Estoril,Brasileiro,Bernardo Vital (Estoril)
Jordan Holsgrove,SCO,MF,24,10.9,703.0,810.0,86.8,12989.0,3674.0,277.0,298.0,93.0,315.0,339.0,92.9,87.0,135.0,64.4,2,1.2,0.9,0.8,11.0,66.0,6.0,0.0,80.0,Estoril,Brasileiro,Jordan Holsgrove (Estoril)
Pedro Álvaro,POR,DF,23,11.0,430.0,501.0,85.8,8751.0,3803.0,133.0,143.0,93.0,248.0,258.0,96.1,46.0,89.0,51.7,0,0.6,0.5,-0.6,3.0,15.0,2.0,1.0,17.0,Estoril,Brasileiro,Pedro Álvaro (Estoril)
João Marques,POR,"MF,FW",21,10.6,226.0,299.0,75.6,4289.0,1172.0,95.0,113.0,84.1,84.0,101.0,83.2,36.0,54.0,66.7,3,1.7,1.9,1.3,16.0,20.0,12.0,3.0,37.0,Estoril,Brasileiro,João Marques (Estoril)
Volnei Feltes,BRA,DF,23,9.7,326.0,456.0,71.5,6727.0,2465.0,139.0,161.0,86.3,126.0,168.0,75.0,57.0,105.0,54.3,2,0.7,0.5,1.3,5.0,28.0,7.0,2.0,29.0,Estoril,Brasileiro,Volnei Feltes (Estoril)
Rodrigo Gomes,POR,"DF,MF",20,10.6,203.0,291.0,69.8,3220.0,1004.0,102.0,132.0,77.3,81.0,100.0,81.0,11.0,27.0,40.7,5,1.7,1.1,3.3,23.0,12.0,10.0,3.0,23.0,Estoril,Brasileiro,Rodrigo Gomes (Estoril)
Marcelo Carné,BRA,GK,33,9.0,218.0,326.0,66.9,5940.0,4041.0,44.0,46.0,95.7,111.0,115.0,96.5,62.0,161.0,38.5,0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,Estoril,Brasileiro,Marcelo Carné (Estoril)
Cassiano,BRA,FW,34,7.7,60.0,98.0,61.2,809.0,165.0,34.0,47.0,72.3,21.0,33.0,63.6,0.0,1.0,0.0,2,0.7,0.5,1.3,5.0,4.0,3.0,0.0,9.0,Estoril,Brasileiro,Cassiano (Estoril)
Mateus Fernandes,POR,MF,19,8.5,361.0,434.0,83.2,6215.0,1688.0,161.0,185.0,87.0,162.0,181.0,89.5,28.0,48.0,58.3,0,1.2,0.7,-1.2,15.0,29.0,6.0,3.0,36.0,Estoril,Brasileiro,Mateus Fernandes (Estoril)
Heriberto Tavares,POR,"FW,MF",26,5.6,63.0,108.0,58.3,940.0,199.0,38.0,51.0,74.5,17.0,31.0,54.8,4.0,10.0,40.0,0,0.1,0.3,-0.1,2.0,2.0,6.0,2.0,7.0,Estoril,Brasileiro,Heriberto Tavares (Estoril)
Alejandro Marqués,VEN,FW,23,6.3,50.0,66.0,75.8,589.0,77.0,28.0,32.0,87.5,15.0,22.0,68.2,0.0,1.0,0.0,0,0.1,0.2,-0.1,4.0,2.0,3.0,0.0,5.0,Estoril,Brasileiro,Alejandro Marqués (Estoril)
Daniel Leite,POR,GK,25,5.0,101.0,138.0,73.2,2437.0,1764.0,25.0,25.0,100.0,49.0,51.0,96.1,27.0,61.0,44.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Estoril,Brasileiro,Daniel Leite (Estoril)
Koba Koindredi,FRA,MF,22,3.5,98.0,125.0,78.4,1709.0,462.0,44.0,51.0,86.3,45.0,51.0,88.2,8.0,17.0,47.1,0,0.2,0.1,-0.2,6.0,6.0,1.0,0.0,8.0,Estoril,Brasileiro,Koba Koindredi (Estoril)
Erick Cabaco,URU,DF,28,3.7,148.0,181.0,81.8,3182.0,1267.0,42.0,44.0,95.5,76.0,81.0,93.8,30.0,55.0,54.5,0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,10.0,Estoril,Brasileiro,Erick Cabaco (Estoril)
Eliaquim Mangala,FRA,DF,32,3.1,116.0,128.0,90.6,2270.0,699.0,39.0,39.0,100.0,64.0,71.0,90.1,12.0,15.0,80.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Estoril,Brasileiro,Eliaquim Mangala (Estoril)
Raúl Parra,ESP,DF,24,2.4,127.0,153.0,83.0,2445.0,812.0,42.0,43.0,97.7,66.0,74.0,89.2,16.0,29.0,55.2,0,0.1,0.1,-0.1,3.0,5.0,3.0,0.0,12.0,Estoril,Brasileiro,Raúl Parra (Estoril)
Ivan Pavlic,BEL,MF,22,2.0,39.0,60.0,65.0,577.0,168.0,19.0,26.0,73.1,15.0,16.0,93.8,2.0,10.0,20.0,0,0.1,0.1,-0.1,2.0,5.0,1.0,0.0,6.0,Estoril,Brasileiro,Ivan Pavlic (Estoril)
Alexandre Miguel Barros Soares,POR,MF,32,2.8,60.0,84.0,71.4,998.0,348.0,29.0,37.0,78.4,21.0,26.0,80.8,7.0,11.0,63.6,0,0.1,0.2,-0.1,1.0,6.0,0.0,0.0,5.0,Estoril,Brasileiro,Alexandre Miguel Barros Soares (Estoril)
Wagner Pina,POR,"DF,MF",21,1.5,29.0,45.0,64.4,404.0,90.0,14.0,19.0,73.7,13.0,18.0,72.2,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Estoril,Brasileiro,Wagner Pina (Estoril)
João Carlos,BRA,"FW,DF",28,0.6,11.0,25.0,44.0,127.0,4.0,6.0,11.0,54.5,4.0,8.0,50.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,João Carlos (Estoril)
Mor Ndiaye,SEN,"FW,MF",23,0.2,3.0,7.0,42.9,27.0,9.0,2.0,3.0,66.7,0.0,2.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Mor Ndiaye (Estoril)
Rodrigo Martins,POR,"DF,FW",25,0.1,2.0,3.0,66.7,18.0,5.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Rodrigo Martins (Estoril)
Ronald,BRA,"MF,FW",22,13.6,211.0,312.0,67.6,3516.0,925.0,108.0,135.0,80.0,74.0,99.0,74.7,20.0,46.0,43.5,2,2.5,1.9,-0.5,15.0,20.0,11.0,6.0,30.0,Estrela,Brasileiro,Ronald (Estrela)
Gaspar,ANG,DF,26,13.5,599.0,719.0,83.3,12172.0,5086.0,185.0,218.0,84.9,323.0,362.0,89.2,86.0,126.0,68.3,0,0.1,0.8,-0.1,1.0,35.0,3.0,2.0,39.0,Estrela,Brasileiro,Gaspar (Estrela)
Léo Jabá,BRA,"MF,FW",25,10.0,147.0,238.0,61.8,2442.0,731.0,71.0,93.0,76.3,51.0,70.0,72.9,16.0,37.0,43.2,2,2.2,1.7,-0.2,12.0,16.0,13.0,6.0,23.0,Estrela,Brasileiro,Léo Jabá (Estrela)
Leo Cordeiro,BRA,MF,28,12.3,424.0,498.0,85.1,7483.0,1464.0,193.0,209.0,92.3,176.0,192.0,91.7,43.0,67.0,64.2,0,0.5,0.7,-0.5,8.0,30.0,6.0,0.0,46.0,Estrela,Brasileiro,Leo Cordeiro (Estrela)
João Reis,POR,"DF,MF",31,11.6,468.0,641.0,73.0,7883.0,3103.0,234.0,275.0,85.1,187.0,246.0,76.0,41.0,79.0,51.9,0,0.1,0.3,-0.1,3.0,46.0,6.0,1.0,58.0,Estrela,Brasileiro,João Reis (Estrela)
Hevertton Santos,BRA,"DF,MF",22,10.5,422.0,579.0,72.9,7983.0,3819.0,184.0,219.0,84.0,187.0,231.0,81.0,51.0,105.0,48.6,1,2.1,1.6,-1.1,16.0,34.0,10.0,3.0,51.0,Estrela,Brasileiro,Hevertton Santos (Estrela)
Aloísio Souza Genézio,BRA,MF,27,7.8,223.0,291.0,76.6,4099.0,1168.0,94.0,106.0,88.7,101.0,129.0,78.3,27.0,49.0,55.1,1,0.4,0.5,0.6,4.0,25.0,4.0,0.0,36.0,Estrela,Brasileiro,Aloísio Souza Genézio (Estrela)
Johnstone Omurwa,KEN,DF,25,8.6,361.0,430.0,84.0,7060.0,2732.0,122.0,148.0,82.4,191.0,210.0,91.0,44.0,66.0,66.7,0,0.0,0.1,0.0,2.0,20.0,1.0,0.0,29.0,Estrela,Brasileiro,Johnstone Omurwa (Estrela)
Miguel Lopes,POR,DF,37,7.5,294.0,358.0,82.1,6164.0,2109.0,76.0,91.0,83.5,183.0,200.0,91.5,34.0,61.0,55.7,0,0.0,0.1,0.0,1.0,18.0,2.0,0.0,21.0,Estrela,Brasileiro,Miguel Lopes (Estrela)
Jean Felipe,BRA,"MF,DF",29,8.2,313.0,440.0,71.1,5516.0,2803.0,155.0,177.0,87.6,124.0,165.0,75.2,30.0,80.0,37.5,1,2.0,1.9,-1.0,13.0,27.0,11.0,5.0,38.0,Estrela,Brasileiro,Jean Felipe (Estrela)
Bruno Brigido,BRA,GK,32,7.0,176.0,231.0,76.2,5328.0,3776.0,19.0,19.0,100.0,101.0,102.0,99.0,56.0,109.0,51.4,0,0.1,0.0,-0.1,1.0,2.0,1.0,0.0,0.0,Estrela,Brasileiro,Bruno Brigido (Estrela)
Ronaldo Tavares,POR,FW,26,6.2,52.0,107.0,48.6,771.0,176.0,28.0,57.0,49.1,15.0,29.0,51.7,4.0,5.0,80.0,0,0.5,0.5,-0.5,9.0,6.0,3.0,0.0,7.0,Estrela,Brasileiro,Ronaldo Tavares (Estrela)
Vitó Ferreira,POR,MF,26,5.8,190.0,267.0,71.2,3092.0,994.0,101.0,121.0,83.5,64.0,83.0,77.1,21.0,44.0,47.7,0,0.2,0.4,-0.2,4.0,21.0,2.0,0.0,23.0,Estrela,Brasileiro,Vitó Ferreira (Estrela)
Mansur,BRA,DF,30,6.0,284.0,358.0,79.3,5709.0,2150.0,100.0,120.0,83.3,141.0,157.0,89.8,41.0,69.0,59.4,0,0.0,0.1,0.0,0.0,20.0,3.0,2.0,29.0,Estrela,Brasileiro,Mansur (Estrela)
Kikas,POR,"FW,MF",25,6.9,79.0,129.0,61.2,1283.0,238.0,45.0,65.0,69.2,20.0,29.0,69.0,10.0,18.0,55.6,0,0.7,0.4,-0.7,4.0,9.0,7.0,2.0,13.0,Estrela,Brasileiro,Kikas (Estrela)
Wagner Santos,BRA,GK,25,4.7,148.0,189.0,78.3,3847.0,2428.0,23.0,23.0,100.0,90.0,91.0,98.9,35.0,73.0,47.9,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Estrela,Brasileiro,Wagner Santos (Estrela)
Almeida,BRA,DF,23,4.4,168.0,216.0,77.8,3482.0,1229.0,43.0,54.0,79.6,96.0,104.0,92.3,27.0,53.0,50.9,1,0.1,0.0,0.9,1.0,5.0,1.0,0.0,8.0,Estrela,Brasileiro,Almeida (Estrela)
Nkanyiso Shinga,RSA,"DF,MF",23,3.7,139.0,181.0,76.8,2537.0,862.0,59.0,64.0,92.2,66.0,83.0,79.5,12.0,29.0,41.4,0,0.1,0.1,-0.1,1.0,6.0,2.0,1.0,12.0,Estrela,Brasileiro,Nkanyiso Shinga (Estrela)
André Inácio,BRA,"FW,MF",21,3.8,38.0,66.0,57.6,520.0,77.0,25.0,36.0,69.4,7.0,12.0,58.3,3.0,5.0,60.0,0,0.5,0.1,-0.5,3.0,1.0,2.0,1.0,2.0,Estrela,Brasileiro,André Inácio (Estrela)
António Filipe de Carvalho,POR,GK,38,3.0,86.0,118.0,72.9,2199.0,1408.0,11.0,11.0,100.0,50.0,52.0,96.2,25.0,55.0,45.5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Estrela,Brasileiro,António Filipe de Carvalho (Estrela)
Pedro Sá,POR,MF,30,3.0,102.0,149.0,68.5,1905.0,462.0,47.0,55.0,85.5,41.0,60.0,68.3,13.0,25.0,52.0,0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,9.0,Estrela,Brasileiro,Pedro Sá (Estrela)
Regis Ndo,MLI,"FW,MF",22,2.2,49.0,70.0,70.0,839.0,219.0,19.0,27.0,70.4,22.0,28.0,78.6,5.0,8.0,62.5,1,0.5,0.5,0.5,6.0,1.0,7.0,3.0,12.0,Estrela,Brasileiro,Regis Ndo (Estrela)
Alioune Ndour,SEN,"FW,MF",22,1.9,35.0,55.0,63.6,526.0,74.0,20.0,33.0,60.6,12.0,15.0,80.0,2.0,5.0,40.0,1,0.6,0.3,0.4,2.0,2.0,1.0,0.0,5.0,Estrela,Brasileiro,Alioune Ndour (Estrela)
