Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Team,Championship,Player_Team
Matheus,BRA,GK,31,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Braga,Brasileiro,Matheus (Braga)
Ricardo Horta,POR,"FW,MF",29,12,12,1042.0,11.6,7.0,2.0,9.0,7.0,0.0,0.0,1.0,0.0,4.2,4.2,3.8,8.0,20.0,74.0,99.0,0.6,0.17,0.78,0.6,0.78,0.37,0.33,0.7,0.37,0.7,Braga,Brasileiro,Ricardo Horta (Braga)
Simon Banza,COD,FW,27,14,11,985.0,10.9,13.0,3.0,16.0,12.0,1.0,1.0,1.0,0.0,9.8,9.1,1.6,10.6,3.0,15.0,71.0,1.19,0.27,1.46,1.1,1.37,0.9,0.14,1.04,0.83,0.97,Braga,Brasileiro,Simon Banza (Braga)
Cristian Borja,COL,DF,30,12,11,927.0,10.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5,1.5,25.0,62.0,68.0,0.0,0.19,0.19,0.0,0.19,0.0,0.15,0.15,0.0,0.15,Braga,Brasileiro,Cristian Borja (Braga)
Álvaro djaló,ESP,"FW,MF",24,14,11,914.0,10.2,5.0,3.0,8.0,5.0,0.0,0.0,3.0,0.0,4.9,4.9,2.6,7.6,38.0,29.0,98.0,0.49,0.3,0.79,0.49,0.79,0.49,0.26,0.75,0.49,0.75,Braga,Brasileiro,Álvaro djaló (Braga)
Victor Gomez,ESP,DF,23,11,11,801.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.2,2.4,15.0,64.0,76.0,0.0,0.11,0.11,0.0,0.11,0.03,0.25,0.27,0.03,0.27,Braga,Brasileiro,Victor Gomez (Braga)
José Fonte,POR,DF,40,10,9,888.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.0,0.2,6.0,47.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Braga,Brasileiro,José Fonte (Braga)
Bruma,POR,FW,29,12,9,777.0,8.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.8,2.8,0.8,3.6,48.0,48.0,102.0,0.23,0.12,0.35,0.23,0.35,0.33,0.09,0.42,0.33,0.42,Braga,Brasileiro,Bruma (Braga)
Almoatasem Al Musrati,LBY,MF,27,9,8,689.0,7.7,3.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,2.4,0.8,0.3,1.2,4.0,70.0,4.0,0.39,0.0,0.39,0.13,0.13,0.31,0.05,0.36,0.11,0.15,Braga,Brasileiro,Almoatasem Al Musrati (Braga)
Serdar Saatçı,TUR,DF,20,8,8,684.0,7.6,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.4,0.6,2.0,14.0,2.0,0.0,0.26,0.26,0.0,0.26,0.03,0.05,0.08,0.03,0.08,Braga,Brasileiro,Serdar Saatçı (Braga)
Rodrigo Zalazar,URU,MF,24,12,8,611.0,6.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,2.7,3.3,22.0,62.0,23.0,0.0,0.15,0.15,0.0,0.15,0.08,0.4,0.48,0.08,0.48,Braga,Brasileiro,Rodrigo Zalazar (Braga)
Sikou Niakaté,MLI,DF,24,7,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.3,0.3,0.2,0.5,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.08,0.04,0.08,Braga,Brasileiro,Sikou Niakaté (Braga)
Vitor Carvalho,BRA,MF,26,11,6,507.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.4,7.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Braga,Brasileiro,Vitor Carvalho (Braga)
Pizzi,POR,"MF,FW",34,12,6,473.0,5.3,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9,2.9,9.0,43.0,44.0,0.19,0.57,0.76,0.19,0.76,0.2,0.36,0.56,0.2,0.56,Braga,Brasileiro,Pizzi (Braga)
Paulo Oliveira,POR,DF,31,5,5,450.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,19.0,3.0,0.0,0.2,0.2,0.0,0.2,0.0,0.01,0.01,0.0,0.01,Braga,Brasileiro,Paulo Oliveira (Braga)
Abel Ruiz,ESP,"FW,MF",23,11,4,553.0,6.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.1,2.1,0.6,2.7,9.0,6.0,54.0,0.16,0.16,0.33,0.16,0.33,0.34,0.1,0.44,0.34,0.44,Braga,Brasileiro,Abel Ruiz (Braga)
André Horta,POR,MF,27,11,4,446.0,5.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,1.2,15.0,69.0,19.0,0.4,0.2,0.61,0.4,0.61,0.08,0.17,0.25,0.08,0.25,Braga,Brasileiro,André Horta (Braga)
João Moutinho,POR,MF,37,11,4,427.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.5,0.6,8.0,48.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,Braga,Brasileiro,João Moutinho (Braga)
Adrián Marín,ESP,DF,26,7,3,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,7.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.15,0.05,0.15,Braga,Brasileiro,Adrián Marín (Braga)
Joe Mendes,SWE,DF,20,5,3,282.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,12.0,11.0,18.0,0.0,0.32,0.32,0.0,0.32,0.0,0.23,0.23,0.0,0.23,Braga,Brasileiro,Joe Mendes (Braga)
Rony Lopes,POR,"FW,DF",28,9,1,164.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,1.1,11.0,14.0,25.0,0.55,0.0,0.55,0.55,0.55,0.48,0.09,0.57,0.48,0.57,Braga,Brasileiro,Rony Lopes (Braga)
Roger Fernandes,GNB,"DF,FW",18,3,0,58.0,0.6,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,1.0,5.0,5.0,18.0,0.0,3.1,3.1,0.0,3.1,0.18,1.32,1.51,0.18,1.51,Braga,Brasileiro,Roger Fernandes (Braga)
André Castro,POR,MF,35,2,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Braga,Brasileiro,André Castro (Braga)
Diogo Fonseca,POR,DF,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Braga,Brasileiro,Diogo Fonseca (Braga)
Lukáš Horníček,CZE,GK,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Braga,Brasileiro,Lukáš Horníček (Braga)
Tiago Sá,POR,GK,28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Braga,Brasileiro,Tiago Sá (Braga)
Ricardo Batista,POR,GK,37,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Ricardo Batista (Casa Pia)
Nermin Zolotić,BIH,DF,30,14,14,1240.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,11.0,47.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Casa Pia,Brasileiro,Nermin Zolotić (Casa Pia)
Leonardo Lelo,POR,"MF,DF",23,14,14,1233.0,13.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.9,1.3,25.0,45.0,43.0,0.0,0.07,0.07,0.0,0.07,0.03,0.07,0.09,0.03,0.09,Casa Pia,Brasileiro,Leonardo Lelo (Casa Pia)
Fernando Varela,CPV,DF,36,13,13,1160.0,12.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,1.0,25.0,4.0,0.0,0.08,0.08,0.0,0.08,0.0,0.03,0.03,0.0,0.03,Casa Pia,Brasileiro,Fernando Varela (Casa Pia)
Yuki Soma,JPN,"FW,MF",26,13,12,916.0,10.2,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.3,1.6,31.0,13.0,57.0,0.0,0.2,0.2,0.0,0.2,0.03,0.13,0.16,0.03,0.16,Casa Pia,Brasileiro,Yuki Soma (Casa Pia)
Larra,ESP,"MF,DF",26,12,12,877.0,9.7,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,1.0,1.2,29.0,27.0,23.0,0.1,0.1,0.21,0.1,0.21,0.02,0.1,0.12,0.02,0.12,Casa Pia,Brasileiro,Larra (Casa Pia)
Clayton,BRA,FW,24,14,11,870.0,9.7,5.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,3.6,3.6,0.3,3.9,17.0,15.0,48.0,0.52,0.0,0.52,0.52,0.52,0.37,0.03,0.41,0.37,0.41,Casa Pia,Brasileiro,Clayton (Casa Pia)
Vasco Fernandes,POR,DF,37,10,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.1,2.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Casa Pia,Brasileiro,Vasco Fernandes (Casa Pia)
Neto,BRA,MF,32,13,10,802.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.6,0.7,2.0,49.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Casa Pia,Brasileiro,Neto (Casa Pia)
Pablo Roberto,BRA,MF,24,12,10,801.0,8.9,2.0,2.0,4.0,2.0,0.0,0.0,5.0,1.0,0.7,0.7,0.8,1.5,13.0,48.0,20.0,0.22,0.22,0.45,0.22,0.45,0.07,0.1,0.17,0.07,0.17,Casa Pia,Brasileiro,Pablo Roberto (Casa Pia)
Beni,ANG,MF,21,12,5,647.0,7.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.1,0.2,10.0,29.0,7.0,0.0,0.14,0.14,0.0,0.14,0.01,0.02,0.03,0.01,0.03,Casa Pia,Brasileiro,Beni (Casa Pia)
Felippe Cardoso,BRA,FW,25,14,4,511.0,5.7,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,2.3,1.5,0.2,1.7,4.0,8.0,20.0,0.18,0.0,0.18,0.18,0.18,0.4,0.03,0.43,0.26,0.29,Casa Pia,Brasileiro,Felippe Cardoso (Casa Pia)
João Nunes,POR,DF,28,5,4,370.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Casa Pia,Brasileiro,João Nunes (Casa Pia)
Saviour Godwin,NGA,"FW,MF",27,4,4,344.0,3.8,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.4,0.6,0.1,0.7,23.0,8.0,31.0,0.26,0.0,0.26,0.0,0.0,0.36,0.03,0.39,0.16,0.19,Casa Pia,Brasileiro,Saviour Godwin (Casa Pia)
Samuel Justo,POR,MF,19,10,4,344.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.1,0.6,5.0,14.0,15.0,0.26,0.0,0.26,0.26,0.26,0.14,0.03,0.17,0.14,0.17,Casa Pia,Brasileiro,Samuel Justo (Casa Pia)
Tiago Dias,POR,"MF,FW",25,9,4,339.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.4,21.0,14.0,32.0,0.27,0.0,0.27,0.27,0.27,0.04,0.07,0.12,0.04,0.12,Casa Pia,Brasileiro,Tiago Dias (Casa Pia)
Fernando,BRA,FW,30,12,3,367.0,4.1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.2,0.4,0.1,0.5,6.0,7.0,26.0,0.25,0.0,0.25,0.0,0.0,0.3,0.02,0.32,0.11,0.13,Casa Pia,Brasileiro,Fernando (Casa Pia)
Jajá,BRA,FW,22,8,3,349.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,20.0,10.0,26.0,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.18,0.07,0.18,Casa Pia,Brasileiro,Jajá (Casa Pia)
André Geraldes,POR,"MF,DF",32,11,2,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,André Geraldes (Casa Pia)
Artur Serobyan,ARM,MF,20,2,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Artur Serobyan (Casa Pia)
Telasco Segovia,VEN,MF,20,2,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Telasco Segovia (Casa Pia)
Rafael Martins,BRA,MF,34,2,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Rafael Martins (Casa Pia)
Duplexe Tchamba,CMR,"DF,FW",25,2,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,Casa Pia,Brasileiro,Duplexe Tchamba (Casa Pia)
Diogo Pinto,POR,MF,24,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Diogo Pinto (Casa Pia)
Rafael Brito,POR,DF,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Rafael Brito (Casa Pia)
Samuel Ceita,POR,FW,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Samuel Ceita (Casa Pia)
Derick,BRA,FW,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Derick (Casa Pia)
Afonso Monteiro,POR,GK,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Afonso Monteiro (Casa Pia)
Isaac Monteiro,POR,DF,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Isaac Monteiro (Casa Pia)
Lucas Paes,BRA,GK,26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Lucas Paes (Casa Pia)
Héctor,ESP,FW,28,15,15,1289.0,14.3,8.0,1.0,9.0,6.0,2.0,2.0,1.0,0.0,6.6,5.0,0.6,5.6,5.0,30.0,39.0,0.56,0.07,0.63,0.42,0.49,0.46,0.04,0.5,0.35,0.39,Chaves,Brasileiro,Héctor (Chaves)
Kelechi Nwakali,NGA,MF,25,15,12,1068.0,11.9,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,2.4,2.8,16.0,91.0,15.0,0.0,0.25,0.25,0.0,0.25,0.04,0.2,0.24,0.04,0.24,Chaves,Brasileiro,Kelechi Nwakali (Chaves)
Bruno Langa,MOZ,"DF,MF",26,14,12,1043.0,11.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.3,0.3,0.8,1.1,25.0,64.0,42.0,0.09,0.0,0.09,0.09,0.09,0.02,0.07,0.09,0.02,0.09,Chaves,Brasileiro,Bruno Langa (Chaves)
Bruno Rodrigues,POR,DF,22,12,12,1011.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.0,0.3,9.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Chaves,Brasileiro,Bruno Rodrigues (Chaves)
Hugo Souza,BRA,GK,24,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Hugo Souza (Chaves)
João Pedro Araújo Correia,CPV,"DF,MF",27,13,11,908.0,10.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,0.4,0.6,28.0,24.0,51.0,0.1,0.0,0.1,0.1,0.1,0.03,0.04,0.06,0.03,0.06,Chaves,Brasileiro,João Pedro Araújo Correia (Chaves)
Sandro Cruz,POR,"DF,MF",22,12,10,774.0,8.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.7,0.9,10.0,16.0,12.0,0.12,0.12,0.23,0.12,0.23,0.03,0.08,0.1,0.03,0.1,Chaves,Brasileiro,Sandro Cruz (Chaves)
Ygor Nogueira,BRA,DF,28,10,9,783.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.6,0.6,0.5,1.1,5.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,Chaves,Brasileiro,Ygor Nogueira (Chaves)
Steven Vitória,CAN,DF,36,10,9,740.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,0.6,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.07,0.05,0.07,Chaves,Brasileiro,Steven Vitória (Chaves)
Leandro Sanca,GNB,"FW,MF",23,14,8,863.0,9.6,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,1.4,2.5,38.0,22.0,79.0,0.0,0.31,0.31,0.0,0.31,0.12,0.14,0.26,0.12,0.26,Chaves,Brasileiro,Leandro Sanca (Chaves)
Ricardo Guimarães,MOZ,MF,28,12,7,591.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.3,0.5,8.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Chaves,Brasileiro,Ricardo Guimarães (Chaves)
Paulo Victor,BRA,FW,22,12,6,624.0,6.9,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.1,1.1,0.3,1.5,13.0,10.0,42.0,0.14,0.14,0.29,0.14,0.29,0.16,0.05,0.21,0.16,0.21,Chaves,Brasileiro,Paulo Victor (Chaves)
Rúben Tiago Rodrigues Ribeiro,POR,"MF,FW",36,8,6,542.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,0.2,0.9,1.1,12.0,25.0,17.0,0.0,0.0,0.0,0.0,0.0,0.03,0.16,0.19,0.03,0.19,Chaves,Brasileiro,Rúben Tiago Rodrigues Ribeiro (Chaves)
Benny,POR,"MF,FW",23,13,5,511.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,1.6,2.6,13.0,24.0,34.0,0.18,0.0,0.18,0.18,0.18,0.16,0.29,0.45,0.16,0.45,Chaves,Brasileiro,Benny (Chaves)
Jo,BRA,"FW,MF",28,9,4,398.0,4.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.9,1.9,0.3,2.3,3.0,1.0,18.0,0.45,0.0,0.45,0.45,0.45,0.43,0.08,0.51,0.43,0.51,Chaves,Brasileiro,Jo (Chaves)
João Pedro,POR,MF,30,11,4,373.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,2.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Chaves,Brasileiro,João Pedro (Chaves)
Rodrigo Nascimento,BRA,GK,27,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Rodrigo Nascimento (Chaves)
Thibang Phete,RSA,"DF,MF",29,5,4,330.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Chaves,Brasileiro,Thibang Phete (Chaves)
Rúben Lameiras,POR,"FW,MF",29,5,4,206.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.13,0.04,0.13,Chaves,Brasileiro,Rúben Lameiras (Chaves)
Issah Abbas,GHA,"MF,FW",25,6,3,282.0,3.1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.7,1.5,7.0,6.0,20.0,0.0,0.64,0.64,0.0,0.64,0.24,0.22,0.46,0.24,0.46,Chaves,Brasileiro,Issah Abbas (Chaves)
Carraça,POR,"MF,DF",30,7,3,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,5.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,Chaves,Brasileiro,Carraça (Chaves)
João Queirós,POR,DF,25,5,2,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Chaves,Brasileiro,João Queirós (Chaves)
Habib sylla,CIV,DF,24,4,2,202.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,6.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Chaves,Brasileiro,Habib sylla (Chaves)
Hélder Morim,POR,MF,22,4,1,168.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.08,0.06,0.08,Chaves,Brasileiro,Hélder Morim (Chaves)
Pedro Pinho,POR,MF,23,5,1,155.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,5.0,0.0,0.58,0.0,0.58,0.58,0.58,0.1,0.0,0.1,0.1,0.1,Chaves,Brasileiro,Pedro Pinho (Chaves)
Rodrigo Melro,POR,DF,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Rodrigo Melro (Chaves)
Eduardo Borges,POR,DF,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Eduardo Borges (Chaves)
Catatau,BRA,MF,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Catatau (Chaves)
Gonçalo Filipe,POR,GK,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Gonçalo Filipe (Chaves)
Guilherme Oliveira,BRA,DF,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Guilherme Oliveira (Chaves)
