Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Team,Championship,Player_Team
Hugo Souza,BRA,GK,24,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11.0,1.0,Chaves,Brasileiro,Hugo Souza (Chaves)
João Pedro Araújo Correia,CPV,"DF,MF",27,10.1,8.0,5,4.0,2.0,2.0,7.0,18.0,38.9,11.0,12.0,5.0,7.0,19,27.0,13.0,0.0,Chaves,Brasileiro,João Pedro Araújo Correia (Chaves)
Sandro Cruz,POR,"DF,MF",22,8.6,12.0,7,9.0,3.0,0.0,7.0,14.0,50.0,7.0,11.0,2.0,9.0,13,25.0,39.0,1.0,Chaves,Brasileiro,Sandro Cruz (Chaves)
Ygor Nogueira,BRA,DF,28,8.7,15.0,8,12.0,3.0,0.0,11.0,14.0,78.6,3.0,9.0,7.0,2.0,13,28.0,48.0,0.0,Chaves,Brasileiro,Ygor Nogueira (Chaves)
Steven Vitória,CAN,DF,36,8.2,3.0,3,2.0,1.0,0.0,2.0,2.0,100.0,0.0,8.0,5.0,3.0,1,4.0,41.0,2.0,Chaves,Brasileiro,Steven Vitória (Chaves)
Leandro Sanca,GNB,"FW,MF",23,9.6,11.0,3,1.0,7.0,3.0,4.0,17.0,23.5,13.0,18.0,0.0,18.0,7,18.0,3.0,0.0,Chaves,Brasileiro,Leandro Sanca (Chaves)
Ricardo Guimarães,MOZ,MF,28,6.6,18.0,9,8.0,6.0,4.0,8.0,17.0,47.1,9.0,8.0,4.0,4.0,9,27.0,6.0,1.0,Chaves,Brasileiro,Ricardo Guimarães (Chaves)
Paulo Victor,BRA,FW,22,6.9,12.0,8,3.0,9.0,0.0,4.0,7.0,57.1,3.0,13.0,2.0,11.0,4,16.0,1.0,0.0,Chaves,Brasileiro,Paulo Victor (Chaves)
Rúben Tiago Rodrigues Ribeiro,POR,"MF,FW",36,6.0,14.0,8,7.0,5.0,2.0,6.0,9.0,66.7,3.0,5.0,0.0,5.0,4,18.0,3.0,0.0,Chaves,Brasileiro,Rúben Tiago Rodrigues Ribeiro (Chaves)
Benny,POR,"MF,FW",23,5.7,3.0,3,2.0,1.0,0.0,1.0,4.0,25.0,3.0,10.0,0.0,10.0,0,3.0,1.0,0.0,Chaves,Brasileiro,Benny (Chaves)
Jo,BRA,"FW,MF",28,4.4,5.0,3,1.0,1.0,3.0,2.0,5.0,40.0,3.0,2.0,0.0,2.0,0,5.0,5.0,0.0,Chaves,Brasileiro,Jo (Chaves)
João Pedro,POR,MF,30,4.1,4.0,2,2.0,2.0,0.0,4.0,9.0,44.4,5.0,1.0,1.0,0.0,1,5.0,4.0,0.0,Chaves,Brasileiro,João Pedro (Chaves)
Rodrigo Nascimento,BRA,GK,27,4.0,3.0,0,3.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0,3.0,2.0,0.0,Chaves,Brasileiro,Rodrigo Nascimento (Chaves)
Thibang Phete,RSA,"DF,MF",29,3.7,2.0,1,0.0,1.0,1.0,1.0,2.0,50.0,1.0,2.0,1.0,1.0,5,7.0,10.0,0.0,Chaves,Brasileiro,Thibang Phete (Chaves)
Rúben Lameiras,POR,"FW,MF",29,2.3,2.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,3.0,2.0,0.0,Chaves,Brasileiro,Rúben Lameiras (Chaves)
Issah Abbas,GHA,"MF,FW",25,3.1,1.0,0,0.0,0.0,1.0,1.0,4.0,25.0,3.0,2.0,0.0,2.0,0,1.0,0.0,0.0,Chaves,Brasileiro,Issah Abbas (Chaves)
Carraça,POR,"MF,DF",30,2.9,3.0,2,1.0,2.0,0.0,1.0,3.0,33.3,2.0,3.0,0.0,3.0,2,5.0,2.0,0.0,Chaves,Brasileiro,Carraça (Chaves)
João Queirós,POR,DF,25,2.6,4.0,2,3.0,1.0,0.0,3.0,4.0,75.0,1.0,2.0,1.0,1.0,4,8.0,6.0,1.0,Chaves,Brasileiro,João Queirós (Chaves)
Habib sylla,CIV,DF,24,2.2,3.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1,4.0,8.0,0.0,Chaves,Brasileiro,Habib sylla (Chaves)
Hélder Morim,POR,MF,22,1.9,5.0,2,1.0,3.0,1.0,2.0,9.0,22.2,7.0,2.0,2.0,0.0,4,9.0,2.0,0.0,Chaves,Brasileiro,Hélder Morim (Chaves)
Pedro Pinho,POR,MF,23,1.7,7.0,2,3.0,3.0,1.0,2.0,3.0,66.7,1.0,4.0,4.0,0.0,3,10.0,2.0,0.0,Chaves,Brasileiro,Pedro Pinho (Chaves)
Rodrigo Melro,POR,DF,19,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Chaves,Brasileiro,Rodrigo Melro (Chaves)
Rafik Guitane,FRA,"FW,MF",24,13.6,6.0,3,1.0,4.0,1.0,1.0,10.0,10.0,9.0,10.0,1.0,9.0,6,12.0,2.0,0.0,Estoril,Brasileiro,Rafik Guitane (Estoril)
Tiago Araújo,POR,"DF,MF",22,13.5,24.0,15,12.0,11.0,1.0,15.0,32.0,46.9,17.0,13.0,0.0,13.0,15,39.0,39.0,1.0,Estoril,Brasileiro,Tiago Araújo (Estoril)
Bernardo Vital,POR,DF,23,11.5,12.0,6,10.0,2.0,0.0,7.0,13.0,53.8,6.0,18.0,11.0,7.0,3,15.0,52.0,0.0,Estoril,Brasileiro,Bernardo Vital (Estoril)
Jordan Holsgrove,SCO,MF,24,10.9,26.0,22,7.0,16.0,3.0,11.0,19.0,57.9,8.0,10.0,6.0,4.0,14,40.0,18.0,2.0,Estoril,Brasileiro,Jordan Holsgrove (Estoril)
Pedro Álvaro,POR,DF,23,11.0,7.0,5,7.0,0.0,0.0,4.0,8.0,50.0,4.0,10.0,7.0,3.0,13,20.0,57.0,0.0,Estoril,Brasileiro,Pedro Álvaro (Estoril)
João Marques,POR,"MF,FW",21,10.6,22.0,13,4.0,12.0,6.0,6.0,15.0,40.0,9.0,14.0,2.0,12.0,7,29.0,4.0,0.0,Estoril,Brasileiro,João Marques (Estoril)
Volnei Feltes,BRA,DF,23,9.7,12.0,9,4.0,8.0,0.0,5.0,19.0,26.3,14.0,15.0,9.0,6.0,13,25.0,42.0,2.0,Estoril,Brasileiro,Volnei Feltes (Estoril)
Rodrigo Gomes,POR,"DF,MF",20,10.6,16.0,11,5.0,8.0,3.0,3.0,20.0,15.0,17.0,11.0,2.0,9.0,12,28.0,16.0,0.0,Estoril,Brasileiro,Rodrigo Gomes (Estoril)
Marcelo Carné,BRA,GK,33,9.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,6.0,2.0,Estoril,Brasileiro,Marcelo Carné (Estoril)
Cassiano,BRA,FW,34,7.7,12.0,9,2.0,4.0,6.0,4.0,17.0,23.5,13.0,7.0,1.0,6.0,0,12.0,5.0,0.0,Estoril,Brasileiro,Cassiano (Estoril)
Mateus Fernandes,POR,MF,19,8.5,29.0,16,8.0,18.0,3.0,16.0,30.0,53.3,14.0,16.0,3.0,13.0,12,41.0,7.0,1.0,Estoril,Brasileiro,Mateus Fernandes (Estoril)
Heriberto Tavares,POR,"FW,MF",26,5.6,4.0,2,3.0,1.0,0.0,1.0,6.0,16.7,5.0,2.0,0.0,2.0,2,6.0,1.0,1.0,Estoril,Brasileiro,Heriberto Tavares (Estoril)
Alejandro Marqués,VEN,FW,23,6.3,4.0,3,1.0,2.0,1.0,2.0,6.0,33.3,4.0,5.0,1.0,4.0,1,5.0,7.0,0.0,Estoril,Brasileiro,Alejandro Marqués (Estoril)
Daniel Leite,POR,GK,25,5.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,3.0,0.0,Estoril,Brasileiro,Daniel Leite (Estoril)
Koba Koindredi,FRA,MF,22,3.5,11.0,5,8.0,2.0,1.0,6.0,10.0,60.0,4.0,1.0,1.0,0.0,8,19.0,4.0,0.0,Estoril,Brasileiro,Koba Koindredi (Estoril)
Erick Cabaco,URU,DF,28,3.7,5.0,4,3.0,2.0,0.0,1.0,3.0,33.3,2.0,4.0,3.0,1.0,7,12.0,16.0,0.0,Estoril,Brasileiro,Erick Cabaco (Estoril)
Eliaquim Mangala,FRA,DF,32,3.1,2.0,0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,5,7.0,20.0,0.0,Estoril,Brasileiro,Eliaquim Mangala (Estoril)
Raúl Parra,ESP,DF,24,2.4,6.0,4,4.0,2.0,0.0,2.0,4.0,50.0,2.0,1.0,0.0,1.0,0,6.0,4.0,0.0,Estoril,Brasileiro,Raúl Parra (Estoril)
Ivan Pavlic,BEL,MF,22,2.0,4.0,2,3.0,1.0,0.0,4.0,6.0,66.7,2.0,1.0,0.0,1.0,1,5.0,2.0,0.0,Estoril,Brasileiro,Ivan Pavlic (Estoril)
Alexandre Miguel Barros Soares,POR,MF,32,2.8,9.0,4,2.0,6.0,1.0,4.0,6.0,66.7,2.0,2.0,1.0,1.0,3,12.0,3.0,0.0,Estoril,Brasileiro,Alexandre Miguel Barros Soares (Estoril)
Wagner Pina,POR,"DF,MF",21,1.5,4.0,3,3.0,1.0,0.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,0,4.0,4.0,0.0,Estoril,Brasileiro,Wagner Pina (Estoril)
João Carlos,BRA,"FW,DF",28,0.6,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Estoril,Brasileiro,João Carlos (Estoril)
Mor Ndiaye,SEN,"FW,MF",23,0.2,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,4.0,0.0,Estoril,Brasileiro,Mor Ndiaye (Estoril)
Rodrigo Martins,POR,"DF,FW",25,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,Estoril,Brasileiro,Rodrigo Martins (Estoril)
Ronald,BRA,"MF,FW",22,13.6,12.0,6,3.0,5.0,4.0,6.0,17.0,35.3,11.0,12.0,0.0,12.0,3,15.0,6.0,0.0,Estrela,Brasileiro,Ronald (Estrela)
Gaspar,ANG,DF,26,13.5,22.0,16,15.0,6.0,1.0,14.0,22.0,63.6,8.0,21.0,12.0,9.0,20,42.0,86.0,1.0,Estrela,Brasileiro,Gaspar (Estrela)
Léo Jabá,BRA,"MF,FW",25,10.0,16.0,13,6.0,7.0,3.0,5.0,14.0,35.7,9.0,9.0,0.0,9.0,4,20.0,9.0,0.0,Estrela,Brasileiro,Léo Jabá (Estrela)
Leo Cordeiro,BRA,MF,28,12.3,25.0,16,10.0,15.0,0.0,14.0,32.0,43.8,18.0,19.0,5.0,14.0,10,35.0,12.0,0.0,Estrela,Brasileiro,Leo Cordeiro (Estrela)
João Reis,POR,"DF,MF",31,11.6,30.0,17,19.0,9.0,2.0,19.0,41.0,46.3,22.0,18.0,0.0,18.0,17,47.0,32.0,0.0,Estrela,Brasileiro,João Reis (Estrela)
Hevertton Santos,BRA,"DF,MF",22,10.5,9.0,6,6.0,1.0,2.0,6.0,10.0,60.0,4.0,12.0,3.0,9.0,13,22.0,28.0,0.0,Estrela,Brasileiro,Hevertton Santos (Estrela)
Aloísio Souza Genézio,BRA,MF,27,7.8,16.0,11,5.0,8.0,3.0,9.0,29.0,31.0,20.0,10.0,1.0,9.0,13,29.0,8.0,0.0,Estrela,Brasileiro,Aloísio Souza Genézio (Estrela)
Johnstone Omurwa,KEN,DF,25,8.6,13.0,7,8.0,4.0,1.0,7.0,14.0,50.0,7.0,16.0,10.0,6.0,15,28.0,34.0,1.0,Estrela,Brasileiro,Johnstone Omurwa (Estrela)
Miguel Lopes,POR,DF,37,7.5,17.0,11,9.0,8.0,0.0,13.0,17.0,76.5,4.0,8.0,6.0,2.0,5,22.0,19.0,0.0,Estrela,Brasileiro,Miguel Lopes (Estrela)
Jean Felipe,BRA,"MF,DF",29,8.2,15.0,10,5.0,9.0,1.0,10.0,15.0,66.7,5.0,6.0,0.0,6.0,5,20.0,13.0,0.0,Estrela,Brasileiro,Jean Felipe (Estrela)
Bruno Brigido,BRA,GK,32,7.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,5.0,0.0,Estrela,Brasileiro,Bruno Brigido (Estrela)
Ronaldo Tavares,POR,FW,26,6.2,6.0,3,1.0,2.0,3.0,2.0,4.0,50.0,2.0,3.0,1.0,2.0,2,8.0,7.0,0.0,Estrela,Brasileiro,Ronaldo Tavares (Estrela)
Vitó Ferreira,POR,MF,26,5.8,10.0,7,5.0,5.0,0.0,6.0,22.0,27.3,16.0,4.0,0.0,4.0,3,13.0,9.0,0.0,Estrela,Brasileiro,Vitó Ferreira (Estrela)
Mansur,BRA,DF,30,6.0,9.0,6,5.0,4.0,0.0,6.0,6.0,100.0,0.0,9.0,7.0,2.0,1,10.0,16.0,0.0,Estrela,Brasileiro,Mansur (Estrela)
Kikas,POR,"FW,MF",25,6.9,1.0,1,0.0,0.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0,1.0,8.0,0.0,Estrela,Brasileiro,Kikas (Estrela)
Wagner Santos,BRA,GK,25,4.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,5.0,0.0,Estrela,Brasileiro,Wagner Santos (Estrela)
Almeida,BRA,DF,23,4.4,6.0,5,3.0,3.0,0.0,3.0,6.0,50.0,3.0,6.0,4.0,2.0,3,9.0,15.0,0.0,Estrela,Brasileiro,Almeida (Estrela)
Nkanyiso Shinga,RSA,"DF,MF",23,3.7,7.0,7,4.0,2.0,1.0,6.0,8.0,75.0,2.0,5.0,1.0,4.0,5,12.0,13.0,0.0,Estrela,Brasileiro,Nkanyiso Shinga (Estrela)
André Inácio,BRA,"FW,MF",21,3.8,6.0,5,2.0,3.0,1.0,3.0,9.0,33.3,6.0,4.0,1.0,3.0,2,8.0,2.0,0.0,Estrela,Brasileiro,André Inácio (Estrela)
António Filipe de Carvalho,POR,GK,38,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Estrela,Brasileiro,António Filipe de Carvalho (Estrela)
Pedro Sá,POR,MF,30,3.0,5.0,2,1.0,4.0,0.0,2.0,4.0,50.0,2.0,2.0,1.0,1.0,3,8.0,5.0,0.0,Estrela,Brasileiro,Pedro Sá (Estrela)
Regis Ndo,MLI,"FW,MF",22,2.2,2.0,1,2.0,0.0,0.0,1.0,5.0,20.0,4.0,5.0,2.0,3.0,0,2.0,0.0,0.0,Estrela,Brasileiro,Regis Ndo (Estrela)
Alioune Ndour,SEN,"FW,MF",22,1.9,4.0,3,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,4.0,2.0,0.0,Estrela,Brasileiro,Alioune Ndour (Estrela)
Keliano,ANG,MF,20,1.3,5.0,3,1.0,4.0,0.0,3.0,4.0,75.0,1.0,6.0,4.0,2.0,4,9.0,6.0,1.0,Estrela,Brasileiro,Keliano (Estrela)
Gustavo Henrique,BRA,FW,24,0.2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Estrela,Brasileiro,Gustavo Henrique (Estrela)
Cambila,ANG,GK,21,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,Estrela,Brasileiro,Cambila (Estrela)
Luiz Lúcio Reis Júnior,BRA,GK,22,15.0,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,2.0,13.0,1.0,Famalicão,Brasileiro,Luiz Lúcio Reis Júnior (Famalicão)
Moura,POR,DF,24,15.0,19.0,13,10.0,4.0,5.0,12.0,18.0,66.7,6.0,16.0,3.0,13.0,13,32.0,33.0,1.0,Famalicão,Brasileiro,Moura (Famalicão)
Zaydou Youssouf,FRA,MF,24,13.1,28.0,14,16.0,10.0,2.0,10.0,23.0,43.5,13.0,12.0,1.0,11.0,14,42.0,10.0,0.0,Famalicão,Brasileiro,Zaydou Youssouf (Famalicão)
Otavio Ataide,BRA,DF,21,12.2,22.0,15,18.0,2.0,2.0,14.0,24.0,58.3,10.0,31.0,19.0,12.0,21,43.0,46.0,0.0,Famalicão,Brasileiro,Otavio Ataide (Famalicão)
Jhonder Cádiz,VEN,FW,28,9.4,5.0,4,1.0,2.0,2.0,1.0,5.0,20.0,4.0,3.0,1.0,2.0,1,6.0,9.0,0.0,Famalicão,Brasileiro,Jhonder Cádiz (Famalicão)
Riccieli,BRA,DF,25,9.0,15.0,12,12.0,3.0,0.0,11.0,19.0,57.9,8.0,18.0,8.0,10.0,4,19.0,40.0,0.0,Famalicão,Brasileiro,Riccieli (Famalicão)
Mirko Topić,SRB,MF,22,9.3,16.0,12,9.0,7.0,0.0,8.0,12.0,66.7,4.0,6.0,0.0,6.0,18,34.0,14.0,0.0,Famalicão,Brasileiro,Mirko Topić (Famalicão)
Nathan,BRA,DF,22,8.0,30.0,19,18.0,10.0,2.0,8.0,19.0,42.1,11.0,11.0,1.0,10.0,8,38.0,12.0,0.0,Famalicão,Brasileiro,Nathan (Famalicão)
José Luis Rodríguez,PAN,FW,25,7.6,5.0,4,1.0,4.0,0.0,5.0,10.0,50.0,5.0,6.0,1.0,5.0,6,11.0,5.0,0.0,Famalicão,Brasileiro,José Luis Rodríguez (Famalicão)
Gustavo sá,POR,MF,19,6.8,9.0,4,2.0,5.0,2.0,2.0,9.0,22.2,7.0,3.0,2.0,1.0,1,10.0,11.0,0.0,Famalicão,Brasileiro,Gustavo sá (Famalicão)
Chiquinho,POR,"FW,MF",23,6.7,10.0,7,4.0,4.0,2.0,4.0,12.0,33.3,8.0,12.0,0.0,12.0,6,16.0,3.0,0.0,Famalicão,Brasileiro,Chiquinho (Famalicão)
Martin Agirregabiria,ESP,DF,27,7.3,17.0,15,13.0,3.0,1.0,14.0,18.0,77.8,4.0,7.0,1.0,6.0,9,26.0,16.0,0.0,Famalicão,Brasileiro,Martin Agirregabiria (Famalicão)
Henrique Araújo,POR,FW,21,6.0,3.0,1,0.0,3.0,0.0,1.0,3.0,33.3,2.0,2.0,1.0,1.0,0,3.0,3.0,0.0,Famalicão,Brasileiro,Henrique Araújo (Famalicão)
Óscar Aranda,ESP,"FW,MF",21,6.0,5.0,3,1.0,3.0,1.0,2.0,6.0,33.3,4.0,5.0,1.0,4.0,0,5.0,1.0,0.0,Famalicão,Brasileiro,Óscar Aranda (Famalicão)
Justin de Haas,NED,DF,23,6.1,7.0,3,5.0,2.0,0.0,5.0,9.0,55.6,4.0,2.0,1.0,1.0,5,12.0,34.0,0.0,Famalicão,Brasileiro,Justin de Haas (Famalicão)
Otso Liimatta,FIN,MF,19,4.1,4.0,1,1.0,2.0,1.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,3,7.0,0.0,0.0,Famalicão,Brasileiro,Otso Liimatta (Famalicão)
Gustavo Assuncao,POR,MF,23,5.0,13.0,9,8.0,5.0,0.0,9.0,17.0,52.9,8.0,6.0,1.0,5.0,5,18.0,10.0,0.0,Famalicão,Brasileiro,Gustavo Assuncao (Famalicão)
Tom Lacoux,FRA,MF,21,3.1,8.0,7,6.0,2.0,0.0,3.0,5.0,60.0,2.0,6.0,3.0,3.0,5,13.0,0.0,0.0,Famalicão,Brasileiro,Tom Lacoux (Famalicão)
Théo Fonseca,FRA,FW,23,3.0,5.0,2,2.0,1.0,2.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,3,8.0,2.0,0.0,Famalicão,Brasileiro,Théo Fonseca (Famalicão)
Enea Mihaj,ALB,DF,25,2.7,3.0,3,2.0,1.0,0.0,2.0,4.0,50.0,2.0,6.0,5.0,1.0,2,5.0,11.0,0.0,Famalicão,Brasileiro,Enea Mihaj (Famalicão)
Mihai Dobre,ROU,"FW,MF",25,3.0,2.0,1,2.0,0.0,0.0,1.0,10.0,10.0,9.0,2.0,0.0,2.0,1,3.0,3.0,0.0,Famalicão,Brasileiro,Mihai Dobre (Famalicão)
Pablo,BRA,"FW,MF",19,2.2,3.0,3,3.0,0.0,0.0,2.0,4.0,50.0,2.0,4.0,1.0,3.0,1,4.0,3.0,0.0,Famalicão,Brasileiro,Pablo (Famalicão)
Afonso Rodrigues,POR,"FW,MF",21,2.6,4.0,0,0.0,2.0,2.0,2.0,5.0,40.0,3.0,4.0,0.0,4.0,2,6.0,4.0,0.0,Famalicão,Brasileiro,Afonso Rodrigues (Famalicão)
Ricardo Velho,POR,GK,25,14.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,1.0,Farense,Brasileiro,Ricardo Velho (Farense)
Talocha,POR,DF,34,13.8,20.0,15,13.0,6.0,1.0,13.0,16.0,81.3,3.0,20.0,7.0,13.0,15,35.0,58.0,0.0,Farense,Brasileiro,Talocha (Farense)
Claudio Falcão,BRA,MF,29,13.6,37.0,22,13.0,24.0,0.0,14.0,35.0,40.0,21.0,29.0,13.0,16.0,27,64.0,56.0,0.0,Farense,Brasileiro,Claudio Falcão (Farense)
Mattheus Oliveira,BRA,MF,29,11.7,19.0,12,6.0,10.0,3.0,7.0,16.0,43.8,9.0,17.0,2.0,15.0,12,31.0,22.0,0.0,Farense,Brasileiro,Mattheus Oliveira (Farense)
Gonçalo Silva,POR,DF,32,12.2,10.0,9,9.0,1.0,0.0,7.0,10.0,70.0,3.0,25.0,20.0,5.0,17,27.0,92.0,1.0,Farense,Brasileiro,Gonçalo Silva (Farense)
Bachir Belloumi,ALG,"FW,MF",21,10.6,18.0,12,4.0,11.0,3.0,10.0,21.0,47.6,11.0,22.0,4.0,18.0,10,28.0,14.0,0.0,Farense,Brasileiro,Bachir Belloumi (Farense)
David Pastor,BRA,DF,23,11.9,21.0,13,12.0,9.0,0.0,10.0,25.0,40.0,15.0,13.0,3.0,10.0,21,42.0,34.0,0.0,Farense,Brasileiro,David Pastor (Farense)
Marco Matias,POR,"FW,MF",34,9.9,14.0,9,7.0,5.0,2.0,4.0,12.0,33.3,8.0,8.0,0.0,8.0,7,21.0,8.0,0.0,Farense,Brasileiro,Marco Matias (Farense)
Bruno Duarte,BRA,FW,27,10.0,5.0,2,1.0,2.0,2.0,3.0,13.0,23.1,10.0,13.0,4.0,9.0,4,9.0,12.0,0.0,Farense,Brasileiro,Bruno Duarte (Farense)
Zach Muscat,MLT,DF,30,8.8,4.0,2,1.0,3.0,0.0,1.0,4.0,25.0,3.0,20.0,14.0,6.0,6,10.0,62.0,0.0,Farense,Brasileiro,Zach Muscat (Farense)
Fabrício Isidoro,BRA,MF,31,8.6,14.0,5,8.0,4.0,2.0,6.0,20.0,30.0,14.0,11.0,2.0,9.0,10,24.0,9.0,0.0,Farense,Brasileiro,Fabrício Isidoro (Farense)
Rui Costa,POR,"FW,MF",27,6.0,2.0,1,1.0,1.0,0.0,2.0,2.0,100.0,0.0,4.0,1.0,3.0,0,2.0,2.0,0.0,Farense,Brasileiro,Rui Costa (Farense)
Artur Jorge Marques Amorim,POR,DF,29,5.4,7.0,4,5.0,2.0,0.0,4.0,5.0,80.0,1.0,10.0,8.0,2.0,7,14.0,37.0,0.0,Farense,Brasileiro,Artur Jorge Marques Amorim (Farense)
Vítor Gonçalves,POR,MF,31,4.3,6.0,4,1.0,2.0,3.0,2.0,3.0,66.7,1.0,6.0,1.0,5.0,4,10.0,11.0,0.0,Farense,Brasileiro,Vítor Gonçalves (Farense)
Elves Baldé,POR,"FW,MF",24,2.3,3.0,2,1.0,1.0,1.0,2.0,4.0,50.0,2.0,3.0,1.0,2.0,0,3.0,1.0,0.0,Farense,Brasileiro,Elves Baldé (Farense)
Fran Delgado,ESP,DF,22,2.1,2.0,0,2.0,0.0,0.0,2.0,3.0,66.7,1.0,2.0,1.0,1.0,1,3.0,3.0,0.0,Farense,Brasileiro,Fran Delgado (Farense)
Igor Rossi Branco,BRA,DF,34,1.4,2.0,1,2.0,0.0,0.0,2.0,3.0,66.7,1.0,1.0,1.0,0.0,2,4.0,14.0,0.0,Farense,Brasileiro,Igor Rossi Branco (Farense)
Rafael Barbosa,POR,"FW,MF",27,2.3,1.0,1,0.0,1.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,1,2.0,1.0,0.0,Farense,Brasileiro,Rafael Barbosa (Farense)
Zé Luís,CPV,"FW,MF",32,1.5,2.0,2,0.0,1.0,1.0,1.0,1.0,100.0,0.0,2.0,2.0,0.0,1,3.0,1.0,0.0,Farense,Brasileiro,Zé Luís (Farense)
Facundo Cáseres,ARG,"MF,DF",22,1.1,7.0,0,4.0,3.0,0.0,2.0,3.0,66.7,1.0,1.0,1.0,0.0,1,8.0,2.0,0.0,Farense,Brasileiro,Facundo Cáseres (Farense)
Cristian Ponde,POR,MF,28,0.5,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,1.0,1.0,0.0,Farense,Brasileiro,Cristian Ponde (Farense)
André Seruca,POR,MF,23,0.4,3.0,2,3.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,0.0,2.0,0,3.0,0.0,0.0,Farense,Brasileiro,André Seruca (Farense)
Talys Oliveira,BRA,DF,24,0.1,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Farense,Brasileiro,Talys Oliveira (Farense)
Rúben Fernandes,POR,DF,37,14.0,8.0,4,6.0,2.0,0.0,5.0,14.0,35.7,9.0,12.0,8.0,4.0,24,32.0,55.0,1.0,Gil Vicente FC,Brasileiro,Rúben Fernandes (Gil Vicente FC)
José Carlos,POR,DF,25,12.7,36.0,24,24.0,7.0,5.0,14.0,28.0,50.0,14.0,12.0,5.0,7.0,22,58.0,30.0,1.0,Gil Vicente FC,Brasileiro,José Carlos (Gil Vicente FC)
Maxime Dominguez,SUI,"MF,FW",27,12.0,23.0,13,11.0,12.0,0.0,14.0,37.0,37.8,23.0,29.0,3.0,26.0,17,40.0,5.0,0.0,Gil Vicente FC,Brasileiro,Maxime Dominguez (Gil Vicente FC)
Pedro Tiba,POR,MF,35,11.6,29.0,23,14.0,11.0,4.0,13.0,29.0,44.8,16.0,14.0,3.0,11.0,11,40.0,13.0,0.0,Gil Vicente FC,Brasileiro,Pedro Tiba (Gil Vicente FC)
Leonardo Buta,POR,DF,21,12.0,20.0,9,13.0,6.0,1.0,13.0,17.0,76.5,4.0,8.0,2.0,6.0,15,35.0,33.0,1.0,Gil Vicente FC,Brasileiro,Leonardo Buta (Gil Vicente FC)
Andrew,BRA,GK,22,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.0,1.0,Gil Vicente FC,Brasileiro,Andrew (Gil Vicente FC)
Gabriel Pereira,BRA,DF,23,11.9,11.0,10,9.0,1.0,1.0,11.0,16.0,68.8,5.0,18.0,14.0,4.0,10,21.0,58.0,0.0,Gil Vicente FC,Brasileiro,Gabriel Pereira (Gil Vicente FC)
