Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Team,Championship,Player_Team
Rodrigo Melro,POR,DF,19,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Rodrigo Melro (Chaves)
Rafik Guitane,FRA,"FW,MF",24,13.6,0,0,0,6,27,2,12,6,3,0.0,0.0,0,61.0,0.0,6.0,0.0,Estoril,Brasileiro,Rafik Guitane (Estoril)
Tiago Araújo,POR,"DF,MF",22,13.5,4,0,0,10,10,2,53,15,15,0.0,0.0,0,75.0,10.0,16.0,38.5,Estoril,Brasileiro,Tiago Araújo (Estoril)
Bernardo Vital,POR,DF,23,11.5,4,0,0,14,12,0,0,3,6,0.0,1.0,0,50.0,18.0,12.0,60.0,Estoril,Brasileiro,Bernardo Vital (Estoril)
Jordan Holsgrove,SCO,MF,24,10.9,5,1,0,15,14,0,39,14,22,0.0,0.0,0,71.0,7.0,16.0,30.4,Estoril,Brasileiro,Jordan Holsgrove (Estoril)
Pedro Álvaro,POR,DF,23,11.0,4,0,0,18,3,0,1,13,5,0.0,0.0,0,39.0,23.0,30.0,43.4,Estoril,Brasileiro,Pedro Álvaro (Estoril)
João Marques,POR,"MF,FW",21,10.6,3,0,0,14,27,2,18,7,13,0.0,0.0,0,52.0,13.0,12.0,52.0,Estoril,Brasileiro,João Marques (Estoril)
Volnei Feltes,BRA,DF,23,9.7,3,0,0,15,2,0,18,13,9,0.0,1.0,1,48.0,19.0,15.0,55.9,Estoril,Brasileiro,Volnei Feltes (Estoril)
Rodrigo Gomes,POR,"DF,MF",20,10.6,3,0,0,10,7,1,17,12,11,0.0,0.0,0,46.0,6.0,9.0,40.0,Estoril,Brasileiro,Rodrigo Gomes (Estoril)
Marcelo Carné,BRA,GK,33,9.0,1,0,0,0,0,0,0,0,1,0.0,0.0,1,7.0,3.0,1.0,75.0,Estoril,Brasileiro,Marcelo Carné (Estoril)
Cassiano,BRA,FW,34,7.7,2,0,0,12,9,9,1,0,9,0.0,0.0,0,9.0,13.0,27.0,32.5,Estoril,Brasileiro,Cassiano (Estoril)
Mateus Fernandes,POR,MF,19,8.5,3,0,0,17,25,0,21,12,16,0.0,0.0,0,60.0,5.0,3.0,62.5,Estoril,Brasileiro,Mateus Fernandes (Estoril)
Heriberto Tavares,POR,"FW,MF",26,5.6,2,0,0,11,9,7,8,2,2,0.0,1.0,0,26.0,1.0,7.0,12.5,Estoril,Brasileiro,Heriberto Tavares (Estoril)
Alejandro Marqués,VEN,FW,23,6.3,2,0,0,22,5,1,0,1,3,0.0,0.0,0,11.0,10.0,24.0,29.4,Estoril,Brasileiro,Alejandro Marqués (Estoril)
Daniel Leite,POR,GK,25,5.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,10.0,0.0,0.0,0.0,Estoril,Brasileiro,Daniel Leite (Estoril)
Koba Koindredi,FRA,MF,22,3.5,0,0,0,10,7,0,10,8,5,0.0,0.0,0,23.0,2.0,5.0,28.6,Estoril,Brasileiro,Koba Koindredi (Estoril)
Erick Cabaco,URU,DF,28,3.7,0,0,0,4,1,0,0,7,4,0.0,0.0,0,16.0,5.0,7.0,41.7,Estoril,Brasileiro,Erick Cabaco (Estoril)
Eliaquim Mangala,FRA,DF,32,3.1,0,0,0,3,0,0,0,5,0,0.0,0.0,0,8.0,5.0,5.0,50.0,Estoril,Brasileiro,Eliaquim Mangala (Estoril)
Raúl Parra,ESP,DF,24,2.4,0,0,0,3,3,0,7,0,4,0.0,0.0,0,8.0,1.0,1.0,50.0,Estoril,Brasileiro,Raúl Parra (Estoril)
Ivan Pavlic,BEL,MF,22,2.0,0,0,0,9,3,0,8,1,2,0.0,0.0,0,8.0,5.0,5.0,50.0,Estoril,Brasileiro,Ivan Pavlic (Estoril)
Alexandre Miguel Barros Soares,POR,MF,32,2.8,0,0,0,3,6,0,2,3,4,0.0,0.0,0,17.0,1.0,4.0,20.0,Estoril,Brasileiro,Alexandre Miguel Barros Soares (Estoril)
Wagner Pina,POR,"DF,MF",21,1.5,1,0,0,7,2,1,2,0,3,0.0,0.0,0,5.0,1.0,3.0,25.0,Estoril,Brasileiro,Wagner Pina (Estoril)
João Carlos,BRA,"FW,DF",28,0.6,2,0,0,5,1,0,1,0,0,0.0,0.0,0,2.0,10.0,11.0,47.6,Estoril,Brasileiro,João Carlos (Estoril)
Mor Ndiaye,SEN,"FW,MF",23,0.2,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1.0,0.0,2.0,0.0,Estoril,Brasileiro,Mor Ndiaye (Estoril)
Rodrigo Martins,POR,"DF,FW",25,0.1,0,0,0,0,0,0,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Rodrigo Martins (Estoril)
Ronald,BRA,"MF,FW",22,13.6,3,0,0,22,46,8,21,3,6,0.0,0.0,0,63.0,7.0,17.0,29.2,Estrela,Brasileiro,Ronald (Estrela)
Gaspar,ANG,DF,26,13.5,5,0,0,12,6,1,5,20,16,0.0,0.0,0,96.0,42.0,17.0,71.2,Estrela,Brasileiro,Gaspar (Estrela)
Léo Jabá,BRA,"MF,FW",25,10.0,3,0,0,23,17,3,31,4,13,0.0,0.0,0,41.0,14.0,11.0,56.0,Estrela,Brasileiro,Léo Jabá (Estrela)
Leo Cordeiro,BRA,MF,28,12.3,3,0,0,22,17,0,4,10,16,0.0,0.0,0,80.0,7.0,5.0,58.3,Estrela,Brasileiro,Leo Cordeiro (Estrela)
João Reis,POR,"DF,MF",31,11.6,2,0,0,7,17,1,25,17,17,0.0,0.0,0,69.0,11.0,10.0,52.4,Estrela,Brasileiro,João Reis (Estrela)
Hevertton Santos,BRA,"DF,MF",22,10.5,1,0,0,7,7,0,57,13,6,0.0,0.0,0,50.0,14.0,15.0,48.3,Estrela,Brasileiro,Hevertton Santos (Estrela)
Aloísio Souza Genézio,BRA,MF,27,7.8,3,0,0,14,11,0,3,13,11,0.0,0.0,0,52.0,8.0,8.0,50.0,Estrela,Brasileiro,Aloísio Souza Genézio (Estrela)
Johnstone Omurwa,KEN,DF,25,8.6,2,0,0,6,3,0,0,15,7,0.0,0.0,0,48.0,16.0,6.0,72.7,Estrela,Brasileiro,Johnstone Omurwa (Estrela)
Miguel Lopes,POR,DF,37,7.5,1,1,0,7,3,0,1,5,11,0.0,0.0,0,34.0,16.0,13.0,55.2,Estrela,Brasileiro,Miguel Lopes (Estrela)
Jean Felipe,BRA,"MF,DF",29,8.2,0,0,0,3,8,1,44,5,10,0.0,0.0,0,34.0,6.0,5.0,54.5,Estrela,Brasileiro,Jean Felipe (Estrela)
Bruno Brigido,BRA,GK,32,7.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,11.0,0.0,0.0,0.0,Estrela,Brasileiro,Bruno Brigido (Estrela)
Ronaldo Tavares,POR,FW,26,6.2,2,0,0,10,2,4,4,2,3,0.0,0.0,0,7.0,20.0,17.0,54.1,Estrela,Brasileiro,Ronaldo Tavares (Estrela)
Vitó Ferreira,POR,MF,26,5.8,0,0,0,12,4,0,14,3,7,0.0,0.0,0,46.0,4.0,3.0,57.1,Estrela,Brasileiro,Vitó Ferreira (Estrela)
Mansur,BRA,DF,30,6.0,4,1,1,7,2,0,10,1,6,0.0,0.0,0,37.0,12.0,16.0,42.9,Estrela,Brasileiro,Mansur (Estrela)
Kikas,POR,"FW,MF",25,6.9,3,0,0,11,5,5,7,0,1,0.0,0.0,0,18.0,7.0,25.0,21.9,Estrela,Brasileiro,Kikas (Estrela)
Wagner Santos,BRA,GK,25,4.7,0,1,0,1,2,0,0,0,0,0.0,1.0,0,8.0,1.0,0.0,100.0,Estrela,Brasileiro,Wagner Santos (Estrela)
Almeida,BRA,DF,23,4.4,1,0,0,7,3,0,0,3,5,0.0,0.0,0,19.0,11.0,4.0,73.3,Estrela,Brasileiro,Almeida (Estrela)
Nkanyiso Shinga,RSA,"DF,MF",23,3.7,0,0,0,1,2,0,9,5,7,0.0,0.0,0,18.0,5.0,4.0,55.6,Estrela,Brasileiro,Nkanyiso Shinga (Estrela)
André Inácio,BRA,"FW,MF",21,3.8,1,0,0,2,8,4,3,2,5,0.0,0.0,0,8.0,6.0,10.0,37.5,Estrela,Brasileiro,André Inácio (Estrela)
António Filipe de Carvalho,POR,GK,38,3.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5.0,1.0,0.0,100.0,Estrela,Brasileiro,António Filipe de Carvalho (Estrela)
Pedro Sá,POR,MF,30,3.0,0,0,0,2,9,0,7,3,2,0.0,0.0,0,21.0,5.0,2.0,71.4,Estrela,Brasileiro,Pedro Sá (Estrela)
Regis Ndo,MLI,"FW,MF",22,2.2,0,0,0,3,5,1,7,0,1,0.0,0.0,0,15.0,3.0,10.0,23.1,Estrela,Brasileiro,Regis Ndo (Estrela)
Alioune Ndour,SEN,"FW,MF",22,1.9,1,0,0,1,5,3,1,0,3,0.0,0.0,0,12.0,8.0,12.0,40.0,Estrela,Brasileiro,Alioune Ndour (Estrela)
Keliano,ANG,MF,20,1.3,0,0,0,3,1,0,1,4,3,0.0,0.0,0,4.0,1.0,2.0,33.3,Estrela,Brasileiro,Keliano (Estrela)
Gustavo Henrique,BRA,FW,24,0.2,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Gustavo Henrique (Estrela)
Cambila,ANG,GK,21,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,Estrela,Brasileiro,Cambila (Estrela)
Luiz Lúcio Reis Júnior,BRA,GK,22,15.0,1,0,0,0,2,0,0,1,0,0.0,0.0,0,13.0,3.0,1.0,75.0,Famalicão,Brasileiro,Luiz Lúcio Reis Júnior (Famalicão)
Moura,POR,DF,24,15.0,4,0,0,17,11,6,101,13,13,0.0,0.0,0,70.0,21.0,13.0,61.8,Famalicão,Brasileiro,Moura (Famalicão)
Zaydou Youssouf,FRA,MF,24,13.1,5,1,1,20,41,0,13,14,14,0.0,1.0,0,109.0,7.0,3.0,70.0,Famalicão,Brasileiro,Zaydou Youssouf (Famalicão)
Otavio Ataide,BRA,DF,21,12.2,3,0,0,17,18,1,9,21,15,0.0,0.0,0,74.0,19.0,8.0,70.4,Famalicão,Brasileiro,Otavio Ataide (Famalicão)
Jhonder Cádiz,VEN,FW,28,9.4,2,1,0,17,24,9,4,1,4,0.0,0.0,0,21.0,43.0,26.0,62.3,Famalicão,Brasileiro,Jhonder Cádiz (Famalicão)
Riccieli,BRA,DF,25,9.0,4,2,1,13,6,1,0,4,12,0.0,1.0,0,33.0,31.0,18.0,63.3,Famalicão,Brasileiro,Riccieli (Famalicão)
Mirko Topić,SRB,MF,22,9.3,4,0,0,14,1,0,0,18,12,0.0,0.0,1,69.0,22.0,4.0,84.6,Famalicão,Brasileiro,Mirko Topić (Famalicão)
Nathan,BRA,DF,22,8.0,3,0,0,11,7,2,13,8,19,0.0,0.0,0,29.0,7.0,5.0,58.3,Famalicão,Brasileiro,Nathan (Famalicão)
José Luis Rodríguez,PAN,FW,25,7.6,0,0,0,8,8,3,38,6,4,0.0,0.0,0,27.0,9.0,11.0,45.0,Famalicão,Brasileiro,José Luis Rodríguez (Famalicão)
Gustavo sá,POR,MF,19,6.8,1,0,0,13,24,0,15,1,4,0.0,0.0,0,28.0,11.0,3.0,78.6,Famalicão,Brasileiro,Gustavo sá (Famalicão)
Chiquinho,POR,"FW,MF",23,6.7,3,1,0,19,29,3,30,6,7,1.0,0.0,0,27.0,4.0,10.0,28.6,Famalicão,Brasileiro,Chiquinho (Famalicão)
Martin Agirregabiria,ESP,DF,27,7.3,3,0,0,15,4,2,35,9,15,0.0,0.0,0,44.0,8.0,7.0,53.3,Famalicão,Brasileiro,Martin Agirregabiria (Famalicão)
Henrique Araújo,POR,FW,21,6.0,1,0,0,7,10,4,0,0,1,1.0,0.0,0,20.0,15.0,32.0,31.9,Famalicão,Brasileiro,Henrique Araújo (Famalicão)
Óscar Aranda,ESP,"FW,MF",21,6.0,2,0,0,6,28,1,20,0,3,0.0,0.0,0,34.0,3.0,8.0,27.3,Famalicão,Brasileiro,Óscar Aranda (Famalicão)
Justin de Haas,NED,DF,23,6.1,0,0,0,8,4,0,0,5,3,0.0,0.0,0,24.0,14.0,8.0,63.6,Famalicão,Brasileiro,Justin de Haas (Famalicão)
Otso Liimatta,FIN,MF,19,4.1,0,0,0,10,6,1,5,3,1,0.0,0.0,0,21.0,1.0,1.0,50.0,Famalicão,Brasileiro,Otso Liimatta (Famalicão)
Gustavo Assuncao,POR,MF,23,5.0,5,0,0,13,6,0,9,5,9,0.0,0.0,0,28.0,3.0,5.0,37.5,Famalicão,Brasileiro,Gustavo Assuncao (Famalicão)
Tom Lacoux,FRA,MF,21,3.1,1,0,0,4,3,0,1,5,7,0.0,0.0,0,28.0,2.0,2.0,50.0,Famalicão,Brasileiro,Tom Lacoux (Famalicão)
Théo Fonseca,FRA,FW,23,3.0,0,0,0,3,6,3,6,3,2,0.0,0.0,0,11.0,3.0,4.0,42.9,Famalicão,Brasileiro,Théo Fonseca (Famalicão)
Enea Mihaj,ALB,DF,25,2.7,1,0,0,2,1,0,0,2,3,0.0,0.0,0,15.0,1.0,0.0,100.0,Famalicão,Brasileiro,Enea Mihaj (Famalicão)
Mihai Dobre,ROU,"FW,MF",25,3.0,0,0,0,5,5,1,3,1,1,0.0,0.0,0,19.0,4.0,7.0,36.4,Famalicão,Brasileiro,Mihai Dobre (Famalicão)
Pablo,BRA,"FW,MF",19,2.2,3,1,1,5,6,1,1,1,3,0.0,0.0,0,7.0,3.0,2.0,60.0,Famalicão,Brasileiro,Pablo (Famalicão)
Afonso Rodrigues,POR,"FW,MF",21,2.6,1,0,0,4,6,1,4,2,0,0.0,0.0,0,12.0,7.0,3.0,70.0,Famalicão,Brasileiro,Afonso Rodrigues (Famalicão)
Ricardo Velho,POR,GK,25,14.0,1,0,0,0,2,0,0,0,0,0.0,0.0,0,7.0,7.0,0.0,100.0,Farense,Brasileiro,Ricardo Velho (Farense)
Talocha,POR,DF,34,13.8,2,0,0,11,14,0,48,15,15,0.0,0.0,0,51.0,24.0,17.0,58.5,Farense,Brasileiro,Talocha (Farense)
Claudio Falcão,BRA,MF,29,13.6,3,0,0,30,11,0,3,27,22,0.0,0.0,0,98.0,22.0,26.0,45.8,Farense,Brasileiro,Claudio Falcão (Farense)
Mattheus Oliveira,BRA,MF,29,11.7,4,0,0,16,20,1,50,12,12,0.0,0.0,0,75.0,19.0,16.0,54.3,Farense,Brasileiro,Mattheus Oliveira (Farense)
Gonçalo Silva,POR,DF,32,12.2,1,1,0,7,1,2,1,17,9,0.0,1.0,0,57.0,25.0,19.0,56.8,Farense,Brasileiro,Gonçalo Silva (Farense)
Bachir Belloumi,ALG,"FW,MF",21,10.6,2,0,0,8,8,3,24,10,12,0.0,0.0,0,60.0,18.0,13.0,58.1,Farense,Brasileiro,Bachir Belloumi (Farense)
David Pastor,BRA,DF,23,11.9,4,0,0,20,10,0,18,21,13,0.0,0.0,0,79.0,15.0,31.0,32.6,Farense,Brasileiro,David Pastor (Farense)
Marco Matias,POR,"FW,MF",34,9.9,3,0,0,16,26,6,44,7,9,1.0,0.0,0,41.0,3.0,9.0,25.0,Farense,Brasileiro,Marco Matias (Farense)
Bruno Duarte,BRA,FW,27,10.0,1,0,0,18,9,2,9,4,2,1.0,0.0,0,25.0,43.0,93.0,31.6,Farense,Brasileiro,Bruno Duarte (Farense)
Zach Muscat,MLT,DF,30,8.8,1,1,0,8,4,0,0,6,2,0.0,0.0,0,20.0,25.0,14.0,64.1,Farense,Brasileiro,Zach Muscat (Farense)
Fabrício Isidoro,BRA,MF,31,8.6,4,1,1,20,23,0,10,10,5,0.0,0.0,0,51.0,7.0,15.0,31.8,Farense,Brasileiro,Fabrício Isidoro (Farense)
Rui Costa,POR,"FW,MF",27,6.0,2,0,0,6,13,6,6,0,1,0.0,0.0,0,28.0,12.0,28.0,30.0,Farense,Brasileiro,Rui Costa (Farense)
Artur Jorge Marques Amorim,POR,DF,29,5.4,3,0,0,9,1,0,0,7,4,1.0,1.0,1,22.0,9.0,9.0,50.0,Farense,Brasileiro,Artur Jorge Marques Amorim (Farense)
Vítor Gonçalves,POR,MF,31,4.3,0,0,0,7,11,1,8,4,4,0.0,0.0,0,23.0,8.0,5.0,61.5,Farense,Brasileiro,Vítor Gonçalves (Farense)
Elves Baldé,POR,"FW,MF",24,2.3,0,0,0,2,4,0,26,0,2,0.0,0.0,0,7.0,1.0,0.0,100.0,Farense,Brasileiro,Elves Baldé (Farense)
Fran Delgado,ESP,DF,22,2.1,0,0,0,3,1,0,4,1,0,0.0,1.0,0,10.0,2.0,0.0,100.0,Farense,Brasileiro,Fran Delgado (Farense)
Igor Rossi Branco,BRA,DF,34,1.4,1,0,0,3,2,0,0,2,1,0.0,0.0,0,2.0,11.0,5.0,68.8,Farense,Brasileiro,Igor Rossi Branco (Farense)
Rafael Barbosa,POR,"FW,MF",27,2.3,1,0,0,1,6,0,13,1,1,0.0,0.0,0,14.0,0.0,4.0,0.0,Farense,Brasileiro,Rafael Barbosa (Farense)
Zé Luís,CPV,"FW,MF",32,1.5,1,0,0,3,0,0,1,1,2,0.0,1.0,0,6.0,14.0,6.0,70.0,Farense,Brasileiro,Zé Luís (Farense)
Facundo Cáseres,ARG,"MF,DF",22,1.1,1,0,0,3,3,0,0,1,0,0.0,0.0,0,2.0,2.0,2.0,50.0,Farense,Brasileiro,Facundo Cáseres (Farense)
Cristian Ponde,POR,MF,28,0.5,0,0,0,3,0,0,1,0,1,0.0,0.0,0,4.0,1.0,1.0,50.0,Farense,Brasileiro,Cristian Ponde (Farense)
André Seruca,POR,MF,23,0.4,0,0,0,6,1,0,1,0,2,0.0,0.0,0,3.0,3.0,4.0,42.9,Farense,Brasileiro,André Seruca (Farense)
Talys Oliveira,BRA,DF,24,0.1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,Farense,Brasileiro,Talys Oliveira (Farense)
Rúben Fernandes,POR,DF,37,14.0,2,0,0,12,8,0,3,24,4,0.0,0.0,0,55.0,26.0,19.0,57.8,Gil Vicente FC,Brasileiro,Rúben Fernandes (Gil Vicente FC)
José Carlos,POR,DF,25,12.7,5,0,0,19,22,1,17,22,24,0.0,1.0,0,69.0,11.0,13.0,45.8,Gil Vicente FC,Brasileiro,José Carlos (Gil Vicente FC)
Maxime Dominguez,SUI,"MF,FW",27,12.0,4,0,0,18,31,4,33,17,13,0.0,0.0,0,83.0,2.0,6.0,25.0,Gil Vicente FC,Brasileiro,Maxime Dominguez (Gil Vicente FC)
Pedro Tiba,POR,MF,35,11.6,6,0,0,21,16,0,20,11,23,0.0,0.0,1,89.0,5.0,2.0,71.4,Gil Vicente FC,Brasileiro,Pedro Tiba (Gil Vicente FC)
Leonardo Buta,POR,DF,21,12.0,1,0,0,13,26,2,16,15,9,1.0,1.0,0,56.0,7.0,6.0,53.8,Gil Vicente FC,Brasileiro,Leonardo Buta (Gil Vicente FC)
Andrew,BRA,GK,22,12.0,0,0,0,0,3,0,0,0,0,0.0,0.0,0,15.0,3.0,0.0,100.0,Gil Vicente FC,Brasileiro,Andrew (Gil Vicente FC)
Gabriel Pereira,BRA,DF,23,11.9,4,0,0,15,10,0,0,10,10,1.0,0.0,0,63.0,23.0,15.0,60.5,Gil Vicente FC,Brasileiro,Gabriel Pereira (Gil Vicente FC)
Kanya Fujimoto,JPN,MF,24,9.2,0,0,0,8,7,3,9,6,8,0.0,0.0,0,26.0,5.0,2.0,71.4,Gil Vicente FC,Brasileiro,Kanya Fujimoto (Gil Vicente FC)
Martim Carvalho,POR,MF,20,8.4,4,0,0,14,3,1,1,8,12,0.0,0.0,0,60.0,8.0,8.0,50.0,Gil Vicente FC,Brasileiro,Martim Carvalho (Gil Vicente FC)
Félix Correia,POR,FW,22,7.9,2,0,0,4,20,5,12,7,3,0.0,0.0,0,39.0,2.0,3.0,40.0,Gil Vicente FC,Brasileiro,Félix Correia (Gil Vicente FC)
Murilo Costa,BRA,FW,29,7.1,2,0,0,5,13,0,16,1,7,0.0,0.0,0,30.0,1.0,6.0,14.3,Gil Vicente FC,Brasileiro,Murilo Costa (Gil Vicente FC)
Roko Baturina,CRO,FW,23,6.2,0,0,0,8,16,4,0,0,1,1.0,0.0,0,10.0,17.0,18.0,48.6,Gil Vicente FC,Brasileiro,Roko Baturina (Gil Vicente FC)
Marlon,BRA,"FW,MF",26,4.3,1,0,0,10,4,0,5,3,3,0.0,1.0,0,28.0,0.0,8.0,0.0,Gil Vicente FC,Brasileiro,Marlon (Gil Vicente FC)
Depú,ANG,FW,23,4.1,0,0,0,1,6,2,0,2,2,0.0,0.0,0,12.0,17.0,18.0,48.6,Gil Vicente FC,Brasileiro,Depú (Gil Vicente FC)
Mory Gbane,CIV,MF,23,4.0,4,0,0,10,2,0,0,8,6,0.0,0.0,0,35.0,7.0,5.0,58.3,Gil Vicente FC,Brasileiro,Mory Gbane (Gil Vicente FC)
Né lopes,POR,DF,23,2.8,0,0,0,4,3,0,0,4,3,0.0,0.0,0,12.0,6.0,3.0,66.7,Gil Vicente FC,Brasileiro,Né lopes (Gil Vicente FC)
Tidjany Chabrol,FRA,"FW,MF",21,4.0,0,0,0,4,16,0,9,1,1,1.0,0.0,0,23.0,1.0,5.0,16.7,Gil Vicente FC,Brasileiro,Tidjany Chabrol (Gil Vicente FC)
Vinicius Dias,BRA,GK,26,2.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0,Gil Vicente FC,Brasileiro,Vinicius Dias (Gil Vicente FC)
Kiko Vilas Boas,POR,DF,24,2.0,0,0,0,2,7,0,7,5,4,0.0,0.0,0,6.0,3.0,7.0,30.0,Gil Vicente FC,Brasileiro,Kiko Vilas Boas (Gil Vicente FC)
Ali Alipour,IRN,FW,28,1.7,0,0,0,1,2,4,3,0,0,0.0,0.0,0,4.0,6.0,7.0,46.2,Gil Vicente FC,Brasileiro,Ali Alipour (Gil Vicente FC)
Miguel Monteiro,POR,FW,20,2.2,0,0,0,1,1,0,0,1,0,0.0,0.0,0,3.0,5.0,11.0,31.3,Gil Vicente FC,Brasileiro,Miguel Monteiro (Gil Vicente FC)
Roan Wilson,CRC,"MF,DF",21,1.0,0,0,0,0,0,0,0,1,2,0.0,0.0,0,7.0,2.0,0.0,100.0,Gil Vicente FC,Brasileiro,Roan Wilson (Gil Vicente FC)
Jesús Castillo,PER,MF,22,0.3,0,0,0,0,0,0,0,0,1,0.0,0.0,0,2.0,0.0,0.0,0.0,Gil Vicente FC,Brasileiro,Jesús Castillo (Gil Vicente FC)
Thomas Luciano,BRA,DF,21,0.2,0,0,0,1,0,0,3,0,0,0.0,0.0,0,0.0,2.0,1.0,66.7,Gil Vicente FC,Brasileiro,Thomas Luciano (Gil Vicente FC)
André Simões,POR,FW,20,0.2,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,Gil Vicente FC,Brasileiro,André Simões (Gil Vicente FC)
Felipe Silva Lipe,BRA,DF,21,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,Gil Vicente FC,Brasileiro,Felipe Silva Lipe (Gil Vicente FC)
Marcelo dos Santos Ferreira,BRA,DF,34,15.0,3,0,0,18,13,1,0,18,12,0.0,0.0,1,83.0,44.0,29.0,60.3,Moreirense,Brasileiro,Marcelo dos Santos Ferreira (Moreirense)
Kewin,BRA,GK,28,15.0,0,0,0,0,5,0,0,0,0,0.0,0.0,0,17.0,3.0,0.0,100.0,Moreirense,Brasileiro,Kewin (Moreirense)
André Luis,BRA,FW,29,14.8,4,0,0,23,21,10,1,6,6,0.0,0.0,0,30.0,74.0,61.0,54.8,Moreirense,Brasileiro,André Luis (Moreirense)
Alan,BRA,MF,23,13.3,3,0,0,33,24,2,76,2,17,0.0,0.0,0,65.0,3.0,13.0,18.8,Moreirense,Brasileiro,Alan (Moreirense)
Lawrence Ofori,GHA,MF,25,13.7,5,0,0,14,14,0,5,7,7,0.0,0.0,0,92.0,2.0,6.0,25.0,Moreirense,Brasileiro,Lawrence Ofori (Moreirense)
Gonçalo Franco,POR,MF,23,13.0,5,0,0,28,24,0,8,30,22,0.0,0.0,0,112.0,11.0,11.0,50.0,Moreirense,Brasileiro,Gonçalo Franco (Moreirense)
Maracás,BRA,DF,29,12.0,5,1,1,16,7,0,0,10,16,1.0,0.0,0,56.0,28.0,19.0,59.6,Moreirense,Brasileiro,Maracás (Moreirense)
Fabiano,BRA,DF,23,11.9,3,0,0,27,10,1,34,12,9,0.0,1.0,0,77.0,13.0,15.0,46.4,Moreirense,Brasileiro,Fabiano (Moreirense)
Pedro Amador,POR,DF,25,10.0,0,0,0,7,7,0,41,14,15,0.0,0.0,0,51.0,16.0,24.0,40.0,Moreirense,Brasileiro,Pedro Amador (Moreirense)
Kobamelo Kodisang,RSA,FW,24,9.1,0,0,0,6,12,4,24,8,4,0.0,0.0,0,30.0,6.0,5.0,54.5,Moreirense,Brasileiro,Kobamelo Kodisang (Moreirense)
João Pedro Gomes Camacho,POR,FW,29,8.9,1,0,0,15,24,3,18,6,12,0.0,0.0,0,36.0,13.0,13.0,50.0,Moreirense,Brasileiro,João Pedro Gomes Camacho (Moreirense)
Madson,BRA,FW,24,8.8,2,0,0,6,28,2,32,6,2,0.0,0.0,0,47.0,9.0,13.0,40.9,Moreirense,Brasileiro,Madson (Moreirense)
Godfried Frimpong,NED,DF,24,5.8,1,0,0,4,1,1,25,8,4,0.0,0.0,0,26.0,8.0,11.0,42.1,Moreirense,Brasileiro,Godfried Frimpong (Moreirense)
Dinis Pinto,POR,DF,23,3.1,1,0,0,7,2,0,5,2,4,0.0,0.0,0,9.0,4.0,3.0,57.1,Moreirense,Brasileiro,Dinis Pinto (Moreirense)
Carlos Ponck,CPV,DF,28,3.3,1,0,0,2,0,0,0,5,6,0.0,0.0,0,18.0,9.0,3.0,75.0,Moreirense,Brasileiro,Carlos Ponck (Moreirense)
Wallisson Luiz,BRA,"MF,FW",26,2.2,3,1,0,12,1,0,1,6,7,0.0,0.0,0,18.0,9.0,4.0,69.2,Moreirense,Brasileiro,Wallisson Luiz (Moreirense)
Rúben Ramos,POR,MF,24,1.0,1,0,0,1,1,0,0,0,0,0.0,0.0,0,6.0,0.0,2.0,0.0,Moreirense,Brasileiro,Rúben Ramos (Moreirense)
Jeremy Antonisse,CUW,"FW,MF",21,2.1,2,1,1,6,5,1,2,2,5,0.0,0.0,0,17.0,2.0,4.0,33.3,Moreirense,Brasileiro,Jeremy Antonisse (Moreirense)
Pedro Aparício,POR,"MF,FW",28,1.3,1,0,0,3,2,0,8,1,0,0.0,0.0,0,10.0,0.0,6.0,0.0,Moreirense,Brasileiro,Pedro Aparício (Moreirense)
Matheus Aiás,BRA,"MF,FW",26,0.7,0,0,0,1,2,0,0,0,0,0.0,0.0,0,4.0,0.0,2.0,0.0,Moreirense,Brasileiro,Matheus Aiás (Moreirense)
Rodrigo Macedo,POR,MF,20,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,Moreirense,Brasileiro,Rodrigo Macedo (Moreirense)
Gilberto Batista,POR,MF,20,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0,Moreirense,Brasileiro,Gilberto Batista (Moreirense)
