Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Team,Championship,Player_Team
Diogo Pinto,POR,MF,24,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Pia,Brasileiro,Diogo Pinto (Casa Pia)
Héctor,ESP,FW,28,14.3,16.0,1.12,14.0,0.0,0.0,1.0,1.0,0.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Héctor (Chaves)
Kelechi Nwakali,NGA,MF,25,11.9,50.0,4.21,26.0,18.0,1.0,3.0,1.0,1.0,5.0,0.42,2.0,3.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Kelechi Nwakali (Chaves)
Bruno Langa,MOZ,"DF,MF",26,11.6,31.0,2.67,20.0,4.0,1.0,1.0,3.0,2.0,3.0,0.26,1.0,0.0,0.0,0.0,1.0,1.0,Chaves,Brasileiro,Bruno Langa (Chaves)
Bruno Rodrigues,POR,DF,22,11.2,8.0,0.71,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Bruno Rodrigues (Chaves)
Hugo Souza,BRA,GK,24,11.0,3.0,0.27,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Hugo Souza (Chaves)
João Pedro Araújo Correia,CPV,"DF,MF",27,10.1,15.0,1.49,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,João Pedro Araújo Correia (Chaves)
Sandro Cruz,POR,"DF,MF",22,8.6,9.0,1.05,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Sandro Cruz (Chaves)
Ygor Nogueira,BRA,DF,28,8.7,6.0,0.69,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Ygor Nogueira (Chaves)
Steven Vitória,CAN,DF,36,8.2,7.0,0.85,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0,Chaves,Brasileiro,Steven Vitória (Chaves)
Leandro Sanca,GNB,"FW,MF",23,9.6,41.0,4.28,30.0,0.0,4.0,4.0,3.0,0.0,3.0,0.31,2.0,0.0,0.0,1.0,0.0,0.0,Chaves,Brasileiro,Leandro Sanca (Chaves)
Ricardo Guimarães,MOZ,MF,28,6.6,15.0,2.28,9.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Ricardo Guimarães (Chaves)
Paulo Victor,BRA,FW,22,6.9,21.0,3.03,14.0,1.0,1.0,2.0,3.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Paulo Victor (Chaves)
Rúben Tiago Rodrigues Ribeiro,POR,"MF,FW",36,6.0,24.0,3.99,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Rúben Tiago Rodrigues Ribeiro (Chaves)
Benny,POR,"MF,FW",23,5.7,23.0,4.05,15.0,7.0,0.0,1.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Benny (Chaves)
Jo,BRA,"FW,MF",28,4.4,13.0,2.93,6.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Jo (Chaves)
João Pedro,POR,MF,30,4.1,10.0,2.41,6.0,1.0,1.0,1.0,1.0,0.0,1.0,0.24,0.0,0.0,0.0,1.0,0.0,0.0,Chaves,Brasileiro,João Pedro (Chaves)
Rodrigo Nascimento,BRA,GK,27,4.0,3.0,0.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Rodrigo Nascimento (Chaves)
Thibang Phete,RSA,"DF,MF",29,3.7,4.0,1.09,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Thibang Phete (Chaves)
Rúben Lameiras,POR,"FW,MF",29,2.3,9.0,3.91,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Rúben Lameiras (Chaves)
Issah Abbas,GHA,"MF,FW",25,3.1,8.0,2.54,7.0,0.0,1.0,0.0,0.0,0.0,2.0,0.64,2.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Issah Abbas (Chaves)
Carraça,POR,"MF,DF",30,2.9,10.0,3.41,5.0,4.0,0.0,0.0,1.0,0.0,1.0,0.34,0.0,1.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Carraça (Chaves)
João Queirós,POR,DF,25,2.6,1.0,0.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,João Queirós (Chaves)
Habib sylla,CIV,DF,24,2.2,6.0,2.67,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Habib sylla (Chaves)
Hélder Morim,POR,MF,22,1.9,3.0,1.61,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Hélder Morim (Chaves)
Pedro Pinho,POR,MF,23,1.7,4.0,2.32,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.58,0.0,0.0,0.0,0.0,1.0,0.0,Chaves,Brasileiro,Pedro Pinho (Chaves)
Rodrigo Melro,POR,DF,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chaves,Brasileiro,Rodrigo Melro (Chaves)
Rafik Guitane,FRA,"FW,MF",24,13.6,57.0,4.19,37.0,0.0,12.0,1.0,6.0,1.0,8.0,0.59,4.0,0.0,3.0,0.0,1.0,0.0,Estoril,Brasileiro,Rafik Guitane (Estoril)
Tiago Araújo,POR,"DF,MF",22,13.5,18.0,1.34,14.0,1.0,1.0,1.0,0.0,1.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Tiago Araújo (Estoril)
Bernardo Vital,POR,DF,23,11.5,7.0,0.61,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Bernardo Vital (Estoril)
Jordan Holsgrove,SCO,MF,24,10.9,29.0,2.65,17.0,7.0,1.0,4.0,0.0,0.0,4.0,0.37,3.0,0.0,0.0,1.0,0.0,0.0,Estoril,Brasileiro,Jordan Holsgrove (Estoril)
Pedro Álvaro,POR,DF,23,11.0,11.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Pedro Álvaro (Estoril)
João Marques,POR,"MF,FW",21,10.6,36.0,3.39,25.0,2.0,4.0,1.0,3.0,1.0,6.0,0.56,4.0,0.0,0.0,0.0,1.0,1.0,Estoril,Brasileiro,João Marques (Estoril)
Volnei Feltes,BRA,DF,23,9.7,13.0,1.34,10.0,1.0,0.0,2.0,0.0,0.0,3.0,0.31,3.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Volnei Feltes (Estoril)
Rodrigo Gomes,POR,"DF,MF",20,10.6,36.0,3.39,27.0,2.0,1.0,4.0,0.0,2.0,7.0,0.66,5.0,0.0,0.0,1.0,0.0,1.0,Estoril,Brasileiro,Rodrigo Gomes (Estoril)
Marcelo Carné,BRA,GK,33,9.0,2.0,0.22,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Marcelo Carné (Estoril)
Cassiano,BRA,FW,34,7.7,10.0,1.3,6.0,0.0,0.0,1.0,3.0,0.0,2.0,0.26,2.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Cassiano (Estoril)
Mateus Fernandes,POR,MF,19,8.5,35.0,4.12,23.0,5.0,1.0,1.0,3.0,2.0,6.0,0.71,5.0,0.0,0.0,1.0,0.0,0.0,Estoril,Brasileiro,Mateus Fernandes (Estoril)
Heriberto Tavares,POR,"FW,MF",26,5.6,7.0,1.24,4.0,0.0,1.0,1.0,0.0,1.0,2.0,0.36,2.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Heriberto Tavares (Estoril)
Alejandro Marqués,VEN,FW,23,6.3,8.0,1.27,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Alejandro Marqués (Estoril)
Daniel Leite,POR,GK,25,5.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Daniel Leite (Estoril)
Koba Koindredi,FRA,MF,22,3.5,15.0,4.29,6.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Koba Koindredi (Estoril)
Erick Cabaco,URU,DF,28,3.7,3.0,0.81,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Erick Cabaco (Estoril)
Eliaquim Mangala,FRA,DF,32,3.1,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Eliaquim Mangala (Estoril)
Raúl Parra,ESP,DF,24,2.4,4.0,1.64,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Raúl Parra (Estoril)
Ivan Pavlic,BEL,MF,22,2.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Ivan Pavlic (Estoril)
Alexandre Miguel Barros Soares,POR,MF,32,2.8,5.0,1.81,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.36,1.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Alexandre Miguel Barros Soares (Estoril)
Wagner Pina,POR,"DF,MF",21,1.5,2.0,1.37,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Wagner Pina (Estoril)
João Carlos,BRA,"FW,DF",28,0.6,5.0,8.18,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,João Carlos (Estoril)
Mor Ndiaye,SEN,"FW,MF",23,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Mor Ndiaye (Estoril)
Rodrigo Martins,POR,"DF,FW",25,0.1,1.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estoril,Brasileiro,Rodrigo Martins (Estoril)
Ronald,BRA,"MF,FW",22,13.6,38.0,2.8,20.0,0.0,8.0,3.0,7.0,0.0,3.0,0.22,3.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Ronald (Estrela)
Gaspar,ANG,DF,26,13.5,6.0,0.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Gaspar (Estrela)
Léo Jabá,BRA,"MF,FW",25,10.0,25.0,2.49,19.0,0.0,2.0,1.0,3.0,0.0,3.0,0.3,3.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Léo Jabá (Estrela)
Leo Cordeiro,BRA,MF,28,12.3,17.0,1.38,14.0,0.0,1.0,0.0,1.0,1.0,1.0,0.08,0.0,0.0,1.0,0.0,0.0,0.0,Estrela,Brasileiro,Leo Cordeiro (Estrela)
João Reis,POR,"DF,MF",31,11.6,13.0,1.12,7.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,João Reis (Estrela)
Hevertton Santos,BRA,"DF,MF",22,10.5,28.0,2.66,17.0,8.0,0.0,3.0,0.0,0.0,3.0,0.29,3.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Hevertton Santos (Estrela)
Aloísio Souza Genézio,BRA,MF,27,7.8,14.0,1.78,9.0,0.0,0.0,2.0,1.0,2.0,3.0,0.38,3.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Aloísio Souza Genézio (Estrela)
Johnstone Omurwa,KEN,DF,25,8.6,8.0,0.93,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0,Estrela,Brasileiro,Johnstone Omurwa (Estrela)
Miguel Lopes,POR,DF,37,7.5,5.0,0.67,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Miguel Lopes (Estrela)
Jean Felipe,BRA,"MF,DF",29,8.2,23.0,2.82,14.0,9.0,0.0,0.0,0.0,0.0,3.0,0.37,2.0,1.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Jean Felipe (Estrela)
Bruno Brigido,BRA,GK,32,7.0,3.0,0.43,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Bruno Brigido (Estrela)
Ronaldo Tavares,POR,FW,26,6.2,15.0,2.43,12.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Ronaldo Tavares (Estrela)
Vitó Ferreira,POR,MF,26,5.8,6.0,1.04,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Vitó Ferreira (Estrela)
Mansur,BRA,DF,30,6.0,3.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Mansur (Estrela)
Kikas,POR,"FW,MF",25,6.9,9.0,1.31,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Kikas (Estrela)
Wagner Santos,BRA,GK,25,4.7,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Wagner Santos (Estrela)
Almeida,BRA,DF,23,4.4,2.0,0.45,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Almeida (Estrela)
Nkanyiso Shinga,RSA,"DF,MF",23,3.7,2.0,0.54,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Nkanyiso Shinga (Estrela)
André Inácio,BRA,"FW,MF",21,3.8,5.0,1.31,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,André Inácio (Estrela)
António Filipe de Carvalho,POR,GK,38,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,António Filipe de Carvalho (Estrela)
Pedro Sá,POR,MF,30,3.0,5.0,1.69,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Pedro Sá (Estrela)
Regis Ndo,MLI,"FW,MF",22,2.2,12.0,5.54,9.0,0.0,2.0,0.0,1.0,0.0,1.0,0.46,1.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Regis Ndo (Estrela)
Alioune Ndour,SEN,"FW,MF",22,1.9,8.0,4.24,4.0,0.0,2.0,1.0,1.0,0.0,3.0,1.59,1.0,0.0,1.0,0.0,1.0,0.0,Estrela,Brasileiro,Alioune Ndour (Estrela)
Keliano,ANG,MF,20,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Keliano (Estrela)
Gustavo Henrique,BRA,FW,24,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Gustavo Henrique (Estrela)
Cambila,ANG,GK,21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Cambila (Estrela)
Luiz Lúcio Reis Júnior,BRA,GK,22,15.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Luiz Lúcio Reis Júnior (Famalicão)
Moura,POR,DF,24,15.0,56.0,3.73,39.0,15.0,0.0,1.0,1.0,0.0,3.0,0.2,2.0,1.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Moura (Famalicão)
Zaydou Youssouf,FRA,MF,24,13.1,31.0,2.37,23.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Zaydou Youssouf (Famalicão)
Otavio Ataide,BRA,DF,21,12.2,8.0,0.66,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Otavio Ataide (Famalicão)
Jhonder Cádiz,VEN,FW,28,9.4,19.0,2.01,13.0,1.0,0.0,2.0,3.0,0.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Jhonder Cádiz (Famalicão)
Riccieli,BRA,DF,25,9.0,4.0,0.45,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.22,1.0,1.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Riccieli (Famalicão)
Mirko Topić,SRB,MF,22,9.3,22.0,2.35,20.0,1.0,0.0,0.0,0.0,1.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Mirko Topić (Famalicão)
Nathan,BRA,DF,22,8.0,15.0,1.89,9.0,0.0,4.0,1.0,1.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Nathan (Famalicão)
José Luis Rodríguez,PAN,FW,25,7.6,25.0,3.28,14.0,1.0,5.0,2.0,1.0,2.0,3.0,0.39,3.0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,José Luis Rodríguez (Famalicão)
Gustavo sá,POR,MF,19,6.8,22.0,3.22,10.0,2.0,3.0,4.0,3.0,0.0,2.0,0.29,1.0,0.0,1.0,0.0,0.0,0.0,Famalicão,Brasileiro,Gustavo sá (Famalicão)
Chiquinho,POR,"FW,MF",23,6.7,23.0,3.39,6.0,6.0,2.0,2.0,6.0,1.0,1.0,0.15,0.0,0.0,0.0,0.0,1.0,0.0,Famalicão,Brasileiro,Chiquinho (Famalicão)
Martin Agirregabiria,ESP,DF,27,7.3,11.0,1.52,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Martin Agirregabiria (Famalicão)
Henrique Araújo,POR,FW,21,6.0,10.0,1.65,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.17,0.0,0.0,0.0,1.0,0.0,0.0,Famalicão,Brasileiro,Henrique Araújo (Famalicão)
Óscar Aranda,ESP,"FW,MF",21,6.0,19.0,3.17,7.0,4.0,6.0,0.0,2.0,0.0,2.0,0.33,0.0,0.0,2.0,0.0,0.0,0.0,Famalicão,Brasileiro,Óscar Aranda (Famalicão)
Justin de Haas,NED,DF,23,6.1,9.0,1.48,4.0,0.0,0.0,4.0,1.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Justin de Haas (Famalicão)
Otso Liimatta,FIN,MF,19,4.1,3.0,0.74,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Otso Liimatta (Famalicão)
Gustavo Assuncao,POR,MF,23,5.0,7.0,1.41,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Gustavo Assuncao (Famalicão)
Tom Lacoux,FRA,MF,21,3.1,8.0,2.61,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Tom Lacoux (Famalicão)
Théo Fonseca,FRA,FW,23,3.0,7.0,2.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Théo Fonseca (Famalicão)
Enea Mihaj,ALB,DF,25,2.7,1.0,0.37,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37,1.0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Enea Mihaj (Famalicão)
Mihai Dobre,ROU,"FW,MF",25,3.0,8.0,2.68,4.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Mihai Dobre (Famalicão)
Pablo,BRA,"FW,MF",19,2.2,7.0,3.2,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Pablo (Famalicão)
Afonso Rodrigues,POR,"FW,MF",21,2.6,5.0,1.91,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Famalicão,Brasileiro,Afonso Rodrigues (Famalicão)
Ricardo Velho,POR,GK,25,14.0,3.0,0.21,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Farense,Brasileiro,Ricardo Velho (Farense)
Talocha,POR,DF,34,13.8,27.0,1.95,19.0,3.0,2.0,2.0,0.0,1.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,Farense,Brasileiro,Talocha (Farense)
Claudio Falcão,BRA,MF,29,13.6,19.0,1.4,17.0,0.0,0.0,1.0,1.0,0.0,2.0,0.15,1.0,0.0,0.0,1.0,0.0,0.0,Farense,Brasileiro,Claudio Falcão (Farense)
Mattheus Oliveira,BRA,MF,29,11.7,36.0,3.08,21.0,7.0,0.0,2.0,3.0,3.0,3.0,0.26,1.0,1.0,0.0,0.0,1.0,0.0,Farense,Brasileiro,Mattheus Oliveira (Farense)
Gonçalo Silva,POR,DF,32,12.2,3.0,0.25,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Farense,Brasileiro,Gonçalo Silva (Farense)
Bachir Belloumi,ALG,"FW,MF",21,10.6,32.0,3.02,26.0,0.0,1.0,2.0,3.0,0.0,4.0,0.38,3.0,0.0,0.0,1.0,0.0,0.0,Farense,Brasileiro,Bachir Belloumi (Farense)
David Pastor,BRA,DF,23,11.9,16.0,1.34,14.0,1.0,0.0,0.0,0.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Farense,Brasileiro,David Pastor (Farense)
Marco Matias,POR,"FW,MF",34,9.9,27.0,2.72,15.0,8.0,2.0,1.0,1.0,0.0,5.0,0.5,1.0,2.0,0.0,1.0,1.0,0.0,Farense,Brasileiro,Marco Matias (Farense)
Bruno Duarte,BRA,FW,27,10.0,25.0,2.49,20.0,0.0,2.0,2.0,1.0,0.0,4.0,0.4,2.0,0.0,1.0,0.0,1.0,0.0,Farense,Brasileiro,Bruno Duarte (Farense)
Zach Muscat,MLT,DF,30,8.8,3.0,0.34,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,Farense,Brasileiro,Zach Muscat (Farense)
Fabrício Isidoro,BRA,MF,31,8.6,18.0,2.08,14.0,0.0,1.0,0.0,3.0,0.0,5.0,0.58,3.0,0.0,0.0,0.0,2.0,0.0,Farense,Brasileiro,Fabrício Isidoro (Farense)
Rui Costa,POR,"FW,MF",27,6.0,17.0,2.83,11.0,0.0,3.0,1.0,2.0,0.0,7.0,1.16,5.0,0.0,2.0,0.0,0.0,0.0,Farense,Brasileiro,Rui Costa (Farense)
Artur Jorge Marques Amorim,POR,DF,29,5.4,1.0,0.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Farense,Brasileiro,Artur Jorge Marques Amorim (Farense)
Vítor Gonçalves,POR,MF,31,4.3,15.0,3.45,11.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Farense,Brasileiro,Vítor Gonçalves (Farense)
Elves Baldé,POR,"FW,MF",24,2.3,6.0,2.6,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.43,0.0,1.0,0.0,0.0,0.0,0.0,Farense,Brasileiro,Elves Baldé (Farense)
Fran Delgado,ESP,DF,22,2.1,3.0,1.44,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Farense,Brasileiro,Fran Delgado (Farense)
Igor Rossi Branco,BRA,DF,34,1.4,2.0,1.44,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Farense,Brasileiro,Igor Rossi Branco (Farense)
Rafael Barbosa,POR,"FW,MF",27,2.3,5.0,2.16,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.43,0.0,0.0,0.0,0.0,1.0,0.0,Farense,Brasileiro,Rafael Barbosa (Farense)
Zé Luís,CPV,"FW,MF",32,1.5,3.0,2.01,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Farense,Brasileiro,Zé Luís (Farense)
Facundo Cáseres,ARG,"MF,DF",22,1.1,1.0,0.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Farense,Brasileiro,Facundo Cáseres (Farense)
Cristian Ponde,POR,MF,28,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Farense,Brasileiro,Cristian Ponde (Farense)
