Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Team,Championship,Player_Team
Nermin Zolotić,BIH,DF,30,13.8,851.0,101.0,453.0,385.0,16.0,4.0,851.0,4.0,2.0,50.0,0.0,0.0,498.0,2798.0,1599.0,11.0,2.0,0.0,9.0,0.0,559.0,3.0,Casa Pia,Brasileiro,Nermin Zolotić (Casa Pia)
Leonardo Lelo,POR,"MF,DF",23,13.7,789.0,23.0,210.0,349.0,238.0,10.0,789.0,30.0,15.0,50.0,14.0,46.7,371.0,2059.0,1112.0,25.0,27.0,2.0,23.0,8.0,410.0,43.0,Casa Pia,Brasileiro,Leonardo Lelo (Casa Pia)
Fernando Varela,CPV,DF,36,12.9,617.0,92.0,342.0,255.0,26.0,6.0,617.0,3.0,2.0,66.7,0.0,0.0,311.0,1535.0,802.0,1.0,3.0,0.0,7.0,3.0,352.0,4.0,Casa Pia,Brasileiro,Fernando Varela (Casa Pia)
Yuki Soma,JPN,"FW,MF",26,10.2,293.0,5.0,45.0,131.0,121.0,18.0,293.0,9.0,4.0,44.4,3.0,33.3,182.0,1287.0,704.0,31.0,14.0,6.0,24.0,5.0,201.0,57.0,Casa Pia,Brasileiro,Yuki Soma (Casa Pia)
Larra,ESP,"MF,DF",26,9.7,542.0,32.0,188.0,231.0,130.0,4.0,542.0,28.0,14.0,50.0,11.0,39.3,248.0,1631.0,912.0,29.0,20.0,3.0,12.0,4.0,259.0,23.0,Casa Pia,Brasileiro,Larra (Casa Pia)
Clayton,BRA,FW,24,9.7,309.0,8.0,19.0,158.0,139.0,45.0,309.0,29.0,11.0,37.9,13.0,44.8,199.0,975.0,346.0,17.0,9.0,5.0,32.0,16.0,238.0,48.0,Casa Pia,Brasileiro,Clayton (Casa Pia)
Vasco Fernandes,POR,DF,37,10.0,514.0,57.0,302.0,197.0,17.0,9.0,514.0,0.0,0.0,0.0,0.0,0.0,250.0,1123.0,546.0,2.0,0.0,0.0,4.0,1.0,325.0,4.0,Casa Pia,Brasileiro,Vasco Fernandes (Casa Pia)
Neto,BRA,MF,32,8.9,482.0,25.0,103.0,308.0,75.0,2.0,482.0,8.0,4.0,50.0,4.0,50.0,235.0,964.0,342.0,2.0,5.0,0.0,11.0,5.0,290.0,9.0,Casa Pia,Brasileiro,Neto (Casa Pia)
Pablo Roberto,BRA,MF,24,8.9,446.0,10.0,84.0,275.0,100.0,7.0,446.0,47.0,23.0,48.9,18.0,38.3,247.0,1671.0,700.0,13.0,14.0,5.0,21.0,16.0,280.0,20.0,Casa Pia,Brasileiro,Pablo Roberto (Casa Pia)
Beni,ANG,MF,21,7.2,367.0,8.0,88.0,237.0,54.0,3.0,367.0,21.0,14.0,66.7,5.0,23.8,213.0,1293.0,515.0,10.0,7.0,2.0,13.0,11.0,240.0,7.0,Casa Pia,Brasileiro,Beni (Casa Pia)
Felippe Cardoso,BRA,FW,25,5.7,160.0,4.0,10.0,69.0,82.0,23.0,159.0,12.0,3.0,25.0,9.0,75.0,81.0,403.0,134.0,4.0,3.0,3.0,30.0,8.0,113.0,20.0,Casa Pia,Brasileiro,Felippe Cardoso (Casa Pia)
João Nunes,POR,DF,28,4.1,241.0,38.0,118.0,112.0,11.0,3.0,241.0,2.0,1.0,50.0,1.0,50.0,125.0,671.0,320.0,1.0,0.0,0.0,0.0,1.0,138.0,0.0,Casa Pia,Brasileiro,João Nunes (Casa Pia)
Saviour Godwin,NGA,"FW,MF",27,3.8,137.0,0.0,15.0,47.0,80.0,18.0,136.0,18.0,8.0,44.4,6.0,33.3,89.0,803.0,459.0,23.0,10.0,6.0,14.0,9.0,93.0,31.0,Casa Pia,Brasileiro,Saviour Godwin (Casa Pia)
Samuel Justo,POR,MF,19,3.8,233.0,12.0,53.0,126.0,55.0,4.0,233.0,6.0,1.0,16.7,4.0,66.7,119.0,503.0,211.0,5.0,3.0,0.0,9.0,4.0,143.0,15.0,Casa Pia,Brasileiro,Samuel Justo (Casa Pia)
Tiago Dias,POR,"MF,FW",25,3.8,194.0,1.0,28.0,67.0,100.0,2.0,194.0,14.0,2.0,14.3,10.0,71.4,106.0,982.0,406.0,21.0,9.0,1.0,14.0,3.0,120.0,32.0,Casa Pia,Brasileiro,Tiago Dias (Casa Pia)
Fernando,BRA,FW,30,4.1,139.0,1.0,10.0,56.0,74.0,20.0,138.0,14.0,6.0,42.9,8.0,57.1,81.0,488.0,156.0,6.0,5.0,3.0,8.0,8.0,96.0,26.0,Casa Pia,Brasileiro,Fernando (Casa Pia)
Jajá,BRA,FW,22,3.9,149.0,0.0,23.0,54.0,79.0,20.0,149.0,28.0,15.0,53.6,12.0,42.9,84.0,996.0,562.0,20.0,12.0,11.0,13.0,7.0,86.0,26.0,Casa Pia,Brasileiro,Jajá (Casa Pia)
André Geraldes,POR,"MF,DF",32,4.0,220.0,13.0,72.0,106.0,44.0,3.0,220.0,8.0,1.0,12.5,7.0,87.5,88.0,334.0,150.0,2.0,2.0,1.0,6.0,1.0,108.0,18.0,Casa Pia,Brasileiro,André Geraldes (Casa Pia)
Artur Serobyan,ARM,MF,20,0.7,25.0,1.0,5.0,12.0,8.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,13.0,143.0,34.0,1.0,1.0,0.0,2.0,0.0,15.0,3.0,Casa Pia,Brasileiro,Artur Serobyan (Casa Pia)
Telasco Segovia,VEN,MF,20,0.3,19.0,1.0,2.0,14.0,4.0,0.0,19.0,2.0,1.0,50.0,1.0,50.0,9.0,42.0,15.0,0.0,1.0,1.0,2.0,0.0,10.0,3.0,Casa Pia,Brasileiro,Telasco Segovia (Casa Pia)
Rafael Martins,BRA,MF,34,0.3,13.0,0.0,4.0,2.0,7.0,0.0,13.0,1.0,1.0,100.0,0.0,0.0,8.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,Casa Pia,Brasileiro,Rafael Martins (Casa Pia)
Duplexe Tchamba,CMR,"DF,FW",25,0.1,9.0,1.0,6.0,2.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Casa Pia,Brasileiro,Duplexe Tchamba (Casa Pia)
Diogo Pinto,POR,MF,24,0.1,6.0,0.0,0.0,2.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Casa Pia,Brasileiro,Diogo Pinto (Casa Pia)
Héctor,ESP,FW,28,14.3,408.0,15.0,45.0,236.0,134.0,42.0,406.0,14.0,6.0,42.9,7.0,50.0,198.0,853.0,352.0,5.0,6.0,1.0,36.0,8.0,276.0,39.0,Chaves,Brasileiro,Héctor (Chaves)
Kelechi Nwakali,NGA,MF,25,11.9,734.0,9.0,116.0,496.0,134.0,1.0,734.0,25.0,14.0,56.0,9.0,36.0,396.0,2302.0,1056.0,16.0,11.0,1.0,10.0,8.0,460.0,15.0,Chaves,Brasileiro,Kelechi Nwakali (Chaves)
Bruno Langa,MOZ,"DF,MF",26,11.6,702.0,36.0,224.0,336.0,156.0,10.0,702.0,30.0,20.0,66.7,9.0,30.0,325.0,2040.0,1145.0,25.0,15.0,4.0,20.0,3.0,371.0,42.0,Chaves,Brasileiro,Bruno Langa (Chaves)
Bruno Rodrigues,POR,DF,22,11.2,596.0,74.0,337.0,246.0,15.0,6.0,596.0,0.0,0.0,0.0,0.0,0.0,303.0,1765.0,1025.0,9.0,4.0,1.0,4.0,0.0,377.0,2.0,Chaves,Brasileiro,Bruno Rodrigues (Chaves)
Hugo Souza,BRA,GK,24,11.0,385.0,319.0,383.0,2.0,0.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,182.0,867.0,537.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,Chaves,Brasileiro,Hugo Souza (Chaves)
João Pedro Araújo Correia,CPV,"DF,MF",27,10.1,551.0,29.0,148.0,253.0,157.0,10.0,551.0,22.0,8.0,36.4,13.0,59.1,266.0,1753.0,985.0,28.0,14.0,6.0,14.0,9.0,280.0,51.0,Chaves,Brasileiro,João Pedro Araújo Correia (Chaves)
Sandro Cruz,POR,"DF,MF",22,8.6,440.0,51.0,232.0,175.0,40.0,11.0,440.0,13.0,9.0,69.2,3.0,23.1,202.0,1231.0,664.0,10.0,5.0,2.0,6.0,3.0,231.0,12.0,Chaves,Brasileiro,Sandro Cruz (Chaves)
Ygor Nogueira,BRA,DF,28,8.7,505.0,60.0,286.0,209.0,14.0,7.0,505.0,4.0,2.0,50.0,1.0,25.0,270.0,1377.0,822.0,5.0,3.0,0.0,6.0,0.0,297.0,2.0,Chaves,Brasileiro,Ygor Nogueira (Chaves)
Steven Vitória,CAN,DF,36,8.2,334.0,46.0,194.0,129.0,11.0,8.0,334.0,1.0,1.0,100.0,0.0,0.0,166.0,703.0,250.0,0.0,0.0,0.0,2.0,0.0,197.0,0.0,Chaves,Brasileiro,Steven Vitória (Chaves)
Leandro Sanca,GNB,"FW,MF",23,9.6,374.0,2.0,36.0,148.0,199.0,30.0,374.0,42.0,19.0,45.2,21.0,50.0,224.0,1880.0,851.0,38.0,21.0,9.0,20.0,16.0,257.0,79.0,Chaves,Brasileiro,Leandro Sanca (Chaves)
Ricardo Guimarães,MOZ,MF,28,6.6,376.0,12.0,67.0,226.0,87.0,7.0,376.0,16.0,7.0,43.8,8.0,50.0,182.0,900.0,411.0,8.0,6.0,0.0,14.0,9.0,248.0,18.0,Chaves,Brasileiro,Ricardo Guimarães (Chaves)
Paulo Victor,BRA,FW,22,6.9,241.0,3.0,16.0,106.0,121.0,27.0,241.0,9.0,2.0,22.2,7.0,77.8,104.0,600.0,247.0,13.0,4.0,3.0,24.0,5.0,145.0,42.0,Chaves,Brasileiro,Paulo Victor (Chaves)
Rúben Tiago Rodrigues Ribeiro,POR,"MF,FW",36,6.0,359.0,4.0,74.0,202.0,88.0,5.0,359.0,15.0,9.0,60.0,6.0,40.0,212.0,1159.0,475.0,12.0,9.0,3.0,18.0,9.0,229.0,17.0,Chaves,Brasileiro,Rúben Tiago Rodrigues Ribeiro (Chaves)
Benny,POR,"MF,FW",23,5.7,246.0,1.0,25.0,97.0,128.0,9.0,246.0,7.0,2.0,28.6,5.0,71.4,128.0,788.0,361.0,13.0,13.0,1.0,17.0,9.0,159.0,34.0,Chaves,Brasileiro,Benny (Chaves)
Jo,BRA,"FW,MF",28,4.4,135.0,6.0,10.0,52.0,73.0,29.0,135.0,8.0,1.0,12.5,6.0,75.0,78.0,339.0,120.0,3.0,4.0,2.0,17.0,12.0,119.0,18.0,Chaves,Brasileiro,Jo (Chaves)
João Pedro,POR,MF,30,4.1,200.0,4.0,46.0,115.0,44.0,4.0,200.0,8.0,3.0,37.5,4.0,50.0,85.0,291.0,136.0,2.0,2.0,1.0,6.0,0.0,120.0,6.0,Chaves,Brasileiro,João Pedro (Chaves)
Rodrigo Nascimento,BRA,GK,27,4.0,137.0,120.0,136.0,1.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,65.0,434.0,287.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,Chaves,Brasileiro,Rodrigo Nascimento (Chaves)
Thibang Phete,RSA,"DF,MF",29,3.7,160.0,11.0,58.0,91.0,12.0,1.0,160.0,1.0,1.0,100.0,0.0,0.0,89.0,447.0,155.0,0.0,4.0,0.0,2.0,2.0,99.0,1.0,Chaves,Brasileiro,Thibang Phete (Chaves)
Rúben Lameiras,POR,"FW,MF",29,2.3,79.0,2.0,15.0,39.0,26.0,1.0,79.0,5.0,1.0,20.0,4.0,80.0,37.0,257.0,116.0,2.0,1.0,0.0,2.0,2.0,46.0,5.0,Chaves,Brasileiro,Rúben Lameiras (Chaves)
Issah Abbas,GHA,"MF,FW",25,3.1,89.0,0.0,11.0,40.0,40.0,11.0,89.0,8.0,5.0,62.5,2.0,25.0,55.0,388.0,220.0,7.0,3.0,3.0,7.0,6.0,63.0,20.0,Chaves,Brasileiro,Issah Abbas (Chaves)
Carraça,POR,"MF,DF",30,2.9,189.0,5.0,39.0,79.0,71.0,6.0,189.0,5.0,3.0,60.0,2.0,40.0,87.0,367.0,150.0,5.0,0.0,0.0,2.0,3.0,97.0,25.0,Chaves,Brasileiro,Carraça (Chaves)
João Queirós,POR,DF,25,2.6,128.0,11.0,57.0,65.0,7.0,6.0,128.0,1.0,0.0,0.0,1.0,100.0,45.0,191.0,100.0,0.0,0.0,0.0,0.0,1.0,74.0,1.0,Chaves,Brasileiro,João Queirós (Chaves)
Habib sylla,CIV,DF,24,2.2,126.0,8.0,29.0,52.0,46.0,3.0,126.0,8.0,8.0,100.0,0.0,0.0,53.0,459.0,240.0,6.0,2.0,1.0,6.0,3.0,57.0,10.0,Chaves,Brasileiro,Habib sylla (Chaves)
Hélder Morim,POR,MF,22,1.9,65.0,8.0,20.0,35.0,10.0,1.0,65.0,2.0,1.0,50.0,1.0,50.0,32.0,143.0,49.0,0.0,1.0,0.0,0.0,3.0,38.0,1.0,Chaves,Brasileiro,Hélder Morim (Chaves)
Pedro Pinho,POR,MF,23,1.7,88.0,7.0,23.0,51.0,15.0,3.0,88.0,1.0,0.0,0.0,1.0,100.0,49.0,229.0,98.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,Chaves,Brasileiro,Pedro Pinho (Chaves)
Rodrigo Melro,POR,DF,19,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Chaves,Brasileiro,Rodrigo Melro (Chaves)
Rafik Guitane,FRA,"FW,MF",24,13.6,516.0,4.0,49.0,270.0,211.0,32.0,516.0,84.0,49.0,58.3,32.0,38.1,359.0,2934.0,1835.0,53.0,53.0,11.0,35.0,31.0,397.0,69.0,Estoril,Brasileiro,Rafik Guitane (Estoril)
Tiago Araújo,POR,"DF,MF",22,13.5,793.0,37.0,270.0,323.0,211.0,20.0,793.0,21.0,8.0,38.1,12.0,57.1,370.0,2032.0,1047.0,32.0,23.0,4.0,24.0,10.0,415.0,75.0,Estoril,Brasileiro,Tiago Araújo (Estoril)
Bernardo Vital,POR,DF,23,11.5,671.0,124.0,381.0,281.0,12.0,8.0,671.0,3.0,1.0,33.3,0.0,0.0,388.0,1823.0,1152.0,2.0,1.0,0.0,4.0,1.0,463.0,1.0,Estoril,Brasileiro,Bernardo Vital (Estoril)
Jordan Holsgrove,SCO,MF,24,10.9,909.0,31.0,239.0,556.0,118.0,5.0,909.0,9.0,2.0,22.2,6.0,66.7,529.0,2505.0,986.0,12.0,11.0,1.0,6.0,5.0,639.0,7.0,Estoril,Brasileiro,Jordan Holsgrove (Estoril)
Pedro Álvaro,POR,DF,23,11.0,610.0,117.0,384.0,211.0,17.0,13.0,610.0,0.0,0.0,0.0,0.0,0.0,348.0,1629.0,845.0,0.0,0.0,0.0,2.0,1.0,410.0,3.0,Estoril,Brasileiro,Pedro Álvaro (Estoril)
João Marques,POR,"MF,FW",21,10.6,433.0,4.0,55.0,213.0,172.0,27.0,433.0,33.0,19.0,57.6,12.0,36.4,246.0,1668.0,781.0,22.0,14.0,4.0,26.0,18.0,279.0,39.0,Estoril,Brasileiro,João Marques (Estoril)
Volnei Feltes,BRA,DF,23,9.7,561.0,60.0,238.0,243.0,85.0,5.0,561.0,9.0,4.0,44.4,5.0,55.6,233.0,990.0,480.0,11.0,8.0,0.0,7.0,6.0,269.0,19.0,Estoril,Brasileiro,Volnei Feltes (Estoril)
Rodrigo Gomes,POR,"DF,MF",20,10.6,431.0,19.0,89.0,159.0,186.0,52.0,431.0,26.0,10.0,38.5,15.0,57.7,230.0,1483.0,816.0,32.0,14.0,11.0,26.0,9.0,238.0,63.0,Estoril,Brasileiro,Rodrigo Gomes (Estoril)
Marcelo Carné,BRA,GK,33,9.0,348.0,326.0,346.0,1.0,1.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,159.0,817.0,477.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,Estoril,Brasileiro,Marcelo Carné (Estoril)
Cassiano,BRA,FW,34,7.7,157.0,6.0,17.0,68.0,72.0,29.0,156.0,1.0,0.0,0.0,0.0,0.0,73.0,345.0,115.0,6.0,3.0,1.0,9.0,4.0,86.0,27.0,Estoril,Brasileiro,Cassiano (Estoril)
Mateus Fernandes,POR,MF,19,8.5,541.0,16.0,125.0,317.0,110.0,7.0,541.0,21.0,12.0,57.1,6.0,28.6,285.0,1657.0,934.0,24.0,16.0,1.0,15.0,9.0,338.0,13.0,Estoril,Brasileiro,Mateus Fernandes (Estoril)
Heriberto Tavares,POR,"FW,MF",26,5.6,168.0,2.0,22.0,59.0,88.0,24.0,168.0,29.0,13.0,44.8,16.0,55.2,115.0,799.0,446.0,21.0,12.0,8.0,13.0,9.0,132.0,48.0,Estoril,Brasileiro,Heriberto Tavares (Estoril)
Alejandro Marqués,VEN,FW,23,6.3,140.0,8.0,17.0,59.0,66.0,30.0,140.0,15.0,3.0,20.0,11.0,73.3,71.0,311.0,77.0,2.0,3.0,1.0,13.0,6.0,82.0,14.0,Estoril,Brasileiro,Alejandro Marqués (Estoril)
Daniel Leite,POR,GK,25,5.0,147.0,134.0,147.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,66.0,326.0,184.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,Estoril,Brasileiro,Daniel Leite (Estoril)
Koba Koindredi,FRA,MF,22,3.5,175.0,6.0,41.0,100.0,36.0,4.0,175.0,8.0,3.0,37.5,4.0,50.0,88.0,557.0,250.0,5.0,4.0,1.0,2.0,2.0,102.0,4.0,Estoril,Brasileiro,Koba Koindredi (Estoril)
Erick Cabaco,URU,DF,28,3.7,224.0,25.0,116.0,103.0,7.0,4.0,224.0,0.0,0.0,0.0,0.0,0.0,135.0,624.0,355.0,1.0,0.0,0.0,1.0,0.0,156.0,0.0,Estoril,Brasileiro,Erick Cabaco (Estoril)
Eliaquim Mangala,FRA,DF,32,3.1,165.0,29.0,96.0,68.0,1.0,1.0,165.0,0.0,0.0,0.0,0.0,0.0,89.0,380.0,182.0,0.0,0.0,0.0,4.0,0.0,108.0,0.0,Estoril,Brasileiro,Eliaquim Mangala (Estoril)
Raúl Parra,ESP,DF,24,2.4,168.0,3.0,57.0,87.0,24.0,1.0,168.0,0.0,0.0,0.0,0.0,0.0,66.0,202.0,106.0,2.0,1.0,0.0,1.0,0.0,103.0,6.0,Estoril,Brasileiro,Raúl Parra (Estoril)
Ivan Pavlic,BEL,MF,22,2.0,79.0,3.0,15.0,42.0,24.0,0.0,79.0,5.0,2.0,40.0,3.0,60.0,38.0,222.0,144.0,4.0,2.0,0.0,4.0,1.0,44.0,5.0,Estoril,Brasileiro,Ivan Pavlic (Estoril)
Alexandre Miguel Barros Soares,POR,MF,32,2.8,116.0,5.0,25.0,66.0,27.0,5.0,116.0,5.0,1.0,20.0,3.0,60.0,56.0,278.0,113.0,3.0,1.0,1.0,6.0,4.0,58.0,10.0,Estoril,Brasileiro,Alexandre Miguel Barros Soares (Estoril)
Wagner Pina,POR,"DF,MF",21,1.5,66.0,2.0,26.0,23.0,18.0,5.0,66.0,4.0,1.0,25.0,2.0,50.0,27.0,120.0,56.0,1.0,0.0,1.0,1.0,0.0,24.0,6.0,Estoril,Brasileiro,Wagner Pina (Estoril)
João Carlos,BRA,"FW,DF",28,0.6,39.0,1.0,1.0,18.0,20.0,1.0,39.0,5.0,2.0,40.0,2.0,40.0,16.0,110.0,63.0,1.0,0.0,0.0,4.0,3.0,27.0,4.0,Estoril,Brasileiro,João Carlos (Estoril)
Mor Ndiaye,SEN,"FW,MF",23,0.2,13.0,4.0,6.0,2.0,5.0,0.0,13.0,1.0,0.0,0.0,1.0,100.0,5.0,26.0,20.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,Estoril,Brasileiro,Mor Ndiaye (Estoril)
Rodrigo Martins,POR,"DF,FW",25,0.1,4.0,1.0,1.0,2.0,1.0,0.0,4.0,1.0,1.0,100.0,0.0,0.0,3.0,22.0,13.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,Estoril,Brasileiro,Rodrigo Martins (Estoril)
Ronald,BRA,"MF,FW",22,13.6,490.0,3.0,58.0,218.0,228.0,35.0,490.0,63.0,29.0,46.0,26.0,41.3,326.0,2354.0,982.0,32.0,16.0,14.0,47.0,27.0,365.0,92.0,Estrela,Brasileiro,Ronald (Estrela)
Gaspar,ANG,DF,26,13.5,886.0,107.0,491.0,372.0,29.0,11.0,886.0,7.0,5.0,71.4,1.0,14.3,409.0,2154.0,1289.0,8.0,7.0,0.0,12.0,0.0,501.0,3.0,Estrela,Brasileiro,Gaspar (Estrela)
Léo Jabá,BRA,"MF,FW",25,10.0,362.0,6.0,46.0,148.0,176.0,41.0,361.0,32.0,13.0,40.6,16.0,50.0,234.0,1705.0,936.0,36.0,20.0,17.0,29.0,15.0,268.0,81.0,Estrela,Brasileiro,Léo Jabá (Estrela)
Leo Cordeiro,BRA,MF,28,12.3,614.0,23.0,136.0,387.0,99.0,10.0,614.0,12.0,6.0,50.0,3.0,25.0,293.0,1412.0,511.0,8.0,11.0,1.0,13.0,10.0,400.0,16.0,Estrela,Brasileiro,Leo Cordeiro (Estrela)
João Reis,POR,"DF,MF",31,11.6,784.0,28.0,242.0,380.0,168.0,7.0,784.0,11.0,4.0,36.4,6.0,54.5,310.0,1318.0,644.0,9.0,9.0,1.0,12.0,9.0,397.0,41.0,Estrela,Brasileiro,João Reis (Estrela)
Hevertton Santos,BRA,"DF,MF",22,10.5,693.0,30.0,227.0,294.0,176.0,18.0,693.0,20.0,9.0,45.0,10.0,50.0,297.0,1468.0,777.0,15.0,9.0,3.0,13.0,9.0,359.0,35.0,Estrela,Brasileiro,Hevertton Santos (Estrela)
Aloísio Souza Genézio,BRA,MF,27,7.8,373.0,13.0,81.0,233.0,64.0,5.0,373.0,6.0,2.0,33.3,3.0,50.0,144.0,616.0,280.0,2.0,5.0,0.0,12.0,5.0,230.0,9.0,Estrela,Brasileiro,Aloísio Souza Genézio (Estrela)
Johnstone Omurwa,KEN,DF,25,8.6,528.0,69.0,278.0,237.0,13.0,5.0,528.0,6.0,4.0,66.7,1.0,16.7,244.0,1456.0,881.0,11.0,1.0,0.0,9.0,1.0,308.0,0.0,Estrela,Brasileiro,Johnstone Omurwa (Estrela)
Miguel Lopes,POR,DF,37,7.5,414.0,30.0,215.0,193.0,10.0,5.0,414.0,0.0,0.0,0.0,0.0,0.0,215.0,1133.0,618.0,3.0,2.0,1.0,1.0,1.0,279.0,2.0,Estrela,Brasileiro,Miguel Lopes (Estrela)
Jean Felipe,BRA,"MF,DF",29,8.2,493.0,16.0,141.0,242.0,114.0,10.0,493.0,4.0,1.0,25.0,3.0,75.0,178.0,540.0,314.0,5.0,3.0,2.0,4.0,2.0,256.0,46.0,Estrela,Brasileiro,Jean Felipe (Estrela)
Bruno Brigido,BRA,GK,32,7.0,258.0,232.0,258.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,114.0,631.0,392.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,Estrela,Brasileiro,Bruno Brigido (Estrela)
Ronaldo Tavares,POR,FW,26,6.2,195.0,8.0,11.0,65.0,123.0,45.0,195.0,24.0,7.0,29.2,17.0,70.8,108.0,734.0,282.0,12.0,6.0,8.0,24.0,11.0,148.0,37.0,Estrela,Brasileiro,Ronaldo Tavares (Estrela)
Vitó Ferreira,POR,MF,26,5.8,315.0,13.0,82.0,171.0,63.0,2.0,315.0,6.0,2.0,33.3,4.0,66.7,119.0,502.0,156.0,2.0,5.0,0.0,4.0,1.0,193.0,10.0,Estrela,Brasileiro,Vitó Ferreira (Estrela)
Mansur,BRA,DF,30,6.0,405.0,41.0,179.0,189.0,39.0,2.0,405.0,4.0,2.0,50.0,2.0,50.0,203.0,1027.0,621.0,8.0,5.0,0.0,3.0,0.0,264.0,8.0,Estrela,Brasileiro,Mansur (Estrela)
Kikas,POR,"FW,MF",25,6.9,200.0,4.0,25.0,78.0,99.0,22.0,200.0,14.0,5.0,35.7,9.0,64.3,101.0,436.0,167.0,3.0,6.0,1.0,21.0,5.0,132.0,46.0,Estrela,Brasileiro,Kikas (Estrela)
Wagner Santos,BRA,GK,25,4.7,198.0,178.0,198.0,0.0,0.0,0.0,198.0,1.0,1.0,100.0,0.0,0.0,122.0,589.0,343.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,Estrela,Brasileiro,Wagner Santos (Estrela)
Almeida,BRA,DF,23,4.4,254.0,32.0,159.0,89.0,6.0,2.0,254.0,4.0,2.0,50.0,2.0,50.0,150.0,710.0,316.0,2.0,0.0,0.0,3.0,0.0,168.0,1.0,Estrela,Brasileiro,Almeida (Estrela)
Nkanyiso Shinga,RSA,"DF,MF",23,3.7,221.0,15.0,90.0,91.0,41.0,1.0,221.0,4.0,2.0,50.0,2.0,50.0,95.0,382.0,216.0,3.0,3.0,0.0,6.0,3.0,121.0,9.0,Estrela,Brasileiro,Nkanyiso Shinga (Estrela)
André Inácio,BRA,"FW,MF",21,3.8,124.0,3.0,14.0,62.0,51.0,11.0,124.0,15.0,5.0,33.3,10.0,66.7,78.0,501.0,271.0,11.0,10.0,0.0,11.0,6.0,81.0,13.0,Estrela,Brasileiro,André Inácio (Estrela)
António Filipe de Carvalho,POR,GK,38,3.0,123.0,104.0,123.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,59.0,310.0,204.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,Estrela,Brasileiro,António Filipe de Carvalho (Estrela)
Pedro Sá,POR,MF,30,3.0,175.0,8.0,26.0,123.0,26.0,1.0,175.0,5.0,3.0,60.0,1.0,20.0,77.0,254.0,154.0,0.0,3.0,0.0,2.0,2.0,116.0,3.0,Estrela,Brasileiro,Pedro Sá (Estrela)
Regis Ndo,MLI,"FW,MF",22,2.2,107.0,4.0,18.0,46.0,47.0,9.0,107.0,16.0,8.0,50.0,6.0,37.5,64.0,471.0,254.0,8.0,8.0,1.0,8.0,5.0,68.0,17.0,Estrela,Brasileiro,Regis Ndo (Estrela)
Alioune Ndour,SEN,"FW,MF",22,1.9,99.0,2.0,6.0,45.0,50.0,12.0,99.0,9.0,3.0,33.3,4.0,44.4,49.0,339.0,98.0,6.0,5.0,2.0,18.0,5.0,59.0,18.0,Estrela,Brasileiro,Alioune Ndour (Estrela)
Keliano,ANG,MF,20,1.3,65.0,6.0,18.0,41.0,6.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,23.0,85.0,21.0,0.0,0.0,0.0,1.0,2.0,35.0,3.0,Estrela,Brasileiro,Keliano (Estrela)
Gustavo Henrique,BRA,FW,24,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estrela,Brasileiro,Gustavo Henrique (Estrela)
Cambila,ANG,GK,21,0.2,11.0,8.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Estrela,Brasileiro,Cambila (Estrela)
