Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Team,Championship,Player_Team
Matheus Bahia,BRA,"DF,MF",23.0,5.5,2,0,0,10,6,1,19,8,7,0.0,0.0,0,33.0,6.0,3.0,66.7,Bahia,Brasileiro,Matheus Bahia (Bahia)
Kayky Chagas,BRA,"FW,MF",19.0,4.6,2,0,0,8,3,1,12,2,4,0.0,0.0,0,19.0,1.0,8.0,11.1,Bahia,Brasileiro,Kayky Chagas (Bahia)
Ryan Carlos,BRA,DF,20.0,6.4,3,0,0,8,3,1,34,8,6,0.0,0.0,0,40.0,10.0,8.0,55.6,Bahia,Brasileiro,Ryan Carlos (Bahia)
Raul Bicalho,BRA,DF,23.0,3.6,1,0,0,5,4,0,0,1,1,0.0,0.0,0,13.0,6.0,13.0,31.6,Bahia,Brasileiro,Raul Bicalho (Bahia)
Arthur Sales,BRA,"FW,MF",20.0,3.2,0,0,0,3,8,1,3,0,3,0.0,0.0,0,9.0,6.0,15.0,28.6,Bahia,Brasileiro,Arthur Sales (Bahia)
Lucas Mugni,ARG,"MF,FW",31.0,4.0,2,0,0,7,3,0,20,4,5,0.0,0.0,0,24.0,3.0,4.0,42.9,Bahia,Brasileiro,Lucas Mugni (Bahia)
Léo Cittadini,BRA,MF,28.0,1.5,1,0,0,5,3,0,1,3,3,0.0,0.0,0,15.0,1.0,0.0,100.0,Bahia,Brasileiro,Léo Cittadini (Bahia)
André,BRA,DF,19.0,1.4,1,0,0,2,1,0,9,1,1,0.0,0.0,0,5.0,2.0,0.0,100.0,Bahia,Brasileiro,André (Bahia)
Danilo Fernandes,BRA,GK,34.0,0.4,2,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,Bahia,Brasileiro,Danilo Fernandes (Bahia)
Diego Rosa,BRA,"MF,DF",20.0,2.7,0,0,0,6,1,0,6,5,10,0.0,0.0,0,24.0,2.0,2.0,50.0,Bahia,Brasileiro,Diego Rosa (Bahia)
Danielzinho,BRA,"FW,MF",27.0,0.9,0,0,0,0,1,0,3,0,1,0.0,0.0,0,5.0,0.0,0.0,0.0,Bahia,Brasileiro,Danielzinho (Bahia)
Mateus Claus,BRA,GK,28.0,0.6,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,Bahia,Brasileiro,Mateus Claus (Bahia)
Marcos Victor,BRA,DF,21.0,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,Bahia,Brasileiro,Marcos Victor (Bahia)
Patrick Verhon,BRA,FW,18.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,Bahia,Brasileiro,Patrick Verhon (Bahia)
Lucas Perri,BRA,GK,25.0,37.5,1,0,0,0,4,0,0,0,0,0.0,0.0,0,36.0,7.0,2.0,77.8,Botafogo (RJ),Brasileiro,Lucas Perri (Botafogo (RJ))
Víctor Cuesta,ARG,DF,34.0,35.0,9,0,0,33,25,2,30,58,31,0.0,0.0,0,170.0,77.0,41.0,65.3,Botafogo (RJ),Brasileiro,Víctor Cuesta (Botafogo (RJ))
Adryelson,BRA,DF,24.0,33.3,6,1,0,20,19,0,0,61,20,0.0,0.0,0,127.0,92.0,44.0,67.6,Botafogo (RJ),Brasileiro,Adryelson (Botafogo (RJ))
Marlon Freitas,BRA,MF,27.0,32.3,3,0,0,27,9,0,11,40,30,0.0,0.0,1,208.0,31.0,27.0,53.4,Botafogo (RJ),Brasileiro,Marlon Freitas (Botafogo (RJ))
Carlos Eduardo,BRA,MF,33.0,29.7,5,1,0,39,50,0,71,13,11,0.0,0.0,0,97.0,29.0,52.0,35.8,Botafogo (RJ),Brasileiro,Carlos Eduardo (Botafogo (RJ))
Tchê Tchê,BRA,"MF,DF",30.0,29.5,8,0,0,39,50,0,57,13,19,0.0,0.0,0,133.0,5.0,13.0,27.8,Botafogo (RJ),Brasileiro,Tchê Tchê (Botafogo (RJ))
Tiquinho Soares,BRA,FW,32.0,27.1,10,0,0,48,85,15,13,3,10,1.0,0.0,0,89.0,79.0,70.0,53.0,Botafogo (RJ),Brasileiro,Tiquinho Soares (Botafogo (RJ))
Júnior Santos,BRA,FW,28.0,24.0,2,0,0,42,37,5,57,12,24,1.0,0.0,0,109.0,33.0,47.0,41.3,Botafogo (RJ),Brasileiro,Júnior Santos (Botafogo (RJ))
João Victor Santos Sá,BRA,FW,28.0,23.6,3,0,0,31,47,4,40,30,37,1.0,0.0,0,99.0,19.0,43.0,30.6,Botafogo (RJ),Brasileiro,João Victor Santos Sá (Botafogo (RJ))
Leonel Di Plácido,ARG,DF,29.0,26.2,5,0,0,28,14,1,86,48,51,0.0,1.0,0,150.0,21.0,39.0,35.0,Botafogo (RJ),Brasileiro,Leonel Di Plácido (Botafogo (RJ))
Fernando Marçal,BRA,DF,33.0,18.1,8,1,0,39,17,0,111,38,16,0.0,0.0,0,84.0,29.0,23.0,55.8,Botafogo (RJ),Brasileiro,Fernando Marçal (Botafogo (RJ))
Hugo,BRA,DF,21.0,15.5,3,0,0,33,13,0,64,24,31,0.0,0.0,0,70.0,15.0,23.0,39.5,Botafogo (RJ),Brasileiro,Hugo (Botafogo (RJ))
Luis Henrique,BRA,"FW,MF",21.0,15.3,0,0,0,6,9,3,24,4,3,1.0,0.0,0,101.0,2.0,7.0,22.2,Botafogo (RJ),Brasileiro,Luis Henrique (Botafogo (RJ))
Danilo Barbosa,BRA,"MF,DF",26.0,11.2,5,0,0,16,27,1,3,16,9,0.0,0.0,0,77.0,16.0,9.0,64.0,Botafogo (RJ),Brasileiro,Danilo Barbosa (Botafogo (RJ))
Gabriel,BRA,MF,29.0,9.6,2,0,0,19,8,0,22,16,20,0.0,0.0,0,72.0,26.0,13.0,66.7,Botafogo (RJ),Brasileiro,Gabriel (Botafogo (RJ))
Rafael,BRA,DF,32.0,5.4,3,1,1,12,5,0,21,4,12,0.0,0.0,0,31.0,3.0,3.0,50.0,Botafogo (RJ),Brasileiro,Rafael (Botafogo (RJ))
Lucas Fernandes,BRA,MF,25.0,5.3,1,0,0,16,11,0,29,3,1,0.0,0.0,0,20.0,3.0,7.0,30.0,Botafogo (RJ),Brasileiro,Lucas Fernandes (Botafogo (RJ))
Philipe Sampaio,BRA,DF,28.0,5.5,2,0,0,9,5,2,1,6,7,0.0,0.0,0,26.0,22.0,8.0,73.3,Botafogo (RJ),Brasileiro,Philipe Sampaio (Botafogo (RJ))
Gustavo Sauer,BRA,"FW,MF",29.0,2.9,0,0,0,4,4,1,8,3,4,1.0,0.0,0,12.0,2.0,2.0,50.0,Botafogo (RJ),Brasileiro,Gustavo Sauer (Botafogo (RJ))
Diego Costa,ESP,FW,34.0,5.7,6,0,0,15,12,5,8,3,5,0.0,0.0,0,14.0,20.0,28.0,41.7,Botafogo (RJ),Brasileiro,Diego Costa (Botafogo (RJ))
Matias Segovia,PAR,FW,20.0,7.2,2,0,0,5,14,0,20,8,18,0.0,0.0,0,57.0,1.0,5.0,16.7,Botafogo (RJ),Brasileiro,Matias Segovia (Botafogo (RJ))
Janderson,BRA,"FW,MF",23.0,4.6,2,0,0,11,5,1,10,2,5,0.0,0.0,0,29.0,11.0,21.0,34.4,Botafogo (RJ),Brasileiro,Janderson (Botafogo (RJ))
JP Galvão,BRA,DF,21.0,2.2,0,0,0,3,1,0,6,3,5,0.0,0.0,0,10.0,2.0,5.0,28.6,Botafogo (RJ),Brasileiro,JP Galvão (Botafogo (RJ))
Bastos,ANG,DF,31.0,1.3,0,0,0,3,2,0,1,0,2,0.0,0.0,0,2.0,2.0,2.0,50.0,Botafogo (RJ),Brasileiro,Bastos (Botafogo (RJ))
Carlos Alberto,BRA,"FW,MF",20.0,3.3,0,0,0,5,7,0,5,1,0,1.0,0.0,0,14.0,4.0,7.0,36.4,Botafogo (RJ),Brasileiro,Carlos Alberto (Botafogo (RJ))
Matheus Nascimento,BRA,"FW,MF",18.0,1.1,2,0,0,6,3,1,0,0,1,0.0,0.0,0,5.0,2.0,6.0,25.0,Botafogo (RJ),Brasileiro,Matheus Nascimento (Botafogo (RJ))
Luis Segovia,ECU,DF,25.0,1.1,1,0,0,1,1,0,0,0,0,0.0,0.0,0,4.0,1.0,3.0,25.0,Botafogo (RJ),Brasileiro,Luis Segovia (Botafogo (RJ))
Daniel Borges,BRA,DF,29.0,0.5,0,0,0,2,1,0,2,1,2,0.0,0.0,0,2.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Daniel Borges (Botafogo (RJ))
Gatito Fernández,PAR,GK,34.0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Gatito Fernández (Botafogo (RJ))
Diego Hernández,URU,FW,22.0,0.5,1,0,0,1,3,0,2,0,1,0.0,0.0,0,2.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Diego Hernández (Botafogo (RJ))
Kayque,BRA,MF,22.0,0.3,1,0,0,1,0,0,0,1,1,0.0,0.0,0,2.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Kayque (Botafogo (RJ))
Mateo Ponte,URU,DF,19.0,0.2,0,0,0,0,0,0,0,1,0,0.0,0.0,0,1.0,0.0,1.0,0.0,Botafogo (RJ),Brasileiro,Mateo Ponte (Botafogo (RJ))
Lucas Piazon,BRA,FW,29.0,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Lucas Piazon (Botafogo (RJ))
Breno,BRA,MF,22.0,0.1,0,0,0,1,1,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Breno (Botafogo (RJ))
Newton,BRA,DF,23.0,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Newton (Botafogo (RJ))
Rai,BRA,MF,20.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Rai (Botafogo (RJ))
Cleiton Schwengber,BRA,GK,25.0,33.0,7,1,1,1,7,0,0,2,0,0.0,0.0,0,50.0,8.0,2.0,80.0,Bragantino,Brasileiro,Cleiton Schwengber (Bragantino)
Juninho Capixaba,BRA,DF,25.0,31.9,12,0,0,68,61,3,100,79,54,0.0,0.0,0,229.0,57.0,50.0,53.3,Bragantino,Brasileiro,Juninho Capixaba (Bragantino)
Lucas Evangelista,BRA,MF,27.0,30.2,6,0,0,40,70,2,172,26,28,0.0,0.0,0,167.0,66.0,79.0,45.5,Bragantino,Brasileiro,Lucas Evangelista (Bragantino)
Matheus Fernandes,BRA,MF,24.0,26.0,8,0,0,51,29,0,11,32,63,0.0,1.0,0,228.0,25.0,19.0,56.8,Bragantino,Brasileiro,Matheus Fernandes (Bragantino)
Eduardo Sasha,BRA,"FW,MF",30.0,24.8,3,0,0,22,40,10,10,10,5,0.0,0.0,0,84.0,45.0,66.0,40.5,Bragantino,Brasileiro,Eduardo Sasha (Bragantino)
Vitinho,BRA,"FW,MF",23.0,22.8,8,0,0,43,53,5,85,11,21,0.0,0.0,0,99.0,21.0,35.0,37.5,Bragantino,Brasileiro,Vitinho (Bragantino)
Jadsom,BRA,MF,21.0,21.1,8,0,0,45,17,1,22,27,21,0.0,3.0,0,161.0,15.0,19.0,44.1,Bragantino,Brasileiro,Jadsom (Bragantino)
Helinho,BRA,FW,22.0,15.4,8,0,0,25,26,3,120,8,16,0.0,0.0,0,88.0,11.0,10.0,52.4,Bragantino,Brasileiro,Helinho (Bragantino)
Leonardo Realpe,ECU,DF,21.0,18.7,3,1,0,24,6,0,3,25,10,0.0,0.0,0,100.0,46.0,42.0,52.3,Bragantino,Brasileiro,Leonardo Realpe (Bragantino)
Leo Ortiz,BRA,DF,27.0,17.8,3,0,0,12,6,0,5,30,11,0.0,1.0,1,115.0,56.0,19.0,74.7,Bragantino,Brasileiro,Leo Ortiz (Bragantino)
José Hurtado,ECU,DF,21.0,18.0,3,0,0,15,4,2,88,21,26,0.0,0.0,0,113.0,24.0,29.0,45.3,Bragantino,Brasileiro,José Hurtado (Bragantino)
Aderlan Silva,BRA,DF,32.0,15.8,6,1,0,35,9,0,57,26,31,0.0,1.0,0,109.0,25.0,19.0,56.8,Bragantino,Brasileiro,Aderlan Silva (Bragantino)
Eric Ramires,BRA,MF,22.0,15.3,1,1,0,21,16,1,18,12,10,0.0,0.0,0,102.0,10.0,13.0,43.5,Bragantino,Brasileiro,Eric Ramires (Bragantino)
Luan Patrick,BRA,DF,21.0,12.4,3,0,0,11,3,0,1,17,6,0.0,0.0,0,79.0,8.0,18.0,30.8,Bragantino,Brasileiro,Luan Patrick (Bragantino)
Luan Cândido,BRA,DF,21.0,12.0,3,0,0,20,6,1,14,13,12,0.0,0.0,0,43.0,47.0,24.0,66.2,Bragantino,Brasileiro,Luan Cândido (Bragantino)
Eduardo Santos,BRA,DF,25.0,11.3,2,0,0,14,8,0,1,14,9,0.0,0.0,0,71.0,26.0,21.0,55.3,Bragantino,Brasileiro,Eduardo Santos (Bragantino)
Thiago Borbas,URU,FW,20.0,15.9,7,1,0,41,13,3,15,2,9,0.0,0.0,0,47.0,44.0,58.0,43.1,Bragantino,Brasileiro,Thiago Borbas (Bragantino)
Henry Mosquera,COL,"FW,MF",21.0,11.8,1,0,0,29,20,3,32,1,11,0.0,0.0,0,52.0,4.0,12.0,25.0,Bragantino,Brasileiro,Henry Mosquera (Bragantino)
Natan,BRA,DF,21.0,9.3,1,0,0,14,6,1,2,9,5,0.0,0.0,0,50.0,19.0,13.0,59.4,Bragantino,Brasileiro,Natan (Bragantino)
Bruno,BRA,"FW,MF",19.0,7.9,0,0,0,2,8,1,17,2,4,0.0,1.0,0,30.0,0.0,5.0,0.0,Bragantino,Brasileiro,Bruno (Bragantino)
Marcos Vinicios Sorriso,BRA,"FW,DF",21.0,10.4,2,0,0,10,25,4,102,8,15,0.0,0.0,0,68.0,11.0,29.0,27.5,Bragantino,Brasileiro,Marcos Vinicios Sorriso (Bragantino)
Lucão,BRA,GK,21.0,5.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,4.0,1.0,0.0,100.0,Bragantino,Brasileiro,Lucão (Bragantino)
Gustavinho,BRA,"MF,FW",18.0,7.4,2,0,0,14,5,0,11,7,5,0.0,0.0,0,50.0,10.0,16.0,38.5,Bragantino,Brasileiro,Gustavinho (Bragantino)
Matheus Gonçalves,BRA,"FW,MF",17.0,5.1,3,0,0,6,10,2,11,0,3,2.0,0.0,0,39.0,2.0,6.0,25.0,Bragantino,Brasileiro,Matheus Gonçalves (Bragantino)
Alerrandro,BRA,"FW,MF",23.0,4.5,3,1,0,9,9,5,1,0,2,0.0,0.0,0,6.0,4.0,20.0,16.7,Bragantino,Brasileiro,Alerrandro (Bragantino)
Lucão,BRA,DF,24.0,2.2,1,0,0,4,2,1,0,5,1,0.0,0.0,0,16.0,6.0,11.0,35.3,Bragantino,Brasileiro,Lucão (Bragantino)
Guilherme,BRA,"DF,MF",20.0,2.9,0,0,0,5,0,1,10,3,4,0.0,0.0,0,15.0,2.0,3.0,40.0,Bragantino,Brasileiro,Guilherme (Bragantino)
Ignacio Laquintana,URU,FW,23.0,2.0,0,0,0,3,4,2,6,1,3,0.0,0.0,0,11.0,1.0,0.0,100.0,Bragantino,Brasileiro,Ignacio Laquintana (Bragantino)
Talisson,BRA,FW,20.0,1.7,0,0,0,8,4,0,3,2,1,0.0,1.0,0,8.0,1.0,3.0,25.0,Bragantino,Brasileiro,Talisson (Bragantino)
Raul,BRA,"MF,DF",26.0,1.2,1,0,0,1,1,0,0,1,0,0.0,0.0,0,11.0,1.0,2.0,33.3,Bragantino,Brasileiro,Raul (Bragantino)
Yani Quintero,COL,MF,20.0,1.1,1,0,0,5,1,0,0,1,4,0.0,0.0,0,7.0,3.0,0.0,100.0,Bragantino,Brasileiro,Yani Quintero (Bragantino)
Cipriano,BRA,DF,20.0,0.8,1,0,0,4,0,0,0,2,1,0.0,0.0,0,2.0,0.0,0.0,0.0,Bragantino,Brasileiro,Cipriano (Bragantino)
Lucas Cunha,BRA,DF,26.0,0.8,0,0,0,1,0,0,0,1,0,0.0,0.0,0,1.0,3.0,2.0,60.0,Bragantino,Brasileiro,Lucas Cunha (Bragantino)
Nathan Camargo,BRA,MF,17.0,0.1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,2.0,0.0,0.0,0.0,Bragantino,Brasileiro,Nathan Camargo (Bragantino)
Bruno Praxedes,BRA,MF,20.0,0.1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,Bragantino,Brasileiro,Bruno Praxedes (Bragantino)
Cássio,BRA,GK,35.0,36.8,2,0,0,1,6,0,0,0,0,0.0,1.0,0,16.0,11.0,1.0,91.7,Corinthians,Brasileiro,Cássio (Corinthians)
Gil,BRA,DF,35.0,32.0,10,0,0,31,8,4,2,27,30,0.0,2.0,0,125.0,75.0,41.0,64.7,Corinthians,Brasileiro,Gil (Corinthians)
Yuri Alberto,BRA,FW,21.0,30.2,6,0,0,66,71,15,13,3,14,1.0,0.0,0,67.0,63.0,79.0,44.4,Corinthians,Brasileiro,Yuri Alberto (Corinthians)
Maycon,BRA,MF,25.0,26.7,4,1,0,27,9,3,32,33,26,0.0,0.0,0,155.0,8.0,25.0,24.2,Corinthians,Brasileiro,Maycon (Corinthians)
Fagner,BRA,DF,33.0,23.3,10,0,0,22,40,0,119,17,27,0.0,0.0,0,132.0,6.0,11.0,35.3,Corinthians,Brasileiro,Fagner (Corinthians)
Fábio Santos,BRA,DF,37.0,18.6,7,0,0,23,26,1,30,19,15,0.0,0.0,0,73.0,27.0,18.0,60.0,Corinthians,Brasileiro,Fábio Santos (Corinthians)
Bruno Méndez,URU,DF,23.0,18.3,5,1,0,18,4,1,14,22,22,0.0,1.0,0,72.0,34.0,23.0,59.6,Corinthians,Brasileiro,Bruno Méndez (Corinthians)
Matheus Bidu,BRA,DF,23.0,18.4,2,0,0,24,37,0,105,31,20,0.0,2.0,0,125.0,27.0,20.0,57.4,Corinthians,Brasileiro,Matheus Bidu (Corinthians)
Giuliano de Paula,BRA,"MF,FW",32.0,18.1,2,0,0,19,17,0,7,13,16,0.0,0.0,0,91.0,14.0,25.0,35.9,Corinthians,Brasileiro,Giuliano de Paula (Corinthians)
Fausto Vera,ARG,MF,22.0,15.3,6,0,0,29,10,1,7,16,12,0.0,0.0,0,96.0,12.0,15.0,44.4,Corinthians,Brasileiro,Fausto Vera (Corinthians)
Renato Augusto,BRA,MF,34.0,14.2,1,0,0,11,24,2,57,8,8,1.0,0.0,0,44.0,9.0,6.0,60.0,Corinthians,Brasileiro,Renato Augusto (Corinthians)
Roger Guedes,BRA,"FW,MF",26.0,15.0,3,0,0,10,42,6,21,1,3,0.0,0.0,0,33.0,22.0,14.0,61.1,Corinthians,Brasileiro,Roger Guedes (Corinthians)
Lucas Veríssimo,BRA,DF,27.0,14.5,4,1,0,15,4,4,0,10,11,0.0,0.0,0,62.0,57.0,28.0,67.1,Corinthians,Brasileiro,Lucas Veríssimo (Corinthians)
Gabriel Moscardo,BRA,MF,17.0,12.6,6,0,0,18,8,0,2,20,22,0.0,0.0,0,69.0,22.0,10.0,68.8,Corinthians,Brasileiro,Gabriel Moscardo (Corinthians)
Caetano,BRA,DF,23.0,13.4,3,0,0,10,8,0,1,19,8,0.0,1.0,0,62.0,17.0,15.0,53.1,Corinthians,Brasileiro,Caetano (Corinthians)
Ángel Romero,PAR,FW,30.0,13.3,2,0,0,8,31,4,63,5,14,0.0,0.0,0,67.0,21.0,25.0,45.7,Corinthians,Brasileiro,Ángel Romero (Corinthians)
Murillo,BRA,DF,20.0,12.9,3,0,0,13,4,0,0,16,9,0.0,0.0,1,79.0,31.0,18.0,63.3,Corinthians,Brasileiro,Murillo (Corinthians)
Ruan Oliveira Ferreira,BRA,"MF,FW",22.0,9.8,3,0,0,19,13,1,44,8,13,1.0,0.0,0,43.0,1.0,10.0,9.1,Corinthians,Brasileiro,Ruan Oliveira Ferreira (Corinthians)
Adson,BRA,"FW,MF",22.0,9.5,0,0,0,11,20,5,10,8,26,0.0,0.0,0,52.0,7.0,4.0,63.6,Corinthians,Brasileiro,Adson (Corinthians)
Wesley Ribeiro,BRA,"FW,MF",17.0,9.6,2,0,0,10,37,1,29,6,11,1.0,0.0,0,45.0,2.0,9.0,18.2,Corinthians,Brasileiro,Wesley Ribeiro (Corinthians)
Budiga Roni,BRA,MF,23.0,7.5,2,0,0,15,3,0,1,6,13,0.0,0.0,0,42.0,3.0,4.0,42.9,Corinthians,Brasileiro,Budiga Roni (Corinthians)
Matías Rojas,PAR,"MF,FW",27.0,7.0,1,0,0,8,4,0,35,1,4,0.0,0.0,0,39.0,5.0,4.0,55.6,Corinthians,Brasileiro,Matías Rojas (Corinthians)
Pedrinho Santos,BRA,"FW,MF",16.0,6.9,1,0,0,12,22,2,16,5,4,1.0,0.0,0,25.0,5.0,12.0,29.4,Corinthians,Brasileiro,Pedrinho Santos (Corinthians)
Guilherme Biro,BRA,"FW,MF",18.0,6.4,2,0,0,14,19,2,13,3,4,0.0,0.0,0,37.0,4.0,8.0,33.3,Corinthians,Brasileiro,Guilherme Biro (Corinthians)
Matheus Araújo,BRA,"MF,FW",20.0,6.5,0,0,0,11,8,1,13,9,7,0.0,0.0,0,44.0,6.0,9.0,40.0,Corinthians,Brasileiro,Matheus Araújo (Corinthians)
Felipe Augusto,BRA,"FW,MF",18.0,3.6,0,0,0,8,10,1,1,1,2,0.0,0.0,0,11.0,12.0,15.0,44.4,Corinthians,Brasileiro,Felipe Augusto (Corinthians)
Víctor Cantillo,COL,MF,29.0,3.0,0,0,0,4,5,0,0,6,6,0.0,0.0,0,18.0,5.0,3.0,62.5,Corinthians,Brasileiro,Víctor Cantillo (Corinthians)
Du Queiroz,BRA,"MF,DF",23.0,2.0,1,0,0,6,1,0,0,3,1,0.0,0.0,0,18.0,1.0,1.0,50.0,Corinthians,Brasileiro,Du Queiroz (Corinthians)
Léo Mana,BRA,DF,18.0,1.5,1,0,0,2,0,0,2,2,2,0.0,0.0,0,6.0,4.0,1.0,80.0,Corinthians,Brasileiro,Léo Mana (Corinthians)
Chrystian Barletta,BRA,MF,21.0,1.4,0,0,0,3,4,0,2,1,3,0.0,0.0,0,0.0,0.0,0.0,0.0,Corinthians,Brasileiro,Chrystian Barletta (Corinthians)
Gustavo Mosquito,BRA,"FW,MF",25.0,3.4,2,0,0,4,10,0,10,1,5,0.0,0.0,0,20.0,4.0,5.0,44.4,Corinthians,Brasileiro,Gustavo Mosquito (Corinthians)
Paulinho,BRA,"MF,FW",34.0,1.6,0,0,0,2,2,0,1,1,3,0.0,0.0,0,8.0,2.0,3.0,40.0,Corinthians,Brasileiro,Paulinho (Corinthians)
Giovane,BRA,FW,19.0,1.5,0,0,0,0,0,1,0,0,0,0.0,0.0,0,4.0,3.0,3.0,50.0,Corinthians,Brasileiro,Giovane (Corinthians)
Carlos Miguel,BRA,GK,24.0,1.2,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0,Corinthians,Brasileiro,Carlos Miguel (Corinthians)
Fabián Balbuena,PAR,DF,31.0,1.0,0,0,0,1,0,0,0,3,0,0.0,0.0,0,1.0,4.0,2.0,66.7,Corinthians,Brasileiro,Fabián Balbuena (Corinthians)
Júnior Moraes,UKR,DF,35.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0.0,0.0,1.0,0.0,Corinthians,Brasileiro,Júnior Moraes (Corinthians)
Gabriel,BRA,GK,30.0,30.7,3,0,0,0,4,0,0,0,1,0.0,0.0,0,22.0,9.0,1.0,90.0,Coritiba,Brasileiro,Gabriel (Coritiba)
Robson,BRA,"MF,FW",31.0,26.1,13,0,0,61,48,4,53,20,29,4.0,1.0,0,118.0,58.0,62.0,48.3,Coritiba,Brasileiro,Robson (Coritiba)
Natanael,BRA,DF,21.0,27.8,8,0,0,50,33,5,77,31,63,0.0,1.0,0,160.0,31.0,35.0,47.0,Coritiba,Brasileiro,Natanael (Coritiba)
Marcelino Moreno,ARG,MF,28.0,25.6,6,0,0,25,74,3,157,13,19,1.0,1.0,0,158.0,5.0,23.0,17.9,Coritiba,Brasileiro,Marcelino Moreno (Coritiba)
Bruno Gomes,BRA,MF,21.0,24.4,4,1,0,40,57,2,30,33,28,1.0,1.0,0,115.0,17.0,30.0,36.2,Coritiba,Brasileiro,Bruno Gomes (Coritiba)
Benjamín Kuscevic,CHI,DF,26.0,22.5,7,0,0,27,9,1,2,38,26,0.0,1.0,0,106.0,40.0,39.0,50.6,Coritiba,Brasileiro,Benjamín Kuscevic (Coritiba)
Henrique,BRA,DF,36.0,22.5,7,0,0,22,5,0,0,18,5,0.0,0.0,0,75.0,33.0,34.0,49.3,Coritiba,Brasileiro,Henrique (Coritiba)
Jamerson,BRA,"DF,FW",24.0,21.0,4,1,0,24,12,3,61,28,32,0.0,0.0,0,152.0,26.0,21.0,55.3,Coritiba,Brasileiro,Jamerson (Coritiba)
Sebastián Gómez,COL,MF,26.0,15.9,3,0,0,19,19,2,14,15,14,0.0,0.0,0,84.0,14.0,19.0,42.4,Coritiba,Brasileiro,Sebastián Gómez (Coritiba)
Victor Luis,BRA,DF,29.0,17.4,4,0,0,19,11,0,68,27,21,0.0,1.0,1,91.0,15.0,26.0,36.6,Coritiba,Brasileiro,Victor Luis (Coritiba)
Matheus Bianqui,BRA,MF,25.0,15.8,8,0,0,40,28,3,9,20,25,0.0,0.0,1,79.0,42.0,37.0,53.2,Coritiba,Brasileiro,Matheus Bianqui (Coritiba)
Andrey Ramos do Nascimento,BRA,MF,24.0,12.5,5,0,0,26,16,1,27,20,21,0.0,1.0,0,108.0,14.0,8.0,63.6,Coritiba,Brasileiro,Andrey Ramos do Nascimento (Coritiba)
Willian Farias,BRA,MF,33.0,10.7,5,1,1,14,8,0,1,23,10,0.0,0.0,0,63.0,11.0,9.0,55.0,Coritiba,Brasileiro,Willian Farias (Coritiba)
Thalisson Gabriel,BRA,DF,21.0,10.5,2,0,0,7,5,0,1,11,8,0.0,0.0,0,44.0,22.0,13.0,62.9,Coritiba,Brasileiro,Thalisson Gabriel (Coritiba)
Islam Slimani,ALG,FW,34.0,9.1,2,1,1,12,11,9,2,0,0,0.0,0.0,0,15.0,26.0,21.0,55.3,Coritiba,Brasileiro,Islam Slimani (Coritiba)
Kaio,BRA,"MF,FW",18.0,9.8,4,0,0,24,54,5,17,7,16,0.0,0.0,0,61.0,5.0,16.0,23.8,Coritiba,Brasileiro,Kaio (Coritiba)
Bruno Viana,BRA,DF,27.0,9.0,4,0,0,13,1,0,2,12,6,0.0,0.0,0,40.0,19.0,10.0,65.5,Coritiba,Brasileiro,Bruno Viana (Coritiba)
Alef Manga,BRA,"FW,MF",28.0,8.9,3,0,0,10,11,8,11,3,7,0.0,0.0,0,25.0,11.0,15.0,42.3,Coritiba,Brasileiro,Alef Manga (Coritiba)
Diogo,BRA,"FW,MF",26.0,8.4,2,0,0,18,11,4,7,4,13,0.0,0.0,0,26.0,36.0,29.0,55.4,Coritiba,Brasileiro,Diogo (Coritiba)
Liziero,BRA,MF,24.0,6.5,1,0,0,9,6,0,5,8,10,0.0,0.0,0,39.0,6.0,2.0,75.0,Coritiba,Brasileiro,Liziero (Coritiba)
