Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Team,Championship,Player_Team
Kanu,BRA,DF,25.0,32.3,1,20,5,25.0,0.62,0.15,0.05,0.2,13.0,0.0,0,0,1.7,1.7,0.09,-0.7,-0.7,Bahia,Brasileiro,Kanu (Bahia)
Rezende,BRA,"MF,DF",28.0,30.1,2,22,4,18.2,0.73,0.13,0.09,0.5,16.5,0.0,0,0,0.9,0.9,0.04,1.1,1.1,Bahia,Brasileiro,Rezende (Bahia)
Cauly Oliveira Souza,BRA,"MF,FW",27.0,28.3,4,65,18,27.7,2.3,0.64,0.06,0.22,19.9,4.0,0,0,5.4,5.4,0.08,-1.4,-1.4,Bahia,Brasileiro,Cauly Oliveira Souza (Bahia)
Vitor Hugo,BRA,DF,31.0,23.7,1,14,3,21.4,0.59,0.13,0.07,0.33,12.5,0.0,0,0,0.7,0.7,0.05,0.3,0.3,Bahia,Brasileiro,Vitor Hugo (Bahia)
Everaldo Stum,BRA,FW,31.0,24.2,9,57,22,38.6,2.36,0.91,0.12,0.32,15.3,0.0,2,2,6.8,5.2,0.09,2.2,1.8,Bahia,Brasileiro,Everaldo Stum (Bahia)
Nicolás Acevedo,URU,MF,23.0,21.9,0,23,4,17.4,1.05,0.18,0.0,0.0,25.3,0.0,0,0,0.9,0.9,0.04,-0.9,-0.9,Bahia,Brasileiro,Nicolás Acevedo (Bahia)
Gilberto,BRA,DF,29.0,20.6,1,18,4,22.2,0.87,0.19,0.06,0.25,26.1,1.0,0,0,0.6,0.6,0.04,0.4,0.4,Bahia,Brasileiro,Gilberto (Bahia)
Ademir Santos,BRA,"FW,MF",27.0,19.3,6,43,16,37.2,2.22,0.83,0.14,0.38,17.1,1.0,0,0,8.1,8.1,0.19,-2.1,-2.1,Bahia,Brasileiro,Ademir Santos (Bahia)
Yago,BRA,MF,27.0,15.1,0,14,4,28.6,0.92,0.26,0.0,0.0,27.4,0.0,0,0,0.4,0.4,0.03,-0.4,-0.4,Bahia,Brasileiro,Yago (Bahia)
Gabriel Teixeira,BRA,"FW,MF",21.0,15.1,5,46,15,32.6,3.04,0.99,0.11,0.33,17.8,1.0,0,0,5.2,5.2,0.11,-0.2,-0.2,Bahia,Brasileiro,Gabriel Teixeira (Bahia)
Camilo Cándido,URU,DF,27.0,13.8,1,10,4,40.0,0.72,0.29,0.1,0.25,25.1,1.0,0,0,0.4,0.4,0.04,0.6,0.6,Bahia,Brasileiro,Camilo Cándido (Bahia)
Gabriel,BRA,DF,21.0,10.9,0,7,3,42.9,0.64,0.28,0.0,0.0,13.7,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Bahia,Brasileiro,Gabriel (Bahia)
David Duarte,BRA,DF,28.0,9.6,1,7,2,28.6,0.73,0.21,0.14,0.5,13.2,0.0,0,0,0.6,0.6,0.08,0.4,0.4,Bahia,Brasileiro,David Duarte (Bahia)
Cicinho,BUL,DF,34.0,8.4,0,5,2,40.0,0.6,0.24,0.0,0.0,13.1,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,Bahia,Brasileiro,Cicinho (Bahia)
Rafael Ratão,BRA,"FW,MF",27.0,8.7,4,24,11,45.8,2.77,1.27,0.17,0.36,17.1,0.0,0,0,2.9,2.9,0.12,1.1,1.1,Bahia,Brasileiro,Rafael Ratão (Bahia)
Vinicius Mingotti,BRA,FW,23.0,7.3,2,12,6,50.0,1.64,0.82,0.17,0.33,13.3,0.0,0,0,1.9,1.9,0.16,0.1,0.1,Bahia,Brasileiro,Vinicius Mingotti (Bahia)
Vítor Jacaré,BRA,"DF,MF",23.0,9.5,1,23,7,30.4,2.42,0.74,0.04,0.14,22.2,3.0,0,0,1.1,1.1,0.05,-0.1,-0.1,Bahia,Brasileiro,Vítor Jacaré (Bahia)
Jhoanner Chávez,ECU,"DF,MF",20.0,6.5,0,4,1,25.0,0.61,0.15,0.0,0.0,24.7,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Bahia,Brasileiro,Jhoanner Chávez (Bahia)
Luciano Juba,BRA,"DF,MF",23.0,7.2,1,14,3,21.4,1.95,0.42,0.07,0.33,24.4,2.0,0,0,1.1,1.1,0.08,-0.1,-0.1,Bahia,Brasileiro,Luciano Juba (Bahia)
Matheus Bahia,BRA,"DF,MF",23.0,5.5,0,5,1,20.0,0.91,0.18,0.0,0.0,23.4,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Bahia,Brasileiro,Matheus Bahia (Bahia)
Kayky Chagas,BRA,"FW,MF",19.0,4.6,2,10,3,30.0,2.2,0.66,0.2,0.67,13.7,0.0,0,0,1.5,1.5,0.15,0.5,0.5,Bahia,Brasileiro,Kayky Chagas (Bahia)
Ryan Carlos,BRA,DF,20.0,6.4,0,2,1,50.0,0.31,0.16,0.0,0.0,20.6,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Bahia,Brasileiro,Ryan Carlos (Bahia)
Raul Bicalho,BRA,DF,23.0,3.6,0,4,0,0.0,1.12,0.0,0.0,0.0,10.4,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3,Bahia,Brasileiro,Raul Bicalho (Bahia)
Arthur Sales,BRA,"FW,MF",20.0,3.2,1,7,3,42.9,2.17,0.93,0.14,0.33,15.6,0.0,0,0,0.9,0.9,0.13,0.1,0.1,Bahia,Brasileiro,Arthur Sales (Bahia)
Lucas Mugni,ARG,"MF,FW",31.0,4.0,0,4,2,50.0,1.0,0.5,0.0,0.0,24.2,1.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Bahia,Brasileiro,Lucas Mugni (Bahia)
Léo Cittadini,BRA,MF,28.0,1.5,0,2,1,50.0,1.29,0.65,0.0,0.0,20.3,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Bahia,Brasileiro,Léo Cittadini (Bahia)
André,BRA,DF,19.0,1.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Bahia,Brasileiro,André (Bahia)
Danilo Fernandes,BRA,GK,34.0,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Bahia,Brasileiro,Danilo Fernandes (Bahia)
Diego Rosa,BRA,"MF,DF",20.0,2.7,0,8,2,25.0,2.93,0.73,0.0,0.0,25.5,2.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Bahia,Brasileiro,Diego Rosa (Bahia)
Danielzinho,BRA,"FW,MF",27.0,0.9,0,1,1,100.0,1.14,1.14,0.0,0.0,18.9,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Bahia,Brasileiro,Danielzinho (Bahia)
Mateus Claus,BRA,GK,28.0,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Bahia,Brasileiro,Mateus Claus (Bahia)
Marcos Victor,BRA,DF,21.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Bahia,Brasileiro,Marcos Victor (Bahia)
Patrick Verhon,BRA,FW,18.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Bahia,Brasileiro,Patrick Verhon (Bahia)
Lucas Perri,BRA,GK,25.0,37.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Lucas Perri (Botafogo (RJ))
Víctor Cuesta,ARG,DF,34.0,35.0,1,22,5,22.7,0.63,0.14,0.05,0.2,13.8,3.0,0,0,2.4,2.2,0.1,-1.4,-1.2,Botafogo (RJ),Brasileiro,Víctor Cuesta (Botafogo (RJ))
Adryelson,BRA,DF,24.0,33.3,1,12,5,41.7,0.36,0.15,0.08,0.2,9.9,0.0,0,0,1.1,1.1,0.09,-0.1,-0.1,Botafogo (RJ),Brasileiro,Adryelson (Botafogo (RJ))
Marlon Freitas,BRA,MF,27.0,32.3,1,41,5,12.2,1.27,0.15,0.02,0.2,26.0,0.0,0,0,2.1,2.1,0.05,-1.1,-1.1,Botafogo (RJ),Brasileiro,Marlon Freitas (Botafogo (RJ))
Carlos Eduardo,BRA,MF,33.0,29.7,6,43,18,41.9,1.45,0.61,0.14,0.33,16.0,8.0,0,0,5.5,5.5,0.13,0.5,0.5,Botafogo (RJ),Brasileiro,Carlos Eduardo (Botafogo (RJ))
Tchê Tchê,BRA,"MF,DF",30.0,29.5,2,45,12,26.7,1.52,0.41,0.04,0.17,25.0,1.0,0,0,1.9,1.9,0.04,0.1,0.1,Botafogo (RJ),Brasileiro,Tchê Tchê (Botafogo (RJ))
Tiquinho Soares,BRA,FW,32.0,27.1,17,76,24,31.6,2.81,0.89,0.16,0.5,17.5,1.0,5,7,13.1,7.6,0.1,3.9,4.4,Botafogo (RJ),Brasileiro,Tiquinho Soares (Botafogo (RJ))
Júnior Santos,BRA,FW,28.0,24.0,7,69,21,30.4,2.87,0.87,0.1,0.33,18.2,1.0,0,0,6.6,6.6,0.1,0.4,0.4,Botafogo (RJ),Brasileiro,Júnior Santos (Botafogo (RJ))
João Victor Santos Sá,BRA,FW,28.0,23.6,4,47,20,42.6,1.99,0.85,0.09,0.2,18.5,0.0,0,0,5.0,5.0,0.11,-1.0,-1.0,Botafogo (RJ),Brasileiro,João Victor Santos Sá (Botafogo (RJ))
Leonel Di Plácido,ARG,DF,29.0,26.2,1,10,3,30.0,0.38,0.11,0.1,0.33,27.8,0.0,0,0,0.2,0.2,0.02,0.8,0.8,Botafogo (RJ),Brasileiro,Leonel Di Plácido (Botafogo (RJ))
Fernando Marçal,BRA,DF,33.0,18.1,0,8,1,12.5,0.44,0.06,0.0,0.0,23.3,1.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Botafogo (RJ),Brasileiro,Fernando Marçal (Botafogo (RJ))
Hugo,BRA,DF,21.0,15.5,0,8,2,25.0,0.52,0.13,0.0,0.0,27.4,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Botafogo (RJ),Brasileiro,Hugo (Botafogo (RJ))
Luis Henrique,BRA,"FW,MF",21.0,15.3,4,27,13,48.1,1.76,0.85,0.15,0.31,20.2,0.0,0,0,3.3,3.3,0.12,0.7,0.7,Botafogo (RJ),Brasileiro,Luis Henrique (Botafogo (RJ))
Danilo Barbosa,BRA,"MF,DF",26.0,11.2,3,10,4,40.0,0.89,0.36,0.3,0.75,14.9,0.0,0,0,1.0,1.0,0.1,2.0,2.0,Botafogo (RJ),Brasileiro,Danilo Barbosa (Botafogo (RJ))
Gabriel,BRA,MF,29.0,9.6,0,15,4,26.7,1.56,0.42,0.0,0.0,23.3,3.0,0,0,0.7,0.7,0.05,-0.7,-0.7,Botafogo (RJ),Brasileiro,Gabriel (Botafogo (RJ))
Rafael,BRA,DF,32.0,5.4,0,1,1,100.0,0.19,0.19,0.0,0.0,28.2,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Botafogo (RJ),Brasileiro,Rafael (Botafogo (RJ))
Lucas Fernandes,BRA,MF,25.0,5.3,0,17,5,29.4,3.23,0.95,0.0,0.0,18.9,1.0,0,0,1.1,1.1,0.07,-1.1,-1.1,Botafogo (RJ),Brasileiro,Lucas Fernandes (Botafogo (RJ))
Philipe Sampaio,BRA,DF,28.0,5.5,0,2,0,0.0,0.36,0.0,0.0,0.0,10.0,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Botafogo (RJ),Brasileiro,Philipe Sampaio (Botafogo (RJ))
Gustavo Sauer,BRA,"FW,MF",29.0,2.9,2,5,2,40.0,1.74,0.7,0.4,1.0,19.7,0.0,0,0,0.2,0.2,0.05,1.8,1.8,Botafogo (RJ),Brasileiro,Gustavo Sauer (Botafogo (RJ))
Diego Costa,ESP,FW,34.0,5.7,3,16,7,43.8,2.79,1.22,0.19,0.43,12.8,1.0,0,0,1.9,1.9,0.12,1.1,1.1,Botafogo (RJ),Brasileiro,Diego Costa (Botafogo (RJ))
Matias Segovia,PAR,FW,20.0,7.2,0,11,4,36.4,1.52,0.55,0.0,0.0,22.5,1.0,0,0,0.9,0.9,0.08,-0.9,-0.9,Botafogo (RJ),Brasileiro,Matias Segovia (Botafogo (RJ))
Janderson,BRA,"FW,MF",23.0,4.6,1,14,4,28.6,3.04,0.87,0.07,0.25,16.8,0.0,0,0,1.7,1.7,0.12,-0.7,-0.7,Botafogo (RJ),Brasileiro,Janderson (Botafogo (RJ))
JP Galvão,BRA,DF,21.0,2.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,JP Galvão (Botafogo (RJ))
Bastos,ANG,DF,31.0,1.3,0,1,0,0.0,0.76,0.0,0.0,0.0,8.9,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Botafogo (RJ),Brasileiro,Bastos (Botafogo (RJ))
Carlos Alberto,BRA,"FW,MF",20.0,3.3,2,7,3,42.9,2.13,0.91,0.29,0.67,12.5,0.0,0,0,1.1,1.1,0.16,0.9,0.9,Botafogo (RJ),Brasileiro,Carlos Alberto (Botafogo (RJ))
Matheus Nascimento,BRA,"FW,MF",18.0,1.1,1,3,2,66.7,2.76,1.84,0.33,0.5,9.4,0.0,0,0,0.8,0.8,0.28,0.2,0.2,Botafogo (RJ),Brasileiro,Matheus Nascimento (Botafogo (RJ))
Luis Segovia,ECU,DF,25.0,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Luis Segovia (Botafogo (RJ))
Daniel Borges,BRA,DF,29.0,0.5,0,1,1,100.0,2.0,2.0,0.0,0.0,26.5,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Botafogo (RJ),Brasileiro,Daniel Borges (Botafogo (RJ))
Gatito Fernández,PAR,GK,34.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Gatito Fernández (Botafogo (RJ))
Diego Hernández,URU,FW,22.0,0.5,0,3,2,66.7,6.59,4.39,0.0,0.0,22.2,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Botafogo (RJ),Brasileiro,Diego Hernández (Botafogo (RJ))
Kayque,BRA,MF,22.0,0.3,0,1,0,0.0,3.33,0.0,0.0,0.0,25.3,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Botafogo (RJ),Brasileiro,Kayque (Botafogo (RJ))
Mateo Ponte,URU,DF,19.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Mateo Ponte (Botafogo (RJ))
Lucas Piazon,BRA,FW,29.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Lucas Piazon (Botafogo (RJ))
Breno,BRA,MF,22.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Breno (Botafogo (RJ))
Newton,BRA,DF,23.0,0.1,0,1,0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Newton (Botafogo (RJ))
Rai,BRA,MF,20.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Rai (Botafogo (RJ))
Cleiton Schwengber,BRA,GK,25.0,33.0,0,2,0,0.0,0.06,0.0,0.0,0.0,12.3,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Bragantino,Brasileiro,Cleiton Schwengber (Bragantino)
Juninho Capixaba,BRA,DF,25.0,31.9,2,51,21,41.2,1.6,0.66,0.04,0.1,20.2,2.0,0,0,2.9,2.9,0.06,-0.9,-0.9,Bragantino,Brasileiro,Juninho Capixaba (Bragantino)
Lucas Evangelista,BRA,MF,27.0,30.2,1,67,13,19.4,2.22,0.43,0.01,0.08,21.2,4.0,0,0,3.7,3.7,0.06,-2.7,-2.7,Bragantino,Brasileiro,Lucas Evangelista (Bragantino)
Matheus Fernandes,BRA,MF,24.0,26.0,1,24,6,25.0,0.92,0.23,0.04,0.17,28.0,0.0,0,0,0.8,0.8,0.03,0.2,0.2,Bragantino,Brasileiro,Matheus Fernandes (Bragantino)
Eduardo Sasha,BRA,"FW,MF",30.0,24.8,11,62,23,37.1,2.5,0.93,0.13,0.35,16.2,0.0,3,3,11.4,9.0,0.15,-0.4,-1.0,Bragantino,Brasileiro,Eduardo Sasha (Bragantino)
Vitinho,BRA,"FW,MF",23.0,22.8,2,67,20,29.9,2.94,0.88,0.03,0.1,18.9,0.0,0,0,3.8,3.8,0.06,-1.8,-1.8,Bragantino,Brasileiro,Vitinho (Bragantino)
Jadsom,BRA,MF,21.0,21.1,1,23,6,26.1,1.09,0.28,0.04,0.17,27.7,0.0,0,0,1.2,1.2,0.05,-0.2,-0.2,Bragantino,Brasileiro,Jadsom (Bragantino)
Helinho,BRA,FW,22.0,15.4,3,43,17,39.5,2.8,1.11,0.07,0.18,23.1,6.0,0,0,3.2,3.2,0.07,-0.2,-0.2,Bragantino,Brasileiro,Helinho (Bragantino)
Leonardo Realpe,ECU,DF,21.0,18.7,0,5,1,20.0,0.27,0.05,0.0,0.0,10.7,0.0,0,0,0.5,0.5,0.11,-0.5,-0.5,Bragantino,Brasileiro,Leonardo Realpe (Bragantino)
Leo Ortiz,BRA,DF,27.0,17.8,2,14,6,42.9,0.79,0.34,0.14,0.33,10.7,0.0,0,0,1.9,1.9,0.14,0.1,0.1,Bragantino,Brasileiro,Leo Ortiz (Bragantino)
José Hurtado,ECU,DF,21.0,18.0,0,7,2,28.6,0.39,0.11,0.0,0.0,26.9,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Bragantino,Brasileiro,José Hurtado (Bragantino)
Aderlan Silva,BRA,DF,32.0,15.8,0,12,1,8.3,0.76,0.06,0.0,0.0,25.4,0.0,0,0,0.4,0.4,0.03,-0.4,-0.4,Bragantino,Brasileiro,Aderlan Silva (Bragantino)
Eric Ramires,BRA,MF,22.0,15.3,3,21,7,33.3,1.37,0.46,0.14,0.43,17.7,0.0,0,0,2.5,2.5,0.12,0.5,0.5,Bragantino,Brasileiro,Eric Ramires (Bragantino)
Luan Patrick,BRA,DF,21.0,12.4,0,4,1,25.0,0.32,0.08,0.0,0.0,7.6,0.0,0,0,0.6,0.6,0.14,-0.6,-0.6,Bragantino,Brasileiro,Luan Patrick (Bragantino)
Luan Cândido,BRA,DF,21.0,12.0,1,29,12,41.4,2.41,1.0,0.03,0.08,20.6,6.0,0,0,1.8,1.8,0.06,-0.8,-0.8,Bragantino,Brasileiro,Luan Cândido (Bragantino)
Eduardo Santos,BRA,DF,25.0,11.3,1,9,3,33.3,0.79,0.26,0.11,0.33,11.8,0.0,0,0,0.9,0.9,0.1,0.1,0.1,Bragantino,Brasileiro,Eduardo Santos (Bragantino)
Thiago Borbas,URU,FW,20.0,15.9,9,55,26,47.3,3.47,1.64,0.16,0.35,13.8,1.0,0,0,9.2,9.2,0.17,-0.2,-0.2,Bragantino,Brasileiro,Thiago Borbas (Bragantino)
Henry Mosquera,COL,"FW,MF",21.0,11.8,2,28,7,25.0,2.38,0.59,0.07,0.29,20.6,0.0,0,0,1.9,1.9,0.07,0.1,0.1,Bragantino,Brasileiro,Henry Mosquera (Bragantino)
Natan,BRA,DF,21.0,9.3,0,5,1,20.0,0.54,0.11,0.0,0.0,11.0,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Bragantino,Brasileiro,Natan (Bragantino)
Bruno,BRA,"FW,MF",19.0,7.9,2,21,6,28.6,2.64,0.76,0.1,0.33,17.1,3.0,0,0,2.7,2.7,0.13,-0.7,-0.7,Bragantino,Brasileiro,Bruno (Bragantino)
Marcos Vinicios Sorriso,BRA,"FW,DF",21.0,10.4,2,31,13,41.9,2.97,1.25,0.06,0.15,18.2,5.0,0,0,3.1,3.1,0.1,-1.1,-1.1,Bragantino,Brasileiro,Marcos Vinicios Sorriso (Bragantino)
Lucão,BRA,GK,21.0,5.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Bragantino,Brasileiro,Lucão (Bragantino)
Gustavinho,BRA,"MF,FW",18.0,7.4,1,11,3,27.3,1.49,0.41,0.09,0.33,22.9,0.0,0,0,0.6,0.6,0.05,0.4,0.4,Bragantino,Brasileiro,Gustavinho (Bragantino)
Matheus Gonçalves,BRA,"FW,MF",17.0,5.1,0,16,2,12.5,3.12,0.39,0.0,0.0,19.0,0.0,0,0,0.9,0.9,0.06,-0.9,-0.9,Bragantino,Brasileiro,Matheus Gonçalves (Bragantino)
Alerrandro,BRA,"FW,MF",23.0,4.5,1,13,3,23.1,2.89,0.67,0.08,0.33,14.3,0.0,0,0,3.1,3.1,0.24,-2.1,-2.1,Bragantino,Brasileiro,Alerrandro (Bragantino)
Lucão,BRA,DF,24.0,2.2,0,1,1,100.0,0.45,0.45,0.0,0.0,13.5,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Bragantino,Brasileiro,Lucão (Bragantino)
Guilherme,BRA,"DF,MF",20.0,2.9,0,3,1,33.3,1.03,0.34,0.0,0.0,28.3,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Bragantino,Brasileiro,Guilherme (Bragantino)
Ignacio Laquintana,URU,FW,23.0,2.0,0,4,2,50.0,1.97,0.98,0.0,0.0,26.2,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Bragantino,Brasileiro,Ignacio Laquintana (Bragantino)
Talisson,BRA,FW,20.0,1.7,3,6,4,66.7,3.58,2.38,0.5,0.75,15.9,0.0,0,0,1.3,1.3,0.22,1.7,1.7,Bragantino,Brasileiro,Talisson (Bragantino)
Raul,BRA,"MF,DF",26.0,1.2,0,1,0,0.0,0.84,0.0,0.0,0.0,29.0,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Bragantino,Brasileiro,Raul (Bragantino)
Yani Quintero,COL,MF,20.0,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Bragantino,Brasileiro,Yani Quintero (Bragantino)
Cipriano,BRA,DF,20.0,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Bragantino,Brasileiro,Cipriano (Bragantino)
Lucas Cunha,BRA,DF,26.0,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Bragantino,Brasileiro,Lucas Cunha (Bragantino)
Nathan Camargo,BRA,MF,17.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Bragantino,Brasileiro,Nathan Camargo (Bragantino)
Bruno Praxedes,BRA,MF,20.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Bragantino,Brasileiro,Bruno Praxedes (Bragantino)
Cássio,BRA,GK,35.0,36.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,Corinthians,Brasileiro,Cássio (Corinthians)
Gil,BRA,DF,35.0,32.0,2,28,13,46.4,0.87,0.41,0.07,0.15,11.0,0.0,0,0,2.2,2.2,0.08,-0.2,-0.2,Corinthians,Brasileiro,Gil (Corinthians)
Yuri Alberto,BRA,FW,21.0,30.2,8,86,28,32.6,2.84,0.93,0.09,0.29,14.6,0.0,0,0,10.0,10.0,0.12,-2.0,-2.0,Corinthians,Brasileiro,Yuri Alberto (Corinthians)
Maycon,BRA,MF,25.0,26.7,2,22,8,36.4,0.82,0.3,0.09,0.25,22.7,0.0,0,0,1.4,1.4,0.06,0.6,0.6,Corinthians,Brasileiro,Maycon (Corinthians)
Fagner,BRA,DF,33.0,23.3,0,10,1,10.0,0.43,0.04,0.0,0.0,26.4,2.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Corinthians,Brasileiro,Fagner (Corinthians)
Fábio Santos,BRA,DF,37.0,18.6,4,3,1,33.3,0.16,0.05,0.0,0.0,35.3,0.0,4,5,4.0,0.1,0.03,0.0,-0.1,Corinthians,Brasileiro,Fábio Santos (Corinthians)
Bruno Méndez,URU,DF,23.0,18.3,0,4,0,0.0,0.22,0.0,0.0,0.0,18.4,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,Corinthians,Brasileiro,Bruno Méndez (Corinthians)
Matheus Bidu,BRA,DF,23.0,18.4,0,16,6,37.5,0.87,0.33,0.0,0.0,24.1,0.0,0,0,0.4,0.4,0.03,-0.4,-0.4,Corinthians,Brasileiro,Matheus Bidu (Corinthians)
Giuliano de Paula,BRA,"MF,FW",32.0,18.1,2,23,7,30.4,1.27,0.39,0.09,0.29,19.3,0.0,0,0,1.5,1.5,0.06,0.5,0.5,Corinthians,Brasileiro,Giuliano de Paula (Corinthians)
Fausto Vera,ARG,MF,22.0,15.3,1,19,5,26.3,1.24,0.33,0.05,0.2,26.2,0.0,0,0,0.7,0.7,0.04,0.3,0.3,Corinthians,Brasileiro,Fausto Vera (Corinthians)
Renato Augusto,BRA,MF,34.0,14.2,2,26,12,46.2,1.83,0.84,0.08,0.17,22.8,0.0,0,0,1.1,1.1,0.04,0.9,0.9,Corinthians,Brasileiro,Renato Augusto (Corinthians)
Roger Guedes,BRA,"FW,MF",26.0,15.0,7,45,16,35.6,3.0,1.07,0.11,0.31,17.8,7.0,2,2,6.6,5.1,0.11,0.4,-0.1,Corinthians,Brasileiro,Roger Guedes (Corinthians)
Lucas Veríssimo,BRA,DF,27.0,14.5,1,12,3,25.0,0.83,0.21,0.08,0.33,10.3,0.0,0,0,0.7,0.7,0.06,0.3,0.3,Corinthians,Brasileiro,Lucas Veríssimo (Corinthians)
Gabriel Moscardo,BRA,MF,17.0,12.6,1,9,2,22.2,0.72,0.16,0.11,0.5,25.2,0.0,0,0,0.3,0.3,0.03,0.7,0.7,Corinthians,Brasileiro,Gabriel Moscardo (Corinthians)
Caetano,BRA,DF,23.0,13.4,0,3,0,0.0,0.22,0.0,0.0,0.0,8.2,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Corinthians,Brasileiro,Caetano (Corinthians)
Ángel Romero,PAR,FW,30.0,13.3,8,24,11,45.8,1.81,0.83,0.33,0.73,15.2,0.0,0,0,3.8,3.8,0.16,4.2,4.2,Corinthians,Brasileiro,Ángel Romero (Corinthians)
Murillo,BRA,DF,20.0,12.9,0,7,1,14.3,0.54,0.08,0.0,0.0,16.0,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Corinthians,Brasileiro,Murillo (Corinthians)
Ruan Oliveira Ferreira,BRA,"MF,FW",22.0,9.8,2,15,6,40.0,1.53,0.61,0.13,0.33,28.6,3.0,0,0,0.5,0.5,0.03,1.5,1.5,Corinthians,Brasileiro,Ruan Oliveira Ferreira (Corinthians)
