Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Team,Championship,Player_Team
Cristian Pavón,ARG,"FW,MF",27.0,21.5,1212.0,18.0,149.0,519.0,559.0,86.0,1211.0,75.0,35.0,46.7,33.0,44.0,788.0,4810.0,2412.0,85.0,54.0,32.0,40.0,33.0,905.0,220.0,Atlético Mineiro,Brasileiro,Cristian Pavón (Atlético Mineiro)
Renzo Saravia,ARG,DF,29.0,19.0,1252.0,64.0,328.0,687.0,248.0,10.0,1252.0,51.0,25.0,49.0,23.0,45.1,649.0,3525.0,1899.0,40.0,35.0,2.0,38.0,18.0,694.0,66.0,Atlético Mineiro,Brasileiro,Renzo Saravia (Atlético Mineiro)
Rodrigo Battaglia,ARG,MF,31.0,19.2,1124.0,33.0,197.0,778.0,165.0,19.0,1124.0,23.0,16.0,69.6,6.0,26.1,719.0,4095.0,2229.0,38.0,33.0,2.0,14.0,13.0,785.0,27.0,Atlético Mineiro,Brasileiro,Rodrigo Battaglia (Atlético Mineiro)
Mariano,BRA,DF,36.0,17.4,1233.0,58.0,385.0,674.0,189.0,4.0,1233.0,18.0,13.0,72.2,4.0,22.2,615.0,2470.0,1241.0,16.0,20.0,1.0,5.0,1.0,735.0,27.0,Atlético Mineiro,Brasileiro,Mariano (Atlético Mineiro)
Igor Gomes,BRA,"MF,FW",23.0,15.3,862.0,15.0,138.0,407.0,331.0,30.0,862.0,43.0,30.0,69.8,10.0,23.3,516.0,2839.0,1191.0,32.0,27.0,5.0,45.0,16.0,600.0,83.0,Atlético Mineiro,Brasileiro,Igor Gomes (Atlético Mineiro)
Edenílson,BRA,"MF,FW",33.0,15.2,816.0,27.0,171.0,494.0,154.0,16.0,816.0,15.0,6.0,40.0,9.0,60.0,463.0,2228.0,1206.0,24.0,17.0,3.0,26.0,12.0,546.0,50.0,Atlético Mineiro,Brasileiro,Edenílson (Atlético Mineiro)
Rubens,BRA,"DF,MF",21.0,15.0,1011.0,65.0,291.0,441.0,287.0,27.0,1011.0,23.0,14.0,60.9,8.0,34.8,477.0,2255.0,1124.0,39.0,19.0,12.0,13.0,19.0,569.0,88.0,Atlético Mineiro,Brasileiro,Rubens (Atlético Mineiro)
Bruno Fuchs,BRA,DF,23.0,12.1,776.0,99.0,378.0,389.0,17.0,0.0,776.0,5.0,3.0,60.0,2.0,40.0,482.0,2841.0,1881.0,5.0,6.0,0.0,2.0,3.0,528.0,0.0,Atlético Mineiro,Brasileiro,Bruno Fuchs (Atlético Mineiro)
Hyoran,BRA,"MF,FW",29.0,7.7,391.0,8.0,47.0,177.0,172.0,15.0,391.0,21.0,10.0,47.6,10.0,47.6,224.0,1156.0,595.0,16.0,19.0,1.0,17.0,5.0,249.0,30.0,Atlético Mineiro,Brasileiro,Hyoran (Atlético Mineiro)
Alan Franco,ECU,"MF,FW",24.0,9.3,440.0,20.0,108.0,275.0,63.0,9.0,440.0,3.0,1.0,33.3,2.0,66.7,206.0,877.0,385.0,4.0,6.0,0.0,6.0,2.0,262.0,8.0,Atlético Mineiro,Brasileiro,Alan Franco (Atlético Mineiro)
Igor Rabello,BRA,DF,27.0,7.7,456.0,59.0,212.0,235.0,9.0,4.0,456.0,0.0,0.0,0.0,0.0,0.0,240.0,1077.0,731.0,2.0,1.0,0.0,3.0,1.0,267.0,0.0,Atlético Mineiro,Brasileiro,Igor Rabello (Atlético Mineiro)
Pedrinho,BRA,"MF,FW",24.0,7.0,478.0,3.0,32.0,257.0,196.0,2.0,478.0,20.0,11.0,55.0,7.0,35.0,317.0,1831.0,791.0,15.0,28.0,0.0,14.0,6.0,367.0,34.0,Atlético Mineiro,Brasileiro,Pedrinho (Atlético Mineiro)
Eduardo Vargas,CHI,FW,33.0,5.2,197.0,2.0,13.0,102.0,86.0,18.0,197.0,10.0,7.0,70.0,2.0,20.0,131.0,792.0,280.0,6.0,5.0,1.0,13.0,9.0,156.0,25.0,Atlético Mineiro,Brasileiro,Eduardo Vargas (Atlético Mineiro)
Nathan Silva,BRA,DF,25.0,4.0,262.0,26.0,155.0,103.0,5.0,3.0,262.0,1.0,0.0,0.0,0.0,0.0,180.0,1109.0,820.0,4.0,2.0,0.0,0.0,0.0,195.0,1.0,Atlético Mineiro,Brasileiro,Nathan Silva (Atlético Mineiro)
Patrick,BRA,"MF,FW",30.0,6.2,439.0,12.0,99.0,183.0,162.0,22.0,439.0,35.0,14.0,40.0,18.0,51.4,233.0,1226.0,566.0,20.0,19.0,8.0,23.0,16.0,284.0,54.0,Atlético Mineiro,Brasileiro,Patrick (Atlético Mineiro)
Alan Kardec,BRA,"FW,MF",34.0,2.9,71.0,1.0,2.0,38.0,32.0,14.0,71.0,2.0,2.0,100.0,0.0,0.0,31.0,98.0,32.0,2.0,0.0,0.0,4.0,1.0,50.0,7.0,Atlético Mineiro,Brasileiro,Alan Kardec (Atlético Mineiro)
Matheus Mendes,BRA,GK,23.0,2.0,70.0,58.0,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,30.0,157.0,136.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,Atlético Mineiro,Brasileiro,Matheus Mendes (Atlético Mineiro)
Réver,BRA,"DF,FW",38.0,1.3,70.0,28.0,53.0,17.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,31.0,119.0,77.0,0.0,0.0,0.0,1.0,0.0,44.0,0.0,Atlético Mineiro,Brasileiro,Réver (Atlético Mineiro)
Dodô,BRA,DF,30.0,0.7,65.0,0.0,9.0,37.0,19.0,0.0,65.0,1.0,0.0,0.0,1.0,100.0,36.0,202.0,102.0,2.0,2.0,0.0,1.0,0.0,47.0,7.0,Atlético Mineiro,Brasileiro,Dodô (Atlético Mineiro)
Alisson,BRA,"MF,DF",17.0,0.5,48.0,0.0,5.0,20.0,26.0,1.0,48.0,7.0,3.0,42.9,3.0,42.9,35.0,322.0,161.0,3.0,3.0,0.0,2.0,1.0,34.0,10.0,Atlético Mineiro,Brasileiro,Alisson (Atlético Mineiro)
Isaac,BRA,FW,18.0,0.2,7.0,0.0,0.0,3.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,Atlético Mineiro,Brasileiro,Isaac (Atlético Mineiro)
Paulo Vitor,BRA,MF,18.0,0.2,19.0,0.0,7.0,11.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,29.0,11.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,Atlético Mineiro,Brasileiro,Paulo Vitor (Atlético Mineiro)
Carlos Eduardo,BRA,"MF,FW",18.0,0.1,5.0,0.0,1.0,2.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,14.0,7.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,Atlético Mineiro,Brasileiro,Carlos Eduardo (Atlético Mineiro)
Marcos Felipe,BRA,GK,26.0,37.0,1248.0,1105.0,1247.0,1.0,0.0,0.0,1248.0,0.0,0.0,0.0,0.0,0.0,639.0,3268.0,2140.0,0.0,1.0,0.0,1.0,0.0,498.0,0.0,Bahia,Brasileiro,Marcos Felipe (Bahia)
Thaciano,BRA,"MF,FW",27.0,32.1,1414.0,41.0,238.0,782.0,411.0,96.0,1412.0,50.0,26.0,52.0,22.0,44.0,774.0,3571.0,1489.0,31.0,31.0,9.0,44.0,17.0,923.0,125.0,Bahia,Brasileiro,Thaciano (Bahia)
Kanu,BRA,DF,25.0,32.3,1845.0,203.0,857.0,932.0,73.0,31.0,1845.0,18.0,15.0,83.3,2.0,11.1,1111.0,6187.0,3877.0,28.0,16.0,0.0,9.0,8.0,1197.0,7.0,Bahia,Brasileiro,Kanu (Bahia)
Rezende,BRA,"MF,DF",28.0,30.1,1725.0,100.0,564.0,994.0,189.0,29.0,1725.0,30.0,14.0,46.7,14.0,46.7,856.0,4401.0,2094.0,29.0,20.0,0.0,28.0,15.0,980.0,36.0,Bahia,Brasileiro,Rezende (Bahia)
Cauly Oliveira Souza,BRA,"MF,FW",27.0,28.3,1677.0,10.0,75.0,786.0,851.0,78.0,1677.0,126.0,73.0,57.9,47.0,37.3,1024.0,6189.0,3288.0,112.0,98.0,25.0,64.0,53.0,1225.0,182.0,Bahia,Brasileiro,Cauly Oliveira Souza (Bahia)
Vitor Hugo,BRA,DF,31.0,23.7,1245.0,138.0,618.0,592.0,36.0,27.0,1245.0,0.0,0.0,0.0,0.0,0.0,720.0,4433.0,2555.0,22.0,6.0,0.0,7.0,1.0,803.0,3.0,Bahia,Brasileiro,Vitor Hugo (Bahia)
Everaldo Stum,BRA,FW,31.0,24.2,703.0,17.0,37.0,347.0,330.0,100.0,701.0,35.0,14.0,40.0,18.0,51.4,356.0,1981.0,872.0,36.0,27.0,19.0,59.0,20.0,514.0,138.0,Bahia,Brasileiro,Everaldo Stum (Bahia)
Nicolás Acevedo,URU,MF,23.0,21.9,1476.0,37.0,350.0,945.0,197.0,16.0,1476.0,31.0,14.0,45.2,12.0,38.7,887.0,4197.0,2223.0,29.0,23.0,5.0,25.0,18.0,997.0,36.0,Bahia,Brasileiro,Nicolás Acevedo (Bahia)
Gilberto,BRA,DF,29.0,20.6,1425.0,46.0,328.0,707.0,410.0,24.0,1425.0,52.0,23.0,44.2,24.0,46.2,772.0,3948.0,2155.0,56.0,52.0,1.0,40.0,31.0,857.0,90.0,Bahia,Brasileiro,Gilberto (Bahia)
Ademir Santos,BRA,"FW,MF",27.0,19.3,855.0,4.0,79.0,360.0,440.0,57.0,855.0,90.0,39.0,43.3,38.0,42.2,558.0,4485.0,2495.0,83.0,52.0,17.0,43.0,27.0,616.0,182.0,Bahia,Brasileiro,Ademir Santos (Bahia)
Yago,BRA,MF,27.0,15.1,811.0,22.0,181.0,477.0,162.0,9.0,811.0,8.0,5.0,62.5,2.0,25.0,443.0,1770.0,785.0,11.0,15.0,2.0,14.0,13.0,524.0,32.0,Bahia,Brasileiro,Yago (Bahia)
Gabriel Teixeira,BRA,"FW,MF",21.0,15.1,627.0,6.0,65.0,208.0,366.0,75.0,627.0,69.0,24.0,34.8,38.0,55.1,439.0,2811.0,1484.0,51.0,48.0,13.0,56.0,13.0,462.0,117.0,Bahia,Brasileiro,Gabriel Teixeira (Bahia)
Camilo Cándido,URU,DF,27.0,13.8,868.0,32.0,208.0,401.0,271.0,17.0,868.0,27.0,11.0,40.7,14.0,51.9,463.0,1831.0,885.0,18.0,18.0,3.0,17.0,6.0,512.0,91.0,Bahia,Brasileiro,Camilo Cándido (Bahia)
Gabriel,BRA,DF,21.0,10.9,661.0,81.0,350.0,293.0,18.0,10.0,661.0,3.0,1.0,33.3,1.0,33.3,330.0,1790.0,1027.0,9.0,5.0,0.0,1.0,0.0,382.0,1.0,Bahia,Brasileiro,Gabriel (Bahia)
David Duarte,BRA,DF,28.0,9.6,552.0,105.0,301.0,237.0,14.0,12.0,552.0,2.0,2.0,100.0,0.0,0.0,330.0,2491.0,1414.0,5.0,1.0,0.0,1.0,1.0,355.0,0.0,Bahia,Brasileiro,David Duarte (Bahia)
Cicinho,BUL,DF,34.0,8.4,505.0,33.0,138.0,249.0,122.0,8.0,505.0,30.0,14.0,46.7,10.0,33.3,243.0,1328.0,587.0,17.0,9.0,3.0,19.0,11.0,270.0,36.0,Bahia,Brasileiro,Cicinho (Bahia)
Rafael Ratão,BRA,"FW,MF",27.0,8.7,437.0,3.0,52.0,189.0,202.0,23.0,437.0,28.0,11.0,39.3,16.0,57.1,238.0,1357.0,542.0,13.0,11.0,1.0,23.0,16.0,314.0,61.0,Bahia,Brasileiro,Rafael Ratão (Bahia)
Vinicius Mingotti,BRA,FW,23.0,7.3,131.0,4.0,11.0,65.0,58.0,22.0,131.0,2.0,1.0,50.0,1.0,50.0,65.0,299.0,141.0,2.0,3.0,1.0,10.0,5.0,85.0,25.0,Bahia,Brasileiro,Vinicius Mingotti (Bahia)
Vítor Jacaré,BRA,"DF,MF",23.0,9.5,599.0,17.0,120.0,253.0,237.0,22.0,599.0,35.0,23.0,65.7,10.0,28.6,305.0,1901.0,1032.0,28.0,11.0,6.0,16.0,7.0,338.0,67.0,Bahia,Brasileiro,Vítor Jacaré (Bahia)
Jhoanner Chávez,ECU,"DF,MF",20.0,6.5,406.0,13.0,104.0,188.0,117.0,13.0,406.0,13.0,7.0,53.8,5.0,38.5,205.0,834.0,461.0,12.0,8.0,2.0,18.0,4.0,243.0,49.0,Bahia,Brasileiro,Jhoanner Chávez (Bahia)
Luciano Juba,BRA,"DF,MF",23.0,7.2,435.0,15.0,85.0,168.0,185.0,14.0,435.0,7.0,2.0,28.6,5.0,71.4,210.0,948.0,545.0,13.0,12.0,1.0,8.0,2.0,237.0,39.0,Bahia,Brasileiro,Luciano Juba (Bahia)
Matheus Bahia,BRA,"DF,MF",23.0,5.5,354.0,11.0,98.0,155.0,103.0,8.0,354.0,10.0,4.0,40.0,5.0,50.0,176.0,914.0,547.0,15.0,6.0,2.0,17.0,0.0,184.0,21.0,Bahia,Brasileiro,Matheus Bahia (Bahia)
Kayky Chagas,BRA,"FW,MF",19.0,4.6,212.0,6.0,34.0,87.0,95.0,15.0,212.0,22.0,12.0,54.5,10.0,45.5,127.0,792.0,424.0,16.0,13.0,6.0,14.0,7.0,141.0,33.0,Bahia,Brasileiro,Kayky Chagas (Bahia)
Ryan Carlos,BRA,DF,20.0,6.4,466.0,18.0,137.0,191.0,139.0,5.0,466.0,11.0,7.0,63.6,4.0,36.4,255.0,1430.0,775.0,21.0,16.0,2.0,6.0,6.0,297.0,44.0,Bahia,Brasileiro,Ryan Carlos (Bahia)
Raul Bicalho,BRA,DF,23.0,3.6,233.0,22.0,106.0,116.0,12.0,5.0,233.0,0.0,0.0,0.0,0.0,0.0,155.0,1051.0,684.0,7.0,6.0,0.0,4.0,0.0,168.0,2.0,Bahia,Brasileiro,Raul Bicalho (Bahia)
Arthur Sales,BRA,"FW,MF",20.0,3.2,159.0,2.0,7.0,67.0,86.0,21.0,159.0,5.0,0.0,0.0,4.0,80.0,85.0,394.0,166.0,4.0,5.0,2.0,10.0,10.0,117.0,27.0,Bahia,Brasileiro,Arthur Sales (Bahia)
Lucas Mugni,ARG,"MF,FW",31.0,4.0,256.0,4.0,33.0,141.0,85.0,7.0,256.0,10.0,5.0,50.0,5.0,50.0,158.0,677.0,270.0,7.0,6.0,1.0,13.0,4.0,169.0,18.0,Bahia,Brasileiro,Lucas Mugni (Bahia)
Léo Cittadini,BRA,MF,28.0,1.5,112.0,1.0,9.0,72.0,33.0,2.0,112.0,4.0,4.0,100.0,0.0,0.0,65.0,413.0,187.0,3.0,2.0,0.0,3.0,1.0,75.0,8.0,Bahia,Brasileiro,Léo Cittadini (Bahia)
André,BRA,DF,19.0,1.4,93.0,4.0,22.0,43.0,30.0,1.0,93.0,5.0,4.0,80.0,1.0,20.0,52.0,252.0,129.0,2.0,3.0,0.0,3.0,1.0,53.0,12.0,Bahia,Brasileiro,André (Bahia)
Danilo Fernandes,BRA,GK,34.0,0.4,18.0,17.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,10.0,41.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Bahia,Brasileiro,Danilo Fernandes (Bahia)
Diego Rosa,BRA,"MF,DF",20.0,2.7,186.0,1.0,40.0,120.0,29.0,2.0,186.0,8.0,2.0,25.0,4.0,50.0,99.0,495.0,220.0,3.0,1.0,0.0,3.0,4.0,103.0,5.0,Bahia,Brasileiro,Diego Rosa (Bahia)
Danielzinho,BRA,"FW,MF",27.0,0.9,92.0,0.0,3.0,50.0,39.0,1.0,92.0,3.0,0.0,0.0,3.0,100.0,64.0,380.0,185.0,4.0,6.0,0.0,1.0,1.0,76.0,4.0,Bahia,Brasileiro,Danielzinho (Bahia)
Mateus Claus,BRA,GK,28.0,0.6,13.0,13.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Bahia,Brasileiro,Mateus Claus (Bahia)
Marcos Victor,BRA,DF,21.0,0.1,12.0,0.0,3.0,4.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,50.0,21.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,Bahia,Brasileiro,Marcos Victor (Bahia)
Patrick Verhon,BRA,FW,18.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bahia,Brasileiro,Patrick Verhon (Bahia)
Lucas Perri,BRA,GK,25.0,37.5,1150.0,912.0,1133.0,16.0,2.0,2.0,1150.0,0.0,0.0,0.0,0.0,0.0,595.0,3606.0,2412.0,0.0,0.0,0.0,2.0,0.0,422.0,0.0,Botafogo (RJ),Brasileiro,Lucas Perri (Botafogo (RJ))
Víctor Cuesta,ARG,DF,34.0,35.0,2065.0,239.0,967.0,992.0,116.0,35.0,2065.0,10.0,4.0,40.0,6.0,60.0,1161.0,5593.0,2701.0,10.0,24.0,0.0,18.0,6.0,1269.0,7.0,Botafogo (RJ),Brasileiro,Víctor Cuesta (Botafogo (RJ))
Adryelson,BRA,DF,24.0,33.3,1895.0,292.0,991.0,876.0,34.0,27.0,1895.0,0.0,0.0,0.0,0.0,0.0,976.0,4174.0,2293.0,2.0,3.0,1.0,3.0,1.0,1140.0,3.0,Botafogo (RJ),Brasileiro,Adryelson (Botafogo (RJ))
Marlon Freitas,BRA,MF,27.0,32.3,2152.0,106.0,442.0,1458.0,268.0,19.0,2152.0,6.0,5.0,83.3,1.0,16.7,1236.0,6998.0,3427.0,34.0,33.0,2.0,13.0,3.0,1463.0,21.0,Botafogo (RJ),Brasileiro,Marlon Freitas (Botafogo (RJ))
Carlos Eduardo,BRA,MF,33.0,29.7,1371.0,22.0,115.0,912.0,355.0,59.0,1371.0,56.0,20.0,35.7,28.0,50.0,862.0,4362.0,1949.0,35.0,34.0,4.0,47.0,21.0,1026.0,89.0,Botafogo (RJ),Brasileiro,Carlos Eduardo (Botafogo (RJ))
Tchê Tchê,BRA,"MF,DF",30.0,29.5,1549.0,33.0,231.0,894.0,443.0,21.0,1549.0,58.0,32.0,55.2,17.0,29.3,995.0,5549.0,2600.0,45.0,42.0,5.0,40.0,33.0,1163.0,65.0,Botafogo (RJ),Brasileiro,Tchê Tchê (Botafogo (RJ))
Tiquinho Soares,BRA,FW,32.0,27.1,987.0,31.0,71.0,511.0,415.0,126.0,980.0,63.0,35.0,55.6,23.0,36.5,589.0,2470.0,925.0,25.0,23.0,6.0,84.0,58.0,775.0,152.0,Botafogo (RJ),Brasileiro,Tiquinho Soares (Botafogo (RJ))
Júnior Santos,BRA,FW,28.0,24.0,1142.0,27.0,122.0,477.0,572.0,94.0,1142.0,158.0,75.0,47.5,70.0,44.3,770.0,6579.0,3433.0,121.0,87.0,32.0,82.0,45.0,857.0,207.0,Botafogo (RJ),Brasileiro,Júnior Santos (Botafogo (RJ))
João Victor Santos Sá,BRA,FW,28.0,23.6,1043.0,16.0,144.0,450.0,459.0,86.0,1043.0,72.0,32.0,44.4,31.0,43.1,620.0,3983.0,2035.0,73.0,37.0,34.0,41.0,23.0,719.0,226.0,Botafogo (RJ),Brasileiro,João Victor Santos Sá (Botafogo (RJ))
Leonel Di Plácido,ARG,DF,29.0,26.2,1636.0,76.0,470.0,786.0,405.0,22.0,1636.0,65.0,33.0,50.8,23.0,35.4,781.0,4014.0,2258.0,57.0,34.0,8.0,23.0,9.0,829.0,84.0,Botafogo (RJ),Brasileiro,Leonel Di Plácido (Botafogo (RJ))
Fernando Marçal,BRA,DF,33.0,18.1,1249.0,61.0,346.0,580.0,339.0,10.0,1249.0,23.0,10.0,43.5,11.0,47.8,563.0,2426.0,1234.0,17.0,19.0,1.0,10.0,5.0,631.0,64.0,Botafogo (RJ),Brasileiro,Fernando Marçal (Botafogo (RJ))
Hugo,BRA,DF,21.0,15.5,997.0,38.0,248.0,470.0,286.0,14.0,997.0,32.0,14.0,43.8,16.0,50.0,450.0,2487.0,1490.0,36.0,24.0,2.0,27.0,5.0,506.0,75.0,Botafogo (RJ),Brasileiro,Hugo (Botafogo (RJ))
Luis Henrique,BRA,"FW,MF",21.0,15.3,785.0,8.0,108.0,343.0,359.0,37.0,785.0,78.0,46.0,59.0,27.0,34.6,505.0,4050.0,1954.0,59.0,42.0,20.0,34.0,19.0,580.0,146.0,Botafogo (RJ),Brasileiro,Luis Henrique (Botafogo (RJ))
Danilo Barbosa,BRA,"MF,DF",26.0,11.2,610.0,52.0,183.0,362.0,72.0,12.0,610.0,24.0,13.0,54.2,6.0,25.0,318.0,1588.0,758.0,14.0,7.0,2.0,12.0,17.0,362.0,7.0,Botafogo (RJ),Brasileiro,Danilo Barbosa (Botafogo (RJ))
Gabriel,BRA,MF,29.0,9.6,664.0,18.0,121.0,403.0,147.0,16.0,664.0,24.0,12.0,50.0,11.0,45.8,365.0,1784.0,789.0,11.0,12.0,1.0,19.0,17.0,452.0,29.0,Botafogo (RJ),Brasileiro,Gabriel (Botafogo (RJ))
Rafael,BRA,DF,32.0,5.4,308.0,18.0,97.0,153.0,66.0,2.0,308.0,14.0,12.0,85.7,2.0,14.3,125.0,861.0,432.0,12.0,6.0,1.0,6.0,1.0,131.0,4.0,Botafogo (RJ),Brasileiro,Rafael (Botafogo (RJ))
Lucas Fernandes,BRA,MF,25.0,5.3,313.0,5.0,45.0,167.0,106.0,13.0,313.0,14.0,5.0,35.7,5.0,35.7,179.0,1232.0,529.0,14.0,8.0,3.0,12.0,5.0,216.0,27.0,Botafogo (RJ),Brasileiro,Lucas Fernandes (Botafogo (RJ))
Philipe Sampaio,BRA,DF,28.0,5.5,371.0,47.0,170.0,196.0,5.0,4.0,371.0,1.0,0.0,0.0,1.0,100.0,237.0,1257.0,722.0,4.0,0.0,0.0,1.0,0.0,249.0,0.0,Botafogo (RJ),Brasileiro,Philipe Sampaio (Botafogo (RJ))
Gustavo Sauer,BRA,"FW,MF",29.0,2.9,119.0,1.0,12.0,49.0,60.0,5.0,119.0,9.0,7.0,77.8,1.0,11.1,74.0,483.0,182.0,5.0,6.0,1.0,7.0,5.0,83.0,18.0,Botafogo (RJ),Brasileiro,Gustavo Sauer (Botafogo (RJ))
Diego Costa,ESP,FW,34.0,5.7,188.0,5.0,12.0,71.0,107.0,28.0,188.0,7.0,2.0,28.6,4.0,57.1,105.0,560.0,183.0,9.0,5.0,2.0,13.0,10.0,145.0,42.0,Botafogo (RJ),Brasileiro,Diego Costa (Botafogo (RJ))
Matias Segovia,PAR,FW,20.0,7.2,437.0,7.0,76.0,189.0,177.0,26.0,437.0,31.0,12.0,38.7,15.0,48.4,317.0,2124.0,1046.0,43.0,22.0,15.0,25.0,9.0,320.0,74.0,Botafogo (RJ),Brasileiro,Matias Segovia (Botafogo (RJ))
Janderson,BRA,"FW,MF",23.0,4.6,189.0,4.0,11.0,76.0,108.0,25.0,189.0,22.0,9.0,40.9,12.0,54.5,107.0,730.0,339.0,16.0,8.0,5.0,23.0,7.0,125.0,31.0,Botafogo (RJ),Brasileiro,Janderson (Botafogo (RJ))
JP Galvão,BRA,DF,21.0,2.2,118.0,8.0,40.0,53.0,26.0,0.0,118.0,3.0,0.0,0.0,2.0,66.7,51.0,237.0,111.0,2.0,0.0,0.0,2.0,2.0,51.0,10.0,Botafogo (RJ),Brasileiro,JP Galvão (Botafogo (RJ))
Bastos,ANG,DF,31.0,1.3,84.0,7.0,35.0,44.0,5.0,1.0,84.0,0.0,0.0,0.0,0.0,0.0,33.0,129.0,87.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,Botafogo (RJ),Brasileiro,Bastos (Botafogo (RJ))
Carlos Alberto,BRA,"FW,MF",20.0,3.3,127.0,4.0,17.0,48.0,66.0,16.0,127.0,17.0,8.0,47.1,7.0,41.2,83.0,630.0,302.0,10.0,7.0,2.0,9.0,5.0,83.0,29.0,Botafogo (RJ),Brasileiro,Carlos Alberto (Botafogo (RJ))
Matheus Nascimento,BRA,"FW,MF",18.0,1.1,29.0,0.0,0.0,17.0,13.0,6.0,29.0,1.0,0.0,0.0,0.0,0.0,15.0,110.0,21.0,1.0,2.0,0.0,4.0,2.0,21.0,4.0,Botafogo (RJ),Brasileiro,Matheus Nascimento (Botafogo (RJ))
Luis Segovia,ECU,DF,25.0,1.1,52.0,6.0,29.0,22.0,1.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,39.0,255.0,177.0,1.0,0.0,0.0,1.0,0.0,38.0,0.0,Botafogo (RJ),Brasileiro,Luis Segovia (Botafogo (RJ))
Daniel Borges,BRA,DF,29.0,0.5,27.0,1.0,18.0,7.0,2.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,13.0,52.0,5.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,Botafogo (RJ),Brasileiro,Daniel Borges (Botafogo (RJ))
Gatito Fernández,PAR,GK,34.0,0.5,15.0,13.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,9.0,39.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Botafogo (RJ),Brasileiro,Gatito Fernández (Botafogo (RJ))
Diego Hernández,URU,FW,22.0,0.5,22.0,1.0,5.0,6.0,11.0,2.0,22.0,1.0,0.0,0.0,1.0,100.0,10.0,57.0,18.0,1.0,1.0,0.0,3.0,1.0,14.0,3.0,Botafogo (RJ),Brasileiro,Diego Hernández (Botafogo (RJ))
Kayque,BRA,MF,22.0,0.3,27.0,0.0,6.0,14.0,7.0,0.0,27.0,2.0,0.0,0.0,2.0,100.0,16.0,74.0,38.0,1.0,0.0,0.0,0.0,0.0,20.0,1.0,Botafogo (RJ),Brasileiro,Kayque (Botafogo (RJ))
Mateo Ponte,URU,DF,19.0,0.2,15.0,2.0,3.0,11.0,1.0,0.0,15.0,1.0,0.0,0.0,1.0,100.0,6.0,23.0,17.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,Botafogo (RJ),Brasileiro,Mateo Ponte (Botafogo (RJ))
Lucas Piazon,BRA,FW,29.0,0.2,8.0,0.0,1.0,4.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,53.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,Botafogo (RJ),Brasileiro,Lucas Piazon (Botafogo (RJ))
Breno,BRA,MF,22.0,0.1,9.0,1.0,5.0,3.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,35.0,9.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,Botafogo (RJ),Brasileiro,Breno (Botafogo (RJ))
Newton,BRA,DF,23.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Newton (Botafogo (RJ))
Rai,BRA,MF,20.0,0.0,6.0,0.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,8.0,0.0,1.0,0.0,1.0,1.0,7.0,1.0,Botafogo (RJ),Brasileiro,Rai (Botafogo (RJ))
