Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Team,Championship,Player_Team
Thaciano,BRA,"MF,FW",27.0,32.1,49.0,25,15.0,28.0,6.0,24.0,55.0,43.6,31.0,41.0,8.0,33.0,26,75.0,27.0,0.0,Bahia,Brasileiro,Thaciano (Bahia)
Kanu,BRA,DF,25.0,32.3,34.0,25,26.0,5.0,3.0,21.0,39.0,53.8,18.0,38.0,18.0,20.0,47,81.0,103.0,1.0,Bahia,Brasileiro,Kanu (Bahia)
Rezende,BRA,"MF,DF",28.0,30.1,96.0,60,54.0,40.0,2.0,29.0,70.0,41.4,41.0,68.0,10.0,58.0,62,158.0,69.0,1.0,Bahia,Brasileiro,Rezende (Bahia)
Cauly Oliveira Souza,BRA,"MF,FW",27.0,28.3,23.0,12,2.0,18.0,3.0,6.0,23.0,26.1,17.0,17.0,1.0,16.0,13,36.0,6.0,0.0,Bahia,Brasileiro,Cauly Oliveira Souza (Bahia)
Vitor Hugo,BRA,DF,31.0,23.7,38.0,24,29.0,9.0,0.0,18.0,24.0,75.0,6.0,21.0,12.0,9.0,32,70.0,82.0,0.0,Bahia,Brasileiro,Vitor Hugo (Bahia)
Everaldo Stum,BRA,FW,31.0,24.2,11.0,8,2.0,5.0,4.0,5.0,11.0,45.5,6.0,10.0,2.0,8.0,2,13.0,16.0,0.0,Bahia,Brasileiro,Everaldo Stum (Bahia)
Nicolás Acevedo,URU,MF,23.0,21.9,73.0,46,24.0,43.0,6.0,40.0,85.0,47.1,45.0,31.0,1.0,30.0,26,99.0,22.0,1.0,Bahia,Brasileiro,Nicolás Acevedo (Bahia)
Gilberto,BRA,DF,29.0,20.6,45.0,28,19.0,21.0,5.0,24.0,54.0,44.4,30.0,26.0,6.0,20.0,18,63.0,26.0,2.0,Bahia,Brasileiro,Gilberto (Bahia)
Ademir Santos,BRA,"FW,MF",27.0,19.3,32.0,20,6.0,16.0,10.0,13.0,37.0,35.1,24.0,17.0,1.0,16.0,8,40.0,3.0,0.0,Bahia,Brasileiro,Ademir Santos (Bahia)
Yago,BRA,MF,27.0,15.1,45.0,25,15.0,18.0,12.0,23.0,54.0,42.6,31.0,22.0,2.0,20.0,16,61.0,14.0,1.0,Bahia,Brasileiro,Yago (Bahia)
Gabriel Teixeira,BRA,"FW,MF",21.0,15.1,17.0,11,5.0,10.0,2.0,5.0,23.0,21.7,18.0,17.0,3.0,14.0,14,31.0,8.0,0.0,Bahia,Brasileiro,Gabriel Teixeira (Bahia)
Camilo Cándido,URU,DF,27.0,13.8,24.0,16,16.0,5.0,3.0,8.0,23.0,34.8,15.0,14.0,1.0,13.0,23,47.0,23.0,0.0,Bahia,Brasileiro,Camilo Cándido (Bahia)
Gabriel,BRA,DF,21.0,10.9,20.0,9,14.0,5.0,1.0,14.0,20.0,70.0,6.0,11.0,8.0,3.0,30,50.0,66.0,1.0,Bahia,Brasileiro,Gabriel (Bahia)
David Duarte,BRA,DF,28.0,9.6,8.0,5,4.0,4.0,0.0,6.0,8.0,75.0,2.0,8.0,6.0,2.0,11,19.0,50.0,1.0,Bahia,Brasileiro,David Duarte (Bahia)
Cicinho,BUL,DF,34.0,8.4,24.0,16,9.0,12.0,3.0,11.0,18.0,61.1,7.0,12.0,3.0,9.0,5,29.0,26.0,1.0,Bahia,Brasileiro,Cicinho (Bahia)
Rafael Ratão,BRA,"FW,MF",27.0,8.7,25.0,17,11.0,11.0,3.0,13.0,29.0,44.8,16.0,7.0,0.0,7.0,2,27.0,3.0,0.0,Bahia,Brasileiro,Rafael Ratão (Bahia)
Vinicius Mingotti,BRA,FW,23.0,7.3,6.0,5,3.0,2.0,1.0,1.0,4.0,25.0,3.0,2.0,1.0,1.0,2,8.0,4.0,0.0,Bahia,Brasileiro,Vinicius Mingotti (Bahia)
Vítor Jacaré,BRA,"DF,MF",23.0,9.5,22.0,19,13.0,6.0,3.0,15.0,36.0,41.7,21.0,16.0,2.0,14.0,11,33.0,20.0,0.0,Bahia,Brasileiro,Vítor Jacaré (Bahia)
Jhoanner Chávez,ECU,"DF,MF",20.0,6.5,14.0,9,3.0,11.0,0.0,10.0,21.0,47.6,11.0,6.0,0.0,6.0,7,21.0,14.0,0.0,Bahia,Brasileiro,Jhoanner Chávez (Bahia)
Luciano Juba,BRA,"DF,MF",23.0,7.2,14.0,9,8.0,5.0,1.0,9.0,15.0,60.0,6.0,5.0,0.0,5.0,9,23.0,14.0,0.0,Bahia,Brasileiro,Luciano Juba (Bahia)
Matheus Bahia,BRA,"DF,MF",23.0,5.5,16.0,7,8.0,5.0,3.0,7.0,18.0,38.9,11.0,8.0,0.0,8.0,8,24.0,15.0,0.0,Bahia,Brasileiro,Matheus Bahia (Bahia)
Kayky Chagas,BRA,"FW,MF",19.0,4.6,8.0,4,4.0,4.0,0.0,4.0,13.0,30.8,9.0,7.0,0.0,7.0,2,10.0,2.0,0.0,Bahia,Brasileiro,Kayky Chagas (Bahia)
Ryan Carlos,BRA,DF,20.0,6.4,7.0,6,5.0,2.0,0.0,4.0,12.0,33.3,8.0,9.0,2.0,7.0,8,15.0,11.0,1.0,Bahia,Brasileiro,Ryan Carlos (Bahia)
Raul Bicalho,BRA,DF,23.0,3.6,6.0,1,5.0,1.0,0.0,4.0,5.0,80.0,1.0,3.0,3.0,0.0,1,7.0,12.0,0.0,Bahia,Brasileiro,Raul Bicalho (Bahia)
Arthur Sales,BRA,"FW,MF",20.0,3.2,3.0,3,0.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0,3.0,1.0,0.0,Bahia,Brasileiro,Arthur Sales (Bahia)
Lucas Mugni,ARG,"MF,FW",31.0,4.0,6.0,5,4.0,2.0,0.0,1.0,11.0,9.1,10.0,3.0,0.0,3.0,4,10.0,2.0,0.0,Bahia,Brasileiro,Lucas Mugni (Bahia)
Léo Cittadini,BRA,MF,28.0,1.5,6.0,3,1.0,4.0,1.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,3,9.0,0.0,0.0,Bahia,Brasileiro,Léo Cittadini (Bahia)
André,BRA,DF,19.0,1.4,2.0,1,1.0,1.0,0.0,2.0,2.0,100.0,0.0,4.0,1.0,3.0,1,3.0,3.0,1.0,Bahia,Brasileiro,André (Bahia)
Danilo Fernandes,BRA,GK,34.0,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bahia,Brasileiro,Danilo Fernandes (Bahia)
Diego Rosa,BRA,"MF,DF",20.0,2.7,16.0,10,6.0,9.0,1.0,9.0,14.0,64.3,5.0,2.0,0.0,2.0,5,21.0,5.0,0.0,Bahia,Brasileiro,Diego Rosa (Bahia)
Danielzinho,BRA,"FW,MF",27.0,0.9,1.0,1,0.0,1.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,0,1.0,0.0,0.0,Bahia,Brasileiro,Danielzinho (Bahia)
Mateus Claus,BRA,GK,28.0,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bahia,Brasileiro,Mateus Claus (Bahia)
Marcos Victor,BRA,DF,21.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bahia,Brasileiro,Marcos Victor (Bahia)
Patrick Verhon,BRA,FW,18.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bahia,Brasileiro,Patrick Verhon (Bahia)
Lucas Perri,BRA,GK,25.0,37.5,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,19.0,3.0,Botafogo (RJ),Brasileiro,Lucas Perri (Botafogo (RJ))
Víctor Cuesta,ARG,DF,34.0,35.0,46.0,31,22.0,19.0,5.0,22.0,36.0,61.1,14.0,37.0,26.0,11.0,58,104.0,123.0,1.0,Botafogo (RJ),Brasileiro,Víctor Cuesta (Botafogo (RJ))
Adryelson,BRA,DF,24.0,33.3,34.0,20,23.0,10.0,1.0,17.0,26.0,65.4,9.0,43.0,30.0,13.0,61,95.0,202.0,2.0,Botafogo (RJ),Brasileiro,Adryelson (Botafogo (RJ))
Marlon Freitas,BRA,MF,27.0,32.3,41.0,30,22.0,18.0,1.0,20.0,49.0,40.8,29.0,42.0,12.0,30.0,40,81.0,60.0,0.0,Botafogo (RJ),Brasileiro,Marlon Freitas (Botafogo (RJ))
Carlos Eduardo,BRA,MF,33.0,29.7,18.0,11,4.0,13.0,1.0,9.0,28.0,32.1,19.0,12.0,0.0,12.0,13,31.0,19.0,0.0,Botafogo (RJ),Brasileiro,Carlos Eduardo (Botafogo (RJ))
Tchê Tchê,BRA,"MF,DF",30.0,29.5,32.0,19,14.0,15.0,3.0,12.0,33.0,36.4,21.0,16.0,3.0,13.0,13,45.0,25.0,0.0,Botafogo (RJ),Brasileiro,Tchê Tchê (Botafogo (RJ))
Tiquinho Soares,BRA,FW,32.0,27.1,18.0,10,3.0,8.0,7.0,9.0,19.0,47.4,10.0,15.0,3.0,12.0,3,21.0,29.0,0.0,Botafogo (RJ),Brasileiro,Tiquinho Soares (Botafogo (RJ))
Júnior Santos,BRA,FW,28.0,24.0,37.0,24,16.0,13.0,8.0,18.0,33.0,54.5,15.0,33.0,5.0,28.0,12,49.0,21.0,1.0,Botafogo (RJ),Brasileiro,Júnior Santos (Botafogo (RJ))
João Victor Santos Sá,BRA,FW,28.0,23.6,62.0,37,19.0,33.0,10.0,30.0,66.0,45.5,36.0,28.0,6.0,22.0,30,92.0,17.0,0.0,Botafogo (RJ),Brasileiro,João Victor Santos Sá (Botafogo (RJ))
Leonel Di Plácido,ARG,DF,29.0,26.2,79.0,51,46.0,28.0,5.0,54.0,119.0,45.4,65.0,41.0,7.0,34.0,48,127.0,56.0,0.0,Botafogo (RJ),Brasileiro,Leonel Di Plácido (Botafogo (RJ))
Fernando Marçal,BRA,DF,33.0,18.1,37.0,16,17.0,16.0,4.0,16.0,34.0,47.1,18.0,17.0,3.0,14.0,38,75.0,48.0,0.0,Botafogo (RJ),Brasileiro,Fernando Marçal (Botafogo (RJ))
Hugo,BRA,DF,21.0,15.5,56.0,31,33.0,18.0,5.0,27.0,51.0,52.9,24.0,11.0,1.0,10.0,24,80.0,37.0,0.0,Botafogo (RJ),Brasileiro,Hugo (Botafogo (RJ))
Luis Henrique,BRA,"FW,MF",21.0,15.3,5.0,3,2.0,2.0,1.0,2.0,8.0,25.0,6.0,17.0,0.0,17.0,4,9.0,9.0,0.0,Botafogo (RJ),Brasileiro,Luis Henrique (Botafogo (RJ))
Danilo Barbosa,BRA,"MF,DF",26.0,11.2,18.0,9,10.0,5.0,3.0,5.0,12.0,41.7,7.0,16.0,7.0,9.0,16,34.0,37.0,0.0,Botafogo (RJ),Brasileiro,Danilo Barbosa (Botafogo (RJ))
Gabriel,BRA,MF,29.0,9.6,33.0,20,14.0,19.0,0.0,16.0,37.0,43.2,21.0,9.0,1.0,8.0,16,49.0,12.0,0.0,Botafogo (RJ),Brasileiro,Gabriel (Botafogo (RJ))
Rafael,BRA,DF,32.0,5.4,25.0,12,11.0,12.0,2.0,15.0,28.0,53.6,13.0,9.0,2.0,7.0,4,29.0,18.0,0.0,Botafogo (RJ),Brasileiro,Rafael (Botafogo (RJ))
Lucas Fernandes,BRA,MF,25.0,5.3,1.0,1,1.0,0.0,0.0,1.0,5.0,20.0,4.0,5.0,2.0,3.0,3,4.0,8.0,0.0,Botafogo (RJ),Brasileiro,Lucas Fernandes (Botafogo (RJ))
Philipe Sampaio,BRA,DF,28.0,5.5,10.0,7,7.0,3.0,0.0,5.0,7.0,71.4,2.0,3.0,2.0,1.0,6,16.0,33.0,0.0,Botafogo (RJ),Brasileiro,Philipe Sampaio (Botafogo (RJ))
Gustavo Sauer,BRA,"FW,MF",29.0,2.9,6.0,4,2.0,1.0,3.0,4.0,11.0,36.4,7.0,2.0,1.0,1.0,3,9.0,1.0,0.0,Botafogo (RJ),Brasileiro,Gustavo Sauer (Botafogo (RJ))
Diego Costa,ESP,FW,34.0,5.7,7.0,5,2.0,3.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,3,10.0,4.0,0.0,Botafogo (RJ),Brasileiro,Diego Costa (Botafogo (RJ))
Matias Segovia,PAR,FW,20.0,7.2,22.0,18,11.0,11.0,0.0,16.0,33.0,48.5,17.0,4.0,1.0,3.0,8,30.0,7.0,0.0,Botafogo (RJ),Brasileiro,Matias Segovia (Botafogo (RJ))
Janderson,BRA,"FW,MF",23.0,4.6,8.0,5,2.0,3.0,3.0,2.0,5.0,40.0,3.0,3.0,0.0,3.0,2,10.0,3.0,0.0,Botafogo (RJ),Brasileiro,Janderson (Botafogo (RJ))
JP Galvão,BRA,DF,21.0,2.2,8.0,5,5.0,3.0,0.0,6.0,11.0,54.5,5.0,3.0,1.0,2.0,3,11.0,9.0,0.0,Botafogo (RJ),Brasileiro,JP Galvão (Botafogo (RJ))
Bastos,ANG,DF,31.0,1.3,4.0,2,1.0,2.0,1.0,2.0,3.0,66.7,1.0,4.0,1.0,3.0,0,4.0,4.0,0.0,Botafogo (RJ),Brasileiro,Bastos (Botafogo (RJ))
Carlos Alberto,BRA,"FW,MF",20.0,3.3,3.0,0,1.0,1.0,1.0,2.0,5.0,40.0,3.0,5.0,2.0,3.0,1,4.0,4.0,0.0,Botafogo (RJ),Brasileiro,Carlos Alberto (Botafogo (RJ))
Matheus Nascimento,BRA,"FW,MF",18.0,1.1,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,1.0,0.0,0.0,Botafogo (RJ),Brasileiro,Matheus Nascimento (Botafogo (RJ))
Luis Segovia,ECU,DF,25.0,1.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,0.0,Botafogo (RJ),Brasileiro,Luis Segovia (Botafogo (RJ))
Daniel Borges,BRA,DF,29.0,0.5,3.0,2,3.0,0.0,0.0,2.0,4.0,50.0,2.0,2.0,0.0,2.0,1,4.0,3.0,0.0,Botafogo (RJ),Brasileiro,Daniel Borges (Botafogo (RJ))
Gatito Fernández,PAR,GK,34.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Botafogo (RJ),Brasileiro,Gatito Fernández (Botafogo (RJ))
Diego Hernández,URU,FW,22.0,0.5,2.0,1,0.0,1.0,1.0,1.0,6.0,16.7,5.0,0.0,0.0,0.0,0,2.0,0.0,0.0,Botafogo (RJ),Brasileiro,Diego Hernández (Botafogo (RJ))
Kayque,BRA,MF,22.0,0.3,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,Botafogo (RJ),Brasileiro,Kayque (Botafogo (RJ))
Mateo Ponte,URU,DF,19.0,0.2,1.0,0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0,Botafogo (RJ),Brasileiro,Mateo Ponte (Botafogo (RJ))
Lucas Piazon,BRA,FW,29.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Lucas Piazon (Botafogo (RJ))
Breno,BRA,MF,22.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Breno (Botafogo (RJ))
Newton,BRA,DF,23.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Newton (Botafogo (RJ))
Rai,BRA,MF,20.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Rai (Botafogo (RJ))
Cleiton Schwengber,BRA,GK,25.0,33.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,2.0,19.0,2.0,Bragantino,Brasileiro,Cleiton Schwengber (Bragantino)
Juninho Capixaba,BRA,DF,25.0,31.9,69.0,54,25.0,28.0,16.0,35.0,88.0,39.8,53.0,45.0,12.0,33.0,79,148.0,85.0,3.0,Bragantino,Brasileiro,Juninho Capixaba (Bragantino)
Lucas Evangelista,BRA,MF,27.0,30.2,51.0,28,20.0,22.0,9.0,15.0,46.0,32.6,31.0,31.0,6.0,25.0,26,77.0,20.0,0.0,Bragantino,Brasileiro,Lucas Evangelista (Bragantino)
Matheus Fernandes,BRA,MF,24.0,26.0,106.0,63,40.0,52.0,14.0,45.0,93.0,48.4,48.0,36.0,10.0,26.0,32,138.0,23.0,1.0,Bragantino,Brasileiro,Matheus Fernandes (Bragantino)
Eduardo Sasha,BRA,"FW,MF",30.0,24.8,15.0,5,1.0,11.0,3.0,4.0,12.0,33.3,8.0,8.0,2.0,6.0,10,25.0,15.0,0.0,Bragantino,Brasileiro,Eduardo Sasha (Bragantino)
Vitinho,BRA,"FW,MF",23.0,22.8,35.0,21,12.0,18.0,5.0,10.0,43.0,23.3,33.0,28.0,1.0,27.0,11,46.0,10.0,0.0,Bragantino,Brasileiro,Vitinho (Bragantino)
Jadsom,BRA,MF,21.0,21.1,41.0,21,11.0,24.0,6.0,19.0,43.0,44.2,24.0,37.0,7.0,30.0,27,68.0,25.0,0.0,Bragantino,Brasileiro,Jadsom (Bragantino)
Helinho,BRA,FW,22.0,15.4,24.0,16,8.0,11.0,5.0,8.0,19.0,42.1,11.0,18.0,0.0,18.0,8,32.0,11.0,0.0,Bragantino,Brasileiro,Helinho (Bragantino)
Leonardo Realpe,ECU,DF,21.0,18.7,24.0,10,16.0,7.0,1.0,13.0,25.0,52.0,12.0,10.0,7.0,3.0,25,49.0,69.0,0.0,Bragantino,Brasileiro,Leonardo Realpe (Bragantino)
Leo Ortiz,BRA,DF,27.0,17.8,18.0,11,13.0,5.0,0.0,9.0,15.0,60.0,6.0,21.0,18.0,3.0,30,48.0,75.0,1.0,Bragantino,Brasileiro,Leo Ortiz (Bragantino)
José Hurtado,ECU,DF,21.0,18.0,36.0,26,16.0,17.0,3.0,25.0,47.0,53.2,22.0,19.0,6.0,13.0,21,57.0,34.0,0.0,Bragantino,Brasileiro,José Hurtado (Bragantino)
Aderlan Silva,BRA,DF,32.0,15.8,54.0,31,30.0,21.0,3.0,31.0,70.0,44.3,39.0,21.0,2.0,19.0,26,80.0,26.0,0.0,Bragantino,Brasileiro,Aderlan Silva (Bragantino)
Eric Ramires,BRA,MF,22.0,15.3,18.0,10,3.0,12.0,3.0,9.0,35.0,25.7,26.0,27.0,1.0,26.0,12,30.0,7.0,0.0,Bragantino,Brasileiro,Eric Ramires (Bragantino)
Luan Patrick,BRA,DF,21.0,12.4,9.0,6,5.0,4.0,0.0,5.0,12.0,41.7,7.0,12.0,10.0,2.0,17,26.0,33.0,1.0,Bragantino,Brasileiro,Luan Patrick (Bragantino)
Luan Cândido,BRA,DF,21.0,12.0,19.0,12,12.0,5.0,2.0,7.0,13.0,53.8,6.0,24.0,8.0,16.0,13,32.0,45.0,0.0,Bragantino,Brasileiro,Luan Cândido (Bragantino)
Eduardo Santos,BRA,DF,25.0,11.3,15.0,9,10.0,4.0,1.0,10.0,13.0,76.9,3.0,19.0,15.0,4.0,14,29.0,51.0,1.0,Bragantino,Brasileiro,Eduardo Santos (Bragantino)
Thiago Borbas,URU,FW,20.0,15.9,13.0,9,3.0,7.0,3.0,3.0,15.0,20.0,12.0,14.0,0.0,14.0,2,15.0,8.0,0.0,Bragantino,Brasileiro,Thiago Borbas (Bragantino)
Henry Mosquera,COL,"FW,MF",21.0,11.8,16.0,11,6.0,7.0,3.0,9.0,15.0,60.0,6.0,13.0,4.0,9.0,1,17.0,3.0,0.0,Bragantino,Brasileiro,Henry Mosquera (Bragantino)
Natan,BRA,DF,21.0,9.3,6.0,5,5.0,1.0,0.0,4.0,7.0,57.1,3.0,15.0,10.0,5.0,9,15.0,30.0,1.0,Bragantino,Brasileiro,Natan (Bragantino)
Bruno,BRA,"FW,MF",19.0,7.9,4.0,4,0.0,2.0,2.0,2.0,12.0,16.7,10.0,11.0,0.0,11.0,2,6.0,2.0,0.0,Bragantino,Brasileiro,Bruno (Bragantino)
Marcos Vinicios Sorriso,BRA,"FW,DF",21.0,10.4,22.0,15,5.0,11.0,6.0,5.0,13.0,38.5,8.0,18.0,0.0,18.0,8,30.0,6.0,0.0,Bragantino,Brasileiro,Marcos Vinicios Sorriso (Bragantino)
Lucão,BRA,GK,21.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,Bragantino,Brasileiro,Lucão (Bragantino)
Gustavinho,BRA,"MF,FW",18.0,7.4,13.0,5,5.0,1.0,7.0,6.0,23.0,26.1,17.0,8.0,2.0,6.0,7,20.0,5.0,0.0,Bragantino,Brasileiro,Gustavinho (Bragantino)
Matheus Gonçalves,BRA,"FW,MF",17.0,5.1,7.0,3,2.0,1.0,4.0,6.0,11.0,54.5,5.0,6.0,0.0,6.0,0,7.0,2.0,0.0,Bragantino,Brasileiro,Matheus Gonçalves (Bragantino)
Alerrandro,BRA,"FW,MF",23.0,4.5,2.0,2,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0,2.0,6.0,0.0,Bragantino,Brasileiro,Alerrandro (Bragantino)
Lucão,BRA,DF,24.0,2.2,3.0,1,3.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,5,8.0,6.0,0.0,Bragantino,Brasileiro,Lucão (Bragantino)
Guilherme,BRA,"DF,MF",20.0,2.9,7.0,4,3.0,2.0,2.0,4.0,4.0,100.0,0.0,4.0,1.0,3.0,3,10.0,11.0,0.0,Bragantino,Brasileiro,Guilherme (Bragantino)
Ignacio Laquintana,URU,FW,23.0,2.0,4.0,3,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,5.0,0.0,0.0,Bragantino,Brasileiro,Ignacio Laquintana (Bragantino)
Talisson,BRA,FW,20.0,1.7,4.0,1,2.0,1.0,1.0,2.0,2.0,100.0,0.0,2.0,1.0,1.0,2,6.0,2.0,0.0,Bragantino,Brasileiro,Talisson (Bragantino)
Raul,BRA,"MF,DF",26.0,1.2,3.0,0,2.0,0.0,1.0,2.0,3.0,66.7,1.0,2.0,1.0,1.0,1,4.0,2.0,0.0,Bragantino,Brasileiro,Raul (Bragantino)
Yani Quintero,COL,MF,20.0,1.1,5.0,4,2.0,3.0,0.0,1.0,2.0,50.0,1.0,3.0,0.0,3.0,1,6.0,0.0,0.0,Bragantino,Brasileiro,Yani Quintero (Bragantino)
Cipriano,BRA,DF,20.0,0.8,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2,3.0,11.0,0.0,Bragantino,Brasileiro,Cipriano (Bragantino)
Lucas Cunha,BRA,DF,26.0,0.8,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,Bragantino,Brasileiro,Lucas Cunha (Bragantino)
Nathan Camargo,BRA,MF,17.0,0.1,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Bragantino,Brasileiro,Nathan Camargo (Bragantino)
Bruno Praxedes,BRA,MF,20.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bragantino,Brasileiro,Bruno Praxedes (Bragantino)
Cássio,BRA,GK,35.0,36.8,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,11.0,1.0,Corinthians,Brasileiro,Cássio (Corinthians)
Gil,BRA,DF,35.0,32.0,46.0,30,34.0,12.0,0.0,26.0,41.0,63.4,15.0,53.0,36.0,17.0,27,73.0,126.0,0.0,Corinthians,Brasileiro,Gil (Corinthians)
Yuri Alberto,BRA,FW,21.0,30.2,23.0,14,6.0,8.0,9.0,9.0,22.0,40.9,13.0,23.0,2.0,21.0,3,26.0,17.0,0.0,Corinthians,Brasileiro,Yuri Alberto (Corinthians)
Maycon,BRA,MF,25.0,26.7,43.0,26,20.0,17.0,6.0,22.0,57.0,38.6,35.0,39.0,5.0,34.0,33,76.0,36.0,0.0,Corinthians,Brasileiro,Maycon (Corinthians)
Fagner,BRA,DF,33.0,23.3,43.0,27,29.0,8.0,6.0,24.0,44.0,54.5,20.0,23.0,11.0,12.0,17,60.0,66.0,0.0,Corinthians,Brasileiro,Fagner (Corinthians)
Fábio Santos,BRA,DF,37.0,18.6,24.0,15,13.0,9.0,2.0,17.0,31.0,54.8,14.0,24.0,12.0,12.0,19,43.0,57.0,0.0,Corinthians,Brasileiro,Fábio Santos (Corinthians)
Bruno Méndez,URU,DF,23.0,18.3,39.0,22,22.0,15.0,2.0,23.0,40.0,57.5,17.0,23.0,11.0,12.0,22,61.0,72.0,0.0,Corinthians,Brasileiro,Bruno Méndez (Corinthians)
Matheus Bidu,BRA,DF,23.0,18.4,27.0,20,18.0,6.0,3.0,13.0,22.0,59.1,9.0,24.0,6.0,18.0,31,58.0,56.0,0.0,Corinthians,Brasileiro,Matheus Bidu (Corinthians)
Giuliano de Paula,BRA,"MF,FW",32.0,18.1,34.0,16,9.0,20.0,5.0,14.0,44.0,31.8,30.0,15.0,3.0,12.0,13,47.0,20.0,0.0,Corinthians,Brasileiro,Giuliano de Paula (Corinthians)
Fausto Vera,ARG,MF,22.0,15.3,26.0,12,13.0,10.0,3.0,14.0,46.0,30.4,32.0,28.0,10.0,18.0,16,42.0,30.0,0.0,Corinthians,Brasileiro,Fausto Vera (Corinthians)
Renato Augusto,BRA,MF,34.0,14.2,17.0,8,5.0,10.0,2.0,3.0,11.0,27.3,8.0,7.0,2.0,5.0,8,25.0,10.0,0.0,Corinthians,Brasileiro,Renato Augusto (Corinthians)
Roger Guedes,BRA,"FW,MF",26.0,15.0,6.0,3,1.0,2.0,3.0,1.0,2.0,50.0,1.0,11.0,1.0,10.0,1,7.0,11.0,0.0,Corinthians,Brasileiro,Roger Guedes (Corinthians)
Lucas Veríssimo,BRA,DF,27.0,14.5,19.0,11,11.0,6.0,2.0,11.0,14.0,78.6,3.0,17.0,11.0,6.0,10,29.0,76.0,0.0,Corinthians,Brasileiro,Lucas Veríssimo (Corinthians)
Gabriel Moscardo,BRA,MF,17.0,12.6,37.0,22,20.0,15.0,2.0,18.0,40.0,45.0,22.0,29.0,9.0,20.0,20,57.0,28.0,0.0,Corinthians,Brasileiro,Gabriel Moscardo (Corinthians)
Caetano,BRA,DF,23.0,13.4,12.0,8,10.0,2.0,0.0,5.0,8.0,62.5,3.0,19.0,14.0,5.0,19,31.0,61.0,1.0,Corinthians,Brasileiro,Caetano (Corinthians)
Ángel Romero,PAR,FW,30.0,13.3,26.0,14,13.0,11.0,2.0,16.0,40.0,40.0,24.0,14.0,0.0,14.0,5,31.0,17.0,0.0,Corinthians,Brasileiro,Ángel Romero (Corinthians)
