Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Team,Championship,Player_Team
Paulinho,BRA,"FW,MF",22.0,36,2991.0,83.0,87.5,33.2,35,85.0,17,1,24.0,0,1.72,43.0,26.0,17.0,0.51,-0.12,38.9,33.5,5.4,0.16,0.09,Atlético Mineiro,Brasileiro,Paulinho (Atlético Mineiro)
Hulk,BRA,FW,36.0,34,2942.0,87.0,86.0,32.7,33,88.0,24,1,29.0,0,1.79,46.0,28.0,18.0,0.55,0.17,38.9,36.7,2.2,0.07,-0.61,Atlético Mineiro,Brasileiro,Hulk (Atlético Mineiro)
Jemerson,BRA,DF,30.0,32,2476.0,77.0,72.4,27.5,27,87.0,24,5,24.0,3,1.69,38.0,26.0,12.0,0.44,-0.33,33.2,32.4,0.8,0.03,-0.45,Atlético Mineiro,Brasileiro,Jemerson (Atlético Mineiro)
Guilherme Arana,BRA,DF,25.0,28,2385.0,85.0,69.7,26.5,27,87.0,23,1,23.0,1,1.75,38.0,22.0,16.0,0.6,0.26,30.9,29.7,1.2,0.05,-0.36,Atlético Mineiro,Brasileiro,Guilherme Arana (Atlético Mineiro)
Otávio,BRA,MF,28.0,27,2307.0,85.0,67.5,25.6,27,85.0,22,0,0.0,5,1.85,34.0,21.0,13.0,0.51,-0.06,28.3,29.4,-1.2,-0.05,-0.61,Atlético Mineiro,Brasileiro,Otávio (Atlético Mineiro)
Mauricio Lemos,URU,DF,27.0,27,2214.0,82.0,64.7,24.6,25,87.0,20,2,26.0,2,1.85,31.0,19.0,12.0,0.49,-0.11,31.2,24.7,6.6,0.27,0.32,Atlético Mineiro,Brasileiro,Mauricio Lemos (Atlético Mineiro)
Federico Zaracho,ARG,"MF,FW",24.0,27,1947.0,72.0,56.9,21.6,22,82.0,12,5,29.0,0,1.81,32.0,19.0,13.0,0.6,0.17,28.5,21.8,6.7,0.31,0.37,Atlético Mineiro,Brasileiro,Federico Zaracho (Atlético Mineiro)
Cristian Pavón,ARG,"FW,MF",27.0,33,1934.0,59.0,56.5,21.5,21,78.0,6,12,25.0,2,1.76,31.0,22.0,9.0,0.42,-0.25,26.0,23.6,2.4,0.11,-0.1,Atlético Mineiro,Brasileiro,Cristian Pavón (Atlético Mineiro)
Renzo Saravia,ARG,DF,29.0,26,1708.0,66.0,49.9,19.0,20,80.0,11,6,18.0,4,1.62,25.0,14.0,11.0,0.58,0.11,23.2,23.2,0.0,0.0,-0.3,Atlético Mineiro,Brasileiro,Renzo Saravia (Atlético Mineiro)
Rodrigo Battaglia,ARG,MF,31.0,22,1728.0,79.0,50.5,19.2,19,85.0,15,3,35.0,2,1.68,24.0,13.0,11.0,0.57,0.09,24.4,18.2,6.2,0.32,0.34,Atlético Mineiro,Brasileiro,Rodrigo Battaglia (Atlético Mineiro)
Mariano,BRA,DF,36.0,22,1564.0,71.0,45.7,17.4,17,83.0,9,5,31.0,9,1.5,21.0,18.0,3.0,0.17,-0.65,19.0,17.4,1.6,0.09,-0.11,Atlético Mineiro,Brasileiro,Mariano (Atlético Mineiro)
Igor Gomes,BRA,"MF,FW",23.0,29,1374.0,47.0,40.2,15.3,17,66.0,1,12,21.0,8,1.69,20.0,14.0,6.0,0.39,-0.22,18.1,18.6,-0.5,-0.03,-0.31,Atlético Mineiro,Brasileiro,Igor Gomes (Atlético Mineiro)
Edenílson,BRA,"MF,FW",33.0,28,1368.0,49.0,40.0,15.2,15,74.0,4,13,19.0,7,1.86,22.0,12.0,10.0,0.66,0.22,19.8,19.4,0.5,0.03,-0.21,Atlético Mineiro,Brasileiro,Edenílson (Atlético Mineiro)
Rubens,BRA,"DF,MF",21.0,24,1352.0,56.0,39.5,15.0,14,76.0,3,10,28.0,13,1.96,23.0,11.0,12.0,0.8,0.45,21.5,13.0,8.5,0.56,0.68,Atlético Mineiro,Brasileiro,Rubens (Atlético Mineiro)
Bruno Fuchs,BRA,DF,23.0,15,1088.0,73.0,31.8,12.1,13,83.0,8,2,3.0,8,2.0,17.0,9.0,8.0,0.66,0.2,14.5,10.4,4.1,0.34,0.27,Atlético Mineiro,Brasileiro,Bruno Fuchs (Atlético Mineiro)
Hyoran,BRA,"MF,FW",29.0,12,691.0,58.0,20.2,7.7,12,58.0,0,0,0.0,16,1.75,9.0,6.0,3.0,0.39,-0.17,9.7,7.6,2.2,0.28,0.16,Atlético Mineiro,Brasileiro,Hyoran (Atlético Mineiro)
Alan Franco,ECU,"MF,FW",24.0,18,840.0,47.0,24.6,9.3,9,72.0,5,9,21.0,5,2.0,15.0,7.0,8.0,0.86,0.44,11.9,10.4,1.6,0.17,0.02,Atlético Mineiro,Brasileiro,Alan Franco (Atlético Mineiro)
Igor Rabello,BRA,DF,27.0,11,692.0,63.0,20.2,7.7,7,85.0,6,4,25.0,9,1.55,11.0,8.0,3.0,0.39,-0.17,8.9,9.3,-0.4,-0.05,-0.26,Atlético Mineiro,Brasileiro,Igor Rabello (Atlético Mineiro)
Pedrinho,BRA,"MF,FW",24.0,15,629.0,42.0,18.4,7.0,6,74.0,0,9,21.0,9,1.27,7.0,4.0,3.0,0.43,-0.12,6.7,6.0,0.7,0.1,-0.06,Atlético Mineiro,Brasileiro,Pedrinho (Atlético Mineiro)
Eduardo Vargas,CHI,FW,33.0,12,470.0,39.0,13.7,5.2,4,77.0,2,8,20.0,7,1.17,7.0,2.0,5.0,0.96,0.5,7.7,3.2,4.6,0.88,0.84,Atlético Mineiro,Brasileiro,Eduardo Vargas (Atlético Mineiro)
Nathan Silva,BRA,DF,25.0,4,360.0,90.0,10.5,4.0,4,90.0,4,0,0.0,6,2.5,8.0,1.0,7.0,1.75,1.37,6.2,3.4,2.8,0.71,0.62,Atlético Mineiro,Brasileiro,Nathan Silva (Atlético Mineiro)
Patrick,BRA,"MF,FW",30.0,23,559.0,24.0,16.3,6.2,2,68.0,1,21,20.0,15,1.87,8.0,7.0,1.0,0.16,-0.44,9.2,8.0,1.2,0.19,0.05,Atlético Mineiro,Brasileiro,Patrick (Atlético Mineiro)
Alan Kardec,BRA,"FW,MF",34.0,14,265.0,19.0,7.7,2.9,2,58.0,0,12,12.0,9,0.86,2.0,6.0,-4.0,-1.36,-2.04,4.2,3.0,1.2,0.4,0.27,Atlético Mineiro,Brasileiro,Alan Kardec (Atlético Mineiro)
Matheus Mendes,BRA,GK,23.0,2,180.0,90.0,5.3,2.0,2,90.0,2,0,0.0,34,3.0,6.0,2.0,4.0,2.0,1.56,3.1,1.9,1.1,0.57,0.44,Atlético Mineiro,Brasileiro,Matheus Mendes (Atlético Mineiro)
Réver,BRA,"DF,FW",38.0,9,117.0,13.0,3.4,1.3,1,90.0,1,8,3.0,28,2.8,5.0,3.0,2.0,1.54,1.05,1.4,2.6,-1.2,-0.95,-1.14,Atlético Mineiro,Brasileiro,Réver (Atlético Mineiro)
Dodô,BRA,DF,30.0,1,59.0,59.0,1.7,0.7,1,59.0,0,0,0.0,11,3.0,1.0,1.0,0.0,0.0,-0.54,0.3,0.9,-0.6,-0.93,-1.1,Atlético Mineiro,Brasileiro,Dodô (Atlético Mineiro)
Alisson,BRA,"MF,DF",17.0,5,49.0,10.0,1.4,0.5,0,0.0,0,5,10.0,18,0.2,0.0,1.0,-1.0,-1.84,-2.4,0.6,0.4,0.2,0.36,0.21,Atlético Mineiro,Brasileiro,Alisson (Atlético Mineiro)
Isaac,BRA,FW,18.0,1,19.0,19.0,0.6,0.2,0,0.0,0,1,19.0,1,0.0,0.0,0.0,0.0,0.0,-0.53,0.2,0.0,0.2,2.54,2.4,Atlético Mineiro,Brasileiro,Isaac (Atlético Mineiro)
Paulo Vitor,BRA,MF,18.0,1,17.0,17.0,0.5,0.2,0,0.0,0,1,17.0,19,3.0,1.0,0.0,1.0,5.29,4.79,0.5,0.0,0.5,2.47,2.33,Atlético Mineiro,Brasileiro,Paulo Vitor (Atlético Mineiro)
Carlos Eduardo,BRA,"MF,FW",18.0,2,12.0,6.0,0.4,0.1,0,0.0,0,2,6.0,18,3.0,1.0,0.0,1.0,7.5,7.0,1.0,0.1,0.8,6.34,6.21,Atlético Mineiro,Brasileiro,Carlos Eduardo (Atlético Mineiro)
Gabriel Delfim,BRA,GK,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Gabriel Delfim (Atlético Mineiro)
Rômulo,BRA,DF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Rômulo (Atlético Mineiro)
Marcos Felipe,BRA,GK,26.0,37,3330.0,90.0,97.4,37.0,37,90.0,37,0,0.0,0,1.19,49.0,51.0,-2.0,-0.05,0.95,49.5,48.2,1.3,0.04,1.97,Bahia,Brasileiro,Marcos Felipe (Bahia)
Thaciano,BRA,"MF,FW",27.0,35,2887.0,82.0,84.4,32.1,35,82.0,16,0,0.0,1,1.26,47.0,40.0,7.0,0.22,1.91,44.2,42.2,2.0,0.06,0.5,Bahia,Brasileiro,Thaciano (Bahia)
Kanu,BRA,DF,25.0,33,2909.0,88.0,85.1,32.3,33,88.0,30,0,0.0,0,1.18,42.0,44.0,-2.0,-0.06,0.11,42.7,43.3,-0.6,-0.02,-0.02,Bahia,Brasileiro,Kanu (Bahia)
Rezende,BRA,"MF,DF",28.0,33,2705.0,82.0,79.1,30.1,32,84.0,21,1,24.0,1,1.21,43.0,42.0,1.0,0.03,0.54,41.2,37.0,4.2,0.14,0.75,Bahia,Brasileiro,Rezende (Bahia)
Cauly Oliveira Souza,BRA,"MF,FW",27.0,32,2543.0,79.0,74.4,28.3,30,82.0,17,2,37.0,0,1.22,41.0,36.0,5.0,0.18,1.0,39.0,35.7,3.3,0.12,0.52,Bahia,Brasileiro,Cauly Oliveira Souza (Bahia)
Vitor Hugo,BRA,DF,31.0,27,2129.0,79.0,62.3,23.7,27,79.0,19,0,0.0,3,1.15,33.0,36.0,-3.0,-0.13,-0.13,31.6,34.9,-3.3,-0.14,-0.33,Bahia,Brasileiro,Vitor Hugo (Bahia)
Everaldo Stum,BRA,FW,31.0,33,2178.0,66.0,63.7,24.2,25,80.0,11,8,21.0,1,1.15,29.0,30.0,-1.0,-0.04,0.1,33.4,28.9,4.6,0.19,0.56,Bahia,Brasileiro,Everaldo Stum (Bahia)
Nicolás Acevedo,URU,MF,23.0,31,1970.0,64.0,57.6,21.9,21,84.0,16,10,20.0,3,1.16,20.0,28.0,-8.0,-0.37,-0.68,26.8,29.8,-3.0,-0.14,-0.29,Bahia,Brasileiro,Nicolás Acevedo (Bahia)
Gilberto,BRA,DF,29.0,21,1852.0,88.0,54.2,20.6,21,88.0,18,0,0.0,1,1.48,34.0,28.0,6.0,0.29,0.81,30.6,25.8,4.8,0.23,0.54,Bahia,Brasileiro,Gilberto (Bahia)
Ademir Santos,BRA,"FW,MF",27.0,33,1740.0,53.0,50.9,19.3,19,74.0,4,14,24.0,2,1.18,26.0,27.0,-1.0,-0.05,0.06,26.5,26.5,0.1,0.0,0.04,Bahia,Brasileiro,Ademir Santos (Bahia)
Yago,BRA,MF,27.0,25,1363.0,55.0,39.9,15.1,16,75.0,1,9,17.0,2,1.28,27.0,21.0,6.0,0.4,0.79,20.8,19.0,1.8,0.12,0.22,Bahia,Brasileiro,Yago (Bahia)
Gabriel Teixeira,BRA,"FW,MF",21.0,25,1361.0,54.0,39.8,15.1,15,76.0,2,10,23.0,0,1.15,20.0,26.0,-6.0,-0.4,-0.53,23.3,20.3,3.0,0.2,0.35,Bahia,Brasileiro,Gabriel Teixeira (Bahia)
Camilo Cándido,URU,DF,27.0,19,1244.0,65.0,36.4,13.8,15,78.0,7,4,18.0,2,1.37,22.0,19.0,3.0,0.22,0.47,18.9,19.0,-0.1,-0.01,0.02,Bahia,Brasileiro,Camilo Cándido (Bahia)
Gabriel,BRA,DF,21.0,13,977.0,75.0,28.6,10.9,10,84.0,8,3,44.0,24,0.85,11.0,15.0,-4.0,-0.37,-0.41,10.8,15.0,-4.2,-0.38,-0.51,Bahia,Brasileiro,Gabriel (Bahia)
David Duarte,BRA,DF,28.0,11,867.0,79.0,25.4,9.6,10,86.0,7,1,5.0,8,1.0,15.0,16.0,-1.0,-0.1,-0.03,11.7,9.3,2.5,0.26,0.36,Bahia,Brasileiro,David Duarte (Bahia)
Cicinho,BUL,DF,34.0,13,753.0,58.0,22.0,8.4,9,78.0,5,4,12.0,23,1.15,7.0,11.0,-4.0,-0.48,-0.51,8.3,14.2,-6.0,-0.72,-0.9,Bahia,Brasileiro,Cicinho (Bahia)
Rafael Ratão,BRA,"FW,MF",27.0,18,779.0,43.0,22.8,8.7,8,73.0,0,10,20.0,2,1.33,15.0,13.0,2.0,0.23,0.4,12.6,12.0,0.6,0.07,0.11,Bahia,Brasileiro,Rafael Ratão (Bahia)
Vinicius Mingotti,BRA,FW,23.0,17,659.0,39.0,19.3,7.3,8,67.0,1,9,13.0,14,0.82,6.0,10.0,-4.0,-0.55,-0.58,8.4,12.4,-4.0,-0.55,-0.66,Bahia,Brasileiro,Vinicius Mingotti (Bahia)
Vítor Jacaré,BRA,"DF,MF",23.0,18,855.0,48.0,25.0,9.5,7,90.0,7,11,20.0,8,1.0,11.0,16.0,-5.0,-0.53,-0.6,12.6,10.8,1.7,0.19,0.27,Bahia,Brasileiro,Vítor Jacaré (Bahia)
Jhoanner Chávez,ECU,"DF,MF",20.0,10,589.0,59.0,17.2,6.5,7,79.0,5,3,12.0,3,0.8,4.0,12.0,-8.0,-1.22,-1.38,5.5,10.9,-5.3,-0.82,-0.97,Bahia,Brasileiro,Jhoanner Chávez (Bahia)
Luciano Juba,BRA,"DF,MF",23.0,14,647.0,46.0,18.9,7.2,6,80.0,3,8,21.0,3,1.21,11.0,11.0,0.0,0.0,0.1,12.5,7.2,5.3,0.73,0.93,Bahia,Brasileiro,Luciano Juba (Bahia)
Matheus Bahia,BRA,"DF,MF",23.0,12,493.0,41.0,14.4,5.5,6,63.0,1,6,20.0,15,1.67,7.0,3.0,4.0,0.73,0.95,7.1,6.2,0.9,0.15,0.19,Bahia,Brasileiro,Matheus Bahia (Bahia)
Kayky Chagas,BRA,"FW,MF",19.0,10,410.0,41.0,12.0,4.6,6,61.0,0,4,11.0,4,0.6,4.0,6.0,-2.0,-0.44,-0.41,4.4,7.3,-2.9,-0.63,-0.69,Bahia,Brasileiro,Kayky Chagas (Bahia)
Ryan Carlos,BRA,DF,20.0,9,578.0,64.0,16.9,6.4,5,83.0,2,4,41.0,6,0.56,7.0,10.0,-3.0,-0.47,-0.47,8.8,9.9,-1.2,-0.18,-0.2,Bahia,Brasileiro,Ryan Carlos (Bahia)
Raul Bicalho,BRA,DF,23.0,7,321.0,46.0,9.4,3.6,4,72.0,3,3,11.0,9,1.86,7.0,5.0,2.0,0.56,0.71,6.4,5.0,1.5,0.41,0.47,Bahia,Brasileiro,Raul Bicalho (Bahia)
Arthur Sales,BRA,"FW,MF",20.0,9,290.0,32.0,8.5,3.2,2,67.0,0,7,22.0,7,0.89,5.0,8.0,-3.0,-0.93,-0.93,4.1,5.6,-1.5,-0.46,-0.49,Bahia,Brasileiro,Arthur Sales (Bahia)
Lucas Mugni,ARG,"MF,FW",31.0,15,361.0,24.0,10.6,4.0,1,66.0,0,14,21.0,19,1.2,3.0,11.0,-8.0,-1.99,-2.14,3.9,9.3,-5.4,-1.36,-1.5,Bahia,Brasileiro,Lucas Mugni (Bahia)
Léo Cittadini,BRA,MF,28.0,7,139.0,20.0,4.1,1.5,1,60.0,0,6,13.0,10,1.86,2.0,3.0,-1.0,-0.65,-0.59,1.9,2.4,-0.6,-0.36,-0.36,Bahia,Brasileiro,Léo Cittadini (Bahia)
André,BRA,DF,19.0,3,125.0,42.0,3.7,1.4,1,90.0,1,2,18.0,4,0.33,1.0,1.0,0.0,0.0,0.08,1.7,2.4,-0.7,-0.51,-0.51,Bahia,Brasileiro,André (Bahia)
Danilo Fernandes,BRA,GK,34.0,1,37.0,37.0,1.1,0.4,1,37.0,0,0,0.0,11,1.33,5.0,2.0,3.0,7.3,7.46,0.5,1.7,-1.2,-2.97,-2.98,Bahia,Brasileiro,Danilo Fernandes (Bahia)
Diego Rosa,BRA,"MF,DF",20.0,11,246.0,22.0,7.2,2.7,0,0.0,0,11,22.0,16,1.45,2.0,3.0,-1.0,-0.37,-0.31,2.3,4.0,-1.8,-0.65,-0.68,Bahia,Brasileiro,Diego Rosa (Bahia)
Danielzinho,BRA,"FW,MF",27.0,5,79.0,16.0,2.3,0.9,0,0.0,0,5,16.0,7,0.8,2.0,0.0,2.0,2.28,2.41,2.1,1.5,0.6,0.64,0.67,Bahia,Brasileiro,Danielzinho (Bahia)
Mateus Claus,BRA,GK,28.0,1,53.0,53.0,1.5,0.6,0,0.0,0,1,53.0,18,0.0,0.0,2.0,-2.0,-3.4,-3.37,0.6,1.3,-0.7,-1.22,-1.22,Bahia,Brasileiro,Mateus Claus (Bahia)
Marcos Victor,BRA,DF,21.0,1,5.0,5.0,0.1,0.1,0,0.0,0,1,5.0,13,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.0,0.1,1.78,1.8,Bahia,Brasileiro,Marcos Victor (Bahia)
Patrick Verhon,BRA,FW,18.0,1,1.0,1.0,0.0,0.0,0,0.0,0,1,1.0,12,1.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,-3.08,-3.06,Bahia,Brasileiro,Patrick Verhon (Bahia)
Adriel,BRA,GK,22.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bahia,Brasileiro,Adriel (Bahia)
Everton,BRA,MF,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bahia,Brasileiro,Everton (Bahia)
Tiago Gomes,BRA,GK,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bahia,Brasileiro,Tiago Gomes (Bahia)
Lucas Perri,BRA,GK,25.0,38,3375.0,89.0,98.7,37.5,38,89.0,37,0,0.0,0,1.68,58.0,36.0,22.0,0.59,2.59,50.1,47.8,2.2,0.06,1.91,Botafogo (RJ),Brasileiro,Lucas Perri (Botafogo (RJ))
Víctor Cuesta,ARG,DF,34.0,35,3150.0,90.0,92.1,35.0,35,90.0,35,0,0.0,0,1.8,55.0,32.0,23.0,0.66,1.32,47.1,45.5,1.6,0.05,0.14,Botafogo (RJ),Brasileiro,Víctor Cuesta (Botafogo (RJ))
Adryelson,BRA,DF,24.0,35,2996.0,86.0,87.6,33.3,35,86.0,29,0,0.0,0,1.74,51.0,29.0,22.0,0.66,0.87,46.5,43.1,3.4,0.1,0.54,Botafogo (RJ),Brasileiro,Adryelson (Botafogo (RJ))
Marlon Freitas,BRA,MF,27.0,36,2909.0,81.0,85.1,32.3,33,87.0,27,3,17.0,1,1.69,52.0,33.0,19.0,0.59,0.24,44.8,42.4,2.4,0.08,0.27,Botafogo (RJ),Brasileiro,Marlon Freitas (Botafogo (RJ))
Carlos Eduardo,BRA,MF,33.0,34,2670.0,79.0,78.1,29.7,32,83.0,15,2,14.0,0,1.74,46.0,24.0,22.0,0.74,0.86,37.2,37.5,-0.4,-0.01,-0.21,Botafogo (RJ),Brasileiro,Carlos Eduardo (Botafogo (RJ))
Tchê Tchê,BRA,"MF,DF",30.0,36,2658.0,74.0,77.7,29.5,32,80.0,12,4,24.0,0,1.61,41.0,31.0,10.0,0.34,-0.96,36.5,35.6,0.8,0.03,-0.03,Botafogo (RJ),Brasileiro,Tchê Tchê (Botafogo (RJ))
Tiquinho Soares,BRA,FW,32.0,33,2436.0,74.0,71.2,27.1,30,78.0,12,3,30.0,0,1.64,39.0,24.0,15.0,0.55,0.01,34.0,34.9,-0.9,-0.03,-0.23,Botafogo (RJ),Brasileiro,Tiquinho Soares (Botafogo (RJ))
Júnior Santos,BRA,FW,28.0,37,2163.0,58.0,63.2,24.0,30,68.0,5,7,18.0,1,1.65,30.0,18.0,12.0,0.5,-0.15,28.2,27.1,1.1,0.05,0.03,Botafogo (RJ),Brasileiro,Júnior Santos (Botafogo (RJ))
João Victor Santos Sá,BRA,FW,28.0,33,2127.0,64.0,62.2,23.6,27,72.0,2,6,30.0,0,1.58,39.0,19.0,20.0,0.85,0.78,30.0,26.5,3.5,0.15,0.3,Botafogo (RJ),Brasileiro,João Victor Santos Sá (Botafogo (RJ))
Leonel Di Plácido,ARG,DF,29.0,32,2355.0,74.0,68.9,26.2,25,85.0,17,7,32.0,3,1.75,41.0,30.0,11.0,0.42,-0.42,34.3,36.9,-2.6,-0.1,-0.43,Botafogo (RJ),Brasileiro,Leonel Di Plácido (Botafogo (RJ))
Fernando Marçal,BRA,DF,33.0,22,1626.0,74.0,47.5,18.1,20,78.0,15,2,30.0,1,1.36,30.0,20.0,10.0,0.55,0.0,23.9,23.8,0.1,0.01,-0.05,Botafogo (RJ),Brasileiro,Fernando Marçal (Botafogo (RJ))
Hugo,BRA,DF,21.0,22,1395.0,63.0,40.8,15.5,13,85.0,11,9,32.0,13,1.64,23.0,14.0,9.0,0.58,0.05,22.7,20.3,2.5,0.16,0.21,Botafogo (RJ),Brasileiro,Hugo (Botafogo (RJ))
Luis Henrique,BRA,"FW,MF",21.0,34,1381.0,41.0,40.4,15.3,13,64.0,1,21,26.0,2,1.74,21.0,12.0,9.0,0.59,0.06,20.1,18.6,1.5,0.1,0.11,Botafogo (RJ),Brasileiro,Luis Henrique (Botafogo (RJ))
Danilo Barbosa,BRA,"MF,DF",26.0,23,1011.0,44.0,29.6,11.2,10,78.0,6,13,17.0,7,1.96,14.0,17.0,-3.0,-0.27,-1.16,11.3,17.9,-6.7,-0.59,-0.89,Botafogo (RJ),Brasileiro,Danilo Barbosa (Botafogo (RJ))
Gabriel,BRA,MF,29.0,16,866.0,54.0,25.3,9.6,10,74.0,0,6,21.0,4,1.5,13.0,5.0,8.0,0.83,0.37,14.2,9.1,5.1,0.51,0.65,Botafogo (RJ),Brasileiro,Gabriel (Botafogo (RJ))
Rafael,BRA,DF,32.0,9,482.0,54.0,14.1,5.4,8,59.0,2,1,13.0,0,2.67,8.0,2.0,6.0,1.12,0.66,5.8,5.6,0.2,0.04,0.01,Botafogo (RJ),Brasileiro,Rafael (Botafogo (RJ))
Lucas Fernandes,BRA,MF,25.0,13,473.0,36.0,13.8,5.3,5,65.0,0,8,18.0,16,2.08,9.0,4.0,5.0,0.95,0.46,8.3,5.5,2.8,0.54,0.59,Botafogo (RJ),Brasileiro,Lucas Fernandes (Botafogo (RJ))
Philipe Sampaio,BRA,DF,28.0,12,498.0,42.0,14.6,5.5,4,90.0,4,8,17.0,25,2.15,10.0,10.0,0.0,0.0,-0.65,4.7,6.5,-1.8,-0.32,-0.41,Botafogo (RJ),Brasileiro,Philipe Sampaio (Botafogo (RJ))
Gustavo Sauer,BRA,"FW,MF",29.0,6,258.0,43.0,7.5,2.9,4,52.0,0,2,26.0,13,2.5,7.0,4.0,3.0,1.05,0.53,4.7,3.8,0.9,0.32,0.31,Botafogo (RJ),Brasileiro,Gustavo Sauer (Botafogo (RJ))
Diego Costa,ESP,FW,34.0,13,517.0,40.0,15.1,5.7,3,81.0,2,10,28.0,0,0.92,9.0,8.0,1.0,0.17,-0.45,6.0,7.1,-1.2,-0.21,-0.28,Botafogo (RJ),Brasileiro,Diego Costa (Botafogo (RJ))
Matias Segovia,PAR,FW,20.0,21,651.0,31.0,19.0,7.2,2,69.0,0,19,27.0,12,1.95,16.0,4.0,12.0,1.66,1.37,13.1,10.0,3.1,0.43,0.49,Botafogo (RJ),Brasileiro,Matias Segovia (Botafogo (RJ))
Janderson,BRA,"FW,MF",23.0,18,414.0,23.0,12.1,4.6,2,74.0,0,16,17.0,13,1.33,8.0,6.0,2.0,0.43,-0.13,7.6,6.6,1.0,0.21,0.2,Botafogo (RJ),Brasileiro,Janderson (Botafogo (RJ))
JP Galvão,BRA,DF,21.0,4,201.0,50.0,5.9,2.2,2,79.0,1,2,22.0,20,1.0,3.0,2.0,1.0,0.45,-0.11,3.4,1.6,1.8,0.8,0.81,Botafogo (RJ),Brasileiro,JP Galvão (Botafogo (RJ))
Bastos,ANG,DF,31.0,4,118.0,30.0,3.5,1.3,2,51.0,0,2,8.0,10,1.25,0.0,2.0,-2.0,-1.53,-2.15,0.9,2.0,-1.1,-0.86,-0.93,Botafogo (RJ),Brasileiro,Bastos (Botafogo (RJ))
Carlos Alberto,BRA,"FW,MF",20.0,15,296.0,20.0,8.7,3.3,1,64.0,0,14,17.0,11,1.07,7.0,10.0,-3.0,-0.91,-1.6,5.4,6.7,-1.3,-0.39,-0.46,Botafogo (RJ),Brasileiro,Carlos Alberto (Botafogo (RJ))
Matheus Nascimento,BRA,"FW,MF",18.0,5,98.0,20.0,2.9,1.1,1,70.0,0,4,7.0,6,2.4,2.0,0.0,2.0,1.84,1.32,2.4,0.8,1.5,1.42,1.43,Botafogo (RJ),Brasileiro,Matheus Nascimento (Botafogo (RJ))
Luis Segovia,ECU,DF,25.0,2,95.0,48.0,2.8,1.1,1,83.0,0,1,12.0,13,1.5,2.0,2.0,0.0,0.0,-0.57,1.6,2.8,-1.2,-1.18,-1.25,Botafogo (RJ),Brasileiro,Luis Segovia (Botafogo (RJ))
Daniel Borges,BRA,DF,29.0,1,45.0,45.0,1.3,0.5,0,0.0,0,1,45.0,7,3.0,1.0,0.0,1.0,2.0,1.47,0.4,1.0,-0.6,-1.26,-1.31,Botafogo (RJ),Brasileiro,Daniel Borges (Botafogo (RJ))
Gatito Fernández,PAR,GK,34.0,1,45.0,45.0,1.3,0.5,0,0.0,0,1,45.0,29,0.0,0.0,1.0,-1.0,-2.0,-2.59,0.1,1.0,-0.9,-1.85,-1.91,Botafogo (RJ),Brasileiro,Gatito Fernández (Botafogo (RJ))
Diego Hernández,URU,FW,22.0,2,41.0,21.0,1.2,0.5,0,0.0,0,2,21.0,11,2.0,0.0,1.0,-1.0,-2.2,-2.78,0.3,1.6,-1.3,-2.85,-2.91,Botafogo (RJ),Brasileiro,Diego Hernández (Botafogo (RJ))
Kayque,BRA,MF,22.0,2,27.0,14.0,0.8,0.3,0,0.0,0,2,14.0,1,1.5,1.0,0.0,1.0,3.33,2.8,0.7,0.4,0.3,1.15,1.12,Botafogo (RJ),Brasileiro,Kayque (Botafogo (RJ))
Mateo Ponte,URU,DF,19.0,1,22.0,22.0,0.6,0.2,0,0.0,0,1,22.0,4,3.0,1.0,0.0,1.0,4.09,3.56,0.6,0.5,0.1,0.29,0.26,Botafogo (RJ),Brasileiro,Mateo Ponte (Botafogo (RJ))
Lucas Piazon,BRA,FW,29.0,1,20.0,20.0,0.6,0.2,0,0.0,0,1,20.0,1,0.0,0.0,0.0,0.0,0.0,-0.56,0.3,0.3,0.0,-0.09,-0.13,Botafogo (RJ),Brasileiro,Lucas Piazon (Botafogo (RJ))
