Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Team,Championship,Player_Team
Federico Zaracho,ARG,"MF,FW",24.0,21.6,802.0,931.0,86.1,12179.0,2513.0,433.0,473.0,91.5,304.0,342.0,88.9,40.0,59.0,67.8,1,1.7,1.1,-0.7,22.0,71.0,12.0,1.0,74.0,Atlético Mineiro,Brasileiro,Federico Zaracho (Atlético Mineiro)
Cristian Pavón,ARG,"FW,MF",27.0,21.5,740.0,968.0,76.4,10936.0,2258.0,448.0,510.0,87.8,224.0,299.0,74.9,44.0,85.0,51.8,8,3.9,3.2,4.1,39.0,44.0,21.0,6.0,62.0,Atlético Mineiro,Brasileiro,Cristian Pavón (Atlético Mineiro)
Renzo Saravia,ARG,DF,29.0,19.0,757.0,975.0,77.6,12105.0,4539.0,379.0,431.0,87.9,319.0,384.0,83.1,45.0,109.0,41.3,2,0.9,0.8,1.1,9.0,82.0,7.0,4.0,75.0,Atlético Mineiro,Brasileiro,Renzo Saravia (Atlético Mineiro)
Rodrigo Battaglia,ARG,MF,31.0,19.2,853.0,976.0,87.4,13841.0,3187.0,400.0,445.0,89.9,382.0,414.0,92.3,47.0,66.0,71.2,1,0.4,1.4,0.6,8.0,92.0,6.0,0.0,80.0,Atlético Mineiro,Brasileiro,Rodrigo Battaglia (Atlético Mineiro)
Mariano,BRA,DF,36.0,17.4,853.0,1100.0,77.5,16596.0,6806.0,332.0,375.0,88.5,385.0,463.0,83.2,126.0,214.0,58.9,1,0.4,0.9,0.6,11.0,99.0,16.0,9.0,88.0,Atlético Mineiro,Brasileiro,Mariano (Atlético Mineiro)
Igor Gomes,BRA,"MF,FW",23.0,15.3,523.0,706.0,74.1,8869.0,2142.0,245.0,294.0,83.3,201.0,248.0,81.0,58.0,110.0,52.7,2,3.2,2.8,-1.2,30.0,43.0,21.0,5.0,67.0,Atlético Mineiro,Brasileiro,Igor Gomes (Atlético Mineiro)
Edenílson,BRA,"MF,FW",33.0,15.2,575.0,674.0,85.3,9059.0,2490.0,298.0,336.0,88.7,221.0,244.0,90.6,39.0,57.0,68.4,2,1.8,1.3,0.2,16.0,52.0,8.0,2.0,57.0,Atlético Mineiro,Brasileiro,Edenílson (Atlético Mineiro)
Rubens,BRA,"DF,MF",21.0,15.0,596.0,772.0,77.2,9275.0,2800.0,318.0,363.0,87.6,231.0,286.0,80.8,32.0,65.0,49.2,1,1.1,0.9,-0.1,9.0,43.0,10.0,4.0,53.0,Atlético Mineiro,Brasileiro,Rubens (Atlético Mineiro)
Bruno Fuchs,BRA,DF,23.0,12.1,555.0,662.0,83.8,11762.0,4059.0,158.0,175.0,90.3,308.0,339.0,90.9,87.0,137.0,63.5,0,0.2,0.2,-0.2,2.0,37.0,4.0,1.0,34.0,Atlético Mineiro,Brasileiro,Bruno Fuchs (Atlético Mineiro)
Hyoran,BRA,"MF,FW",29.0,7.7,202.0,298.0,67.8,3493.0,935.0,97.0,109.0,89.0,83.0,111.0,74.8,19.0,56.0,33.9,0,3.1,2.7,-3.1,16.0,23.0,10.0,3.0,35.0,Atlético Mineiro,Brasileiro,Hyoran (Atlético Mineiro)
Alan Franco,ECU,"MF,FW",24.0,9.3,304.0,357.0,85.2,5062.0,1353.0,137.0,155.0,88.4,132.0,149.0,88.6,22.0,33.0,66.7,0,0.3,0.6,-0.3,7.0,26.0,3.0,0.0,27.0,Atlético Mineiro,Brasileiro,Alan Franco (Atlético Mineiro)
Igor Rabello,BRA,DF,27.0,7.7,293.0,365.0,80.3,5459.0,2186.0,106.0,115.0,92.2,154.0,175.0,88.0,24.0,64.0,37.5,0,0.1,0.1,-0.1,2.0,22.0,1.0,0.0,22.0,Atlético Mineiro,Brasileiro,Igor Rabello (Atlético Mineiro)
Pedrinho,BRA,"MF,FW",24.0,7.0,339.0,411.0,82.5,5614.0,1654.0,167.0,175.0,95.4,132.0,154.0,85.7,30.0,56.0,53.6,2,1.4,1.8,0.6,15.0,67.0,15.0,5.0,70.0,Atlético Mineiro,Brasileiro,Pedrinho (Atlético Mineiro)
Eduardo Vargas,CHI,FW,33.0,5.2,127.0,159.0,79.9,2152.0,315.0,69.0,78.0,88.5,39.0,51.0,76.5,14.0,22.0,63.6,0,1.1,0.4,-1.1,11.0,11.0,3.0,1.0,11.0,Atlético Mineiro,Brasileiro,Eduardo Vargas (Atlético Mineiro)
Nathan Silva,BRA,DF,25.0,4.0,213.0,238.0,89.5,4459.0,1606.0,48.0,53.0,90.6,146.0,152.0,96.1,18.0,31.0,58.1,0,0.3,0.5,-0.3,1.0,9.0,0.0,0.0,15.0,Atlético Mineiro,Brasileiro,Nathan Silva (Atlético Mineiro)
Patrick,BRA,"MF,FW",30.0,6.2,260.0,322.0,80.7,3915.0,991.0,152.0,172.0,88.4,90.0,115.0,78.3,15.0,21.0,71.4,0,1.5,1.0,-1.5,4.0,14.0,8.0,4.0,22.0,Atlético Mineiro,Brasileiro,Patrick (Atlético Mineiro)
Alan Kardec,BRA,"FW,MF",34.0,2.9,36.0,52.0,69.2,422.0,104.0,21.0,28.0,75.0,9.0,13.0,69.2,1.0,1.0,100.0,1,0.8,0.6,0.2,3.0,3.0,2.0,0.0,5.0,Atlético Mineiro,Brasileiro,Alan Kardec (Atlético Mineiro)
Matheus Mendes,BRA,GK,23.0,2.0,40.0,66.0,60.6,1507.0,1343.0,6.0,6.0,100.0,9.0,10.0,90.0,25.0,50.0,50.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Matheus Mendes (Atlético Mineiro)
Réver,BRA,"DF,FW",38.0,1.3,46.0,53.0,86.8,1040.0,510.0,10.0,10.0,100.0,28.0,29.0,96.6,8.0,14.0,57.1,0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,4.0,Atlético Mineiro,Brasileiro,Réver (Atlético Mineiro)
Dodô,BRA,DF,30.0,0.7,46.0,56.0,82.1,746.0,182.0,21.0,25.0,84.0,23.0,26.0,88.5,2.0,5.0,40.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,Atlético Mineiro,Brasileiro,Dodô (Atlético Mineiro)
Alisson,BRA,"MF,DF",17.0,0.5,21.0,31.0,67.7,388.0,105.0,9.0,13.0,69.2,8.0,10.0,80.0,3.0,4.0,75.0,0,0.2,0.4,-0.2,2.0,1.0,4.0,2.0,3.0,Atlético Mineiro,Brasileiro,Alisson (Atlético Mineiro)
Isaac,BRA,FW,18.0,0.2,2.0,3.0,66.7,13.0,0.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Isaac (Atlético Mineiro)
Paulo Vitor,BRA,MF,18.0,0.2,17.0,17.0,100.0,279.0,92.0,8.0,8.0,100.0,7.0,7.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Atlético Mineiro,Brasileiro,Paulo Vitor (Atlético Mineiro)
Carlos Eduardo,BRA,"MF,FW",18.0,0.1,1.0,1.0,100.0,32.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Atlético Mineiro,Brasileiro,Carlos Eduardo (Atlético Mineiro)
Marcos Felipe,BRA,GK,26.0,37.0,793.0,1138.0,69.7,23328.0,17468.0,154.0,157.0,98.1,339.0,349.0,97.1,295.0,622.0,47.4,0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,Bahia,Brasileiro,Marcos Felipe (Bahia)
Thaciano,BRA,"MF,FW",27.0,32.1,880.0,1083.0,81.3,15190.0,3683.0,394.0,465.0,84.7,366.0,436.0,83.9,87.0,116.0,75.0,6,2.4,2.4,3.6,31.0,72.0,17.0,5.0,112.0,Bahia,Brasileiro,Thaciano (Bahia)
Kanu,BRA,DF,25.0,32.3,1411.0,1576.0,89.5,26677.0,8849.0,515.0,542.0,95.0,719.0,769.0,93.5,149.0,213.0,70.0,0,0.6,0.9,-0.6,10.0,75.0,1.0,0.0,101.0,Bahia,Brasileiro,Kanu (Bahia)
Rezende,BRA,"MF,DF",28.0,30.1,1121.0,1326.0,84.5,18369.0,6030.0,518.0,587.0,88.2,510.0,570.0,89.5,72.0,100.0,72.0,3,1.3,1.4,1.7,15.0,125.0,7.0,1.0,102.0,Bahia,Brasileiro,Rezende (Bahia)
Cauly Oliveira Souza,BRA,"MF,FW",27.0,28.3,1028.0,1384.0,74.3,15983.0,5089.0,533.0,645.0,82.6,354.0,449.0,78.8,81.0,173.0,46.8,7,5.8,5.8,1.2,77.0,141.0,54.0,7.0,199.0,Bahia,Brasileiro,Cauly Oliveira Souza (Bahia)
Vitor Hugo,BRA,DF,31.0,23.7,896.0,1045.0,85.7,17690.0,6526.0,274.0,307.0,89.3,529.0,575.0,92.0,90.0,142.0,63.4,0,0.5,0.6,-0.5,4.0,72.0,5.0,0.0,85.0,Bahia,Brasileiro,Vitor Hugo (Bahia)
Everaldo Stum,BRA,FW,31.0,24.2,296.0,473.0,62.6,4271.0,1048.0,173.0,250.0,69.2,96.0,142.0,67.6,15.0,33.0,45.5,1,2.5,2.4,-1.5,28.0,33.0,20.0,4.0,56.0,Bahia,Brasileiro,Everaldo Stum (Bahia)
Nicolás Acevedo,URU,MF,23.0,21.9,1029.0,1237.0,83.2,17288.0,5431.0,492.0,543.0,90.6,424.0,499.0,85.0,82.0,118.0,69.5,0,1.2,1.8,-1.2,16.0,106.0,11.0,2.0,112.0,Bahia,Brasileiro,Nicolás Acevedo (Bahia)
Gilberto,BRA,DF,29.0,20.6,979.0,1204.0,81.3,15825.0,5467.0,518.0,575.0,90.1,370.0,441.0,83.9,72.0,120.0,60.0,2,1.3,2.1,0.7,15.0,92.0,31.0,11.0,120.0,Bahia,Brasileiro,Gilberto (Bahia)
Ademir Santos,BRA,"FW,MF",27.0,19.3,415.0,610.0,68.0,6747.0,2162.0,223.0,274.0,81.4,132.0,180.0,73.3,43.0,90.0,47.8,1,2.1,2.4,-1.1,31.0,47.0,23.0,8.0,74.0,Bahia,Brasileiro,Ademir Santos (Bahia)
Yago,BRA,MF,27.0,15.1,569.0,673.0,84.5,8666.0,2293.0,311.0,339.0,91.7,176.0,210.0,83.8,46.0,66.0,69.7,0,0.6,0.7,-0.6,13.0,38.0,13.0,4.0,55.0,Bahia,Brasileiro,Yago (Bahia)
Gabriel Teixeira,BRA,"FW,MF",21.0,15.1,292.0,404.0,72.3,4707.0,1633.0,167.0,198.0,84.3,93.0,124.0,75.0,27.0,58.0,46.6,1,4.4,4.0,-3.4,40.0,32.0,26.0,5.0,57.0,Bahia,Brasileiro,Gabriel Teixeira (Bahia)
Camilo Cándido,URU,DF,27.0,13.8,544.0,739.0,73.6,9056.0,3554.0,286.0,326.0,87.7,204.0,281.0,72.6,45.0,96.0,46.9,2,1.3,1.7,0.7,23.0,49.0,20.0,7.0,62.0,Bahia,Brasileiro,Camilo Cándido (Bahia)
Gabriel,BRA,DF,21.0,10.9,407.0,517.0,78.7,7824.0,2699.0,158.0,177.0,89.3,194.0,228.0,85.1,51.0,99.0,51.5,0,0.2,0.1,-0.2,2.0,26.0,2.0,0.0,32.0,Bahia,Brasileiro,Gabriel (Bahia)
David Duarte,BRA,DF,28.0,9.6,381.0,459.0,83.0,7762.0,2555.0,95.0,111.0,85.6,239.0,257.0,93.0,41.0,79.0,51.9,0,0.0,0.1,0.0,0.0,18.0,0.0,0.0,17.0,Bahia,Brasileiro,David Duarte (Bahia)
Cicinho,BUL,DF,34.0,8.4,305.0,384.0,79.4,4314.0,1489.0,198.0,220.0,90.0,88.0,110.0,80.0,9.0,22.0,40.9,0,0.3,0.4,-0.3,8.0,22.0,3.0,1.0,27.0,Bahia,Brasileiro,Cicinho (Bahia)
Rafael Ratão,BRA,"FW,MF",27.0,8.7,245.0,319.0,76.8,3475.0,920.0,142.0,172.0,82.6,82.0,105.0,78.1,8.0,18.0,44.4,1,0.9,0.7,0.1,7.0,29.0,6.0,0.0,38.0,Bahia,Brasileiro,Rafael Ratão (Bahia)
Vinicius Mingotti,BRA,FW,23.0,7.3,64.0,85.0,75.3,828.0,105.0,38.0,46.0,82.6,19.0,23.0,82.6,1.0,2.0,50.0,0,0.6,0.5,-0.6,7.0,3.0,1.0,0.0,5.0,Bahia,Brasileiro,Vinicius Mingotti (Bahia)
Vítor Jacaré,BRA,"DF,MF",23.0,9.5,333.0,469.0,71.0,5762.0,2270.0,161.0,187.0,86.1,123.0,176.0,69.9,37.0,71.0,52.1,0,1.5,1.4,-1.5,15.0,29.0,13.0,7.0,38.0,Bahia,Brasileiro,Vítor Jacaré (Bahia)
Jhoanner Chávez,ECU,"DF,MF",20.0,6.5,258.0,334.0,77.2,3968.0,1221.0,139.0,157.0,88.5,98.0,127.0,77.2,14.0,29.0,48.3,0,0.5,0.6,-0.5,12.0,11.0,7.0,5.0,17.0,Bahia,Brasileiro,Jhoanner Chávez (Bahia)
Luciano Juba,BRA,"DF,MF",23.0,7.2,258.0,365.0,70.7,4170.0,1733.0,134.0,161.0,83.2,90.0,123.0,73.2,28.0,59.0,47.5,2,1.2,1.4,0.8,16.0,13.0,7.0,0.0,26.0,Bahia,Brasileiro,Luciano Juba (Bahia)
Matheus Bahia,BRA,"DF,MF",23.0,5.5,187.0,269.0,69.5,2905.0,1137.0,103.0,125.0,82.4,57.0,77.0,74.0,18.0,38.0,47.4,0,0.4,0.3,-0.4,7.0,14.0,4.0,3.0,12.0,Bahia,Brasileiro,Matheus Bahia (Bahia)
Kayky Chagas,BRA,"FW,MF",19.0,4.6,109.0,144.0,75.7,1619.0,469.0,63.0,75.0,84.0,37.0,48.0,77.1,7.0,13.0,53.8,1,0.6,0.5,0.4,5.0,6.0,5.0,0.0,16.0,Bahia,Brasileiro,Kayky Chagas (Bahia)
Ryan Carlos,BRA,DF,20.0,6.4,311.0,408.0,76.2,5297.0,1901.0,143.0,161.0,88.8,133.0,163.0,81.6,29.0,59.0,49.2,1,0.5,0.4,0.5,6.0,29.0,14.0,5.0,42.0,Bahia,Brasileiro,Ryan Carlos (Bahia)
Raul Bicalho,BRA,DF,23.0,3.6,165.0,197.0,83.8,3243.0,1279.0,53.0,60.0,88.3,89.0,100.0,89.0,19.0,32.0,59.4,0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,19.0,Bahia,Brasileiro,Raul Bicalho (Bahia)
Arthur Sales,BRA,"FW,MF",20.0,3.2,97.0,124.0,78.2,1271.0,229.0,63.0,69.0,91.3,26.0,36.0,72.2,4.0,6.0,66.7,0,0.3,0.4,-0.3,3.0,7.0,1.0,0.0,7.0,Bahia,Brasileiro,Arthur Sales (Bahia)
Lucas Mugni,ARG,"MF,FW",31.0,4.0,154.0,210.0,73.3,2354.0,898.0,79.0,91.0,86.8,58.0,77.0,75.3,9.0,28.0,32.1,0,0.3,0.3,-0.3,4.0,17.0,5.0,2.0,23.0,Bahia,Brasileiro,Lucas Mugni (Bahia)
Léo Cittadini,BRA,MF,28.0,1.5,81.0,93.0,87.1,1225.0,266.0,40.0,46.0,87.0,32.0,35.0,91.4,5.0,5.0,100.0,0,0.0,0.1,0.0,1.0,12.0,1.0,0.0,8.0,Bahia,Brasileiro,Léo Cittadini (Bahia)
André,BRA,DF,19.0,1.4,63.0,79.0,79.7,998.0,257.0,37.0,43.0,86.0,18.0,23.0,78.3,6.0,9.0,66.7,0,0.0,0.1,0.0,1.0,5.0,1.0,1.0,4.0,Bahia,Brasileiro,André (Bahia)
Danilo Fernandes,BRA,GK,34.0,0.4,9.0,14.0,64.3,198.0,159.0,3.0,3.0,100.0,5.0,5.0,100.0,1.0,6.0,16.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bahia,Brasileiro,Danilo Fernandes (Bahia)
Diego Rosa,BRA,"MF,DF",20.0,2.7,110.0,140.0,78.6,1985.0,577.0,51.0,54.0,94.4,45.0,54.0,83.3,13.0,27.0,48.1,0,0.0,0.1,0.0,1.0,13.0,1.0,0.0,13.0,Bahia,Brasileiro,Diego Rosa (Bahia)
Danielzinho,BRA,"FW,MF",27.0,0.9,68.0,83.0,81.9,1210.0,398.0,32.0,34.0,94.1,29.0,35.0,82.9,6.0,11.0,54.5,0,0.2,0.3,-0.2,4.0,9.0,5.0,1.0,20.0,Bahia,Brasileiro,Danielzinho (Bahia)
Mateus Claus,BRA,GK,28.0,0.6,11.0,12.0,91.7,232.0,158.0,3.0,3.0,100.0,6.0,6.0,100.0,2.0,3.0,66.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bahia,Brasileiro,Mateus Claus (Bahia)
Marcos Victor,BRA,DF,21.0,0.1,10.0,10.0,100.0,158.0,20.0,6.0,6.0,100.0,3.0,3.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Bahia,Brasileiro,Marcos Victor (Bahia)
Patrick Verhon,BRA,FW,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bahia,Brasileiro,Patrick Verhon (Bahia)
Lucas Perri,BRA,GK,25.0,37.5,704.0,1072.0,65.7,22215.0,16835.0,119.0,120.0,99.2,254.0,259.0,98.1,325.0,682.0,47.7,0,0.1,0.0,-0.1,1.0,18.0,0.0,0.0,2.0,Botafogo (RJ),Brasileiro,Lucas Perri (Botafogo (RJ))
Víctor Cuesta,ARG,DF,34.0,35.0,1438.0,1733.0,83.0,26299.0,10773.0,540.0,586.0,92.2,764.0,859.0,88.9,112.0,249.0,45.0,1,0.8,1.2,0.2,12.0,136.0,14.0,8.0,120.0,Botafogo (RJ),Brasileiro,Víctor Cuesta (Botafogo (RJ))
Adryelson,BRA,DF,24.0,33.3,1303.0,1523.0,85.6,25681.0,9401.0,416.0,468.0,88.9,728.0,819.0,88.9,148.0,211.0,70.1,1,0.3,0.5,0.7,2.0,33.0,1.0,0.0,56.0,Botafogo (RJ),Brasileiro,Adryelson (Botafogo (RJ))
Marlon Freitas,BRA,MF,27.0,32.3,1638.0,1892.0,86.6,33331.0,8466.0,576.0,643.0,89.6,758.0,830.0,91.3,275.0,350.0,78.6,2,2.2,2.8,-0.2,27.0,211.0,26.0,4.0,204.0,Botafogo (RJ),Brasileiro,Marlon Freitas (Botafogo (RJ))
Carlos Eduardo,BRA,MF,33.0,29.7,928.0,1142.0,81.3,17526.0,4728.0,367.0,421.0,87.2,404.0,475.0,85.1,131.0,185.0,70.8,6,6.0,3.8,0.0,42.0,133.0,19.0,4.0,156.0,Botafogo (RJ),Brasileiro,Carlos Eduardo (Botafogo (RJ))
Tchê Tchê,BRA,"MF,DF",30.0,29.5,1115.0,1297.0,86.0,19526.0,5070.0,495.0,528.0,93.8,487.0,547.0,89.0,108.0,168.0,64.3,5,3.5,4.1,1.5,36.0,160.0,19.0,5.0,168.0,Botafogo (RJ),Brasileiro,Tchê Tchê (Botafogo (RJ))
Tiquinho Soares,BRA,FW,32.0,27.1,476.0,672.0,70.8,7459.0,1347.0,267.0,355.0,75.2,139.0,184.0,75.5,43.0,61.0,70.5,4,2.7,2.3,1.3,32.0,42.0,12.0,3.0,52.0,Botafogo (RJ),Brasileiro,Tiquinho Soares (Botafogo (RJ))
Júnior Santos,BRA,FW,28.0,24.0,534.0,730.0,73.2,7758.0,1651.0,325.0,387.0,84.0,164.0,224.0,73.2,29.0,53.0,54.7,1,2.3,2.3,-1.3,21.0,28.0,21.0,9.0,48.0,Botafogo (RJ),Brasileiro,Júnior Santos (Botafogo (RJ))
João Victor Santos Sá,BRA,FW,28.0,23.6,581.0,726.0,80.0,8702.0,1818.0,329.0,379.0,86.8,203.0,245.0,82.9,32.0,47.0,68.1,4,1.9,2.2,2.1,37.0,34.0,23.0,8.0,42.0,Botafogo (RJ),Brasileiro,João Victor Santos Sá (Botafogo (RJ))
Leonel Di Plácido,ARG,DF,29.0,26.2,1058.0,1329.0,79.6,17453.0,7189.0,537.0,590.0,91.0,418.0,521.0,80.2,83.0,150.0,55.3,4,2.5,2.3,1.5,38.0,89.0,30.0,20.0,106.0,Botafogo (RJ),Brasileiro,Leonel Di Plácido (Botafogo (RJ))
Fernando Marçal,BRA,DF,33.0,18.1,794.0,1070.0,74.2,14188.0,6299.0,367.0,415.0,88.4,327.0,404.0,80.9,85.0,198.0,42.9,3,1.3,1.6,1.7,27.0,69.0,7.0,4.0,83.0,Botafogo (RJ),Brasileiro,Fernando Marçal (Botafogo (RJ))
Hugo,BRA,DF,21.0,15.5,607.0,788.0,77.0,9797.0,3725.0,323.0,357.0,90.5,212.0,268.0,79.1,50.0,115.0,43.5,2,1.6,1.5,0.4,19.0,61.0,11.0,8.0,69.0,Botafogo (RJ),Brasileiro,Hugo (Botafogo (RJ))
Luis Henrique,BRA,"FW,MF",21.0,15.3,487.0,624.0,78.0,8053.0,1889.0,257.0,301.0,85.4,172.0,210.0,81.9,44.0,73.0,60.3,2,1.6,1.7,0.4,32.0,32.0,23.0,4.0,63.0,Botafogo (RJ),Brasileiro,Luis Henrique (Botafogo (RJ))
Danilo Barbosa,BRA,"MF,DF",26.0,11.2,381.0,480.0,79.4,6831.0,2682.0,156.0,190.0,82.1,178.0,207.0,86.0,36.0,54.0,66.7,0,0.1,0.3,-0.1,3.0,57.0,3.0,0.0,54.0,Botafogo (RJ),Brasileiro,Danilo Barbosa (Botafogo (RJ))
Gabriel,BRA,MF,29.0,9.6,397.0,541.0,73.4,7390.0,2603.0,190.0,233.0,81.5,137.0,178.0,77.0,61.0,99.0,61.6,1,1.5,1.5,-0.5,17.0,52.0,13.0,6.0,56.0,Botafogo (RJ),Brasileiro,Gabriel (Botafogo (RJ))
Rafael,BRA,DF,32.0,5.4,184.0,243.0,75.7,2786.0,1188.0,104.0,113.0,92.0,69.0,98.0,70.4,8.0,24.0,33.3,0,0.2,0.4,-0.2,5.0,12.0,4.0,2.0,10.0,Botafogo (RJ),Brasileiro,Rafael (Botafogo (RJ))
Lucas Fernandes,BRA,MF,25.0,5.3,209.0,255.0,82.0,3605.0,1079.0,93.0,99.0,93.9,93.0,107.0,86.9,19.0,37.0,51.4,0,0.5,0.6,-0.5,7.0,21.0,4.0,0.0,35.0,Botafogo (RJ),Brasileiro,Lucas Fernandes (Botafogo (RJ))
Philipe Sampaio,BRA,DF,28.0,5.5,270.0,309.0,87.4,5268.0,1794.0,73.0,80.0,91.3,168.0,182.0,92.3,24.0,39.0,61.5,0,0.0,0.1,0.0,1.0,11.0,1.0,1.0,16.0,Botafogo (RJ),Brasileiro,Philipe Sampaio (Botafogo (RJ))
Gustavo Sauer,BRA,"FW,MF",29.0,2.9,72.0,91.0,79.1,1108.0,328.0,42.0,46.0,91.3,23.0,26.0,88.5,4.0,11.0,36.4,1,0.4,0.3,0.6,4.0,6.0,4.0,1.0,13.0,Botafogo (RJ),Brasileiro,Gustavo Sauer (Botafogo (RJ))
Diego Costa,ESP,FW,34.0,5.7,82.0,128.0,64.1,1341.0,306.0,41.0,60.0,68.3,34.0,44.0,77.3,5.0,8.0,62.5,0,0.1,0.2,-0.1,1.0,5.0,3.0,1.0,14.0,Botafogo (RJ),Brasileiro,Diego Costa (Botafogo (RJ))
Matias Segovia,PAR,FW,20.0,7.2,253.0,328.0,77.1,4183.0,1072.0,139.0,159.0,87.4,80.0,108.0,74.1,25.0,41.0,61.0,1,1.5,1.4,-0.5,16.0,25.0,14.0,5.0,33.0,Botafogo (RJ),Brasileiro,Matias Segovia (Botafogo (RJ))
Janderson,BRA,"FW,MF",23.0,4.6,75.0,110.0,68.2,1068.0,144.0,37.0,48.0,77.1,26.0,35.0,74.3,4.0,6.0,66.7,1,0.9,0.5,0.1,8.0,3.0,4.0,2.0,7.0,Botafogo (RJ),Brasileiro,Janderson (Botafogo (RJ))
JP Galvão,BRA,DF,21.0,2.2,67.0,87.0,77.0,1381.0,456.0,27.0,31.0,87.1,31.0,40.0,77.5,9.0,15.0,60.0,0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,6.0,Botafogo (RJ),Brasileiro,JP Galvão (Botafogo (RJ))
Bastos,ANG,DF,31.0,1.3,62.0,71.0,87.3,1224.0,347.0,23.0,26.0,88.5,30.0,32.0,93.8,9.0,12.0,75.0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,Botafogo (RJ),Brasileiro,Bastos (Botafogo (RJ))
Carlos Alberto,BRA,"FW,MF",20.0,3.3,63.0,75.0,84.0,947.0,216.0,33.0,36.0,91.7,24.0,29.0,82.8,4.0,5.0,80.0,0,0.2,0.8,-0.2,2.0,2.0,4.0,1.0,9.0,Botafogo (RJ),Brasileiro,Carlos Alberto (Botafogo (RJ))
Matheus Nascimento,BRA,"FW,MF",18.0,1.1,12.0,17.0,70.6,143.0,29.0,8.0,9.0,88.9,2.0,2.0,100.0,0.0,0.0,0.0,0,0.4,0.0,-0.4,2.0,1.0,0.0,0.0,2.0,Botafogo (RJ),Brasileiro,Matheus Nascimento (Botafogo (RJ))
Luis Segovia,ECU,DF,25.0,1.1,36.0,43.0,83.7,710.0,292.0,12.0,13.0,92.3,18.0,19.0,94.7,6.0,11.0,54.5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Botafogo (RJ),Brasileiro,Luis Segovia (Botafogo (RJ))
Daniel Borges,BRA,DF,29.0,0.5,10.0,14.0,71.4,162.0,55.0,5.0,5.0,100.0,5.0,6.0,83.3,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Daniel Borges (Botafogo (RJ))
Gatito Fernández,PAR,GK,34.0,0.5,11.0,13.0,84.6,259.0,166.0,4.0,4.0,100.0,4.0,4.0,100.0,3.0,5.0,60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Gatito Fernández (Botafogo (RJ))
Diego Hernández,URU,FW,22.0,0.5,9.0,13.0,69.2,118.0,14.0,5.0,5.0,100.0,2.0,5.0,40.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Botafogo (RJ),Brasileiro,Diego Hernández (Botafogo (RJ))
Kayque,BRA,MF,22.0,0.3,20.0,22.0,90.9,338.0,159.0,10.0,11.0,90.9,7.0,7.0,100.0,2.0,3.0,66.7,1,0.4,0.2,0.6,1.0,7.0,0.0,0.0,7.0,Botafogo (RJ),Brasileiro,Kayque (Botafogo (RJ))
Mateo Ponte,URU,DF,19.0,0.2,8.0,10.0,80.0,147.0,71.0,3.0,4.0,75.0,4.0,4.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Mateo Ponte (Botafogo (RJ))
Lucas Piazon,BRA,FW,29.0,0.2,6.0,6.0,100.0,88.0,45.0,3.0,3.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botafogo (RJ),Brasileiro,Lucas Piazon (Botafogo (RJ))
