Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Team,Championship,Player_Team
Thiago,BRA,"FW,MF",22.0,10,2,224.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,4.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11,Ath Paranaense,Brasileiro,Thiago (Ath Paranaense)
Luciano Arriagada,CHI,"FW,MF",20.0,10,1,190.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.6,1.5,5.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.42,0.27,0.69,0.42,0.69,Ath Paranaense,Brasileiro,Luciano Arriagada (Ath Paranaense)
Bruno Peres,BRA,"DF,MF",32.0,5,1,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.16,0.01,0.16,Ath Paranaense,Brasileiro,Bruno Peres (Ath Paranaense)
Marcelo Cirino,BRA,"FW,MF",31.0,4,1,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.33,0.07,0.41,0.33,0.41,Ath Paranaense,Brasileiro,Marcelo Cirino (Ath Paranaense)
Lucas Belezi,BRA,DF,19.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Ath Paranaense,Brasileiro,Lucas Belezi (Ath Paranaense)
Reinaldo,BRA,FW,21.0,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,Ath Paranaense,Brasileiro,Reinaldo (Ath Paranaense)
Chiqueti,BRA,MF,17.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Chiqueti (Ath Paranaense)
Danielzinho,BRA,FW,20.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Danielzinho (Ath Paranaense)
Dudu,BRA,MF,17.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Dudu (Ath Paranaense)
Bryan García,ECU,MF,22.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Bryan García (Ath Paranaense)
Marcos André,BRA,DF,16.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Marcos André (Ath Paranaense)
Ataíde,BRA,MF,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Ataíde (Ath Paranaense)
Derik,BRA,DF,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Derik (Ath Paranaense)
Emersonn,BRA,FW,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Emersonn (Ath Paranaense)
Julimar,BRA,FW,22.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Julimar (Ath Paranaense)
João Machado Cruz,BRA,MF,16.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,João Machado Cruz (Ath Paranaense)
Mycael,BRA,GK,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Mycael (Ath Paranaense)
Gabriel Pereira,BRA,GK,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Gabriel Pereira (Ath Paranaense)
João Vitor,BRA,DF,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,João Vitor (Ath Paranaense)
Arthur Zanella,BRA,DF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ath Paranaense,Brasileiro,Arthur Zanella (Ath Paranaense)
Éverson,BRA,GK,32.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Éverson (Atlético Mineiro)
Paulinho,BRA,"FW,MF",22.0,36,35,2991.0,33.2,20.0,2.0,22.0,20.0,0.0,0.0,3.0,0.0,14.9,14.9,2.5,17.3,95.0,77.0,234.0,0.6,0.06,0.66,0.6,0.66,0.45,0.07,0.52,0.45,0.52,Atlético Mineiro,Brasileiro,Paulinho (Atlético Mineiro)
Hulk,BRA,FW,36.0,34,33,2942.0,32.7,15.0,11.0,26.0,10.0,5.0,5.0,9.0,1.0,11.9,8.4,6.9,15.4,87.0,109.0,204.0,0.46,0.34,0.8,0.31,0.64,0.37,0.21,0.58,0.26,0.47,Atlético Mineiro,Brasileiro,Hulk (Atlético Mineiro)
Jemerson,BRA,DF,30.0,32,27,2476.0,27.5,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,0.1,1.1,21.0,66.0,5.0,0.0,0.04,0.04,0.0,0.04,0.03,0.01,0.04,0.03,0.04,Atlético Mineiro,Brasileiro,Jemerson (Atlético Mineiro)
Guilherme Arana,BRA,DF,25.0,28,27,2385.0,26.5,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.1,2.1,56.0,133.0,122.0,0.08,0.0,0.08,0.08,0.08,0.04,0.04,0.08,0.04,0.08,Atlético Mineiro,Brasileiro,Guilherme Arana (Atlético Mineiro)
Otávio,BRA,MF,28.0,27,27,2307.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.4,0.4,0.4,0.8,12.0,135.0,12.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Atlético Mineiro,Brasileiro,Otávio (Atlético Mineiro)
Mauricio Lemos,URU,DF,27.0,27,25,2214.0,24.6,1.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.1,1.1,0.0,1.2,17.0,71.0,2.0,0.04,0.0,0.04,0.04,0.04,0.05,0.0,0.05,0.05,0.05,Atlético Mineiro,Brasileiro,Mauricio Lemos (Atlético Mineiro)
Federico Zaracho,ARG,"MF,FW",24.0,27,22,1947.0,21.6,2.0,1.0,3.0,2.0,0.0,0.0,8.0,0.0,3.0,3.0,1.7,4.7,16.0,74.0,74.0,0.09,0.05,0.14,0.09,0.14,0.14,0.08,0.22,0.14,0.22,Atlético Mineiro,Brasileiro,Federico Zaracho (Atlético Mineiro)
Cristian Pavón,ARG,"FW,MF",27.0,33,21,1934.0,21.5,3.0,8.0,11.0,2.0,1.0,1.0,7.0,0.0,4.1,3.3,3.9,7.2,85.0,62.0,220.0,0.14,0.37,0.51,0.09,0.47,0.19,0.18,0.37,0.15,0.34,Atlético Mineiro,Brasileiro,Cristian Pavón (Atlético Mineiro)
Renzo Saravia,ARG,DF,29.0,26,20,1708.0,19.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,1.0,0.5,0.5,0.9,1.4,40.0,75.0,66.0,0.0,0.11,0.11,0.0,0.11,0.03,0.05,0.08,0.03,0.08,Atlético Mineiro,Brasileiro,Renzo Saravia (Atlético Mineiro)
Rodrigo Battaglia,ARG,MF,31.0,22,19,1728.0,19.2,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.9,0.9,0.4,1.3,38.0,80.0,27.0,0.0,0.05,0.05,0.0,0.05,0.05,0.02,0.07,0.05,0.07,Atlético Mineiro,Brasileiro,Rodrigo Battaglia (Atlético Mineiro)
Mariano,BRA,DF,36.0,22,17,1564.0,17.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.5,16.0,88.0,27.0,0.0,0.06,0.06,0.0,0.06,0.0,0.03,0.03,0.0,0.03,Atlético Mineiro,Brasileiro,Mariano (Atlético Mineiro)
Igor Gomes,BRA,"MF,FW",23.0,29,17,1374.0,15.3,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,3.2,5.0,32.0,67.0,83.0,0.13,0.13,0.26,0.13,0.26,0.12,0.21,0.33,0.12,0.33,Atlético Mineiro,Brasileiro,Igor Gomes (Atlético Mineiro)
Edenílson,BRA,"MF,FW",33.0,28,15,1368.0,15.2,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.8,2.3,24.0,57.0,50.0,0.07,0.13,0.2,0.07,0.2,0.03,0.12,0.15,0.03,0.15,Atlético Mineiro,Brasileiro,Edenílson (Atlético Mineiro)
Rubens,BRA,"DF,MF",21.0,24,14,1352.0,15.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.1,1.1,1.1,2.2,39.0,53.0,88.0,0.07,0.07,0.13,0.07,0.13,0.07,0.07,0.14,0.07,0.14,Atlético Mineiro,Brasileiro,Rubens (Atlético Mineiro)
Bruno Fuchs,BRA,DF,23.0,15,13,1088.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,5.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Atlético Mineiro,Brasileiro,Bruno Fuchs (Atlético Mineiro)
Hyoran,BRA,"MF,FW",29.0,12,12,691.0,7.7,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.1,2.1,3.1,5.2,16.0,35.0,30.0,0.26,0.0,0.26,0.26,0.26,0.28,0.4,0.68,0.28,0.68,Atlético Mineiro,Brasileiro,Hyoran (Atlético Mineiro)
Alan Franco,ECU,"MF,FW",24.0,18,9,840.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,4.0,27.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.02,0.06,Atlético Mineiro,Brasileiro,Alan Franco (Atlético Mineiro)
Igor Rabello,BRA,DF,27.0,11,7,692.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.1,0.1,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Atlético Mineiro,Brasileiro,Igor Rabello (Atlético Mineiro)
Pedrinho,BRA,"MF,FW",24.0,15,6,629.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.4,1.7,15.0,70.0,34.0,0.0,0.29,0.29,0.0,0.29,0.04,0.2,0.24,0.04,0.24,Atlético Mineiro,Brasileiro,Pedrinho (Atlético Mineiro)
Eduardo Vargas,CHI,FW,33.0,12,4,470.0,5.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,1.1,1.4,6.0,11.0,25.0,0.19,0.0,0.19,0.19,0.19,0.05,0.21,0.26,0.05,0.26,Atlético Mineiro,Brasileiro,Eduardo Vargas (Atlético Mineiro)
Nathan Silva,BRA,DF,25.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.5,4.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.11,0.04,0.11,Atlético Mineiro,Brasileiro,Nathan Silva (Atlético Mineiro)
Patrick,BRA,"MF,FW",30.0,23,2,559.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,1.5,2.4,20.0,22.0,54.0,0.0,0.0,0.0,0.0,0.0,0.15,0.24,0.39,0.15,0.39,Atlético Mineiro,Brasileiro,Patrick (Atlético Mineiro)
Alan Kardec,BRA,"FW,MF",34.0,14,2,265.0,2.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.8,1.7,2.0,5.0,7.0,0.34,0.34,0.68,0.34,0.68,0.31,0.26,0.57,0.31,0.57,Atlético Mineiro,Brasileiro,Alan Kardec (Atlético Mineiro)
Matheus Mendes,BRA,GK,23.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Atlético Mineiro,Brasileiro,Matheus Mendes (Atlético Mineiro)
Réver,BRA,"DF,FW",38.0,9,1,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Réver (Atlético Mineiro)
Dodô,BRA,DF,30.0,1,1,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Atlético Mineiro,Brasileiro,Dodô (Atlético Mineiro)
Alisson,BRA,"MF,DF",17.0,5,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.33,0.35,0.03,0.35,Atlético Mineiro,Brasileiro,Alisson (Atlético Mineiro)
Isaac,BRA,FW,18.0,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.53,Atlético Mineiro,Brasileiro,Isaac (Atlético Mineiro)
Paulo Vitor,BRA,MF,18.0,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Paulo Vitor (Atlético Mineiro)
Carlos Eduardo,BRA,"MF,FW",18.0,2,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Atlético Mineiro,Brasileiro,Carlos Eduardo (Atlético Mineiro)
Gabriel Delfim,BRA,GK,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Gabriel Delfim (Atlético Mineiro)
Rômulo,BRA,DF,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético Mineiro,Brasileiro,Rômulo (Atlético Mineiro)
Marcos Felipe,BRA,GK,26.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bahia,Brasileiro,Marcos Felipe (Bahia)
Thaciano,BRA,"MF,FW",27.0,35,35,2887.0,32.1,6.0,6.0,12.0,4.0,2.0,2.0,4.0,0.0,9.4,7.8,2.4,10.2,31.0,112.0,125.0,0.19,0.19,0.37,0.12,0.31,0.29,0.07,0.37,0.24,0.32,Bahia,Brasileiro,Thaciano (Bahia)
Kanu,BRA,DF,25.0,33,33,2909.0,32.3,1.0,0.0,1.0,1.0,0.0,0.0,10.0,2.0,1.7,1.7,0.6,2.3,28.0,101.0,7.0,0.03,0.0,0.03,0.03,0.03,0.05,0.02,0.07,0.05,0.07,Bahia,Brasileiro,Kanu (Bahia)
Rezende,BRA,"MF,DF",28.0,33,32,2705.0,30.1,2.0,3.0,5.0,2.0,0.0,0.0,9.0,1.0,0.9,0.9,1.3,2.3,29.0,102.0,36.0,0.07,0.1,0.17,0.07,0.17,0.03,0.04,0.08,0.03,0.08,Bahia,Brasileiro,Rezende (Bahia)
Cauly Oliveira Souza,BRA,"MF,FW",27.0,32,30,2543.0,28.3,4.0,7.0,11.0,4.0,0.0,0.0,4.0,0.0,5.4,5.4,5.8,11.2,112.0,199.0,182.0,0.14,0.25,0.39,0.14,0.39,0.19,0.21,0.4,0.19,0.4,Bahia,Brasileiro,Cauly Oliveira Souza (Bahia)
Vitor Hugo,BRA,DF,31.0,27,27,2129.0,23.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,0.5,1.2,22.0,85.0,3.0,0.04,0.0,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05,Bahia,Brasileiro,Vitor Hugo (Bahia)
Everaldo Stum,BRA,FW,31.0,33,25,2178.0,24.2,9.0,1.0,10.0,7.0,2.0,2.0,6.0,0.0,6.8,5.2,2.5,7.7,36.0,56.0,138.0,0.37,0.04,0.41,0.29,0.33,0.28,0.1,0.38,0.21,0.32,Bahia,Brasileiro,Everaldo Stum (Bahia)
Nicolás Acevedo,URU,MF,23.0,31,21,1970.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.9,0.9,1.2,2.1,29.0,112.0,36.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.1,0.04,0.1,Bahia,Brasileiro,Nicolás Acevedo (Bahia)
Gilberto,BRA,DF,29.0,21,21,1852.0,20.6,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,1.3,2.0,56.0,120.0,90.0,0.05,0.1,0.15,0.05,0.15,0.03,0.06,0.1,0.03,0.1,Bahia,Brasileiro,Gilberto (Bahia)
Ademir Santos,BRA,"FW,MF",27.0,33,19,1740.0,19.3,6.0,1.0,7.0,6.0,0.0,0.0,6.0,0.0,8.1,8.1,2.1,10.2,83.0,74.0,182.0,0.31,0.05,0.36,0.31,0.36,0.42,0.11,0.53,0.42,0.53,Bahia,Brasileiro,Ademir Santos (Bahia)
Yago,BRA,MF,27.0,25,16,1363.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,0.6,1.0,11.0,55.0,32.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Bahia,Brasileiro,Yago (Bahia)
Gabriel Teixeira,BRA,"FW,MF",21.0,25,15,1361.0,15.1,5.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,5.2,5.2,4.4,9.6,51.0,57.0,117.0,0.33,0.07,0.4,0.33,0.4,0.34,0.29,0.64,0.34,0.64,Bahia,Brasileiro,Gabriel Teixeira (Bahia)
Camilo Cándido,URU,DF,27.0,19,15,1244.0,13.8,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,0.4,0.4,1.3,1.6,18.0,62.0,91.0,0.07,0.14,0.22,0.07,0.22,0.03,0.09,0.12,0.03,0.12,Bahia,Brasileiro,Camilo Cándido (Bahia)
Gabriel,BRA,DF,21.0,13,10,977.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.5,9.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Bahia,Brasileiro,Gabriel (Bahia)
David Duarte,BRA,DF,28.0,11,10,867.0,9.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.0,0.6,5.0,17.0,0.0,0.1,0.0,0.1,0.1,0.1,0.06,0.0,0.06,0.06,0.06,Bahia,Brasileiro,David Duarte (Bahia)
Cicinho,BUL,DF,34.0,13,9,753.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.3,0.8,17.0,27.0,36.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Bahia,Brasileiro,Cicinho (Bahia)
Rafael Ratão,BRA,"FW,MF",27.0,18,8,779.0,8.7,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,2.9,2.9,0.9,3.8,13.0,38.0,61.0,0.46,0.12,0.58,0.46,0.58,0.33,0.11,0.43,0.33,0.43,Bahia,Brasileiro,Rafael Ratão (Bahia)
Vinicius Mingotti,BRA,FW,23.0,17,8,659.0,7.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.9,1.9,0.6,2.5,2.0,5.0,25.0,0.27,0.0,0.27,0.27,0.27,0.26,0.09,0.34,0.26,0.34,Bahia,Brasileiro,Vinicius Mingotti (Bahia)
Vítor Jacaré,BRA,"DF,MF",23.0,18,7,855.0,9.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,1.5,2.6,28.0,38.0,67.0,0.11,0.0,0.11,0.11,0.11,0.12,0.17,0.29,0.12,0.29,Bahia,Brasileiro,Vítor Jacaré (Bahia)
Jhoanner Chávez,ECU,"DF,MF",20.0,10,7,589.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.5,0.7,12.0,17.0,49.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.11,0.03,0.11,Bahia,Brasileiro,Jhoanner Chávez (Bahia)
Luciano Juba,BRA,"DF,MF",23.0,14,6,647.0,7.2,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,1.2,2.3,13.0,26.0,39.0,0.14,0.28,0.42,0.14,0.42,0.16,0.16,0.32,0.16,0.32,Bahia,Brasileiro,Luciano Juba (Bahia)
Matheus Bahia,BRA,"DF,MF",23.0,12,6,493.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.5,15.0,12.0,21.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Bahia,Brasileiro,Matheus Bahia (Bahia)
Kayky Chagas,BRA,"FW,MF",19.0,10,6,410.0,4.6,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.5,1.5,0.6,2.1,16.0,16.0,33.0,0.44,0.22,0.66,0.44,0.66,0.32,0.14,0.45,0.32,0.45,Bahia,Brasileiro,Kayky Chagas (Bahia)
Ryan Carlos,BRA,DF,20.0,9,5,578.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.5,0.6,21.0,42.0,44.0,0.0,0.16,0.16,0.0,0.16,0.01,0.08,0.09,0.01,0.09,Bahia,Brasileiro,Ryan Carlos (Bahia)
Raul Bicalho,BRA,DF,23.0,7,4,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,7.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Bahia,Brasileiro,Raul Bicalho (Bahia)
Arthur Sales,BRA,"FW,MF",20.0,9,2,290.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.3,1.2,4.0,7.0,27.0,0.31,0.0,0.31,0.31,0.31,0.28,0.08,0.37,0.28,0.37,Bahia,Brasileiro,Arthur Sales (Bahia)
Lucas Mugni,ARG,"MF,FW",31.0,15,1,361.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,7.0,23.0,18.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.12,0.04,0.12,Bahia,Brasileiro,Lucas Mugni (Bahia)
Léo Cittadini,BRA,MF,28.0,7,1,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Bahia,Brasileiro,Léo Cittadini (Bahia)
André,BRA,DF,19.0,3,1,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Bahia,Brasileiro,André (Bahia)
Danilo Fernandes,BRA,GK,34.0,1,1,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bahia,Brasileiro,Danilo Fernandes (Bahia)
