Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Player Link_,Player ID_,Competition
99,Ousmane Camara,FRA,DF,Angers,20-308,2003,0.5,84.0,80.0,4.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,78.0,0.00,0.00,https://fbref.com/en/players/7d3dfdfd/Ousmane-Camara,7d3dfdfd,Ligue 2
100,Thibault Campanini,FRA,DF,Ajaccio,25-165,1998,2.7,48.9,38.5,10.0,3.33,0.00,0.00,0.37,6.67,0.00,0.00,0.00,0.00,39.6,0.37,0.74,https://fbref.com/en/players/cd83baf7/Thibault-Campanini,cd83baf7,Ligue 2
101,Pierrick Capelle,FRA,MF,Angers,36-268,1987,16.4,46.4,42.1,4.02,1.71,0.18,0.37,3.05,0.06,2.20,1.59,0.18,0.00,36.4,0.30,1.10,https://fbref.com/en/players/79b2399c/Pierrick-Capelle,79b2399c,Ligue 2
102,Andy Carroll,ENG,FW,Amiens,35-002,1989,8.7,23.2,22.5,0.69,0.00,0.11,0.00,0.34,0.00,0.00,0.00,0.00,0.00,13.9,0.00,0.11,https://fbref.com/en/players/b581987a/Andy-Carroll,b581987a,Ligue 2
103,Yohan Cassubie,FRA,MF,Bordeaux,23-082,2000,6.8,57.9,56.5,1.18,1.18,0.00,0.29,0.29,0.00,0.00,0.00,0.00,0.00,49.0,0.29,1.47,https://fbref.com/en/players/3a01dd89/Yohan-Cassubie,3a01dd89,Ligue 2
104,Julien Celestine,FRA,DF,US Concarneau,26-168,1997,14.0,65.3,60.9,4.36,1.64,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,58.4,0.07,0.43,https://fbref.com/en/players/3dd4379b/Julien-Celestine,3dd4379b,Ligue 2
105,Noa Cervantés,ALG,FW,Troyes,20-267,2003,0.1,60.0,60.0,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,50.0,0.00,0.00,https://fbref.com/en/players/961e9e78/Noa-Cervantes,961e9e78,Ligue 2
106,Nassim Chadli,FRA,"MF,FW",US Concarneau,22-164,2001,13.6,33.6,30.9,2.28,0.74,0.29,0.74,2.57,0.44,1.10,0.59,0.07,0.00,26.3,0.44,0.51,https://fbref.com/en/players/5c61496e/Nassim-Chadli,5c61496e,Ligue 2
107,Mehdi Chahiri,MAR,"FW,MF",Pau FC,27-167,1996,5.3,39.6,37.2,2.45,1.13,0.57,0.38,1.70,0.57,0.75,0.19,0.57,0.00,28.1,0.00,1.32,https://fbref.com/en/players/1787195f/Mehdi-Chahiri,1787195f,Ligue 2
108,Dylan Chambost,FRA,"MF,FW",Saint-Étienne,26-142,1997,7.4,60.8,56.2,4.05,0.81,0.27,0.27,3.92,0.54,2.70,0.95,0.95,0.14,48.9,0.54,1.08,https://fbref.com/en/players/dbde4959/Dylan-Chambost,dbde4959,Ligue 2
109,Maxime Chanot,LUX,DF,Ajaccio,34-048,1989,12.5,59.9,56.6,3.20,2.96,0.00,0.08,0.00,0.24,0.00,0.00,0.00,0.00,51.9,0.16,0.16,https://fbref.com/en/players/ca366055/Maxime-Chanot,ca366055,Ligue 2
110,Gaëtan Charbonnier,FRA,"FW,MF",Saint-Étienne,35-012,1988,7.7,31.7,29.1,2.21,0.13,0.00,0.00,0.78,0.13,0.26,0.00,0.00,0.00,23.6,0.39,0.65,https://fbref.com/en/players/18ebca4b/Gaetan-Charbonnier,18ebca4b,Ligue 2
111,Xavier Chavalerin,FRA,MF,Troyes,32-307,1991,13.2,39.9,35.8,3.41,1.67,0.08,0.15,2.73,0.45,1.21,0.38,0.53,0.00,30.8,0.68,0.61,https://fbref.com/en/players/279ddf6a/Xavier-Chavalerin,279ddf6a,Ligue 2
112,Ivane Chegra,FRA,"MF,FW",Ajaccio,19-311,2004,1.9,32.6,32.1,0.53,0.00,0.00,0.00,3.68,0.53,0.00,0.00,0.00,0.00,17.9,0.00,1.05,https://fbref.com/en/players/1237c049/Ivane-Chegra,1237c049,Ligue 2
113,Samir Chergui,FRA,DF,Paris FC,24-336,1999,6.0,61.0,60.5,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.2,0.00,0.00,https://fbref.com/en/players/4b6ab1da/Samir-Chergui,4b6ab1da,Ligue 2
114,Sidiki Cherif,FRA,FW,Angers,17-024,2006,0.2,30.0,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,https://fbref.com/en/players/78430598/Sidiki-Cherif,78430598,Ligue 2
115,Amine Cherni,TUN,"DF,MF",Stade Laval,22-185,2001,18.1,50.8,39.7,11.0,0.72,0.06,0.00,4.86,10.1,0.17,0.17,0.00,0.00,35.5,0.06,2.60,https://fbref.com/en/players/88b540f7/Amine-Cherni,88b540f7,Ligue 2
116,Joris Chougrani,FRA,DF,Rodez Aveyron,32-284,1991,10.4,52.4,46.7,5.29,1.54,0.00,0.48,1.15,3.75,0.00,0.00,0.00,0.00,39.7,0.38,0.77,https://fbref.com/en/players/6f3c7064/Joris-Chougrani,6f3c7064,Ligue 2
117,Sébastien Cibois,FRA,GK,Rodez Aveyron,25-312,1998,1.0,31.0,20.0,11.0,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.0,0.00,0.00,https://fbref.com/en/players/2b9b37b2/Sebastien-Cibois,2b9b37b2,Ligue 2
118,Amadou Ciss,SEN,"FW,MF",Amiens,24-123,1999,2.6,31.9,30.8,0.00,0.00,0.00,0.00,0.77,0.00,0.00,0.00,0.00,0.00,21.9,1.15,1.15,https://fbref.com/en/players/531a4839/Amadou-Ciss,531a4839,Ligue 2
119,Karim Cissé,GUI,"FW,MF",Saint-Étienne,19-055,2004,1.7,39.4,37.6,1.18,0.59,1.18,0.00,2.94,0.00,0.59,0.00,0.59,0.00,24.7,0.59,1.18,https://fbref.com/en/players/fae2aaf1/Karim-Cisse,fae2aaf1,Ligue 2
120,Nadjib Cisse,MLI,DF,Quevilly-Rouen,23-017,2000,12.9,39.6,36.5,3.10,1.86,0.00,0.31,0.23,1.24,0.00,0.00,0.00,0.00,32.3,0.00,0.23,https://fbref.com/en/players/c2c48e7b/Nadjib-Cisse,c2c48e7b,Ligue 2
121,Till Cissokho,FRA,DF,Quevilly-Rouen,23-334,2000,17.6,45.2,42.7,2.39,1.53,0.00,0.40,0.06,0.06,0.00,0.00,0.00,0.00,36.9,0.17,0.34,https://fbref.com/en/players/e8b5ad37/Till-Cissokho,e8b5ad37,Ligue 2
122,Yannis Clementia,MTQ,GK,Caen,26-187,1997,1.0,34.0,23.0,10.0,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.0,1.00,0.00,https://fbref.com/en/players/7800bdb8/Yannis-Clementia,7800bdb8,Ligue 2
123,Alexandre Coeff,FRA,"DF,MF",Caen,31-322,1992,7.9,63.4,56.6,6.84,1.39,0.00,0.89,2.78,5.44,0.00,0.00,0.00,0.00,48.9,0.00,1.01,https://fbref.com/en/players/c4065f40/Alexandre-Coeff,c4065f40,Ligue 2
124,Dimitri Colau,FRA,DF,Paris FC,17-319,2006,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,https://fbref.com/en/players/dab81d17/Dimitri-Colau,dab81d17,Ligue 2
125,Thomas Colléaux,FRA,MF,Pau FC,18-265,2005,0.3,76.7,70.0,6.67,3.33,0.00,0.00,3.33,0.00,3.33,3.33,0.00,0.00,66.7,0.00,0.00,https://fbref.com/en/players/27caeaa0/Thomas-Colleaux,27caeaa0,Ligue 2
126,Abdu Conté,POR,DF,Troyes,25-290,1998,6.9,58.3,47.1,11.2,1.74,0.00,0.43,2.17,9.42,0.00,0.00,0.00,0.00,48.4,0.00,2.03,https://fbref.com/en/players/cfa49cc1/Abdu-Conte,cfa49cc1,Ligue 2
127,Facinet Conte,GUI,"FW,DF",Bastia,18-290,2005,6.7,12.7,11.5,1.04,0.00,0.00,0.00,0.30,0.30,0.00,0.00,0.00,0.00,8.51,0.15,0.30,https://fbref.com/en/players/5d210309/Facinet-Conte,5d210309,Ligue 2
128,Sébastien Corchia,FRA,DF,Amiens,33-068,1990,16.0,42.2,28.6,13.5,1.44,0.00,0.38,5.75,10.0,2.06,1.00,0.94,0.00,28.9,0.06,1.00,https://fbref.com/en/players/0e7ccfc4/Sebastien-Corchia,0e7ccfc4,Ligue 2
129,Killian Corredor,FRA,FW,Rodez Aveyron,23-065,2000,16.4,23.8,21.3,2.32,0.00,0.06,0.24,0.98,0.49,0.00,0.00,0.00,0.00,17.4,0.18,0.91,https://fbref.com/en/players/1a1838d8/Killian-Corredor,1a1838d8,Ligue 2
130,Bruno Xavier Almeida Costa,POR,MF,Valenciennes,26-264,1997,8.3,52.3,44.2,7.95,4.82,0.24,1.20,4.70,0.60,2.05,1.69,0.36,0.00,41.8,0.12,0.48,https://fbref.com/en/players/7b4c1f6e/Bruno-Xavier-Almeida-Costa,7b4c1f6e,Ligue 2
131,Nuno da Costa,CPV,FW,Auxerre,32-332,1991,2.0,26.5,26.5,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,21.0,0.00,1.00,https://fbref.com/en/players/909222de/Nuno-da-Costa,909222de,Ligue 2
132,Tino Costa,ARG,MF,Pau FC,38-364,1985,0.2,100.0,90.0,10.0,10.0,0.00,5.00,10.0,0.00,0.00,0.00,0.00,0.00,70.0,0.00,0.00,https://fbref.com/en/players/8f747a86/Tino-Costa,8f747a86,Ligue 2
133,Kalifa Coulibaly,MLI,FW,Quevilly-Rouen,32-140,1991,9.8,22.0,21.3,0.71,0.10,0.20,0.10,0.31,0.10,0.00,0.00,0.00,0.00,13.1,0.00,0.41,https://fbref.com/en/players/9980269a/Kalifa-Coulibaly,9980269a,Ligue 2
134,Marius Courcoul,FRA,MF,Angers,17-007,2007,0.2,75.0,75.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.0,0.00,5.00,https://fbref.com/en/players/28ab7aba/Marius-Courcoul,28ab7aba,Ligue 2
135,Yoann Court,FRA,MF,Caen,33-359,1990,9.7,42.5,36.2,5.98,1.75,0.10,0.72,7.01,0.31,3.51,1.55,1.86,0.00,31.0,0.31,1.13,https://fbref.com/en/players/26e4447b/Yoann-Court,26e4447b,Ligue 2
136,Gaëtan Courtet,FRA,"FW,MF",Guingamp,34-320,1989,7.1,31.4,29.7,1.69,0.42,0.00,0.14,1.27,0.42,0.56,0.28,0.14,0.00,20.1,0.00,1.41,https://fbref.com/en/players/386de9b1/Gaetan-Courtet,386de9b1,Ligue 2
137,Joffrey Cuffaut,FRA,DF,Valenciennes,35-299,1988,1.4,52.9,38.6,14.3,2.14,0.00,1.43,1.43,12.1,0.00,0.00,0.00,0.00,39.3,0.00,0.71,https://fbref.com/en/players/f71e34b2/Joffrey-Cuffaut,f71e34b2,Ligue 2
138,Sessi D'Almeida,BEN,MF,Pau FC,28-049,1995,10.1,43.2,41.6,1.58,1.39,0.00,1.29,0.59,0.10,0.00,0.00,0.00,0.00,36.6,0.00,0.50,https://fbref.com/en/players/2c574121/Sessi-DAlmeida,2c574121,Ligue 2
139,Kouadio-Yves Dabila,CIV,DF,Paris FC,27-007,1997,9.9,65.2,61.8,3.13,1.62,0.00,0.40,0.30,1.52,0.00,0.00,0.00,0.00,58.7,0.20,0.61,https://fbref.com/en/players/3067cbef/Kouadio-Yves-Dabila,3067cbef,Ligue 2
140,Colin Dagba,FRA,DF,Auxerre,25-121,1998,4.0,77.8,67.5,10.3,0.00,0.00,0.00,4.25,10.3,0.00,0.00,0.00,0.00,66.5,0.00,1.25,https://fbref.com/en/players/29c02c9f/Colin-Dagba,29c02c9f,Ligue 2
141,Bradley Danger,FRA,DF,Rodez Aveyron,25-344,1998,17.1,57.8,49.8,7.78,4.21,0.00,1.17,3.92,0.64,2.92,1.05,1.64,0.00,45.2,0.23,0.76,https://fbref.com/en/players/db7b941f/Bradley-Danger,db7b941f,Ligue 2
142,Quentin Daubin,FRA,MF,Caen,28-189,1995,14.7,50.0,48.6,1.09,1.09,0.07,1.16,0.61,0.00,0.00,0.00,0.00,0.00,42.4,0.27,0.88,https://fbref.com/en/players/d51c34f0/Quentin-Daubin,d51c34f0,Ligue 2
143,Zuriko Davitashvili,GEO,"FW,MF",Bordeaux,22-327,2001,14.5,34.3,31.7,2.28,0.48,0.28,0.14,0.97,0.97,0.76,0.28,0.07,0.00,28.2,0.34,0.83,https://fbref.com/en/players/88b4d2e3/Zuriko-Davitashvili,88b4d2e3,Ligue 2
144,Mathias De Amorim,POR,MF,Bordeaux,19-029,2004,0.8,98.8,98.8,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,87.5,0.00,1.25,https://fbref.com/en/players/3385fdf4/Mathias-De-Amorim,3385fdf4,Ligue 2
145,Marvin De Lima,FRA,"FW,DF",Bordeaux,19-264,2004,3.7,51.4,44.1,7.03,1.35,0.00,0.54,5.14,4.05,1.35,0.54,0.00,0.00,38.9,0.27,1.62,https://fbref.com/en/players/4d2ddda7/Marvin-De-Lima,4d2ddda7,Ligue 2
146,Sonny Degert,FRA,"MF,FW",Pau FC,23-018,2000,1.2,22.5,17.5,5.00,2.50,0.83,0.83,4.17,0.83,1.67,0.83,0.83,0.00,13.3,0.00,1.67,https://fbref.com/en/players/10db63e7/Sonny-Degert,10db63e7,Ligue 2
147,Logan Delaurier Chaubet,FRA,MF,Quevilly-Rouen,21-261,2002,12.0,31.6,24.7,6.92,2.08,0.17,0.25,6.83,0.25,4.58,1.92,2.00,0.08,21.0,0.00,1.33,https://fbref.com/en/players/de871220/Logan-Delaurier-Chaubet,de871220,Ligue 2
148,Thibault Delphis,FRA,DF,Annecy,21-095,2002,6.6,46.4,31.5,14.8,0.61,0.00,0.00,1.67,14.2,0.00,0.00,0.00,0.00,28.6,0.00,0.91,https://fbref.com/en/players/961d0117/Thibault-Delphis,961d0117,Ligue 2
149,Yohan Demoncy,FRA,MF,Paris FC,27-276,1996,5.3,69.1,63.4,5.47,2.83,0.00,1.51,3.77,0.19,2.45,0.75,1.13,0.00,57.5,0.19,0.75,https://fbref.com/en/players/e1909b9f/Yohan-Demoncy,e1909b9f,Ligue 2
150,Clément Depres,FRA,FW,Rodez Aveyron,29-044,1994,5.0,28.0,27.4,0.60,0.00,0.40,0.20,0.40,0.40,0.00,0.00,0.00,0.00,16.2,0.00,0.40,https://fbref.com/en/players/e53ab10b/Clement-Depres,e53ab10b,Ligue 2
151,Djibrill Diagouraga,FRA,FW,Paris FC,19-089,2004,0.2,55.0,55.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.0,0.00,0.00,https://fbref.com/en/players/a0661eb7/Djibrill-Diagouraga,a0661eb7,Ligue 2
152,Tidyane Diagouraga,FRA,MF,Valenciennes,20-328,2003,1.4,37.9,37.9,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,22.9,0.00,2.86,https://fbref.com/en/players/29733d8f/Tidyane-Diagouraga,29733d8f,Ligue 2
153,Oumar Diakité,FRA,MF,Paris FC,21-034,2002,0.1,100.0,80.0,20.0,10.0,10.0,0.00,10.0,0.00,10.0,0.00,10.0,0.00,70.0,0.00,0.00,https://fbref.com/en/players/15d9fb75/Oumar-Diakite,15d9fb75,Ligue 2
154,Djibril Diani,FRA,MF,Caen,25-331,1998,0.8,65.0,61.3,3.75,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.8,0.00,0.00,https://fbref.com/en/players/4d095331/Djibril-Diani,4d095331,Ligue 2
155,Mamadou Diarra,SEN,DF,Grenoble,26-019,1997,16.5,61.3,59.0,2.12,1.88,0.00,0.79,0.06,0.24,0.00,0.00,0.00,0.00,57.2,0.12,0.12,https://fbref.com/en/players/3516b06b/Mamadou-Diarra,3516b06b,Ligue 2
156,Stéphane Diarra,FRA,"FW,MF",Saint-Étienne,25-030,1998,6.5,33.2,30.8,2.15,0.31,0.00,0.00,4.62,1.08,0.77,0.00,0.77,0.00,22.8,0.31,0.77,https://fbref.com/en/players/29939a1d/Stephane-Diarra,29939a1d,Ligue 2
157,Junior Diaz,CIV,"DF,MF",Annecy,20-169,2003,7.9,36.2,31.5,4.43,1.77,0.00,0.38,0.25,2.66,0.00,0.00,0.00,0.00,22.8,0.25,0.63,https://fbref.com/en/players/22768e08/Junior-Diaz,22768e08,Ligue 2
158,Pedro Díaz,ESP,MF,Bordeaux,25-217,1998,16.3,62.4,58.9,3.37,2.27,0.80,1.17,2.09,0.31,0.49,0.25,0.18,0.00,51.7,0.12,0.80,https://fbref.com/en/players/eea5130e/Pedro-Diaz,eea5130e,Ligue 2
159,Lois Diony,FRA,FW,Angers,31-019,1992,17.9,15.6,15.1,0.39,0.00,0.00,0.06,0.78,0.11,0.00,0.00,0.00,0.00,11.1,0.06,0.61,https://fbref.com/en/players/4be0b467/Lois-Diony,4be0b467,Ligue 2
160,Mouhamed Diop,SEN,"MF,DF",Troyes,23-100,2000,12.0,43.3,39.7,3.50,0.33,0.17,0.08,0.58,3.08,0.08,0.08,0.00,0.00,36.3,0.08,0.92,https://fbref.com/en/players/1581e8db/Mouhamed-Diop,1581e8db,Ligue 2
161,Assane Dioussé,SEN,MF,Auxerre,26-110,1997,9.9,69.2,67.4,1.62,1.41,0.00,1.01,0.51,0.20,0.00,0.00,0.00,0.00,61.4,0.20,0.61,https://fbref.com/en/players/7f622eef/Assane-Diousse,7f622eef,Ligue 2
162,Kapitbafan Djoco,SEN,"FW,MF",Bastia,28-121,1995,10.0,23.1,22.2,0.60,0.00,0.20,0.00,0.40,0.00,0.00,0.00,0.00,0.00,16.2,0.30,0.90,https://fbref.com/en/players/4d2130fc/Kapitbafan-Djoco,4d2130fc,Ligue 2
163,Maxime Do Couto Teixeira,FRA,"MF,FW",Amiens,27-026,1996,3.1,36.8,31.9,4.19,1.29,0.00,0.00,4.19,0.32,1.94,0.97,0.97,0.00,26.5,0.65,1.61,https://fbref.com/en/players/0b266f68/Maxime-Do-Couto-Teixeira,0b266f68,Ligue 2
164,Alan Do Marcolino,GAB,FW,Quevilly-Rouen,21-295,2002,2.7,21.9,19.6,1.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.3,0.74,0.37,https://fbref.com/en/players/1bd5bdc4/Alan-Do-Marcolino,1bd5bdc4,Ligue 2
165,Kyliane Dong,FRA,FW,Troyes,19-103,2004,17.4,28.0,25.9,2.07,0.40,0.11,0.17,1.72,0.92,0.63,0.06,0.17,0.00,20.9,0.11,0.75,https://fbref.com/en/players/836dc4a8/Kyliane-Dong,836dc4a8,Ligue 2
166,Jordan Dongmo,CMR,MF,Troyes,22-343,2001,0.1,40.0,40.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,10.0,https://fbref.com/en/players/1b5b32d2/Jordan-Dongmo,1b5b32d2,Ligue 2
167,Lohann Doucet,FRA,MF,Paris FC,21-116,2002,8.9,51.9,51.0,0.79,0.79,0.11,1.24,0.34,0.00,0.00,0.00,0.00,0.00,44.4,0.11,0.22,https://fbref.com/en/players/dff0c299/Lohann-Doucet,dff0c299,Ligue 2
168,Issiar Dramé,MLI,DF,Bastia,24-326,1999,9.5,36.6,34.9,1.68,0.32,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,33.5,0.00,0.00,https://fbref.com/en/players/efd44b24/Issiar-Drame,efd44b24,Ligue 2
169,Tom Ducrocq,FRA,MF,Bastia,24-136,1999,18.0,44.0,42.0,1.50,1.50,0.17,0.06,1.00,0.00,0.00,0.00,0.00,0.00,33.1,0.50,0.89,https://fbref.com/en/players/e70d83c1/Tom-Ducrocq,e70d83c1,Ligue 2
170,Jacques Ekomie,GAB,"DF,FW",Bordeaux,20-142,2003,8.3,48.7,38.6,9.88,1.33,0.00,0.00,1.20,8.55,0.00,0.00,0.00,0.00,38.6,0.24,1.45,https://fbref.com/en/players/8d5016e6/Jacques-Ekomie,8d5016e6,Ligue 2
171,Alberth Elis,HON,FW,Bordeaux,27-330,1996,7.0,19.1,18.0,1.00,0.00,0.29,0.00,1.29,0.57,0.00,0.00,0.00,0.00,13.4,0.14,1.00,https://fbref.com/en/players/104b4ad3/Alberth-Elis,104b4ad3,Ligue 2
172,Florian Escales,FRA,GK,Annecy,27-339,1996,17.8,30.4,19.7,10.6,4.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.5,0.06,0.00,https://fbref.com/en/players/e0238966/Florian-Escales,e0238966,Ligue 2
173,Luderic Etondé,FRA,"FW,MF",Dunkerque,23-131,2000,1.4,17.1,13.6,3.57,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,12.9,0.00,0.71,https://fbref.com/en/players/9c7481a1/Luderic-Etonde,9c7481a1,Ligue 2
174,Maxime Etuin,FRA,MF,US Concarneau,28-143,1995,14.4,61.4,58.6,2.64,1.94,0.00,0.42,1.25,0.14,0.28,0.21,0.07,0.00,51.5,0.14,0.90,https://fbref.com/en/players/a9e83184/Maxime-Etuin,a9e83184,Ligue 2
175,Julien Fabri,FRA,GK,Bastia,29-337,1994,2.0,28.5,20.5,8.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.5,0.00,0.00,https://fbref.com/en/players/a0ba5520/Julien-Fabri,a0ba5520,Ligue 2
176,Cheikh Fall,SEN,MF,Saint-Étienne,19-317,2004,0.1,60.0,60.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.0,0.00,0.00,https://fbref.com/en/players/6ed95ad0/Cheikh-Fall,6ed95ad0,Ligue 2
177,Kevin Farade,FRA,FW,Annecy,28-129,1995,0.2,20.0,20.0,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,15.0,0.00,0.00,https://fbref.com/en/players/27edbc9b/Kevin-Farade,27edbc9b,Ligue 2
178,Noah Fatar,FRA,MF,Angers,21-327,2002,0.4,35.0,30.0,5.00,0.00,0.00,0.00,10.0,2.50,2.50,0.00,2.50,0.00,25.0,0.00,2.50,https://fbref.com/en/players/2693f6bc/Noah-Fatar,2693f6bc,Ligue 2
179,Julien Faussurier,FRA,"DF,MF",US Concarneau,36-359,1987,12.8,63.0,54.1,8.83,1.64,0.00,0.47,6.25,7.19,0.00,0.00,0.00,0.00,49.1,0.08,1.41,https://fbref.com/en/players/767212e6/Julien-Faussurier,767212e6,Ligue 2
180,Zinedine Ferhat,ALG,MF,Angers,30-313,1993,10.3,45.4,39.9,5.44,1.75,0.39,0.19,5.53,0.19,3.50,0.78,2.43,0.00,32.8,0.10,0.97,https://fbref.com/en/players/005c0807/Zinedine-Ferhat,005c0807,Ligue 2
181,Nehemiah Fernandez,FRA,DF,Dunkerque,19-028,2004,8.8,74.1,72.0,1.93,1.14,0.00,0.11,0.00,0.11,0.00,0.00,0.00,0.00,65.2,0.11,0.34,https://fbref.com/en/players/40604d0c/Nehemiah-Fernandez,40604d0c,Ligue 2
182,Ivan Filipović,CRO,GK,Paris FC,29-056,1994,8.5,33.6,24.8,8.82,2.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.9,0.00,0.00,https://fbref.com/en/players/6df5968e/Ivan-Filipovic,6df5968e,Ligue 2
183,Mamadou Fofana,MLI,DF,Amiens,25-352,1998,18.0,48.7,47.2,1.39,1.28,0.00,0.17,0.06,0.06,0.00,0.00,0.00,0.00,41.6,0.11,0.39,https://fbref.com/en/players/4c4ffacc/Mamadou-Fofana,4c4ffacc,Ligue 2
184,Mamadou Fofana,FRA,MF,Amiens,23-113,2000,3.6,45.0,42.5,2.50,1.39,0.00,0.28,0.56,0.00,0.56,0.00,0.00,0.00,33.9,0.00,1.39,https://fbref.com/en/players/8a26baed/Mamadou-Fofana,8a26baed,Ligue 2
185,Yahia Fofana,CIV,GK,Angers,23-140,2000,19.0,30.9,21.6,9.32,2.47,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,23.6,0.00,0.00,https://fbref.com/en/players/9d420dad/Yahia-Fofana,9d420dad,Ligue 2
186,Lamine Fomba,FRA,MF,Saint-Étienne,25-347,1998,10.1,42.3,41.9,0.20,0.20,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,35.1,0.20,0.69,https://fbref.com/en/players/2145368f/Lamine-Fomba,2145368f,Ligue 2
187,Steven Fortes,CPV,DF,Quevilly-Rouen,31-266,1992,8.2,43.4,41.0,2.44,2.32,0.00,0.12,0.12,0.12,0.00,0.00,0.00,0.00,33.5,0.00,0.00,https://fbref.com/en/players/574aa9ec/Steven-Fortes,574aa9ec,Ligue 2
188,Hugo Gambor,FRA,"DF,MF",Dunkerque,21-009,2002,14.9,56.0,53.9,1.95,1.81,0.13,1.28,0.20,0.13,0.00,0.00,0.00,0.00,49.6,0.13,0.67,https://fbref.com/en/players/ea563953/Hugo-Gambor,ea563953,Ligue 2
189,Didi Gaucho,CIV,MF,Caen,22-358,2001,2.8,,,,,,,0.00,,,,,,,,,https://fbref.com/en/players/269bd412/Didi-Gaucho,269bd412,Ligue 2
190,Jules Gaudin,FRA,"DF,MF",Paris FC,23-244,2000,16.7,65.1,52.5,12.5,1.86,0.06,0.72,3.35,10.5,0.12,0.06,0.06,0.00,48.5,0.18,1.38,https://fbref.com/en/players/5d3a02a3/Jules-Gaudin,5d3a02a3,Ligue 2
191,Antoine Gauthier,FRA,FW,Saint-Étienne,19-191,2004,0.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/8dae9a76/Antoine-Gauthier,8dae9a76,Ligue 2
192,Jean-Philippe Gbamin,CIV,MF,Dunkerque,28-105,1995,0.6,53.3,51.7,1.67,0.00,0.00,1.67,0.00,1.67,0.00,0.00,0.00,0.00,35.0,0.00,3.33,https://fbref.com/en/players/6bd603db/Jean-Philippe-Gbamin,6bd603db,Ligue 2
193,Garland Gbelle,FRA,MF,Quevilly-Rouen,31-023,1992,8.2,37.9,36.6,1.10,0.73,0.24,0.49,1.71,0.12,0.00,0.00,0.00,0.00,27.0,0.24,0.98,https://fbref.com/en/players/b1654193/Garland-Gbelle,b1654193,Ligue 2
194,Ambroise Gboho,FRA,FW,US Concarneau,29-155,1994,3.0,21.0,19.3,1.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,16.7,0.33,0.33,https://fbref.com/en/players/ff76d9d9/Ambroise-Gboho,ff76d9d9,Ligue 2
195,Jérémy Gélin,FRA,MF,Amiens,26-259,1997,14.7,45.3,42.4,2.45,2.18,0.20,0.75,0.82,0.20,0.07,0.00,0.07,0.00,35.9,0.48,0.41,https://fbref.com/en/players/4c700f46/Jeremy-Gelin,4c700f46,Ligue 2
196,Owen Géne,FRA,MF,Amiens,20-295,2003,7.1,48.3,47.5,0.85,0.85,0.14,0.00,0.14,0.00,0.00,0.00,0.00,0.00,43.0,0.00,0.70,https://fbref.com/en/players/bfff2337/Owen-Gene,bfff2337,Ligue 2
197,Mayron George,CRC,"FW,MF",Pau FC,30-077,1993,2.4,13.8,11.7,2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.75,0.00,0.00,https://fbref.com/en/players/cc926a12/Mayron-George,cc926a12,Ligue 2
